"Date Range: Aug 1, 2026 - Aug 4, 2026"
"Locations: All locations"
Type,"Part #",Description,Category,Vendor,Location,"Units Sold","Units Returned","Sold (WO)","Sold (Parts Sale)","Unit Cost","Sell Price",Revenue,Margin,"Margin %",Demand,"Last Sale","On Hand",Turns/Yr,Min,Max
Inventory,3--577.1620A,"CIRCUIT BREAKER MINI BLADE 20A (091503, 3041920)","HD-Lighting & Electrical","Iview Commercial","Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,2.00,0.00,0,0
Inventory,3--577.1625A,"CIRCUIT BREAKER MINI BLADE 25A (091504, 3041925)","HD-Lighting & Electrical","Iview Commercial","Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,2.00,0.00,0,0
Inventory,3--577.1630A,"CIRCUIT BREAKER MINI BLADE 30A (091505)","HD-Lighting & Electrical","Iview Commercial","Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,2.00,0.00,0,0
Inventory,3--577.1705A,"CIRCUIT BREAKER ATC BLADE 5A","HD-Lighting & Electrical","Iview Commercial","Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,2.00,0.00,0,0
Inventory,3--577.1710A,"CIRCUIT BREAKER ATC BLADE 10A (CB22110)","HD-Lighting & Electrical","Iview Commercial","Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,2.00,0.00,0,0
Inventory,3--577.1715A,"CIRCUIT BREAKER ATC BLADE 15A (CB22115)","HD-Lighting & Electrical","Iview Commercial","Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,2.00,0.00,0,0
Inventory,3--577.1720A,"CIRCUIT BREAKER ATC BLADE 20A (CB22120)","HD-Lighting & Electrical","Iview Commercial","Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,2.00,0.00,0,0
Inventory,3--577.1725A,"CIRCUIT BREAKER ATC BLADE 25A (CB22125)","HD-Lighting & Electrical","Iview Commercial","Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,2.00,0.00,0,0
Inventory,3--577.1730A,"CIRCUIT BREAKER ATC BLADE 30A (CB22130)","HD-Lighting & Electrical","Iview Commercial","Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,2.00,0.00,0,0
Inventory,3--577.1910A,"CIRCUIT BREAKER MAXI 10A (091510, CB191110)","HD-Lighting & Electrical","Iview Commercial","Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,2.00,0.00,0,0
Inventory,3--577.1915A,"CIRCUIT BREAKER MAXI 15A (091511, CB191115)","HD-Lighting & Electrical","Iview Commercial","Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,2.00,0.00,0,0
Inventory,3--577.1920A,"CIRCUIT BREAKER MAXI 20A (091512, 1922001M, CB191120)","HD-Lighting & Electrical","Iview Commercial","Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,2.00,0.00,0,0
Inventory,3--577.1925A,"CIRCUIT BREAKER MAXI 25A (091513, CB191125)","HD-Lighting & Electrical","Iview Commercial","Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,2.00,0.00,0,0
Inventory,3--577.1930A,"CIRCUIT BREAKER MAXI 30A (091514, CB191130)","HD-Lighting & Electrical","Iview Commercial","Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,2.00,0.00,0,0
Inventory,3--577.1940A,"CIRCUIT BREAKER MAXI 40A (CB191140)","HD-Lighting & Electrical","Iview Commercial","Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,2.00,0.00,0,0
Inventory,3--577.1950A,"CIRCUIT BREAKER MAXI 50A (CB191150)","HD-Lighting & Electrical","Iview Commercial","Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,2.00,0.00,0,0
Inventory,3--577.3040-12,"STARTER SOLENOID 4 TERMINAL 85 (24021, 52305, 5230501)","HD-Lighting & Electrical","Iview Commercial","Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,0
Inventory,3--577.3042-12,"STARTER SOLENOID 4 TERMINAL 85A 12V (24059, 52307, 5230701)","HD-Lighting & Electrical","Iview Commercial","Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,0
Inventory,3--577.3042-24,"STARTER SOLENOID 4 TERMINAL 85A 24V (24008)","HD-Lighting & Electrical","Iview Commercial","Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,0
Inventory,3--577.3043-12,"STARTER SOLENOID 3 TERMINAL 85A 12V (24106, 5231201, 52312)","HD-Lighting & Electrical","Iview Commercial","Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,0
Inventory,3--76-2404PK,"22-18GA SEEMLESS BUTT CONNECTR","HD-Lighting & Electrical","Aiboro Rentals","Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,100.00,0.00,0,0
Inventory,3--76-2405PK,"16-14GA Non-Insulated Butt Splice Connector","HD-Lighting & Electrical","Aiboro Rentals","Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"459 days",76.00,0.00,0,0
Inventory,3--935-14,"35A ATC/ATO Blade Fuse- Purple","HD-Lighting & Electrical",—,"Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,5.00,0.00,1,5
Inventory,3--937-14,"1A ATC/ATO Blade Fuse- Black","HD-Lighting & Electrical","Baplains Solutions","Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,5.00,0.00,1,5
Inventory,3--938-14,"2A ATC/ATO Blade Fuse- Light Grey","HD-Lighting & Electrical",—,"Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,5.00,0.00,1,5
Inventory,3--945701,"BLACK 2/0 BATTERY CABLE PER FOOT","HD-Lighting & Electrical","Cuview Management","Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,12.00,0.00,0,0
Inventory,3--9524-11,"10A ATC/ATO Circuit Breaker- Red","HD-Lighting & Electrical",—,"Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,1,2
Inventory,3--9525-11,"15A ATC/ATO Circuit Breaker- Blue","HD-Lighting & Electrical",—,"Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,1,2
Inventory,3--9526-11,"20A ATC/ATO Circuit Breaker- Yellow","HD-Lighting & Electrical",—,"Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,1,2
Inventory,3--9527-11,"25A ATC/ATO Circuit Breaker- White","HD-Lighting & Electrical",—,"Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,1,2
Inventory,3--9528-11,"30A ATC/ATO Circuit Breaker- Green","HD-Lighting & Electrical",—,"Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,1,2
Inventory,3--9581-11,"30A Mini JCase Fusable Link- Pink","HD-Lighting & Electrical",—,"Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,1,2
Inventory,3--9582-11,"40A Mini JCase Fusable Link- Green","HD-Lighting & Electrical",—,"Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,1,2
Inventory,3--9584-11,"20A LoPro Mini JCase Fuse Link- Blue","HD-Lighting & Electrical",—,"Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,1,3
Inventory,3--9585-11,"25A LoPro Mini JCase Fuse Link- White","HD-Lighting & Electrical",—,"Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,1,3
Inventory,3--9586-11,"30A LoPro Mini JCase Fuse Link","HD-Lighting & Electrical",—,"Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,3.00,0.00,2,6
Inventory,3--9587-11,"40A LoPro Mini JCase Fuse Link- Green","HD-Lighting & Electrical",—,"Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,2.00,0.00,2,4
Inventory,3--9588-11,"50A LoPro Mini JCase Fuse Link- Red","HD-Lighting & Electrical",—,"Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,1,4
Inventory,3--9589-11,"60A LoPro Mini JCase Fuse Link- Yellow","HD-Lighting & Electrical",—,"Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,1,2
Inventory,3--9590-11,"20A Compact JCase Fuse- Light Blue","HD-Lighting & Electrical",—,"Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,1,2
Inventory,3--9591-11,"30A Compact JCase Fuse- Pink","HD-Lighting & Electrical",—,"Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,1,2
Inventory,3--9592-11,"40A Compact JCase Fuse- Green","HD-Lighting & Electrical",—,"Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,1,2
Inventory,3--9593-11,"50A Compact JCase Fuse- Red","HD-Lighting & Electrical",—,"Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,1,2
Inventory,3--9594-11,"60A Compact JCase Fuse- Yellow","HD-Lighting & Electrical",—,"Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,1,2
Inventory,3--960-BP,"3A ATC/ATO Blade Fuse- Violet","HD-Lighting & Electrical",—,"Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,5.00,0.00,1,5
Inventory,3--9600-91,"5PC 5A-30A- Glass AGC Fuse Assortment","HD-Lighting & Electrical",—,"Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,5.00,0.00,3,10
Inventory,3--9601-91,"10PC 4A-30A- Glass SFE Fuse Assortment ","HD-Lighting & Electrical",—,"Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,10.00,0.00,5,15
Inventory,3--961-14,"4A ATC/ATO Blade Fuse- Pink","HD-Lighting & Electrical",—,"Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,5.00,0.00,1,5
Inventory,3--962-BP,"5A ATC/ATO Blade Fuse- Tan","HD-Lighting & Electrical",—,"Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,5.00,0.00,1,5
Inventory,3--963-BP,"7.5A ATC/ATO Blade Fuse- Brown","HD-Lighting & Electrical",—,"Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,5.00,0.00,1,5
Inventory,3--964-BP,"10A ATC/ATO Blade Fuse- Red","HD-Lighting & Electrical",—,"Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"102 days",10.00,0.00,5,10
Inventory,3--9640-11,"10A Mini Circuit Breaker- Red","HD-Lighting & Electrical",—,"Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,1,2
Inventory,3--9641-11,"15A Mini Circuit Breaker- Blue ","HD-Lighting & Electrical",—,"Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,1,2
Inventory,3--9642-11,"20A Mini Circuit Breaker- Yellow","HD-Lighting & Electrical",—,"Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,1,2
Inventory,3--9643-11,"25A Mini Circuit Breaker- White","HD-Lighting & Electrical",—,"Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,1,2
Inventory,3--9644-11,"30A Mini Circuit Breaker- Green","HD-Lighting & Electrical",—,"Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,1,2
Inventory,3--965-BP,"15A ATC/ATO Blade Fuse- Blue","HD-Lighting & Electrical",—,"Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,8.00,0.00,5,10
Inventory,3--966-BP,"20A ATC/ATO Blade Fuse- Yellow","HD-Lighting & Electrical",—,"Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,7.00,0.00,5,10
Inventory,3--968-BP,"30A ATC/ATO Blade Fuse- Green","HD-Lighting & Electrical",—,"Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,13.00,0.00,5,10
Inventory,3--981-11,"16G-10A ATM Add-A-Circuit","HD-Lighting & Electrical",—,"Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,1,4
Inventory,3--9939-14,"2A LoPro ATM Blade Fuse- Light Grey","HD-Lighting & Electrical",—,"Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,5.00,0.00,1,5
Inventory,3--9941-14,"3A LoPro ATM Blade Fuse- Violet","HD-Lighting & Electrical",—,"Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,5.00,0.00,1,5
Inventory,3--9942-14,"4A LoPro ATM Blade Fuse- Pink","HD-Lighting & Electrical",—,"Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,5.00,0.00,1,5
Inventory,3--9943-14,"5A LoPro ATM Blade Fuse- Tan","HD-Lighting & Electrical",—,"Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,5.00,0.00,5,10
Inventory,3--9944-14,"7.5A LoPro ATM Blade Fuse- Brown","HD-Lighting & Electrical",—,"Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,5.00,0.00,5,10
Inventory,3--9945-14,"10A LoPro ATM Blade Fuse- Red","HD-Lighting & Electrical",—,"Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,5.00,0.00,5,15
Inventory,3--9946-14,"15A LoPro ATM Blade Fuse- Blue","HD-Lighting & Electrical",—,"Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,5.00,0.00,5,10
Inventory,3--9947-14,"20A LoPro ATM Blade Fuse- Yellow","HD-Lighting & Electrical",—,"Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,5.00,0.00,1,5
Inventory,3--9948-14,"25A LoPro ATM Blade Fuse- Clear","HD-Lighting & Electrical",—,"Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,5.00,0.00,1,5
Inventory,3--9949-14,"30A LoPro ATM Blade Fuse- Green","HD-Lighting & Electrical",—,"Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,5.00,0.00,1,5
Inventory,3--9950-11,"16G-10A LoPro ATM Add-A-Circuit","HD-Lighting & Electrical",—,"Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,1,4
Inventory,3--HMEG,"AMG FUSE HOLDER 100A-300A","HD-Lighting & Electrical","Aiboro Rentals","Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,0
Inventory,3--KLE714,"COOLANT STOP LEAK",HD-Fluids,"Naboro Excavating","Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,2.00,0.00,0,0
Inventory,3--N10107-050BR,"1/2"" NPT BRASS 3-WAY BALL VALV","HD-Hose & Fittings","Humoor Energy","Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,0
Inventory,3--N150-025BR,"1/4"" BRASS HOSE MENDER","HD-Hose & Fittings","Humoor Energy","Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,0,0
Inventory,3--N150-038BR,"3/8"" BRASS HOSE MENDER","HD-Hose & Fittings","Humoor Energy","Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,0,0
Inventory,3--N150-050BR,"1/2"" BRASS HOSE MENDER","HD-Hose & Fittings","Humoor Energy","Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,0,0
Inventory,3--N150-063BR,"5/8"" BRASS HOSE MENDER","HD-Trailer Comp","Humoor Energy","Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,0,0
Inventory,3--N150-075BR,"3/4"" BRASS HOSE MENDER","HD-Trailer Comp","Humoor Energy","Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,3.00,0.00,0,0
Inventory,3--N150-90-025BR,"1/4"" BRASS HOSE MENDER 90","HD-Hose & Fittings","Humoor Energy","Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,3.00,0.00,0,0
Inventory,3--N150-90-038BR,"3/8"" BRASS HOSE MENDER 90","HD-Hose & Fittings","Humoor Energy","Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,3.00,0.00,0,0
Inventory,3--N150-90-050BR,"1/2"" BRASS HOSE MENDER 90","HD-Hose & Fittings","Humoor Energy","Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,3.00,0.00,0,0
Inventory,3--N150-90-063BR,"5/8"" BRASS HOSE MENDER 90","HD-Hose & Fittings","Humoor Energy","Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,3.00,0.00,0,0
Inventory,3--N150-90-075BR,"3/4"" BRASS HOSE MENDER 90","HD-Hose & Fittings","Humoor Energy","Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,2.00,0.00,0,0
Inventory,3--N150T-025BR,"123-4 1/4"" BRASS HOSE BARB TEE","HD-Hose & Fittings","Humoor Energy","Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,3.00,0.00,0,0
Inventory,3--N150T-038BR,"123-6 3/8"" BRASS HOSE BARB TEE","HD-Hose & Fittings","Humoor Energy","Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,3.00,0.00,0,0
Inventory,3--N150T-050BR,"123-8 1/2"" BRASS HOSE BARB TEE","HD-Hose & Fittings","Humoor Energy","Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,3.00,0.00,0,0
Inventory,3--N150T-063BR,"5/8"" BRASS HOSE BARB TEE","HD-Trailer Comp","Humoor Energy","Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,2.00,0.00,0,0
Inventory,3--N150T-075BR,"3/4"" BRASS HOSE BARB TEE","HD-Trailer Comp","Humoor Energy","Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,2.00,0.00,0,0
Inventory,3--N216-013BR,"115-A 1/8"" BRASS EXTRUDED 90 STREET ELBOW","HD-Hose & Fittings","Humoor Energy","Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,0,0
Inventory,3--N216-025BR,"115115-B 1/4"" BRASS EXTRUDED 90 STREET ELBOW","HD-Hose & Fittings","Humoor Energy","Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,0,0
Inventory,3--N216-038BR,"115-C 3/8"" BRASS EXTRUDED 90 STREET ELBOW","HD-Hose & Fittings","Humoor Energy","Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,0,0
Inventory,3--N216-050BR,"115-D 1/2"" BRASS EXTRUDED 90 STREET ELBOW","HD-Hose & Fittings","Humoor Energy","Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,0,0
Inventory,3--N221-013BR,"124-A 1/8"" BRASS EXTRUDED 45 STREET ELBOW","HD-Hose & Fittings","Humoor Energy","Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,0,0
Inventory,3--N221-025BR,"124-B 1/4"" BRASS EXTRUDED 45 STREET ELBOWv","HD-Hose & Fittings","Humoor Energy","Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,3.00,0.00,0,0
Inventory,3--N221-038BR,"124-C 3/8"" BRASS EXTRUDED 45 STREET ELBOW","HD-Hose & Fittings","Humoor Energy","Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"196 days",1.00,0.00,0,0
Inventory,3--N221-050BR,"124-D 1/2"" BRASS EXTRUDED 45 STREET ELBOW","HD-Hose & Fittings","Humoor Energy","Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,5.00,0.00,0,0
Inventory,3--N244-025-013BR,"120-BA 1/4"" FEMALE NPT X 1/8"" MALE NPT REDUCING ADAPTER","HD-Hose & Fittings","Humoor Energy","Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,3.00,0.00,0,0
Inventory,3--N244-038-025BR,"120-CB 3/8"" FEMALE NPT X 1/4"" MALE NPT REDUCING ADAPTER","HD-Hose & Fittings","Humoor Energy","Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,0,0
Inventory,3--N244-038BR,"120-CC 3/8"" FEMALE NPT X 3/8"" MALE NPT BRASS ADAPTER","HD-Hose & Fittings","Humoor Energy","Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,0,0
Inventory,3--N244-050-025BR,"120-DB 1/2"" FEMALE NPT X 1/4"" MALE NPT REDUCING ADAPTER","HD-Hose & Fittings","Humoor Energy","Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,0,0
Inventory,3--N244-050-038BR,"120-DC 1/2"" FEMALE NPT X 3/8"" MALE NPT REDUCING ADAPTER","HD-Hose & Fittings","Humoor Energy","Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,0,0
Inventory,3--N244-075-050BR,"120-ED 3/4"" FEMALE NPT X 1/2""","HD-Hose & Fittings","Humoor Energy","Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,0,0
Inventory,3--N245-013BR,"103-A 1/8"" BRASS COUPLING","HD-Hose & Fittings","Humoor Energy","Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,0,0
Inventory,3--N245-025BR,"103-B 1/4"" BRASS COUPLING","HD-Hose & Fittings","Humoor Energy","Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,3.00,0.00,0,0
Inventory,3--N245-038BR,"103-C 3/8"" BRASS COUPLING","HD-Hose & Fittings","Humoor Energy","Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,3.00,0.00,0,0
Inventory,3--N245-050BR,"103-D 1/2"" BRASS COUPLING","HD-Hose & Fittings","Humoor Energy","Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,0,0
Inventory,3--N260-025-013BR,"110-BA 1/4"" X 1/8"" BRASS REDUCER BUSHING","HD-Hose & Fittings","Humoor Energy","Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,2.00,0.00,0,0
Inventory,3--N260-038-013BR,"110-CA 3/8"" X 1/8"" BRASS REDUCER BUSHING","HD-Hose & Fittings","Humoor Energy","Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,0,0
Inventory,3--N260-038-025BR,"110-CB 3/8"" X 1/4"" BRASS REDUCER BUSHING","HD-Hose & Fittings","Humoor Energy","Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,3.00,0.00,0,0
Inventory,3--N260-050-025BR,"110-DB 1/2"" X 1/4"" BRASS REDUCER BUSHING","HD-Hose & Fittings","Humoor Energy","Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,0,0
Inventory,3--N260-050-038BR,"110-DC 1/2"" X 3/8"" BRASS REDUCER BUSHING","HD-Hose & Fittings","Humoor Energy","Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,3.00,0.00,0,0
Inventory,3--N260-075-013BR,"110-EA 3/4"" X 1/8"" BRASS REDUCER BUSHING","HD-Hose & Fittings","Humoor Energy","Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,0,0
Inventory,3--N260-075-050BR,"110-ED 3/4"" X 1/2"" BRASS REDUCER BUSHING","HD-Hose & Fittings","Humoor Energy","Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,0,0
