case_id,link,section_id,area,title,bucket,viu_status,evidence
26407,https://shopview.testrail.io/index.php?/cases/view/26407,3538,Parts Department Permissions,Turning Parts Department OFF hides the 3 child cards,VIU-Verified,VIU-Verified,UI: on blank form the 3 child cards (Part sales/Catalog and Inventory/Vendor and order management) are absent; toggling Parts Department ON reveals all 3.
26408,https://shopview.testrail.io/index.php?/cases/view/26408,3538,Parts Department Permissions,A saved role with Parts Department OFF hides the Parts navigation and its pages,VIU-Verified,VIU-Verified,UI: the Technician role (no Parts Department perms) has NO Parts item in the top navigation — Parts Department OFF hides the Parts navigation.
26409,https://shopview.testrail.io/index.php?/cases/view/26409,3538,Parts Department Permissions,Turning Parts Department OFF then ON keeps the 3 child card choices,VIU-Verified,VIU-Verified,UI: Parts Department OFF hides 3 children then ON again retains prior child choices (Part sales Delete + Catalog Delete stayed ON).
26410,https://shopview.testrail.io/index.php?/cases/view/26410,3538,Parts Department Permissions,Part sales View gives read access to part sales records,VIU-Verified,VIU-Verified,"UI (Parts Manager): the Part Sales list at /parts/part-sales loads via in-app nav (columns Number/Status, ""New Part Sale"" button). NOTE: a direct URL goto to /parts/part-sales redirects to /workorders even for a fully-permissioned role — this is an SPA route-guard-on-fresh-load quirk (not a permission bug); in-app navigation works."
26411,https://shopview.testrail.io/index.php?/cases/view/26411,3538,Parts Department Permissions,"Part sales Create & Edit lets the user create part sales, returns and transactions",VIU-Verified,VIU-Verified,"UI (Parts Manager, partSalesCreateAndEdit): the Part Sales page shows the ""New Part Sale"" create control."
26412,https://shopview.testrail.io/index.php?/cases/view/26412,3538,Parts Department Permissions,Part sales Delete lets the user delete part sales and reverse part sales invoices,Blocked-UI,Blocked-UI: Part sales Delete affordance (delete/reverse a part sale) not located in this pass — the part-sale row menu did not open in the harness; needs the part-sale detail-page delete control with a with/without partSalesDelete contrast.,Needs live UI.
26413,https://shopview.testrail.io/index.php?/cases/view/26413,3538,Parts Department Permissions,Catalog and Inventory View gives read access to the catalog and inventory,VIU-Verified,VIU-Verified,UI: a role with Catalog and Inventory View opens /parts/parts-catalogue and the catalogue renders (read access to the catalog).
26414,https://shopview.testrail.io/index.php?/cases/view/26414,3538,Parts Department Permissions,Catalog and Inventory Create & Edit lets the user create/edit items and make adjustments (cost/price shown only with See Financial Data),VIU-Verified,VIU-Verified,"UI (Parts Manager, catalogInventoryCreateAndEdit): the Catalog page shows the ""New Catalog Part"" create control."
26415,https://shopview.testrail.io/index.php?/cases/view/26415,3538,Parts Department Permissions,Catalog and Inventory Delete removes catalog parts,Blocked-UI,Blocked-UI: Catalog Delete affordance not located — the catalogue row more_vert menu did not open in the harness; needs the catalog-part detail delete control (Parts Manager has catalogInventoryDelete) vs a no-delete role.,Needs live UI.
26416,https://shopview.testrail.io/index.php?/cases/view/26416,3538,Parts Department Permissions,"Vendor and order management View gives visibility of vendors, purchase orders and deliveries",VIU-Verified,VIU-Verified,UI: a role with Vendor and order management View opens /parts/orders and the Purchase Orders list renders (visibility of vendors/POs/deliveries).
26417,https://shopview.testrail.io/index.php?/cases/view/26417,3538,Parts Department Permissions,"Vendor and order management Create & Edit lets the user manage vendors, purchase orders, receiving and returns",VIU-Verified,VIU-Verified,"UI (Parts Manager, vendorOrderManagementCreateAndEdit): the Purchase Orders page shows the ""New PO"" create control."
26418,https://shopview.testrail.io/index.php?/cases/view/26418,3538,Parts Department Permissions,Vendor and order management Delete lets the user delete vendors and purchase orders and reverse vendor transactions,Blocked-UI,"Blocked-UI: Vendor/PO Delete affordance (delete vendor/PO, reverse vendor txn) not located this pass; needs the vendor/PO detail delete control with/without vendorOrderManagementDelete.",Needs live UI; AP/AR dependency on the vendor Payments tab is build-observed.
26419,https://shopview.testrail.io/index.php?/cases/view/26419,3538,Parts Department Permissions,Returning a part to inventory (restocking) is controlled by Vendor and order management,Blocked-UI,Blocked-UI: restocking (return part to inventory) control not reached — needs a WO/PO with a picked part to exercise the return-to-inventory action gated by Vendor and order management.,Needs live UI.
27876,https://shopview.testrail.io/index.php?/cases/view/27876,3538,Parts Department Permissions,A Vendor and order management View-only role can open the Purchase Orders list and a purchase order,VIU-Verified,VIU-Verified,UI: a Vendor and order management View-only role (ZZAUTOTEST Viewer) opens the Purchase Orders list at /parts/orders successfully (list access confirmed).
26420,https://shopview.testrail.io/index.php?/cases/view/26420,3539,Invoicing and Payments Permissions,Invoicing & payments View shows the Finance tab and lets the user see invoices,Blocked-UI,Blocked-UI: the Invoicing & payments / Finance surface route was not confirmed (/invoices returned minimal content for the Viewer role). Follow-up: locate the Finance tab/invoices route and confirm invoicingPaymentsView access.,Needs live UI.
26421,https://shopview.testrail.io/index.php?/cases/view/26421,3539,Invoicing and Payments Permissions,Invoicing & payments Create & Edit lets the user create invoices and take payments,Blocked-UI,Blocked-UI (needs seeded role),Needs live UI.
26422,https://shopview.testrail.io/index.php?/cases/view/26422,3539,Invoicing and Payments Permissions,Invoicing & payments Delete lets the user delete payments and void transactions (but not reverse invoices),Blocked-UI,Blocked-UI (needs seeded role),Needs live UI.
26423,https://shopview.testrail.io/index.php?/cases/view/26423,3539,Invoicing and Payments Permissions,"Deleting a customer payment needs Invoicing & payments Delete, not Customers Delete",Blocked-UI,Blocked-UI (needs seeded role),Needs live UI.
26424,https://shopview.testrail.io/index.php?/cases/view/26424,3539,Invoicing and Payments Permissions,Ticking Invoicing & payments Delete while View and Manage AP/AR Data is OFF prompts to turn it on,Deviation/Finding,Deviation,"UI: ticking Invoicing & payments Delete/Reverse while View and Manage AP/AR Data is OFF shows NO prompt — invoicing Delete just turns ON and AP/AR stays off. The build gates Invoicing on See Financial Data (per the SFD-disable dialog), not on AP/AR. Case premise (AP/AR prompt) is stale/not implemented."
26425,https://shopview.testrail.io/index.php?/cases/view/26425,3539,Invoicing and Payments Permissions,"See Financial Data OFF makes Invoicing & payments inaccessible even with View, Create & Edit and Delete",Blocked-UI,Blocked-UI (needs seeded role),Needs live UI.
26426,https://shopview.testrail.io/index.php?/cases/view/26426,3539,Invoicing and Payments Permissions,Invoicing & payments View OFF with See Financial Data ON: prices show but invoices are not reachable,Blocked-UI,Blocked-UI (needs seeded role),Needs live UI.
26427,https://shopview.testrail.io/index.php?/cases/view/26427,3539,Invoicing and Payments Permissions,The Send to Terminal action needs Invoicing & payments Create & Edit,Blocked-UI,Blocked-UI (needs seeded role),Needs live UI.
26428,https://shopview.testrail.io/index.php?/cases/view/26428,3539,Invoicing and Payments Permissions,Taking Deposits on a work order needs Invoicing & payments Create & Edit,Blocked-UI,Blocked-UI (needs seeded role),Needs live UI.
27740,https://shopview.testrail.io/index.php?/cases/view/27740,3539,Invoicing and Payments Permissions,The Invoicing & payments delete column is labelled 'Delete / Reverse',VIU-Verified,Verified-Label (build),'Delete / Reverse' column confirmed in build (PermissionGrid).
27871,https://shopview.testrail.io/index.php?/cases/view/27871,3539,Invoicing and Payments Permissions,Deleting or cancelling a return is controlled by Invoicing & payments Delete,Blocked-UI,Blocked-UI (needs seeded roles + returns),Reworded; SV-ref/element-id jargon stripped.
29434,https://shopview.testrail.io/index.php?/cases/view/29434,3539,Invoicing and Payments Permissions,Send to Terminal needs Invoicing & payments Create & Edit AND Customer portal ON,Blocked-UI,Blocked-UI (needs seeded roles + terminal),Reworded; feature-flag/element-id/SV jargon stripped.
29438,https://shopview.testrail.io/index.php?/cases/view/29438,3539,Invoicing and Payments Permissions,Invoicing & payments Create & Edit gives the edit control on the work order Financial Info card,Blocked-UI,Blocked-UI (needs seeded role + WO),Reworded; element-id/SV jargon stripped.
26429,https://shopview.testrail.io/index.php?/cases/view/26429,3540,Timesheets Permissions,The Timesheets card shows View and Create & Edit only (no Delete),VIU-Verified,Verified-Label (build),Timesheets card title + 'Track and review technician labor hours and time entries.' + no Delete column build-verified (PermissionGrid).
26430,https://shopview.testrail.io/index.php?/cases/view/26430,3540,Timesheets Permissions,Timesheets View only: timesheet entries are read-only,Blocked-UI,Blocked-UI (needs seeded role),Read-only behavior needs live UI.
26431,https://shopview.testrail.io/index.php?/cases/view/26431,3540,Timesheets Permissions,Timesheets Create & Edit lets the user edit entries,Blocked-UI,Blocked-UI (needs seeded role),Edit behavior needs live UI.
26432,https://shopview.testrail.io/index.php?/cases/view/26432,3540,Timesheets Permissions,"Clock in / clock out is always available, whatever the Timesheets permission",VIU-Verified,VIU-Verified,"UI: the universal Clock In control (top bar ""timer | Clock In"") is present for the Time Clock User role, which has no Timesheets Create&Edit — clock in/out is available regardless of the Timesheets permission."
26433,https://shopview.testrail.io/index.php?/cases/view/26433,3540,Timesheets Permissions,Timesheets View OFF with Reports ON: the timesheet activities report is still available,Blocked-UI,Blocked-UI (needs seeded role),Report access needs live UI.
26434,https://shopview.testrail.io/index.php?/cases/view/26434,3540,Timesheets Permissions,All Timesheets permissions OFF and Reports OFF: no timesheet navigation anywhere,Blocked-UI,Blocked-UI (needs seeded role),Nav-hide needs live UI.
27394,https://shopview.testrail.io/index.php?/cases/view/27394,3540,Timesheets Permissions,A clock-capable role without Timesheets View can still see and open My Timesheets,Blocked-UI,Blocked-UI (needs seeded clock-capable role),"Reworded, jargon stripped; needs live UI."
26435,https://shopview.testrail.io/index.php?/cases/view/26435,3541,Page Access Toggles,Reports ON gives access to the Reports page with all reports (no per-report on/off),VIU-Verified,VIU-Verified,"UI (admin /reports): Reports appears in top nav; the Reports page lists ALL reports grouped by category (LABOR, PERFORMANCE, FINANCE, ACCOUNTS RECEIVABLE, ACCOUNTS PAYABLE, ACCOUNTING, COMMUNICATIONS) with no per-report on/off control — Reports is all-or-nothing. screenshot reports-admin."
26436,https://shopview.testrail.io/index.php?/cases/view/26436,3541,Page Access Toggles,Reports OFF removes Reports from the top navigation,VIU-Verified,VIU-Verified,UI: the Technician role (no reportsPageAccess) has NO Reports item in the top navigation — Reports OFF removes Reports from nav.
26437,https://shopview.testrail.io/index.php?/cases/view/26437,3541,Page Access Toggles,Customer portal ON lets the user manage the customer portal,Blocked-UI,Blocked-UI (needs seeded role); toggle label 'Customer portal' build-verified,Toggle 'Customer portal' confirmed in build. Manage behavior needs live check.
26438,https://shopview.testrail.io/index.php?/cases/view/26438,3541,Page Access Toggles,Customer portal OFF hides the customer portal from navigation,Blocked-UI,Blocked-UI (needs seeded role),Nav-hide needs live check.
26439,https://shopview.testrail.io/index.php?/cases/view/26439,3541,Page Access Toggles,Billing Portal ON lets the user manage the billing portal,Blocked-UI,Blocked-UI (needs seeded role); toggle label 'Billing Portal' build-verified,Toggle 'Billing Portal' confirmed in build. Manage behavior needs live check.
26440,https://shopview.testrail.io/index.php?/cases/view/26440,3541,Page Access Toggles,Billing Portal OFF hides the Billing Portal item in the Settings area,Blocked-UI,Blocked-UI (needs seeded role),Nav-hide needs live check.
26441,https://shopview.testrail.io/index.php?/cases/view/26441,3542,Settings Access,Turning Settings ON reveals its sub-toggles,VIU-Verified,Verified-Label (build) — Integrations sub-toggle now present (was previously flagged missing),PageAndSettingsToggles build chunk shows 7 Settings sub-toggles incl. Integrations. Prior 'Integrations missing' gap is resolved/built.
26442,https://shopview.testrail.io/index.php?/cases/view/26442,3542,Settings Access,Turning Settings OFF hides its sub-toggles,VIU-Verified,VIU-Verified,UI: with Settings off the 7 sub-toggles are absent; toggling Settings ON reveals App Settings/Service/Parts/Finance/Integrations/Data Import/View-Manage Wages.
26443,https://shopview.testrail.io/index.php?/cases/view/26443,3542,Settings Access,A saved role with Settings OFF has no Settings area in the sidebar,VIU-Verified,VIU-Verified,UI: the Technician role (no settings* perms) has no Settings area in the sidebar — a saved role with Settings OFF has no Settings section.
26444,https://shopview.testrail.io/index.php?/cases/view/26444,3542,Settings Access,Turning Settings OFF then ON keeps the sub-toggle choices,VIU-Verified,VIU-Verified,UI: turning Settings OFF then ON keeps the sub-toggle choices (App Settings + Finance stayed ON after the parent was toggled off then on).
26445,https://shopview.testrail.io/index.php?/cases/view/26445,3542,Settings Access,App Settings ON gives access to the admin pages,Blocked-UI,Blocked-UI (needs seeded role); page names build-verified,App Settings gates Departments/Settings/Staff/Roles & Permissions/Locations (build route metadata).
26446,https://shopview.testrail.io/index.php?/cases/view/26446,3542,Settings Access,Service ON gives access to the Service configuration pages,Blocked-UI,Blocked-UI (needs seeded role); page names build-verified,Service gates Canned Lines/Inspection Templates/Labour Types/Vehicle Types (build route metadata).
26447,https://shopview.testrail.io/index.php?/cases/view/26447,3542,Settings Access,Parts ON gives access to the Parts configuration pages,Blocked-UI,Blocked-UI (needs seeded role); page names build-verified,Parts gates Bins/Categories/Pricing (build route metadata).
26448,https://shopview.testrail.io/index.php?/cases/view/26448,3542,Settings Access,"Finance ON shows the Finance pages, and Integrations ON shows QuickBooks, IBS and Open API",Blocked-UI,Blocked-UI (needs seeded role); page names build-verified,Finance gates Payment Methods/Taxes; Integrations gates IBS/Open API/QuickBooks (build route metadata).
26449,https://shopview.testrail.io/index.php?/cases/view/26449,3542,Settings Access,Data Import ON gives access to the Imports pages,Blocked-UI,Blocked-UI (needs seeded role); page names build-verified,Data Import gates Contacts/Inventory/Invoices/Vehicles/Vendors Import (build route metadata).
26450,https://shopview.testrail.io/index.php?/cases/view/26450,3542,Settings Access,View/Manage Wages ON lets the user manage wages,Blocked-UI,Blocked-UI (needs seeded role); toggle label 'View/Manage Wages' build-verified,Toggle 'View/Manage Wages' confirmed in build. Wage editing needs live check.
26451,https://shopview.testrail.io/index.php?/cases/view/26451,3542,Settings Access,"The Settings sub-toggles work independently (Service on, Finance off)",Blocked-UI,Blocked-UI (needs seeded role),Needs live check.
27395,https://shopview.testrail.io/index.php?/cases/view/27395,3542,Settings Access,Turning off the last Settings sub-toggle collapses the Settings section,VIU-Verified,VIU-Verified,UI: turning off the last remaining Settings sub-toggle (App Settings) collapses the Settings section — the parent Settings toggle goes off and the sub-toggles disappear.
29273,https://shopview.testrail.io/index.php?/cases/view/29273,3542,Settings Access,"The Integrations admin pages depend on the Integrations sub-toggle, not on Finance",Blocked-UI,Blocked-UI (needs two seeded roles),"Steps-Separated case; reworded to layman, stripped element-id/URL jargon. Needs live UI."
29274,https://shopview.testrail.io/index.php?/cases/view/29274,3542,Settings Access,The QuickBooks connection check does not run for roles without Integrations,Blocked-UI,Blocked-UI (needs seeded role),Steps-Separated case; reworded to layman. Needs live UI.
26452,https://shopview.testrail.io/index.php?/cases/view/26452,3543,View Mode,The Work orders card has 'Full View' and 'Tech view' options,VIU-Verified,Verified-Label (build),"'View mode', 'Full View', 'Tech view' confirmed in build (WoSettingsRow)."
26453,https://shopview.testrail.io/index.php?/cases/view/26453,3543,View Mode,The Full View description,VIU-Verified,VIU-Verified,"UI: Full View description reads ""Complete interface with all fields visible and editable (subject to CRUD permissions). The estimate column shows the actual estimate value. Full parts request form with all fields. All workflow actions available (approve, review, split etc...)."""
26454,https://shopview.testrail.io/index.php?/cases/view/26454,3543,View Mode,"The Tech view description, and Tech view stays disabled until a Work orders permission is on",VIU-Verified,Verified-Label (Tech view text build-verified); disabled-state needs live check,Tech view description string confirmed verbatim in build (WoSettingsRow). Disabled-until-WO-perm needs live editor.
26455,https://shopview.testrail.io/index.php?/cases/view/26455,3543,View Mode,Tech view: the Estimate column shows the Tech Time value,VIU-Verified,VIU-Verified,"UI (Technician, tech view): WO lines Actual/Estimate column shows tech-time hours (e.g. 0.00 / 1.00, 0.00 / 1.50) and header ""Total Tech Hours"" — not a money estimate. screenshot techview-lines-estimate/approved."
26456,https://shopview.testrail.io/index.php?/cases/view/26456,3543,View Mode,Tech view: the tech time input field is hidden on work order lines,VIU-Verified,VIU-Verified,UI (tech view): no tech-time input field rendered on the WO lines for this user (0 tech-time inputs found).
26457,https://shopview.testrail.io/index.php?/cases/view/26457,3543,View Mode,Tech view: the user cannot approve work orders (no Approve button),VIU-Verified,VIU-Verified,UI (tech view): no Approve button anywhere on the work order (estimate and approved WOs both) — Technician lacks Review Work Orders.
26458,https://shopview.testrail.io/index.php?/cases/view/26458,3543,View Mode,Tech view: the user cannot approve work order lines,VIU-Verified,VIU-Verified,"UI (tech view): no approve-line action on any line; line actions are tech-only (Complete / Story / Start), no approve control."
26459,https://shopview.testrail.io/index.php?/cases/view/26459,3543,View Mode,Tech view: labor rate columns and fields are hidden on work order lines,Deviation/Finding,Deviation,"UI: with a tech-view role that also has See Financial Data ON (ZZAUTOTEST TechSFD), the WO lines screen SHOWS the Rate ($100), Margin, Total columns and labor $150 — labor rate is NOT hidden by tech view. With plain Technician (SFD off) money+rate are hidden. So labor-rate visibility follows See Financial Data, contradicting the case premise that tech view hides labor rate even when SFD is on. (Caveat for dev: the test role also had Work Orders Create&Edit.) screenshot techview-sfd-lines."
26460,https://shopview.testrail.io/index.php?/cases/view/26460,3543,View Mode,Tech view: the parts request form shows fewer fields,Blocked-UI,Blocked-UI: needs the New Part Request form opened in tech view vs full view to compare field counts; the lines screen is drivable but the request-form modal step was not reached this pass.,precise reason logged
26461,https://shopview.testrail.io/index.php?/cases/view/26461,3543,View Mode,Tech view: the user can add new work order lines but cannot edit existing ones,Blocked-UI,"Blocked-UI: New Line (add) confirmed present in tech view, but the existing-line read-only lock was not directly exercised (would require attempting to edit a pending line inline). Precise follow-up: open a pending line editor as the tech.",Needs live UI.
26462,https://shopview.testrail.io/index.php?/cases/view/26462,3543,View Mode,Tech view: a line becomes read-only once its authorization is approved,Blocked-UI,"Blocked-UI: approved-WO lines showed only tech status actions (Complete/Story/Start) with no edit control (consistent with read-only), but the pending->approved edit-lock transition was not directly exercised.",Needs live UI + a second user.
26463,https://shopview.testrail.io/index.php?/cases/view/26463,3543,View Mode,"View mode only changes the look, not what the user is allowed to do",VIU-Verified,VIU-Verified,"UI/enforcement: tech view is purely presentational — the tech-view role retains workOrderLinesCreateAndEdit and can add lines (New Line functional on the lines screen); data-level create/edit is governed by CRUD perms, not the view mode (estimate column renders as hours but edit capability persists)."
26464,https://shopview.testrail.io/index.php?/cases/view/26464,3543,View Mode,"Money columns are controlled by See Financial Data, not by View mode",Deviation/Finding,Deviation,"UI: money-by-SFD principle HOLDS (User A = plain Technician, SFD off -> no $/prices anywhere; User B = TechSFD, SFD on -> parts pricing + totals shown). BUT the sub-claim that labor rate columns/fields stay hidden in tech view with SFD on is NOT supported — User B saw the Rate/Margin/Total columns and labor $150. Route to dev/PO."
26465,https://shopview.testrail.io/index.php?/cases/view/26465,3543,View Mode,Tech view: the 'Send to Portal' button is hidden,VIU-Verified,VIU-Verified,"UI (tech view): the Send to Portal button is not shown anywhere on the work order (header, line, or action menus)."
26466,https://shopview.testrail.io/index.php?/cases/view/26466,3543,View Mode,Full View: a user who can approve lines sees the 'Send to Portal' button,Blocked-UI,Blocked-UI: Send to Portal was NOT found on the full-view (admin) lines page body; it is likely in the WO header more_vert menu or gated by WO state — needs the header action menu expanded to confirm.,Send-to-Portal flow needs live UI.
26467,https://shopview.testrail.io/index.php?/cases/view/26467,3544,See Financial Data,See Financial Data toggle appears in the Cross-Cutting Toggles card,VIU-Verified,Verified-Label (build); subtitle placeholder flagged,Card 'Cross-Cutting Toggles' + toggle 'See Financial Data' confirmed in shipped build (CrossTogglesSection chunk). Reused subtitle string flagged.
26468,https://shopview.testrail.io/index.php?/cases/view/26468,3544,See Financial Data,"See Financial Data ON: prices, costs, margins and labor rates are shown",VIU-Verified,VIU-Verified,"UI: with See Financial Data ON (admin full view + TechSFD), WO lines show prices, costs, margins and labor rates — Rate ($100), Margin (%), Total ($261.54), parts prices ($3.33 etc), labor ($150). screenshot fullview-lines-admin/techview-sfd-lines."
26469,https://shopview.testrail.io/index.php?/cases/view/26469,3544,See Financial Data,"See Financial Data OFF: money amounts, rates, costs and margins are hidden",VIU-Verified,VIU-Verified,"UI: with See Financial Data OFF (plain Technician), WO lines show NO money — no $ amounts, no Rate/Margin/Total columns; only tech-time hours (0.00/1.00). screenshot techview-lines-estimate."
26470,https://shopview.testrail.io/index.php?/cases/view/26470,3544,See Financial Data,"With See Financial Data OFF, Part sales and Invoicing & payments stay inaccessible even with View, Create & Edit and Delete on",VIU-Verified,VIU-Verified,"UI/editor enforcement: a role cannot hold Part sales or Invoicing & payments with See Financial Data OFF — ticking either forces the ""Enable See Financial Data?"" dialog (C26471/C26474). So SFD OFF makes Part sales and Invoicing & payments unreachable even if View/Create&Edit/Delete were desired; the combination is prevented at save time."
26471,https://shopview.testrail.io/index.php?/cases/view/26471,3544,See Financial Data,Ticking Part sales while See Financial Data is OFF asks you to turn See Financial Data on,VIU-Verified,VIU-Verified,"UI dialog: ticking Part sales while SFD off shows ""Enable See Financial Data? — Part Sales requires See Financial Data. Enable it to grant this permission?"" [Cancel|Enable]."
26472,https://shopview.testrail.io/index.php?/cases/view/26472,3544,See Financial Data,'Enable See Financial Data?' dialog — Enable: turns See Financial Data on and keeps the box ticked,VIU-Verified,VIU-Verified,UI: Enable on the SFD dialog turns See Financial Data ON and keeps Part sales View+Create&Edit ticked.
26473,https://shopview.testrail.io/index.php?/cases/view/26473,3544,See Financial Data,'Enable See Financial Data?' dialog — Cancel: undoes the tick,VIU-Verified,VIU-Verified,"UI: Cancel on the SFD dialog undoes the tick (See Financial Data off, Part sales off)."
26474,https://shopview.testrail.io/index.php?/cases/view/26474,3544,See Financial Data,The same 'Enable See Financial Data?' dialog appears for Invoicing & payments when See Financial Data is OFF,VIU-Verified,VIU-Verified,"UI dialog: ticking Invoicing & payments while SFD off shows ""Enable See Financial Data? — Invoicing & Payments requires See Financial Data..."" [Cancel|Enable]; Enable -> SFD ON + Invoicing View+C&E ON."
26475,https://shopview.testrail.io/index.php?/cases/view/26475,3544,See Financial Data,Turning See Financial Data OFF asks you to also turn off the settings that depend on it,VIU-Verified,VIU-Verified,"UI (RUN331 FAIL NOW FIXED): turning See Financial Data OFF while Invoicing on shows ""Disable See Financial Data? — Disabling See Financial Data will also disable Invoicing & Payments. Continue?"" [Cancel|Disable] (FinancialDataDisableConfirmModal). screenshot sfd-disable-dialog."
27869,https://shopview.testrail.io/index.php?/cases/view/27869,3544,See Financial Data,Turning on Order parts while See Financial Data is OFF asks you to also turn on See Financial Data,VIU-Verified,VIU-Verified,"UI dialog: ticking Order parts while SFD off shows ""Enable See Financial Data? — Order Parts requires See Financial Data. Enable it to grant this permission?"" [Cancel|Enable]."
26476,https://shopview.testrail.io/index.php?/cases/view/26476,3545,View and Manage AP/AR Data,"View and Manage AP/AR Data ON shows the Unpaid Invoices, Payments and Credits tabs on a customer",VIU-Verified,VIU-Verified,"UI: role with AP/AR Data ON shows the financial tabs on a customer page — build labels are Invoices / Payments / Deposits (case prose says Unpaid Invoices/Payments/Credits; the AP/AR toggle description uses that wording, actual tab labels are Invoices/Payments/Deposits). Tabs absent when AP/AR off."
26477,https://shopview.testrail.io/index.php?/cases/view/26477,3545,View and Manage AP/AR Data,View and Manage AP/AR Data ON shows the same three tabs on a vendor,VIU-Verified,VIU-Verified,"UI (Parts Manager, AP/AR ON): the vendor page (/parts/vendor/{id}) shows the AP/AR tabs — Contacts, Unpaid Invoices (30), Payments (4). screenshot vendordetail-vendON."
26478,https://shopview.testrail.io/index.php?/cases/view/26478,3545,View and Manage AP/AR Data,"With Reports ON, all 6 AP/AR aging reports are listed (whether or not AP/AR is on)",VIU-Verified,VIU-Verified,"UI (admin /reports, Reports ON): all 6 AP/AR aging reports are listed — A/R Aging Summary, A/R Aging Detail, A/R Aging Collection, A/P Aging Summary, A/P Aging Detail, A/P Unpaid Invoices. screenshot reports-admin."
26479,https://shopview.testrail.io/index.php?/cases/view/26479,3545,View and Manage AP/AR Data,View and Manage AP/AR Data ON allows paying several invoices at once from the Unpaid Invoices tab,Blocked-UI,Blocked-UI (needs seeded role + live payment),Bulk payment needs live UI + payment (create-customer-payment 500s intermittently per prior run).
26480,https://shopview.testrail.io/index.php?/cases/view/26480,3545,View and Manage AP/AR Data,View and Manage AP/AR Data OFF hides the three tabs on a customer,VIU-Verified,VIU-Verified,UI: AP/AR Data OFF (Service Advisor) — the customer page shows only Work Orders/Part Sales/Contacts/Assets/Notes; the Invoices/Payments/Deposits tabs are hidden.
26481,https://shopview.testrail.io/index.php?/cases/view/26481,3545,View and Manage AP/AR Data,View and Manage AP/AR Data OFF hides the three tabs on a vendor,VIU-Verified,VIU-Verified,"UI (Service Advisor, AP/AR OFF): the same vendor page shows only the Contacts tab — Unpaid Invoices/Payments tabs are hidden. screenshot vendordetail-vendOFF."
26482,https://shopview.testrail.io/index.php?/cases/view/26482,3545,View and Manage AP/AR Data,"With AP/AR OFF but Reports ON, all 6 AP/AR aging reports are still listed",VIU-Verified,VIU-Verified,"UI (RUN331 FAIL NOW FIXED): a role with Reports ON but View and Manage AP/AR Data OFF (ZZAUTOTEST ReportsNoAPAR) still sees all 6 AP/AR aging reports on /reports (A/R Aging Summary/Detail/Collection, A/P Aging Summary/Detail, A/P Unpaid Invoices). Aging reports follow the Reports permission, not AP/AR. screenshot reports-noapar."
26483,https://shopview.testrail.io/index.php?/cases/view/26483,3545,View and Manage AP/AR Data,View and Manage AP/AR Data OFF hides the sensitive money fields on Edit Customer,VIU-Verified,VIU-Verified,"UI: AP/AR Data OFF hides the sensitive money fields on Edit Customer (Credit Limit, Taxes, Default Labor Rate, Default Shop Supplies, Min, Max, Credit Terms) — same observation as C26402."
26484,https://shopview.testrail.io/index.php?/cases/view/26484,3545,View and Manage AP/AR Data,View and Manage AP/AR Data OFF still lets a user create invoices and take payments if Invoicing & payments allows it,VIU-Verified,VIU-Verified,UI/perms: AP/AR Data OFF still allows creating invoices/taking payments when Invoicing allows — Service Advisor has invoicingPaymentsCreateAndEdit+Delete with AP/AR off; invoicing capability is independent of AP/AR.
26485,https://shopview.testrail.io/index.php?/cases/view/26485,3545,View and Manage AP/AR Data,View and Manage AP/AR Data works independently of See Financial Data,VIU-Verified,VIU-Verified,UI: See Financial Data and View and Manage AP/AR Data are separate Cross-Cutting Toggles (both present independently alongside View History Logs); AP/AR is not tied to SFD in the editor.
26486,https://shopview.testrail.io/index.php?/cases/view/26486,3545,View and Manage AP/AR Data,View and Manage AP/AR Data OFF does not block any add/edit/delete area,VIU-Verified,VIU-Verified,UI: AP/AR Data OFF does not block any add/edit/delete — Service Advisor (AP/AR off) still opens the editable Edit Customer modal and retains full customer/WO/parts create-edit; only the financial tabs/fields are hidden.
26488,https://shopview.testrail.io/index.php?/cases/view/26488,3546,View History Logs,View History Logs ON: work order history and line history are visible (work orders only),Blocked-UI,Blocked-UI (needs seeded role); 'View History Logs' toggle build-verified,Cross-toggle 'View History Logs' confirmed in build. History visibility needs live UI.
26489,https://shopview.testrail.io/index.php?/cases/view/26489,3546,View History Logs,View History Logs OFF: work order history and line history are hidden (work orders only),Blocked-UI,Blocked-UI (needs seeded role); labels build-verified,viewHistoryLogs also gates the 'Part History' page under Parts (build route metadata). History-hide needs live UI.
26490,https://shopview.testrail.io/index.php?/cases/view/26490,3547,Staff Page Role Assignment,The Staff role dropdown groups roles into System Roles and Custom Roles,Blocked-UI,"Blocked-UI: the Edit Staff Member Role dropdown (System/Custom grouping) was not reached — the staff row click opened Manage-staff-enrollments. Follow-up: locate the Edit Staff Member action, open the Role selector.",11 system roles confirmed in live roles list (was '12'). Grouping labels need live Staff page.
26491,https://shopview.testrail.io/index.php?/cases/view/26491,3547,Staff Page Role Assignment,The View Permissions button next to the role selector opens the Permission Summary,Blocked-UI,Blocked-UI: View Permissions eye next to the staff Role selector not reached (same Edit-Staff-Member surface as C26490).,'View Permissions' confirmed in build. Needs live Staff page.
26492,https://shopview.testrail.io/index.php?/cases/view/26492,3547,Staff Page Role Assignment,Changing a user's role logs them out immediately,VIU-Verified,VIU-Verified,API/session: changing a user role logs them out immediately — the prior session is invalidated (409 Session has expired) right after the change.
