Case ID,Section,Title,Status,Type,Expected,Actual,Reason,Logged_to_TestRail
26359,Permission Summary,Permission Summary content is grouped and shows ON/OFF state for every setting,Passed,,"Content grouped (CRUD areas, Page Access, Settings sub-toggles, View mode, Cross-Cutting) and every setting clearly labeled with its ON/OFF state","Opened Service Manager Permission Summary. Content is grouped into all sections: Work orders, Schedule, Customer, Part sales, Catalog & Inventory, Vendor & order management, Invoicing & Payments, Timesheets, Page Access, Settings, View mode, Cross-Cutting, Reports. Every setting's ON/OFF state is shown via read-only (disabled) toggle/checkbox controls (17 toggles + 25 checkboxes) whose checked/unchecked (aria-checked true/false) state indicates ON vs OFF; View mode shows Full View vs Tech view. Controls are non-interactive (read-only).",Summary groups all setting categories and shows each setting's ON/OFF state via read-only checked/unchecked controls.,Yes
26360,CRUD Cascade Rules,Checking Create and Edit on Work orders auto-checks View,Passed,,View auto-checks; C&E checked; Delete unchecked,"WO View=ON, Create&Edit=ON, Delete=off",Matches expected cascade,Yes
26361,CRUD Cascade Rules,Checking Delete on Work orders auto-checks Create and Edit and View,Passed,,View+C&E auto-check; Delete checked,"WO View=ON, Create&Edit=ON, Delete=ON",Matches expected cascade,Yes
26362,CRUD Cascade Rules,Unchecking View on Work orders auto-unchecks Create and Edit and Delete,Passed,,C&E and Delete auto-uncheck; View unchecked,"After unchecking View: View=off, Create&Edit=off, Delete=off",Matches expected cascade,Yes
26363,CRUD Cascade Rules,Unchecking Create and Edit on Work orders auto-unchecks Delete; View remains,Passed,,Delete auto-unchecks; View remains; C&E unchecked,"After unchecking C&E: View=ON, Create&Edit=off, Delete=off",Matches expected cascade,Yes
26364,CRUD Cascade Rules,Cascade applies on Schedule card the same way,Passed,,"View, C&E, Delete all checked","Schedule View=ON, Create&Edit=ON, Delete=ON",Matches expected cascade,Yes
26365,CRUD Cascade Rules,Cascade applies on Customer Management card,Passed,,C&E and Delete uncheck automatically when View unchecked,"Customers card: after unchecking View, View=off, Create&Edit=off, Delete=off",Matches expected cascade,Yes
26366,CRUD Cascade Rules,Cascade applies on Part sales (no Financial confirmation modal when See Financial is ON),Failed,real,On 'Part sales' card: check Delete -> V/E/D all on; no Financial modal,No 'Part sales' card exists. Enabling Parts Department reveals a single consolidated 'Parts Department' CRUD card (V/E/D). On that card clicking Delete -> all three ON with NO financial modal (See Financial ON).,UI/spec mismatch: the separate 'Part sales' card named in the case does not exist in current UI (Parts consolidated into one 'Parts Department' card). Cascade+no-modal behavior verified on the consolidated card.,No
26367,CRUD Cascade Rules,Cascade applies on Catalog and Inventory,Failed,real,On 'Catalog and Inventory' card: incremental cascade V/E/D,No 'Catalog and Inventory' card exists. Parts is a single consolidated 'Parts Department' card in current UI.,UI/spec mismatch: named card absent; Parts consolidated into single 'Parts Department' card.,No
26368,CRUD Cascade Rules,Cascade applies on Vendor and order management,Failed,real,On 'Vendor and order management' card: check Delete -> V/E/D all on,No 'Vendor and order management' card exists. Parts is a single consolidated 'Parts Department' card in current UI.,UI/spec mismatch: named card absent; Parts consolidated into single 'Parts Department' card.,No
26369,CRUD Cascade Rules,Cascade applies on Invoicing and Payments (when See Financial is ON),Passed,,Check Delete -> V/E/D all on,"Invoicing & payments: View=ON, Create&Edit=ON, Delete=ON",Matches expected cascade,Yes
26370,CRUD Cascade Rules,Work order lines card has no View column (View inherited from Work orders),Passed,,Work orders shows View/Create&Edit/Delete; Work order lines shows Create&Edit/Delete only - NO View column,"Work orders columns: View, Create & Edit, Delete. Work order lines columns: [empty View slot], Create & Edit, Delete -> no View checkbox.",Matches expected: WOL has no View column,Yes
26371,CRUD Cascade Rules,Timesheets card has no View column (UI vs spec mismatch - note critical),Failed,real,Subtitle 'View and manage timesheets from work orders.'; Columns shown in UI: 'Create and Edit' and 'Delete',Timesheets card subtitle = 'Track and review technician labor hours and time entries.'; columns shown = 'View' and 'Create & Edit' (NO Delete column).,"Contradicts case's stated expected: current UI shows View+Create&Edit (no Delete), and a different subtitle. The case's documented columns (Create&Edit+Delete) no longer match the UI. Spec/UI discrepancy persists but in a different form than the case records.",No
26372,CRUD Cascade Rules,Checking Create and Edit on Work order Lines also auto-checks Work Order: View,Failed,real,Checking Create&Edit on Work order Lines auto-checks Work Orders View,"With Work Orders View off, clicking Work order lines 'Create & Edit' had no effect: WOL C&E stayed off and Work Orders View stayed off. WOL checkboxes are gated on Work Orders View (no upward auto-check).",Contradicts expected: there is no upward cascade. WOL cannot be enabled while WO View is off; checking it does not auto-enable WO View. (Confirmed WOL edits work only once WO View is on.),No
26373,CRUD Cascade Rules,Unchecking Work orders View clears Work Order lines Create and Edit and Delete,Passed,,WO View/C&E/Delete all uncheck AND WOL Create&Edit and Delete also uncheck,"Setup: WO all-on, WOL Create&Edit=ON Delete=ON. After unchecking WO View: WO View=off C&E=off Delete=off; WOL Create&Edit=off Delete=off.",Matches expected downward cascade,Yes
26374,Work Orders Permissions,Work Orders View grants list and detail access,Passed,,WO nav visible; list+detail load; no create/edit/delete affordances,"Work Orders nav present; list loaded; WO detail loaded read-only; no create button, no delete affordance",Behaves exactly as expected,Yes
26375,Work Orders Permissions,Work Orders Create and Edit enables creating and modifying WOs,Retest,,Create button visible; new WO created; edits persist; no delete,New button + New Work Order dialog (Customer/Asset selectors) present with Create+Edit and absent without it; no delete affordance. Could not complete end-to-end WO save/edit via automated custom dropdowns,Create affordance confirmed but full create+edit not completable in harness; needs manual confirm,No
26376,Work Orders Permissions,Work Orders Delete enables deleting WOs,Retest,,Delete action visible+clickable; confirm dialog; WO removed from list,"With Delete perm a delete affordance/text appears in the WO kebab menu (absent without perm per 26384), but menu detection was flaky and executing a real destructive delete on shared staging WO was not safe/reproducible in harness",Could not reliably execute full destructive delete flow in harness; needs manual confirm,No
26377,Work Orders Permissions,Work Orders View OFF hides the top-nav Work Orders item,Passed,,Work Orders not in top nav; other accessible items visible,Nav shows Schedule + Reports only; no Work Orders item,Behaves exactly as expected,Yes
26378,Work Orders Permissions,WO sub-toggles are visible but disabled when Work orders View is OFF in the role editor,Passed,,Review/Pick parts/Order parts sub-toggles visible but disabled when WO View OFF,All three sub-toggles present and disabled=true (q-toggle) with WO View OFF,Behaves exactly as expected,Yes
26379,Work Orders Permissions,Review work orders sub-toggle controls visibility of the Review action on WOs,Retest,,Review action visible with Review ON; disappears after toggling Review OFF (forced logout),Requires a WO in a state where Review is applicable plus a mid-test role edit + forced re-login; the available test WO was not in a reviewable state and this stateful two-phase flow could not be exercised in the automated harness,Needs specific WO review-state + mid-test role toggle; not drivable in harness,No
26380,Work Orders Permissions,"Pick parts requires only Work orders View, not Create and Edit",Retest,,Pick parts action available; pick/move parts succeed despite no WO Create/Edit,"fe-permissions correctly set (woPickParts present, no workOrdersCreateAndEdit). The test WO had no lines/parts to exercise the Pick parts action, and the line-level add/pick part flow could not be driven in the automated harness",No suitable WO line/part data + line-level pick flow not drivable in harness,No
26381,Work Orders Permissions,Order parts requires Work orders View AND See Financial Data (not Create and Edit),Retest,,Order Parts action available; PO create + receiving succeed with View+SFD (no Create/Edit),"fe-permissions correctly set (woOrderParts + seeFinancialData present, no workOrdersCreateAndEdit). Could not locate/exercise the Order Parts action on the available WO (no parts lines) nor drive PO create/receive in the automated harness",No suitable WO data + PO/order flow not drivable in harness,No
26382,Work Orders Permissions,Pick parts and Order parts toggles are independent,Retest,,Pick parts present/works; Order parts hidden/disabled,"fe-permissions correctly set (woPickParts present, woOrderParts absent). The test WO had no lines/parts, so neither the Pick parts nor Order parts affordances surfaced to compare; line-level flow not drivable in harness",No suitable WO line/part data to observe pick-present vs order-hidden; not drivable in harness,No
26383,Work Orders Permissions,"Without Create and Edit, create/edit affordances are hidden",Passed,,No create button; WO header read-only,No New Work Order/Create button; no edit affordances on WO detail,Behaves exactly as expected,Yes
26384,Work Orders Permissions,"Without Delete, no Delete affordance is visible on a WO",Passed,,No Delete action anywhere on WO detail,WO detail has no Delete affordance or delete text anywhere,Behaves exactly as expected,Yes
26385,Work Orders Permissions,WO create works even when Customers View is OFF (feature access vs data access),Passed,,Customers nav hidden; WO customer selector lists customers; WO saves,Customers nav hidden; New WO dialog customer selector lists 30 real customers (data reachable),Feature-access-vs-data-access boundary verified exactly as expected,Yes
26386,Work Orders Permissions,Customer name displays on WO header even when Customers View is OFF,Passed,,Customers nav hidden; customer name shown on WO header,Customers nav hidden; WO S9-25036 header shows customer 11 A new Company,Behaves exactly as expected,Yes
26387,Work Orders Permissions,Add Customer button hidden in New WO flow when Customer Management Create and Edit is OFF,Failed,real,Add Customer button NOT visible in New WO customer picker,"New Work Order dialog shows an Add button next to Customer; clicking it opens a fully functional New Customer form (Name*, Phone, Address, City, ZIP, State, Country, Notes, Website, IBS, Save = 17 fields). Dialog is identical with customersCreateAndEdit ON vs OFF",Add Customer affordance is visible AND functional despite Customer Management Create and Edit being OFF - contradicts Expected,No
26388,Work Orders Permissions,Add Asset button hidden in New WO flow when Customer Management Create and Edit is OFF,Failed,real,Add Asset button NOT visible in New WO asset picker,"New Work Order dialog shows an Add button next to Asset with customersCreateAndEdit OFF (dialog identical to C/E ON state). Same non-gated pattern as the Customer Add, which was proven to open a working create form",Add Asset affordance visible despite Customer Management Create and Edit OFF - contradicts Expected (verification via DOM visibility + parallel to confirmed non-gated Customer Add),No
27868,Work Orders Permissions,"Order Parts controls the Work Order Parts tab (ON shows it, OFF hides it)",Retest,,Order Parts ON -> WO Parts tab visible/openable; OFF -> WO Parts tab hidden/not accessible,"WO-level Parts tab element (href /workorders/{id}/parts, not in top nav) was rendered in BOTH Order Parts ON and OFF roles. Direct URL to the /parts sub-route returned page-not-found in both states (SPA needs WO context), and clicking the tab within the loaded WO did not reliably navigate in-harness, so the tab open/closed behavior could not be conclusively compared",Tab visibility appeared identical ON vs OFF (leans against OFF-hides-it) but could not fully drive/confirm tab open-close in harness; needs manual confirm,No
26389,Work Order Lines Permissions,WO lines visible whenever Work orders View is ON,Retest,,Lines visible (items/labor/parts); cannot edit; no Add line affordance,"In this harness a pure WO-View-only role cannot open an existing WO detail (deep-link and row-click to an existing WO consistently bounce back to /workorders for ALL roles incl. admin; only freshly-created WOs land on detail, and view-only cannot create). A fresh WO has no line items to display read-only. Confirmed separately (case 26393) that with Lines C&E OFF no add/edit affordances render",Cannot display existing lines as pure view-only in harness (existing-WO detail navigation bounces; view-only cannot create a WO with lines). Needs manual verification of read-only visible lines,No
26390,Work Order Lines Permissions,WO lines Create and Edit enables add / edit / move parts within WO / authorize / manage part requests,Retest,,All actions succeed (add/edit/move parts/authorize/manage part requests); lines persist,"Created WO, added a new line via New Line dialog - line persisted (Lines (1), 'ZZAUTOTEST ...' row). Authorized the line via Approve - status changed Needs Approval -> Approved and persisted. Line more_vert menu exposes Edit labor (opens functional Edit Labor dialog with technician selector + Save&Close), Request part, Add line note, Story history, Add inspection. Add + Authorize fully verified and persisted","Add and Authorize completed end-to-end and persist; edit/part-request affordances present and open functional dialogs, but a persisted edit-value change, move-part-between-lines, and manage-part-request could not be driven end-to-end in the harness (needs parts on multiple lines)",No
26391,Work Order Lines Permissions,WO lines Delete enables removing lines,Passed,,Line removed; WO totals update accordingly,"Created WO, added 2 lines; selected one, bulk-action menu offered 'Delete lines'; deleting removed it (Lines (2)->(1), only keep-me remained)",Behaves exactly as expected,Yes
26392,Work Order Lines Permissions,Work orders View OFF makes WO lines unreachable,Passed,,Work Orders nav hidden; no path to WO lines,Top nav shows only Schedule + Reports; no Work Orders item present,Behaves exactly as expected,Yes
26393,Work Order Lines Permissions,WO lines read-only when Create and Edit is OFF,Passed,,Add Line affordance hidden; existing line fields read-only,"On WO Lines page: button_new_line count=0, no add-line text button, button_line_bulk_action absent, no ShopCoach builder. Lines tab present but no mutation controls. Contrast: with Lines C&E ON, New Line + bulk action render","Add Line and all line-edit affordances hidden when Lines C&E OFF (FE-gated). Fresh WO had no pre-existing lines to display read-only, but no edit controls rendered",Yes
27271,Work Order Lines Permissions,ShopCoach Build Lines entry point hidden for Work-Orders-View-only role,Passed,,ShopCoach Build Lines entry point hidden for role without WO Lines Create & Edit,"With workOrderLinesCreateAndEdit OFF: no New Line button, and no ShopCoach LINE BUILDER / build-lines entry present (shopcoach entry absent). Contrast: role with Lines C&E ON shows 'AI - SHOPCOACH LINE BUILDER' in New Line dialog (case 27272)",ShopCoach Build Lines entry is gated by workOrderLinesCreateAndEdit; hidden when OFF. Role also had WO create (irrelevant to this gate),Yes
27272,Work Order Lines Permissions,ShopCoach Build Lines entry point shown for role with Work Order Lines Create & Edit,Passed,,ShopCoach Build Lines entry point shown for role with WO Lines Create & Edit,New Line button present; New Line dialog shows 'AI - SHOPCOACH LINE BUILDER' entry point,Behaves exactly as expected,Yes
27866,Work Order Lines Permissions,"Technician (default role, WO-Lines Create & Edit) can bulk-complete another tech's line via Set Line Status (SV-8042)",Retest,,Default Technician (own-data restricted) CAN bulk-complete another tech's Authorized line via Set Line Status (SV-8042 behavior),"Confirmed the 'Set line status' bulk action exists in the line bulk-action menu (menu options: Set line status, Delete lines, Split work order). However the case requires the DEFAULT Technician template role assigned to the test user AND a WO line in Authorized status assigned to a DIFFERENT technician, then bulk Set Line Status -> Complete. This multi-actor stateful setup (default-template role + cross-tech line assignment + Authorized status) could not be fully constructed/driven in the harness",Requires default Technician template role + a line assigned to a different tech in Authorized status; multi-actor setup not drivable in harness. Set-line-status bulk mechanism confirmed present. Needs manual verification of the SV-8042 own-data-bypass behavior,No
27870,Work Order Lines Permissions,WO Lines Create & Edit allows marking a core OK/Not-OK and adding line story/history,Retest,,Core OK/Not-OK control available+saves; line story/history entry adds+saves; both governed by Lines C&E,With Lines C&E ON the line more_vert menu exposes 'Story history' and 'Add line note' (line story capability present). The core OK/Not-OK control did NOT appear on a normal line (no core control text) because it requires a core-bearing part that has been RECEIVED and is awaiting core inspection - that data state could not be seeded in the harness (parts add+receive flow not drivable). Story-history opened a panel (not a simple dialog) and add-note could not be completed cleanly,Core inspection precondition (core-bearing part received awaiting inspection) not seedable in harness; core OK/Not-OK control not exercisable. Needs manual verification,No
26394,Schedule Permissions,Schedule View grants calendar access (shows all technicians),Passed,,Schedule page loads; appointments for ALL technicians visible; no create/edit/delete affordances,"With scheduleView only, 'Schedule' shows in top nav and /schedule loads a full calendar rendering 162 appointment/event elements spanning many work orders and customers (S9-24xxx..S9-25xxx, multiple customers) - clearly all users' appointments, not just the logged-in user's. No create/new-appointment affordance was present (only the nav item)","Calendar access granted, all appointments visible, read-only (no create affordance) as expected",Yes
26395,Schedule Permissions,Schedule Create and Edit enables create / modify / drag-and-drop,Retest,,"Create new appointment, assign technician, drag to new slot, and save all succeed","scheduleCreateAndEdit permission is effective (present in fe-permissions), but schedule creation is a click-to-create/drag interaction on the calendar grid with no persistent create button; the automation harness could not reliably click a calendar cell or perform drag-and-drop to exercise create/modify/save",Interactive create/modify/drag-drop flow could not be driven via the harness; needs manual verification,No
26396,Schedule Permissions,Schedule Delete enables removing appointments,Retest,,"Locate a test appointment, delete it, confirm, appointment removed",Deleting an appointment requires opening an appointment and using an in-calendar delete action; this interactive flow (and creating a disposable test appointment first) could not be reliably driven via the harness,Interactive delete flow could not be exercised via the harness; needs manual verification,No
26397,Schedule Permissions,Schedule View OFF hides top nav Schedule item,Passed,,No Schedule item in top nav when scheduleView OFF,"With scheduleView OFF (workOrdersView-only role), top nav shows only Work Orders + notifications; no Schedule item/link present",Schedule nav hidden when scheduleView off,Yes
27867,Schedule Permissions,Schedule Create and Edit only role opens Assign existing work order dialog and unscheduled WO list loads,Retest,,Assign existing work order dialog opens and the unscheduled-WO select renders options,"Could not trigger the Assign-existing-work-order dialog: it opens from clicking a day-resource calendar cell (no persistent button), which the harness could not reliably click; the precondition also requires WO view-mode OFF and a default workplace + a guaranteed unscheduled WO which could not be fully staged",Assign dialog is click-to-open on a resource cell and could not be driven; needs manual verification,No
26398,Customer Management Permissions,"Customer Management View grants customer records, contacts, vehicles, history access",Passed,,Customers nav visible; detail loads; contacts/vehicles/history viewable; no create/edit/delete affordances,Customers nav visible; customer detail tabs Work Orders/Part Sales/Contacts(populated)/Assets-vehicles(3)/Notes all viewable; zero create/edit/delete affordances,Read-only customer access as expected,Yes
26399,Customer Management Permissions,"Customer Management Create and Edit enables creating customers, contacts, vehicles",Passed,,Create customer/contact/vehicle + edit all succeed,"New Customer dialog opened; created a customer (saved, record opened); Edit modal with full fields + Save present; contacts/assets sub-tabs available",Create and edit succeed with Create&Edit permission,Yes
26400,Customer Management Permissions,Customer Management Delete removes the customer record,Passed,,Customer is deleted,Edit modal Delete -> Confirm deletion dialog -> confirmed; redirected to list; customer id absent from collection (deleted),Delete permission removes the customer record,Yes
26401,Customer Management Permissions,Customer Management Delete does NOT delete customer payments (requires Invoicing and Payments Delete),Passed,,No delete payment affordance; cannot delete payment,Customer Payments tab (4 payment rows) shows no delete/remove/void affordance on any payment,"Payment delete requires Invoicing & Payments Delete, not Customer Delete",Yes
26402,Customer Management Permissions,AP/AR OFF hides the 7 sensitive customer fields on the Edit Customer modal,Passed,,All 7 sensitive fields hidden; basic fields visible/editable,"Edit Customer modal hides all 7 sensitive fields (Credit Terms, Credit Limit, Default Labor Rate, Default Shop Supplies, Min and Max, Taxes, PO is required); basic fields visible",7 sensitive fields hidden with AP/AR OFF,Yes
26403,Customer Management Permissions,AP/AR ON shows the 7 sensitive customer fields on the Edit Customer modal,Passed,,All 7 sensitive fields visible on Edit Customer modal,"Edit Customer modal shows Credit Terms, Credit Limit, Default Labor Rate, Default Shop Supplies, Min and Max (separate inputs), Taxes, PO is required; basic fields also present",All 7 sensitive fields visible with AP/AR ON,Yes
26404,Customer Management Permissions,Customer Management View OFF hides top nav Customers item,Passed,,Customers NOT in top navigation,Top nav shows only Work Orders and Parts; Customers absent; /customers redirects to /workorders,Customers nav hidden with View OFF,Yes
26405,Customer Management Permissions,"Customer name remains visible on related records (WOs, invoices) when Customers nav is hidden",Passed,,Customer name shown on WO header and invoice; standalone customer page unreachable,"Standalone /customers redirects away; WO S9-25052 detail/finance shows customer reference ""new test"" + Contact ""Ahtsham Amjad"" + phone",Customer name reference visible on accessible records while standalone page unreachable,Yes
26406,Parts Department Permissions,Parts Department ON exposes exactly 3 child CRUD cards,Passed,,"Exactly 3 child CRUD cards (Part sales, Catalog and Inventory, Vendor and order management) each View/Create&Edit/Delete",Toggled Parts Department ON; exactly 3 child cards appeared with correct titles/descriptions and View/Create&Edit/Delete columns,Matches expected,Yes
26407,Parts Department Permissions,Parts Department parent OFF hides the 3 child cards,Passed,,3 child sub-cards no longer visible inside Parts Department card,"After toggling Parts Department OFF, all 3 child sub-cards were hidden",Matches expected,Yes
26408,Parts Department Permissions,Parts Department OFF in saved role hides Parts top-nav and inner pages,Passed,,'Parts' not in top nav; Part sales/Catalog/Vendor pages not reachable,Tech top-nav had only 'Work Orders'; /parts/part-sales redirected to /workorders,Matches expected,Yes
26409,Parts Department Permissions,Toggling Parts Department OFF then ON PRESERVES the 3 child CRUD selections,Passed,,"After OFF then ON, all 9 child checkboxes restored to previous selection",Set 6 of 9 checkboxes; OFF hid them; ON restored all 9 states exactly (PRESERVED=true),Matches expected,Yes
26410,Parts Department Permissions,Part sales View grants part sales records read access,Passed,,Part sales page loads; records visible; no create/edit/delete affordances,"Part Sales page loaded with 9 records incl Total Price (SFD on); no create button, no kebab, no edit/delete affordances",Matches expected,Yes
26411,Parts Department Permissions,Part sales Create and Edit enables create part sales / returns / transactions,Retest,,Create part sale / return / transaction all succeed,"Role assigned and fe-permissions confirmed, but the /parts/part-sales SPA route repeatedly failed to finish loading this session (goto never reached domcontentloaded; page.evaluate hung) while admin and catalog/vendor routes loaded fine; could not exercise create flow",Could not fully verify due to part-sales route instability this session; needs manual retest,No
26412,Parts Department Permissions,Part Sales Delete enables delete part sales and reverse Part Sales invoices,Retest,,Part sale deleted; Part Sales invoice reversed (gated by Part Sales Delete),Not executed - blocked by the same /parts/part-sales SPA route instability that prevented 26411,Could not verify (part-sales route unreachable this session); needs manual retest,No
26413,Parts Department Permissions,Catalog and Inventory View grants catalog and inventory read access,Passed,,All views load; no edit/delete affordances,"Catalog (32 entries) and Inventory (32 rows, levels) loaded read-only; no create/edit/delete buttons or kebab",Matches expected,Yes
26414,Parts Department Permissions,Catalog and Inventory Create and Edit enables create / edit / inventory adjustments (cost and price fields gated by See Financial Data),Passed,,"Create/edit/adjust succeed; cost&price visible+editable with SFD ON, hidden with SFD OFF",New Catalog Part save -> POST add-catalogue-part 201; edit form present; SFD ON showed Average Cost/Sell Price columns+fields; SFD OFF removed them; item still creatable,Matches expected,Yes
26415,Parts Department Permissions,Catalog and Inventory Delete removes catalog parts,Passed,,Part removed from catalog,"Created part (add-catalogue-part 201) then removed it (remove-catalogue-part {id} -> 200, data cleared)",Matches expected; backend delete succeeds with Delete perm,Yes
26416,Parts Department Permissions,Vendor and order management View grants vendor / PO / delivery visibility,Passed,,All views load; no edit/delete affordances,Vendors page (32 records) + Purchase Orders/Vendor Invoices/Returns tabs loaded read-only; no create/edit/delete/receive buttons or kebab,Matches expected,Yes
26417,Parts Department Permissions,Vendor and order management Create and Edit enables vendor / PO / receiving / returns,Retest,,"Create vendor, PO, receive delivery, create vendor invoice, return a part - all succeed","Capability unlocked: 'New Vendor' button present (absent under View-only), New Vendor form opens (Name required), Supply Chain sub-pages Returns/Purchase Orders/Vendor Invoices/Vendors all present; add-vendor API endpoint permission-reachable (returns 400 validation, never 403). Could not COMPLETE a full vendor save (UI blocked by Google Maps overlay; API create requires a valid tax_id UUID) and did not exercise PO/receiving/invoice/return end-to-end",Affordances/permission-gate confirmed but full 5-operation success not verified; needs manual retest,No
26418,Parts Department Permissions,Vendor and Order Management Delete enables vendor / PO delete + vendor transaction reversal,Retest,,Vendor and PO deleted; vendor transaction reversed (reverse lives in AP/AR-gated Payments tab per SV-7912),Not executed - deferred due to session time/tool budget after part-sales route instability consumed the window; heavy multi-step flow with AP/AR dependency,Not verified this session; needs manual retest,No
26419,Parts Department Permissions,Catalog and Inventory Create and Edit enables 'Return to Inventory' (restocking),Retest,,Return to Inventory possible with Vendor&Order Create&Edit; hidden with View-only,Not executed - requires an eligible part return plus a two-role affordance comparison; deferred due to tool budget,Not verified this session; needs manual retest,No
26420,Invoicing and Payments Permissions,Invoicing and Payments View grants Finance tab on WO and invoice visibility from WO/part sales,Passed,,Finance tab visible on WO; invoices accessible; no create/edit/reverse affordances,WO detail shows Finance tab; Finance view is read-only with only export/email/print actions - no create/edit/reverse/void/deposit/send-to-terminal buttons,Finance tab visible and read-only as expected,Yes
26421,Invoicing and Payments Permissions,Invoicing and Payments Create and Edit enables invoice creation and payment processing,Retest,,"Create invoice, process payment, modify invoice all succeed","Create Invoice affordance present on WO Finance tab (gated by Inv Create&Edit), but clicking it produced no invoice - test WO (estimate) does not meet invoice prerequisites (parts received + review completed per domain note); could not complete the create/payment/modify flow end-to-end",Affordance present but full functional invoice-creation flow not executable on available data - needs manual verify,No
26422,Invoicing and Payments Permissions,Invoicing and Payments Delete enables delete payments and void transactions (NOT reverse invoices),Passed,,Per-payment delete button IS present,Customer Payments tab shows per-payment delete-icon buttons (aria Delete); absent when Invoicing Delete OFF; no Reverse exposed on WO finance,"Per-payment delete present, gated by Invoicing Delete",Yes
26423,Invoicing and Payments Permissions,"Customer payment delete requires Invoicing and Payments Delete, NOT Customer Management Delete",Passed,,A blocked (no delete); B can delete despite lacking Customer Delete,A: no payment delete affordance; B: per-payment delete buttons present,"Payment delete gated by Invoicing Delete, not Customer Delete",Yes
26424,Invoicing and Payments Permissions,Enabling Invoicing and Payments Delete while Manage AP/AR is OFF prompts to enable AP/AR,Failed,real,Enabling Invoicing Delete while Manage AP/AR OFF opens an AP/AR modal,"On Create Role page with See Financial Data ON and ""View and Manage AP/AR Data"" switch OFF, clicking the Invoicing & payments Delete checkbox (directly, and after View+Create&Edit) enabled Delete with NO AP/AR modal appearing","No AP/AR prompt fires; Delete enables directly, contradicting expected",No
26425,Invoicing and Payments Permissions,See Financial Data OFF makes Invoicing and Payments inaccessible even with View+Edit+Delete,Passed,,Finance tab not present; no invoicing affordances; inaccessible due to SFD OFF,"WO tabs Lines/Parts/Notes/Stats, no Finance tab, no pricing; invoicing inaccessible despite V/E/D perms",SFD gate beats CRUD as expected,Yes
26426,Invoicing and Payments Permissions,Invoicing and Payments View OFF with See Financial ON: pricing visible but no invoice access,Passed,,Pricing visible on WO; Finance tab hidden; invoices unreachable,WO shows pricing ($232.43/$256.84/$269.68); Finance tab absent (tabs Lines/Parts/Notes/Stats),SFD ON shows pricing; no invoicing perm hides Finance tab,Yes
26427,Invoicing and Payments Permissions,Send to Terminal action requires Invoicing and Payments: Create and Edit,Retest,,Send to Terminal hidden for View-only; visible for Create&Edit; initiates terminal flow,WO Finance for view-only had only export/email/print (no Send to Terminal); for Create&Edit showed Create Invoice + Add Deposit but NOT Send to Terminal because the test WO is an estimate with no unpaid invoice - Send to Terminal appears on an unpaid invoice which could not be created,Requires an existing unpaid invoice to surface Send to Terminal; could not create one - needs manual verify,No
26428,Invoicing and Payments Permissions,Collecting Deposits on a work order requires Invoicing and Payments: Create and Edit,Passed,,Deposit action NOT visible for View-only user; visible for Create&Edit user,WO Finance tab shows Add Deposit action with Inv Create&Edit; view-only invoicing role had no deposit action (only export/email/print),Deposit action gated by Invoicing Create&Edit as expected,Yes
27740,Invoicing and Payments Permissions,"Invoicing & Payments delete-column label reads ""Delete / Reverse"" in the role editor",Passed,,"Invoicing & payments Delete column header reads ""Delete / Reverse""","In role editor, Invoicing & payments card headers read View, Create & Edit, Delete / Reverse; other cards use plain Delete",Label matches expected,Yes
26429,Timesheets Permissions,Timesheets card columns: spec/tech-plan canonical = View + Create and Edit (no Delete),Passed,,Timesheets card title 'Timesheets'; two columns 'View' and 'Create and Edit' with NO Delete (post CRP-FE-03),On /administration/roles-permissions/new the Timesheets card shows title 'Timesheets' and exactly two columns: 'View' and 'Create & Edit' — NO Delete column. Subtitle reads 'Track and review technician labor hours and time entries.' (differs from the case's older literal 'View and manage timesheets from work orders.'),"Canonical post-CRP-FE-03 column set (View + Create & Edit, no Delete) is present; subtitle copy variance noted but non-blocking (title + columns match)",Yes
26430,Timesheets Permissions,Timesheets View only: read-only access to timesheet entries,Passed,,Timesheet entries visible; no edit affordance (read-only),"With timesheetsView ON and Create&Edit OFF, the Timesheet Activities report (/reports/punch-clock-activities) displayed 31 timesheet entry rows; no edit/delete affordances (no edit icons/buttons) were present on the entries",Entries visible and read-only as expected,Yes
26431,Timesheets Permissions,Timesheets Create and Edit enables editing entries (both edit paths),Retest,,Editing a timesheet entry succeeds from both the report and the WO paths,"Timesheet Activities report displayed entries but the virtualized report rows were not interactable via the automation harness, so an edit dialog could not be opened to confirm a save succeeds; the report itself exposed no inline edit affordance in either View-only or Create&Edit config",Could not exercise the actual edit-and-save flow through the harness; needs manual verification,No
26432,Timesheets Permissions,Clock in/out is ALWAYS available regardless of Timesheets permission,Retest,,A basic clock in/out control is universally available and records attendance,"For the bare workOrdersView-only Tech no clock in/out control appeared in the top nav, avatar menu, WO list, or WO detail. By contrast the Admin session shows a 'Clock In' control with a live hours counter in the top nav, so clock capability appears tied to staff/department (clock-capable) settings rather than being unconditionally rendered for any role",Could not confirm 'always available' for this custom role; clock-in appears gated by staff/department clock-capability which was not configurable here - needs manual setup,No
26433,Timesheets Permissions,Timesheets View OFF + Reports ON: timesheet activities report is still accessible,Passed,,Timesheet activities report listed and accessible despite Timesheets View OFF,"With reportsPageAccess ON and timesheetsView OFF, /reports lists 'Timesheet Activities' (route /reports/punch-clock-activities); it opened as the default report view","Timesheet activities report follows Reports permission, accessible with timesheetsView OFF",Yes
