internal_id,testrail_case_id,testrail_link,area,spec_anchors_after,anchors_valid_in_v1_6,ticket_ref,verdict_before,changed_this_pass,refs_before,refs_after,len_after
FLT-TAB-05,C29612,https://shopview.testrail.io/index.php?/cases/view/29612,Tab Behaviour,S9-R5;S9-N1;S9-R2,YES,"NONE EXISTS — Filters has no Jira epic and no stories (verified; see FILTERS-EPIC-SEARCH.md). Stated honestly, never invented.",PRESENT + VALID in v1.6,YES,Filters epic (key TBD) (S9-R5; S9-N1; S9-R2 - behaviour per Branko Q4=B 2026-07-17 + QA-lead ruling 2026-07-30) [spec v1.6 2026-07-28],Filters (no Jira epic) (S9-R5; S9-N1; S9-R2 - behaviour per Branko Q4=B 2026-07-17 + QA-lead ruling 2026-07-30) [spec v1.6 2026-07-28],134
FLT-PERS-01,C29613,https://shopview.testrail.io/index.php?/cases/view/29613,Persistence,S10-R1;S1-R7,YES,"NONE EXISTS — Filters has no Jira epic and no stories (verified; see FILTERS-EPIC-SEARCH.md). Stated honestly, never invented.",STALE — cited the V1.0 requirements.md ingest (not a live v1.6 anchor),YES,requirements.md Story 10 S10-R1; Story 1 S1-R7,Filters (no Jira epic) (S10-R1; S1-R7) [spec v1.6 2026-07-28],61
FLT-PERS-02,C29614,https://shopview.testrail.io/index.php?/cases/view/29614,Persistence,S10-R2;S10-R3;S10-R1,YES,"NONE EXISTS — Filters has no Jira epic and no stories (verified; see FILTERS-EPIC-SEARCH.md). Stated honestly, never invented.",STALE — cited the V1.0 requirements.md ingest (not a live v1.6 anchor),YES,"requirements.md Story 10 S10-R2 (session-only wording superseded by PO ruling 2026-07-17: permanent per-user persistence); §2/§4 (persist across navigation, saved per user)",Filters (no Jira epic) (S10-R2 (stored server-side against the account; survives logout; syncs across devices); S10-R3 (saved per user); S10-R1 (restored after navigating away)) + Branko Q2 2026-07-17 - now matched by the PRD [spec v1.6 2026-07-28],248
FLT-PERS-03,C29615,https://shopview.testrail.io/index.php?/cases/view/29615,Persistence,S10-R3,YES,"NONE EXISTS — Filters has no Jira epic and no stories (verified; see FILTERS-EPIC-SEARCH.md). Stated honestly, never invented.",STALE — cited the V1.0 requirements.md ingest (not a live v1.6 anchor),YES,requirements.md Story 10 S10-R3; §4 Key Decisions (saved per user),Filters (no Jira epic) (S10-R3; §4 Key Decisions (saved per user)) [spec v1.6 2026-07-28],89
FLT-PERS-04,C29616,https://shopview.testrail.io/index.php?/cases/view/29616,Persistence,S10-N1,YES,"NONE EXISTS — Filters has no Jira epic and no stories (verified; see FILTERS-EPIC-SEARCH.md). Stated honestly, never invented.",STALE — cited the V1.0 requirements.md ingest (not a live v1.6 anchor),YES,requirements.md Story 10 S10-N1,Filters (no Jira epic) (S10-N1) [spec v1.6 2026-07-28],54
FLT-URL-01,C29617,https://shopview.testrail.io/index.php?/cases/view/29617,URL State and Shareable Links,S11-R1,YES,"NONE EXISTS — Filters has no Jira epic and no stories (verified; see FILTERS-EPIC-SEARCH.md). Stated honestly, never invented.",STALE — cited the V1.0 requirements.md ingest (not a live v1.6 anchor),YES,requirements.md Story 11 S11-R1,Filters (no Jira epic) (S11-R1) [spec v1.6 2026-07-28],54
FLT-URL-02,C29618,https://shopview.testrail.io/index.php?/cases/view/29618,URL State and Shareable Links,S11-R2,YES,"NONE EXISTS — Filters has no Jira epic and no stories (verified; see FILTERS-EPIC-SEARCH.md). Stated honestly, never invented.",STALE — cited the V1.0 requirements.md ingest (not a live v1.6 anchor),YES,requirements.md Story 11 S11-R2; §2 Feature Overview (share or bookmark),Filters (no Jira epic) (S11-R2; §2 Feature Overview (share or bookmark)) [spec v1.6 2026-07-28],95
FLT-URL-03,C29619,https://shopview.testrail.io/index.php?/cases/view/29619,URL State and Shareable Links,S11-R3,YES,"NONE EXISTS — Filters has no Jira epic and no stories (verified; see FILTERS-EPIC-SEARCH.md). Stated honestly, never invented.",STALE — cited the V1.0 requirements.md ingest (not a live v1.6 anchor),YES,requirements.md Story 11 S11-R3,Filters (no Jira epic) (S11-R3) [spec v1.6 2026-07-28],54
FLT-URL-04,C29620,https://shopview.testrail.io/index.php?/cases/view/29620,URL State and Shareable Links,S11-N1,YES,"NONE EXISTS — Filters has no Jira epic and no stories (verified; see FILTERS-EPIC-SEARCH.md). Stated honestly, never invented.",STALE — cited the V1.0 requirements.md ingest (not a live v1.6 anchor),YES,requirements.md Story 11 S11-N1,Filters (no Jira epic) (S11-N1) [spec v1.6 2026-07-28],54
FLT-TAB-06,C38876,https://shopview.testrail.io/index.php?/cases/view/38876,Tab Behaviour,(spec section / tech-plan only — see note),n/a — no numbered anchor exists,"NONE EXISTS — Filters has no Jira epic and no stories (verified; see FILTERS-EPIC-SEARCH.md). Stated honestly, never invented.",NO SPEC ANCHOR — honestly stated as absent,YES,Filters (Epic key TBD); tech plan 2026-07-29 D10 (default tab = Estimates; last-used tab persists); not in the ratified product spec - confirmation requested,Filters (no Jira epic) (no requirement in the ratified spec v1.6 - default/last-used tab is engineering-plan-only - confirmation requested); tech plan 2026-07-29 D10 (default tab = Estimates; last-used tab persists) [spec v1.6 2026-07-28],238
FLT-PERS-05,C38880,https://shopview.testrail.io/index.php?/cases/view/38880,Persistence,S10-R4,YES,"NONE EXISTS — Filters has no Jira epic and no stories (verified; see FILTERS-EPIC-SEARCH.md). Stated honestly, never invented.",PRESENT + VALID in v1.6,YES,"Filters (Epic key TBD) (spec v1.6 S10-R4; §4 ""Parts and Reports selections are scoped to their view/tab and persist there""); Branko answers 2026-07-31 Q5 exception 1; tech plan 2026-07-29 D20","Filters (no Jira epic) (spec v1.6 S10-R4; §4 ""Parts and Reports selections are scoped to their view/tab and persist there""); Branko answers 2026-07-31 Q5 exception 1; tech plan 2026-07-29 D20",191
FLT-PERS-06,C38881,https://shopview.testrail.io/index.php?/cases/view/38881,Persistence,S10-R2,YES,"NONE EXISTS — Filters has no Jira epic and no stories (verified; see FILTERS-EPIC-SEARCH.md). Stated honestly, never invented.",MISSING — no spec anchor and no statement that none exists,YES,Filters (Epic key TBD); tech plan 2026-07-29 section 4-3.3 (one-time browser-storage to account-preference migration),Filters (no Jira epic) (no numbered v1.6 requirement covers the one-off migration - context S10-R2 server-side model); tech plan 2026-07-29 s4-3.3 (browser-storage to account-preference migration) - confirmation requested [spec v1.6 2026-07-28],244
FLT-URL-05,C38879,https://shopview.testrail.io/index.php?/cases/view/38879,URL State and Shareable Links,S11-R6;S11-R7;S11-R8,YES,"NONE EXISTS — Filters has no Jira epic and no stories (verified; see FILTERS-EPIC-SEARCH.md). Stated honestly, never invented.",PRESENT + VALID in v1.6,YES,Filters epic (key TBD) (S11-R6 (URL state runtime-only with no write-back); S11-R7 (Back to my view - also clears the query); S11-R8 (rationale: the query is never saved)) [spec v1.6 2026-07-28],Filters (no Jira epic) (S11-R6 (URL state runtime-only with no write-back); S11-R7 (Back to my view - also clears the query); S11-R8 (rationale: the query is never saved)) [spec v1.6 2026-07-28],194
FLT-URL-06,C38896,https://shopview.testrail.io/index.php?/cases/view/38896,URL State and Shareable Links,S11-N3;S11-R7,YES,"NONE EXISTS — Filters has no Jira epic and no stories (verified; see FILTERS-EPIC-SEARCH.md). Stated honestly, never invented.",PRESENT + VALID in v1.6,YES,Filters epic (key TBD) (S11-N3; S11-R7) [spec v1.6 2026-07-28],Filters (no Jira epic) (S11-N3; S11-R7) [spec v1.6 2026-07-28],62
FLT-MOB-01,C29621,https://shopview.testrail.io/index.php?/cases/view/29621,Mobile Filters,S12-R1,YES,"NONE EXISTS — Filters has no Jira epic and no stories (verified; see FILTERS-EPIC-SEARCH.md). Stated honestly, never invented.",STALE — cited the V1.0 requirements.md ingest (not a live v1.6 anchor),YES,requirements.md Story 12 S12-R1,Filters (no Jira epic) (S12-R1) [spec v1.6 2026-07-28],54
FLT-MOB-02,C29622,https://shopview.testrail.io/index.php?/cases/view/29622,Mobile Filters,S12-R3,YES,"NONE EXISTS — Filters has no Jira epic and no stories (verified; see FILTERS-EPIC-SEARCH.md). Stated honestly, never invented.",STALE — cited the V1.0 requirements.md ingest (not a live v1.6 anchor),YES,requirements.md Story 12 S12-R3,Filters (no Jira epic) (S12-R3) [spec v1.6 2026-07-28],54
FLT-MOB-03,C29623,https://shopview.testrail.io/index.php?/cases/view/29623,Mobile Filters,S12-R2;S12-R3;S2-R1,YES,"NONE EXISTS — Filters has no Jira epic and no stories (verified; see FILTERS-EPIC-SEARCH.md). Stated honestly, never invented.",STALE — cited the V1.0 requirements.md ingest (not a live v1.6 anchor),YES,requirements.md Story 12 S12-R2; S12-R3; Story 2 S2-R1,Filters (no Jira epic) (S12-R2; S12-R3; S2-R1) [spec v1.6 2026-07-28],69
FLT-MOB-04,C29624,https://shopview.testrail.io/index.php?/cases/view/29624,Mobile Filters,S12-R2;S12-R3,YES,"NONE EXISTS — Filters has no Jira epic and no stories (verified; see FILTERS-EPIC-SEARCH.md). Stated honestly, never invented.",STALE — cited the V1.0 requirements.md ingest (not a live v1.6 anchor),YES,requirements.md Story 12 S12-R2; S12-R3,Filters (no Jira epic) (S12-R2; S12-R3) [spec v1.6 2026-07-28],62
FLT-MOB-05,C29625,https://shopview.testrail.io/index.php?/cases/view/29625,Mobile Filters,S12-R2;S3-R2,YES,"NONE EXISTS — Filters has no Jira epic and no stories (verified; see FILTERS-EPIC-SEARCH.md). Stated honestly, never invented.",STALE — cited the V1.0 requirements.md ingest (not a live v1.6 anchor),YES,requirements.md Story 12 S12-R2; Story 3 S3-R2/R3/R5,Filters (no Jira epic) (S12-R2; S3-R2/R3/R5) [spec v1.6 2026-07-28],67
FLT-MOB-06,C29626,https://shopview.testrail.io/index.php?/cases/view/29626,Mobile Filters,S12-R2;S4-R1;S5-R1,YES,"NONE EXISTS — Filters has no Jira epic and no stories (verified; see FILTERS-EPIC-SEARCH.md). Stated honestly, never invented.",STALE — cited the V1.0 requirements.md ingest (not a live v1.6 anchor),YES,requirements.md Story 12 S12-R2; Story 4 S4-R1; Story 5 S5-R1,Filters (no Jira epic) (S12-R2; S4-R1; S5-R1) [spec v1.6 2026-07-28],68
FLT-MOB-07,C29627,https://shopview.testrail.io/index.php?/cases/view/29627,Mobile Filters,S12-R2;S6-R1,YES,"NONE EXISTS — Filters has no Jira epic and no stories (verified; see FILTERS-EPIC-SEARCH.md). Stated honestly, never invented.",STALE — cited the V1.0 requirements.md ingest (not a live v1.6 anchor),YES,requirements.md Story 12 S12-R2; Story 6 S6-R1/R2/R3,Filters (no Jira epic) (S12-R2; S6-R1/R2/R3) [spec v1.6 2026-07-28],67
FLT-MOB-08,C29628,https://shopview.testrail.io/index.php?/cases/view/29628,Mobile Filters,S12-R2;S7-R1;S8-R1,YES,"NONE EXISTS — Filters has no Jira epic and no stories (verified; see FILTERS-EPIC-SEARCH.md). Stated honestly, never invented.",STALE — cited the V1.0 requirements.md ingest (not a live v1.6 anchor),YES,requirements.md Story 12 S12-R2; Story 7 S7-R1/R3; Story 8 S8-R1,Filters (no Jira epic) (S12-R2; S7-R1/R3; S8-R1) [spec v1.6 2026-07-28],71
FLT-MOB-09,C29629,https://shopview.testrail.io/index.php?/cases/view/29629,Mobile Filters,S12-R4,YES,"NONE EXISTS — Filters has no Jira epic and no stories (verified; see FILTERS-EPIC-SEARCH.md). Stated honestly, never invented.",STALE — cited the V1.0 requirements.md ingest (not a live v1.6 anchor),YES,requirements.md Story 12 S12-R4,Filters (no Jira epic) (S12-R4) [spec v1.6 2026-07-28],54
FLT-MOB-10,C29630,https://shopview.testrail.io/index.php?/cases/view/29630,Mobile Filters,S12-N1;S8-R3,YES,"NONE EXISTS — Filters has no Jira epic and no stories (verified; see FILTERS-EPIC-SEARCH.md). Stated honestly, never invented.",STALE — cited the V1.0 requirements.md ingest (not a live v1.6 anchor),YES,requirements.md Story 12 S12-N1; Story 8 S8-R3/R4,Filters (no Jira epic) (S12-N1; S8-R3/R4) [spec v1.6 2026-07-28],64
FLT-API-01,C29631,https://shopview.testrail.io/index.php?/cases/view/29631,API - Work Orders List Filtering,S2-R2;S3-R6,YES,"NONE EXISTS — Filters has no Jira epic and no stories (verified; see FILTERS-EPIC-SEARCH.md). Stated honestly, never invented.",STALE — cited the V1.0 requirements.md ingest (not a live v1.6 anchor),YES,requirements.md Story 2 S2-R2; Story 3 S3-R6 (backend view),Filters (no Jira epic) (S2-R2; S3-R6 (backend view)) [spec v1.6 2026-07-28],75
FLT-API-02,C29632,https://shopview.testrail.io/index.php?/cases/view/29632,API - Work Orders List Filtering,S2-R2;S3-R6;S8-R3,YES,"NONE EXISTS — Filters has no Jira epic and no stories (verified; see FILTERS-EPIC-SEARCH.md). Stated honestly, never invented.",STALE — cited the V1.0 requirements.md ingest (not a live v1.6 anchor),YES,requirements.md Story 2 S2-R2; Story 3 S3-R6; Story 8 S8-R3 (backend view),Filters (no Jira epic) (S2-R2; S3-R6; S8-R3 (backend view)) [spec v1.6 2026-07-28],82
FLT-API-03,C29633,https://shopview.testrail.io/index.php?/cases/view/29633,API - Work Orders List Filtering,S10-N1;S11-R3,YES,"NONE EXISTS — Filters has no Jira epic and no stories (verified; see FILTERS-EPIC-SEARCH.md). Stated honestly, never invented.",STALE — cited the V1.0 requirements.md ingest (not a live v1.6 anchor),YES,requirements.md Story 10 S10-N1; Story 11 S11-R3,Filters (no Jira epic) (S10-N1; S11-R3) [spec v1.6 2026-07-28],62
FLT-API-04,C29634,https://shopview.testrail.io/index.php?/cases/view/29634,API - Work Orders List Filtering,S11-N1,YES,"NONE EXISTS — Filters has no Jira epic and no stories (verified; see FILTERS-EPIC-SEARCH.md). Stated honestly, never invented.",STALE — cited the V1.0 requirements.md ingest (not a live v1.6 anchor),YES,requirements.md Story 11 S11-N1,Filters (no Jira epic) (S11-N1) [spec v1.6 2026-07-28],54
FLT-API-05,C29635,https://shopview.testrail.io/index.php?/cases/view/29635,API - Work Orders List Filtering,S8-R3;S2-N3,YES,"NONE EXISTS — Filters has no Jira epic and no stories (verified; see FILTERS-EPIC-SEARCH.md). Stated honestly, never invented.",STALE — cited the V1.0 requirements.md ingest (not a live v1.6 anchor),YES,requirements.md Story 8 S8-R3; Story 2 S2-N3,Filters (no Jira epic) (S8-R3; S2-N3) [spec v1.6 2026-07-28],60
FLT-API-06,C38895,https://shopview.testrail.io/index.php?/cases/view/38895,API - Work Orders List Filtering,S10-R2;S10-R3,YES,"NONE EXISTS — Filters has no Jira epic and no stories (verified; see FILTERS-EPIC-SEARCH.md). Stated honestly, never invented.",STALE — cited spec v1.3 / an unresolved conflict,YES,Filters (Epic key TBD); tech plan 2026-07-29 section 4-1.3 (GET/PUT /api/users/me/preferences/{pageKey}); spec v1.3 S10 per-user persistence (export awaited),Filters (no Jira epic) (S10-R2 (filters stored server-side against the user account; last write wins); S10-R3 (saved per user)) + tech plan 2026-07-29 s4-1.3 (GET/PUT per-user page preferences) [spec v1.6 2026-07-28],216
FLT-PARTS-01,C38904,https://shopview.testrail.io/index.php?/cases/view/38904,Parts Page Filters,(spec section / tech-plan only — see note),n/a — no numbered anchor exists,"NONE EXISTS — Filters has no Jira epic and no stories (verified; see FILTERS-EPIC-SEARCH.md). Stated honestly, never invented.",PRESENT + VALID in v1.6,YES,"Filters (Epic key TBD) (spec v1.6 §2 Feature Overview -> Parts Filters; §4 Key Decisions -> ""Context-specific filter sets on Parts and Reports"" + ""Multi-select where it makes sense""); Branko answers 2026-07-31 Q2/Q3/Q5/Q7; Figma 11884-16885","Filters (no Jira epic) (spec v1.6 §2 Feature Overview -> Parts Filters; §4 Key Decisions -> ""Context-specific filter sets on Parts and Reports"" + ""Multi-select where it makes sense""); Branko answers 2026-07-31 Q2/Q3/Q5/Q7; Figma 11884-16885",240
FLT-PARTS-09,C38905,https://shopview.testrail.io/index.php?/cases/view/38905,Parts Page Filters,(spec section / tech-plan only — see note),n/a — no numbered anchor exists,"NONE EXISTS — Filters has no Jira epic and no stories (verified; see FILTERS-EPIC-SEARCH.md). Stated honestly, never invented.",PRESENT + VALID in v1.6,YES,"Filters (Epic key TBD) (spec v1.6 §2 Feature Overview -> Parts Filters; §4 Key Decisions -> ""Context-specific filter sets on Parts and Reports"" + ""Multi-select where it makes sense""); Branko answers 2026-07-31 Q2/Q3/Q5/Q7; Figma 11884-16885","Filters (no Jira epic) (spec v1.6 §2 Feature Overview -> Parts Filters; §4 Key Decisions -> ""Context-specific filter sets on Parts and Reports"" + ""Multi-select where it makes sense""); Branko answers 2026-07-31 Q2/Q3/Q5/Q7; Figma 11884-16885",240
FLT-PARTS-11,C38906,https://shopview.testrail.io/index.php?/cases/view/38906,Parts Page Filters,(spec section / tech-plan only — see note),n/a — no numbered anchor exists,"NONE EXISTS — Filters has no Jira epic and no stories (verified; see FILTERS-EPIC-SEARCH.md). Stated honestly, never invented.",PRESENT + VALID in v1.6,YES,"Filters (Epic key TBD) (spec v1.6 §2 Feature Overview -> Parts Filters; §4 Key Decisions -> ""Context-specific filter sets on Parts and Reports"" + ""Multi-select where it makes sense""); Branko answers 2026-07-31 Q2/Q3/Q5/Q7; Figma 11884-16885","Filters (no Jira epic) (spec v1.6 §2 Feature Overview -> Parts Filters; §4 Key Decisions -> ""Context-specific filter sets on Parts and Reports"" + ""Multi-select where it makes sense""); Branko answers 2026-07-31 Q2/Q3/Q5/Q7; Figma 11884-16885",240
FLT-PARTS-12,C38907,https://shopview.testrail.io/index.php?/cases/view/38907,Parts Page Filters,(spec section / tech-plan only — see note),n/a — no numbered anchor exists,"NONE EXISTS — Filters has no Jira epic and no stories (verified; see FILTERS-EPIC-SEARCH.md). Stated honestly, never invented.",PRESENT + VALID in v1.6,YES,"Filters (Epic key TBD) (spec v1.6 §2 Feature Overview -> Parts Filters; §4 Key Decisions -> ""Context-specific filter sets on Parts and Reports"" + ""Multi-select where it makes sense""); Branko answers 2026-07-31 Q2/Q3/Q5/Q7; Figma 11884-16885","Filters (no Jira epic) (spec v1.6 §2 Feature Overview -> Parts Filters; §4 Key Decisions -> ""Context-specific filter sets on Parts and Reports"" + ""Multi-select where it makes sense""); Branko answers 2026-07-31 Q2/Q3/Q5/Q7; Figma 11884-16885",240
FLT-PARTS-13,C38908,https://shopview.testrail.io/index.php?/cases/view/38908,Parts Page Filters,(spec section / tech-plan only — see note),n/a — no numbered anchor exists,"NONE EXISTS — Filters has no Jira epic and no stories (verified; see FILTERS-EPIC-SEARCH.md). Stated honestly, never invented.",PRESENT + VALID in v1.6,YES,"Filters (Epic key TBD) (spec v1.6 §2 Parts Filters + Reports Filters); Branko answers 2026-07-31 Q3 (""support all the filters we have right now in the app as well as all choices per filter""); tech plan 2026-07-29 rollout rule","Filters (no Jira epic) (spec v1.6 §2 Parts Filters + Reports Filters); Branko answers 2026-07-31 Q3 (""support all the filters we have right now in the app as well as all choices per filter""); tech plan 2026-07-29 rollout rule",225
FLT-RPTS-01,C38909,https://shopview.testrail.io/index.php?/cases/view/38909,Reports Page Filters,(spec section / tech-plan only — see note),n/a — no numbered anchor exists,"NONE EXISTS — Filters has no Jira epic and no stories (verified; see FILTERS-EPIC-SEARCH.md). Stated honestly, never invented.",PRESENT + VALID in v1.6,YES,"Filters (Epic key TBD) (spec v1.6 §2 Reports Filters; §4 Key Decisions ""New date-range filter type"" + ""Multi-select where it makes sense""); Branko answers 2026-07-31 Q2/Q3/Q5/Q7; Figma 11903-10573","Filters (no Jira epic) (spec v1.6 §2 Reports Filters; §4 Key Decisions ""New date-range filter type"" + ""Multi-select where it makes sense""); Branko answers 2026-07-31 Q2/Q3/Q5/Q7; Figma 11903-10573",196
FLT-RPTS-21,C38910,https://shopview.testrail.io/index.php?/cases/view/38910,Reports Page Filters,(spec section / tech-plan only — see note),n/a — no numbered anchor exists,"NONE EXISTS — Filters has no Jira epic and no stories (verified; see FILTERS-EPIC-SEARCH.md). Stated honestly, never invented.",PRESENT + VALID in v1.6,YES,"Filters (Epic key TBD) (spec v1.6 §2 Reports Filters; §4 Key Decisions ""New date-range filter type"" + ""Multi-select where it makes sense""); Branko answers 2026-07-31 Q2/Q3/Q5/Q7; Figma 11903-10573","Filters (no Jira epic) (spec v1.6 §2 Reports Filters; §4 Key Decisions ""New date-range filter type"" + ""Multi-select where it makes sense""); Branko answers 2026-07-31 Q2/Q3/Q5/Q7; Figma 11903-10573",196
FLT-RPTS-22,C38911,https://shopview.testrail.io/index.php?/cases/view/38911,Reports Page Filters,(spec section / tech-plan only — see note),n/a — no numbered anchor exists,"NONE EXISTS — Filters has no Jira epic and no stories (verified; see FILTERS-EPIC-SEARCH.md). Stated honestly, never invented.",PRESENT + VALID in v1.6,YES,"Filters (Epic key TBD) (spec v1.6 §2 Reports Filters; §4 ""Multi-select where it makes sense""); Branko answers 2026-07-31 Q3/Q5 + Q4 (pointer only - the 6 new types are not enumerated in v1.6; see DELTAS.md F1); Figma 11903-10573","Filters (no Jira epic) (spec v1.6 §2 Reports Filters; §4 ""Multi-select where it makes sense""); Branko answers 2026-07-31 Q3/Q5 + Q4 (pointer only - the 6 new types are not enumerated in v1.6; see DELTAS.md F1); Figma 11903-10573",228
FLT-RPTS-23,C38882,https://shopview.testrail.io/index.php?/cases/view/38882,Reports Page Filters,(spec section / tech-plan only — see note),n/a — no numbered anchor exists,"NONE EXISTS — Filters has no Jira epic and no stories (verified; see FILTERS-EPIC-SEARCH.md). Stated honestly, never invented.",PRESENT + VALID in v1.6,YES,"Filters (Epic key TBD) (spec v1.6 §4 ""New date-range filter type""; §2 Reports Filters - start/end picker; no presets; no default; applies on the second date); Branko answers 2026-07-31 Q5; tech plan 2026-07-29 D19","Filters (no Jira epic) (spec v1.6 §4 ""New date-range filter type""; §2 Reports Filters - start/end picker; no presets; no default; applies on the second date); Branko answers 2026-07-31 Q5; tech plan 2026-07-29 D19",213
FLT-PSRCH-01,C38883,https://shopview.testrail.io/index.php?/cases/view/38883,Page Search Toolbar,S13-R1;S13-R9;S13-R12;S13-R15,YES,"NONE EXISTS — Filters has no Jira epic and no stories (verified; see FILTERS-EPIC-SEARCH.md). Stated honestly, never invented.",PRESENT + VALID in v1.6,YES,Filters epic (key TBD) (S13-R1 (placement in the toolbar action group); S13-R9 (scoped to this table only); S13-R12; S13-R15 (blur rules)) [spec v1.6 2026-07-28],Filters (no Jira epic) (S13-R1 (placement in the toolbar action group); S13-R9 (scoped to this table only); S13-R12; S13-R15 (blur rules)) [spec v1.6 2026-07-28],161
FLT-PSRCH-02,C38884,https://shopview.testrail.io/index.php?/cases/view/38884,Page Search Toolbar,S13-R10;S13-R13;S8-R5,YES,"NONE EXISTS — Filters has no Jira epic and no stories (verified; see FILTERS-EPIC-SEARCH.md). Stated honestly, never invented.",PRESENT + VALID in v1.6,YES,Filters epic (key TBD) (S13-R10 (search and filters are additive); S13-R13 (each cleared independently); S8-R5) [spec v1.6 2026-07-28],Filters (no Jira epic) (S13-R10 (search and filters are additive); S13-R13 (each cleared independently); S8-R5) [spec v1.6 2026-07-28],134
FLT-PSRCH-03,C38886,https://shopview.testrail.io/index.php?/cases/view/38886,Page Search Toolbar,S13-R14;S13-R25;S13-N4;S10-R5,YES,"NONE EXISTS — Filters has no Jira epic and no stories (verified; see FILTERS-EPIC-SEARCH.md). Stated honestly, never invented.",PRESENT + VALID in v1.6,YES,Filters epic (key TBD) (S13-R14 (retained for the browser tab session); S13-R25 (never stored against the account; each tab independent); S13-N4 (not restored on a later visit); S10-R5) [spec v1.6 2026-07-28],Filters (no Jira epic) (S13-R14 (retained for the browser tab session); S13-R25 (never stored against the account; each tab independent); S13-N4 (not restored on a later visit); S10-R5) [spec v1.6 2026-07-28],208
FLT-PSRCH-04,C38888,https://shopview.testrail.io/index.php?/cases/view/38888,Page Search Toolbar,S11-R4;S11-R5;S11-N2;S11-R8,YES,"NONE EXISTS — Filters has no Jira epic and no stories (verified; see FILTERS-EPIC-SEARCH.md). Stated honestly, never invented.",PRESENT + VALID in v1.6,YES,Filters epic (key TBD) (S11-R4 (query reflected in the URL); S11-R5 (URL query pre-applied with the control filled); S11-N2 (malformed query ignored with no error); S11-R8 (rationale: no saved value to overwrite)) [spec v1.6 2026-07-28],Filters (no Jira epic) (S11-R4 (query reflected in the URL); S11-R5 (URL query pre-applied with the control filled); S11-N2 (malformed query ignored with no error); S11-R8 (rationale: no saved value to overwrite)) [spec v1.6 2026-07-28],236
FLT-PSRCH-05,C38889,https://shopview.testrail.io/index.php?/cases/view/38889,Page Search Toolbar,S13-R16;S13-R17;S13-R18;S13-R19;S13-R20;S12-R5,YES,"NONE EXISTS — Filters has no Jira epic and no stories (verified; see FILTERS-EPIC-SEARCH.md). Stated honestly, never invented.",PRESENT + VALID in v1.6,YES,"Filters epic (key TBD) (S13-R16 (inline expansion with no modal); S13-R17 (field fills the remaining width); S13-R18 (CTA hug width); S13-R19 (2+ icon actions -> ""more"" kebab); S13-R20 (no active-query indicator); S12-R5) [spec v1.6 2026-07-28]","Filters (no Jira epic) (S13-R16 (inline expansion with no modal); S13-R17 (field fills the remaining width); S13-R18 (CTA hug width); S13-R19 (2+ icon actions -> ""more"" kebab); S13-R20 (no active-query indicator); S12-R5) [spec v1.6 2026-07-28]",244
FLT-PSRCH-06,C38891,https://shopview.testrail.io/index.php?/cases/view/38891,Page Search Toolbar,S14-R6;S14-R5;S13-R22;S14-N1,YES,"NONE EXISTS — Filters has no Jira epic and no stories (verified; see FILTERS-EPIC-SEARCH.md). Stated honestly, never invented.",PRESENT + VALID in v1.6,YES,Filters epic (key TBD) (S14-R6 (audit: 42 surfaces across 39 components; Work Order Parts excluded); S14-R5 (app-wide sweep); S13-R22 (every table carries a search control); S14-N1 (verify once at the end)) [spec v1.6 2026-07-28],Filters (no Jira epic) (S14-R6 (audit: 42 surfaces across 39 components; Work Order Parts excluded); S14-R5 (app-wide sweep); S13-R22 (every table carries a search control); S14-N1 (verify once at the end)) [spec v1.6 2026-07-28],229
FLT-PSRCH-07,C38893,https://shopview.testrail.io/index.php?/cases/view/38893,Page Search Toolbar,S14-R1;S14-R2;S14-R4;S14-R5,YES,"NONE EXISTS — Filters has no Jira epic and no stories (verified; see FILTERS-EPIC-SEARCH.md). Stated honestly, never invented.",PRESENT + VALID in v1.6,YES,Filters epic (key TBD) (S14-R1 (navigational results only); S14-R2 (the page-filtering code path is removed rather than dormant); S14-R4 (the list is left untouched); S14-R5) [spec v1.6 2026-07-28],Filters (no Jira epic) (S14-R1 (navigational results only); S14-R2 (the page-filtering code path is removed rather than dormant); S14-R4 (the list is left untouched); S14-R5) [spec v1.6 2026-07-28],197
FLT-PSRCH-08,C38898,https://shopview.testrail.io/index.php?/cases/view/38898,Page Search Toolbar,S13-R2;S13-R3;S13-R4;S13-R5;S13-R6;S13-R8,YES,"NONE EXISTS — Filters has no Jira epic and no stories (verified; see FILTERS-EPIC-SEARCH.md). Stated honestly, never invented.",PRESENT + VALID in v1.6,YES,"Filters epic (key TBD) (S13-R2 (default text button); S13-R3 (hover fill); S13-R4 (expands in place at 180px); S13-R5 (placeholder ""Type to search""); S13-R6 (typed text + X-circle clear); S13-R8 (long queries scroll)) [spec v1.6 2026-07-28]","Filters (no Jira epic) (S13-R2 (default text button); S13-R3 (hover fill); S13-R4 (expands in place at 180px); S13-R5 (placeholder ""Type to search""); S13-R6 (typed text + X-circle clear); S13-R8 (long queries scroll)) [spec v1.6 2026-07-28]",240
