internal_id,testrail_case_id,testrail_link,area,title,title_len,d1_useful,d1_tier,d1_merge_group,d1_merge_survivor,d1_reason,d1_source,d2_makes_sense,d2_reason,d3_genuine,d3_ticket,d3_layman_runnable
FLT-ADV-04,C29585,https://shopview.testrail.io/index.php?/cases/view/29585,Service Advisor Filter,Clear selection in the Service Advisor dropdown removes all selected advisors,77,MERGE,T2,MG1-CLEAR-SELECTION,FLT-CHIP-05,Absorbed into FLT-CHIP-05 (C29599): same behaviour/component re-authored per entity — runs in one sitting on the same screen; the survivor gains this case's checks.,carried forward from the 2026-07-31 usefulness audit,SENSIBLE,"Cold-read PASS (full body read this pass): preconditions reachable and seeding stated where needed, steps executable in the order given, expected follows from the steps, no internal contradiction, every control traceable to the v1.6 spec or the captured design (anything unpinned is explicitly hedged), and pass/fail is observable.",YES — S5-R5;S8-R2 (YES),no Jira ticket exists for Filters (stated - never invented),YES — plain wording; no internal ids / spec anchors / Jira keys / VIU jargon in any tester-facing field; numbered preconditions+steps+expected 1..n; title 77 chars (<=80)
FLT-ADV-05,C29586,https://shopview.testrail.io/index.php?/cases/view/29586,Service Advisor Filter,Clicking outside the Service Advisor dropdown closes it,55,MERGE,T2,MG2-CLICK-OUTSIDE,FLT-STAT-05,Absorbed into FLT-STAT-05 (C29564): same behaviour/component re-authored per entity — runs in one sitting on the same screen; the survivor gains this case's checks.,carried forward from the 2026-07-31 usefulness audit,SENSIBLE,"Cold-read PASS (full body read this pass): preconditions reachable and seeding stated where needed, steps executable in the order given, expected follows from the steps, no internal contradiction, every control traceable to the v1.6 spec or the captured design (anything unpinned is explicitly hedged), and pass/fail is observable.",YES — S5-R6 (YES),no Jira ticket exists for Filters (stated - never invented),YES — plain wording; no internal ids / spec anchors / Jira keys / VIU jargon in any tester-facing field; numbered preconditions+steps+expected 1..n; title 55 chars (<=80)
FLT-ADV-06,C29587,https://shopview.testrail.io/index.php?/cases/view/29587,Service Advisor Filter,Selecting an advisor with no assigned work orders shows the empty state,71,MERGE,T2,MG3-EMPTY-STATE,FLT-EMPTY-01,Absorbed into FLT-EMPTY-01 (C29606): same behaviour/component re-authored per entity — runs in one sitting on the same screen; the survivor gains this case's checks.,carried forward from the 2026-07-31 usefulness audit,SENSIBLE,"Cold-read PASS (full body read this pass): preconditions reachable and seeding stated where needed, steps executable in the order given, expected follows from the steps, no internal contradiction, every control traceable to the v1.6 spec or the captured design (anything unpinned is explicitly hedged), and pass/fail is observable.",YES — S5-N1;S8-R3 (YES),no Jira ticket exists for Filters (stated - never invented),YES — plain wording; no internal ids / spec anchors / Jira keys / VIU jargon in any tester-facing field; numbered preconditions+steps+expected 1..n; title 71 chars (<=80)
FLT-ADV-07,C29588,https://shopview.testrail.io/index.php?/cases/view/29588,Service Advisor Filter,A deactivated advisor does not appear in the Service Advisor filter list,72,MERGE,T2,MG8-DEACTIVATED-STAFF,FLT-TECH-07,Absorbed into FLT-TECH-07 (C29581): same behaviour/component re-authored per entity — runs in one sitting on the same screen; the survivor gains this case's checks.,carried forward from the 2026-07-31 usefulness audit,SENSIBLE,"Cold-read PASS (full body read this pass): preconditions reachable and seeding stated where needed, steps executable in the order given, expected follows from the steps, no internal contradiction, every control traceable to the v1.6 spec or the captured design (anything unpinned is explicitly hedged), and pass/fail is observable.",YES — S5-E1 (YES),no Jira ticket exists for Filters (stated - never invented),YES — plain wording; no internal ids / spec anchors / Jira keys / VIU jargon in any tester-facing field; numbered preconditions+steps+expected 1..n; title 72 chars (<=80)
FLT-ASSET-01,C29589,https://shopview.testrail.io/index.php?/cases/view/29589,Asset on Site Filter,Asset on site chip opens a dropdown with Yes and No plus Clear selection,72,KEEP,T2,,,Yes/No dropdown composition — dropdown-not-toggle was an explicit product decision (spec §4).,carried forward from the 2026-07-31 usefulness audit,SENSIBLE,"Cold-read PASS (full body read this pass): preconditions reachable and seeding stated where needed, steps executable in the order given, expected follows from the steps, no internal contradiction, every control traceable to the v1.6 spec or the captured design (anything unpinned is explicitly hedged), and pass/fail is observable.",YES — S6-R1 (YES),no Jira ticket exists for Filters (stated - never invented),YES — plain wording; no internal ids / spec anchors / Jira keys / VIU jargon in any tester-facing field; numbered preconditions+steps+expected 1..n; title 72 chars (<=80)
FLT-ASSET-02,C29590,https://shopview.testrail.io/index.php?/cases/view/29590,Asset on Site Filter,Choosing Yes shows only work orders whose asset is on site,58,KEEP,T1,,,On-site = Yes filtering against the real on-site data field (data source flagged OQ-6).,carried forward from the 2026-07-31 usefulness audit,SENSIBLE,"Cold-read PASS (full body read this pass): preconditions reachable and seeding stated where needed, steps executable in the order given, expected follows from the steps, no internal contradiction, every control traceable to the v1.6 spec or the captured design (anything unpinned is explicitly hedged), and pass/fail is observable.",YES — S6-R2 (YES),no Jira ticket exists for Filters (stated - never invented),YES — plain wording; no internal ids / spec anchors / Jira keys / VIU jargon in any tester-facing field; numbered preconditions+steps+expected 1..n; title 58 chars (<=80)
FLT-ASSET-03,C29591,https://shopview.testrail.io/index.php?/cases/view/29591,Asset on Site Filter,Asset on site is single-select: choosing the other option replaces the first,76,KEEP,T1,,,Single-select replacement semantics — this chip alone replaces rather than accumulates selections.,carried forward from the 2026-07-31 usefulness audit,SENSIBLE,"Cold-read PASS (full body read this pass): preconditions reachable and seeding stated where needed, steps executable in the order given, expected follows from the steps, no internal contradiction, every control traceable to the v1.6 spec or the captured design (anything unpinned is explicitly hedged), and pass/fail is observable.",YES — S6-R3 (YES),no Jira ticket exists for Filters (stated - never invented),YES — plain wording; no internal ids / spec anchors / Jira keys / VIU jargon in any tester-facing field; numbered preconditions+steps+expected 1..n; title 76 chars (<=80)
FLT-ASSET-04,C29592,https://shopview.testrail.io/index.php?/cases/view/29592,Asset on Site Filter,Clear selection in the Asset on site dropdown removes the filter,64,MERGE,T2,MG1-CLEAR-SELECTION,FLT-CHIP-05,Absorbed into FLT-CHIP-05 (C29599): same behaviour/component re-authored per entity — runs in one sitting on the same screen; the survivor gains this case's checks.,carried forward from the 2026-07-31 usefulness audit,SENSIBLE,"Cold-read PASS (full body read this pass): preconditions reachable and seeding stated where needed, steps executable in the order given, expected follows from the steps, no internal contradiction, every control traceable to the v1.6 spec or the captured design (anything unpinned is explicitly hedged), and pass/fail is observable.",YES — S6-R4;S8-R2 (YES),no Jira ticket exists for Filters (stated - never invented),YES — plain wording; no internal ids / spec anchors / Jira keys / VIU jargon in any tester-facing field; numbered preconditions+steps+expected 1..n; title 64 chars (<=80)
FLT-ASSET-05,C29593,https://shopview.testrail.io/index.php?/cases/view/29593,Asset on Site Filter,Clicking outside the Asset on site dropdown closes it,53,MERGE,T2,MG2-CLICK-OUTSIDE,FLT-STAT-05,Absorbed into FLT-STAT-05 (C29564): same behaviour/component re-authored per entity — runs in one sitting on the same screen; the survivor gains this case's checks.,carried forward from the 2026-07-31 usefulness audit,SENSIBLE,"Cold-read PASS (full body read this pass): preconditions reachable and seeding stated where needed, steps executable in the order given, expected follows from the steps, no internal contradiction, every control traceable to the v1.6 spec or the captured design (anything unpinned is explicitly hedged), and pass/fail is observable.",YES — S6-R5 (YES),no Jira ticket exists for Filters (stated - never invented),YES — plain wording; no internal ids / spec anchors / Jira keys / VIU jargon in any tester-facing field; numbered preconditions+steps+expected 1..n; title 53 chars (<=80)
FLT-ASSET-06,C29594,https://shopview.testrail.io/index.php?/cases/view/29594,Asset on Site Filter,An Asset on site choice that matches no work orders shows the empty state,73,MERGE,T2,MG3-EMPTY-STATE,FLT-EMPTY-01,Absorbed into FLT-EMPTY-01 (C29606): same behaviour/component re-authored per entity — runs in one sitting on the same screen; the survivor gains this case's checks.,carried forward from the 2026-07-31 usefulness audit,SENSIBLE,"Cold-read PASS (full body read this pass): preconditions reachable and seeding stated where needed, steps executable in the order given, expected follows from the steps, no internal contradiction, every control traceable to the v1.6 spec or the captured design (anything unpinned is explicitly hedged), and pass/fail is observable.",YES — S6-N1;S8-R3 (YES),no Jira ticket exists for Filters (stated - never invented),YES — plain wording; no internal ids / spec anchors / Jira keys / VIU jargon in any tester-facing field; numbered preconditions+steps+expected 1..n; title 73 chars (<=80)
FLT-ASSET-07,C38878,https://shopview.testrail.io/index.php?/cases/view/38878,Asset on Site Filter,Choosing No shows only work orders whose asset is not on site,61,KEEP,T1,,,The brand-new 'No' backend path engineering explicitly flags for functional verification (tech plan G4/4-1.6) — regression-watch.,carried forward from the 2026-07-31 usefulness audit,SENSIBLE,"Cold-read PASS (full body read this pass): preconditions reachable and seeding stated where needed, steps executable in the order given, expected follows from the steps, no internal contradiction, every control traceable to the v1.6 spec or the captured design (anything unpinned is explicitly hedged), and pass/fail is observable.",YES — S6-R2 (YES),no Jira ticket exists for Filters (stated - never invented),YES — plain wording; no internal ids / spec anchors / Jira keys / VIU jargon in any tester-facing field; numbered preconditions+steps+expected 1..n; title 61 chars (<=80)
FLT-CHIP-01,C29595,https://shopview.testrail.io/index.php?/cases/view/29595,Active Filter Chips and Clear Filters,A chip with a selected value turns blue and shows the value,59,KEEP,T2,,,Active-chip state contract — chip turns blue and displays the selected value; the at-a-glance feedback the whole bar is for.,carried forward from the 2026-07-31 usefulness audit,SENSIBLE,"Cold-read PASS (full body read this pass): preconditions reachable and seeding stated where needed, steps executable in the order given, expected follows from the steps, no internal contradiction, every control traceable to the v1.6 spec or the captured design (anything unpinned is explicitly hedged), and pass/fail is observable.",YES — S7-R1 (YES),no Jira ticket exists for Filters (stated - never invented),YES — plain wording; no internal ids / spec anchors / Jira keys / VIU jargon in any tester-facing field; numbered preconditions+steps+expected 1..n; title 59 chars (<=80)
FLT-CHIP-02,C29596,https://shopview.testrail.io/index.php?/cases/view/29596,Active Filter Chips and Clear Filters,A chip with several values shows the first ones and shortens the rest,69,KEEP,T2,,,"Multi-value chip label composition (list+ellipsis vs count — spec-vs-design flagged, to pin at VIU).",carried forward from the 2026-07-31 usefulness audit,SENSIBLE,"Cold-read PASS (full body read this pass): preconditions reachable and seeding stated where needed, steps executable in the order given, expected follows from the steps, no internal contradiction, every control traceable to the v1.6 spec or the captured design (anything unpinned is explicitly hedged), and pass/fail is observable.",YES — S7-R2 (YES),no Jira ticket exists for Filters (stated - never invented),YES — plain wording; no internal ids / spec anchors / Jira keys / VIU jargon in any tester-facing field; numbered preconditions+steps+expected 1..n; title 69 chars (<=80)
FLT-CHIP-03,C29597,https://shopview.testrail.io/index.php?/cases/view/29597,Active Filter Chips and Clear Filters,'Clear filters' shows right of the chips only when a filter is active,69,KEEP,T2,,,'Clear filters' appears only when at least one filter is active — presence/absence both asserted in one case.,carried forward from the 2026-07-31 usefulness audit,SENSIBLE,"Cold-read PASS (full body read this pass): preconditions reachable and seeding stated where needed, steps executable in the order given, expected follows from the steps, no internal contradiction, every control traceable to the v1.6 spec or the captured design (anything unpinned is explicitly hedged), and pass/fail is observable.",YES — S7-R3;S7-N1;S8-N1 (YES),no Jira ticket exists for Filters (stated - never invented),YES — plain wording; no internal ids / spec anchors / Jira keys / VIU jargon in any tester-facing field; numbered preconditions+steps+expected 1..n; title 69 chars (<=80)
FLT-CHIP-04,C29598,https://shopview.testrail.io/index.php?/cases/view/29598,Active Filter Chips and Clear Filters,'Clear filters' removes every active filter and resets all chips,64,KEEP,T1,,,One-click clear-all contract across every active filter.,carried forward from the 2026-07-31 usefulness audit,SENSIBLE,"Cold-read PASS (full body read this pass): preconditions reachable and seeding stated where needed, steps executable in the order given, expected follows from the steps, no internal contradiction, every control traceable to the v1.6 spec or the captured design (anything unpinned is explicitly hedged), and pass/fail is observable.",YES — S8-R1;S13-R13 (YES),no Jira ticket exists for Filters (stated - never invented),YES — plain wording; no internal ids / spec anchors / Jira keys / VIU jargon in any tester-facing field; numbered preconditions+steps+expected 1..n; title 64 chars (<=80)
FLT-CHIP-05,C29599,https://shopview.testrail.io/index.php?/cases/view/29599,Active Filter Chips and Clear Filters,'Clear selection' in one dropdown clears only that filter,57,KEEP,T1,MG1-CLEAR-SELECTION,FLT-CHIP-05,Per-dropdown 'Clear selection' clears ONLY its own filter; survivor of MG1 (gains the five per-chip twins as a check table).,carried forward from the 2026-07-31 usefulness audit,SENSIBLE,"Cold-read PASS (full body read this pass): preconditions reachable and seeding stated where needed, steps executable in the order given, expected follows from the steps, no internal contradiction, every control traceable to the v1.6 spec or the captured design (anything unpinned is explicitly hedged), and pass/fail is observable.",YES — S8-R2 (YES),no Jira ticket exists for Filters (stated - never invented),YES — plain wording; no internal ids / spec anchors / Jira keys / VIU jargon in any tester-facing field; numbered preconditions+steps+expected 1..n; title 57 chars (<=80)
FLT-CHIP-06,C29600,https://shopview.testrail.io/index.php?/cases/view/29600,Active Filter Chips and Clear Filters,Status and Customer filters together show only work orders matching both,72,KEEP,T1,,,AND-across-filters combination semantics — the load-bearing multi-criteria contract of the whole feature.,carried forward from the 2026-07-31 usefulness audit,SENSIBLE,"Cold-read PASS (full body read this pass): preconditions reachable and seeding stated where needed, steps executable in the order given, expected follows from the steps, no internal contradiction, every control traceable to the v1.6 spec or the captured design (anything unpinned is explicitly hedged), and pass/fail is observable.",YES — S8-R3 (YES),no Jira ticket exists for Filters (stated - never invented),YES — plain wording; no internal ids / spec anchors / Jira keys / VIU jargon in any tester-facing field; numbered preconditions+steps+expected 1..n; title 72 chars (<=80)
FLT-EMPTY-01,C29606,https://shopview.testrail.io/index.php?/cases/view/29606,Empty State,A filter combination with no matches shows a no-results empty state,67,KEEP,T1,MG3-EMPTY-STATE,FLT-EMPTY-01,"The filtered empty state (message, no error, not a bare grid); survivor of MG3 (gains the single-filter empty legs).",carried forward from the 2026-07-31 usefulness audit,SENSIBLE,"Cold-read PASS (full body read this pass): preconditions reachable and seeding stated where needed, steps executable in the order given, expected follows from the steps, no internal contradiction, every control traceable to the v1.6 spec or the captured design (anything unpinned is explicitly hedged), and pass/fail is observable.",YES — S8-R3 (YES),no Jira ticket exists for Filters (stated - never invented),YES — plain wording; no internal ids / spec anchors / Jira keys / VIU jargon in any tester-facing field; numbered preconditions+steps+expected 1..n; title 67 chars (<=80)
FLT-EMPTY-02,C29607,https://shopview.testrail.io/index.php?/cases/view/29607,Empty State,The filtered empty state offers a way to clear the filters,58,KEEP,T1,,,"The empty state's clear-filters escape action — a distinct interactive contract (S8-R4), not just display.",carried forward from the 2026-07-31 usefulness audit,SENSIBLE,"Cold-read PASS (full body read this pass): preconditions reachable and seeding stated where needed, steps executable in the order given, expected follows from the steps, no internal contradiction, every control traceable to the v1.6 spec or the captured design (anything unpinned is explicitly hedged), and pass/fail is observable.",YES — S8-R4;S8-R5 (YES),no Jira ticket exists for Filters (stated - never invented),YES — plain wording; no internal ids / spec anchors / Jira keys / VIU jargon in any tester-facing field; numbered preconditions+steps+expected 1..n; title 58 chars (<=80)
FLT-EMPTY-03,C38897,https://shopview.testrail.io/index.php?/cases/view/38897,Empty State,"When filters and a search find nothing, each can be cleared on its own",70,KEEP,T1,,,"The v1.6 S8-R3/R4/R5 both-active empty state: message must name filters AND search, and each must clear independently. Not covered by FLT-EMPTY-01/02 (filters-only).",DERIVED this pass (case authored after the previous audit),SENSIBLE,"Cold-read PASS (full body read this pass): preconditions reachable and seeding stated where needed, steps executable in the order given, expected follows from the steps, no internal contradiction, every control traceable to the v1.6 spec or the captured design (anything unpinned is explicitly hedged), and pass/fail is observable.",YES — S8-R3;S8-R4;S8-R5;S13-N1;S13-N2 (YES),no Jira ticket exists for Filters (stated - never invented),YES — plain wording; no internal ids / spec anchors / Jira keys / VIU jargon in any tester-facing field; numbered preconditions+steps+expected 1..n; title 70 chars (<=80)
FLT-TAB-01,C29608,https://shopview.testrail.io/index.php?/cases/view/29608,Tab Behaviour,"The All tab shows all five filter chips, all working",52,MERGE,T2,MG10-ALLTAB-COMPOSITION,FLT-BAR-02,Absorbed into FLT-BAR-02 (C29558): same behaviour/component re-authored per entity — runs in one sitting on the same screen; the survivor gains this case's checks.,carried forward from the 2026-07-31 usefulness audit,SENSIBLE,"Cold-read PASS (full body read this pass): preconditions reachable and seeding stated where needed, steps executable in the order given, expected follows from the steps, no internal contradiction, every control traceable to the v1.6 spec or the captured design (anything unpinned is explicitly hedged), and pass/fail is observable.",YES — S9-R1 (YES),no Jira ticket exists for Filters (stated - never invented),YES — plain wording; no internal ids / spec anchors / Jira keys / VIU jargon in any tester-facing field; numbered preconditions+steps+expected 1..n; title 52 chars (<=80)
FLT-TAB-02,C29609,https://shopview.testrail.io/index.php?/cases/view/29609,Tab Behaviour,Estimates tab: Status chip greyed out and pre-filled; other four still work,75,KEEP,T1,MG11-PREFILTERED-TABS,FLT-TAB-02,"Pre-filtered tab contract — greyed pre-filled Status chip per Branko's 2026-07-17 ruling, other chips narrow on top; survivor of MG11 (gains the Completed twin).",carried forward from the 2026-07-31 usefulness audit,SENSIBLE,"Cold-read PASS (full body read this pass): preconditions reachable and seeding stated where needed, steps executable in the order given, expected follows from the steps, no internal contradiction, every control traceable to the v1.6 spec or the captured design (anything unpinned is explicitly hedged), and pass/fail is observable.",YES — S9-R2;S2-N1 (YES),no Jira ticket exists for Filters (stated - never invented),YES — plain wording; no internal ids / spec anchors / Jira keys / VIU jargon in any tester-facing field; numbered preconditions+steps+expected 1..n; title 75 chars (<=80)
FLT-TAB-03,C29610,https://shopview.testrail.io/index.php?/cases/view/29610,Tab Behaviour,Completed tab: Status chip greyed out and pre-filled; other four still work,75,MERGE,T2,MG11-PREFILTERED-TABS,FLT-TAB-02,Absorbed into FLT-TAB-02 (C29609): same behaviour/component re-authored per entity — runs in one sitting on the same screen; the survivor gains this case's checks.,carried forward from the 2026-07-31 usefulness audit,SENSIBLE,"Cold-read PASS (full body read this pass): preconditions reachable and seeding stated where needed, steps executable in the order given, expected follows from the steps, no internal contradiction, every control traceable to the v1.6 spec or the captured design (anything unpinned is explicitly hedged), and pass/fail is observable.",YES — S9-R3;S2-N2 (YES),no Jira ticket exists for Filters (stated - never invented),YES — plain wording; no internal ids / spec anchors / Jira keys / VIU jargon in any tester-facing field; numbered preconditions+steps+expected 1..n; title 75 chars (<=80)
FLT-TAB-04,C29611,https://shopview.testrail.io/index.php?/cases/view/29611,Tab Behaviour,My Work Orders tab shows all five filters and they narrow that list,67,KEEP,T1,,,My Work Orders scope contract — filters narrow the user-scoped list and never widen it to other users' work orders.,carried forward from the 2026-07-31 usefulness audit,SENSIBLE,"Cold-read PASS (full body read this pass): preconditions reachable and seeding stated where needed, steps executable in the order given, expected follows from the steps, no internal contradiction, every control traceable to the v1.6 spec or the captured design (anything unpinned is explicitly hedged), and pass/fail is observable.",YES — S9-R4 (YES),no Jira ticket exists for Filters (stated - never invented),YES — plain wording; no internal ids / spec anchors / Jira keys / VIU jargon in any tester-facing field; numbered preconditions+steps+expected 1..n; title 67 chars (<=80)
FLT-TAB-05,C29612,https://shopview.testrail.io/index.php?/cases/view/29612,Tab Behaviour,A Status choice is kept while you switch tabs and comes back on the All tab,75,KEEP,T1,,,"Selections survive tab switching incl. the hidden-Status round trip (retained in memory, restored on All).",carried forward from the 2026-07-31 usefulness audit,SENSIBLE,"Cold-read PASS (full body read this pass): preconditions reachable and seeding stated where needed, steps executable in the order given, expected follows from the steps, no internal contradiction, every control traceable to the v1.6 spec or the captured design (anything unpinned is explicitly hedged), and pass/fail is observable.",YES — S9-R5;S9-N1;S9-R2 (YES),no Jira ticket exists for Filters (stated - never invented),YES — plain wording; no internal ids / spec anchors / Jira keys / VIU jargon in any tester-facing field; numbered preconditions+steps+expected 1..n; title 75 chars (<=80)
FLT-PERS-01,C29613,https://shopview.testrail.io/index.php?/cases/view/29613,Persistence,Leaving the page and coming back restores the filters and the bar state,71,KEEP,T1,,,Round-trip restore of filters + bar state after leaving the page — the basic persistence contract.,carried forward from the 2026-07-31 usefulness audit,SENSIBLE,"Cold-read PASS (full body read this pass): preconditions reachable and seeding stated where needed, steps executable in the order given, expected follows from the steps, no internal contradiction, every control traceable to the v1.6 spec or the captured design (anything unpinned is explicitly hedged), and pass/fail is observable.",YES — S10-R1;S1-R7 (YES),no Jira ticket exists for Filters (stated - never invented),YES — plain wording; no internal ids / spec anchors / Jira keys / VIU jargon in any tester-facing field; numbered preconditions+steps+expected 1..n; title 71 chars (<=80)
FLT-PERS-02,C29614,https://shopview.testrail.io/index.php?/cases/view/29614,Persistence,"Filters are remembered permanently, even after closing the browser",66,KEEP,T1,,,"Permanent per-account persistence (Branko ruling 2026-07-17) incl. the cross-device leg — account-level, not browser-level.",carried forward from the 2026-07-31 usefulness audit,SENSIBLE,"Cold-read PASS (full body read this pass): preconditions reachable and seeding stated where needed, steps executable in the order given, expected follows from the steps, no internal contradiction, every control traceable to the v1.6 spec or the captured design (anything unpinned is explicitly hedged), and pass/fail is observable.",YES — S10-R2;S10-R3;S10-R1 (YES),no Jira ticket exists for Filters (stated - never invented),YES — plain wording; no internal ids / spec anchors / Jira keys / VIU jargon in any tester-facing field; numbered preconditions+steps+expected 1..n; title 66 chars (<=80)
FLT-PERS-03,C29615,https://shopview.testrail.io/index.php?/cases/view/29615,Persistence,Saved filters are per user: one user's filters do not appear for another user,77,KEEP,T1,,,Per-user isolation of saved filters — one user's filters leaking to another is a real (privacy-adjacent) bug.,carried forward from the 2026-07-31 usefulness audit,SENSIBLE,"Cold-read PASS (full body read this pass): preconditions reachable and seeding stated where needed, steps executable in the order given, expected follows from the steps, no internal contradiction, every control traceable to the v1.6 spec or the captured design (anything unpinned is explicitly hedged), and pass/fail is observable.",YES — S10-R3 (YES),no Jira ticket exists for Filters (stated - never invented),YES — plain wording; no internal ids / spec anchors / Jira keys / VIU jargon in any tester-facing field; numbered preconditions+steps+expected 1..n; title 77 chars (<=80)
FLT-PERS-04,C29616,https://shopview.testrail.io/index.php?/cases/view/29616,Persistence,A remembered filter value that was deleted is silently ignored,62,KEEP,T1,,,"A vanished saved value is silently dropped, valid remainder still applies — resilience of the saved state.",carried forward from the 2026-07-31 usefulness audit,SENSIBLE,"Cold-read PASS (full body read this pass): preconditions reachable and seeding stated where needed, steps executable in the order given, expected follows from the steps, no internal contradiction, every control traceable to the v1.6 spec or the captured design (anything unpinned is explicitly hedged), and pass/fail is observable.",YES — S10-N1 (YES),no Jira ticket exists for Filters (stated - never invented),YES — plain wording; no internal ids / spec anchors / Jira keys / VIU jargon in any tester-facing field; numbered preconditions+steps+expected 1..n; title 62 chars (<=80)
FLT-URL-01,C29617,https://shopview.testrail.io/index.php?/cases/view/29617,URL State and Shareable Links,Applying filters updates the page URL to reflect the active filter state,72,MERGE,T2,MG12-URL-REFLECT,FLT-URL-02,Absorbed into FLT-URL-02 (C29618): same behaviour/component re-authored per entity — runs in one sitting on the same screen; the survivor gains this case's checks.,carried forward from the 2026-07-31 usefulness audit,SENSIBLE,"Cold-read PASS (full body read this pass): preconditions reachable and seeding stated where needed, steps executable in the order given, expected follows from the steps, no internal contradiction, every control traceable to the v1.6 spec or the captured design (anything unpinned is explicitly hedged), and pass/fail is observable.",YES — S11-R1 (YES),no Jira ticket exists for Filters (stated - never invented),YES — plain wording; no internal ids / spec anchors / Jira keys / VIU jargon in any tester-facing field; numbered preconditions+steps+expected 1..n; title 72 chars (<=80)
FLT-URL-02,C29618,https://shopview.testrail.io/index.php?/cases/view/29618,URL State and Shareable Links,Opening a shared URL or bookmark loads the page with those filters on,69,KEEP,T1,MG12-URL-REFLECT,FLT-URL-02,Shared/bookmarked link opens with the filters applied — the shareable-state contract; survivor of MG12 (gains the URL-updates direction).,carried forward from the 2026-07-31 usefulness audit,SENSIBLE,"Cold-read PASS (full body read this pass): preconditions reachable and seeding stated where needed, steps executable in the order given, expected follows from the steps, no internal contradiction, every control traceable to the v1.6 spec or the captured design (anything unpinned is explicitly hedged), and pass/fail is observable.",YES — S11-R2 (YES),no Jira ticket exists for Filters (stated - never invented),YES — plain wording; no internal ids / spec anchors / Jira keys / VIU jargon in any tester-facing field; numbered preconditions+steps+expected 1..n; title 69 chars (<=80)
FLT-URL-03,C29619,https://shopview.testrail.io/index.php?/cases/view/29619,URL State and Shareable Links,A URL with a deleted filter value loads and ignores that value,62,KEEP,T1,,,A deleted value in a shared URL is ignored cleanly — distinct entry path from the saved-prefs case (FLT-PERS-04).,carried forward from the 2026-07-31 usefulness audit,SENSIBLE,"Cold-read PASS (full body read this pass): preconditions reachable and seeding stated where needed, steps executable in the order given, expected follows from the steps, no internal contradiction, every control traceable to the v1.6 spec or the captured design (anything unpinned is explicitly hedged), and pass/fail is observable.",YES — S11-R3 (YES),no Jira ticket exists for Filters (stated - never invented),YES — plain wording; no internal ids / spec anchors / Jira keys / VIU jargon in any tester-facing field; numbered preconditions+steps+expected 1..n; title 62 chars (<=80)
FLT-URL-04,C29620,https://shopview.testrail.io/index.php?/cases/view/29620,URL State and Shareable Links,A broken filter URL loads the page with no filters and no error,63,KEEP,T1,,,Malformed filter URL loads unfiltered with no error (S11-N1) — hardening of a user-visible entry path.,carried forward from the 2026-07-31 usefulness audit,SENSIBLE,"Cold-read PASS (full body read this pass): preconditions reachable and seeding stated where needed, steps executable in the order given, expected follows from the steps, no internal contradiction, every control traceable to the v1.6 spec or the captured design (anything unpinned is explicitly hedged), and pass/fail is observable.",YES — S11-N1 (YES),no Jira ticket exists for Filters (stated - never invented),YES — plain wording; no internal ids / spec anchors / Jira keys / VIU jargon in any tester-facing field; numbered preconditions+steps+expected 1..n; title 63 chars (<=80)
FLT-TAB-06,C38876,https://shopview.testrail.io/index.php?/cases/view/38876,Tab Behaviour,First visit opens the Estimates tab; your last-used tab is remembered,69,KEEP,T1,,,Landing-tab default (Estimates) + last-used-tab memory; regression = wrong landing view for every user; pending Branko (engineering D10).,carried forward from the 2026-07-31 usefulness audit,SENSIBLE,"Cold-read PASS (full body read this pass): preconditions reachable and seeding stated where needed, steps executable in the order given, expected follows from the steps, no internal contradiction, every control traceable to the v1.6 spec or the captured design (anything unpinned is explicitly hedged), and pass/fail is observable.",YES — (spec section / tech-plan only — see note) (n/a — no numbered anchor exists),no Jira ticket exists for Filters (stated - never invented),YES — plain wording; no internal ids / spec anchors / Jira keys / VIU jargon in any tester-facing field; numbered preconditions+steps+expected 1..n; title 69 chars (<=80)
FLT-PERS-05,C38880,https://shopview.testrail.io/index.php?/cases/view/38880,Persistence,Each page and tab remembers its own filters separately,54,KEEP,T1,,,Per-view/per-tab state scoping (engineering D20) — regression = filters bleeding across Parts views / report tabs.,carried forward from the 2026-07-31 usefulness audit,SENSIBLE,"Cold-read PASS (full body read this pass): preconditions reachable and seeding stated where needed, steps executable in the order given, expected follows from the steps, no internal contradiction, every control traceable to the v1.6 spec or the captured design (anything unpinned is explicitly hedged), and pass/fail is observable.",YES — S10-R4 (YES),no Jira ticket exists for Filters (stated - never invented),YES — plain wording; no internal ids / spec anchors / Jira keys / VIU jargon in any tester-facing field; numbered preconditions+steps+expected 1..n; title 54 chars (<=80)
FLT-PERS-06,C38881,https://shopview.testrail.io/index.php?/cases/view/38881,Persistence,Filters saved before the redesign carry over after the update,61,KEEP,T1,,,Release-critical one-time migration — existing users must not lose pre-redesign saved filters/columns/sorting.,carried forward from the 2026-07-31 usefulness audit,SENSIBLE,"Cold-read PASS (full body read this pass): preconditions reachable and seeding stated where needed, steps executable in the order given, expected follows from the steps, no internal contradiction, every control traceable to the v1.6 spec or the captured design (anything unpinned is explicitly hedged), and pass/fail is observable.",YES — S10-R2 (YES),no Jira ticket exists for Filters (stated - never invented),YES — plain wording; no internal ids / spec anchors / Jira keys / VIU jargon in any tester-facing field; numbered preconditions+steps+expected 1..n; title 61 chars (<=80)
