spec,line_no,class,section,story,requirement_id,raw_line
SBC,592,CONTEXT-NOTE,Requirements,18,S18-R2,"> *\* Context note: the customer list is fetched on demand as the user types rather than loaded into the browser up front, so the report does not depend on the full customer list being small enough to ship to the client. The all-customers state is stored as an explicit state (S18-R4), not an enumeration of the fetched ids, so ""all customers"" — including customers not currently listed in the dropdown — can be represented without loading them.*"
SBC,593,REQ-DEF,Requirements,18,S18-R3,"- **S18-R3:** A control pinned to the top of the dropdown selects or clears every customer at once. It reads ""All customers"" when the filter is not in the all-customers state (activating it puts the filter in the all-customers state, S18-R4) and ""Clear all"" when the filter is in the all-customers state (activating it clears the selection to an empty set)."
SBC,594,REQ-DEF,Requirements,18,S18-R4,"- **S18-R4:** On first load, with no saved selection, the filter is in the all-customers state — an explicit state meaning ""all customers,"" stored as a flag rather than an enumeration of the current customer ids — and the report shows every customer. While the filter is in the all-customers state, every customer matching the other active filters is included, including any customer that appears later (S18-R8, S18-R9)."
SBC,595,REQ-DEF,Requirements,18,S18-R5,"- **S18-R5:** The report shows only the customers currently selected in the filter. The collapsed filter label reads ""All customers"" when the filter is in the all-customers state (S18-R4), ""None"" when the selection is an empty set, the customer's name when exactly one customer is selected, and ""N selected"" when more than one customer is selected (N is the number of selected customers). While the user is typing a search query in the filter, the field shows the query text instead of the summary label; the summary label returns when the query is cleared or the field loses focus."
SBC,597,CONTEXT-NOTE,Requirements,18,S18-R5,"> *\* Context note: the label no longer uses an ""N of M"" form because, with server-backed type-ahead (S18-R2), the total customer count M is not held in the browser; the all-customers state is conveyed by the ""All customers"" label driven by the explicit all-state flag (S18-R4) rather than by comparing a selected count to a total.*"
SBC,598,REQ-DEF,Requirements,18,S18-R6,"- **S18-R6:** The totals row is computed on the server over the full set of customers matching the active filters (date range, Product Type, location, and the Customer filter), not only the customers on the current page."
SBC,599,REQ-DEF,Requirements,18,S18-R7,"- **S18-R7:** Exports (CSV, PDF, Print) are generated on the server and contain exactly the customers matching the active filters — the customers selected in the Customer filter, within the active date range, Product Type, and location. When every customer is selected, the export contains the full set of customers under those filters."
SBC,600,REQ-DEF,Requirements,18,S18-R8,"- **S18-R8:** The Customer filter selection is remembered between visits (Story 6), saved as either the all-customers state (S18-R4) or an explicit set of selected customer ids. On restore: if the saved state is the all-customers state, the filter restores to the all-customers state and the report shows every customer present in the current results, including any customer that appeared since the selection was saved. If the saved state is an explicit set of ids, the saved ids are intersected with the customers present in the current results — still-present ids are re-selected, any saved id no longer present is dropped (a stale saved id never forces an empty view), and a customer that appeared since the set was saved is not auto-selected."
SBC,601,REQ-DEF,Requirements,18,S18-R9,"- **S18-R9:** When a date-range, Product Type, or location change re-loads the results, the selection reconciles against the new set of present customers: if the filter is in the all-customers state (S18-R4), it stays in the all-customers state — every present customer, including every newly-present customer, is included; otherwise the still-present selected ids are kept, ids no longer present are dropped, and newly-present customers are not added."
SBC,602,REQ-DEF,Requirements,18,S18-R10,"- **S18-R10:** If an export (CSV, PDF, or Print) is triggered while the active filters match no customers — for example, no customer is selected — the export still downloads, containing the column headers and a totals row of zeros, with no data rows and no warning."
SBC,603,REQ-DEF,Requirements,18,S18-R11,"- **S18-R11:** The Customer filter is applied on the server. Changing the selection re-fetches the matching customers as a fresh first page (customer rows are server-paginated), and the server-computed totals (S18-R6) update to the new selection."
SBC,605,LABEL,Requirements,18,,**Negative cases:**
SBC,607,REQ-DEF,Requirements,18,S18-N1,"- **S18-N1:** When no customer is selected (every customer cleared), the report shows the empty state (Story 17) and the totals row shows zeros."
SBC,609,LABEL,Requirements,18,,**Edge cases:**
SBC,611,REQ-DEF,Requirements,18,S18-E1,"- **S18-E1:** Changing the date range, Product Type, or location does not clear the Customer filter, but it re-reconciles the selection against the new results (S18-R9): in the all-selected state the view stays all-inclusive, so a customer with no data under the new filters is simply not shown and is included again once it has data; in a subset selection, a selected customer that is no longer present is dropped from the selection and must be re-selected to appear if it later returns."
SBC,613,HEADING,Requirements,19,,### Story 19: (removed — asset comparison deferred)
SBC,615,STORY-INTRO,Requirements,19,,"> *\* The side-by-side asset (vehicle) comparison that previously occupied this story has been removed from this report and deferred to a future dedicated report — see §2 Out of Scope and the §3 Key Decision ""Side-by-side asset comparison is deferred to its own report."" The story number is retained as a placeholder so the later story numbers (20, 21) and every ""See Story 20"" design reference remain stable.*"
SBC,617,HEADING,Requirements,20,,### Story 20: Visual conformance with the reports suite
SBC,619,STORY-INTRO,Requirements,20,,Make the report look and feel like the rest of the suite.
SBC,621,LABEL,Requirements,20,,**Design:** TBD **Jira:** TBD
SBC,623,CONTEXT-NOTE,Requirements,20,,> *\* Context note: the report's visual design used Technician Efficiency — the most recently updated report in the suite — as the reference. Sales By Customer is the canonical implementation of this theme; every report that adopts the theme inherits these rules.*
SBC,625,LABEL,Requirements,20,,**Prerequisites:**
SBC,627,PREREQ,Requirements,20,,- User is on the Sales By Customer report.
SBC,629,LABEL,Requirements,20,,**Requirements:**
SBC,631,REQ-DEF,Requirements,20,S20-R1,- **S20-R1:** The page has no padding.
SBC,632,REQ-DEF,Requirements,20,S20-R2,- **S20-R2:** The page background is the application's standard blue-grey (#f9fafb in light mode; the application's dark background in dark mode).
SBC,633,REQ-DEF,Requirements,20,S20-R3,"- **S20-R3:** The toolbar touches the top of the page with no gap above it, and the table reaches the left and right edges next to the side navigation."
SBC,634,REQ-DEF,Requirements,20,S20-R4,- **S20-R4:** The toolbar surface is white (#ffffff) in light mode and the application's dark surface in dark mode.
SBC,635,REQ-DEF,Requirements,20,S20-R5,"- **S20-R5:** The toolbar padding is 32px top, 24px bottom, and 2rem left and right."
SBC,636,REQ-DEF,Requirements,20,S20-R6,- **S20-R6:** The left edge of the title and the right edge of the action cluster line up with the leftmost and rightmost data-cell positions.
SBC,637,REQ-DEF,Requirements,20,S20-R7,- **S20-R7:** A 1px horizontal line in the application's standard table-header border color separates the toolbar from the column headers.
SBC,638,REQ-DEF,Requirements,20,S20-R8,"- **S20-R8:** Column-header cells and customer summary rows use the white surface (#ffffff), or the dark surface in dark mode."
SBC,639,REQ-DEF,Requirements,20,S20-R9,"- **S20-R9:** Asset rows and invoice rows use the blue-grey background (#f9fafb), or the dark background in dark mode."
SBC,640,REQ-DEF,Requirements,20,S20-R10,"- **S20-R10:** The totals row uses the white surface (#ffffff), or the dark surface in dark mode, with a top border and bold text."
SBC,642,CONTEXT-NOTE,Requirements,20,S20-R10,"> *\* Context note: the totals row was set to white on purpose, not the tinted background, to match Technician Efficiency, the suite's visual reference.*"
SBC,643,REQ-DEF,Requirements,20,S20-R11,- **S20-R11:** The pinned Subtotal cell on any row uses that row's own background — it is never a contrasting strip.
SBC,644,REQ-DEF,Requirements,20,S20-R12,"- **S20-R12:** The leftmost cell (header, body, totals) has 2rem of left padding; the rightmost cell has 2rem of right padding."
SBC,645,REQ-DEF,Requirements,20,S20-R13,- **S20-R13:** The table has no rounded corners.
SBC,646,REQ-DEF,Requirements,20,S20-R14,- **S20-R14:** The three tree levels are shown by indentation: the customer row is at the base; asset rows are indented one level (their chevron and vehicle icon sit in from the customer); invoice rows are indented one level deeper.
SBC,647,REQ-DEF,Requirements,20,S20-R15,"- **S20-R15:** The date-range picker's dropdown arrow is 24px, the same size as the other filter dropdown arrows."
SBC,648,REQ-DEF,Requirements,20,S20-R16,"- **S20-R16:** The overflow (export) menu is the leftmost control in the toolbar's action area, and is the application's standard overflow-menu control."
SBC,649,REQ-DEF,Requirements,20,S20-R17,"- **S20-R17:** When the table content does not fill the viewport, the blue-grey page background shows through below the table; there is no white strip below the table."
SBC,650,REQ-DEF,Requirements,20,S20-R18,"- **S20-R18:** In dark mode, every rule above applies with the dark equivalent of each color, and the PDF export always renders in light-mode colors regardless of the user's app mode."
SBC,651,REQ-DEF,Requirements,20,S20-R19,"- **S20-R19:** When shown (S4-R12), the Location column appears with the identifier columns on the left of the financial block, immediately after the Date column, and every row type renders it in that position; when it is hidden (a single location in scope), the surrounding columns close up with no gap. The Location filter control keeps a constant width regardless of the label it shows."
SBC,653,LABEL,Requirements,20,,**Negative cases:**
SBC,655,REQ-DEF,Requirements,20,S20-N1,- **S20-N1:** No applicable user-visible negative cases. The visual conformance rules apply whenever the report is rendered.
SBC,657,HEADING,Requirements,21,,### Story 21: Mobile usability
SBC,659,STORY-INTRO,Requirements,21,,Keep every control usable on a phone even though the table is dense.
SBC,661,LABEL,Requirements,21,,**Design:** See Story 20 **Jira:** TBD
SBC,663,LABEL,Requirements,21,,**Prerequisites:**
SBC,665,PREREQ,Requirements,21,,- User opens the report on a phone-sized viewport.
SBC,667,LABEL,Requirements,21,,**Requirements:**
SBC,669,REQ-DEF,Requirements,21,S21-R1,"- **S21-R1:** Every toolbar control — date range, Product Type, the Customer filter, location, the overflow menu, and the column selector — is visible and works on touch."
SBC,670,REQ-DEF,Requirements,21,S21-R2,"- **S21-R2:** Below a 1024px viewport width, the toolbar uses two rows: the action controls (overflow menu and column selector) on the first row, and the filter dropdowns on the second row, stacked at full width."
SBC,671,REQ-DEF,Requirements,21,S21-R3,"- **S21-R3:** At 1024px width and above, the toolbar uses the desktop single-row layout."
SBC,673,CONTEXT-NOTE,Requirements,21,S21-R3,> *\* Context note: the two-row layout keeps a filter dropdown's expand arrow from overlapping the action controls.*
SBC,674,REQ-DEF,Requirements,21,S21-R4,"- **S21-R4:** The data table scrolls sideways to show all columns, and the pinned Subtotal column stays visible during that scroll."
SBC,675,REQ-DEF,Requirements,21,S21-R5,- **S21-R5:** The chevron expand and collapse control on each row works on touch.
SBC,676,REQ-DEF,Requirements,21,S21-R6,"- **S21-R6:** The invoice number link opens the invoice in the same tab on touch, the same as on desktop."
SBC,678,HEADING,User Feedback Summary,,,## 7. User Feedback Summary
SBC,680,TABLE-ROW,User Feedback Summary,,,| Trigger | Message | Behavior |
SBC,681,TABLE-HDR,User Feedback Summary,,,| --- | --- | --- |
SBC,682,TABLE-ROW,User Feedback Summary,,,"| The filters produce no results | ""No sales data found for the selected filters."" | Inline empty-state message in the table body; persists until filters change |"
SBC,683,TABLE-ROW,User Feedback Summary,,,"| Initial data fetch fails | ""An error occurred while fetching the report data."" | Error toast, auto-fades after 5 seconds |"
SBC,684,TABLE-ROW,User Feedback Summary,,,"| CSV export fails | ""CSV export failed."" | Error toast, dismissed by the user |"
SBC,685,TABLE-ROW,User Feedback Summary,,,"| PDF download fails | ""PDF export failed."" | Error toast, dismissed by the user |"
SBC,686,TABLE-ROW,User Feedback Summary,,,"| An export (CSV or PDF, Summary or Expanded) exceeds the 10,000-row cap | ""This export is too large to generate. Narrow the date range or filters, then try again."" | Error toast, dismissed by the user; no file is generated and no download starts |"
SBC,687,TABLE-ROW,User Feedback Summary,,,| A CSV download starts | (no toast) | That overflow-menu item shows a loading state until the download resolves |
SBC,688,TABLE-ROW,User Feedback Summary,,,| A PDF download starts | (no toast) | That overflow-menu item shows a loading state until the download resolves |
SBC,690,HEADING,Change Log,,,## 8. Change Log
SBC,692,TABLE-HDR,Change Log,,,| Date | Reporter | Change |
SBC,693,TABLE-HDR,Change Log,,,| --- | --- | --- |
SBC,694,CHANGELOG-ROW,Change Log,,,"| 2026-07-07 | @claude | Full rewrite against a ground-truth code verification of the current suite build. Added Story 4 (location filter) and Story 6 (remember filters and view between visits). Corrected Product Type wording to ""Parts & Service / Parts only / Service only."" Corrected report access to a dedicated Sales By Customer view permission. Reframed search as the application global search bar with a clean match contract. Set the totals row to white, matching Technician Efficiency. Specified that the totals row follows the narrowed customer list in every case, including ""Show only comparing"" with an empty search. Added the 24px filter-arrow conformance rule. |"
SBC,695,CHANGELOG-ROW,Change Log,,,"| 2026-07-07 | @claude | Hardening pass after a 10-reviewer audit. Defined Subtotal and Shop Supplies in Terminology; gave the reversed/voided exclusion its own requirement (S7-R7, S7-N2); pinned the expand gate to 366 days (S8-R14); pinned on-screen and PDF date formats to ""Mon DD YYYY"" and CSV to mm-dd-yyyy; gave the full range-to-filename map (S14-R4); set exact Inv. Hrs PDF colors (#21ba45 / #c10015) and surface hex; split bundled requirements into one behavior each; promoted behavior out of context notes into requirements; removed ""Show only comparing"" and search from the saved view; defined the location default, asset ordering under sort, sort-by-Date, and the two-chip order. |"
SBC,696,CHANGELOG-ROW,Change Log,,,"| 2026-07-12 | @chris / @claude | Comparison rework (Head-of-Product review, Sasha Grosman). Removed the customer comparison list and ""Show only comparing"" (old Story 18) and replaced them with a multi-select Customer filter — search-as-you-type, all customers selected by default, persisted between visits (new Story 18). Removed the side-by-side asset comparison entirely (old Story 19 — the modal, asset pins, the ""Compare N"" chip, and its CSV/PDF exports); asset comparison is deferred to a future dedicated report. Kept the Customer → Asset → Invoice grouping. Swept every comparison cross-reference (§2, §3, §4, Stories 5/6/10/13/14/15/17) and the feedback table. Story 19 is retained as a placeholder so later story numbers and ""See Story 20"" references stay stable. |"
SBC,697,CHANGELOG-ROW,Change Log,,,"| 2026-07-15 | @chris / @claude | Removed the report's use of the application's global search bar. Narrowing to a specific customer is now done solely with the multi-select Customer filter (Story 18); its search-as-you-type finds a customer by name. Retired Story 5 (global-search narrowing) to a placeholder and re-homed its export-narrowing contract into Story 18 (S18-R7 for the narrowed/full export, new S18-R10 for the empty-selection export). Swept every ""search"" / ""global search bar"" cross-reference (§2, §7, Stories 6/8/14/15/17/18). Matches the code change that replaced the global-search dependency with the report-local Customer filter. |"
SBC,698,CHANGELOG-ROW,Change Log,,,"| 2026-07-16 | @chris / @claude | Removed the ""All Time"" date range (D1) and all All-Time-specific behavior. Capped the Custom range at a 366-day maximum span (D3), matching the largest preset (This Year / Last Year). Moved data fetching to the server: customer rows are server-paginated, sort (Story 10) and the Customer filter (Story 18) are applied server-side, the totals row (S18-R6) is server-computed over the full filtered set, and customer drill-down is lazy-loaded on expand (deleted the S8-R14 expand gate, S8-R14a, S8-R14b). Exports (CSV, PDF, Print) are now generated server-side against the current filters and sort. Header Status date bumped. Per Milan Zivanovic's 2026-07-15 engineering review; the server-side model is the committed build target (spec ahead of current code by design). |"
SBC,699,CHANGELOG-ROW,Change Log,,,"| 2026-07-21 | @chris / @claude | Milan Zivanovic review resolution. Story 18 Customer filter changed to server-backed type-ahead: the dropdown fetches matching customers from the server as the user types rather than loading the full customer list into the browser (S18-R2). The ""all customers"" selection is now stored as an explicit all-customers state — a flag, not an enumeration — that always includes newly-appearing customers, both when a filter change reloads the results and on restore between visits (S18-R3, S18-R4, S18-R5, S18-R8, S18-R9); this resolves the prior S18-R8/S18-R9 contradiction (R9's behavior wins) by removing S18-R8's blanket ""newly-appeared customer is not auto-selected on restore"" carve-out and making it state-specific, and drops the ""N of M selected"" label in favor of ""N selected."" Added an export row cap of 10,000 data rows, enforced server-side against the active filters and sort, with a friendly toast when exceeded, on CSV (S14-R14), PDF (S15-R22), and Print (S16-R6). Reworded the asset-grouping rule to group by the vehicle record (same vehicle id), falling back to the invoice's stored vehicle snapshot for older data with no id (S8-R3). Scoped ""expand all"" to the current page's customers with a bounded number of lazy drill-down fetches, not the whole result set (S8-R16). Verified the 2026-07-16 server-side rearchitecture (server pagination/sort/filter, lazy drill-down, dropped All Time, 366-day cap, server-side exports) is present and unchanged. |"
SBC,700,CHANGELOG-ROW,Change Log,,,"| 2026-07-29 | @chris / @claude | Assets identified by VIN (VIN → Unit # → plate → ""Unknown Asset""); removed Print; split exports into Summary and Expanded (CSV + PDF, four menu items); added a per-row Location column (shown when more than one location is in scope; ""Multiple"" on aggregating rows, exact on invoice rows) plus a ""Locations:"" export line. |"
SBC,701,CHANGELOG-ROW,Change Log,,,"| 2026-07-31 | @chris / @claude | Corrected the Sales By Customer permission gate: the report is gated by ordinary reports access, not a dedicated Sales By Customer View permission (S1-R2, plus the Story 1 prerequisite and the S1-N1 negative case). This reverses the 2026-07-07 change that introduced a dedicated permission — that permission was specced before Custom Roles (CRP) existed. Per Chris's ruling recorded 2026-07-28 and re-confirmed 2026-07-31 on the SV-8598 / SV-8780 permissions question sheet: reports are not hidden from normal reports access. Engineering (SV-8598) to drop the dedicated ROLE\_SALES\_BY\_CUSTOMER\_REPORT::VIEW atom, gate SBC endpoints on standard reports access, and confirm the atom does not linger in the Custom Roles matrix. |"
SBR,1,CAPTURE-HDR,,,,# SBR (Sales By Representative) Report
SBR,3,CAPTURE-HDR,,,,> **VERBATIM LIVE CAPTURE — current Confluence spec**
SBR,4,CAPTURE-HDR,,,,> - pageId: 585629698
SBR,5,CAPTURE-HDR,,,,> - Page title: SBR (Sales By Representative) Report
SBR,6,CAPTURE-HDR,,,,"> - Confluence `lastModified` (live, read this run): **Jul 29, 2026**"
SBR,7,CAPTURE-HDR,,,,"> - **TRUE Confluence version (metadata.version via `fetch` ARI, read 2026-08-03): v15**"
SBR,8,CAPTURE-HDR,,,,> - Confluence space: ~712020aa00b8d6a71f4259891982a304227c20 (Chris Ward)
SBR,9,CAPTURE-HDR,,,,> - Captured: 2026-08-03 via the Atlassian MCP `getConfluencePage` (contentFormat=markdown)
SBR,10,CAPTURE-HDR,,,,> - ⚠️ This capture pipeline (MCP markdown) is NOT byte-comparable with the 2026-07-31 captures
SBR,11,CAPTURE-HDR,,,,">   (REST storage-format -> html2text). Compare by requirement text, not by byte diff."
SBR,12,CAPTURE-HDR,,,,> - The 2026-07-31 captures are RETAINED unchanged in `../../spec-current-2026-07-31/`.
SBR,14,RULE,,,,---
SBR,16,TABLE-ROW,(front matter),,,|  |  |
SBR,17,TABLE-HDR,(front matter),,,| --- | --- |
SBR,18,META-TABLE,(front matter),,,| **Epic** | TBD |
SBR,19,META-TABLE,(front matter),,,| **Owner** | TBD |
SBR,20,META-TABLE,(front matter),,,| **Status** | In review — 2026-07-16 |
SBR,21,META-TABLE,(front matter),,,| **Branch** | TBD |
SBR,23,HEADING,Sales By Representative Report,,,# Sales By Representative Report
SBR,25,HEADING,Business Case,,,## 1. Business Case
SBR,27,NARRATIVE,Business Case,,,"Shop owners and managers need to see, at a glance, **how each sales rep is performing over a chosen time window** — what they sold, what they earned, which customers they touched, and how their billed hours compared to their worked hours. Today, this answer is reconstructed by hand from invoice exports and pivot tables, and it is gated by the fact that the ""sales rep toggle"" on staff records was effectively unused. Without a clean per-rep view, shop managers can't see who's driving revenue and can't catch labor-billing drift early."
SBR,29,NARRATIVE,Business Case,,,"The Sales By Representative report makes the per-rep view a single click. It pairs the screen view with four download formats (a Summary PDF, an Expanded View PDF, a Summary CSV, and an Expanded View CSV), shows payment status, and uses a consistent reporting layout so a manager moving between reports does not have to relearn anything. Reps are credited on the Work Order (Story 19), so the numbers are already correct at invoice time without post-hoc correction."
SBR,31,NARRATIVE,Business Case,,,A secondary goal is durability. The report's underlying behavior — particularly which reps appear and how the Sales Rep Assignments export is built — is hardened against missing or stale staff records so the views never silently render empty.
SBR,33,NARRATIVE,Business Case,,,"> *\* Naming note (for the build team): the report's user-facing name is **""Sales By Representative""** — the full word, not the ""Rep"" shorthand. In the Reports left-navigation the longer label currently renders with tight padding; the navigation entry's padding must be adjusted so the full name is not visually cramped (S1-R7). This is a layout fix, not a reason to shorten the name.*"
SBR,35,HEADING,Feature Overview,,,## 2. Feature Overview
SBR,37,HEADING,Feature Overview,,,### Core ShopView
SBR,39,NARRATIVE,Feature Overview,,,- A report called **Sales By Representative** is available under the Performance section of the Reports navigation.
SBR,40,NARRATIVE,Feature Overview,,,- The report shows revenue grouped by sales rep over a chosen date range. **Each sales rep who contributed at least one invoice in the current filtered view occupies one summary row**; the user can expand a rep's row with a chevron to reveal every invoice that contributed to that rep's totals.
SBR,41,NARRATIVE,Feature Overview,,,"- For each invoice on an expanded row, the user sees: the invoice's date and number (a clickable link to the underlying work order or parts sale in the same tab); the customer name (also clickable, styled as plain text); the invoice's **payment status** as a colored badge; the per-invoice **Inv. Hrs** (Labor Delta) value with green/red coloring; and the per-invoice money columns (Labor Invoiced, Labor Margin, Parts Invoiced, Parts Margin, Margin, Margin %, Subtotal). (The authoritative left-to-right column order is S5-R2.)"
SBR,42,NARRATIVE,Feature Overview,,,- A **grand Totals indicator** is shown at the bottom of the report whenever there is at least one summary row (a rep row or the Unassigned row) (desktop: a full Totals row inside the table; mobile: a Subtotal-only bar below the table — see S10-R5).
SBR,43,NARRATIVE,Feature Overview,,,"- The user can filter the on-screen report by **date range**, **product type** (Parts & Service / Parts only / Service only), **invoice payment status** (All Statuses / Unpaid / Partially Paid / Paid), and **location** (one, several, or all of the locations the user has access to). A **Show Unassigned** toggle adds a rolled-up ""Unassigned"" row for invoices with no assigned rep."
SBR,44,NARRATIVE,Feature Overview,,,"- The report shows a per-row **Location** column whenever the current view spans more than one location; the column is hidden when the view is scoped to a single location. A rep summary row that spans more than one location reads **Multiple**; an invoice detail row reads its own exact location. Every export names the location scope on a ""Locations:"" line."
SBR,45,NARRATIVE,Feature Overview,,,- The user can sort the report by any of the financial columns.
SBR,46,NARRATIVE,Feature Overview,,,"- The user can download the report in four formats via the â‹¯ overflow menu: **Download Summary (PDF)**, **Download Expanded View (PDF)**, **Download Summary (CSV)**, and **Download Expanded View (CSV)**. Both PDF formats adapt their font size to the data in the export."
SBR,47,NARRATIVE,Feature Overview,,,- Work Orders include a **Sales Rep** field (Story 19) that lets service writers assign the correct rep before the WO is invoiced. This WO-level assignment determines whose totals the resulting invoice contributes to.
SBR,48,NARRATIVE,Feature Overview,,,"- Managers can **deactivate a sales rep** from staff administration (Story 13); when the rep still has customer assignments, a type-to-confirm warning is shown before the change commits."
SBR,49,NARRATIVE,Feature Overview,,,- The **customer record** shows the customer's assigned sales rep (S19-R7).
SBR,50,NARRATIVE,Feature Overview,,,"- A standalone, snapshot-style **Sales Rep Assignments** export (Story 15) is available from the Reports section's Export dialog — a flat CSV of every current customer→rep assignment in the organization."
SBR,51,NARRATIVE,Feature Overview,,,"- A **column selector** button lets the user show or hide any of the seven metric columns. The five always-visible columns (Date, Invoice, Customer, Status, Subtotal) cannot be hidden."
SBR,52,NARRATIVE,Feature Overview,,,"- The report **remembers the user's filter and view settings** (date range, product type, invoice status, location, Show Unassigned, column visibility, and sort) and restores them on the next visit (Story 23)."
SBR,54,HEADING,Feature Overview,,,### Out of Scope
SBR,56,NARRATIVE,Feature Overview,,,"- Per-line-item rep splits. The report classifies whole invoices by their assigned Sales Rep, not by individual line items."
SBR,57,NARRATIVE,Feature Overview,,,- A bulk customer→rep reassignment tool. Rep assignment happens on the Work Order (Story 19); this report does not provide a reassignment surface.
SBR,58,NARRATIVE,Feature Overview,,,"- Mobile-optimized layout. The report is functional on phones (every filter, control, and export works on touch), but the dense table is not redesigned for small screens."
SBR,59,NARRATIVE,Feature Overview,,,"- Aging or ""days since"" logic on dates. Dates are shown as plain calendar dates."
SBR,60,NARRATIVE,Feature Overview,,,"- Persisting the user's **expanded-rep set** or **scroll position** across a page reload. Filters, column visibility, and sort ARE remembered (Story 23); expansion state and scroll position reset on reload. (Browser back-navigation from a drilldown is a separate case that restores everything — S12-R3a.)"
SBR,61,NARRATIVE,Feature Overview,,,"- Backfilling historical data. The report is a ""moving forward from now"" feature."
SBR,62,NARRATIVE,Feature Overview,,,"- A separate data feed or API for third parties, or QuickBooks sync of any data displayed here."
SBR,64,HEADING,Key Decisions,,,## 3. Key Decisions
SBR,66,NARRATIVE,Key Decisions,,,"- **The report is grouped per-rep, not flat per-invoice.** Each contributing rep occupies one summary row with chevron-expanded invoice detail rows underneath. Each invoice appears under exactly one rep — the Sales Rep credited to the invoice at the time of invoicing — or under the ""Unassigned"" row when it has no rep."
SBR,67,NARRATIVE,Key Decisions,,,"- **Contributors only.** A rep row appears if and only if the rep has at least one non-reversed invoice matching the *current* filter set (date range, product type, invoice status, and location together). Reps with no matching invoices do not appear — there are no blank placeholder rows. When no rep matches (and there is no Unassigned row to show), the report shows its empty state (Story 16)."
SBR,68,NARRATIVE,Key Decisions,,,"- **A currently-inactive sales rep who still has matching invoices is shown, credited, and marked ""(Inactive)"".** A rep is ""active"" for this report when their sales-rep toggle is currently on. If a rep's toggle has since been turned off (or their staff record deleted) but they have matching invoices in the period, their row still appears with their credit intact, and their name is tagged ""(Inactive)"" (S5-R9). This keeps the grand Totals reconciled to the period's invoices — no revenue silently disappears — while making the toggled-off state visible. The toggle still governs who is offered for a *new* assignment (Story 19) and A→Z is the only ordering (no active/inactive tiers)."
SBR,69,NARRATIVE,Key Decisions,,,"- **Single sales-rep model.** A customer has one sales rep; a Work Order has one Sales Rep; an invoice carries one rep. At invoice creation the WO's rep is snapshotted onto the invoice; when the WO has no rep, the snapshot falls back to the customer's assigned rep; when that is also absent, the invoice is unassigned (Story 22). *(Build note: the shipped database currently stores a separate parts-side and service-side rep; this spec locks the single-rep model, which requires collapsing those two fields into one and reworking invoice crediting.)*"
SBR,70,NARRATIVE,Key Decisions,,,- **The money columns use the standardized report labels:** billed labor/parts = **Labor Invoiced** / **Parts Invoiced**; per-category profit = **Labor Margin** / **Parts Margin**; combined profit dollars = **Margin**; profit percentage = **Margin %**.
SBR,71,NARRATIVE,Key Decisions,,,- **Definitions of the numbers** (business-level; the same values everywhere they appear):
SBR,72,NARRATIVE,Key Decisions,,,"    - **Subtotal** = Labor Invoiced + Parts Invoiced, **before tax**. It is the row's headline revenue figure."
SBR,73,NARRATIVE,Key Decisions,,,    - **Labor Margin** = Labor Invoiced − the shop's labor cost; **Parts Margin** = Parts Invoiced − the shop's parts cost; **Margin** = Labor Margin + Parts Margin.
SBR,74,NARRATIVE,Key Decisions,,,"    - **Margin %** = Margin ÷ Subtotal × 100, to one decimal, rendered on screen and in both PDFs with a trailing `%` — e.g., `45.2%`; a negative renders `-8.4%` (leading minus, no parentheses, no `+` on positives). It renders **""—""** when Subtotal ≤ 0 (never ""0.0%"" or a divide-by-zero result). (In the CSVs it is a plain number with no `%` — S14-R17.) On every rolled-up row (rep summary rows and every totals row), Margin % is **recomputed** as (that row-set's total Margin ÷ that row-set's total Subtotal) — it is never the sum or average of the child percentages."
SBR,75,NARRATIVE,Key Decisions,,,"    - **Inv. Hrs** (Labor Delta) = hours invoiced − hours worked, where **hours invoiced** = the billed labor hours on the invoice's work-order labor lines, and **hours worked** = the technician clocked (timesheet) hours recorded against that work order."
SBR,76,NARRATIVE,Key Decisions,,,"    - **Payment status.** Every invoice carries exactly one of **five** canonical system payment states — `unpaid`, `prepaid`, `partially_paid`, `paid`, `overpaid` — which this report maps to one of **three** display values (**Paid**, **Partially Paid**, **Unpaid**). This mapping is the single source of truth for both the on-screen/PDF status badge (Story 8) and the Invoice Status filter predicate (Story 4):"
SBR,77,NARRATIVE,Key Decisions,,,        - `paid` → **Paid**.
SBR,78,NARRATIVE,Key Decisions,,,        - `overpaid` → **Paid**.
SBR,79,NARRATIVE,Key Decisions,,,        - `partially_paid` → **Partially Paid**.
SBR,80,NARRATIVE,Key Decisions,,,        - `unpaid` → **Unpaid**.
SBR,81,NARRATIVE,Key Decisions,,,"        - `prepaid` → **Paid** when the invoice's balance owed is zero; **Partially Paid** when a balance is still owed. *(Prepaid is the only state whose display value depends on the balance owed, because a prepayment can fully cover the invoice or only cover part of it.)*"
SBR,83,NARRATIVE,Key Decisions,,,"      A zero-total invoice with no payment applied is `unpaid` and maps to **Unpaid**. A negative-total invoice (e.g., a net credit/return) carries its own canonical system state and follows the same mapping; when its balance owed is zero (no balance owed), it maps to **Paid**."
SBR,84,NARRATIVE,Key Decisions,,,    - **An invoice's date** for the date-range filter is the invoice's own date (the value shown in the Date column). **An invoice's location** for the location filter is the location of its originating work order / parts sale.
SBR,85,NARRATIVE,Key Decisions,,,"    - **Reversed** is determined by the canonical ShopView invoice-status ruleset; reversed invoices are excluded everywhere in this report. When that ruleset evolves, this report follows it."
