internal_id,testrail_case_id,testrail_link,report,section,title,verdict,field_title,field_preconditions,field_steps,field_expected,field_references,field_section,field_notes,observed,evidence,recheck_obligation,build_marker,notes_addition
PV-COL-01,C30351,https://shopview.testrail.io/index.php?/cases/view/30351,Parts Velocity,PV — Columns & Remembered View,Column picker lists all 20 columns and never offers the internal cost,VIU-Observed-PASS,"OK — accurate, 69 chars, consistent with its own expected result",OK — reachable; every precondition was satisfiable on this estate,OK — executable in order against the build labels observed this run,EDIT,"OK — ticket + spec anchor, both still present in the current spec",OK — UI-only case in a functional section,EDIT — add the non-final-build marker,The column picker lists exactly TWENTY entries in the canonical order and the internal on-hand cost value is not among them.,"evidence/pv/ui/pv-ui-1.json, pv-ui-2.json, pv-ui-3.json, pv-ui-4.json",Re-run this observation when the branch is declared final or the app-version marker changes.,v3.4.1-0ed4433,"Observed on QA branch build v3.4.1-0ed4433 on 2026-08-03/04; the branch was declared NOT FINAL, so this observation is PROVISIONAL and is queued for re-check."
PV-COL-02,C30352,https://shopview.testrail.io/index.php?/cases/view/30352,Parts Velocity,PV — Columns & Remembered View,First visit shows exactly the 14 default columns in the specified order,VIU-Observed-PASS,"OK — accurate, 71 chars, consistent with its own expected result",OK — reachable; every precondition was satisfiable on this estate,OK — executable in order against the build labels observed this run,OK,"OK — ticket + spec anchor, both still present in the current spec",OK — UI-only case in a functional section,EDIT — add the non-final-build marker,"A first visit with the saved view cleared shows exactly the 14 specified columns in the specified order, plus the automatic Location column (which the build places 6th - see PV-FILT-14).",evidence/final/final-ui.json,Re-run this observation when the branch is declared final or the app-version marker changes.,v3.4.1-0ed4433,"Observed on QA branch build v3.4.1-0ed4433 on 2026-08-03/04; the branch was declared NOT FINAL, so this observation is PROVISIONAL and is queued for re-check."
PV-COL-03,C30353,https://shopview.testrail.io/index.php?/cases/view/30353,Parts Velocity,PV — Columns & Remembered View,"A re-enabled column returns to its canonical slot, with no reload",VIU-Observed-PASS,"OK — accurate, 65 chars, consistent with its own expected result",OK — reachable; every precondition was satisfiable on this estate,OK — executable in order against the build labels observed this run,EDIT,"OK — ticket + spec anchor, both still present in the current spec",OK — UI-only case in a functional section,EDIT — add the non-final-build marker,"Enabling ""Units Returned"" puts it in its CANONICAL slot between Units Sold and Unit Cost (not appended at the end) and re-renders with ZERO server calls; enabling Turns/Yr likewise lands last, which is its canonical slot.","evidence/pv/ui/pv-ui-1.json, pv-ui-2.json, pv-ui-3.json, pv-ui-4.json",Re-run this observation when the branch is declared final or the app-version marker changes.,v3.4.1-0ed4433,"Observed on QA branch build v3.4.1-0ed4433 on 2026-08-03/04; the branch was declared NOT FINAL, so this observation is PROVISIONAL and is queued for re-check."
PV-COL-04,C30354,https://shopview.testrail.io/index.php?/cases/view/30354,Parts Velocity,PV — Columns & Remembered View,Filters; columns and sort are remembered per browser before the first fetch,VIU-Observed-PASS,"OK — accurate, 75 chars, consistent with its own expected result",OK — reachable; every precondition was satisfiable on this estate,OK — executable in order against the build labels observed this run,OK,"OK — ticket + spec anchor, both still present in the current spec",OK — UI-only case in a functional section,EDIT — add the non-final-build marker,"localStorage key report_view:parts-velocity holds {dateRange, locationIds, sortBy, descending, columns} plus extra {type, categoryIds, vendorIds, binIds}; on the next visit the saved locations are applied and the data is re-fetched with them.","evidence/pv/ui/pv-ui-1.json, pv-ui-2.json, pv-ui-3.json, pv-ui-4.json; evidence/final/final-ui.json",Re-run this observation when the branch is declared final or the app-version marker changes.,v3.4.1-0ed4433,"Observed on QA branch build v3.4.1-0ed4433 on 2026-08-03/04; the branch was declared NOT FINAL, so this observation is PROVISIONAL and is queued for re-check."
PV-COL-05,C30355,https://shopview.testrail.io/index.php?/cases/view/30355,Parts Velocity,PV — Columns & Remembered View,A saved value that is no longer valid falls back to that setting's default,DEVIATION,"OK — accurate, 74 chars, consistent with its own expected result",OK — reachable; every precondition was satisfiable on this estate,OK — executable in order against the build labels observed this run,OK,"OK — ticket + spec anchor, both still present in the current spec",OK — UI-only case in a functional section,EDIT — add the non-final-build marker,"A deliberately invalid saved view (dateRange ""not-a-range"", an unknown location id, a bogus column key, type ""nonsense"") does fall back for columns, Type and the location id - but the date-range control is left reading ""Select Date Range"" and NO data request is made at all, so the report shows nothing. SPEC S4-R6 (verbatim): ""a saved value that is no longer valid ... falls back to that setting's default rather than being sent to the server."" Read as a build defect: the invalid date range should fall back to This Year and load.",evidence/final/final-ui.json,Re-run this observation when the branch is declared final or the app-version marker changes.,v3.4.1-0ed4433,"Observed on QA branch build v3.4.1-0ed4433 on 2026-08-03/04; the branch was declared NOT FINAL, so this observation is PROVISIONAL and is queued for re-check."
PV-COL-06,C30356,https://shopview.testrail.io/index.php?/cases/view/30356,Parts Velocity,PV — Columns & Remembered View,A different user signing in on the same browser inherits the saved view,VIU-Observed-PASS,"OK — accurate, 71 chars, consistent with its own expected result",OK — reachable; every precondition was satisfiable on this estate,OK — executable in order against the build labels observed this run,OK,"OK — ticket + spec anchor, both still present in the current spec",OK — UI-only case in a functional section,EDIT — add the non-final-build marker,"The saved view is stored under a plain per-browser localStorage key with no user id in it (report_view:parts-velocity), and the impersonated single-location session inherited the same key space. Honest limit: two different accounts were not signed in back-to-back in one browser profile this run.","evidence/pv/ui/pv-ui-1.json, pv-ui-2.json, pv-ui-3.json, pv-ui-4.json; evidence/perms/singleloc-pv-tu.json",Re-drive with two real sign-ins in one browser profile once the branch is final.,v3.4.1-0ed4433,"Observed on QA branch build v3.4.1-0ed4433 on 2026-08-03/04; the branch was declared NOT FINAL, so this observation is PROVISIONAL and is queued for re-check."
PV-COL-08,C30358,https://shopview.testrail.io/index.php?/cases/view/30358,Parts Velocity,PV — Columns & Remembered View,All 20 columns can be hidden; the empty selection is never restored,DEVIATION,"OK — accurate, 67 chars, consistent with its own expected result",OK — reachable; every precondition was satisfiable on this estate,OK — executable in order against the build labels observed this run,OK,"OK — ticket + spec anchor, both still present in the current spec",OK — UI-only case in a functional section,EDIT — add the non-final-build marker,"All 14 visible columns can be switched off (headers empty, saved columns array empty) and the empty selection is correctly NOT restored - the 14 defaults return on the next visit. But an export with zero columns produces NO file and NO request: the front end short-circuits with a toast reading ""Empty export / Export didn't yield any results"". SPEC S4-E1 (verbatim): ""An export triggered with zero columns enabled produces a file containing only the header/metadata rows and no data columns."" Read as a build defect on the export half.",evidence/final/final-ui.json,Re-run this observation when the branch is declared final or the app-version marker changes.,v3.4.1-0ed4433,"Observed on QA branch build v3.4.1-0ed4433 on 2026-08-03/04; the branch was declared NOT FINAL, so this observation is PROVISIONAL and is queued for re-check."
PV-CALC-01,C30359,https://shopview.testrail.io/index.php?/cases/view/30359,Parts Velocity,PV — Columns & Calculations,Units Sold for an inventory part is net stock movement,VIU-Observed-PASS,"OK — accurate, 54 chars, consistent with its own expected result",OK — reachable; every precondition was satisfiable on this estate,OK — executable in order against the build labels observed this run,OK,"OK — ticket + spec anchor, both still present in the current spec",OK — UI-only case in a functional section,EDIT — add the non-final-build marker,"Units Sold is a net stock-movement figure: values are net of reversals, can be 0.00 (CHHD2436) or negative (1221-308 at -24.00), and differ from the billed quantities behind Revenue (BRAKECLEAN 512.00 sold vs 563.34 billed).",evidence/pv/calc-checks.json,Re-run this observation when the branch is declared final or the app-version marker changes.,v3.4.1-0ed4433,"Observed on QA branch build v3.4.1-0ed4433 on 2026-08-03/04; the branch was declared NOT FINAL, so this observation is PROVISIONAL and is queued for re-check."
PV-CALC-02,C30360,https://shopview.testrail.io/index.php?/cases/view/30360,Parts Velocity,PV — Columns & Calculations,"Special Order Units Sold = in-window request quantity, net of reversals",VIU-Observed-PASS,"OK — accurate, 71 chars, consistent with its own expected result",OK — reachable; every precondition was satisfiable on this estate,OK — executable in order against the build labels observed this run,OK,"OK — ticket + spec anchor, both still present in the current spec",OK — UI-only case in a functional section,EDIT — add the non-final-build marker,Special-order rows reconcile on one basis: SUBLET Units Sold 44.00 = Sold (WO) 44.00 + Sold (Parts Sale) 0.00; FREIGHT 13.00 = 12.00 + 1.00.,evidence/pv/calc-checks.json; evidence/pv/exports/pv-csv-specialorder-multi.csv,Re-run this observation when the branch is declared final or the app-version marker changes.,v3.4.1-0ed4433,"Observed on QA branch build v3.4.1-0ed4433 on 2026-08-03/04; the branch was declared NOT FINAL, so this observation is PROVISIONAL and is queued for re-check."
PV-CALC-03,C30361,https://shopview.testrail.io/index.php?/cases/view/30361,Parts Velocity,PV — Columns & Calculations,Units Returned counts initiated part returns and parts-sale credits,VIU-Observed-PASS,"OK — accurate, 67 chars, consistent with its own expected result",OK — reachable; every precondition was satisfiable on this estate,OK — executable in order against the build labels observed this run,OK,"OK — ticket + spec anchor, both still present in the current spec",OK — UI-only case in a functional section,EDIT — add the non-final-build marker,"Units Returned carries real non-zero values independent of Units Sold - HEN-S-28501-500 returns 4.00 with 0.00 sold and $0.00 revenue, and special-order rows carry returns (SUBLET 3.00). Honest limit: the SOURCE records could not be cross-read (/api/returns returns 404 on this build), so ""sourced from part-return records rather than invoice reversals"" is evidenced only by the independence from Units Sold and by returns existing on rows with no sale.",evidence/pv/last-gaps.json,Cross-read the return records once a returns endpoint or the Returns screen is drivable.,v3.4.1-0ed4433,"Observed on QA branch build v3.4.1-0ed4433 on 2026-08-03/04; the branch was declared NOT FINAL, so this observation is PROVISIONAL and is queued for re-check."
PV-CALC-04,C30362,https://shopview.testrail.io/index.php?/cases/view/30362,Parts Velocity,PV — Columns & Calculations,"Units Returned is windowed by initiation date, ignores invoice status",VIU-Observed-PASS,"OK — accurate, 69 chars, consistent with its own expected result",OK — reachable; every precondition was satisfiable on this estate,OK — executable in order against the build labels observed this run,OK,"OK — ticket + spec anchor, both still present in the current spec",OK — UI-only case in a functional section,EDIT — add the non-final-build marker,"A return-only row exists (Units Returned 4.00 with Units Sold 0.00 and Revenue $0.00), showing Units Returned is not derived from the sale and does not follow the invoice status. Honest limit: the initiation-date anchor was not isolated to a different window from its sale.",evidence/pv/last-gaps.json,Seed a return whose initiation date falls in a different window from its sale and re-check.,v3.4.1-0ed4433,"Observed on QA branch build v3.4.1-0ed4433 on 2026-08-03/04; the branch was declared NOT FINAL, so this observation is PROVISIONAL and is queued for re-check."
PV-CALC-05,C30363,https://shopview.testrail.io/index.php?/cases/view/30363,Parts Velocity,PV — Columns & Calculations,"Sold (WO) counts Service work orders, Sold (Parts Sale) counts Parts",VIU-Observed-PASS,"OK — accurate, 68 chars, consistent with its own expected result",OK — reachable; every precondition was satisfiable on this estate,OK — executable in order against the build labels observed this run,OK,"OK — ticket + spec anchor, both still present in the current spec",OK — UI-only case in a functional section,EDIT — add the non-final-build marker,"Sold (WO) and Sold (Parts Sale) are separate columns whose sum reconciles to the billed-units basis on every sampled row (BRAKECLEAN 563 + 0 vs 563.34 implied; WWF 164 + 14 = 178 vs 178.02), while Units Sold does not.",evidence/pv/calc-checks.json,Re-run this observation when the branch is declared final or the app-version marker changes.,v3.4.1-0ed4433,"Observed on QA branch build v3.4.1-0ed4433 on 2026-08-03/04; the branch was declared NOT FINAL, so this observation is PROVISIONAL and is queued for re-check."
PV-CALC-06,C30364,https://shopview.testrail.io/index.php?/cases/view/30364,Parts Velocity,PV — Columns & Calculations,Demand counts each transaction once; a reversal neither adds nor subtracts,VIU-Observed-PASS,"OK — accurate, 74 chars, consistent with its own expected result",OK — reachable; every precondition was satisfiable on this estate,OK — executable in order against the build labels observed this run,OK,"OK — ticket + spec anchor, both still present in the current spec",OK — UI-only case in a functional section,EDIT — add the non-final-build marker,"A fully-reversed in-window sale keeps its Demand count: CHHD2436 shows Demand 4 with Units Sold 0.00, and 1221-308 shows Demand 1 with Units Sold -24.00 - the reversal neither adds to nor subtracts from Demand.",evidence/pv/calc-checks.json,Re-run this observation when the branch is declared final or the app-version marker changes.,v3.4.1-0ed4433,"Observed on QA branch build v3.4.1-0ed4433 on 2026-08-03/04; the branch was declared NOT FINAL, so this observation is PROVISIONAL and is queued for re-check."
PV-CALC-07,C30365,https://shopview.testrail.io/index.php?/cases/view/30365,Parts Velocity,PV — Columns & Calculations,Last Sale is whole days since the most recent sale over all-time history,VIU-Observed-PASS,"OK — accurate, 72 chars, consistent with its own expected result",OK — reachable; every precondition was satisfiable on this estate,OK — executable in order against the build labels observed this run,OK,"OK — ticket + spec anchor, both still present in the current spec",OK — UI-only case in a functional section,EDIT — add the non-final-build marker,"In a FOUR-day This-Month window rows report Last Sale values of 573 and 574 days with Units Sold 0 and Demand 0 - Last Sale is measured over all-time history and is not clipped to the selected range; it renders ""N days"" and em-dash when there is no sale.",evidence/pv/extra-checks.json,Re-run this observation when the branch is declared final or the app-version marker changes.,v3.4.1-0ed4433,"Observed on QA branch build v3.4.1-0ed4433 on 2026-08-03/04; the branch was declared NOT FINAL, so this observation is PROVISIONAL and is queued for re-check."
PV-CALC-08,C30366,https://shopview.testrail.io/index.php?/cases/view/30366,Parts Velocity,PV — Columns & Calculations,On Hand shows the row's own location stock,VIU-Observed-PASS,"OK — accurate, 42 chars, consistent with its own expected result",OK — reachable; every precondition was satisfiable on this estate,OK — executable in order against the build labels observed this run,OK,"OK — ticket + spec anchor, both still present in the current spec",OK — UI-only case in a functional section,EDIT — add the non-final-build marker,"On Hand is the row's own location stock, never summed: part 2750 shows 1 at Heavy Duty and 2 at Lethbridge; Min/Max are likewise per row and are read-only display columns.",evidence/pv/calc-checks.json,Re-run this observation when the branch is declared final or the app-version marker changes.,v3.4.1-0ed4433,"Observed on QA branch build v3.4.1-0ed4433 on 2026-08-03/04; the branch was declared NOT FINAL, so this observation is PROVISIONAL and is queued for re-check."
PV-CALC-09,C30367,https://shopview.testrail.io/index.php?/cases/view/30367,Parts Velocity,PV — Columns & Calculations,"Turns / Yr annualizes the sales rate, is 0.00 at zero stock, can be negative",DEVIATION,"OK — accurate, 76 chars, consistent with its own expected result",OK — reachable; every precondition was satisfiable on this estate,OK — executable in order against the build labels observed this run,OK,"OK — ticket + spec anchor, both still present in the current spec",OK — UI-only case in a functional section,EDIT — add the non-final-build marker,"Turns/Yr annualises the in-window rate and is 0.00 at zero on hand and negative when Units Sold is negative - but the WINDOW DIVISOR IS ONE DAY SHORT. BRAKECLEAN (512 sold, 618 on hand, Jan 1 - Aug 4) returns 1.40648754422, which is exactly 512/215*365/618; the spec's inclusive window (216 days) gives 1.39998. Reproduced on a second row (50.78875968992 = 359/215*365/12). SPEC S5 Definitions (verbatim): ""Window - the whole-day span of the selected range, inclusive of both the start and end dates, with a floor of 1 day"". Read as a build defect (an off-by-one in the divisor).",evidence/pv/calc-checks.json,Re-run this observation when the branch is declared final or the app-version marker changes.,v3.4.1-0ed4433,"Observed on QA branch build v3.4.1-0ed4433 on 2026-08-03/04; the branch was declared NOT FINAL, so this observation is PROVISIONAL and is queued for re-check."
PV-CALC-10,C30368,https://shopview.testrail.io/index.php?/cases/view/30368,Parts Velocity,PV — Columns & Calculations,"Revenue, Margin, Unit Cost, Sell Price and Margin % use the billed formulas",VIU-Observed-PASS,"OK — accurate, 75 chars, consistent with its own expected result",OK — reachable; every precondition was satisfiable on this estate,OK — executable in order against the build labels observed this run,OK,"OK — ticket + spec anchor, both still present in the current spec",OK — UI-only case in a functional section,EDIT — add the non-final-build marker,"Margin % recomputed as (Revenue-COGS)/Revenue x 100 from the payload matches the reported value on 400 of 400 sampled rows; Unit Cost x implied billed units reconciles to COGS and Sell Price x billed units to Revenue within cent rounding, confirming the values are computed from raw totals and rounded once.",evidence/pv/calc-checks.json,Re-run this observation when the branch is declared final or the app-version marker changes.,v3.4.1-0ed4433,"Observed on QA branch build v3.4.1-0ed4433 on 2026-08-03/04; the branch was declared NOT FINAL, so this observation is PROVISIONAL and is queued for re-check."
PV-CALC-11,C30369,https://shopview.testrail.io/index.php?/cases/view/30369,Parts Velocity,PV — Columns & Calculations,A reversed or voided sale is excluded from every billed-line column,VIU-Observed-PASS,"OK — accurate, 67 chars, consistent with its own expected result",OK — reachable; every precondition was satisfiable on this estate,OK — executable in order against the build labels observed this run,OK,"OK — ticket + spec anchor, both still present in the current spec",OK — UI-only case in a functional section,EDIT — add the non-final-build marker,"The billed-line family is internally consistent with reversals netted: Sold (WO) + Sold (Parts Sale) equals the implied billed units on every sampled row, and rows exist whose Units Sold has netted to 0.00 or negative while Revenue stands. Honest limit: a specific invoice could not be reversed and re-measured (no invoices endpoint responded on this build), so the exclusion is evidenced by the reconciliation identities rather than by a before/after reversal.",evidence/pv/calc-checks.json,Reverse a known invoice and re-measure the same part once an invoice endpoint or screen is drivable.,v3.4.1-0ed4433,"Observed on QA branch build v3.4.1-0ed4433 on 2026-08-03/04; the branch was declared NOT FINAL, so this observation is PROVISIONAL and is queued for re-check."
PV-CALC-12,C30370,https://shopview.testrail.io/index.php?/cases/view/30370,Parts Velocity,PV — Columns & Calculations,Unit Cost / Sell Price and Margin % use independent null triggers,VIU-Observed-PASS,"OK — accurate, 65 chars, consistent with its own expected result",OK — reachable; every precondition was satisfiable on this estate,OK — executable in order against the build labels observed this run,OK,"OK — ticket + spec anchor, both still present in the current spec",OK — UI-only case in a functional section,EDIT — add the non-final-build marker,"Independent null triggers observed: rows with Unit Cost $40.55 and Sell Price $0.00 but Margin % em-dash (Revenue 0 while billed units > 0), and rows where all three are em-dash together only when both billed units and Revenue are zero. Honest limit: the mirror case (Revenue > 0 with Unit Cost / Sell Price em-dash) does not occur in this data set.",evidence/pv/calc-checks.json,Seed a revenue-with-zero-billed-quantity adjustment to exercise the mirror case.,v3.4.1-0ed4433,"Observed on QA branch build v3.4.1-0ed4433 on 2026-08-03/04; the branch was declared NOT FINAL, so this observation is PROVISIONAL and is queued for re-check."
PV-CALC-13,C30371,https://shopview.testrail.io/index.php?/cases/view/30371,Parts Velocity,PV — Columns & Calculations,Number formats match the spec per column; rounding is half away from zero,VIU-Observed-PASS,"OK — accurate, 73 chars, consistent with its own expected result",OK — reachable; every precondition was satisfiable on this estate,OK — executable in order against the build labels observed this run,OK,"OK — ticket + spec anchor, both still present in the current spec",OK — UI-only case in a functional section,EDIT — add the non-final-build marker,"Formats read live: movement two decimals with thousands separators (""8,200.00"", ""-3.00""), money ""$1,250.00""-style with a leading minus, Margin % one decimal (""37.7%""), Demand a whole number, Min/Max whole numbers, Last Sale ""52 days"", nulls as an em-dash. Margin % 48.44 in the payload renders 48.4% and 8.99 renders 9.0% - rounded half away from zero.",evidence/pv/calc-checks.json; evidence/pv/exports/,Re-run this observation when the branch is declared final or the app-version marker changes.,v3.4.1-0ed4433,"Observed on QA branch build v3.4.1-0ed4433 on 2026-08-03/04; the branch was declared NOT FINAL, so this observation is PROVISIONAL and is queued for re-check."
PV-CALC-14,C30372,https://shopview.testrail.io/index.php?/cases/view/30372,Parts Velocity,PV — Columns & Calculations,Core parts are excluded from both the inventory and special-order result sets,VIU-Observed-PASS,"OK — accurate, 77 chars, consistent with its own expected result",OK — reachable; every precondition was satisfiable on this estate,OK — executable in order against the build labels observed this run,OK,"OK — ticket + spec anchor, both still present in the current spec",OK — UI-only case in a functional section,EDIT — add the non-final-build marker,"Settled by seeding: no core-flagged part existed, so a catalogue + inventory part ZZAUTOTEST-CORE-1 was created (5 on hand) - it correctly APPEARED - and then a $25 core was attached, which created a separate linked core-part record. That core record appears in NEITHER the inventory list NOR Parts Velocity, while its parent (which merely carries a core charge) does. All seeded data was deleted afterwards.","evidence/pv/core-exclusion-final.json, core-exclusion-iscore.json",Re-run this observation when the branch is declared final or the app-version marker changes.,v3.4.1-0ed4433,"Observed on QA branch build v3.4.1-0ed4433 on 2026-08-03/04; the branch was declared NOT FINAL, so this observation is PROVISIONAL and is queued for re-check."
PV-CALC-15,C30373,https://shopview.testrail.io/index.php?/cases/view/30373,Parts Velocity,PV — Columns & Calculations,Movement and billed bases may differ; Sold (WO) + Sold (Parts Sale) = billed,VIU-Observed-PASS,"OK — accurate, 76 chars, consistent with its own expected result",OK — reachable; every precondition was satisfiable on this estate,OK — executable in order against the build labels observed this run,OK,"OK — ticket + spec anchor, both still present in the current spec",OK — UI-only case in a functional section,EDIT — add the non-final-build marker,"Sold (WO) + Sold (Parts Sale) equals the billed-units basis while Units Sold does not, on every sampled row; special-order rows reconcile on all three. This is the documented divergence, observed rather than inferred.",evidence/pv/calc-checks.json,Re-run this observation when the branch is declared final or the app-version marker changes.,v3.4.1-0ed4433,"Observed on QA branch build v3.4.1-0ed4433 on 2026-08-03/04; the branch was declared NOT FINAL, so this observation is PROVISIONAL and is queued for re-check."
PV-CALC-16,C30374,https://shopview.testrail.io/index.php?/cases/view/30374,Parts Velocity,PV — Columns & Calculations,"Window anchors: movement uses the event date, billed uses the WO date",DEVIATION,"OK — accurate, 69 chars, consistent with its own expected result",OK — reachable; every precondition was satisfiable on this estate,OK — executable in order against the build labels observed this run,OK,"OK — ticket + spec anchor, both still present in the current spec",OK — UI-only case in a functional section,EDIT — add the non-final-build marker,"The two anchors do behave differently (Last Sale ignores the window entirely; movement and billed figures diverge for inventory rows and agree for special-order rows), but the Window divisor used to annualise is the EXCLUSIVE day count - see PV-CALC-09 for the arithmetic proof. SPEC S5 Definitions (verbatim): ""inclusive of both the start and end dates"". Read as the same single build defect.",evidence/pv/calc-checks.json; evidence/pv/extra-checks.json,Re-run this observation when the branch is declared final or the app-version marker changes.,v3.4.1-0ed4433,"Observed on QA branch build v3.4.1-0ed4433 on 2026-08-03/04; the branch was declared NOT FINAL, so this observation is PROVISIONAL and is queued for re-check."
PV-PREC-01,C38924,https://shopview.testrail.io/index.php?/cases/view/38924,Parts Velocity,PV — Columns & Calculations,Units Sold keeps an exact part-of-a-unit quantity and is never rounded off,VIU-Observed-PASS,"OK — accurate, 74 chars, consistent with its own expected result",OK — reachable; every precondition was satisfiable on this estate,OK — executable in order against the build labels observed this run,OK,"OK — ticket + spec anchor, both still present in the current spec",OK — UI-only case in a functional section,EDIT — add the non-final-build marker,"The report does carry and render exact part-of-a-unit quantities to two decimals - On Hand values of 238.11, 128.55, 113.99, 48.70 and 43.50 are returned and rendered unrounded. Honest limit: across all 10,064 rows there is no FRACTIONAL Units Sold on this org, so the fractional-quantity path was exercised on the quantity family but not on Units Sold itself.",evidence/pv/calc-checks.json,"Seed a fractional-quantity part line, invoice it, and re-check Units Sold specifically.",v3.4.1-0ed4433,"Observed on QA branch build v3.4.1-0ed4433 on 2026-08-03/04; the branch was declared NOT FINAL, so this observation is PROVISIONAL and is queued for re-check."
PV-EXP-01,C30375,https://shopview.testrail.io/index.php?/cases/view/30375,Parts Velocity,PV — Exports,The overflow button opens Download (PDF) then Download (CSV) in that order,VIU-Observed-PASS,"OK — accurate, 74 chars, consistent with its own expected result",OK — reachable; every precondition was satisfiable on this estate,OK — executable in order against the build labels observed this run,OK,"OK — ticket + spec anchor, both still present in the current spec",OK — UI-only case in a functional section,EDIT — add the non-final-build marker,"The more_horiz button (aria-label ""Export report"") opens a two-item menu reading ""Download (PDF)"" then ""Download (CSV)"", in that order.","evidence/pv/ui/pv-ui-1.json, pv-ui-2.json, pv-ui-3.json, pv-ui-4.json",Re-run this observation when the branch is declared final or the app-version marker changes.,v3.4.1-0ed4433,"Observed on QA branch build v3.4.1-0ed4433 on 2026-08-03/04; the branch was declared NOT FINAL, so this observation is PROVISIONAL and is queued for re-check."
PV-EXP-02,C30376,https://shopview.testrail.io/index.php?/cases/view/30376,Parts Velocity,PV — Exports,Both exports reflect the filters and search active at the time of export,VIU-Observed-PASS,"OK — accurate, 72 chars, consistent with its own expected result",OK — reachable; every precondition was satisfiable on this estate,OK — executable in order against the build labels observed this run,OK,"OK — ticket + spec anchor, both still present in the current spec",OK — UI-only case in a functional section,EDIT — add the non-final-build marker,"The export request carries the live filter set (type, range, locations, categories, vendors, bins, search) and the file content matches: a GREASE-searched CSV holds only grease rows, a Heavy-Duty-only CSV omits the Location column, an all-locations CSV carries ""Locations: All locations"" as its first line.",evidence/pv/exports/,Re-run this observation when the branch is declared final or the app-version marker changes.,v3.4.1-0ed4433,"Observed on QA branch build v3.4.1-0ed4433 on 2026-08-03/04; the branch was declared NOT FINAL, so this observation is PROVISIONAL and is queued for re-check."
PV-EXP-03,C30377,https://shopview.testrail.io/index.php?/cases/view/30377,Parts Velocity,PV — Exports,"Exports include only the enabled columns, in the canonical on-screen order",VIU-Observed-PASS,"OK — accurate, 74 chars, consistent with its own expected result",OK — reachable; every precondition was satisfiable on this estate,OK — executable in order against the build labels observed this run,OK,"OK — ticket + spec anchor, both still present in the current spec",OK — UI-only case in a functional section,EDIT — add the non-final-build marker,"Passing the 14 visible column keys exports exactly those 14 headers plus the automatic Location column; omitting the parameter exports all 20. Column order follows the canonical order, so the historic ""appended at the end"" build-delta is not present.",evidence/pv/exports/pv-csv-GREASE-cols14.csv,Re-run this observation when the branch is declared final or the app-version marker changes.,v3.4.1-0ed4433,"Observed on QA branch build v3.4.1-0ed4433 on 2026-08-03/04; the branch was declared NOT FINAL, so this observation is PROVISIONAL and is queued for re-check."
PV-EXP-04,C30378,https://shopview.testrail.io/index.php?/cases/view/30378,Parts Velocity,PV — Exports,"Exports reflect the active sort, including Min/Max and null placement",VIU-Observed-PASS,"OK — accurate, 69 chars, consistent with its own expected result",OK — reachable; every precondition was satisfiable on this estate,OK — executable in order against the build labels observed this run,OK,"OK — ticket + spec anchor, both still present in the current spec",OK — UI-only case in a functional section,EDIT — add the non-final-build marker,"Exporting with pagination[sortBy]=min ascending and descending yields two different, reversed row orders, and a Last Sale export places nulls FIRST on ascending and LAST on descending - the export mirrors the server order including null placement, for Min and Max as well.",evidence/pv/exports/pv-csv-sort-*.csv,Re-run this observation when the branch is declared final or the app-version marker changes.,v3.4.1-0ed4433,"Observed on QA branch build v3.4.1-0ed4433 on 2026-08-03/04; the branch was declared NOT FINAL, so this observation is PROVISIONAL and is queued for re-check."
PV-EXP-05,C30379,https://shopview.testrail.io/index.php?/cases/view/30379,Parts Velocity,PV — Exports,"PDF: filename, A3 landscape, title, text truncation, and the shop logo",DEVIATION,"OK — accurate, 70 chars, consistent with its own expected result",OK — reachable; every precondition was satisfiable on this estate,OK — executable in order against the build labels observed this run,OK,"OK — ticket + spec anchor, both still present in the current spec",OK — UI-only case in a functional section,EDIT — add the non-final-build marker,"The PDF is titled ""Parts Velocity"", carries the organisation name and the ""Locations:"" line, and truncates Description/Category/Vendor while leaving Part # whole - but its PAGE SIZE IS A4 LANDSCAPE (841.89 x 595.276 pts), not A3 landscape, and the browser-visible filename is ""parts-velocity-report.pdf"" rather than ""velocity-report.pdf"" (the API Content-Disposition does say velocity-report.pdf, so the front end renames it). SPEC S6-R6 (verbatim): ""The PDF is formatted for A3 landscape, titled Parts Velocity.""; S6-R5 (verbatim): ""the PDF as velocity-report.pdf"". Read as two build defects. NOTE also that no logo is required by the PV spec and none was asserted.",evidence/pv/exports/pv-pdf-GREASE-multi.pdf,Re-run this observation when the branch is declared final or the app-version marker changes.,v3.4.1-0ed4433,"Observed on QA branch build v3.4.1-0ed4433 on 2026-08-03/04; the branch was declared NOT FINAL, so this observation is PROVISIONAL and is queued for re-check."
