internal_id,testrail_case_id,testrail_link,section,title,verdict,reason,merge_group,merge_survivor,tier,sense_verdict,sense_reason,refs_ok,title_over_80
SCH-SPREAD-02,C29978,https://shopview.testrail.io/index.php?/cases/view/29978,Multi-Day Spread Scheduling,'Change scope' returns from the spread step to the scope picker,KEEP,Spread-step navigation ('Change scope' returns without creating); survivor of G-SPREAD-HEADER (gains the header reads).,G-SPREAD-HEADER,,T1,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec/design/tech-plan-traceable, domain logic sound, pass/fail observable. (Spec-only suite: VIU-confirm flags are honest, not nonsense.)",yes,
SCH-SPREAD-03,C29979,https://shopview.testrail.io/index.php?/cases/view/29979,Multi-Day Spread Scheduling,"How-much selector defaults to Full estimate; Full estimate, 1 week, and 2 weeks apply immediately with no extra fields",KEEP,How-much selector contract: 'Full estimate' default + the five options + no extra fields for the three quick ones.,,,T1,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec/design/tech-plan-traceable, domain logic sound, pass/fail observable. (Spec-only suite: VIU-confirm flags are honest, not nonsense.)",yes,yes
SCH-SPREAD-04,C29980,https://shopview.testrail.io/index.php?/cases/view/29980,Multi-Day Spread Scheduling,'Until a date…' reveals a single finish-by date field,KEEP,'Until a date…' progressive disclosure — reveals exactly one finish-by field and re-plans the series.,,,T1,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec/design/tech-plan-traceable, domain logic sound, pass/fail observable. (Spec-only suite: VIU-confirm flags are honest, not nonsense.)",yes,
SCH-SPREAD-05,C29981,https://shopview.testrail.io/index.php?/cases/view/29981,Multi-Day Spread Scheduling,'Specific hours…' reveals an hours stepper,KEEP,'Specific hours…' progressive disclosure — reveals the hours stepper and spreads exactly the entered hours.,,,T1,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec/design/tech-plan-traceable, domain logic sound, pass/fail observable. (Spec-only suite: VIU-confirm flags are honest, not nonsense.)",yes,
SCH-SPREAD-06,C29982,https://shopview.testrail.io/index.php?/cases/view/29982,Multi-Day Spread Scheduling,Start date defaults to the earliest working day and can be adjusted to make a second technician sequential,KEEP,Start-date default + adjustability for sequential two-technician planning — a real scheduling workflow.,,,T1,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec/design/tech-plan-traceable, domain logic sound, pass/fail observable. (Spec-only suite: VIU-confirm flags are honest, not nonsense.)",yes,yes
SCH-SPREAD-07,C29983,https://shopview.testrail.io/index.php?/cases/view/29983,Multi-Day Spread Scheduling,Spread uses the tech's working hours; skips weekends only when hours not set,KEEP,"The core spread calculation contract: daily shifts sized to tech hours; weekends skipped only without hours; closures NOT skipped (V1, SV-8691 latest-wins).",,,T1,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec/design/tech-plan-traceable, domain logic sound, pass/fail observable. (Spec-only suite: VIU-confirm flags are honest, not nonsense.)",yes,
SCH-SPREAD-08,C29984,https://shopview.testrail.io/index.php?/cases/view/29984,Multi-Day Spread Scheduling,"Preview is collapsed to a one-line summary, expandable to a week-by-week breakdown with skipped days struck through and their reasons",KEEP,Preview contract: one-line summary expanding to a week-by-week breakdown with struck-through skipped days.,,,T2,FIX-WORDING,"Expected line 3 says skipped days 'show the reason they are skipped (weekend / closure)' — but the suite's own V1 rule (SCH-SPREAD-07/SCH-EDGE-05, SV-8691) is that closures are NOT skipped, so a 'closure' skip reason cannot occur in V1. Fix: reword to weekend-only (or align once NQ-1 is answered).",yes,yes
SCH-SPREAD-09,C29985,https://shopview.testrail.io/index.php?/cases/view/29985,Multi-Day Spread Scheduling,Confirming the spread creates a linked series of daily shifts,KEEP,Confirming the spread materializes the linked series (one shift per working day + toast) — the central creation contract.,,,T1,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec/design/tech-plan-traceable, domain logic sound, pass/fail observable. (Spec-only suite: VIU-confirm flags are honest, not nonsense.)",yes,
SCH-SPREAD-10,C29986,https://shopview.testrail.io/index.php?/cases/view/29986,Multi-Day Spread Scheduling,"Dropping the same work order on a second technician spreads the full estimate again, independently",KEEP,Independent per-technician spread (no shared remaining-hours counter) — a spec-pinned model rule; absorbs the over-estimate acceptance.,,,T1,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec/design/tech-plan-traceable, domain logic sound, pass/fail observable. (Spec-only suite: VIU-confirm flags are honest, not nonsense.)",yes,yes
SCH-SER-01,C29987,https://shopview.testrail.io/index.php?/cases/view/29987,Linked Series and Banners,"Month view renders a series as a continuous banner wrapping across week rows, labeled once, with a faded 'continues' label on later weeks",KEEP,"Month-view series banner (continuous wrap, labeled once, faded continues, breaks) — the series rendering contract.",,,T2,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec/design/tech-plan-traceable, domain logic sound, pass/fail observable. (Spec-only suite: VIU-confirm flags are honest, not nonsense.)",yes,yes
SCH-SER-02,C29988,https://shopview.testrail.io/index.php?/cases/view/29988,Linked Series and Banners,"Week view renders a series as one banner spanning the week's working days, with edge chevrons and a 'week N of M' cue",KEEP,"Week-view series banner (edge chevrons + 'week N of M' + break around bookings) — genuinely different rendering, not view-filler.",,,T2,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec/design/tech-plan-traceable, domain logic sound, pass/fail observable. (Spec-only suite: VIU-confirm flags are honest, not nonsense.)",yes,yes
SCH-SER-03,C29989,https://shopview.testrail.io/index.php?/cases/view/29989,Linked Series and Banners,Day view shows the series day as a single time-positioned block with a 'part of an M-week job' cue,WEAK-KEEP,Day-view series cue ('part of an M-week job') — a single label assertion; the load-bearing series renderings are the month/week banner cases.,,,T2,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec/design/tech-plan-traceable, domain logic sound, pass/fail observable. (Spec-only suite: VIU-confirm flags are honest, not nonsense.)",yes,yes
SCH-SER-04,C29990,https://shopview.testrail.io/index.php?/cases/view/29990,Linked Series and Banners,"A series is a grouping of ordinary daily shifts - capacity, overtime, and conflicts operate on the individual shifts",KEEP,Series = grouping of ordinary daily shifts (capacity/conflict/modal operate per shift) — the load-bearing series semantics.,,,T1,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec/design/tech-plan-traceable, domain logic sound, pass/fail observable. (Spec-only suite: VIU-confirm flags are honest, not nonsense.)",yes,yes
SCH-BLOCK-01,C29991,https://shopview.testrail.io/index.php?/cases/view/29991,Shift Block Anatomy,"A single-line shift block shows three text lines: customer name, unit number, and the line name",KEEP,"Shift block anatomy (customer/unit/line name, no WO number) — the base block contract.",,,T2,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec/design/tech-plan-traceable, domain logic sound, pass/fail observable. (Spec-only suite: VIU-confirm flags are honest, not nonsense.)",yes,yes
SCH-BLOCK-02,C29992,https://shopview.testrail.io/index.php?/cases/view/29992,Shift Block Anatomy,Whole-order and multi-line-subset shifts both read 'N Lines' on the block - the detail modal spells out the exact scope,KEEP,'N Lines' on whole-order AND subset blocks with the modal spelling out the scope — a real disambiguation contract.,,,T2,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec/design/tech-plan-traceable, domain logic sound, pass/fail observable. (Spec-only suite: VIU-confirm flags are honest, not nonsense.)",yes,yes
SCH-BLOCK-03,C29993,https://shopview.testrail.io/index.php?/cases/view/29993,Shift Block Anatomy,"VIN appears as an extra block line only when the VIN toggle is on, in day and week views only (month omits it)",MERGE,"Absorbed into SCH-VIEW-04 (C30045) — the block VIN line in day+week only, month omission, and the day-view lane growing so text is not clipped all fold into the one VIN-toggle case (it already asserts most of this)",G-VIN-TOGGLE,SCH-VIEW-04,T2,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec/design/tech-plan-traceable, domain logic sound, pass/fail observable. (Spec-only suite: VIU-confirm flags are honest, not nonsense.)",yes,yes
SCH-BLOCK-04,C29994,https://shopview.testrail.io/index.php?/cases/view/29994,Shift Block Anatomy,Shift blocks default to blue; a custom colour can be set per shift,MERGE,"Absorbed into SCH-COLOR-02 (C30072) — colour is per SHIFT, not per work order (two shifts of the same order do not share a custom colour) becomes an expected line — and the stale per-WO note is corrected",G-SHIFT-COLOR,SCH-COLOR-02,T1,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec/design/tech-plan-traceable, domain logic sound, pass/fail observable. (Spec-only suite: VIU-confirm flags are honest, not nonsense.)",yes,
SCH-BLOCK-05,C29995,https://shopview.testrail.io/index.php?/cases/view/29995,Shift Block Anatomy,The conflict icon is the only icon on a shift block - no work order number and no scope icons,WEAK-KEEP,"Icon-absence detail (conflict icon is the only icon; no WO number, no scope icons) — spec-pinned but failure is cosmetic.",,,T2,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec/design/tech-plan-traceable, domain logic sound, pass/fail observable. (Spec-only suite: VIU-confirm flags are honest, not nonsense.)",yes,yes
SCH-LANE-01,C29996,https://shopview.testrail.io/index.php?/cases/view/29996,Overlap and Lane Stacking,Shifts whose times do not overlap share a single lane - the row keeps its normal height,KEEP,Non-overlap single-lane behaviour (+ no conflict for back-to-back); survivor of G-SAMEDAY-LANE (gains the two-WO setup).,G-SAMEDAY-LANE,,T1,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec/design/tech-plan-traceable, domain logic sound, pass/fail observable. (Spec-only suite: VIU-confirm flags are honest, not nonsense.)",yes,yes
SCH-LANE-02,C29997,https://shopview.testrail.io/index.php?/cases/view/29997,Overlap and Lane Stacking,Shifts whose times intersect split into stacked lanes and the row grows to fit,KEEP,Overlap → stacked lanes + row growth + double-booked flag — the core overlap rendering contract.,,,T1,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec/design/tech-plan-traceable, domain logic sound, pass/fail observable. (Spec-only suite: VIU-confirm flags are honest, not nonsense.)",yes,
SCH-LANE-03,C29998,https://shopview.testrail.io/index.php?/cases/view/29998,Overlap and Lane Stacking,Visible lanes cap at 3 - additional overlapping shifts collapse into a '+N more' affordance that opens a popover,KEEP,3-lane cap with '+N more' popover — a spec-pinned boundary (5 shifts → 3 lanes + '+2 more').,,,T1,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec/design/tech-plan-traceable, domain logic sound, pass/fail observable. (Spec-only suite: VIU-confirm flags are honest, not nonsense.)",yes,yes
SCH-LANE-04,C29999,https://shopview.testrail.io/index.php?/cases/view/29999,Overlap and Lane Stacking,"Lane stacking and the '+N more' overflow apply in day, week, and month views",KEEP,One case sweeping the cap-and-overflow model across all three views — packaged correctly (not a per-view explosion).,,,T1,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec/design/tech-plan-traceable, domain logic sound, pass/fail observable. (Spec-only suite: VIU-confirm flags are honest, not nonsense.)",yes,
SCH-LANE-05,C30000,https://shopview.testrail.io/index.php?/cases/view/30000,Overlap and Lane Stacking,A technician can hold multiple shifts on the same day from different work orders,MERGE,"Absorbed into SCH-LANE-01 (C29996) — the two non-overlapping same-day shifts come from TWO DIFFERENT work orders, proving multi-WO same-day scheduling in the same observation",G-SAMEDAY-LANE,SCH-LANE-01,T1,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec/design/tech-plan-traceable, domain logic sound, pass/fail observable. (Spec-only suite: VIU-confirm flags are honest, not nonsense.)",yes,
SCH-DAY-01,C30001,https://shopview.testrail.io/index.php?/cases/view/30001,Day View Timeline,Day view auto-scrolls on load and day navigation so the working-day start sits at the left edge (with a small buffer),KEEP,Day-view auto-scroll to the working-day start; survivor of G-AUTOSCROLL (gains the manual-scroll-not-overridden half).,G-AUTOSCROLL,,T1,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec/design/tech-plan-traceable, domain logic sound, pass/fail observable. (Spec-only suite: VIU-confirm flags are honest, not nonsense.)",yes,yes
SCH-DAY-02,C30002,https://shopview.testrail.io/index.php?/cases/view/30002,Day View Timeline,Manual scrolling is not overridden - auto-scroll fires only on load or day navigation,MERGE,Absorbed into SCH-DAY-01 (C30001) — manual scroll is not overridden + the full 24-hour timeline stays scrollable + only day navigation re-triggers auto-scroll become steps 3-5,G-AUTOSCROLL,SCH-DAY-01,T1,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec/design/tech-plan-traceable, domain logic sound, pass/fail observable. (Spec-only suite: VIU-confirm flags are honest, not nonsense.)",yes,yes
SCH-DAY-03,C30003,https://shopview.testrail.io/index.php?/cases/view/30003,Day View Timeline,Date and time headers stick to the top of the viewport during vertical scroll (day and week views),WEAK-KEEP,Sticky date/time headers on scroll — real but low-value display behaviour any regression would catch incidentally.,,,T2,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec/design/tech-plan-traceable, domain logic sound, pass/fail observable. (Spec-only suite: VIU-confirm flags are honest, not nonsense.)",yes,yes
SCH-DAY-04,C30004,https://shopview.testrail.io/index.php?/cases/view/30004,Day View Timeline,"Dragging a shift horizontally moves its start time, snapping to 15-minute intervals",KEEP,Horizontal drag moves start time with 15-minute snapping — a load-bearing time-editing contract.,,,T1,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec/design/tech-plan-traceable, domain logic sound, pass/fail observable. (Spec-only suite: VIU-confirm flags are honest, not nonsense.)",yes,yes
SCH-DAY-05,C30005,https://shopview.testrail.io/index.php?/cases/view/30005,Day View Timeline,Dragging a shift's left or right edge resizes its duration,KEEP,Edge resize changes duration (left/right edge semantics) — distinct time-editing contract.,,,T1,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec/design/tech-plan-traceable, domain logic sound, pass/fail observable. (Spec-only suite: VIU-confirm flags are honest, not nonsense.)",yes,
SCH-DAY-06,C30006,https://shopview.testrail.io/index.php?/cases/view/30006,Day View Timeline,"A now line marks the current time on today's day view, with a label on hover",WEAK-KEEP,Now-line indicator + hover label — cosmetic time cue; unpinned styling.,,,T2,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec/design/tech-plan-traceable, domain logic sound, pass/fail observable. (Spec-only suite: VIU-confirm flags are honest, not nonsense.)",yes,
SCH-DAY-07,C30007,https://shopview.testrail.io/index.php?/cases/view/30007,Day View Timeline,"With the VIN toggle on, day-view lane heights grow so block text is not clipped",MERGE,"Absorbed into SCH-VIEW-04 (C30045) — the block VIN line in day+week only, month omission, and the day-view lane growing so text is not clipped all fold into the one VIN-toggle case (it already asserts most of this)",G-VIN-TOGGLE,SCH-VIEW-04,T2,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec/design/tech-plan-traceable, domain logic sound, pass/fail observable. (Spec-only suite: VIU-confirm flags are honest, not nonsense.)",yes,
SCH-MODAL-01,C30008,https://shopview.testrail.io/index.php?/cases/view/30008,Shift Detail Modal,"Clicking a shift opens its detail modal showing customer, unit, VIN (always visible), and the work order id",KEEP,"Modal identity contract (customer, unit, VIN always visible, WO id) — including the VIN-regardless-of-toggle rule.",,,T1,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec/design/tech-plan-traceable, domain logic sound, pass/fail observable. (Spec-only suite: VIU-confirm flags are honest, not nonsense.)",yes,yes
SCH-MODAL-02,C30009,https://shopview.testrail.io/index.php?/cases/view/30009,Shift Detail Modal,Scheduled date and start/end time pickers work in 15-minute increments,KEEP,"Date + start/end pickers in 15-minute increments, grid reflects the change — the modal editing contract.",,,T1,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec/design/tech-plan-traceable, domain logic sound, pass/fail observable. (Spec-only suite: VIU-confirm flags are honest, not nonsense.)",yes,
SCH-MODAL-03,C30010,https://shopview.testrail.io/index.php?/cases/view/30010,Shift Detail Modal,The modal shows the technician and time logged vs estimate progress,KEEP,Technician + time-logged-vs-estimate progress — the progress display contract (numbers must reconcile).,,,T1,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec/design/tech-plan-traceable, domain logic sound, pass/fail observable. (Spec-only suite: VIU-confirm flags are honest, not nonsense.)",yes,
SCH-MODAL-04,C30011,https://shopview.testrail.io/index.php?/cases/view/30011,Shift Detail Modal,"The modal shows a scope summary and the scheduled line(s) with number, title, hours, and status only",KEEP,"Scope summary + scheduled lines with number/title/hours/status ONLY — the no-money-in-the-modal rule (Branko Q3), a real data-exposure contract.",,,T1,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec/design/tech-plan-traceable, domain logic sound, pass/fail observable. (Spec-only suite: VIU-confirm flags are honest, not nonsense.)",yes,yes
SCH-MODAL-05,C30012,https://shopview.testrail.io/index.php?/cases/view/30012,Shift Detail Modal,Estimated hours can be edited inline in the modal,KEEP,Inline estimated-hours edit with persistence — a real editing path (with an honest scope-ambiguity flag).,,,T1,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec/design/tech-plan-traceable, domain logic sound, pass/fail observable. (Spec-only suite: VIU-confirm flags are honest, not nonsense.)",yes,
SCH-MODAL-06,C30013,https://shopview.testrail.io/index.php?/cases/view/30013,Shift Detail Modal,"Notes can be added, edited, and deleted per work order from the modal",KEEP,Notes add/edit/delete per work order — CRUD lifecycle on the modal.,,,T1,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec/design/tech-plan-traceable, domain logic sound, pass/fail observable. (Spec-only suite: VIU-confirm flags are honest, not nonsense.)",yes,
SCH-MODAL-07,C30014,https://shopview.testrail.io/index.php?/cases/view/30014,Shift Detail Modal,A conflicted shift's modal shows a conflict banner with an 'Adjust' action,KEEP,Conflict banner + 'Adjust' action in the modal (and its absence on clean shifts) — conflict resolution entry point.,,,T1,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec/design/tech-plan-traceable, domain logic sound, pass/fail observable. (Spec-only suite: VIU-confirm flags are honest, not nonsense.)",yes,
SCH-MODAL-08,C30015,https://shopview.testrail.io/index.php?/cases/view/30015,Shift Detail Modal,The modal offers a Delete (series-aware) action only - there is no Reassign action,KEEP,"[HELD pending Branko D4 — modal 'Reassign' question; scored as authored] Delete-only modal actions — NO Reassign (drag-only reassignment, Branko-confirmed removal) — a real regression guard.",,,T1,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec/design/tech-plan-traceable, domain logic sound, pass/fail observable. (Spec-only suite: VIU-confirm flags are honest, not nonsense.)",yes,yes
SCH-EVT-01,C30016,https://shopview.testrail.io/index.php?/cases/view/30016,Events,Create an event via right-click 'Create Event' on a grid cell,KEEP,Event creation via the right-click 'Create Event' menu with pre-set tech/date — the primary event path.,,,T1,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec/design/tech-plan-traceable, domain logic sound, pass/fail observable. (Spec-only suite: VIU-confirm flags are honest, not nonsense.)",yes,
SCH-EVT-02,C30017,https://shopview.testrail.io/index.php?/cases/view/30017,Events,"Create an event by clicking empty grid space in day view, with a live preview block and drag-to-resize",KEEP,Day-view click-to-create with live preview + drag-to-size — a distinct creation gesture.,,,T1,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec/design/tech-plan-traceable, domain logic sound, pass/fail observable. (Spec-only suite: VIU-confirm flags are honest, not nonsense.)",yes,yes
SCH-EVT-03,C30018,https://shopview.testrail.io/index.php?/cases/view/30018,Events,"Event modal offers name, date, start/end time, an all-day toggle, and a color category",KEEP,Event modal fields contract (name/date/times/all-day/colour) with save/re-open; survivor of G-EVENT-MODAL.,G-EVENT-MODAL,,T1,FIX-WORDING,Precondition says the modal is opened 'via right-click 'New Event'' — stale label; the menu item is 'Create Event' (SCH-EVT-01/DESIGN-RECONCILIATION #7). Fix: update the label.,yes,yes
SCH-EVT-04,C30019,https://shopview.testrail.io/index.php?/cases/view/30019,Events,The all-day toggle creates an all-day event,MERGE,Absorbed into SCH-EVT-03 (C30018) — the all-day toggle behaviour (time fields not required when on; the event renders as an all-day block) folds in as a step of the modal-fields case,G-EVENT-MODAL,SCH-EVT-03,T1,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec/design/tech-plan-traceable, domain logic sound, pass/fail observable. (Spec-only suite: VIU-confirm flags are honest, not nonsense.)",yes,
SCH-EVT-05,C30020,https://shopview.testrail.io/index.php?/cases/view/30020,Events,Events can be dragged to another technician or another day,KEEP,Event drag to another technician/day with undo toasts — event lifecycle parity with shifts.,,,T1,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec/design/tech-plan-traceable, domain logic sound, pass/fail observable. (Spec-only suite: VIU-confirm flags are honest, not nonsense.)",yes,
SCH-EVT-06,C30021,https://shopview.testrail.io/index.php?/cases/view/30021,Events,"Event cards are structurally distinct from shift cards - white outlined card with a grey icon chip, no colored left rail",KEEP,Structural event-vs-shift distinguishability (not by colour alone) — a real accessibility/recognition contract.,,,T2,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec/design/tech-plan-traceable, domain logic sound, pass/fail observable. (Spec-only suite: VIU-confirm flags are honest, not nonsense.)",yes,yes
SCH-EVT-07,C30022,https://shopview.testrail.io/index.php?/cases/view/30022,Events,Events default to neutral/grey; choosing a color tints the card and its icon chip,WEAK-KEEP,Event default grey + tint-on-colour — cosmetic colour behaviour; the structural event-vs-shift distinguishability case (SCH-EVT-06) is the load-bearing one.,,,T2,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec/design/tech-plan-traceable, domain logic sound, pass/fail observable. (Spec-only suite: VIU-confirm flags are honest, not nonsense.)",yes,yes
SCH-EVT-08,C30615,https://shopview.testrail.io/index.php?/cases/view/30615,Events,An event does not count toward a technician's capacity bar and does not raise a conflict,KEEP,"[HELD pending Branko D1 — events-count-toward-capacity may change; scored as authored] Events excluded from capacity AND conflicts — load-bearing semantics (Branko Q1), guards a silent capacity distortion.",,,T1,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec/design/tech-plan-traceable, domain logic sound, pass/fail observable. (Spec-only suite: VIU-confirm flags are honest, not nonsense.)",yes,yes
SCH-CONF-01,C30023,https://shopview.testrail.io/index.php?/cases/view/30023,Conflict Detection,Double-booked: two work orders overlapping on the same technician at the same time are flagged,KEEP,Double-booked detection with icon + pill count + dropdown listing — the core conflict contract.,,,T1,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec/design/tech-plan-traceable, domain logic sound, pass/fail observable. (Spec-only suite: VIU-confirm flags are honest, not nonsense.)",yes,yes
SCH-CONF-02,C30024,https://shopview.testrail.io/index.php?/cases/view/30024,Conflict Detection,Working-day conflict: a shift on a day outside the technician's configured working days is flagged,KEEP,Working-day conflict keyed to the technician's OWN configured days (Saturday hours ⇒ no flag) — the reconciled per-tech rule.,,,T1,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec/design/tech-plan-traceable, domain logic sound, pass/fail observable. (Spec-only suite: VIU-confirm flags are honest, not nonsense.)",yes,yes
SCH-CONF-03,C30025,https://shopview.testrail.io/index.php?/cases/view/30025,Conflict Detection,Before hours: a shift starting before the technician's configured working-day start is flagged,KEEP,Before-hours conflict against the configured start (hierarchy tech > business > default); survivor of G-HOURS-CONFLICT (gains the after-hours half).,G-HOURS-CONFLICT,,T1,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec/design/tech-plan-traceable, domain logic sound, pass/fail observable. (Spec-only suite: VIU-confirm flags are honest, not nonsense.)",yes,yes
SCH-CONF-04,C30026,https://shopview.testrail.io/index.php?/cases/view/30026,Conflict Detection,After hours: a shift extending past the technician's configured working-day end is flagged,MERGE,Absorbed into SCH-CONF-03 (C30025) — one working-hours-conflict case: drag the same shift to start BEFORE the start and then extend PAST the end — both reason sentences observed in one sitting,G-HOURS-CONFLICT,SCH-CONF-03,T1,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec/design/tech-plan-traceable, domain logic sound, pass/fail observable. (Spec-only suite: VIU-confirm flags are honest, not nonsense.)",yes,yes
SCH-CONF-05,C30027,https://shopview.testrail.io/index.php?/cases/view/30027,Conflict Detection,The toolbar conflict pill shows the issue count and opens a dropdown listing the conflicts,KEEP,Conflict pill count + dropdown completeness + continuous re-detection on resolve — the conflict surfacing contract.,,,T1,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec/design/tech-plan-traceable, domain logic sound, pass/fail observable. (Spec-only suite: VIU-confirm flags are honest, not nonsense.)",yes,yes
SCH-CONF-06,C30028,https://shopview.testrail.io/index.php?/cases/view/30028,Conflict Detection,Clicking a conflict in the dropdown navigates to the relevant technician and day,KEEP,Clicking a listed conflict navigates to the right technician/day — a navigation contract.,,,T1,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec/design/tech-plan-traceable, domain logic sound, pass/fail observable. (Spec-only suite: VIU-confirm flags are honest, not nonsense.)",yes,
SCH-CONF-07,C30029,https://shopview.testrail.io/index.php?/cases/view/30029,Conflict Detection,Red/alarming styling is reserved for conflicts and genuine errors - never used for overtime,WEAK-KEEP,"Styling reservation rule (red only for conflicts, amber for OT) — a real accessibility/severity semantic but observationally thin; the honest hard-to-seed note is kept.",,,T2,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec/design/tech-plan-traceable, domain logic sound, pass/fail observable. (Spec-only suite: VIU-confirm flags are honest, not nonsense.)",yes,yes
