internal_id,testrail_case_id,testrail_link,report,section,title,title_len,d1_useful,d1_reason,d2a_sense,d2a_reason,d3_genuine_layman,d3_traceable,d3_jargon_in_tester_text,d3_internal_id_in_tester_text,refs
PV-ROW-01,C30341,https://shopview.testrail.io/index.php?/cases/view/30341,PV,PV — Row Model,A part stocked at two selected locations shows as two per-location rows,71,KEEP,"Row-model/scope contract (who appears, where, exactly once) — data-correctness core.",SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec-traceable, domain logic sound, pass/fail observable.",PASS,yes,,,SV-8643 (specs/parts-velocity.md S3-R1a; §3 Key Decisions)
PV-ROW-02,C30342,https://shopview.testrail.io/index.php?/cases/view/30342,PV,PV — Row Model,A Special Order part is one merged row summed across selected locations,71,KEEP,"Row-model/scope contract (who appears, where, exactly once) — data-correctness core.",SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec-traceable, domain logic sound, pass/fail observable.",PASS,yes,,,SV-8643 (specs/parts-velocity.md S3-R1a; §3 Key Decisions)
PV-ROW-03,C30343,https://shopview.testrail.io/index.php?/cases/view/30343,PV,PV — Row Model,"Rows load ranked by Demand descending, indicator on the Demand header",69,KEEP,"Row-model/scope contract (who appears, where, exactly once) — data-correctness core.",SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec-traceable, domain logic sound, pass/fail observable.",PASS,yes,,,SV-8643 (specs/parts-velocity.md S3-R2)
PV-ROW-04,C30344,https://shopview.testrail.io/index.php?/cases/view/30344,PV,PV — Row Model,"A header click sorts ascending first, toggles, and places nulls by direction",76,KEEP,"Row-model/scope contract (who appears, where, exactly once) — data-correctness core.",SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec-traceable, domain logic sound, pass/fail observable.",PASS,yes,,,SV-8643 (specs/parts-velocity.md S3-R3)
PV-ROW-05,C30345,https://shopview.testrail.io/index.php?/cases/view/30345,PV,PV — Row Model,"Sticky header, all-left alignment on screen, and plain-text Type values",71,KEEP,"Row-model/scope contract (who appears, where, exactly once) — data-correctness core.",SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec-traceable, domain logic sound, pass/fail observable. [NOTE: this case was video-edited concurrently (commit 3bd08a7) — this sense verdict applies to the PRE-EDIT text; re-check after the video edits land.]",PASS,yes,,PV-EXP-08,SV-8643 (PV spec S3-R4; S3-R5; S3-R8 - Type value 'Catalogue' RENAMED to the exact label 'Special Order' per Chris Ward msg 2026-07-29 [newest-wins] [cf video P31])
PV-ROW-06,C30346,https://shopview.testrail.io/index.php?/cases/view/30346,PV,PV — Row Model,Info icons sit on Units Sold; Demand and Turns / Yr with descriptions,69,KEEP,"Row-model/scope contract (who appears, where, exactly once) — data-correctness core.",SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec-traceable, domain logic sound, pass/fail observable.",PASS,yes,,,SV-8643 (specs/parts-velocity.md S3-R6)
PV-ROW-07,C30347,https://shopview.testrail.io/index.php?/cases/view/30347,PV,PV — Row Model,Description; Category and Vendor truncate on hover; Part # never does,69,KEEP,"Row-model/scope contract (who appears, where, exactly once) — data-correctness core.",SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec-traceable, domain logic sound, pass/fail observable.",PASS,yes,,PV-EXP-05,SV-8643 (specs/parts-velocity.md S3-R7)
PV-ROW-08,C30348,https://shopview.testrail.io/index.php?/cases/view/30348,PV,PV — Row Model,Em-dash only in nullable fields; counts and Revenue/Margin are never null,73,KEEP,"Row-model/scope contract (who appears, where, exactly once) — data-correctness core.",SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec-traceable, domain logic sound, pass/fail observable.",PASS,yes,,,SV-8643 (specs/parts-velocity.md S3-R9; S5-R5)
PV-ROW-09,C30349,https://shopview.testrail.io/index.php?/cases/view/30349,PV,PV — Row Model,"An inventory part drops out only with no movement, no stock and no revenue",74,KEEP,"Row-model/scope contract (who appears, where, exactly once) — data-correctness core.",SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec-traceable, domain logic sound, pass/fail observable.",PASS,yes,,,SV-8643 (specs/parts-velocity.md S3-N1)
PV-ROW-10,C30350,https://shopview.testrail.io/index.php?/cases/view/30350,PV,PV — Row Model,A sale invoiced then fully reversed shows Demand 1 with Units Sold 0.00,71,KEEP,"Row-model/scope contract (who appears, where, exactly once) — data-correctness core.",SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec-traceable, domain logic sound, pass/fail observable.",PASS,yes,,,SV-8643 (specs/parts-velocity.md S3-E1; S5-R5)
PV-VIS-01,C30385,https://shopview.testrail.io/index.php?/cases/view/30385,PV,PV — Visual Conformance,The report uses the standard two-tone layout,44,WEAK-KEEP,Two-tone theme parroting; verify once.,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec-traceable, domain logic sound, pass/fail observable.",PASS,yes,,,SV-8647 (specs/parts-velocity.md S7-R1; §2)
PV-VIS-02,C30386,https://shopview.testrail.io/index.php?/cases/view/30386,PV,PV — Visual Conformance,Toolbar and table detail styling matches the suite paddings and borders,71,WEAK-KEEP,Px paddings/1px borders; verify once.,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec-traceable, domain logic sound, pass/fail observable.",PASS,yes,,,SV-8647 (specs/parts-velocity.md S7-R2; S7-R3; S7-R4; S7-R5)
PV-VIS-03,C30387,https://shopview.testrail.io/index.php?/cases/view/30387,PV,PV — Visual Conformance,Dark mode is supported and the grey info icon keeps 3:1 contrast in both,72,WEAK-KEEP,Dark mode + 3:1 icon contrast (tooling); one-time check.,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec-traceable, domain logic sound, pass/fail observable.",PASS,yes,,,SV-8647 (specs/parts-velocity.md S7-R6)
SBC-API-01,C30190,https://shopview.testrail.io/index.php?/cases/view/30190,SBC,SBC — API,Asset and invoice rows are fetched on first expand; one call per customer,73,KEEP,Server-side contract (pagination/sort/snapshot/enforcement) — placed in an API section per Rule 4; verifiable via network tab/DB; failures are real defects.,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec-traceable, domain logic sound, pass/fail observable.",PASS,yes,,,SV-8606 (specs/sbc-sales-by-customer.md Story 8 S8-R14; S8-R16)
SBC-API-02,C30191,https://shopview.testrail.io/index.php?/cases/view/30191,SBC,SBC — API,Sorting is applied on the server and re-fetches the first page,62,KEEP,Server-side contract (pagination/sort/snapshot/enforcement) — placed in an API section per Rule 4; verifiable via network tab/DB; failures are real defects.,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec-traceable, domain logic sound, pass/fail observable.",PASS,yes,,,SV-8608 (specs/sbc-sales-by-customer.md Story 10 S10-R8; S10-R8b; tech-plan-2026-07-29 A2 (server sort whitelist))
SBC-API-03,C30192,https://shopview.testrail.io/index.php?/cases/view/30192,SBC,SBC — API,The Customer type-ahead queries the server instead of loading every name,72,KEEP,Server-side contract (pagination/sort/snapshot/enforcement) — placed in an API section per Rule 4; verifiable via network tab/DB; failures are real defects.,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec-traceable, domain logic sound, pass/fail observable.",PASS,yes,,,SV-8616 (specs/sbc-sales-by-customer.md Story 18 S18-R2; S18-R4)
SBC-API-04,C30193,https://shopview.testrail.io/index.php?/cases/view/30193,SBC,SBC — API,Customer rows are server-paginated; the totals row is server-computed,69,KEEP,Server-side contract (pagination/sort/snapshot/enforcement) — placed in an API section per Rule 4; verifiable via network tab/DB; failures are real defects.,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec-traceable, domain logic sound, pass/fail observable.",PASS,yes,,,SV-8616 (specs/sbc-sales-by-customer.md Story 18 S18-R6; S18-R11)
SBC-API-05,C30194,https://shopview.testrail.io/index.php?/cases/view/30194,SBC,SBC — API,"Exports are server-generated and the 10,000-row cap is counted first",68,KEEP,Server-side contract (pagination/sort/snapshot/enforcement) — placed in an API section per Rule 4; verifiable via network tab/DB; failures are real defects.,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec-traceable, domain logic sound, pass/fail observable.",PASS,yes,,SBC-EXP-14,SV-8612 (specs/sbc-sales-by-customer.md Story 14 S14-R3; S14-R14; Story 15 S15-R3; S15-R22)
SBC-CALC-01,C30149,https://shopview.testrail.io/index.php?/cases/view/30149,SBC,SBC — Totals & Calculations,Financial columns run in the specified order with Subtotal and Margin rules,75,KEEP,"Calculation contract with a worked example; a failure is a real, reportable money/hours bug.",SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec-traceable, domain logic sound, pass/fail observable.",PASS,yes,,,SV-8605 (specs/sbc-sales-by-customer.md §2; §4 Terminology; Story 7 S7-R6; Story 11 S11-R1)
SBC-CALC-02,C30150,https://shopview.testrail.io/index.php?/cases/view/30150,SBC,SBC — Totals & Calculations,Margin % is Margin over Subtotal to one decimal; em dash when Subtotal <= 0,75,KEEP,"Calculation contract with a worked example; a failure is a real, reportable money/hours bug.",SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec-traceable, domain logic sound, pass/fail observable.",PASS,yes,,,SV-8605 (specs/sbc-sales-by-customer.md Story 7 S7-R11; S7-R12; S7-R13; S7-R14)
SBC-CALC-03,C30151,https://shopview.testrail.io/index.php?/cases/view/30151,SBC,SBC — Totals & Calculations,Inv. Hrs heading is verbatim; value shows +green / -red / 0.0 on every row,74,KEEP,"Calculation contract with a worked example; a failure is a real, reportable money/hours bug.",SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec-traceable, domain logic sound, pass/fail observable.",PASS,yes,,,SV-8610 (specs/sbc-sales-by-customer.md Story 12 S12-R1; S12-R2; S12-R3; S12-R4; S12-R5; S12-R6)
SBC-CALC-04,C30152,https://shopview.testrail.io/index.php?/cases/view/30152,SBC,SBC — Totals & Calculations,Inv. Hrs is never blank: no-labor rows and near-zero values both show 0.0,73,KEEP,"Calculation contract with a worked example; a failure is a real, reportable money/hours bug.",SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec-traceable, domain logic sound, pass/fail observable.",PASS,yes,,,SV-8610 (specs/sbc-sales-by-customer.md Story 12 S12-N1; S12-E1; S12-E2)
SBC-CALC-05,C30153,https://shopview.testrail.io/index.php?/cases/view/30153,SBC,SBC — Totals & Calculations,Invoice subtotals sum to their asset row and asset subtotals to the customer,76,KEEP,"Calculation contract with a worked example; a failure is a real, reportable money/hours bug.",SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec-traceable, domain logic sound, pass/fail observable.",PASS,yes,,,SV-8606 (specs/sbc-sales-by-customer.md Story 8 S8-R13)
SBC-CALC-06,C30154,https://shopview.testrail.io/index.php?/cases/view/30154,SBC,SBC — Totals & Calculations,Subtotal is the rightmost column; pinned on scroll and bold everywhere,70,KEEP,"Calculation contract with a worked example; a failure is a real, reportable money/hours bug.",SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec-traceable, domain logic sound, pass/fail observable.",PASS,yes,,,SV-8609 (specs/sbc-sales-by-customer.md Story 11 S11-R1; S11-R2; S11-R3; S11-N1)
SBC-CALC-07,C30155,https://shopview.testrail.io/index.php?/cases/view/30155,SBC,SBC — Totals & Calculations,The totals row covers the whole filtered set; not just the current page,71,KEEP,"Calculation contract with a worked example; a failure is a real, reportable money/hours bug.",SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec-traceable, domain logic sound, pass/fail observable.",PASS,yes,,,SV-8616 (specs/sbc-sales-by-customer.md Story 18 S18-R6)
SBC-COL-01,C30156,https://shopview.testrail.io/index.php?/cases/view/30156,SBC,SBC — Column Selector,Column selector is its own toolbar button with nine toggles all on,66,KEEP,Column selector behavior contract (contents/effect/exports interaction).,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec-traceable, domain logic sound, pass/fail observable.",PASS,yes,,,SV-8611 (specs/sbc-sales-by-customer.md Story 13 S13-R1; S13-R2; S13-R3; S13-R4; S13-R7)
SBC-COL-02,C30157,https://shopview.testrail.io/index.php?/cases/view/30157,SBC,SBC — Column Selector,"Column toggles hide header+cells; Customer, Subtotal and chevron never in list",78,KEEP,Column selector behavior contract (contents/effect/exports interaction).,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec-traceable, domain logic sound, pass/fail observable.",PASS,yes,,,SV-8611 (specs/sbc-sales-by-customer.md Story 13 S13-R5; S13-R6; S13-N1)
SBC-CUST-01,C30112,https://shopview.testrail.io/index.php?/cases/view/30112,SBC,SBC — Customer Filter,"Customer filter sits between Product Type and Location, carries a search icon",77,WEAK-KEEP,"Placement/search-icon/hint cosmetics of the Customer control; legitimate spec line, low failure value.",SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec-traceable, domain logic sound, pass/fail observable.",PASS,yes,,,SV-8616 (specs/sbc-sales-by-customer.md Story 18 S18-R1; S18-R2)
SBC-CUST-02,C30113,https://shopview.testrail.io/index.php?/cases/view/30113,SBC,SBC — Customer Filter,Typing in the Customer filter lists matching customers by contains match,72,KEEP,Filter data-effect contract — changes which rows/totals appear; failures are real.,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec-traceable, domain logic sound, pass/fail observable.",PASS,yes,,,SV-8616 (specs/sbc-sales-by-customer.md Story 18 S18-R2)
SBC-CUST-03,C30114,https://shopview.testrail.io/index.php?/cases/view/30114,SBC,SBC — Customer Filter,Pinned control toggles All customers and Clear all; clearing shows empty state,78,KEEP,Filter data-effect contract — changes which rows/totals appear; failures are real.,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec-traceable, domain logic sound, pass/fail observable.",PASS,yes,,,SV-8616 (specs/sbc-sales-by-customer.md Story 18 S18-R3; S18-N1; S17-E1)
SBC-CUST-04,C30115,https://shopview.testrail.io/index.php?/cases/view/30115,SBC,SBC — Customer Filter,First load starts in the all-customers state and the report shows every customer,80,KEEP,Filter data-effect contract — changes which rows/totals appear; failures are real.,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec-traceable, domain logic sound, pass/fail observable.",PASS,yes,,,SV-8616 (specs/sbc-sales-by-customer.md Story 18 S18-R4; S18-R5; S18-R9; S18-E1)
SBC-CUST-05,C30116,https://shopview.testrail.io/index.php?/cases/view/30116,SBC,SBC — Customer Filter,"Collapsed label reads None, the customer's name, or N selected",62,KEEP,Filter data-effect contract — changes which rows/totals appear; failures are real.,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec-traceable, domain logic sound, pass/fail observable.",PASS,yes,,,SV-8616 (specs/sbc-sales-by-customer.md Story 18 S18-R5)
SBC-CUST-06,C30117,https://shopview.testrail.io/index.php?/cases/view/30117,SBC,SBC — Customer Filter,Changing the customer selection narrows the table and refreshes the totals,74,KEEP,Filter data-effect contract — changes which rows/totals appear; failures are real.,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec-traceable, domain logic sound, pass/fail observable.",PASS,yes,,,SV-8616 (specs/sbc-sales-by-customer.md Story 18 S18-R5; S18-R11)
SBC-CUST-09,C30120,https://shopview.testrail.io/index.php?/cases/view/30120,SBC,SBC — Customer Filter,A subset customer selection reconciles on a filter change; kept if present,74,KEEP,Filter data-effect contract — changes which rows/totals appear; failures are real.,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec-traceable, domain logic sound, pass/fail observable.",PASS,yes,,,SV-8616 (specs/sbc-sales-by-customer.md Story 18 S18-R9; S18-E1)
SBC-DATE-01,C30102,https://shopview.testrail.io/index.php?/cases/view/30102,SBC,SBC — Date Range Filter,Date range picker offers eleven options in the specified order,62,KEEP,Date-range semantics (presets/cap/anchoring) — drives every number on the report.,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec-traceable, domain logic sound, pass/fail observable.",PASS,yes,,,SV-8601 (specs/sbc-sales-by-customer.md Story 2 S2-R1; S2-R2)
SBC-DATE-03,C30104,https://shopview.testrail.io/index.php?/cases/view/30104,SBC,SBC — Date Range Filter,Custom range opens a start/end date dialog and cannot exceed a 366-day span,75,KEEP,Date-range semantics (presets/cap/anchoring) — drives every number on the report.,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec-traceable, domain logic sound, pass/fail observable.",PASS,yes,,,SV-8601 (specs/sbc-sales-by-customer.md Story 2 S2-R3; S2-R4; S2-N2)
SBC-DATE-04,C30105,https://shopview.testrail.io/index.php?/cases/view/30105,SBC,SBC — Date Range Filter,Changing the date range writes it into the page link for sharing,64,KEEP,Date-range semantics (presets/cap/anchoring) — drives every number on the report.,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec-traceable, domain logic sound, pass/fail observable.",PASS,yes,,,SV-8601 (specs/sbc-sales-by-customer.md Story 2 S2-R6; S2-R9 (context))
SBC-EMPTY-01,C30181,https://shopview.testrail.io/index.php?/cases/view/30181,SBC,SBC — Empty & Edge States,Empty state shows in the table body; toolbar interactive; kept selection returns,80,KEEP,Loading/empty/error state contract with exact recovery behavior.,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec-traceable, domain logic sound, pass/fail observable.",PASS,yes,,,SV-8615 (specs/sbc-sales-by-customer.md Story 17 S17-R1; S17-R2; S17-R3; S17-E1; Story 2 S2-N1; Story 3 S3-N1; Story 4 S4-N2; Story 8 S8-N1)
SBC-EMPTY-02,C30182,https://shopview.testrail.io/index.php?/cases/view/30182,SBC,SBC — Empty & Edge States,The empty-state message never appears while the table is still loading,70,WEAK-KEEP,No-empty-message-while-loading; a race a manual tester can rarely drive deterministically.,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec-traceable, domain logic sound, pass/fail observable.",PASS,yes,,,SV-8615 (specs/sbc-sales-by-customer.md Story 17 S17-N1)
SBC-EMPTY-04,C30184,https://shopview.testrail.io/index.php?/cases/view/30184,SBC,SBC — Empty & Edge States,A failed data fetch shows the error toast which fades after 5 seconds,69,KEEP,Loading/empty/error state contract with exact recovery behavior.,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec-traceable, domain logic sound, pass/fail observable.",PASS,yes,,,SV-8582 (SBC spec §7 User Feedback Summary — the data-fetch error toast; CROSS-CUTTING: the SBC spec carries no error-state story of its own so the epic key is used deliberately)
SBC-EXP-01,C30159,https://shopview.testrail.io/index.php?/cases/view/30159,SBC,SBC — Exports,The overflow menu holds exactly the four download items - no Print,66,KEEP,Export content/behavior contract (what is in the file / when it is refused) — distinct observable outcome.,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec-traceable, domain logic sound, pass/fail observable. [NOTE: this case was video-edited concurrently (commit 3bd08a7) — this sense verdict applies to the PRE-EDIT text; re-check after the video edits land.]",PASS,yes,,,SV-8612; SV-8613 (SBC spec S14-R1; S14-R2; S15-R1; S15-R2; S20-R16 - menu RESHAPED to 4 Summary/Expanded items by Chris Ward msg 2026-07-29 [newest-wins] [extends video P21]; 'Print' REMOVED per video P25 [same msg confirms])
SBC-EXP-02,C30160,https://shopview.testrail.io/index.php?/cases/view/30160,SBC,SBC — Exports,Download file names carry the version and the active date range,63,KEEP,Export content/behavior contract (what is in the file / when it is refused) — distinct observable outcome.,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec-traceable, domain logic sound, pass/fail observable.",PASS,yes,,,SV-8612; SV-8613 (SBC spec v12 2026-07-29 S14-R14; S15-R6 — file names now carry the Summary/Expanded version; the old flat sales-by-customer-{range} map is superseded)
SBC-EXP-03,C30161,https://shopview.testrail.io/index.php?/cases/view/30161,SBC,SBC — Exports,"Expanded View CSV: column order, blank-cell rules, and the Locations line",73,KEEP,Export content/behavior contract (what is in the file / when it is refused) — distinct observable outcome.,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec-traceable, domain logic sound, pass/fail observable.",PASS,yes,,,SV-8612 (SBC spec v12 2026-07-29 Story 14 S14-R5; S14-R6; S14-R7; S14-R13 — the Expanded CSV now has thirteen columns INCLUDING Asset; with per-level blank-cell rules; the old flat twelve-column shape is superseded)
SBC-EXP-04,C30162,https://shopview.testrail.io/index.php?/cases/view/30162,SBC,SBC — Exports,CSV formats: Margin % plain; dates mm-dd-yyyy; currency plain; no color,71,KEEP,Export content/behavior contract (what is in the file / when it is refused) — distinct observable outcome.,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec-traceable, domain logic sound, pass/fail observable.",PASS,yes,,,SV-8612 (specs/sbc-sales-by-customer.md Story 14 S14-R10; S14-R11; S14-R12; S14-R13)
SBC-EXP-05,C30163,https://shopview.testrail.io/index.php?/cases/view/30163,SBC,SBC — Exports,CSV and PDF hold exactly the customers matching the active filters and sort,75,KEEP,"Exports reflect active filters — the PO stated this is ""very, very much intentional"" on the kickoff video.",SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec-traceable, domain logic sound, pass/fail observable.",PASS,yes,,,SV-8601 (specs/sbc-sales-by-customer.md Story 2 S2-R7; Story 3 S3-R7; Story 4 S4-R10; Story 14 S14-R3; Story 15 S15-R3; Story 18 S18-R7)
SBC-EXP-06,C30164,https://shopview.testrail.io/index.php?/cases/view/30164,SBC,SBC — Exports,Each download item shows a loading state and its own export-failed toast,72,KEEP,Export content/behavior contract (what is in the file / when it is refused) — distinct observable outcome.,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec-traceable, domain logic sound, pass/fail observable.",PASS,yes,,,SV-8612; SV-8613 (SBC spec v12 2026-07-29 Story 14 S14-E1; S14-N1; Story 15 S15-E1; S15-N1; §7 — the loading state is now per menu item; four items)
SBC-EXP-08,C30166,https://shopview.testrail.io/index.php?/cases/view/30166,SBC,SBC — Exports,"PDF page: A4 landscape, uniform margins, ShopView footer and page numbers",73,WEAK-KEEP,A4/25px-margins/footer: px values not measurable by a manual tester without tooling.,SENSIBLE,"was FIX-WORDING in the 2026-07-28 audit; repaired and pushed the same day (see reconciliation-2026-07-28/testrail-execution-log-2026-07-28.md) - original finding: Expected asserts ""25px margins"" and px font conformance with no measurement method in the steps — a tester cannot eyeball 25px; either state the tooli",PASS,yes,,,SV-8613 (specs/sbc-sales-by-customer.md Story 15 S15-R5; S15-R6)
SBC-EXP-09,C30167,https://shopview.testrail.io/index.php?/cases/view/30167,SBC,SBC — Exports,"PDF header: title, organization, date range, Product Type and Locations lines",77,KEEP,Export content/behavior contract (what is in the file / when it is refused) — distinct observable outcome.,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec-traceable, domain logic sound, pass/fail observable.",PASS,yes,,,SV-8613 (SBC spec Story 15 S15-R7; S15-R8; S15-R9; S15-R10; S15-R11 - old 'location not in the header' rule REVERSED by the Locations: line in every export per Chris Ward msg 2026-07-29 [newest-wins])
SBC-EXP-10,C30168,https://shopview.testrail.io/index.php?/cases/view/30168,SBC,SBC — Exports,"PDF logo is embedded, scales without distortion",47,KEEP,Export content/behavior contract (what is in the file / when it is refused) — distinct observable outcome.,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec-traceable, domain logic sound, pass/fail observable.",PASS,yes,,,SV-8613 (specs/sbc-sales-by-customer.md Story 15 S15-R12; S15-R13; S15-R14; S15-R15)
SBC-EXP-11,C30169,https://shopview.testrail.io/index.php?/cases/view/30169,SBC,SBC — Exports,Expanded View PDF body matches the CSV's columns and on-screen rules,68,KEEP,Export content/behavior contract (what is in the file / when it is refused) — distinct observable outcome.,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec-traceable, domain logic sound, pass/fail observable.",PASS,yes,,,SV-8613 (SBC spec v12 2026-07-29 Story 15 S15-R5; S15-R13; S15-R19; S15-R20; S15-R21; S15-R22; S15-R23; S15-R24 — Expanded PDF body = the Expanded columns with the asset layer; one block per customer; the title is the same for both versions)
SBC-EXP-14,C30172,https://shopview.testrail.io/index.php?/cases/view/30172,SBC,SBC — Exports,"An export over 10,000 data rows is refused with the too-large toast",67,KEEP,"10,000-row export cap with the exact refusal toast — spec change-log headline item.",SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec-traceable, domain logic sound, pass/fail observable. [NOTE: this case was video-edited concurrently (commit 3bd08a7) — this sense verdict applies to the PRE-EDIT text; re-check after the video edits land.]",PASS,yes,,,SV-8612; SV-8613 (specs/sbc-sales-by-customer.md Story 14 S14-R14; Story 15 S15-R22; §7 — the Print leg REMOVED per kickoff video P25 31:14 / SV-8614 overridden; user ruling 2026-07-28: video overrides spec (video newer; last-update-wins))
SBC-EXP-15,C30173,https://shopview.testrail.io/index.php?/cases/view/30173,SBC,SBC — Exports,A no-match export still downloads headers and a zero totals row,63,WEAK-KEEP,Empty export still downloads headers+zero totals; legitimate but low value.,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec-traceable, domain logic sound, pass/fail observable.",PASS,yes,,,SV-8616 (specs/sbc-sales-by-customer.md Story 18 S18-R10)
