case_id,url,section_id,section,title,title_len,verdict,reasons
C30298,https://shopview.testrail.io/index.php?/cases/view/30298,4324,"SBR — Loading, Empty & Error States","Empty state: verbatim message, no grand Totals, toolbar stays interactive",73,PASS,
C30300,https://shopview.testrail.io/index.php?/cases/view/30300,4324,"SBR — Loading, Empty & Error States",Loading shows a centered spinner over the data area and hides the Totals,72,PASS,
C30301,https://shopview.testrail.io/index.php?/cases/view/30301,4324,"SBR — Loading, Empty & Error States",A load failure shows the inline could-not-load message with a Retry,67,PASS,
C30302,https://shopview.testrail.io/index.php?/cases/view/30302,4325,SBR — Mobile,On a phone every toolbar control works on touch,47,PASS,
C30303,https://shopview.testrail.io/index.php?/cases/view/30303,4325,SBR — Mobile,On a phone the table scrolls sideways with Subtotal pinned outside it,69,PASS,
C30304,https://shopview.testrail.io/index.php?/cases/view/30304,4325,SBR — Mobile,Touch targets are at least 44×44 px and touch users get no hover-only tooltips,78,PASS,
C30305,https://shopview.testrail.io/index.php?/cases/view/30305,4326,SBR — Visual Conformance & Accessibility,Layout: white toolbar; blue-grey page; separator; edge-to-edge white table,74,PASS,
C30306,https://shopview.testrail.io/index.php?/cases/view/30306,4326,SBR — Visual Conformance & Accessibility,"Dark mode: page, toolbar, table; Totals switch to dark equivalents",66,PASS,
C30307,https://shopview.testrail.io/index.php?/cases/view/30307,4326,SBR — Visual Conformance & Accessibility,Every icon-only control carries its specified accessible name,61,PASS,
C30308,https://shopview.testrail.io/index.php?/cases/view/30308,4326,SBR — Visual Conformance & Accessibility,Chevrons and sortable headers are keyboard-operable and expose their state,74,PASS,
C30309,https://shopview.testrail.io/index.php?/cases/view/30309,4326,SBR — Visual Conformance & Accessibility,The subdued grey of the (N) count and (Inactive) tag meets WCAG AA contrast,75,PASS,
C30310,https://shopview.testrail.io/index.php?/cases/view/30310,4327,SBR — Work Order Sales Rep,"Sales Representative selector shows on WO and Part Sale, not on imported",72,PASS,
C30311,https://shopview.testrail.io/index.php?/cases/view/30311,4327,SBR — Work Order Sales Rep,Selector offers only reps whose sales-representative toggle is on,65,PASS,
C30312,https://shopview.testrail.io/index.php?/cases/view/30312,4327,SBR — Work Order Sales Rep,A new WO opens with Sales Representative unassigned; a change saves at once,75,PASS,
C30313,https://shopview.testrail.io/index.php?/cases/view/30313,4327,SBR — Work Order Sales Rep,The Sales Representative selector is read-only when Invoiced or Paid,68,PASS,
C30314,https://shopview.testrail.io/index.php?/cases/view/30314,4327,SBR — Work Order Sales Rep,"Invoice credit snapshot: WO rep, else customer rep, else unassigned",67,PASS,
C30315,https://shopview.testrail.io/index.php?/cases/view/30315,4327,SBR — Work Order Sales Rep,"Customer record shows a ""Sales Representative"" row; ""Unassigned"" when none",74,PASS,
C30316,https://shopview.testrail.io/index.php?/cases/view/30316,4328,SBR — API,A rep's invoice detail rows are fetched from the server only on the first expand,80,PASS,
C30317,https://shopview.testrail.io/index.php?/cases/view/30317,4328,SBR — API,Sorting is performed server-side and returns the first page,59,PASS,
C30318,https://shopview.testrail.io/index.php?/cases/view/30318,4328,SBR — API,Grand totals are server-computed over the full filtered set,59,PASS,
C30319,https://shopview.testrail.io/index.php?/cases/view/30319,4328,SBR — API,All four exports are generated server-side against the active filters and sort,78,PASS,
C30320,https://shopview.testrail.io/index.php?/cases/view/30320,4328,SBR — API,"The Expanded View PDF's 10,000-row cap is enforced server-side BEFORE generation",80,PASS,
C30321,https://shopview.testrail.io/index.php?/cases/view/30321,4328,SBR — API,Deactivating a rep first runs a server pre-check returning the count,68,PASS,
C30322,https://shopview.testrail.io/index.php?/cases/view/30322,4329,PV — Access & Defaults,Parts Velocity appears under a new Parts section in the Reports navigation,74,PASS,
C30323,https://shopview.testrail.io/index.php?/cases/view/30323,4329,PV — Access & Defaults,First visit: date range defaults to This Year and data is fetched automatically,79,PASS,
C30324,https://shopview.testrail.io/index.php?/cases/view/30324,4329,PV — Access & Defaults,A loading indicator shows and old rows are replaced only when data returns,74,PASS,
C30325,https://shopview.testrail.io/index.php?/cases/view/30325,4330,PV — Permissions,A user with ordinary reports access can load the report and export it,69,FAIL,2 raw-list-markup (preconditions); 2 raw-list-markup (steps); 2 raw-list-markup (expected); 3 no-blank-line-before-marker
C30326,https://shopview.testrail.io/index.php?/cases/view/30326,4330,PV — Permissions,Without the Manager or Office User role the report entry is not shown,69,PASS,
C30327,https://shopview.testrail.io/index.php?/cases/view/30327,4330,PV — Permissions,Ordinary reports access alone opens Parts Velocity and its export,65,PASS,
C30328,https://shopview.testrail.io/index.php?/cases/view/30328,4331,PV — Filters,"Type filter: single-select, first in row, three options, default Both; reloads",78,PASS,
C30330,https://shopview.testrail.io/index.php?/cases/view/30330,4331,PV — Filters,Date range selector offers exactly the eleven bounded options and no All Time,77,PASS,
C30331,https://shopview.testrail.io/index.php?/cases/view/30331,4331,PV — Filters,A Custom date range needs valid dates and rejects a span over 366 days,70,PASS,
C30332,https://shopview.testrail.io/index.php?/cases/view/30332,4331,PV — Filters,Category and Vendor multi-select filters limit the table to matching parts,74,PASS,
C30333,https://shopview.testrail.io/index.php?/cases/view/30333,4331,PV — Filters,"Toolbar search matches part number or description, case-insensitively",69,PASS,
C30334,https://shopview.testrail.io/index.php?/cases/view/30334,4331,PV — Filters,All active filters combine with AND logic,41,PASS,
C30335,https://shopview.testrail.io/index.php?/cases/view/30335,4331,PV — Filters,The Bin multi-select limits the table to parts stocked in those bins,68,PASS,
C30336,https://shopview.testrail.io/index.php?/cases/view/30336,4331,PV — Filters,Bin filter excludes special-order rows; Bin plus that Type is empty by design,77,PASS,
C30337,https://shopview.testrail.io/index.php?/cases/view/30337,4331,PV — Filters,"Location filter is rightmost, defaults to the active location, accessible-only",78,PASS,
C30338,https://shopview.testrail.io/index.php?/cases/view/30338,4331,PV — Filters,Empty state shows the standard no-data message when no parts match the filters,78,PASS,
C30339,https://shopview.testrail.io/index.php?/cases/view/30339,4331,PV — Filters,Parts with no category; vendor or bin are excluded when that filter is on,73,PASS,
C30340,https://shopview.testrail.io/index.php?/cases/view/30340,4331,PV — Filters,Parts Velocity: the Location filter is hidden for a one-location user,69,PASS,
C30341,https://shopview.testrail.io/index.php?/cases/view/30341,4332,PV — Row Model,A part stocked at two selected locations shows as two per-location rows,71,PASS,
C30342,https://shopview.testrail.io/index.php?/cases/view/30342,4332,PV — Row Model,A Special Order part is one merged row summed across selected locations,71,PASS,
C30343,https://shopview.testrail.io/index.php?/cases/view/30343,4332,PV — Row Model,"Rows load ranked by Demand descending, indicator on the Demand header",69,PASS,
C30344,https://shopview.testrail.io/index.php?/cases/view/30344,4332,PV — Row Model,"A header click sorts ascending first, toggles, and places nulls by direction",76,PASS,
C30345,https://shopview.testrail.io/index.php?/cases/view/30345,4332,PV — Row Model,"Sticky header, all-left alignment on screen, and plain-text Type values",71,PASS,
C30346,https://shopview.testrail.io/index.php?/cases/view/30346,4332,PV — Row Model,"Info icons sit on Units Sold, Demand and Turns/Yr with descriptions",67,FAIL,3 no-automation-marker
C30347,https://shopview.testrail.io/index.php?/cases/view/30347,4332,PV — Row Model,Description; Category and Vendor truncate on hover; Part # never does,69,PASS,
C30348,https://shopview.testrail.io/index.php?/cases/view/30348,4332,PV — Row Model,Em-dash only in nullable fields; counts and Revenue/Margin are never null,73,PASS,
C30349,https://shopview.testrail.io/index.php?/cases/view/30349,4332,PV — Row Model,"An inventory part drops out only with no movement, no stock and no revenue",74,PASS,
C30351,https://shopview.testrail.io/index.php?/cases/view/30351,4333,PV — Columns & Remembered View,Column picker lists all 20 columns and never offers the internal cost,69,PASS,
C30352,https://shopview.testrail.io/index.php?/cases/view/30352,4333,PV — Columns & Remembered View,First visit shows exactly the 14 default columns in the specified order,71,PASS,
C30353,https://shopview.testrail.io/index.php?/cases/view/30353,4333,PV — Columns & Remembered View,"A re-enabled column returns to its canonical slot, with no reload",65,FAIL,3 no-automation-marker
C30354,https://shopview.testrail.io/index.php?/cases/view/30354,4333,PV — Columns & Remembered View,Filters; columns and sort are remembered per browser before the first fetch,75,PASS,
C30355,https://shopview.testrail.io/index.php?/cases/view/30355,4333,PV — Columns & Remembered View,A saved value that is no longer valid falls back to that setting's default,74,PASS,
C30356,https://shopview.testrail.io/index.php?/cases/view/30356,4333,PV — Columns & Remembered View,A different user signing in on the same browser inherits the saved view,71,PASS,
C30358,https://shopview.testrail.io/index.php?/cases/view/30358,4333,PV — Columns & Remembered View,All 20 columns can be hidden; the empty selection is never restored,67,PASS,
C30359,https://shopview.testrail.io/index.php?/cases/view/30359,4334,PV — Columns & Calculations,Units Sold for an inventory part is net stock movement,54,PASS,
C30360,https://shopview.testrail.io/index.php?/cases/view/30360,4334,PV — Columns & Calculations,"Special Order Units Sold = in-window request quantity, net of reversals",71,PASS,
C30361,https://shopview.testrail.io/index.php?/cases/view/30361,4334,PV — Columns & Calculations,Units Returned counts initiated part returns and parts-sale credits,67,PASS,
C30362,https://shopview.testrail.io/index.php?/cases/view/30362,4334,PV — Columns & Calculations,"Units Returned is windowed by initiation date, ignores invoice status",69,PASS,
C30363,https://shopview.testrail.io/index.php?/cases/view/30363,4334,PV — Columns & Calculations,"Sold (WO) counts Service work orders, Sold (Parts Sale) counts Parts",68,PASS,
C30364,https://shopview.testrail.io/index.php?/cases/view/30364,4334,PV — Columns & Calculations,Demand counts each transaction once; a reversal neither adds nor subtracts,74,PASS,
C30365,https://shopview.testrail.io/index.php?/cases/view/30365,4334,PV — Columns & Calculations,Last Sale is whole days since the most recent sale over all-time history,72,PASS,
C30366,https://shopview.testrail.io/index.php?/cases/view/30366,4334,PV — Columns & Calculations,On Hand shows the row's own location stock,42,PASS,
C30367,https://shopview.testrail.io/index.php?/cases/view/30367,4334,PV — Columns & Calculations,"Turns / Yr annualizes the sales rate, is 0.00 at zero stock, can be negative",76,PASS,
C30368,https://shopview.testrail.io/index.php?/cases/view/30368,4334,PV — Columns & Calculations,"Revenue, Margin, Avg Cost, Avg Sell and Margin % use the billed formulas",72,FAIL,2 raw-list-markup (preconditions); 2 raw-list-markup (steps); 2 raw-list-markup (expected); 3 no-blank-line-before-marker
C30369,https://shopview.testrail.io/index.php?/cases/view/30369,4334,PV — Columns & Calculations,A reversed or voided sale is excluded from every billed-line column,67,PASS,
C30370,https://shopview.testrail.io/index.php?/cases/view/30370,4334,PV — Columns & Calculations,Avg Cost / Avg Sell and Margin % use independent null triggers,62,PASS,
C30371,https://shopview.testrail.io/index.php?/cases/view/30371,4334,PV — Columns & Calculations,Number formats match the spec per column; rounding is half away from zero,73,PASS,
C30372,https://shopview.testrail.io/index.php?/cases/view/30372,4334,PV — Columns & Calculations,Core parts are excluded from both the inventory and special-order result sets,77,PASS,
C30373,https://shopview.testrail.io/index.php?/cases/view/30373,4334,PV — Columns & Calculations,Movement and billed bases may differ; Sold (WO) + Sold (Parts Sale) = billed,76,PASS,
C30374,https://shopview.testrail.io/index.php?/cases/view/30374,4334,PV — Columns & Calculations,"Window anchors: movement uses the event date, billed uses the WO date",69,PASS,
C30375,https://shopview.testrail.io/index.php?/cases/view/30375,4335,PV — Exports,The overflow button opens Download (PDF) then Download (CSV) in that order,74,PASS,
C30376,https://shopview.testrail.io/index.php?/cases/view/30376,4335,PV — Exports,Both exports reflect the filters and search active at the time of export,72,PASS,
C30377,https://shopview.testrail.io/index.php?/cases/view/30377,4335,PV — Exports,"Exports include only the enabled columns, in the canonical on-screen order",74,PASS,
C30378,https://shopview.testrail.io/index.php?/cases/view/30378,4335,PV — Exports,"Exports reflect the active sort, including Min/Max and null placement",69,PASS,
C30379,https://shopview.testrail.io/index.php?/cases/view/30379,4335,PV — Exports,"PDF: filename, A3 landscape, title, text truncation, and the shop logo",70,PASS,
C30380,https://shopview.testrail.io/index.php?/cases/view/30380,4335,PV — Exports,CSV is named velocity-report.csv and holds full untruncated text values,71,PASS,
C30381,https://shopview.testrail.io/index.php?/cases/view/30381,4335,PV — Exports,"Em-dash in both exports; Last Sale reads ""N days"" in the PDF",60,PASS,
C30382,https://shopview.testrail.io/index.php?/cases/view/30382,4335,PV — Exports,"PDF export alignment: Type centered, text left, numeric and money right",71,PASS,
C30384,https://shopview.testrail.io/index.php?/cases/view/30384,4335,PV — Exports,Export toasts: exact success texts; server or fallback error text on failure,76,PASS,
C30385,https://shopview.testrail.io/index.php?/cases/view/30385,4336,PV — Visual Conformance,The report uses the standard two-tone layout,44,PASS,
C30386,https://shopview.testrail.io/index.php?/cases/view/30386,4336,PV — Visual Conformance,Toolbar and table detail styling matches the suite paddings and borders,71,PASS,
C30387,https://shopview.testrail.io/index.php?/cases/view/30387,4336,PV — Visual Conformance,Dark mode is supported and the grey info icon keeps 3:1 contrast in both,72,PASS,
C30388,https://shopview.testrail.io/index.php?/cases/view/30388,4337,PV — API,The report is server-paginated - the backend returns one page of rows at a time,79,PASS,
C30389,https://shopview.testrail.io/index.php?/cases/view/30389,4337,PV — API,Each filter or search change re-queries the server and returns page one,71,PASS,
C30390,https://shopview.testrail.io/index.php?/cases/view/30390,4337,PV — API,Header-click sorting re-queries the server; nulls first asc and last desc,73,PASS,
C30391,https://shopview.testrail.io/index.php?/cases/view/30391,4337,PV — API,The back end serves report data and export on ordinary reports access,69,PASS,
C30392,https://shopview.testrail.io/index.php?/cases/view/30392,4338,TU — Access & Display,"Technician Utilization sits under Performance, below existing report links",74,PASS,
C30393,https://shopview.testrail.io/index.php?/cases/view/30393,4338,TU — Access & Display,One row per technician who clocked time in the range at those locations,71,FAIL,2 raw-list-markup (preconditions); 2 raw-list-markup (steps); 2 raw-list-markup (expected); 3 no-blank-line-before-marker
C30394,https://shopview.testrail.io/index.php?/cases/view/30394,4338,TU — Access & Display,First visit defaults to the This Month preset and the user's active location,76,PASS,
C30395,https://shopview.testrail.io/index.php?/cases/view/30395,4338,TU — Access & Display,Changing the date range reloads the rows; a Custom range is capped at 366 days,78,PASS,
C30396,https://shopview.testrail.io/index.php?/cases/view/30396,4338,TU — Access & Display,The loading indicator shows on load and reload; rows swap only on data,70,PASS,
C30397,https://shopview.testrail.io/index.php?/cases/view/30397,4338,TU — Access & Display,All clock records are day-grouped and windowed in one report-level time zone,76,PASS,
C30398,https://shopview.testrail.io/index.php?/cases/view/30398,4338,TU — Access & Display,Without reports access Technician Utilization is hidden,55,PASS,
C30399,https://shopview.testrail.io/index.php?/cases/view/30399,4338,TU — Access & Display,Standard no-data message when no time in scope or all technicians cleared,73,PASS,
C30401,https://shopview.testrail.io/index.php?/cases/view/30401,4339,TU — Hours & Utilization,"Headers in fixed order; Total, WO and Internal Hours show clocked hours (2 dp)",78,PASS,
C30402,https://shopview.testrail.io/index.php?/cases/view/30402,4339,TU — Hours & Utilization,Utilization % is WO hours over total hours from unrounded values,64,FAIL,2 raw-list-markup (preconditions); 2 raw-list-markup (steps); 2 raw-list-markup (expected); 3 no-blank-line-before-marker
C30403,https://shopview.testrail.io/index.php?/cases/view/30403,4339,TU — Hours & Utilization,A technician with only internal hours shows 0.0% utilization,60,PASS,
C30404,https://shopview.testrail.io/index.php?/cases/view/30404,4340,TU — Est. Lost Labor,Est. Lost Labor values internal hours at each location's default rate,69,PASS,
C30405,https://shopview.testrail.io/index.php?/cases/view/30405,4340,TU — Est. Lost Labor,"Est. Lost Labor, when shown, is pinned right and bold with the info icon",72,PASS,
C30406,https://shopview.testrail.io/index.php?/cases/view/30406,4340,TU — Est. Lost Labor,"Zero internal hours - or a configured $0.00 rate - shows $0.00, never an em-dash",80,PASS,
C30407,https://shopview.testrail.io/index.php?/cases/view/30407,4340,TU — Est. Lost Labor,Internal hours with no default labor rate anywhere show an em-dash,66,PASS,
C30408,https://shopview.testrail.io/index.php?/cases/view/30408,4340,TU — Est. Lost Labor,Internal hours split across rated and unrated locations show a part value,73,PASS,
C30409,https://shopview.testrail.io/index.php?/cases/view/30409,4341,TU — Sorting,On load rows sort by Technician A to Z with the ascending indicator,67,PASS,
C30410,https://shopview.testrail.io/index.php?/cases/view/30410,4341,TU — Sorting,"All six columns sort on screen: ascending first, toggling with no third state",77,PASS,
C30411,https://shopview.testrail.io/index.php?/cases/view/30411,4341,TU — Sorting,A data reload resets the sort to Technician A to Z,50,PASS,
C30412,https://shopview.testrail.io/index.php?/cases/view/30412,4341,TU — Sorting,Sorting reorders only the technician rows,41,PASS,
C30413,https://shopview.testrail.io/index.php?/cases/view/30413,4341,TU — Sorting,Sorting Est. Lost Labor keeps em-dash rows last both ways; $0.00 sorts as 0,75,PASS,
C30414,https://shopview.testrail.io/index.php?/cases/view/30414,4342,TU — Summary,"A pinned Summary row labeled Summary sits at the bottom, stays visible on scroll",80,PASS,
C30415,https://shopview.testrail.io/index.php?/cases/view/30415,4342,TU — Summary,Summary totals visible technicians from unrounded hours; 0.01 drift expected,76,PASS,
C30416,https://shopview.testrail.io/index.php?/cases/view/30416,4342,TU — Summary,Summary Utilization % is the weighted rate; not an average of the rows,70,PASS,
C30417,https://shopview.testrail.io/index.php?/cases/view/30417,4342,TU — Summary,Summary Est. Lost Labor sums rated contributions; em-dash only if all are,73,PASS,
C30418,https://shopview.testrail.io/index.php?/cases/view/30418,4343,TU — Per-Day Breakdown,Each technician row has an accessible expand/collapse control,61,PASS,
C30419,https://shopview.testrail.io/index.php?/cases/view/30419,4343,TU — Per-Day Breakdown,"Expanding shows one row per clocked day in date order, loaded on demand",71,PASS,
C30420,https://shopview.testrail.io/index.php?/cases/view/30420,4343,TU — Per-Day Breakdown,Day rows use the same columns and formats as the technician rows,64,PASS,
C30421,https://shopview.testrail.io/index.php?/cases/view/30421,4343,TU — Per-Day Breakdown,One control in the table header expands or collapses all technician rows,72,PASS,
C30422,https://shopview.testrail.io/index.php?/cases/view/30422,4343,TU — Per-Day Breakdown,Expansion state is view-only: it resets on any reload and fresh visit,69,PASS,
C30423,https://shopview.testrail.io/index.php?/cases/view/30423,4344,TU — Technician Filter,Filter by Technician starts with every technician selected on a first visit,75,PASS,
C30424,https://shopview.testrail.io/index.php?/cases/view/30424,4344,TU — Technician Filter,Deselecting a technician hides the row and recalculates the Summary,67,PASS,
C30425,https://shopview.testrail.io/index.php?/cases/view/30425,4344,TU — Technician Filter,All technicians and Clear all controls set every technician on or off,69,PASS,
C30426,https://shopview.testrail.io/index.php?/cases/view/30426,4344,TU — Technician Filter,Previously deselected technicians stay deselected on the next visit,67,PASS,
C30428,https://shopview.testrail.io/index.php?/cases/view/30428,4345,TU — Deep Links,Total Hours is a real link with a non-color affordance and keyboard access,74,FAIL,3 no-automation-marker
C30429,https://shopview.testrail.io/index.php?/cases/view/30429,4345,TU — Deep Links,The Total Hours link opens Timesheet Activities in the same tab,63,PASS,
C30430,https://shopview.testrail.io/index.php?/cases/view/30430,4345,TU — Deep Links,"Same range, single location, closed records: Total Hours matches Timesheet",74,FAIL,3 no-automation-marker
C30431,https://shopview.testrail.io/index.php?/cases/view/30431,4345,TU — Deep Links,Reconcile exception (a): an open clock is snapshotted at each load instant,74,PASS,
C30432,https://shopview.testrail.io/index.php?/cases/view/30432,4345,TU — Deep Links,Reconciliation exception (b): the link passes no location,57,FAIL,3 no-automation-marker
C30433,https://shopview.testrail.io/index.php?/cases/view/30433,4345,TU — Deep Links,A day row's Total Hours links to that technician's single-day timesheet,71,FAIL,3 no-automation-marker
C30434,https://shopview.testrail.io/index.php?/cases/view/30434,4346,TU — Exports,"Three-dot menu is leftmost, then Column Selection; four download options",72,PASS,
C30435,https://shopview.testrail.io/index.php?/cases/view/30435,4346,TU — Exports,The Summary PDF holds the technician rows plus the Summary,58,PASS,
C30436,https://shopview.testrail.io/index.php?/cases/view/30436,4346,TU — Exports,"The CSV is always summary-level, quotes comma-containing values",63,PASS,
C30437,https://shopview.testrail.io/index.php?/cases/view/30437,4346,TU — Exports,"Downloads cover only selected technicians, locations, and date range",68,PASS,
C30438,https://shopview.testrail.io/index.php?/cases/view/30438,4346,TU — Exports,Downloads always order rows Technician A to Z; the on-screen sort is ignored,76,PASS,
C30439,https://shopview.testrail.io/index.php?/cases/view/30439,4346,TU — Exports,PDF logo follows the uploaded logo; the spreadsheet never carries one,69,PASS,
C30440,https://shopview.testrail.io/index.php?/cases/view/30440,4346,TU — Exports,Choosing a download with no technician selected is a silent no-op,65,PASS,
C30441,https://shopview.testrail.io/index.php?/cases/view/30441,4346,TU — Exports,A starting download notifies; a failed one shows the failure message,68,PASS,
C30442,https://shopview.testrail.io/index.php?/cases/view/30442,4347,TU — Location Filter,The Location filter is the rightmost multi-select; All Locations = select-all,77,PASS,
C30443,https://shopview.testrail.io/index.php?/cases/view/30443,4347,TU — Location Filter,Location changes reload with hours pooled into one row per technician,69,PASS,
C30444,https://shopview.testrail.io/index.php?/cases/view/30444,4347,TU — Location Filter,The saved location selection restores defensively; bad ones are dropped,71,PASS,
C30446,https://shopview.testrail.io/index.php?/cases/view/30446,4347,TU — Location Filter,Technician Utilization: Location filter hidden for a one-location user,70,PASS,
C30447,https://shopview.testrail.io/index.php?/cases/view/30447,4348,TU — Visual & Accessibility,All-white table with no row shading; toolbar controls in the fixed order,72,PASS,
C30448,https://shopview.testrail.io/index.php?/cases/view/30448,4348,TU — Visual & Accessibility,Dark mode keeps every report element legible,44,PASS,
C30449,https://shopview.testrail.io/index.php?/cases/view/30449,4349,TU — API,The per-day breakdown is fetched only when a technician row is expanded,71,PASS,
C30450,https://shopview.testrail.io/index.php?/cases/view/30450,4349,TU — API,Date-range and location changes trigger a fresh server load,59,PASS,
C30451,https://shopview.testrail.io/index.php?/cases/view/30451,4350,WIP — Tabs,Work In Progress appears in the reports navigation under the Performance group,78,PASS,
C30452,https://shopview.testrail.io/index.php?/cases/view/30452,4350,WIP — Tabs,Four tabs in a fixed order with the partially-completed tab selected,68,PASS,
C30455,https://shopview.testrail.io/index.php?/cases/view/30455,4350,WIP — Tabs,There is no Trend / over-time tab or chart,42,PASS,
C30456,https://shopview.testrail.io/index.php?/cases/view/30456,4351,WIP — Scope & Loading,Every open service WO at a selected location appears in the report,66,PASS,
C30457,https://shopview.testrail.io/index.php?/cases/view/30457,4351,WIP — Scope & Loading,Invoiced; Paid and part-sale work orders never appear,53,PASS,
C30458,https://shopview.testrail.io/index.php?/cases/view/30458,4351,WIP — Scope & Loading,Each work order appears in every tab matching one of its line states,68,PASS,
C30459,https://shopview.testrail.io/index.php?/cases/view/30459,4351,WIP — Scope & Loading,While loading the standard indicator shows and old rows stay until data,71,PASS,
C30460,https://shopview.testrail.io/index.php?/cases/view/30460,4351,WIP — Scope & Loading,No qualifying work orders: every tab shows the no-data message and no Totals,76,FAIL,3 no-automation-marker
C30462,https://shopview.testrail.io/index.php?/cases/view/30462,4352,WIP — Tab Placement,"Status-to-tab mapping: Estimate, Complete, In Progress and Review work orders",77,FAIL,3 no-automation-marker
C30464,https://shopview.testrail.io/index.php?/cases/view/30464,4352,WIP — Tab Placement,Approved started-boundary: time or part received vs neither decides the tab,75,FAIL,3 no-blank-line-before-marker
C30466,https://shopview.testrail.io/index.php?/cases/view/30466,4353,WIP — Columns & Rows,"With all toggleable columns on, the fixed column order and alignment hold",73,PASS,
C30467,https://shopview.testrail.io/index.php?/cases/view/30467,4353,WIP — Columns & Rows,First visit shows the default columns; the rest are in the column selector,74,PASS,
C30468,https://shopview.testrail.io/index.php?/cases/view/30468,4353,WIP — Columns & Rows,The WO # is a link that opens the WO in the same browser tab,60,PASS,
C30469,https://shopview.testrail.io/index.php?/cases/view/30469,4353,WIP — Columns & Rows,Status shows as a color-coded badge whose label text is always present,70,PASS,
C30470,https://shopview.testrail.io/index.php?/cases/view/30470,4353,WIP — Columns & Rows,"The Asset cell shows the Unit # in bold with the VIN underneath, VIN alone when no unit",87,FAIL,"5 title-too-long (87 chars, max 80)"
C30471,https://shopview.testrail.io/index.php?/cases/view/30471,4353,WIP — Columns & Rows,Customer shows the customer's company name,42,PASS,
C30472,https://shopview.testrail.io/index.php?/cases/view/30472,4353,WIP — Columns & Rows,Days Open shows whole days since creation and reads 0 days / 1 days,67,PASS,
C30473,https://shopview.testrail.io/index.php?/cases/view/30473,4353,WIP — Columns & Rows,Last Activity shows Today; Xd ago; or an em-dash when there is none,67,PASS,
C30474,https://shopview.testrail.io/index.php?/cases/view/30474,4354,WIP — Earned & Remaining,Money columns show US dollars to two decimals with thousands separators,71,PASS,
C30475,https://shopview.testrail.io/index.php?/cases/view/30475,4354,WIP — Earned & Remaining,Labor Earned is the clocked share of each approved line's quoted value,70,FAIL,2 raw-list-markup (preconditions); 2 raw-list-markup (steps); 2 raw-list-markup (expected); 3 no-blank-line-before-marker
C30476,https://shopview.testrail.io/index.php?/cases/view/30476,4354,WIP — Earned & Remaining,Labor Remaining is the approved labor's quoted value minus Labor Earned,71,FAIL,2 raw-list-markup (preconditions); 2 raw-list-markup (steps); 2 raw-list-markup (expected); 3 no-blank-line-before-marker
C30477,https://shopview.testrail.io/index.php?/cases/view/30477,4354,WIP — Earned & Remaining,Parts Earned is the sell value of approved-line parts already received,70,FAIL,2 raw-list-markup (preconditions); 2 raw-list-markup (steps); 2 raw-list-markup (expected); 3 no-blank-line-before-marker
C30478,https://shopview.testrail.io/index.php?/cases/view/30478,4354,WIP — Earned & Remaining,Parts Remaining values the not-yet-received quantity at its sell price,70,FAIL,2 raw-list-markup (preconditions); 2 raw-list-markup (steps); 2 raw-list-markup (expected); 3 no-blank-line-before-marker
C30479,https://shopview.testrail.io/index.php?/cases/view/30479,4354,WIP — Earned & Remaining,Earned + Remaining make Total; not the WO's grand total,55,FAIL,2 raw-list-markup (preconditions); 2 raw-list-markup (steps); 2 raw-list-markup (expected); 3 no-blank-line-before-marker
C30480,https://shopview.testrail.io/index.php?/cases/view/30480,4354,WIP — Earned & Remaining,Lines that are not yet approved contribute nothing to any money figure,70,FAIL,2 raw-list-markup (preconditions); 2 raw-list-markup (steps); 2 raw-list-markup (expected); 3 no-blank-line-before-marker
C30481,https://shopview.testrail.io/index.php?/cases/view/30481,4354,WIP — Earned & Remaining,Labor Delta shows quoted minus worked hours; signed to one decimal,66,PASS,
C30482,https://shopview.testrail.io/index.php?/cases/view/30482,4354,WIP — Earned & Remaining,An open estimate with no approved work shows $0.00 in every money column,72,PASS,
C30483,https://shopview.testrail.io/index.php?/cases/view/30483,4355,WIP — Sorting,The initial sort is Days Open with the longest-open work order first,68,PASS,
C30484,https://shopview.testrail.io/index.php?/cases/view/30484,4355,WIP — Sorting,"Clicking a header sorts ascending, clicking again toggles descending",68,PASS,
C30485,https://shopview.testrail.io/index.php?/cases/view/30485,4355,WIP — Sorting,Columns sort by their underlying values; Asset sorts by the Unit #,66,PASS,
C30486,https://shopview.testrail.io/index.php?/cases/view/30486,4355,WIP — Sorting,Sorting reorders only the active tab's rows; Totals stays at the bottom,71,PASS,
C30487,https://shopview.testrail.io/index.php?/cases/view/30487,4356,WIP — Summary Strip,The summary strip shows seven figures in a fixed order as US dollars,68,PASS,
C30488,https://shopview.testrail.io/index.php?/cases/view/30488,4356,WIP — Summary Strip,Total Completed Work is the hero total equal to its two completed-work figures,78,PASS,
C30489,https://shopview.testrail.io/index.php?/cases/view/30489,4356,WIP — Summary Strip,Work Orders Not Started + Remaining Work on Open Work Orders = Remaining Work,77,PASS,
C30490,https://shopview.testrail.io/index.php?/cases/view/30490,4356,WIP — Summary Strip,Each per-stage figure equals the matching tab's money total,59,PASS,
C30491,https://shopview.testrail.io/index.php?/cases/view/30491,4356,WIP — Summary Strip,"The Estimates figure is the Estimates tab total, shown at full opacity",70,PASS,
C30493,https://shopview.testrail.io/index.php?/cases/view/30493,4356,WIP — Summary Strip,Each summary figure's information icon reveals its plain explanation,68,PASS,
