C-id,TestRail link,Title,Source cited BEFORE,Source cited NOW,Requirements now cited,Anchor quote-verified live,Changed this pass,What changed,Raw markup in tester text,Automation marker
C30047,https://shopview.testrail.io/index.php?/cases/view/30047,Business Hours toggle shades non-working hours in day view,spec v23 | refs names no spec version,spec v27 | refs names no spec version,§4.8; §9,yes,yes,spec version re-stamp only,no,AUTOMATION: READY
C30050,https://shopview.testrail.io/index.php?/cases/view/30050,Tech Hours toggle displays each technician's working hours next to their name,spec v23 | refs names no spec version,spec v27 | refs names no spec version,§9,yes,yes,spec version re-stamp only,no,AUTOMATION: READY - EXPECT FAIL (SV-8851)
C30051,https://shopview.testrail.io/index.php?/cases/view/30051,Saturday and Sunday toggles include or exclude the weekend columns,spec v23 | refs names no spec version,spec v27 | refs names no spec version,§3.2; §9,yes,yes,spec version re-stamp only,no,AUTOMATION: READY
C30052,https://shopview.testrail.io/index.php?/cases/view/30052,"Dragging a shift to another technician row reassigns it, with a confirm modal",spec v23 | refs names no spec version,spec v27 | refs names no spec version,§12; §7,yes,yes,spec version re-stamp only,no,AUTOMATION: READY
C30054,https://shopview.testrail.io/index.php?/cases/view/30054,Left-click empty grid space opens a menu: Create Event and New Work Order,spec v23 | refs names no spec version,spec v27 | refs names no spec version,§14.1; §7,yes,yes,spec version re-stamp only,no,AUTOMATION: READY
C38855,https://shopview.testrail.io/index.php?/cases/view/38855,'New Work Order' in the cell menu points the user to the Work Orders tab,spec v23 | refs names no spec version,spec v27 | refs names no spec version,§4.10; §7,yes,yes,spec version re-stamp only,no,AUTOMATION: READY
C43556,https://shopview.testrail.io/index.php?/cases/view/43556,Week view: a shift that is part of a repeating series can be reassigned,spec v23 | refs names no spec version,spec v27 | refs names no spec version,§12; §7,yes,yes,spec version re-stamp only,no,AUTOMATION: READY - EXPECT FAIL (SV-8867)
C30057,https://shopview.testrail.io/index.php?/cases/view/30057,Deleting a middle shift of a series offers all three scope options,spec v23 | refs names no spec version,spec v27 | refs names no spec version,§7,yes,yes,spec version re-stamp only,no,AUTOMATION: READY
C30058,https://shopview.testrail.io/index.php?/cases/view/30058,'This shift only' removes that day and the series keeps the gap,spec v23 | refs names no spec version,spec v27 | refs names no spec version,§7,yes,yes,spec version re-stamp only,no,AUTOMATION: READY
C30059,https://shopview.testrail.io/index.php?/cases/view/30059,'This and everything after' removes from the clicked shift onward,spec v23 | refs names no spec version,spec v27 | refs names no spec version,§7,yes,yes,spec version re-stamp only,no,AUTOMATION: READY
C30060,https://shopview.testrail.io/index.php?/cases/view/30060,'The whole series' removes all of the series' shifts for that technician,spec v23 | refs names no spec version,spec v27 | refs names no spec version,§7,yes,yes,spec version re-stamp only,no,AUTOMATION: READY
C30061,https://shopview.testrail.io/index.php?/cases/view/30061,Scope options adapt: the first and last shift each show only two,spec v23 | refs names no spec version,spec v27 | refs names no spec version,§7,yes,yes,spec version re-stamp only,no,AUTOMATION: READY
C30062,https://shopview.testrail.io/index.php?/cases/view/30062,Deleting a standalone (non-series) shift does not ask for a series scope,spec v23 | refs names no spec version,spec v27 | refs names no spec version,§7,yes,yes,spec version re-stamp only,no,AUTOMATION: READY
C30064,https://shopview.testrail.io/index.php?/cases/view/30064,"Toast lasts ~7s with Undo (about 4s without); stays on hover, goes on leave",spec v23 | refs names no spec version,spec v27 | refs names no spec version,§11; §7,yes,yes,spec version re-stamp only,no,AUTOMATION: READY
C30065,https://shopview.testrail.io/index.php?/cases/view/30065,"Every create/delete/move/reassign toasts with Undo, and Undo restores",spec v23 | refs names no spec version,spec v27 | refs names no spec version,§11; §7,yes,yes,spec version re-stamp only,no,AUTOMATION: READY
C38864,https://shopview.testrail.io/index.php?/cases/view/38864,"Schedule actions save immediately - Undo reverses them, closing does not cancel",spec v23 | refs names no spec version,spec v27 | refs names no spec version,§7,yes,yes,undo semantics are tech-plan sourced,no,AUTOMATION: READY
C30066,https://shopview.testrail.io/index.php?/cases/view/30066,"Escape closes the topmost open modal or popover, following the stacking order",spec v23 | refs names no spec version,spec v27 | refs names no spec version,§7,yes,yes,spec version re-stamp only,no,AUTOMATION: READY
C30068,https://shopview.testrail.io/index.php?/cases/view/30068,"Enter confirms the active dialog, but not inside a note textarea",spec v23 | refs names no spec version,spec v27 | refs names no spec version,§7,yes,yes,spec version re-stamp only,no,AUTOMATION: READY
C30070,https://shopview.testrail.io/index.php?/cases/view/30070,Modals trap focus and all interactive elements are keyboard-reachable,spec v23 | refs names no spec version,spec v27 | refs names no spec version,§11,yes,yes,spec version re-stamp only,no,AUTOMATION: READY
C30071,https://shopview.testrail.io/index.php?/cases/view/30071,"Blue is the default color for all shifts, including long and multi-week jobs",spec v23 | refs names no spec version,spec v27 | refs names no spec version,§10,yes,yes,spec version re-stamp only,no,AUTOMATION: READY
C30072,https://shopview.testrail.io/index.php?/cases/view/30072,"Shift modal color picker recolors that shift only, in matching tones",spec v23 | refs names no spec version,spec v27 | refs names no spec version,§10; §4.4; §4.9,yes,yes,spec version re-stamp only,no,AUTOMATION: READY
C30073,https://shopview.testrail.io/index.php?/cases/view/30073,Color labels are editable per shop,spec v23 | refs names no spec version,spec v27 | refs names no spec version,§10; §4.10,yes,yes,spec version re-stamp only,no,AUTOMATION: READY
C30074,https://shopview.testrail.io/index.php?/cases/view/30074,Schedule: View grants the full read-only experience across the whole page,spec v23 | refs names no spec version,spec v27 | refs names no spec version,§14.1; §14.3,yes,yes,spec version re-stamp only,no,AUTOMATION: HOLD - needs a second sign-in as a view-only user
C30075,https://shopview.testrail.io/index.php?/cases/view/30075,View-only: every editing affordance is hidden or disabled,spec v23 | refs names no spec version,spec v27 | refs names no spec version,§14.1,yes,yes,spec version re-stamp only,no,AUTOMATION: HOLD - needs a second sign-in as a view-only user
C30076,https://shopview.testrail.io/index.php?/cases/view/30076,"With Schedule: View OFF, the Schedule top-level nav item is hidden entirely",spec v23 | refs names no spec version,spec v27 | refs names no spec version,§14.1,yes,yes,spec version re-stamp only,no,AUTOMATION: HOLD - needs a second sign-in as a user without the Schedule permission
C30077,https://shopview.testrail.io/index.php?/cases/view/30077,Schedule: Edit unlocks all creation and modification interactions,spec v23 | refs names no spec version,spec v27 | refs names no spec version,§14.1,yes,yes,spec version re-stamp only,no,AUTOMATION: HOLD - needs a second sign-in as an edit-without-delete user
C30078,https://shopview.testrail.io/index.php?/cases/view/30078,Edit without Delete: the user can create and modify but not remove,spec v23 | refs names no spec version,spec v27 | refs names no spec version,§14.1,yes,yes,spec version re-stamp only,no,AUTOMATION: HOLD - needs a second sign-in as an edit-without-delete user
C30079,https://shopview.testrail.io/index.php?/cases/view/30079,Schedule: Delete unlocks deleting shifts and events,spec v23 | refs names no spec version,spec v27 | refs names no spec version,§14.1,yes,yes,spec version re-stamp only,no,AUTOMATION: HOLD - needs a second sign-in as a delete-capable user
C30080,https://shopview.testrail.io/index.php?/cases/view/30080,"Permission tiers nest: Delete requires Edit, Edit requires View",spec v23 | refs names no spec version,spec v27 | refs names no spec version,§14,yes,yes,spec version re-stamp only,no,AUTOMATION: READY
C30081,https://shopview.testrail.io/index.php?/cases/view/30081,Schedule without Work Orders: View - the sidebar hides the work order list,spec v23 | refs names no spec version,spec v27 | refs names no spec version,§14.2,yes,yes,spec version re-stamp only,no,AUTOMATION: HOLD - needs a second sign-in as a user who cannot see work orders
C30082,https://shopview.testrail.io/index.php?/cases/view/30082,No own-only restriction: a View user sees ALL technicians' shifts,spec v23 | refs names no spec version,spec v27 | refs names no spec version,§14.3,yes,yes,spec version re-stamp only,no,AUTOMATION: HOLD - needs a second sign-in as a view-only technician
C30083,https://shopview.testrail.io/index.php?/cases/view/30083,"Grid rows are department-based, not role-based",spec v23 | refs names no spec version,spec v27 | refs names no spec version,§14.4,yes,yes,spec version re-stamp only,no,AUTOMATION: READY
C30084,https://shopview.testrail.io/index.php?/cases/view/30084,Clocking into line tasks is gated by the staff 'Time Clock' setting,spec v23 | refs names no spec version,spec v27 | refs names no spec version,§14.4,yes,yes,spec version re-stamp only,no,AUTOMATION: HOLD - needs a second sign-in as each of the two staff members
C30614,https://shopview.testrail.io/index.php?/cases/view/30614,"With Work Orders: View OFF, work order details on shifts are hidden",spec v23 | refs names no spec version,spec v27 | refs names no spec version,§14.2,yes,yes,spec version re-stamp only,no,AUTOMATION: HOLD - needs a second sign-in as a user who cannot see work orders
C38926,https://shopview.testrail.io/index.php?/cases/view/38926,Default roles start at the Schedule level the spec names (view-only vs edit),spec v23 | refs spec v23,spec v27 | refs spec v27,§14.1,yes,yes,spec version re-stamp only,no,AUTOMATION: HOLD - needs a second sign-in as a holder of each permission level
C30086,https://shopview.testrail.io/index.php?/cases/view/30086,Below 960px the grid scrolls sideways and the sidebar collapses,spec v23 | refs names no spec version,spec v27 | refs names no spec version,§11,yes,yes,spec version re-stamp only,no,AUTOMATION: READY - EXPECT FAIL (SV-8942)
C30087,https://shopview.testrail.io/index.php?/cases/view/30087,The sidebar work order list and line drill-down stay smooth with 50+ items,spec v23 | refs names no spec version,spec v27 | refs names no spec version,§11,yes,yes,spec version re-stamp only,no,AUTOMATION: READY - EXPECT FAIL (SV-8913)
C30088,https://shopview.testrail.io/index.php?/cases/view/30088,The grid renders smoothly at full load - 15 technicians over 7 days,spec v23 | refs names no spec version,spec v27 | refs names no spec version,§11,yes,yes,spec version re-stamp only,no,AUTOMATION: READY
C30089,https://shopview.testrail.io/index.php?/cases/view/30089,Shop closures do NOT block spread in V1 - shifts can land on closure days,spec v23 | refs names no spec version,spec v27 | refs names no spec version,§12; §4.5,yes,yes,spec version re-stamp only,no,"AUTOMATION: HOLD - waiting on the product owner's answer, and the shop-closure setting does not exist in the build"
C30090,https://shopview.testrail.io/index.php?/cases/view/30090,"Scheduled, estimated and actual clocked hours are three separate numbers",spec v23 | refs names no spec version,spec v27 | refs names no spec version,§12; §4.5,yes,yes,spec version re-stamp only,no,AUTOMATION: READY
C38865,https://shopview.testrail.io/index.php?/cases/view/38865,A multi-week series keeps the same local start time across the clock change,spec v23 | refs names no spec version,spec v27 | refs names no spec version,§4.5,yes,yes,DST is absent from the spec; tech-plan sourced,no,AUTOMATION: READY - EXPECT FAIL (SV-8848)
C38866,https://shopview.testrail.io/index.php?/cases/view/38866,Schedule and all its dialogs display correctly in dark mode,spec v23 | refs names no spec version,spec v27 | refs names no spec version,§11,yes,yes,spec version re-stamp only,no,AUTOMATION: READY
C38847,https://shopview.testrail.io/index.php?/cases/view/38847,Business-hours toggle reveals a per-day (Mon-Sun) From-To editor,spec v23 | refs names no spec version,spec v27 | refs names no spec version,§4.2,yes,yes,spec version re-stamp only,no,AUTOMATION: READY
C38848,https://shopview.testrail.io/index.php?/cases/view/38848,"Edit Staff has a 'Set custom hours for this technician' toggle, off by default",spec v23 | refs names no spec version,spec v27 | refs names no spec version,§4.2,yes,yes,spec version re-stamp only,no,AUTOMATION: READY
C38849,https://shopview.testrail.io/index.php?/cases/view/38849,A technician with no custom hours inherits the shop business hours,spec v23 | refs names no spec version,spec v27 | refs names no spec version,§4.2,yes,yes,spec version re-stamp only,no,AUTOMATION: READY
C38850,https://shopview.testrail.io/index.php?/cases/view/38850,"'Add hours' appends a removable second range for split shifts, starting empty",spec v23 | refs names no spec version,spec v27 | refs names no spec version,§4.2,yes,yes,spec version re-stamp only,no,AUTOMATION: READY
C38851,https://shopview.testrail.io/index.php?/cases/view/38851,Overlapping hour ranges block Save; incomplete rows are ignored,spec v23 | refs names no spec version,spec v27 | refs names no spec version,§4.2,yes,yes,spec version re-stamp only,no,AUTOMATION: READY
C38867,https://shopview.testrail.io/index.php?/cases/view/38867,Shifts and events created before the Schedule rewrite still appear after it,spec v23 | refs names no spec version,spec v27 | refs names no spec version,§3,yes,yes,spec version re-stamp only,no,"AUTOMATION: HOLD - cannot be run now - it needs shifts noted BEFORE the release, and the release is already deployed"
C38868,https://shopview.testrail.io/index.php?/cases/view/38868,Dashboard shows one schedule row per work order even with many shifts,spec v23 | refs names no spec version,spec v27 | refs names no spec version,§4,yes,yes,spec version re-stamp only,no,AUTOMATION: HOLD - the Dashboard section this test needs does not exist in the build
C38869,https://shopview.testrail.io/index.php?/cases/view/38869,A work order created with an appointment shows up on the Schedule board,spec v23 | refs names no spec version,spec v27 | refs names no spec version,§4,yes,yes,spec version re-stamp only,no,AUTOMATION: HOLD - work order creation offers no appointment in the build
C38870,https://shopview.testrail.io/index.php?/cases/view/38870,A multi-location technician's shift appears only on the work order's location,spec v23 | refs names no spec version,spec v27 | refs names no spec version,§3,yes,yes,spec version re-stamp only,no,AUTOMATION: READY
C38871,https://shopview.testrail.io/index.php?/cases/view/38871,Work order form offers a Priority (High/Medium/Low) that drives the sidebar,spec v23 | refs names no spec version,spec v27 | refs names no spec version,§5.1,yes,yes,spec version re-stamp only,no,AUTOMATION: HOLD - the Priority field this test needs does not exist in the build
C38872,https://shopview.testrail.io/index.php?/cases/view/38872,API - Schedule reads need View; writes need Edit; deletes need Delete (403),spec v23 | refs names no spec version,spec v27 | refs names no spec version,§14; §4,yes,yes,403 enforcement is tech-plan sourced,no,"AUTOMATION: HOLD - needs three separate sign-ins, one per permission level"
C38873,https://shopview.testrail.io/index.php?/cases/view/38873,API - Series past 8 weeks returns 409 until acknowledged; over 120 shifts 422,spec v23 | refs names no spec version,spec v27 | refs names no spec version,§4.5,yes,yes,spec version re-stamp only,no,AUTOMATION: READY
C38874,https://shopview.testrail.io/index.php?/cases/view/38874,API - No pricing fields in Schedule responses; WO details need Work Orders View,spec v23 | refs names no spec version,spec v27 | refs names no spec version,§14,yes,yes,spec version re-stamp only,no,AUTOMATION: HOLD - needs a second sign-in as a user who cannot see work orders
C38875,https://shopview.testrail.io/index.php?/cases/view/38875,"API - A shift from another location returns 404, not another shop's data",spec v23 | refs names no spec version,spec v27 | refs names no spec version,(none - non-spec source named),n/a - no spec anchor cited,yes,spec version re-stamp only,no,AUTOMATION: READY
