internal_id,testrail_case_id,testrail_link,area,title,title_len,useful_verdict,sense_verdict,genuine_layman,refs,viu_status
SCH-PERM-12,C30614,https://shopview.testrail.io/index.php?/cases/view/30614,Permissions,"With Work Orders: View OFF, work order details on shifts are hidden",67,KEEP,SENSIBLE,PASS,SV-8687 (§14.2 (Work Orders: View dependency)),VIU-Pending
SCH-REAS-01,C30052,https://shopview.testrail.io/index.php?/cases/view/30052,Reassignment and Context Menu,"Dragging a shift to another technician row reassigns it, with a confirm modal",77,KEEP,SENSIBLE,PASS,"SV-8695 (§7 (Shift reassignment), §12)",VIU-Pending
SCH-REAS-03,C30054,https://shopview.testrail.io/index.php?/cases/view/30054,Reassignment and Context Menu,Left-click empty grid space opens a menu: Create Event and New Work Order,73,KEEP,SENSIBLE,PASS,"SV-8700 (§7 (left-click menu on empty grid space; View Day and New Shift removed), §14.1 (creation via the cell menu))",VIU-Pending
SCH-REAS-06,C38855,https://shopview.testrail.io/index.php?/cases/view/38855,Reassignment and Context Menu,'New Work Order' in the cell menu points the user to the Work Orders tab,72,KEEP,SENSIBLE,PASS,SV-8700 (§7 / §4.10 New Work Order cell-menu shortcut),VIU-Pending
SCH-REG-01,C38867,https://shopview.testrail.io/index.php?/cases/view/38867,Cross-Module and Rewrite Regression,Shifts and events created before the Schedule rewrite still appear after it,75,KEEP,SENSIBLE,PASS,"SV-8685 [epic - cross-cutting, no single-story owner] (tech-plan §3 FR-015 data migration)",VIU-Pending
SCH-REG-02,C38868,https://shopview.testrail.io/index.php?/cases/view/38868,Cross-Module and Rewrite Regression,Dashboard shows one schedule row per work order even with many shifts,69,KEEP,SENSIBLE,PASS,"SV-8685 [epic - cross-cutting, no single-story owner] (tech-plan §4 Dashboard FR-016)",VIU-Pending
SCH-REG-03,C38869,https://shopview.testrail.io/index.php?/cases/view/38869,Cross-Module and Rewrite Regression,A work order created with an appointment shows up on the Schedule board,71,KEEP,SENSIBLE,PASS,"SV-8685 [epic - cross-cutting, no single-story owner] (tech-plan §4 WO-create AppointmentScheduler)",VIU-Pending
SCH-REG-04,C38870,https://shopview.testrail.io/index.php?/cases/view/38870,Cross-Module and Rewrite Regression,A multi-location technician's shift appears only on the work order's location,77,KEEP,SENSIBLE,PASS,"SV-8685 [epic - cross-cutting, no single-story owner] (tech-plan §3 WO-primary location resolution)",VIU-Pending
SCH-REG-05,C38871,https://shopview.testrail.io/index.php?/cases/view/38871,Cross-Module and Rewrite Regression,Work order form offers a Priority (High/Medium/Low) that drives the sidebar,75,KEEP,SENSIBLE,PASS,SV-8687 (§5.1 + tech-plan FR-P4 WO priority),VIU-Pending
SCH-SCOPE-01,C29963,https://shopview.testrail.io/index.php?/cases/view/29963,Scope Picker,Scope picker contents: the pinned whole-order row and the line rows,67,KEEP,SENSIBLE,PASS,SV-8689 (§4.3),VIU-Pending
SCH-SCOPE-02,C29964,https://shopview.testrail.io/index.php?/cases/view/29964,Scope Picker,'Schedule whole work order' assigns all lines and creates one shift,67,KEEP,SENSIBLE,PASS,"SV-8689 (§4.3, §4.4)",VIU-Pending
SCH-SCOPE-03,C29965,https://shopview.testrail.io/index.php?/cases/view/29965,Scope Picker,Tapping a line row creates a single-line shift with no confirm step,67,KEEP,SENSIBLE,PASS,SV-8689 (§4.3 (Individual line rows - fast path)),VIU-Pending
SCH-SCOPE-05,C29967,https://shopview.testrail.io/index.php?/cases/view/29967,Scope Picker,"'Select multiple' checkbox mode: running tally, Select all, and Cancel",70,KEEP,SENSIBLE,PASS,"SV-8689 (§4.3 (Select multiple, Select all shortcut, Cancel))",VIU-Pending
SCH-SER-01,C29987,https://shopview.testrail.io/index.php?/cases/view/29987,Linked Series and Banners,"Month view: series banner wraps across weeks, labeled once, then 'continues'",76,KEEP,SENSIBLE,PASS,SV-8692 (§4.6 (Month view)),VIU-Pending
SCH-SER-02,C29988,https://shopview.testrail.io/index.php?/cases/view/29988,Linked Series and Banners,"Week view: series banner spans the week, with chevrons and 'week N of M'",72,KEEP,SENSIBLE,PASS,SV-8692 (§4.6 (Week view)),VIU-Pending
SCH-SER-03,C29989,https://shopview.testrail.io/index.php?/cases/view/29989,Linked Series and Banners,Day view shows the series day as one block with a multi-week cue,64,WEAK-KEEP,SENSIBLE,PASS,SV-8692 (§4.6 (Day view)),VIU-Pending
SCH-SER-04,C29990,https://shopview.testrail.io/index.php?/cases/view/29990,Linked Series and Banners,A series is just a grouping - capacity and conflicts use the daily shifts,73,KEEP,SENSIBLE,PASS,"SV-8692 (§4.6, §8.2)",VIU-Pending
SCH-SPREAD-02,C29978,https://shopview.testrail.io/index.php?/cases/view/29978,Multi-Day Spread Scheduling,Spread step header shows the scope; 'Change scope' returns to the picker,72,KEEP,SENSIBLE,PASS,SV-8691 (§4.5),VIU-Pending
SCH-SPREAD-03,C29979,https://shopview.testrail.io/index.php?/cases/view/29979,Multi-Day Spread Scheduling,How-much selector defaults to Full estimate; preset amounts apply at once,73,KEEP,SENSIBLE,PASS,SV-8691 (§4.5 (How much to schedule)),VIU-Pending
SCH-SPREAD-04,C29980,https://shopview.testrail.io/index.php?/cases/view/29980,Multi-Day Spread Scheduling,'Until a date…' reveals a single finish-by date field,53,KEEP,SENSIBLE,PASS,SV-8691 (§4.5 (progressive disclosure)),VIU-Pending
SCH-SPREAD-05,C29981,https://shopview.testrail.io/index.php?/cases/view/29981,Multi-Day Spread Scheduling,'Specific hours…' reveals an hours stepper,42,KEEP,SENSIBLE,PASS,SV-8691 (§4.5 (progressive disclosure)),VIU-Pending
SCH-SPREAD-06,C29982,https://shopview.testrail.io/index.php?/cases/view/29982,Multi-Day Spread Scheduling,Start date defaults to the earliest working day and can be changed,66,KEEP,SENSIBLE,PASS,SV-8691 (§4.5 (Start date)),VIU-Pending
SCH-SPREAD-07,C29983,https://shopview.testrail.io/index.php?/cases/view/29983,Multi-Day Spread Scheduling,Spread uses the tech's working hours; skips weekends only when hours not set,76,KEEP,SENSIBLE,PASS,"SV-8691 (§4.5, §12 (shop closures))",VIU-Pending
SCH-SPREAD-08,C29984,https://shopview.testrail.io/index.php?/cases/view/29984,Multi-Day Spread Scheduling,"Spread preview: one-line summary, expandable to a week-by-week breakdown",72,KEEP,SENSIBLE,PASS,SV-8691 (§4.5 (Preview)),VIU-Pending
SCH-SPREAD-09,C29985,https://shopview.testrail.io/index.php?/cases/view/29985,Multi-Day Spread Scheduling,Confirming the spread creates a linked series of daily shifts,61,KEEP,SENSIBLE,PASS,"SV-8691 (§4.5 (Confirming), §4.6, §8.2)",VIU-Pending
SCH-SPREAD-10,C29986,https://shopview.testrail.io/index.php?/cases/view/29986,Multi-Day Spread Scheduling,The same work order on a second technician spreads the full estimate again,74,KEEP,SENSIBLE,PASS,"SV-8691 (§4.5 (independent per-tech spread), §12)",VIU-Pending
SCH-SPREAD-11,C38863,https://shopview.testrail.io/index.php?/cases/view/38863,Multi-Day Spread Scheduling,Spread past 8 weeks asks to confirm; a series can never exceed 120 shifts,73,KEEP,SENSIBLE,PASS,SV-8691 (§4.5 + tech-plan D8 series caps),VIU-Pending
SCH-START-01,C29969,https://shopview.testrail.io/index.php?/cases/view/29969,Shift Start Times and Unassigned Shifts,A shift's start time uses the technician's own working hours when set,69,KEEP,SENSIBLE,PASS,SV-8688 (§4.2),VIU-Pending
SCH-START-02,C29970,https://shopview.testrail.io/index.php?/cases/view/29970,Shift Start Times and Unassigned Shifts,"With no technician hours set, start time falls back to business hours",69,KEEP,SENSIBLE,PASS,SV-8688 (§4.2),VIU-Pending
SCH-START-03,C29971,https://shopview.testrail.io/index.php?/cases/view/29971,Shift Start Times and Unassigned Shifts,"With neither technician hours nor business hours set, a 7:00 AM default applies",79,KEEP,SENSIBLE,PASS,SV-8688 (§4.2),VIU-Pending
SCH-START-04,C29972,https://shopview.testrail.io/index.php?/cases/view/29972,Shift Start Times and Unassigned Shifts,In day view the start time comes from the drop position,55,KEEP,SENSIBLE,PASS,SV-8688 (§4.2 (day view drop position)),VIU-Pending
SCH-START-05,C29973,https://shopview.testrail.io/index.php?/cases/view/29973,Shift Start Times and Unassigned Shifts,Dropping onto the Unassigned row creates a shift with no technician,67,KEEP,SENSIBLE,PASS,"SV-8688 (§4.2 (Unassigned shifts), §3.2)",VIU-Pending
SCH-START-06,C29974,https://shopview.testrail.io/index.php?/cases/view/29974,Shift Start Times and Unassigned Shifts,Unassigned shift start time uses business hours or the default,62,WEAK-KEEP,SENSIBLE,PASS,SV-8688 (§4.2),VIU-Pending
SCH-START-07,C29975,https://shopview.testrail.io/index.php?/cases/view/29975,Shift Start Times and Unassigned Shifts,Dragging an unassigned shift onto a technician row assigns it,61,KEEP,SENSIBLE,PASS,"SV-8688 (§3.2 (Unassigned placeholder), §4.2)",VIU-Pending
SCH-TIP-01,C30034,https://shopview.testrail.io/index.php?/cases/view/30034,Hover Tooltips,Shift hover tooltip shows the full shift summary incl. up to 3 line names,73,KEEP,SENSIBLE,PASS,SV-8695 (§4.13 (Shift tooltip)),VIU-Pending
SCH-TIP-02,C30035,https://shopview.testrail.io/index.php?/cases/view/30035,Hover Tooltips,A conflicted shift's tooltip shows the icon and reason in amber,63,WEAK-KEEP,SENSIBLE,PASS,SV-8695 (§4.13 (Shift tooltip - conflict)),VIU-Pending
SCH-TIP-03,C30036,https://shopview.testrail.io/index.php?/cases/view/30036,Hover Tooltips,"Event hover tooltip shows name, grey category dot, time range and tech",70,KEEP,SENSIBLE,PASS,SV-8695 (§4.13 (Event tooltip)),VIU-Pending
SCH-TIP-04,C30037,https://shopview.testrail.io/index.php?/cases/view/30037,Hover Tooltips,"Tooltips open after a hover delay, dismiss on mouse-leave, are read-only",72,KEEP,SENSIBLE,PASS,SV-8695 (§4.13 (Behavior)),VIU-Pending
SCH-TIP-05,C30038,https://shopview.testrail.io/index.php?/cases/view/30038,Hover Tooltips,The tooltip flips or shifts to stay within the viewport - never clipped,71,WEAK-KEEP,SENSIBLE,PASS,SV-8695 (§4.13 (flip/shift to stay in viewport)),VIU-Pending
SCH-TOOL-01,C30039,https://shopview.testrail.io/index.php?/cases/view/30039,Grid Toolbar,'Today' button jumps the grid to the current date,49,KEEP,SENSIBLE,PASS,SV-8686 (§6 (Today button)),VIU-Pending
SCH-TOOL-02,C30040,https://shopview.testrail.io/index.php?/cases/view/30040,Grid Toolbar,"Left/right arrows step by day, week, or month to match the active range",71,KEEP,SENSIBLE,PASS,"SV-8686 (§6 (Left/right arrows, Date label))",VIU-Pending
SCH-TOOL-03,C30041,https://shopview.testrail.io/index.php?/cases/view/30041,Grid Toolbar,Toolbar search highlights matching blocks and fades non-matching ones,69,KEEP,SENSIBLE,PASS,SV-8686 (§6 (Search)),VIU-Pending
SCH-VIEW-01,C30042,https://shopview.testrail.io/index.php?/cases/view/30042,Filter and Display and View Options,"'Filter & Display' dropdown combines department toggles, My Shifts, and VIN",75,KEEP,SENSIBLE,PASS,"SV-8700 (§6, §9 (Filter and Display dropdown))",VIU-Pending
SCH-VIEW-02,C30043,https://shopview.testrail.io/index.php?/cases/view/30043,Filter and Display and View Options,Department toggles show or hide individual department groups in the grid,72,KEEP,SENSIBLE,PASS,SV-8700 (§9 (Department toggles)),VIU-Pending
SCH-VIEW-03,C30044,https://shopview.testrail.io/index.php?/cases/view/30044,Filter and Display and View Options,'My Shifts' filters the grid to only the current user's shifts,62,KEEP,SENSIBLE,PASS,"SV-8700 (§9 (My Shifts), §14.3)",VIU-Pending
SCH-VIEW-04,C30045,https://shopview.testrail.io/index.php?/cases/view/30045,Filter and Display and View Options,'VIN Number' toggle gates the block VIN only - tooltip and modal always show it,79,KEEP,SENSIBLE,PASS,"SV-8700 (§9 (VIN), §4.4); SV-8690 (§4.4, §9 (VIN option)); SV-8694 (§4.8 (Lane height with VIN))",VIU-Pending
SCH-VIEW-05,C30046,https://shopview.testrail.io/index.php?/cases/view/30046,Filter and Display and View Options,'View Options': six toggles with defaults; Capacity Bars and Events flip,72,KEEP,SENSIBLE,PASS,"SV-8700 (§6, §9 (View Options popover, Capacity Bars, Events), §4.12)",VIU-Pending
SCH-VIEW-06,C30047,https://shopview.testrail.io/index.php?/cases/view/30047,Filter and Display and View Options,Business Hours toggle shades non-working hours in day view,58,KEEP,SENSIBLE,PASS,"SV-8700 (§9 (Business Hours), §4.8 (Business-hours shading))",VIU-Pending
SCH-VIEW-09,C30050,https://shopview.testrail.io/index.php?/cases/view/30050,Filter and Display and View Options,Tech Hours toggle displays each technician's working hours next to their name,77,KEEP,SENSIBLE,PASS,SV-8700 (§9 (Tech Hours)),VIU-Pending
SCH-VIEW-10,C30051,https://shopview.testrail.io/index.php?/cases/view/30051,Filter and Display and View Options,Saturday and Sunday toggles include or exclude the weekend columns,66,KEEP,SENSIBLE,PASS,"SV-8700 (§9 (Saturday, Sunday), §3.2 (Week view))",VIU-Pending
SCH-WOL-01,C29936,https://shopview.testrail.io/index.php?/cases/view/29936,Sidebar - Work Order List and Search,The sidebar is a flat list of work order cards with no tabs,59,KEEP,SENSIBLE,PASS,"SV-8687 (§3.1, §5.1)",VIU-Pending
SCH-WOL-02,C29937,https://shopview.testrail.io/index.php?/cases/view/29937,Sidebar - Work Order List and Search,"Work order card anatomy, incl. the status-colored left border",61,KEEP,SENSIBLE,PASS,SV-8687 (§3.1 (Work order card anatomy)),VIU-Pending
SCH-WOL-04,C29939,https://shopview.testrail.io/index.php?/cases/view/29939,Sidebar - Work Order List and Search,"'Search work orders' matches work order number, customer, unit, and technician",78,KEEP,SENSIBLE,PASS,"SV-8687 (§3.1 (Sidebar search, Work order card anatomy))",VIU-Pending
SCH-WOL-05,C29940,https://shopview.testrail.io/index.php?/cases/view/29940,Sidebar - Work Order List and Search,Sidebar search filters the card list in real time as you type,61,WEAK-KEEP,SENSIBLE,PASS,SV-8687 (§3.1 (Sidebar search)),VIU-Pending
SCH-WOL-06,C29941,https://shopview.testrail.io/index.php?/cases/view/29941,Sidebar - Work Order List and Search,Sidebar search with no matching work orders shows an empty list,63,WEAK-KEEP,SENSIBLE,PASS,SV-8687 (§3.1 (derived - search behavior with no matches)),VIU-Pending
