Report,Case ID,TestRail Link,Title,Source cited BEFORE,Source cited NOW,refs version BEFORE,refs version NOW,Requirements cited now,Anchor quote-verified against the LIVE spec body,Changed this pass,Could not be sourced / note
TU,C30430,https://shopview.testrail.io/index.php?/cases/view/30430,"Same range, single location, closed records: Total Hours matches Timesheet",TU spec v6,TU spec v7,v5,v7,S1-R9,YES - all exist in live v7,yes,
TU,C30431,https://shopview.testrail.io/index.php?/cases/view/30431,Reconcile exception (a): an open clock is snapshotted at each load instant,TU spec v6,TU spec v7,v5,v7,S1-E1; S1-R9,YES - all exist in live v7,yes,
TU,C30432,https://shopview.testrail.io/index.php?/cases/view/30432,Reconciliation exception (b): the link passes no location,TU spec v6,TU spec v7,v5,v7,S1-R9; S6-R6,YES - all exist in live v7,yes,
TU,C30433,https://shopview.testrail.io/index.php?/cases/view/30433,A day row's Total Hours links to that technician's single-day timesheet,TU spec v6,TU spec v7,v5,v7,S6-R5,YES - all exist in live v7,yes,
TU,C30434,https://shopview.testrail.io/index.php?/cases/view/30434,"Three-dot menu is leftmost, then Column Selection; three download options",TU spec v6,TU spec v7,v5,v7,S7-R1; S7-R2; S7-R3; S7-R4; S8-R2,YES - all exist in live v7,yes,
TU,C30435,https://shopview.testrail.io/index.php?/cases/view/30435,The Summary PDF holds the technician rows plus the Summary,TU spec v6,TU spec v7,v5,v7,S7-R12; S7-R5; S7-R6,YES - all exist in live v7,yes,
TU,C30436,https://shopview.testrail.io/index.php?/cases/view/30436,"The CSV is always summary-level, quotes comma-containing values",TU spec v6,TU spec v7,v5,v7,S7-R10; S7-R12; S7-R7,YES - all exist in live v7,yes,
TU,C30437,https://shopview.testrail.io/index.php?/cases/view/30437,"Downloads cover only selected technicians, locations, and date range",TU spec v6,TU spec v7,v5,v7,S7-E1; S7-R10; S7-R13; S7-R8; S7-R9; S9-R8,YES - all exist in live v7,yes,
TU,C30438,https://shopview.testrail.io/index.php?/cases/view/30438,Downloads always order rows Technician A to Z; the on-screen sort is ignored,TU spec v6,TU spec v7,v5,v7,S7-R10; S7-R10a,YES - all exist in live v7,yes,
TU,C30439,https://shopview.testrail.io/index.php?/cases/view/30439,PDF logo follows the uploaded logo; the spreadsheet never carries one,TU spec v6,TU spec v7,v5,v7,S7-N2; S7-N3; S7-R11,YES - all exist in live v7,yes,
TU,C30440,https://shopview.testrail.io/index.php?/cases/view/30440,Choosing a download with no technician selected is a silent no-op,TU spec v6,TU spec v7,v5,v7,S7-N1,YES - all exist in live v7,yes,
TU,C30441,https://shopview.testrail.io/index.php?/cases/view/30441,A starting download notifies; a failed one shows the failure message,TU spec v6,TU spec v7,v5,v7,(section-level),YES - section located in live v7,yes,
TU,C30442,https://shopview.testrail.io/index.php?/cases/view/30442,The Location filter is the rightmost multi-select; All Locations = select-all,TU spec v6,TU spec v7,v5,v7,S9-R1,YES - all exist in live v7,yes,unwarranted divergence hedge removed - S9-R1 agrees outright
TU,C30443,https://shopview.testrail.io/index.php?/cases/view/30443,Location changes reload with hours pooled into one row per technician,TU spec v6,TU spec v7,v5,v7,S9-R3; S9-R4; S9-R5,YES - all exist in live v7,yes,
TU,C30444,https://shopview.testrail.io/index.php?/cases/view/30444,The saved location selection restores defensively; bad ones are dropped,TU spec v6,TU spec v7,v5,v7,S1-R8; S9-R2; S9-R6; S9-R7,YES - all exist in live v7,yes,
TU,C30446,https://shopview.testrail.io/index.php?/cases/view/30446,Technician Utilization: Location filter hidden for a one-location user,TU spec v6,TU spec v7,(none named),v7,S9-N1,YES - all exist in live v7,yes,refs claimed the S9-N1 note was stale and the edit pending; TU v7 S9-N1 now matches the ruling
TU,C30447,https://shopview.testrail.io/index.php?/cases/view/30447,All-white table with no row shading; toolbar controls in the fixed order,TU spec v6,TU spec v7,v5,v7,S8-R1; S8-R2; S8-R3,YES - all exist in live v7,yes,
TU,C30448,https://shopview.testrail.io/index.php?/cases/view/30448,Dark mode keeps every report element legible,TU spec v6,TU spec v7,v5,v7,S8-R13; S8-R14; S8-R9,YES - all exist in live v7,yes,
TU,C30449,https://shopview.testrail.io/index.php?/cases/view/30449,The per-day breakdown is fetched only when a technician row is expanded,TU spec v6,TU spec v7,v5,v7,S4-R2; S4-R5,YES - all exist in live v7,yes,
TU,C30450,https://shopview.testrail.io/index.php?/cases/view/30450,Date-range and location changes trigger a fresh server load,TU spec v6,TU spec v7,v5,v7,S1-R5; S2-R13; S9-R3,YES - all exist in live v7,yes,
TU,C38859,https://shopview.testrail.io/index.php?/cases/view/38859,"Column Selection: Technician always on, the other five toggleable, remembered",TU spec v6,TU spec v7,v5,v7,S10-R1; S10-R2; S10-R3; S10-R4; S10-R5; S10-R6; S8-R16,YES - all exist in live v7,yes,
TU,C38887,https://shopview.testrail.io/index.php?/cases/view/38887,An over-cap Technician Utilization export is refused with the too-large message,TU spec v6,TU spec v7,v5,v7,S7-R14,YES - all exist in live v7,yes,source upgraded from the engineering tech plan to the new TU v7 S7-R14
TU,C38915,https://shopview.testrail.io/index.php?/cases/view/38915,Location column: leftmost for a multi-location user; Summary row blank,TU spec v7,TU spec v7,v7,v7,S10-R4; S2-R1; S7-R13; S8-R15; S9-R10; S9-R9,YES - all exist in live v7,no - already current,
TU,C43552,https://shopview.testrail.io/index.php?/cases/view/43552,Both spreadsheet downloads hold the summary rows and no per-day rows,TU spec v6,TU spec v7,v5,v7,S7-R7,YES - all exist in live v7,yes,
WIP,C30451,https://shopview.testrail.io/index.php?/cases/view/30451,Work In Progress appears in the reports navigation under the Performance group,WIP spec v9,WIP spec v10,v6,v10,S1-R1; S1-R5,YES - all exist in live v10,yes,
WIP,C30452,https://shopview.testrail.io/index.php?/cases/view/30452,Four tabs in a fixed order with the partially-completed tab selected,WIP spec v9,WIP spec v10,v6,v10,S1-R2; S1-R3; S1-R4,YES - all exist in live v10,yes,
WIP,C30455,https://shopview.testrail.io/index.php?/cases/view/30455,There is no Trend / over-time tab or chart,WIP spec v9,WIP spec v10,v6,v10,S11-R7,YES - all exist in live v10,yes,
WIP,C30456,https://shopview.testrail.io/index.php?/cases/view/30456,Every open service WO at a selected location appears in the report,WIP spec v9,WIP spec v10,v6,v10,S2-R1,YES - all exist in live v10,yes,
WIP,C30457,https://shopview.testrail.io/index.php?/cases/view/30457,Invoiced; Paid and part-sale work orders never appear,WIP spec v9,WIP spec v10,v6,v10,S2-R2; S2-R3,YES - all exist in live v10,yes,
WIP,C30458,https://shopview.testrail.io/index.php?/cases/view/30458,Each qualifying work order appears exactly once in exactly one tab,WIP spec v9,WIP spec v10,v6,v10,S2-R4,YES - all exist in live v10,yes,
WIP,C30459,https://shopview.testrail.io/index.php?/cases/view/30459,While loading the standard indicator shows and old rows stay until data,WIP spec v9,WIP spec v10,v6,v10,S2-R5; S2-R6,YES - all exist in live v10,yes,
WIP,C30460,https://shopview.testrail.io/index.php?/cases/view/30460,No qualifying work orders: every tab shows the no-data message and no Totals,WIP spec v9,WIP spec v10,v6,v10,S2-N1; S2-N2; S6-N1,YES - all exist in live v10,yes,
WIP,C30462,https://shopview.testrail.io/index.php?/cases/view/30462,"Status-to-tab mapping: Estimate, Complete, In Progress and Review work orders",WIP spec v9,WIP spec v10,v6,v10,S3-R1; S3-R2; S3-R3,YES - all exist in live v10,yes,
WIP,C30464,https://shopview.testrail.io/index.php?/cases/view/30464,Approved started-boundary: time or part received vs neither decides the tab,WIP spec v9,WIP spec v10,v6,v10,S3-R4,YES - all exist in live v10,yes,
WIP,C30466,https://shopview.testrail.io/index.php?/cases/view/30466,"With all toggleable columns on, the fixed column order and alignment hold",WIP spec v9,WIP spec v10,v6,v10,S4-R1; S4-R3; S4-R4,YES - all exist in live v10,yes,
WIP,C30467,https://shopview.testrail.io/index.php?/cases/view/30467,First visit shows the default columns; the rest are in the column selector,WIP spec v10,WIP spec v10,v10,v10,S4-R2; S4-R3; S8-R3; S8-R4,YES - all exist in live v10,no - already current,
WIP,C30468,https://shopview.testrail.io/index.php?/cases/view/30468,The WO # is a link that opens the WO in the same browser tab,WIP spec v10,WIP spec v10,v6,v10,S4-R5,YES - all exist in live v10,yes,
WIP,C30469,https://shopview.testrail.io/index.php?/cases/view/30469,Status shows as a color-coded badge whose label text is always present,WIP spec v9,WIP spec v10,v6,v10,S10-R8; S4-R6,YES - all exist in live v10,yes,
WIP,C30470,https://shopview.testrail.io/index.php?/cases/view/30470,The Asset cell shows the Unit # in bold with the VIN underneath,WIP spec v9,WIP spec v10,(none named),(none named),S4-R10; S4-R7; S4-R8,YES - all exist in live v10,yes,
WIP,C30471,https://shopview.testrail.io/index.php?/cases/view/30471,Customer shows the customer's company name,WIP spec v9,WIP spec v10,v6,v10,S4-R11,YES - all exist in live v10,yes,
WIP,C30472,https://shopview.testrail.io/index.php?/cases/view/30472,Days Open shows whole days since creation and reads 0 days / 1 days,WIP spec v9,WIP spec v10,v6,v10,S4-R12,YES - all exist in live v10,yes,
WIP,C30473,https://shopview.testrail.io/index.php?/cases/view/30473,Last Activity shows Today; Xd ago; or an em-dash when there is none,WIP spec v9,WIP spec v10,v6,v10,S4-R13,YES - all exist in live v10,yes,
WIP,C30474,https://shopview.testrail.io/index.php?/cases/view/30474,Money columns show US dollars to two decimals with thousands separators,WIP spec v9,WIP spec v10,v6,v10,S4-R14,YES - all exist in live v10,yes,
WIP,C30475,https://shopview.testrail.io/index.php?/cases/view/30475,Labor Earned is the clocked share of each approved line's quoted value,WIP spec v9,WIP spec v10,v6,v10,S4-R15,YES - all exist in live v10,yes,
WIP,C30476,https://shopview.testrail.io/index.php?/cases/view/30476,Labor Remaining is the approved labor's quoted value minus Labor Earned,WIP spec v9,WIP spec v10,v6,v10,S4-R16,YES - all exist in live v10,yes,
WIP,C30477,https://shopview.testrail.io/index.php?/cases/view/30477,Parts Earned is the sell value of approved-line parts already received,WIP spec v9,WIP spec v10,v6,v10,S4-R17,YES - all exist in live v10,yes,
WIP,C30478,https://shopview.testrail.io/index.php?/cases/view/30478,Parts Remaining values the not-yet-received quantity at its sell price,WIP spec v9,WIP spec v10,v6,v10,S4-R18,YES - all exist in live v10,yes,
WIP,C30479,https://shopview.testrail.io/index.php?/cases/view/30479,Earned + Remaining make Total; not the WO's grand total,WIP spec v9,WIP spec v10,v6,v10,S4-R19; S4-R20; S4-R21,YES - all exist in live v10,yes,
WIP,C30480,https://shopview.testrail.io/index.php?/cases/view/30480,Lines that are not yet approved contribute nothing to any money figure,WIP spec v9,WIP spec v10,(none named),(none named),S4-R15,YES - all exist in live v10,yes,
WIP,C30481,https://shopview.testrail.io/index.php?/cases/view/30481,Inv. Hrs shows quoted minus worked hours; signed to one decimal,WIP spec v9,WIP spec v10,v6,v10,S4-E2; S4-R23; S4-R24,YES - all exist in live v10,yes,
WIP,C30482,https://shopview.testrail.io/index.php?/cases/view/30482,An open estimate with no approved work shows $0.00 in every money column,WIP spec v9,WIP spec v10,v6,v10,S2-R4; S4-E1,YES - all exist in live v10,yes,
WIP,C30483,https://shopview.testrail.io/index.php?/cases/view/30483,The initial sort is Days Open with the longest-open work order first,WIP spec v9,WIP spec v10,v6,v10,S4-R25,YES - all exist in live v10,yes,
WIP,C30484,https://shopview.testrail.io/index.php?/cases/view/30484,"Clicking a header sorts ascending, clicking again toggles descending",WIP spec v9,WIP spec v10,v6,v10,S4-R26,YES - all exist in live v10,yes,
WIP,C30485,https://shopview.testrail.io/index.php?/cases/view/30485,Columns sort by their underlying values; Asset sorts by the Unit #,WIP spec v9,WIP spec v10,(none named),(none named),S4-R27; S4-R9,YES - all exist in live v10,yes,
WIP,C30486,https://shopview.testrail.io/index.php?/cases/view/30486,Sorting reorders only the active tab's rows; Totals stays at the bottom,WIP spec v9,WIP spec v10,v6,v10,S4-R28,YES - all exist in live v10,yes,
WIP,C30487,https://shopview.testrail.io/index.php?/cases/view/30487,The summary strip shows seven figures in a fixed order as US dollars,WIP spec v9,WIP spec v10,v6,v10,S5-R1; S5-R10,YES - all exist in live v10,yes,
WIP,C30488,https://shopview.testrail.io/index.php?/cases/view/30488,Total Earned is the hero figure and equals the started-stage figures summed,WIP spec v9,WIP spec v10,v6,v10,S5-R2,YES - all exist in live v10,yes,
WIP,C30489,https://shopview.testrail.io/index.php?/cases/view/30489,Total Remaining equals Not Started plus Started — Remaining,WIP spec v9,WIP spec v10,v6,v10,S5-R3,YES - all exist in live v10,yes,
WIP,C30490,https://shopview.testrail.io/index.php?/cases/view/30490,Each per-stage figure equals the matching tab's money total,WIP spec v9,WIP spec v10,v6,v10,S5-R4; S5-R5; S5-R6; S5-R7,YES - all exist in live v10,yes,
WIP,C30491,https://shopview.testrail.io/index.php?/cases/view/30491,"The Estimates figure is the Estimates tab's total quoted value, shown muted",WIP spec v9,WIP spec v10,v6,v10,S5-R8; S5-R9,YES - all exist in live v10,yes,
WIP,C30493,https://shopview.testrail.io/index.php?/cases/view/30493,Each summary figure's information icon reveals its plain explanation,WIP spec v9,WIP spec v10,v6,v10,S5-R12,YES - all exist in live v10,yes,
WIP,C30494,https://shopview.testrail.io/index.php?/cases/view/30494,"Each tab has a Totals row pinned to the bottom, labeled ""Totals""",WIP spec v9,WIP spec v10,v6,v10,S6-R1; S6-R4; S6-R5,YES - all exist in live v10,yes,
WIP,C30495,https://shopview.testrail.io/index.php?/cases/view/30495,The Totals row sums each visible money column and the Inv. Hrs column,WIP spec v9,WIP spec v10,v6,v10,S6-R2; S6-R3,YES - all exist in live v10,yes,
WIP,C30498,https://shopview.testrail.io/index.php?/cases/view/30498,The Advisor filter lists the advisors in the loaded jobs; screen only,WIP spec v9,WIP spec v10,v9,v10,S7-R1,YES - all exist in live v10,yes,
WIP,C30499,https://shopview.testrail.io/index.php?/cases/view/30499,"Customer filter is a type-ahead multi-select reading ""All customers""",WIP spec v9,WIP spec v10,v9,v10,S7-R2; S7-R3,YES - all exist in live v10,yes,
WIP,C30500,https://shopview.testrail.io/index.php?/cases/view/30500,Asset filter shows Unit # and VIN and matches text against either one,WIP spec v9,WIP spec v10,v9,v10,S7-R4; S7-R5,YES - all exist in live v10,yes,
WIP,C30501,https://shopview.testrail.io/index.php?/cases/view/30501,The date range offers the presets plus Custom; This Week default; no All Time,WIP spec v9,WIP spec v10,v6,v10,S7-R6,YES - all exist in live v10,yes,
WIP,C30502,https://shopview.testrail.io/index.php?/cases/view/30502,The date range filters on the WO's created date and reloads on change,WIP spec v9,WIP spec v10,v6,v10,S7-R7; S7-R8,YES - all exist in live v10,yes,
WIP,C30503,https://shopview.testrail.io/index.php?/cases/view/30503,"Location filter: rightmost multi-select with All locations, reloads on change",WIP spec v9,WIP spec v10,(none named),(none named),S7-R10; S7-R9,YES - all exist in live v10,yes,
WIP,C30504,https://shopview.testrail.io/index.php?/cases/view/30504,The location scope never includes an inaccessible location,WIP spec v9,WIP spec v10,v6,v10,S7-R11; S8-R8,YES - all exist in live v10,yes,
WIP,C30505,https://shopview.testrail.io/index.php?/cases/view/30505,"Advisor, customer and asset filters AND together and recompute strip and Totals",WIP spec v9,WIP spec v10,v6,v10,S5-R11; S6-R6; S7-N1; S7-R12,YES - all exist in live v10,yes,
WIP,C30506,https://shopview.testrail.io/index.php?/cases/view/30506,Column Selection toggles columns; Total is not offered at all,WIP spec v9,WIP spec v10,v6,v10,S8-R1; S8-R2,YES - all exist in live v10,yes,
WIP,C30507,https://shopview.testrail.io/index.php?/cases/view/30507,Toggling columns never reorders them (Total always last),WIP spec v9,WIP spec v10,v6,v10,S4-R1; S8-R5; S8-R6,YES - all exist in live v10,yes,
WIP,C30508,https://shopview.testrail.io/index.php?/cases/view/30508,"Remembers the date range, filter selections, location, columns",WIP spec v9,WIP spec v10,v6,v10,S8-R7,YES - all exist in live v10,yes,
WIP,C30509,https://shopview.testrail.io/index.php?/cases/view/30509,A saved setting that is no longer valid falls back to its default,WIP spec v9,WIP spec v10,v6,v10,S8-R8,YES - all exist in live v10,yes,
WIP,C30510,https://shopview.testrail.io/index.php?/cases/view/30510,Work In Progress: a three-dot menu holds Download (PDF) and Download (CSV),WIP spec v10,WIP spec v10,v6,v10,S9-R1,YES - all exist in live v10,yes,
WIP,C30511,https://shopview.testrail.io/index.php?/cases/view/30511,"Downloads keep shown columns, honor filters, include the tab's Totals row",WIP spec v9,WIP spec v10,v6,v10,S7-R13; S9-E1; S9-R10a; S9-R2; S9-R3; S9-R4,YES - all exist in live v10,yes,"v9 self-contradiction resolved in v10 S7-R13; the ""Chris has not answered"" claim was stale"
WIP,C30512,https://shopview.testrail.io/index.php?/cases/view/30512,Downloaded money and Inv. Hrs values keep the on-screen formats,WIP spec v9,WIP spec v10,v6,v10,S9-R5; S9-R6,YES - all exist in live v10,yes,
WIP,C30513,https://shopview.testrail.io/index.php?/cases/view/30513,Inv. Hrs green/red coloring appears on screen and in the PDF; not the CSV,WIP spec v9,WIP spec v10,v6,v10,S9-R7,YES - all exist in live v10,yes,
WIP,C30514,https://shopview.testrail.io/index.php?/cases/view/30514,Days Open in a download is frozen at the moment the file is generated,WIP spec v9,WIP spec v10,v6,v10,S9-R8,YES - all exist in live v10,yes,
WIP,C30515,https://shopview.testrail.io/index.php?/cases/view/30515,"The downloaded files are named ""wip-2-report.pdf"" and ""wip-2-report.csv""",WIP spec v9,WIP spec v10,v6,v10,S9-R9,YES - all exist in live v10,yes,
WIP,C30516,https://shopview.testrail.io/index.php?/cases/view/30516,"Export headers read ""Unit"" and ""Branch"" — documented limitation, do not file",WIP spec v9,WIP spec v10,(none named),(none named),S9-E1,YES - all exist in live v10,yes,
WIP,C30517,https://shopview.testrail.io/index.php?/cases/view/30517,The PDF shows the shop logo at the top when one is set,WIP spec v9,WIP spec v10,v6,v10,S9-R10,YES - all exist in live v10,yes,
WIP,C30518,https://shopview.testrail.io/index.php?/cases/view/30518,"Export notifications: success caption, ""Empty export"" warning",WIP spec v9,WIP spec v10,v6,v10,S9-R11; S9-R12; S9-R13,YES - all exist in live v10,yes,WIP v10 numbers S9-R11 TWICE; citation disambiguated to the Error-handling one
WIP,C30519,https://shopview.testrail.io/index.php?/cases/view/30519,Each tab uses an all-white table with no alternating row shading,WIP spec v9,WIP spec v10,v6,v10,S10-R1,YES - all exist in live v10,yes,
WIP,C30520,https://shopview.testrail.io/index.php?/cases/view/30520,The summary strip is a bold band ruled top and bottom above the tabs,WIP spec v9,WIP spec v10,v6,v10,S10-R2,YES - all exist in live v10,yes,
WIP,C30521,https://shopview.testrail.io/index.php?/cases/view/30521,The Total column is bold and stays pinned right on sideways scroll,WIP spec v9,WIP spec v10,v6,v10,S10-R3; S4-R22,YES - all exist in live v10,yes,
WIP,C30522,https://shopview.testrail.io/index.php?/cases/view/30522,The Totals row stays visible while only the active tab's body scrolls,WIP spec v9,WIP spec v10,v6,v10,S10-R4; S10-R5,YES - all exist in live v10,yes,
WIP,C30523,https://shopview.testrail.io/index.php?/cases/view/30523,The WO # link is keyboard-focusable and opens the work order,WIP spec v10,WIP spec v10,v6,v10,S10-R6,YES - all exist in live v10,yes,
WIP,C30524,https://shopview.testrail.io/index.php?/cases/view/30524,Each summary figure's info icon is keyboard-reachable and screen-read,WIP spec v9,WIP spec v10,v6,v10,S10-R7; S5-R12,YES - all exist in live v10,yes,
WIP,C30525,https://shopview.testrail.io/index.php?/cases/view/30525,In dark mode every table; strip; link and coloring stays legible,WIP spec v9,WIP spec v10,v6,v10,S10-R9,YES - all exist in live v10,yes,
WIP,C30526,https://shopview.testrail.io/index.php?/cases/view/30526,Ordinary reports access covers opening and downloading Work In Progress,WIP spec v9,WIP spec v10,(none named),v10,(section-level),YES - section located in live v10,yes,refs claimed the WIP prerequisite still named a per-report permission; WIP v10 states the single permission
WIP,C30527,https://shopview.testrail.io/index.php?/cases/view/30527,Without reports access Work In Progress is absent from the navigation,WIP spec v9,WIP spec v10,(none named),(none named),S1-N1,YES - all exist in live v10,yes,
WIP,C30528,https://shopview.testrail.io/index.php?/cases/view/30528,Nightly snapshot records one row per then-open job per calendar date,WIP spec v9,WIP spec v10,v6,v10,S11-R1; S11-R2,YES - all exist in live v10,yes,
WIP,C30530,https://shopview.testrail.io/index.php?/cases/view/30530,Captured Earned and Remaining use the same maths as the on-screen report,WIP spec v9,WIP spec v10,v6,v10,S11-R3; S11-R5,YES - all exist in live v10,yes,
WIP,C30531,https://shopview.testrail.io/index.php?/cases/view/30531,Nightly snapshot spans every location with no user location filter,WIP spec v9,WIP spec v10,v6,v10,S11-R4; S2-R1,YES - all exist in live v10,yes,
WIP,C30533,https://shopview.testrail.io/index.php?/cases/view/30533,Nightly snapshot: a job with nothing approved is captured at $0.00; not skipped,WIP spec v9,WIP spec v10,v6,v10,S11-R6; S4-E1,YES - all exist in live v10,yes,
WIP,C38890,https://shopview.testrail.io/index.php?/cases/view/38890,"A technician still clocked in counts toward Labor Earned, capped at the quote",WIP spec v9,WIP spec v10,v6,v10,S4-R15,YES - all exist in live v10,yes,
WIP,C38916,https://shopview.testrail.io/index.php?/cases/view/38916,Location column names each work order's location and never reads Multiple,WIP spec v10,WIP spec v10,v10,v10,S10-R5a; S4-R3; S7-R13; S7-R14; S9-E1,YES - all exist in live v10,no - already current,
WIP,C38918,https://shopview.testrail.io/index.php?/cases/view/38918,An over-cap Work In Progress download is refused with the too-large message,WIP spec v9,WIP spec v10,(none named),v10,S9-R11,YES - all exist in live v10,yes,cap now exists as WIP v10 S9-R11 (Edge Cases); obsolete divergence hedge removed
WIP,C43551,https://shopview.testrail.io/index.php?/cases/view/43551,A hand-made Location column choice is remembered like any other column,WIP spec v10,WIP spec v10,v10,v10,S4-R3; S8-R7,YES - all exist in live v10,no - already current,
WIP,C43557,https://shopview.testrail.io/index.php?/cases/view/43557,"The WO # is plain text, not a link, without Work Order permission",WIP spec v10,WIP spec v10,v9,v10,S4-R5,YES - all exist in live v10,yes,
