internal_id,testrail_case_id,testrail_link,file,section,title,verdict,reason,merge_group,merge_survivor,tier,sense_verdict,sense_reason,refs_ok,title_len
FLT-EMPTY-02,C29607,https://shopview.testrail.io/index.php?/cases/view/29607,cases-C-chips-tabs-persistence-url.json,Empty State,"The filtered empty state offers a way to clear the filters, and using it brings the list back",KEEP,"The empty state's clear-filters escape action — a distinct interactive contract (S8-R4), not just display.",,,T1,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, controls spec/design-traceable (unpinned behaviour explicitly hedged — the honest pattern), pass/fail observable.",yes,93
FLT-TAB-01,C29608,https://shopview.testrail.io/index.php?/cases/view/29608,cases-C-chips-tabs-persistence-url.json,Tab Behaviour,"The All tab shows all five filter chips, all working",MERGE,Absorbed into FLT-BAR-02 (C29558): same behaviour/component re-authored per entity — runs in one sitting on the same screen; the survivor gains this case's checks.,MG10-ALLTAB-COMPOSITION,FLT-BAR-02,T2,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, controls spec/design-traceable (unpinned behaviour explicitly hedged — the honest pattern), pass/fail observable.",yes,52
FLT-TAB-02,C29609,https://shopview.testrail.io/index.php?/cases/view/29609,cases-C-chips-tabs-persistence-url.json,Tab Behaviour,"On the Estimates tab the Status chip is shown greyed out, pre-filled with 'Status: Estimate', and cannot be changed; the other four filters work on top of the Estimates pre-filter",KEEP,"Pre-filtered tab contract — greyed pre-filled Status chip per Branko's 2026-07-17 ruling, other chips narrow on top; survivor of MG11 (gains the Completed twin).",MG11-PREFILTERED-TABS,FLT-TAB-02,T1,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, controls spec/design-traceable (unpinned behaviour explicitly hedged — the honest pattern), pass/fail observable.",yes,179
FLT-TAB-03,C29610,https://shopview.testrail.io/index.php?/cases/view/29610,cases-C-chips-tabs-persistence-url.json,Tab Behaviour,"On the Completed tab the Status chip is shown greyed out, pre-filled with the tab's status, and cannot be changed; the other four filters work on top of the Completed pre-filter",MERGE,Absorbed into FLT-TAB-02 (C29609): same behaviour/component re-authored per entity — runs in one sitting on the same screen; the survivor gains this case's checks.,MG11-PREFILTERED-TABS,FLT-TAB-02,T2,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, controls spec/design-traceable (unpinned behaviour explicitly hedged — the honest pattern), pass/fail observable.",yes,177
FLT-TAB-04,C29611,https://shopview.testrail.io/index.php?/cases/view/29611,cases-C-chips-tabs-persistence-url.json,Tab Behaviour,On the My Work Orders tab all five filters are shown and narrow the already user-scoped list,KEEP,My Work Orders scope contract — filters narrow the user-scoped list and never widen it to other users' work orders.,,,T1,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, controls spec/design-traceable (unpinned behaviour explicitly hedged — the honest pattern), pass/fail observable.",yes,92
FLT-TAB-05,C29612,https://shopview.testrail.io/index.php?/cases/view/29612,cases-C-chips-tabs-persistence-url.json,Tab Behaviour,Filter selections survive tab switching; a Status selection hidden on Estimates/Completed comes back on the All tab,KEEP,"Selections survive tab switching incl. the hidden-Status round trip (retained in memory, restored on All).",,,T1,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, controls spec/design-traceable (unpinned behaviour explicitly hedged — the honest pattern), pass/fail observable.",yes,115
FLT-PERS-01,C29613,https://shopview.testrail.io/index.php?/cases/view/29613,cases-C-chips-tabs-persistence-url.json,Persistence,Leaving the Work Orders page and coming back restores the filters and the bar state exactly,KEEP,Round-trip restore of filters + bar state after leaving the page — the basic persistence contract.,,,T1,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, controls spec/design-traceable (unpinned behaviour explicitly hedged — the honest pattern), pass/fail observable.",yes,91
FLT-PERS-02,C29614,https://shopview.testrail.io/index.php?/cases/view/29614,cases-C-chips-tabs-persistence-url.json,Persistence,Filter selections are remembered for you permanently - still applied after moving around the app and even after closing the browser and signing back in,KEEP,"Permanent per-account persistence (Branko ruling 2026-07-17) incl. the cross-device leg — account-level, not browser-level.",,,T1,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, controls spec/design-traceable (unpinned behaviour explicitly hedged — the honest pattern), pass/fail observable.",yes,151
FLT-PERS-03,C29615,https://shopview.testrail.io/index.php?/cases/view/29615,cases-C-chips-tabs-persistence-url.json,Persistence,Saved filters are per user: one user's filters do not appear for another user,KEEP,Per-user isolation of saved filters — one user's filters leaking to another is a real (privacy-adjacent) bug.,,,T1,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, controls spec/design-traceable (unpinned behaviour explicitly hedged — the honest pattern), pass/fail observable.",yes,77
FLT-PERS-04,C29616,https://shopview.testrail.io/index.php?/cases/view/29616,cases-C-chips-tabs-persistence-url.json,Persistence,A remembered filter value that no longer exists is silently dropped when you return,KEEP,"A vanished saved value is silently dropped, valid remainder still applies — resilience of the saved state.",,,T1,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, controls spec/design-traceable (unpinned behaviour explicitly hedged — the honest pattern), pass/fail observable.",yes,83
FLT-URL-01,C29617,https://shopview.testrail.io/index.php?/cases/view/29617,cases-C-chips-tabs-persistence-url.json,URL State and Shareable Links,Applying filters updates the page URL to reflect the active filter state,MERGE,Absorbed into FLT-URL-02 (C29618): same behaviour/component re-authored per entity — runs in one sitting on the same screen; the survivor gains this case's checks.,MG12-URL-REFLECT,FLT-URL-02,T2,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, controls spec/design-traceable (unpinned behaviour explicitly hedged — the honest pattern), pass/fail observable.",yes,72
FLT-URL-02,C29618,https://shopview.testrail.io/index.php?/cases/view/29618,cases-C-chips-tabs-persistence-url.json,URL State and Shareable Links,Opening a shared or bookmarked URL loads the Work Orders page with those filters already applied,KEEP,Shared/bookmarked link opens with the filters applied — the shareable-state contract; survivor of MG12 (gains the URL-updates direction).,MG12-URL-REFLECT,FLT-URL-02,T1,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, controls spec/design-traceable (unpinned behaviour explicitly hedged — the honest pattern), pass/fail observable.",yes,96
FLT-URL-03,C29619,https://shopview.testrail.io/index.php?/cases/view/29619,cases-C-chips-tabs-persistence-url.json,URL State and Shareable Links,A URL containing a filter value that no longer exists loads without that value,KEEP,A deleted value in a shared URL is ignored cleanly — distinct entry path from the saved-prefs case (FLT-PERS-04).,,,T1,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, controls spec/design-traceable (unpinned behaviour explicitly hedged — the honest pattern), pass/fail observable.",yes,78
FLT-URL-04,C29620,https://shopview.testrail.io/index.php?/cases/view/29620,cases-C-chips-tabs-persistence-url.json,URL State and Shareable Links,A malformed filter URL loads the page unfiltered without showing an error,KEEP,Malformed filter URL loads unfiltered with no error (S11-N1) — hardening of a user-visible entry path.,,,T1,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, controls spec/design-traceable (unpinned behaviour explicitly hedged — the honest pattern), pass/fail observable.",yes,73
FLT-TAB-06,C38876,https://shopview.testrail.io/index.php?/cases/view/38876,cases-C-chips-tabs-persistence-url.json,Tab Behaviour,First visit opens the Estimates tab; your last-used tab is remembered,KEEP,Landing-tab default (Estimates) + last-used-tab memory; regression = wrong landing view for every user; pending Branko (engineering D10).,,,T1,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, controls spec/design-traceable (unpinned behaviour explicitly hedged — the honest pattern), pass/fail observable.",yes,69
FLT-PERS-05,C38880,https://shopview.testrail.io/index.php?/cases/view/38880,cases-C-chips-tabs-persistence-url.json,Persistence,Each page and tab remembers its own filters separately,KEEP,Per-view/per-tab state scoping (engineering D20) — regression = filters bleeding across Parts views / report tabs.,,,T1,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, controls spec/design-traceable (unpinned behaviour explicitly hedged — the honest pattern), pass/fail observable.",yes,54
FLT-PERS-06,C38881,https://shopview.testrail.io/index.php?/cases/view/38881,cases-C-chips-tabs-persistence-url.json,Persistence,Filters saved before the redesign carry over after the update,KEEP,Release-critical one-time migration — existing users must not lose pre-redesign saved filters/columns/sorting.,,,T1,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, controls spec/design-traceable (unpinned behaviour explicitly hedged — the honest pattern), pass/fail observable.",yes,61
FLT-URL-05,C38879,https://shopview.testrail.io/index.php?/cases/view/38879,cases-C-chips-tabs-persistence-url.json,URL State and Shareable Links,Opening a filtered link never overwrites your saved filters,KEEP,A link visit is view-only and never overwrites your saved filters (engineering G7) — losing saved state would be destructive; pending Branko spec ratification.,,,T1,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, controls spec/design-traceable (unpinned behaviour explicitly hedged — the honest pattern), pass/fail observable.",yes,59
FLT-MOB-01,C29621,https://shopview.testrail.io/index.php?/cases/view/29621,cases-D-mobile-api.json,Mobile Filters,"On mobile the filter chips sit in a horizontally scrollable row below the tabs, starting with All Filters",KEEP,"Mobile chip-row layout (All Filters first, horizontal scroll, edge affordance) — the mobile entry contract.",,,T2,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, controls spec/design-traceable (unpinned behaviour explicitly hedged — the honest pattern), pass/fail observable.",yes,105
FLT-MOB-02,C29622,https://shopview.testrail.io/index.php?/cases/view/29622,cases-D-mobile-api.json,Mobile Filters,Tapping All Filters opens a bottom sheet listing every filter as an expandable row with an Apply filters button,KEEP,"All Filters bottom-sheet composition (drag handle, title, accordion rows, sticky 'Apply filters').",,,T2,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, controls spec/design-traceable (unpinned behaviour explicitly hedged — the honest pattern), pass/fail observable.",yes,111
FLT-MOB-03,C29623,https://shopview.testrail.io/index.php?/cases/view/29623,cases-D-mobile-api.json,Mobile Filters,Selecting statuses in the mobile sheet and tapping Apply filters filters the list and counts on the sheet title,KEEP,Mobile batch-apply contract + applied-count in the sheet title — mobile's key behavioural difference from desktop.,,,T1,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, controls spec/design-traceable (unpinned behaviour explicitly hedged — the honest pattern), pass/fail observable.",yes,111
FLT-MOB-04,C29624,https://shopview.testrail.io/index.php?/cases/view/29624,cases-D-mobile-api.json,Mobile Filters,Tapping an individual filter chip on mobile opens that filter's own sheet with an 'Apply filter' button,KEEP,Individual-chip sheet with 'Apply filter' — carries the flagged design-vs-tech-plan conflict (D15 real-time) to resolve at VIU.,,,T2,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, controls spec/design-traceable (unpinned behaviour explicitly hedged — the honest pattern), pass/fail observable.",yes,103
FLT-MOB-05,C29625,https://shopview.testrail.io/index.php?/cases/view/29625,cases-D-mobile-api.json,Mobile Filters,"The mobile Customer filter has search, multi-select and removable tags, matching desktop",KEEP,"Mobile sheet parity for the people/asset filters (search, tags, remove, apply); survivor of MG13 (gains the Technician/Advisor/Asset rows).",MG13-MOBILE-SHEET-FILTERS,FLT-MOB-05,T1,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, controls spec/design-traceable (unpinned behaviour explicitly hedged — the honest pattern), pass/fail observable.",yes,88
FLT-MOB-06,C29626,https://shopview.testrail.io/index.php?/cases/view/29626,cases-D-mobile-api.json,Mobile Filters,The mobile Lead Technician and Service Advisor filters offer their search lists in the sheet,MERGE,Absorbed into FLT-MOB-05 (C29625): same behaviour/component re-authored per entity — runs in one sitting on the same screen; the survivor gains this case's checks.,MG13-MOBILE-SHEET-FILTERS,FLT-MOB-05,T2,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, controls spec/design-traceable (unpinned behaviour explicitly hedged — the honest pattern), pass/fail observable.",yes,92
FLT-MOB-07,C29627,https://shopview.testrail.io/index.php?/cases/view/29627,cases-D-mobile-api.json,Mobile Filters,The mobile Asset on site filter offers Yes/No with Clear selection in the sheet,MERGE,Absorbed into FLT-MOB-05 (C29625): same behaviour/component re-authored per entity — runs in one sitting on the same screen; the survivor gains this case's checks.,MG13-MOBILE-SHEET-FILTERS,FLT-MOB-05,T2,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, controls spec/design-traceable (unpinned behaviour explicitly hedged — the honest pattern), pass/fail observable.",yes,79
FLT-MOB-08,C29628,https://shopview.testrail.io/index.php?/cases/view/29628,cases-D-mobile-api.json,Mobile Filters,Active chips and Clear filters behave on mobile the same way as on desktop,KEEP,Mobile active chips + 'Clear filters' parity — the clear-all contract on the second surface.,,,T1,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, controls spec/design-traceable (unpinned behaviour explicitly hedged — the honest pattern), pass/fail observable.",yes,74
FLT-MOB-09,C29629,https://shopview.testrail.io/index.php?/cases/view/29629,cases-D-mobile-api.json,Mobile Filters,Mobile has no collapse toggle: the filter chip row is always visible,WEAK-KEEP,"Absence assertion (no collapse toggle on mobile) — spec'd (S12-R4) but a failure is cosmetic-severity; kept, flagged low-value.",,,T2,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, controls spec/design-traceable (unpinned behaviour explicitly hedged — the honest pattern), pass/fail observable.",yes,68
FLT-MOB-10,C29630,https://shopview.testrail.io/index.php?/cases/view/29630,cases-D-mobile-api.json,Mobile Filters,Filters matching no work orders on mobile show the same empty state as desktop,WEAK-KEEP,"Mobile repeat of the filtered empty state — the mobile surface can genuinely render differently, but the yield beyond FLT-EMPTY-01 is low; kept, flagged.",,,T2,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, controls spec/design-traceable (unpinned behaviour explicitly hedged — the honest pattern), pass/fail observable.",yes,78
FLT-API-01,C29631,https://shopview.testrail.io/index.php?/cases/view/29631,cases-D-mobile-api.json,API - Work Orders List Filtering,The work order list request carries the active filter selections,KEEP,"The backend actually filters (parameters on the list request, filtered response) — not client-side hiding; the foundation of every filter case.",,,T1,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, controls spec/design-traceable (unpinned behaviour explicitly hedged — the honest pattern), pass/fail observable.",yes,64
FLT-API-02,C29632,https://shopview.testrail.io/index.php?/cases/view/29632,cases-D-mobile-api.json,API - Work Orders List Filtering,"A combined multi-filter request returns only work orders matching all filters, any value within each filter",KEEP,"Combined request semantics at the backend (AND across filters, OR within one) — the server half of FLT-CHIP-06.",,,T1,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, controls spec/design-traceable (unpinned behaviour explicitly hedged — the honest pattern), pass/fail observable.",yes,107
FLT-API-03,C29633,https://shopview.testrail.io/index.php?/cases/view/29633,cases-D-mobile-api.json,API - Work Orders List Filtering,A list request with a deleted or unknown filter value is handled without a server error,KEEP,Deleted/unknown filter value never produces a 5xx — backend hardening for the stale-saved-state paths.,,,T1,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, controls spec/design-traceable (unpinned behaviour explicitly hedged — the honest pattern), pass/fail observable.",yes,87
FLT-API-04,C29634,https://shopview.testrail.io/index.php?/cases/view/29634,cases-D-mobile-api.json,API - Work Orders List Filtering,A list request with malformed filter parameters does not produce a server error,KEEP,Malformed filter parameters handled gracefully (no 5xx/crash) — backend half of the malformed-URL requirement.,,,T1,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, controls spec/design-traceable (unpinned behaviour explicitly hedged — the honest pattern), pass/fail observable.",yes,79
FLT-API-05,C29635,https://shopview.testrail.io/index.php?/cases/view/29635,cases-D-mobile-api.json,API - Work Orders List Filtering,"A filter combination matching nothing returns a successful empty list, not an error",WEAK-KEEP,"Empty-match-returns-200 is thin — largely implied by FLT-API-02 (combination request) + FLT-EMPTY-01 (page renders the state); kept for the explicit no-error backend contract, flagged low-value.",,,T1,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, controls spec/design-traceable (unpinned behaviour explicitly hedged — the honest pattern), pass/fail observable.",yes,83
FLT-API-06,C38895,https://shopview.testrail.io/index.php?/cases/view/38895,cases-D-mobile-api.json,API - Work Orders List Filtering,"Saved-filters service round-trip: save, reload, and per-user isolation",KEEP,Saved-prefs service round-trip (PUT/GET) + per-user isolation — a cross-user leak here is a security bug (engineering 4-1.3 contract).,,,T1,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, controls spec/design-traceable (unpinned behaviour explicitly hedged — the honest pattern), pass/fail observable.",yes,70
FLT-PARTS-01,,"new, no C-ID yet",cases-E-parts-filters.json,Parts Page Filters,"Parts Inventory page shows Bin Location, Category, Supply and Vendor filters",KEEP,Parts chip-composition contract; survivor of MG14 — ONE Parts walk with the per-view filter-button checklist (8 views + shared toolbar icons).,MG14-PARTS-CHIP-MATRIX,FLT-PARTS-01,T2,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, controls spec/design-traceable (unpinned behaviour explicitly hedged — the honest pattern), pass/fail observable.",yes,76
FLT-PARTS-02,,"new, no C-ID yet",cases-E-parts-filters.json,Parts Page Filters,"Parts Part Sales page shows Status, Customer, Created by and Date filters",MERGE,Absorbed into FLT-PARTS-01 (no C-ID yet): same behaviour/component re-authored per entity — runs in one sitting on the same screen; the survivor gains this case's checks.,MG14-PARTS-CHIP-MATRIX,FLT-PARTS-01,T2,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, controls spec/design-traceable (unpinned behaviour explicitly hedged — the honest pattern), pass/fail observable.",yes,73
FLT-PARTS-03,,"new, no C-ID yet",cases-E-parts-filters.json,Parts Page Filters,Parts Catalog page shows Manufacturer and Category filters,MERGE,Absorbed into FLT-PARTS-01 (no C-ID yet): same behaviour/component re-authored per entity — runs in one sitting on the same screen; the survivor gains this case's checks.,MG14-PARTS-CHIP-MATRIX,FLT-PARTS-01,T2,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, controls spec/design-traceable (unpinned behaviour explicitly hedged — the honest pattern), pass/fail observable.",yes,58
FLT-PARTS-04,,"new, no C-ID yet",cases-E-parts-filters.json,Parts Page Filters,"Parts Returns tab shows Vendor, Category and Part Type filters",MERGE,Absorbed into FLT-PARTS-01 (no C-ID yet): same behaviour/component re-authored per entity — runs in one sitting on the same screen; the survivor gains this case's checks.,MG14-PARTS-CHIP-MATRIX,FLT-PARTS-01,T2,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, controls spec/design-traceable (unpinned behaviour explicitly hedged — the honest pattern), pass/fail observable.",yes,62
FLT-PARTS-05,,"new, no C-ID yet",cases-E-parts-filters.json,Parts Page Filters,"Parts Credits tab shows Vendor, Date and Processed by filters",MERGE,Absorbed into FLT-PARTS-01 (no C-ID yet): same behaviour/component re-authored per entity — runs in one sitting on the same screen; the survivor gains this case's checks.,MG14-PARTS-CHIP-MATRIX,FLT-PARTS-01,T2,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, controls spec/design-traceable (unpinned behaviour explicitly hedged — the honest pattern), pass/fail observable.",yes,61
FLT-PARTS-06,,"new, no C-ID yet",cases-E-parts-filters.json,Parts Page Filters,"Parts Purchase Orders page shows Vendor, Status, Date and Ordered by filters",MERGE,Absorbed into FLT-PARTS-01 (no C-ID yet): same behaviour/component re-authored per entity — runs in one sitting on the same screen; the survivor gains this case's checks.,MG14-PARTS-CHIP-MATRIX,FLT-PARTS-01,T2,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, controls spec/design-traceable (unpinned behaviour explicitly hedged — the honest pattern), pass/fail observable.",yes,76
FLT-PARTS-07,,"new, no C-ID yet",cases-E-parts-filters.json,Parts Page Filters,"Vendor Invoices page shows Vendor, Invoice date, Date received, Received by",MERGE,Absorbed into FLT-PARTS-01 (no C-ID yet): same behaviour/component re-authored per entity — runs in one sitting on the same screen; the survivor gains this case's checks.,MG14-PARTS-CHIP-MATRIX,FLT-PARTS-01,T2,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, controls spec/design-traceable (unpinned behaviour explicitly hedged — the honest pattern), pass/fail observable.",yes,75
FLT-PARTS-08,,"new, no C-ID yet",cases-E-parts-filters.json,Parts Page Filters,Parts Vendors list page shows Vendor and State/Province filters,MERGE,Absorbed into FLT-PARTS-01 (no C-ID yet): same behaviour/component re-authored per entity — runs in one sitting on the same screen; the survivor gains this case's checks.,MG14-PARTS-CHIP-MATRIX,FLT-PARTS-01,T2,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, controls spec/design-traceable (unpinned behaviour explicitly hedged — the honest pattern), pass/fail observable.",yes,63
FLT-PARTS-09,,"new, no C-ID yet",cases-E-parts-filters.json,Parts Page Filters,Part Type filter opens a Core / Non Core list with Clear selection,KEEP,Part Type menu contents (Core / Non Core + 'Clear selection') — the one Parts dropdown whose option list the design pins.,,,T2,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, controls spec/design-traceable (unpinned behaviour explicitly hedged — the honest pattern), pass/fail observable.",yes,66
FLT-PARTS-10,,"new, no C-ID yet",cases-E-parts-filters.json,Parts Page Filters,Parts pages show the shared search and filter toolbar icons,MERGE,Absorbed into FLT-PARTS-01 (no C-ID yet): same behaviour/component re-authored per entity — runs in one sitting on the same screen; the survivor gains this case's checks.,MG14-PARTS-CHIP-MATRIX,FLT-PARTS-01,T2,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, controls spec/design-traceable (unpinned behaviour explicitly hedged — the honest pattern), pass/fail observable.",yes,59
FLT-PARTS-11,,"new, no C-ID yet",cases-E-parts-filters.json,Parts Page Filters,Choosing a Parts filter narrows the list on that page,KEEP,"The Parts filtering behaviour contract (choose value -> list narrows, value shown) — the load-bearing case for the whole Parts rollout; pending Branko's PRD.",,,T1,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, controls spec/design-traceable (unpinned behaviour explicitly hedged — the honest pattern), pass/fail observable.",yes,53
FLT-PARTS-12,,"new, no C-ID yet",cases-E-parts-filters.json,Parts Page Filters,Parts filters support multiple choices and can be cleared,KEEP,Parts multi-select + per-filter clear + clear-all parity with Work Orders — pending Branko's PRD.,,,T1,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, controls spec/design-traceable (unpinned behaviour explicitly hedged — the honest pattern), pass/fail observable.",yes,57
FLT-RPTS-01,,"new, no C-ID yet",cases-F-reports-filters.json,Reports Page Filters,"Timesheet Activities report shows Staff, Date, Status, Modified by filters",KEEP,Reports chip-composition contract; survivor of MG15 — ONE Reports walk with the per-report filter-button checklist (21 reports/tabs).,MG15-REPORTS-CHIP-MATRIX,FLT-RPTS-01,T2,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, controls spec/design-traceable (unpinned behaviour explicitly hedged — the honest pattern), pass/fail observable.",yes,74
FLT-RPTS-02,,"new, no C-ID yet",cases-F-reports-filters.json,Reports Page Filters,Payroll Timesheet report shows Employee and Date filters,MERGE,Absorbed into FLT-RPTS-01 (no C-ID yet): same behaviour/component re-authored per entity — runs in one sitting on the same screen; the survivor gains this case's checks.,MG15-REPORTS-CHIP-MATRIX,FLT-RPTS-01,T2,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, controls spec/design-traceable (unpinned behaviour explicitly hedged — the honest pattern), pass/fail observable.",yes,56
FLT-RPTS-03,,"new, no C-ID yet",cases-F-reports-filters.json,Reports Page Filters,Sales report shows Customer and Date filters,MERGE,Absorbed into FLT-RPTS-01 (no C-ID yet): same behaviour/component re-authored per entity — runs in one sitting on the same screen; the survivor gains this case's checks.,MG15-REPORTS-CHIP-MATRIX,FLT-RPTS-01,T2,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, controls spec/design-traceable (unpinned behaviour explicitly hedged — the honest pattern), pass/fail observable.",yes,44
FLT-RPTS-04,,"new, no C-ID yet",cases-F-reports-filters.json,Reports Page Filters,"Technician Efficiency report shows Customer, Technician and Date filters",MERGE,Absorbed into FLT-RPTS-01 (no C-ID yet): same behaviour/component re-authored per entity — runs in one sitting on the same screen; the survivor gains this case's checks.,MG15-REPORTS-CHIP-MATRIX,FLT-RPTS-01,T2,FIX-WORDING,Expected claims the chips appear 'on both the Invoiced and Completed tabs' but no step switches tabs — add a step to open each tab.,yes,72
FLT-RPTS-05,,"new, no C-ID yet",cases-F-reports-filters.json,Reports Page Filters,"Advisor Analysis report shows Customer, Date and Advisor filters",MERGE,Absorbed into FLT-RPTS-01 (no C-ID yet): same behaviour/component re-authored per entity — runs in one sitting on the same screen; the survivor gains this case's checks.,MG15-REPORTS-CHIP-MATRIX,FLT-RPTS-01,T2,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, controls spec/design-traceable (unpinned behaviour explicitly hedged — the honest pattern), pass/fail observable.",yes,64
FLT-RPTS-06,,"new, no C-ID yet",cases-F-reports-filters.json,Reports Page Filters,Shop Efficiency report shows only a Date filter,MERGE,Absorbed into FLT-RPTS-01 (no C-ID yet): same behaviour/component re-authored per entity — runs in one sitting on the same screen; the survivor gains this case's checks.,MG15-REPORTS-CHIP-MATRIX,FLT-RPTS-01,T2,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, controls spec/design-traceable (unpinned behaviour explicitly hedged — the honest pattern), pass/fail observable.",yes,47
FLT-RPTS-07,,"new, no C-ID yet",cases-F-reports-filters.json,Reports Page Filters,"Work in Progress report shows Status, Date and Customer filters",MERGE,Absorbed into FLT-RPTS-01 (no C-ID yet): same behaviour/component re-authored per entity — runs in one sitting on the same screen; the survivor gains this case's checks.,MG15-REPORTS-CHIP-MATRIX,FLT-RPTS-01,T2,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, controls spec/design-traceable (unpinned behaviour explicitly hedged — the honest pattern), pass/fail observable.",yes,63
