internal_id,testrail_case_id,testrail_link,report,section,title,verdict,reason,merge_group,merge_survivor,sense_verdict,sense_reason,contradiction_group,contradiction_counterparts,contradiction_resolution,genuine_refs_ok,layman_runnable,layman_note,status_ledger,status_note,type,api_related
PV-FILT-03,C30330,https://shopview.testrail.io/index.php?/cases/view/30330,PV,PV — Filters,Date range selector offers exactly the eleven bounded options and no All Time,KEEP,"The date preset list and the deliberate absence of All Time; the build offers a different list, so this case is load-bearing now.",,,SENSIBLE,Closed list version-pinned to PV v4 S2-R2 and the notes say the closed list IS the requirement - Rule 42 satisfied.,,,,Y,OK,,DEVIATION,,Functional,False
PV-FILT-04,C30331,https://shopview.testrail.io/index.php?/cases/view/30331,PV,PV — Filters,A Custom date range needs valid dates and rejects a span over 366 days,KEEP,Custom-range validation plus the 366-day cap - a real server-side guard.,,,SENSIBLE,Four steps including both invalid shapes.,,,,Y,OK,,VIU-Observed-PASS,,Functional,False
PV-FILT-05,C30332,https://shopview.testrail.io/index.php?/cases/view/30332,PV,PV — Filters,Category and Vendor multi-select filters limit the table to matching parts,KEEP,Category and Vendor multi-select narrowing with a server reload each time.,,,SENSIBLE,Three steps.,,,,Y,OK,,VIU-Observed-PASS,,Functional,False
PV-FILT-06,C30333,https://shopview.testrail.io/index.php?/cases/view/30333,PV,PV — Filters,"Toolbar search matches part number or description, case-insensitively",KEEP,Search semantics plus the explicit negative that category and vendor names are NOT searched.,,,SENSIBLE,Step 1 distinguishes the report toolbar from the global search bar.,,,,Y,OK,,VIU-Observed-PASS,,Functional,False
PV-FILT-07,C30334,https://shopview.testrail.io/index.php?/cases/view/30334,PV,PV — Filters,All active filters combine with AND logic,KEEP,"AND-not-OR filter logic, proved by making the row disappear and come back.",,,SENSIBLE,The four-step appear/disappear/reappear sequence is the cleanest possible proof.,,,,Y,OK,,VIU-Observed-PASS,,Functional,False
PV-FILT-08,C30335,https://shopview.testrail.io/index.php?/cases/view/30335,PV,PV — Filters,The Bin multi-select limits the table to parts stocked in those bins,KEEP,Bin multi-select narrowing.,,,SENSIBLE,Two steps.,,,,Y,OK,,VIU-Observed-PASS,,Functional,False
PV-FILT-09,C30336,https://shopview.testrail.io/index.php?/cases/view/30336,PV,PV — Filters,Bin filter excludes special-order rows; Bin plus that Type is empty by design,KEEP,"Bin excludes special-order rows, and Bin plus Special Order is legitimately empty - prevents a false bug report.",,,SENSIBLE,Three steps.,,,,Y,OK,,VIU-Observed-PASS,,Negative,False
PV-FILT-10,C30337,https://shopview.testrail.io/index.php?/cases/view/30337,PV,PV — Filters,"Location filter is rightmost, defaults to the active location, accessible-only",KEEP,"Location filter contract (position, default, accessible-only scope, cascade, per-row identification, scope indicator).",,,SENSIBLE,Seven assertions but each is separately observable; items 6 and 7 are honestly hedged as build-confirmed.,,,,Y,OK,Needs a two-location user with activity at both.,DEVIATION,,Functional,False
PV-FILT-11,C30338,https://shopview.testrail.io/index.php?/cases/view/30338,PV,PV — Filters,Empty state shows the standard no-data message when no parts match the filters,KEEP,Empty state with its verbatim message.,,,SENSIBLE,Version-pinned; the closed string IS the requirement.,,,,Y,OK,,VIU-Observed-PASS,,Negative,False
PV-FILT-12,C30339,https://shopview.testrail.io/index.php?/cases/view/30339,PV,PV — Filters,Parts with no category; vendor or bin are excluded when that filter is on,KEEP,Three negatives: a part missing the filtered attribute drops out when that filter is on.,,,SENSIBLE,Step 1 establishes the baseline before each filter.,,,,Y,OK,Needs seeded parts missing each attribute; on this org no part can have a null category.,VIU-Observed-PASS,,Negative,False
PV-FILT-13,C30340,https://shopview.testrail.io/index.php?/cases/view/30340,PV,PV — Filters,Parts Velocity: the Location filter is hidden for a one-location user,KEEP,"PO-ruled hidden Location filter for a one-location user; the build refutes it, so the case is live-value right now.",,,SENSIBLE,"Two sign-ins, one observation each.",,,,Y,OK,Needs a one-location user; the note gives the seeding pattern.,DEVIATION,,Functional,False
PV-FILT-14,C38914,https://shopview.testrail.io/index.php?/cases/view/38914,PV,PV — Filters,"The Location column shows only with more than one location, leftmost before Type",KEEP,"Location column position, the ""Multiple"" merged-row value, picker exclusion, and the export surface of the same requirement (Rule 40).",,,FIX-WORDING,"Expected 6 (""The Location filter control keeps the same width whichever label it shows"") is cosmetic filler inside a load-bearing case - the same stray assertion as IV-LOC-06 expected 6. Split it out or drop it.",,,,Y,OK,Needs the same part stocked at two locations plus a two-location special-order part.,DEVIATION,,Functional,False
PV-NAV-01,C30322,https://shopview.testrail.io/index.php?/cases/view/30322,PV,PV — Access & Defaults,Parts Velocity appears under a new Parts section in the Reports navigation,KEEP,The new Parts navigation group and the report's entry within it.,,,SENSIBLE,Expected 2 explicitly tells the tester not to fail on the order of the two entries.,,,,Y,OK,,VIU-Observed-PASS,,Functional,False
PV-NAV-02,C30323,https://shopview.testrail.io/index.php?/cases/view/30323,PV,PV — Access & Defaults,First visit: date range defaults to This Year and data is fetched automatically,KEEP,"First-visit date default, automatic fetch, and the default Demand ranking.",,,SENSIBLE,Two steps on a cleared browser.,,,,Y,OK,,VIU-Observed-PASS,,Functional,False
PV-NAV-03,C30324,https://shopview.testrail.io/index.php?/cases/view/30324,PV,PV — Access & Defaults,A loading indicator shows and old rows are replaced only when data returns,WEAK-KEEP,"Loading indicator and the do-not-blank-out rule; largely cosmetic, but the replace-only-on-return half is a real UX contract.",,,SENSIBLE,Three steps.,,,,Y,OK,,VIU-Observed-PASS,,Functional,False
PV-PERM-01,C30325,https://shopview.testrail.io/index.php?/cases/view/30325,PV,PV — Permissions,A user with ordinary reports access can load the report and export it,KEEP,Permission allow side across both surfaces (open and export).,,,SENSIBLE,Expected 3 tells the tester what to do if the build disagrees.,,,,Y,OK,,VIU-Observed-PASS,,Functional,False
PV-PERM-02,C30326,https://shopview.testrail.io/index.php?/cases/view/30326,PV,PV — Permissions,Without the Manager or Office User role the report entry is not shown,KEEP,Section-level block: no Reports access means no entry at all.,,,SENSIBLE,Two steps.,,,,Y,OK,,VIU-Observed-PASS,,Negative,False
PV-PERM-03,C30327,https://shopview.testrail.io/index.php?/cases/view/30327,PV,PV — Permissions,Ordinary reports access alone opens Parts Velocity and its export,KEEP,Rescoped to the surviving assertion - an extra per-area report permission is inert. Load-bearing under the one-permission ruling.,,,SENSIBLE,Expected 4 spells out both the failure condition and the planned-change caveat.,,,,Y,OK,,VIU-Observed-PASS,,Negative,False
PV-PREC-01,C38924,https://shopview.testrail.io/index.php?/cases/view/38924,PV,PV — Columns & Calculations,Units Sold keeps an exact part-of-a-unit quantity and is never rounded off,KEEP,Fractional-quantity round-trip - the report-side half of the SV-8589 QuickBooks corruption defect. High-value money integrity.,,,SENSIBLE,The sign-out/sign-in step is what makes it a storage proof rather than a display check.,,,,Y,OK,,VIU-Observed-PASS,,Functional,False
PV-PREC-02,C38925,https://shopview.testrail.io/index.php?/cases/view/38925,PV,PV — API,QuickBooks amount for a part-of-a-unit sale is exact and never inflated,KEEP,"The QuickBooks half of the same money-integrity defect, end to end across two systems.",,,SENSIBLE,Step 1 makes the tester hand-compute the answer first.,,,,Y,EXTERNAL,"Needs a QuickBooks-connected company; correctly placed in a ""PV - API"" section (Rule 4).",EXTERNAL-DEPENDENCY,,Functional,True
PV-ROW-01,C30341,https://shopview.testrail.io/index.php?/cases/view/30341,PV,PV — Row Model,A part stocked at two selected locations shows as two per-location rows,KEEP,Per-location inventory rows with never-summed stock figures.,,,SENSIBLE,Two steps.,,,,Y,OK,Needs the same part stocked at two accessible locations.,VIU-Observed-PASS,,Functional,False
PV-ROW-02,C30342,https://shopview.testrail.io/index.php?/cases/view/30342,PV,PV — Row Model,A Special Order part is one merged row summed across selected locations,KEEP,"Special-order rows are merged and summed, with inventory-only columns em-dashed.",,,SENSIBLE,Step 3 gives the per-location cross-check.,,,,Y,OK,,VIU-Observed-PASS,,Functional,False
PV-ROW-03,C30343,https://shopview.testrail.io/index.php?/cases/view/30343,PV,PV — Row Model,"Rows load ranked by Demand descending, indicator on the Demand header",KEEP,"Default Demand-descending ranking, the mixed-type single list, the tie order, and the header indicator.",,,SENSIBLE,Four steps.,,,,Y,OK,,VIU-Observed-PASS,,Functional,False
PV-ROW-04,C30344,https://shopview.testrail.io/index.php?/cases/view/30344,PV,PV — Row Model,"A header click sorts ascending first, toggles, and places nulls by direction",KEEP,"On-screen sort semantics: first click ascending, toggle, null placement by direction, every column sortable.",,,SENSIBLE,Four steps.,,,,Y,OK,,VIU-Observed-PASS,,Functional,False
PV-ROW-05,C30345,https://shopview.testrail.io/index.php?/cases/view/30345,PV,PV — Row Model,"Sticky header, all-left alignment on screen, and plain-text Type values",WEAK-KEEP,"Sticky header plus all-left on-screen alignment; cosmetic, and the plain-text Type value is already asserted by PV-FILT-01 expected 5.",,,SENSIBLE,Three steps.,,,,Y,OK,,VIU-Observed-PASS,,Functional,False
PV-ROW-06,C30346,https://shopview.testrail.io/index.php?/cases/view/30346,PV,PV — Row Model,"Info icons sit on Units Sold, Demand and Turns/Yr with descriptions",KEEP,"Info icons: presence, three verbatim descriptions, focus exposure, no-sort-on-activate, and the closed set - one case where a lesser suite would have written six.",,,SENSIBLE,Closed set version-pinned to PV v4 S3-R6; the notes quote the requirement verbatim - Rule 42 satisfied.,,,,Y,OK,"Step 3 needs keyboard focus only, not a tool.",DEVIATION,,Functional,False
PV-ROW-07,C30347,https://shopview.testrail.io/index.php?/cases/view/30347,PV,PV — Row Model,Description; Category and Vendor truncate on hover; Part # never does,KEEP,"On-screen truncation, hover reveal, and the Part #-never-truncated rule; the build refutes truncation entirely.",,,FIX-WORDING,"Expected 4 (""The CSV export carries the full untruncated ... values"") duplicates PV-EXP-06 (C30380) expected 2. Keep it in the export case only.",,,,Y,OK,,DEVIATION,,Functional,False
PV-ROW-08,C30348,https://shopview.testrail.io/index.php?/cases/view/30348,PV,PV — Row Model,Em-dash only in nullable fields; counts and Revenue/Margin are never null,KEEP,"The consolidated null-rendering matrix, and uniquely the list of columns that are NEVER null (0.00 / 0 / $0.00 rather than a dash).",,,FIX-WORDING,"Expected 3 duplicates PV-CALC-12 (C30370) and expected 4 duplicates PV-EXP-07 (C30381) expected 1. Trim to the never-null assertion plus the special-order em-dash set, which is what only this case says.",,,,Y,OK,,VIU-Observed-PASS,,Functional,False
PV-ROW-09,C30349,https://shopview.testrail.io/index.php?/cases/view/30349,PV,PV — Row Model,"An inventory part drops out only with no movement, no stock and no revenue",KEEP,The row-inclusion rule (all three keep-criteria must fail) plus the revenue-only keep - a real exclusion contract.,,,SENSIBLE,Two searches against two deliberately-shaped parts.,,,,Y,OK,Part B needs a billed sale with no stock decrement.,VIU-Observed-PASS,,Negative,False
PV-VIS-01,C30385,https://shopview.testrail.io/index.php?/cases/view/30385,PV,PV — Visual Conformance,The report uses the standard two-tone layout,WEAK-KEEP,Two-tone layout and edge-to-edge table; purely cosmetic.,,,SENSIBLE,Two observation steps.,,,,Y,OK,,DEVIATION,,Functional,False
PV-VIS-02,C30386,https://shopview.testrail.io/index.php?/cases/view/30386,PV,PV — Visual Conformance,Toolbar and table detail styling matches the suite paddings and borders,WEAK-KEEP,Toolbar and table spacing detail; cosmetic and design-token owned.,,,SENSIBLE,Expected 5 is a model repair - it tells the tester explicitly that no measurement or tool is needed and who owns the exact figures.,,,,Y,OK,,DEVIATION,,Functional,False
PV-VIS-03,C30387,https://shopview.testrail.io/index.php?/cases/view/30387,PV,PV — Visual Conformance,Dark mode is supported and the grey info icon keeps 3:1 contrast in both,WEAK-KEEP,Dark mode plus info-icon legibility; cosmetic.,,,SENSIBLE,Expected 3 restates the 3:1 rule as a by-eye check and names the owner of the measurement - the right repair.,,,,Y,OK,,VIU-Observed-PASS,,Functional,False
SBC-API-01,C30190,https://shopview.testrail.io/index.php?/cases/view/30190,SBC,SBC — API,Asset and invoice rows are fetched on first expand; one call per customer,KEEP,Lazy drill-down plus the bounded expand-all fetch count - a real scale contract (an unbounded expand-all is a genuine outage risk).,,,SENSIBLE,Four steps including the collapse/re-expand probe.,,,,Y,TECHNICAL,Needs the browser network panel; correctly in an API-titled section.,VIU-Observed-PASS,,Functional,True
SBC-API-02,C30191,https://shopview.testrail.io/index.php?/cases/view/30191,SBC,SBC — API,Sorting is applied on the server and re-fetches the first page,KEEP,Server-side sort with re-pagination plus the unknown-sort-column safety negative.,,,SENSIBLE,Step 3 is explicitly marked optional and tool-dependent.,,,,Y,TECHNICAL,Network panel; API section.,VIU-Observed-PASS,,Functional,True
SBC-API-03,C30192,https://shopview.testrail.io/index.php?/cases/view/30192,SBC,SBC — API,The Customer type-ahead queries the server instead of loading every name,KEEP,Server-backed type-ahead (no full customer list downloaded) plus the all-customers-as-a-flag contract.,,,SENSIBLE,"The note tells the tester to establish the flag point by observing traffic, not by reading code.",,,,Y,TECHNICAL,Network panel; API section.,VIU-Observed-PASS,,Functional,True
SBC-API-04,C30193,https://shopview.testrail.io/index.php?/cases/view/30193,SBC,SBC — API,Customer rows are server-paginated; the totals row is server-computed,KEEP,Server pagination and server-computed totals that do not drift as you page.,,,SENSIBLE,Three steps.,,,,Y,TECHNICAL,Network panel; API section.,VIU-Observed-PASS,,Functional,True
SBC-API-05,C30194,https://shopview.testrail.io/index.php?/cases/view/30194,SBC,SBC — API,"Exports are server-generated and the 10,000-row cap is counted first",KEEP,"Exports server-generated from the active filters, and the cap counted against the file's own row count.",,,SENSIBLE,Second half hedged on environment availability.,,,,Y,TECHNICAL,Network panel; API section.,DEVIATION,,Functional,True
SBC-API-06,C43546,https://shopview.testrail.io/index.php?/cases/view/43546,SBC,SBC — API,The back end serves SBC report data and export on ordinary reports access,KEEP,"Back-end permission proof on BOTH surfaces in BOTH directions - the SBC twin of PV-API-04, previously uncovered.",,,SENSIBLE,"Six numbered steps, each with a response code to read, and expected 5 names the exact failure shape.",,,,Y,TECHNICAL,Network panel; API section.,VIU-Observed-PASS,Authored from a live observation that matched: 8-atom reportsPageAccess role 200 on data and export; Foreman 403 on both.,Functional,True
SBC-CALC-01,C30149,https://shopview.testrail.io/index.php?/cases/view/30149,SBC,SBC — Totals & Calculations,Financial columns run in the specified order with Subtotal and Margin rules,KEEP,"Financial column order plus the Subtotal and Margin formulas, including the deliberate Shop-Supplies asymmetry.",,,SENSIBLE,Closed list version-pinned to SBC v13 with Location explicitly excluded as an identifier column - Rule 42 satisfied.,,,,Y,OK,,VIU-Observed-PASS,,Functional,False
SBC-CALC-02,C30150,https://shopview.testrail.io/index.php?/cases/view/30150,SBC,SBC — Totals & Calculations,Margin % is Margin over Subtotal to one decimal; em dash when Subtotal <= 0,KEEP,"Margin % formula, the undefined branch, monochrome rendering, and that all three row levels use the same rule.",,,SENSIBLE,Step 1 has the tester recompute one by hand.,,,,Y,OK,,VIU-Observed-PASS,,Functional,False
SBC-CALC-03,C30151,https://shopview.testrail.io/index.php?/cases/view/30151,SBC,SBC — Totals & Calculations,Inv. Hrs heading is verbatim; value shows +green / -red / 0.0 on every row,KEEP,"Inv. Hrs verbatim heading, the signed formula, and the three colour states - a money-adjacent display contract.",,,SENSIBLE,Three seeded situations named in the precondition.,,,,Y,OK,Needs clocked time seeded; on this org every row reads 0.0 so the arithmetic is unexercisable.,DEVIATION,"DEVIATION confirmed live 2026-08-04 on v3.4.1-0ed4433: heading 'Inv. Hrs' is verbatim and the zero value renders '0.0', but hours_invoiced stays 0 for an invoice that billed 1.5 h of hourly labour, so the +/- legs cannot be produced. No longer blocked by SV-8821.",Functional,False
SBC-CALC-04,C30152,https://shopview.testrail.io/index.php?/cases/view/30152,SBC,SBC — Totals & Calculations,Inv. Hrs is never blank: no-labor rows and near-zero values both show 0.0,WEAK-KEEP,The never-blank edge cases are real but overlap SBC-CALC-03 (C30151) expected 5 (zero shows 0.0 in the default colour); it adds only the no-labor row and the rounds-to-zero case.,,,SENSIBLE,"Two steps, second one hedged on seedability.",,,,Y,OK,,VIU-Observed-PASS,,Negative,False
SBC-CALC-05,C30153,https://shopview.testrail.io/index.php?/cases/view/30153,SBC,SBC — Totals & Calculations,Invoice subtotals sum to their asset row and asset subtotals to the customer,KEEP,Hierarchical roll-up integrity (invoice to asset to customer) across every financial column - a load-bearing aggregation contract.,,,SENSIBLE,Hand-summing is prescribed explicitly.,,,,Y,OK,,VIU-Observed-PASS,,Functional,False
SBC-CALC-06,C30154,https://shopview.testrail.io/index.php?/cases/view/30154,SBC,SBC — Totals & Calculations,Subtotal is the rightmost column; pinned on scroll and bold everywhere,WEAK-KEEP,"Subtotal rightmost, pinned and bold - largely presentation, though losing the headline column on scroll would matter.",,,FIX-WORDING,"Expected 4 (""This holds regardless of permission, data, filters, or sort"") is an unbounded universal a tester cannot exhaust (F6). Either name the two or three variations to try, or drop it and let the other cases carry it.",,,,Y,OK,,VIU-Observed-PASS,,Functional,False
SBC-CALC-07,C30155,https://shopview.testrail.io/index.php?/cases/view/30155,SBC,SBC — Totals & Calculations,The totals row covers the whole filtered set; not just the current page,KEEP,Totals cover the whole filtered set and do not drift as you page - the on-screen half of the totals contract.,,,SENSIBLE,Three steps.,,,,Y,OK,,VIU-Observed-PASS,,Functional,False
SBC-COL-01,C30156,https://shopview.testrail.io/index.php?/cases/view/30156,SBC,SBC — Column Selector,Column selector is its own toolbar button with nine toggles all on,KEEP,"Column selector as its own control, its verbatim tooltip, the closed nine-toggle list, and the default-all-on state.",,,SENSIBLE,"Closed list version-pinned to SBC v13 S13-R4, and expected 5 pre-empts the Location confusion for the tester - Rule 42 satisfied.",,,,Y,OK,,VIU-Observed-PASS,,Functional,False
SBC-COL-02,C30157,https://shopview.testrail.io/index.php?/cases/view/30157,SBC,SBC — Column Selector,"Column toggles hide header+cells; Customer, Subtotal and chevron never in list",KEEP,"Toggling hides header and cells together, the three never-listed columns, and the all-off boundary.",,,SENSIBLE,Three steps including the boundary.,,,,Y,OK,,VIU-Observed-PASS,,Functional,False
SBC-CUST-01,C30112,https://shopview.testrail.io/index.php?/cases/view/30112,SBC,SBC — Customer Filter,"Customer filter sits between Product Type and Location, carries a search icon",WEAK-KEEP,"Filter position, search affordance and the before-typing state; mostly presentation.",,,SENSIBLE,Three steps.,,,,Y,OK,,VIU-Observed-PASS,,Functional,False
SBC-CUST-02,C30113,https://shopview.testrail.io/index.php?/cases/view/30113,SBC,SBC — Customer Filter,Typing in the Customer filter lists matching customers by contains match,KEEP,"Contains-not-starts-with matching, case-insensitivity, filter scoping and the selected checkmark.",,,SENSIBLE,"Step 1 prescribes a mid-name fragment in the wrong case, which is what makes it a real test.",,,,Y,OK,,VIU-Observed-PASS,,Functional,False
SBC-CUST-03,C30114,https://shopview.testrail.io/index.php?/cases/view/30114,SBC,SBC — Customer Filter,Pinned control toggles All customers and Clear all; clearing shows empty state,KEEP,"The pinned control's two states and the full post-clear state (message, zero totals, ""None"" label).",,,SENSIBLE,Three steps covering both directions of the toggle.,,,,Y,OK,,VIU-Observed-PASS,,Functional,False
SBC-CUST-04,C30115,https://shopview.testrail.io/index.php?/cases/view/30115,SBC,SBC — Customer Filter,First load starts in the all-customers state and the report shows every customer,KEEP,All-customers as an explicit state that automatically picks up newly-qualifying customers - a real and subtle contract.,,,SENSIBLE,Step 4 drives the auto-inclusion half.,,,,Y,OK,,VIU-Observed-PASS,,Functional,False
SBC-CUST-05,C30116,https://shopview.testrail.io/index.php?/cases/view/30116,SBC,SBC — Customer Filter,"Collapsed label reads None, the customer's name, or N selected",WEAK-KEEP,"Collapsed-label wording across three selection states plus the typing state; a label contract, low value.",,,SENSIBLE,Four steps.,,,,Y,OK,,VIU-Observed-PASS,,Functional,False
SBC-CUST-06,C30117,https://shopview.testrail.io/index.php?/cases/view/30117,SBC,SBC — Customer Filter,Changing the customer selection narrows the table and refreshes the totals,WEAK-KEEP,That the selection actually narrows the table and refreshes the totals; largely implied by SBC-CUST-02 and SBC-CALC-07.,,,SENSIBLE,Three steps.,,,,Y,OK,,VIU-Observed-PASS,,Functional,False
SBC-CUST-09,C30120,https://shopview.testrail.io/index.php?/cases/view/30120,SBC,SBC — Customer Filter,A subset customer selection reconciles on a filter change; kept if present,KEEP,Selection reconciliation across a filter change with three deliberately different customers - genuinely subtle and a real bug magnet.,,,SENSIBLE,The A/B/C setup makes all three outcomes checkable in one pass.,,,,Y,OK,,VIU-Observed-PASS,,Functional,False
SBC-DATE-01,C30102,https://shopview.testrail.io/index.php?/cases/view/30102,SBC,SBC — Date Range Filter,Date range picker offers eleven options in the specified order,KEEP,"The date preset list; the build offers a different set, so the case is load-bearing right now.",,,SENSIBLE,Closed list version-pinned to SBC v13 S2-R2 and the spec closes it itself - Rule 42 satisfied. NOTE: the VIU pass recommended trimming this case to the nine observed presets; that would align the case to the build against the CURRENT spec and must not be done without Chris Ward ratifying (Rule 33).,,,,Y,OK,,DEVIATION,,Functional,False
SBC-DATE-03,C30104,https://shopview.testrail.io/index.php?/cases/view/30104,SBC,SBC — Date Range Filter,Custom range opens a start/end date dialog and cannot exceed a 366-day span,KEEP,Custom-range picking plus the 366-day span guard.,,,CONTRADICTION,"Intra-case: step 1 says ""A month calendar is shown inside it, which is how a custom start and end date are picked on this build"", while expected 1 says ""Choosing \""Custom\"" opens a date-picker dialog for a start and end date"". Group CG-SBC-CUSTOM-RANGE. Winner: our live observation - there is no Custom item. Repair: restate expected 1 as the inline-calendar behaviour and record the missing Custom option as the deviation, instead of asserting both.",CG-SBC-CUSTOM-RANGE,see sense_reason,aligned to the precedence winner (see sense_reason),Y,OK,,DEVIATION,,Functional,False
SBC-DATE-04,C30105,https://shopview.testrail.io/index.php?/cases/view/30105,SBC,SBC — Date Range Filter,Changing the date range writes it into the page link for sharing,KEEP,"Shareable-link state - a distinct persistence surface from the saved view, and currently absent from the build.",,,SENSIBLE,"Step 3 uses a fresh profile, which is what separates the link from the saved view.",,,,Y,OK,,DEVIATION,,Functional,False
SBC-EMPTY-01,C30181,https://shopview.testrail.io/index.php?/cases/view/30181,SBC,SBC — Empty & Edge States,Empty state shows in the table body; toolbar interactive; kept selection returns,KEEP,"Empty state placement, toolbar remaining usable, chevron hidden, and the selection surviving - four distinct assertions about one state.",,,SENSIBLE,Five steps covering all three causes.,,,,Y,OK,,DEVIATION,,Functional,False
SBC-EMPTY-04,C30184,https://shopview.testrail.io/index.php?/cases/view/30184,SBC,SBC — Empty & Edge States,A failed data fetch shows the error toast which fades after 5 seconds,KEEP,Data-fetch failure toast with its verbatim text and its fade behaviour.,,,SENSIBLE,Two steps.,,,,Y,TOOL,Needs the browser offline mode (devtools) to force the failure.,VIU-Observed-PASS,,Negative,False
SBC-EXP-01,C30159,https://shopview.testrail.io/index.php?/cases/view/30159,SBC,SBC — Exports,The overflow menu holds exactly the four download items - no Print,KEEP,"Closed four-item export menu, its verbatim labels and order, and the PO-ruled absence of Print.",,,SENSIBLE,Closed list version-pinned to SBC v13 S14-R1/R2 + S15-R1/R2 - Rule 42 satisfied.,,,,Y,OK,,VIU-Observed-PASS,,Functional,False
SBC-EXP-02,C30160,https://shopview.testrail.io/index.php?/cases/view/30160,SBC,SBC — Exports,Download file names carry the version and the active date range,KEEP,File-name contract including the Summary/Expanded variant and the full range-token map.,,,SENSIBLE,Five steps across both formats and several ranges.,,,,Y,OK,,VIU-Observed-PASS,,Functional,False
SBC-EXP-03,C30161,https://shopview.testrail.io/index.php?/cases/view/30161,SBC,SBC — Exports,"Expanded View CSV: column order, blank-cell rules, and the Locations line",KEEP,"Expanded CSV column order, the per-level blank-cell rules, the ""Parts Sales"" asset row and the Locations line - a dense but genuinely distinct file contract.",,,SENSIBLE,Scope-conditioned for the Location column and version-pinned - Rule 42 satisfied.,,,,Y,OK,,VIU-Observed-PASS,,Functional,False
SBC-EXP-04,C30162,https://shopview.testrail.io/index.php?/cases/view/30162,SBC,SBC — Exports,CSV formats: Margin % plain; dates mm-dd-yyyy; currency plain; no color,KEEP,"CSV number, date and currency formatting - the build fails three of the four, so this case is doing real work.",,,SENSIBLE,"Two steps, read in a text editor.",,,,Y,OK,,DEVIATION,,Functional,False
SBC-EXP-05,C30163,https://shopview.testrail.io/index.php?/cases/view/30163,SBC,SBC — Exports,CSV and PDF hold exactly the customers matching the active filters and sort,KEEP,Export-reflects-filters-and-sort across both formats.,,,SENSIBLE,A deliberately specific filter mix is prescribed.,,,,Y,OK,,VIU-Observed-PASS,,Functional,False
SBC-EXP-06,C30164,https://shopview.testrail.io/index.php?/cases/view/30164,SBC,SBC — Exports,Each download item shows a loading state and its own export-failed toast,KEEP,Per-item loading isolation plus the two format-specific failure toasts.,,,SENSIBLE,Steps drive all four menu items.,,,,Y,TOOL,Needs the browser offline mode to force the failures.,VIU-Observed-PASS,,Negative,False
SBC-EXP-08,C30166,https://shopview.testrail.io/index.php?/cases/view/30166,SBC,SBC — Exports,"PDF page: A4 landscape, uniform margins, ShopView footer and page numbers",WEAK-KEEP,PDF page setup and footer; presentation only.,,,SENSIBLE,Expected 1 already tells the tester that uniform margins pass and the 25px figure is inspector-only - a good earlier repair.,,,,Y,OK,,VIU-Observed-PASS,,Functional,False
SBC-EXP-09,C30167,https://shopview.testrail.io/index.php?/cases/view/30167,SBC,SBC — Exports,"PDF header: title, organization, date range, Product Type and Locations lines",KEEP,"PDF header contract: title, organisation, date range in its own format, the Product Type filter summary and the Locations line.",,,SENSIBLE,Two steps; the deliberate header-vs-body date-format difference is marked do-not-file. The 2026-08-03 fix added the precise governing anchor S15-R14 so a change to it re-surfaces this case.,,,,Y,OK,"LEDGER FLAG: the VIU recorded PASS while noting ""the date-range end is off by one day"" in its own observation. An off-by-one date in the PDF header is a DEVIATION against expected 3, not a pass.",VIU-Observed-PASS,,Functional,False
SBC-EXP-10,C30168,https://shopview.testrail.io/index.php?/cases/view/30168,SBC,SBC — Exports,"PDF logo is embedded, scales without distortion",WEAK-KEEP,"Logo embedding and the fallback chain; presentation, though the embedded-not-network-loaded point is a real robustness assertion.",,,SENSIBLE,Three steps; the note admits the no-logo-at-all state may be unreachable.,,,,Y,OK,,VIU-Observed-PASS,,Functional,False
SBC-EXP-11,C30169,https://shopview.testrail.io/index.php?/cases/view/30169,SBC,SBC — Exports,Expanded View PDF body matches the CSV's columns and on-screen rules,KEEP,Expanded PDF body parity with the CSV plus the PDF-only colour and bold treatments.,,,SENSIBLE,"Step 2 hedges the colour check with ""if available"", so a tester without a picker is not blocked.",,,,Y,TOOL,Expected 6 names exact hex colours; only checkable with a colour picker (hedged in the step).,VIU-Observed-PASS,,Functional,False
SBC-EXP-14,C30172,https://shopview.testrail.io/index.php?/cases/view/30172,SBC,SBC — Exports,"An export over 10,000 data rows is refused with the too-large toast",KEEP,Export cap refusal across both formats plus the PO-ruled single suite-wide message.,,,SENSIBLE,Precondition 1 tells the tester what to do if the cap is unreachable on their estate.,,,,Y,OK,,DEVIATION,,Negative,False
SBC-EXP-15,C30173,https://shopview.testrail.io/index.php?/cases/view/30173,SBC,SBC — Exports,A no-match export still downloads headers and a zero totals row,KEEP,"A no-match export must still produce a file with headers and a zero totals row - the build produces no totals row, so this case is doing real work.",,,SENSIBLE,Two steps.,,,,Y,OK,,DEVIATION,,Functional,False
SBC-EXP-16,C38856,https://shopview.testrail.io/index.php?/cases/view/38856,SBC,SBC — Exports,Summary and Expanded View downloads exist for both PDF and CSV,KEEP,Summary vs Expanded variant contract and the Summary column list.,,,SENSIBLE,Scope-conditioned and version-pinned; expected 5 admits the Summary file has no Date column for Location to follow and says to confirm in the build.,,,,Y,OK,,VIU-Observed-PASS,,Functional,False
