"Locations: Staging Heavy Duty - 9919"
Type,"Part #",Description,Category,Vendor,"Units Sold","Units Returned","Sold (WO)","Sold (Parts Sale)","Unit Cost","Sell Price",Revenue,Margin,"Margin %",Demand,"Last Sale","On Hand",Turns/Yr,Min,Max
Inventory,3--PC1464R-64,"3/8"" X 1/4"" BRASS DOT UNION REDUCING TEE","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,0,0
Inventory,3--PC1465-4,"1/4"" BRASS DOT TUBE PUSH-IN 90 ELBOW","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,0,0
Inventory,3--PC1465-6,"3/8"" BRASS DOT TUBE PUSH-IN 90 ELBOW","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,0,0
Inventory,3--PC1465-8,"1/2"" BRASS DOT TUBE PUSH-IN 90 ELBOW","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,0,0
Inventory,3--PC1466-4A,"1/4"" BRASS DOT TUBE PUSH-IN X 1/8"" FEMALE NPT","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,0,0
Inventory,3--PC1466-4B,"1/4 BRASS DOT TUBE PUSH IN X 1/4 FEMALE NPT","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,0,0
Inventory,3--PC1466-6B,"3/8"" BRASS DOT TUBE PUSH-IN X 1/4"" FEMALE NPT","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,0,0
Inventory,3--PC1466-6C,"3/8"" BRASS DOT TUBE PUSH-IN X 3/8"" FEMALE NPT","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,0,0
Inventory,3--PC1466-8C,"1/2"" BRASS DOT TUBE PUSH-IN X 3/8"" FEMALE NPT","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,0,0
Inventory,3--PC1468-2.5A,"5/32"" BRASS DOT TUBE PUSH-IN X 1/8"" MALE NPT","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,0,0
Inventory,3--PC1468-2.5X1,"5/32"" BRASS DOT TUBE PUSH-IN X 1/16"" MALE NPT","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,0,0
Inventory,3--PC1468-3A,"3/16"" BRASS DOT TUBE PUSH-IN X 1/8"" MALE NPT","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,0,0
Inventory,3--PC1468-3B,"3/16"" BRASS DOT TUBE PUSH-IN X 1/4"" MALE NPT","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,3.00,0.00,0,0
Inventory,3--PC1468-4A,"1/4"" BRASS DOT TUBE PUSH-IN X 1/8"" MALE NPT","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,0,0
Inventory,3--PC1468-4B,"1/4"" BRASS DOT TUBE PUSH-IN X 1/4"" MALE NPT","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,0,0
Inventory,3--PC1468-4C,"1/4"" BRASS DOT TUBE PUSH-IN X 3/8"" MALE NPT","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,0,0
Inventory,3--PC1468-6A,"3/8"" BRASS DOT TUBE PUSH-IN X 1/8"" MALE NPT","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,0,0
Inventory,3--PC1468-6B,"3/8"" BRASS DOT TUBE PUSH-IN X 1/4"" MALE NPT","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"573 days",2.00,0.00,0,0
Inventory,3--PC1468-6C,"3/8"" BRASS DOT TUBE PUSH-IN X 3/8"" MALE NPT","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,3.00,0.00,0,0
Inventory,3--PC1468-6D,"3/8"" BRASS DOT TUBE PUSH-IN X 1/2"" MALE NPT","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,0,0
Inventory,3--PC1468-8C,"1/2"" BRASS DOT TUBE PUSH-IN X 3/8"" MALE NPT","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,0,0
Inventory,3--PC1468-8D,"1/2"" BRASS DOT TUBE PUSH-IN X 1/2"" MALE NPT","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,0,0
Inventory,3--PC1469S-12E,"3/4"" BRASS DOT TUBE PUSH-IN X","HD-Hose & Fittings",—,0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,0,0
Inventory,3--PC1469S-4A,"1/4"" BRASS DOT TUBE PUSH-IN X 1/8"" SWIVEL MALE NPT 90 ELBOW","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,0,0
Inventory,3--PC1469S-4B,"1/4"" BRASS DOT TUBE PUSH-IN X 1/4"" SWIVEL MALE NPT 90 ELBOW","HD-Hose & Fittings",—,0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,6.00,0.00,0,0
Inventory,3--PC1469S-4C,"1/4"" BRASS DOT TUBE PUSH-IN X 3/8"" SWIVEL MALE NPT 90 ELBOW","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,8.00,0.00,0,0
Inventory,3--PC1469S-6A,"3/8"" BRASS DOT TUBE PUSH-IN X 1/8"" SWIVEL MALE NPT 90 ELBOW","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,0,0
Inventory,3--PC1469S-6B,"3/8"" BRASS DOT TUBE PUSH-IN X 1/4"" SWIVEL MALE NPT 90 ELBOW","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,2.00,0.00,0,0
Inventory,3--PC1469S-6C,"3/8"" BRASS DOT TUBE PUSH-IN X 3/8"" SWIVEL MALE NPT 90 ELBOW","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,0,0
Inventory,3--PC1469S-6D,"3/8"" BRASS DOT TUBE PUSH-IN X 1/2"" SWIVEL MALE NPT 90 ELBOW","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,0,0
Inventory,3--PC1469S-8B,"1/2"" BRASS DOT TUBE PUSH-IN X 1/4"" SWIVEL MALE NPT 90 ELBOW","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,0,0
Inventory,3--PC1469S-8C,"1/2"" BRASS DOT TUBE PUSH-IN X 3/8"" SWIVEL MALE NPT 90 ELBOW","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,0,0
Inventory,3--PC1469S-8D,"1/2"" BRASS DOT TUBE PUSH-IN X 1/2"" SWIVEL MALE NPT 90 ELBOW","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"570 days",7.00,0.00,0,0
Inventory,3--PC1471S-4A,"1/4"" BRASS DOT TUBE PUSH-IN X 1/8"" SWIVEL MALE NPT RUN TEE","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,0,0
Inventory,3--PC1471S-4B,"1/4"" BRASS DOT TUBE PUSH-IN X 1/4"" SWIVEL MALE NPT RUN TEE","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,0,0
Inventory,3--PC1471S-6B,"3/8"" BRASS DOT TUBE PUSH-IN X 1/4"" SWIVEL MALE NPT RUN TEE","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,0,0
Inventory,3--PC1471S-6C,"3/8"" BRASS DOT TUBE PUSH-IN X 3/8"" SWIVEL MALE NPT RUN TEE","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,0,0
Inventory,3--PC1471S-8C,"1/2"" BRASS DOT TUBE PUSH-IN X 3/8"" SWIVEL MALE NPT RUN TEE","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,0,0
Inventory,3--PC1471S-8D,"1/2"" BRASS DOT TUBE PUSH-IN X 1/2"" SWIVEL MALE NPT RUN TEE","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,0,0
Inventory,3--PC1472S-4A,"1/4"" BRASS DOT TUBE PUSH-IN X 1/8"" SWIVEL MNPT BRANCH TEE","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,0,0
Inventory,3--PC1472S-4B,"1/4"" BRASS DOT TUBE PUSH-IN X 1/4"" SWIVEL MNPT BRANCH TEE","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,0,0
Inventory,3--PC1472S-6A,"3/8"" BRASS DOT TUBE PUSH-IN X 1/8"" SWIVEL MNPT BRANCH TEE","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,0,0
Inventory,3--PC1472S-6B,"3/8"" BRASS DOT TUBE PUSH-IN X 1/4"" SWIVEL MNPT BRANCH TEE","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,0,0
Inventory,3--PC1472S-6C,"3/8"" BRASS DOT TUBE PUSH-IN X 3/8"" SWIVEL MNPT BRANCH TEE","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,0,0
Inventory,3--PC1472S-8B,"1/2"" BRASS DOT TUBE PUSH-IN X 1/4"" SWIVEL MNPT BRANCH TEE","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,0,0
Inventory,3--PC1472S-8C,"1/2"" BRASS DOT TUBE PUSH-IN X 3/8"" SWIVEL MNPT BRANCH TEE","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,0,0
Inventory,3--PC1472S-8D,"1/2"" BRASS DOT TUBE PUSH-IN X 1/2"" SWIVEL MNPT BRANCH TEE","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,0,0
Inventory,3--PC1474S-4A,"1/4"" BRASS DOT TUBE PUSH-IN X 1/8"" SWIVEL MALE NPT 45 ELBOW","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,0,0
Inventory,3--PC1474S-4B,"1/4"" BRASS DOT TUBE PUSH-IN X 1/4"" SWIVEL MALE NPT 45 ELBOW","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,0,0
Inventory,3--PC1474S-4C,"1/4"" BRASS DOT TUBE PUSH-IN X 3/8"" SWIVEL MALE NPT 45 ELBOW","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,0,0
Inventory,3--PC1474S-6B,"3/8"" BRASS DOT TUBE PUSH-IN X 1/4"" SWIVEL MALE NPT 45 ELBOW","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,0,0
Inventory,3--PC1474S-6C,"3/8"" BRASS DOT TUBE PUSH-IN X 3/8"" SWIVEL MALE NPT 45 ELBOW","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,0,0
Inventory,3--PC1474S-8B,"1/2"" BRASS DOT TUBE PUSH-IN X 1/4"" SWIVEL MALE NPT 45 ELBOW","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,0,0
Inventory,3--PC1474S-8C,"1/2"" BRASS DOT TUBE PUSH-IN X 3/8"" SWIVEL MALE NPT 45 ELBOW","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,0,0
Inventory,3--PC1474S-8D,"1/2"" BRASS DOT TUBE PUSH-IN X 1/2"" SWIVEL MALE NPT 45 ELBOW","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,0,0
Inventory,3--PIC131-11,"MINI FUSE HOLDER 16GA","HD-Lighting & Electrical",—,0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,0
Inventory,3--PIC3791-11,"15A CIRCUIT BREAKER","HD-Lighting & Electrical","Baplains Solutions",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,2.00,0.00,0,0
Inventory,3--PIC3792-11,"20A CIRCUIT BREAKER","HD-Lighting & Electrical",—,0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,2.00,0.00,0,0
Inventory,3--PIC3794-11,"30A CIRCUIT BREAKER","HD-Lighting & Electrical","Baplains Solutions",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,2.00,0.00,0,0
Inventory,3--PIC5426-BP,"WEDGE BASE SOCKET","HD-Lighting & Electrical",—,0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,2.00,0.00,0,0
Inventory,3--PIC5460-BP,"9004/9007 SOCKET KIT","HD-Lighting & Electrical",—,0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,2.00,0.00,0,0
Inventory,3--WD40,"WD-40 PENETRATING FLUID",HD-Fluids,"Cuview Management",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,6.00,0.00,0,0
Inventory,"3/4""-SCH40","3/4"" Schedule 40 Pipe, Steel","HD-Fabrication & Building","Faburg Concrete",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"255 days",2.50,0.00,—,—
Inventory,3/4SRB,"3/4"" Solid Round Bar","HD-Fabrication & Building","Faburg Concrete",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"311 days",7.00,0.00,0,0
Inventory,300-344,"KING PIN SET","HD-Steering & Suspension","Wuboro Farms",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,0
Inventory,300-4009,"TRAILER HUBCAP (180.10619)","HD-Trailer Comp",—,0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"217 days",3.00,0.00,2,6
Inventory,3004258,"Expansion Plug, ISL, .825 dia.","HD-Engine Comp","Xistone Consulting",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,1
Inventory,3005459,"Oil Cooler Press In Place Seal, CAT C13","HD-Engine Comp",—,0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,0
Inventory,3009,"Hub Cap Gasket, 6 Bolt, 5.5"" Bolt Pattern","HD-Wheel Comp","Xistone Consulting",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"66 days",10.00,0.00,6,12
Inventory,300A,BREAKER,"HD-Lighting & Electrical",—,0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"340 days",1.00,0.00,0,1
Inventory,3022148,"Flywheel Housing Bolt, M11/ISM","HD-Engine Comp",—,0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,16.00,0.00,0,1
Inventory,30275Y,"High Profile, 8-Diode LED, 2"" Round, Marker Clearance Light, Amber","HD-Lighting & Electrical",—,0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"523 days",1.00,0.00,0,1
Inventory,3033247,"O-Ring, Intake Connection","HD-Engine Comp","Keman Electrical",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"142 days",3.00,0.00,1,2
Inventory,3046201,"SEAL O RING","HD-Engine Comp",—,0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"72 days",4.00,0.00,0,0
Inventory,30500Z6L043,"COIL ASSY",Uncategorized,—,0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,0
Inventory,3050A,"Signal-Stat, 2"" Round,LED, Amber, 6-Diode, Marker Clearance Light, 1"" Height","HD-Lighting & Electrical","Zoburg Maintenance",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"208 days",5.00,0.00,2,6
Inventory,3067979,"V-Band Clamp, Intake Connection","HD-Engine Comp","Keman Electrical",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"173 days",1.00,0.00,1,2
Inventory,3068-12-150,"M12 Banjo Bolt","HD-Hose & Fittings","Aiboro Rentals",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,1
Inventory,3069053,"V-BAND CLAMP",HD-Exhaust,"Enson Forestry",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,0
Inventory,307-2935,"ONAN GENERATOR SHUT OFF SOLENOID ASSEMBLY","HD-Equipment & Hydraulics",—,0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,0
Inventory,30701,"Open Back, Gray Rubber, Grommet for 30 Series and 2"" Round Lights","HD-Lighting & Electrical",—,0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,2.00,0.00,0,1
Inventory,3080708,"Piston Cooling Nozzle ","HD-Engine Comp","Xistone Consulting",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,6.00,0.00,0,1
Inventory,3081534,"VOLVO SIGNAL SWITCH","HD-ABS Comp",—,0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,1
Inventory,3084879,"SEAL THERMOSTAT CUMMINS ISX 15.0L","HD-Cooling & HVAC",—,0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,1
Inventory,30873,"RIGHT STUFF 80ML",HD-Fluids,"Yahall Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"74 days",2.00,0.00,2,4
Inventory,309-216,"KING PIN BUSHING","HD-Steering & Suspension","Ruridge Mining",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,0
Inventory,3090885,"A/C COMPRESSOR LINE SEALS","HD-Cooling & HVAC","Boharbor Partners",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,0
Inventory,30T38111-PTO,"POLE BALL STYLE PTO PRESSURE SWITCH","HD-Transmission & Clutch",—,0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,3.00,0.00,1,3
Inventory,30T60228,"PTO SENSOR/SWITCH","HD-Equipment & Hydraulics",—,0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"262 days",1.00,0.00,1,1
Inventory,31-05-0153-1US,"U-JOINT, GREASEABLE (1310 WITH ZERK [1.063 X 3.219])","HD-Drive Train",—,0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,1
Inventory,31019,"SWAY BAR LINK BUSHING","AUTO-Steering & Suspension","Baplains Solutions",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,0
Inventory,3102802,"Compressor Outlet O-Ring","HD-Engine Comp","Keman Electrical",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,2.00,0.00,1,2
Inventory,3103015,"Coolant Line Grommet Seal","HD-Engine Comp","Enson Forestry",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"58 days",4.00,0.00,4,6
Inventory,3104230,"EGR Cooler Inlet Gasket","HD-Engine Comp",—,0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"104 days",4.00,0.00,0,0
Inventory,3104392,"Valve Cover Gasket, ISX15","HD-Engine Comp","Enson Forestry",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"75 days",1.00,0.00,1,1
Inventory,3104485,"EGR HOTPIPE CLAMP","HD-Engine Comp",—,0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,1
Inventory,3106,"AXLE GASKET/GASKET","HD-Wheel Comp","Xistone Consulting",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"68 days",5.00,0.00,5,15
Inventory,3107,"AXLE GASKET/GASKET","HD-Wheel Comp",—,0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"125 days",6.00,0.00,5,15
Inventory,3111,"GASKET DRIVE AXLE ","HD-Wheel Comp",—,0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"55 days",4.00,0.00,5,15
Inventory,3118,"AXEL SHAFT FLANGE GASKET","HD-Shop Supply",—,0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"558 days",14.00,0.00,5,20
Inventory,31432,"MV ATF, Full Synthetic, 1L",HD-Fluids,"Huriver Management",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,3.00,0.00,0,0
Inventory,31872,"GASKET MAKER GEAR OIL RTV 80ML",HD-Fluids,"Cuview Management",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"403 days",4.00,0.00,1,3
Inventory,320031772,"TDTO 30W 3.78L",HD-Fluids,"Figrove Apparel",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.50,0.00,0,0
Inventory,320271102,"SAMPLE KIT",HD-Fluids,—,0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,10.00,0.00,0,0
Inventory,3223155,"Oil Filter (322-3155)",HD-Filters,"Figrove Apparel",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,0
Inventory,327-297,"PIN ","HD-Steering & Suspension","Wuboro Farms",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,5.00,0.00,2,6
Inventory,327-434,PIN,"HD-Steering & Suspension","Wuboro Farms",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,2.00,0.00,2,6
Inventory,327-437,"PIN (43146)","HD-Steering & Suspension","Wuboro Farms",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,2.00,0.00,2,4
Inventory,327-443,"PIN ","HD-Steering & Suspension","Wuboro Farms",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,6.00,0.00,2,6
Inventory,327-480,PIN,"HD-Steering & Suspension","Wuboro Farms",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,6.00,0.00,0,0
Inventory,327-483,"Spring Pin, Freightliner/Paccar","HD-Steering & Suspension","Wuboro Farms",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"305 days",6.00,0.00,0,1
Inventory,327-490,"PIN ","HD-Steering & Suspension","Wuboro Farms",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,5.00,0.00,2,6
Inventory,327-507,PIN,"HD-Steering & Suspension","Wuboro Farms",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,6.00,0.00,2,6
Inventory,327-508,"PIN ","HD-Steering & Suspension","Wuboro Farms",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,6.00,0.00,2,6
Inventory,327-516,"PIN ","HD-Steering & Suspension","Wuboro Farms",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,12.00,0.00,6,12
Inventory,327-533,"Spring Pin Volvo","HD-Steering & Suspension","Wuboro Farms",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"522 days",4.00,0.00,1,2
Inventory,327-537,"PIN ","HD-Steering & Suspension","Wuboro Farms",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,6.00,0.00,2,6
Inventory,327-539,"PIN FRONT ","HD-Steering & Suspension","Wuboro Farms",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,6.00,0.00,2,6
Inventory,327-540,PIN,"HD-Steering & Suspension",—,0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,6.00,0.00,2,6
Inventory,3276618,"AIR FILTER ASSY (327-6618, AF56003, WP10204)",HD-Filters,—,0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,0
Inventory,330-3024,"Hub Cap Gasket","HD-Heavy Duty Brake Comp",—,0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"119 days",9.00,0.00,5,15
Inventory,330-3040,"HUB CAP GASKET 4 HOLE","HD-Wheel Comp",—,0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"328 days",8.00,0.00,2,5
Inventory,330-3077,"O-Ring, Stemco Trailer Hubcap (340-4975)","HD-Trailer Comp",—,0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,2,4
Inventory,33001-3004,"MX150 Female Terminal (Allison 80 Pin Connector)","HD-Lighting & Electrical","Bavale Beverages",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,25.00,0.00,0,1
Inventory,33002,"Inline Fuel Filter, Plastic, 5/16"" In/Out ",HD-Filters,—,0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,0
Inventory,3301834,"PACKING SET SEAL KIT","HD-Equipment & Hydraulics","Iuboro Transport",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,0
Inventory,3328379,"Cap Screw, Hex Flange Head","HD-Engine Comp","Xistone Consulting",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,2.00,0.00,0,0
