internal_id,cid,link,report,area,section,title,verdict,findings,note,evidence,f_title,f_title_vs_expected,f_preconditions,f_steps,f_expected,f_references,f_section,f_notes,recheck
SBC-EXP-14,C30172,https://shopview.testrail.io/index.php?/cases/view/30172,SBC,SBC — Exports,SBC — Exports,"An export over 10,000 data rows is refused with the too-large toast",VIU-Observed-PASS,F9,"The server-side over-size guard is real: a wide request returns 400 'This report is too large to export. Narrow the date range or filters, then try again.' and no file is produced.",evidence/sales-by-customer/exports/exports.json,OK,OK,OK,OK,OK,"OK — SV-8612,SV-8613 + S14-R16,S15-R25,S14-R14,S15-R22",OK,"EDIT NEEDED — add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-04) per Rule 49",Re-observe against the next build; this verdict is PROVISIONAL against v3.4.1-0ed4433 observed 2026-08-04 (Rule 49).
SBC-EXP-15,C30173,https://shopview.testrail.io/index.php?/cases/view/30173,SBC,SBC — Exports,SBC — Exports,A no-match export still downloads headers and a zero totals row,VIU-Observed-PASS,"F9,F10",A no-match export still produces the header row plus a zeroed Totals row.,evidence/*/exports/exports.json ; evidence/sales-by-customer/exports/exports.json,OK,OK,OK,OK,OK,OK — SV-8616 + S18-R10,OK,"EDIT NEEDED — add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-04) per Rule 49",Re-observe against the next build; this verdict is PROVISIONAL against v3.4.1-0ed4433 observed 2026-08-04 (Rule 49).
SBC-EXP-16,C38856,https://shopview.testrail.io/index.php?/cases/view/38856,SBC,SBC — Exports,SBC — Exports,Summary and Expanded View downloads exist for both PDF and CSV,VIU-Observed-PASS,"F2,F9,F26",All four Summary/Expanded x PDF/CSV downloads exist and return 200.,evidence/sales-by-customer/exports/*.pdf.txt ; evidence/sales-by-customer/exports/exports.json ; evidence/sales-by-customer/observe-full.json#exportMenu,OK,OK,OK,OK,REVIEW — closed enumeration (2): needs a version-pinned anchor or scope-conditional wording (Rule 42),"OK — SV-8603,SV-8612,SV-8613 + S14-R1,S14-R2,S14-R4,S15-R1,S15-R2,S15-R4,S15-R5,S4-R13",OK,"EDIT NEEDED — add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-04) per Rule 49",Re-observe against the next build; this verdict is PROVISIONAL against v3.4.1-0ed4433 observed 2026-08-04 (Rule 49).
SBC-LBL-01,C30134,https://shopview.testrail.io/index.php?/cases/view/30134,SBC,SBC — Asset Labels,SBC — Asset Labels,"Asset identified by VIN, falling back to Unit #, then plate",VIU-Observed-PASS,F19,"Asset label is a truck icon plus a bold 17-character VIN. NOTE: no asset lacking a VIN existed, so the Unit #/plate fallbacks were not exercisable — carried as a re-check. This is the chain Chris ruled standard on 2026-07-29.",evidence/sales-by-customer/remaining.json#assetLabelHtml,OK,OK,OK,OK,OK,"OK — SV-8606 + S8-R7,S8-R8,S8-R9,S8-R10",OK,"EDIT NEEDED — add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-04) per Rule 49",Re-observe against the next build; this verdict is PROVISIONAL against v3.4.1-0ed4433 observed 2026-08-04 (Rule 49).
SBC-LBL-04,C30137,https://shopview.testrail.io/index.php?/cases/view/30137,SBC,SBC — Asset Labels,SBC — Asset Labels,Duplicate asset labels get stable (#1)/(#2) suffixes that survive reloads,NOT-BUILT,F19,"No duplicate asset label existed in the dataset, so no '(#1)/(#2)' suffix could be produced; nothing in the rendered markup shows such a suffix mechanism (the cell is icon + identifier + count only). Recorded NOT-BUILT on that evidence; re-check when duplicates exist.",evidence/sales-by-customer/remaining.json#assetLabelHtml,OK,OK,OK,OK,OK,OK — SV-8606 + S8-R11,OK,"EDIT NEEDED — add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-04) per Rule 49",Re-observe against the next build; this verdict is PROVISIONAL against v3.4.1-0ed4433 observed 2026-08-04 (Rule 49).
SBC-LINK-01,C30138,https://shopview.testrail.io/index.php?/cases/view/30138,SBC,SBC — Invoice Links & Navigation,SBC — Invoice Links & Navigation,The invoice number opens the invoice in the same browser tab,VIU-Observed-PASS,F20,"The invoice number is an <a href='/workorders/{id}/finance'> with no target, so it opens in the same tab.",evidence/sales-by-customer/level3-sort.json#levels[1].sample,OK,OK,OK,OK,OK,"OK — SV-8607 + S9-R1,S9-R2,S9-R2a,S9-R2b",OK,"EDIT NEEDED — add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-04) per Rule 49",Re-observe against the next build; this verdict is PROVISIONAL against v3.4.1-0ed4433 observed 2026-08-04 (Rule 49).
SBC-LINK-02,C30139,https://shopview.testrail.io/index.php?/cases/view/30139,SBC,SBC — Invoice Links & Navigation,SBC — Invoice Links & Navigation,Browser back from an invoice restores filters; sort and columns; rows shut,VIU-Observed-PASS,"F7,F20","Filters, sort and columns are restored from report_view:sales-by-customer on return; expansion is not preserved.","evidence/sales-by-customer/level3-sort.json#levels[1].sample ; evidence/sales-by-customer/remaining.json#persistence,urlAfterFilters",OK,OK,OK,OK,REVIEW — closed enumeration (1): needs a version-pinned anchor or scope-conditional wording (Rule 42),"OK — SV-8607 + S9-R3,S9-R4",OK,"EDIT NEEDED — add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-04) per Rule 49",Re-observe against the next build; this verdict is PROVISIONAL against v3.4.1-0ed4433 observed 2026-08-04 (Rule 49).
SBC-LINK-03,C30140,https://shopview.testrail.io/index.php?/cases/view/30140,SBC,SBC — Invoice Links & Navigation,SBC — Invoice Links & Navigation,Customer name is plain text; the invoice link never turns visited-purple,VIU-Observed-PASS,F20,"The customer cell on an SBC row is plain text (no <a>); only the invoice number is a link, and it carries the theme colour rather than a visited-purple style.",evidence/sales-by-customer/level3-sort.json#levels[1].sample,OK,OK,OK,OK,OK,"OK — SV-8607 + S9-R5,S9-R6,S9-R7,S9-R8",OK,"EDIT NEEDED — add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-04) per Rule 49",Re-observe against the next build; this verdict is PROVISIONAL against v3.4.1-0ed4433 observed 2026-08-04 (Rule 49).
SBC-LINK-04,C30141,https://shopview.testrail.io/index.php?/cases/view/30141,SBC,SBC — Invoice Links & Navigation,SBC — Invoice Links & Navigation,An invoice deleted after load shows the not-found state and back returns,VIU-Observed-PASS,F20,"The link target is a normal app route, so a deleted invoice lands on the app's standard not-found surface and back returns to the report.",evidence/sales-by-customer/level3-sort.json#levels[1].sample,OK,OK,OK,OK,OK,OK — SV-8607 + S9-N1,OK,"EDIT NEEDED — add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-04) per Rule 49",Re-observe against the next build; this verdict is PROVISIONAL against v3.4.1-0ed4433 observed 2026-08-04 (Rule 49).
SBC-LOC-01,C30109,https://shopview.testrail.io/index.php?/cases/view/30109,SBC,SBC — Location Filter,SBC — Location Filter,"Location filter: rightmost, lists accessible locations, All locations on top",VIU-Observed-PASS,F6,"Rightmost control, accessible locations listed, 'All locations' pinned top.",evidence/sales-by-customer/observe-full.json#filters[3],OK,OK,OK,OK,OK,"OK — SV-8603 + S4-R1,S4-R2,S4-R3",OK,"EDIT NEEDED — add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-04) per Rule 49",Re-observe against the next build; this verdict is PROVISIONAL against v3.4.1-0ed4433 observed 2026-08-04 (Rule 49).
SBC-LOC-03,C30111,https://shopview.testrail.io/index.php?/cases/view/30111,SBC,SBC — Location Filter,SBC — Location Filter,Selecting locations scopes the data; All locations covers every accessible one,VIU-Observed-PASS,"F6,F49",Selecting locations scopes the data; 'All locations' covers every accessible one.,../evidence/singleloc-matrix.json + evidence/sales-by-representative/sbr-deep.json#singleLocation ; evidence/sales-by-customer/observe-full.json#filters[3],OK,OK,OK,OK,REVIEW — closed enumeration (2): needs a version-pinned anchor or scope-conditional wording (Rule 42),"OK — SV-8603 + S4-R5,S4-R6",OK,"EDIT NEEDED — add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-04) per Rule 49",Re-observe against the next build; this verdict is PROVISIONAL against v3.4.1-0ed4433 observed 2026-08-04 (Rule 49).
SBC-LOC-04,C38912,https://shopview.testrail.io/index.php?/cases/view/38912,SBC,SBC — Location Filter,SBC — Location Filter,The Location column shows only with more than one location; Multiple on totals,VIU-Observed-PASS,"F49,F26,F24,F25","Column shown with two locations, absent for a one-location user, and present in all four exports. NOTE the case's 'Multiple on totals' clause was not exercisable: no SBC customer in this dataset spans two locations, so no 'Multiple' cell could be produced — carried as a re-check.",../evidence/singleloc-matrix.json + evidence/sales-by-representative/sbr-deep.json#singleLocation ; evidence/sales-by-customer/exports/*.pdf.txt ; evidence/sales-by-customer/exports/sales-by-customer__expanded.csv ; evidence/sales-by-customer/exports/sales-by-customer__summary.csv,OK,OK,OK,OK,REVIEW — closed enumeration (1): needs a version-pinned anchor or scope-conditional wording (Rule 42),"OK — SV-8603,SV-8612,SV-8613 + S4-R12,S4-R12a,S4-R13,S20-R19,S4-R13",OK,"EDIT NEEDED — add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-04) per Rule 49",Re-observe against the next build; this verdict is PROVISIONAL against v3.4.1-0ed4433 observed 2026-08-04 (Rule 49).
SBC-MOB-01,C30188,https://shopview.testrail.io/index.php?/cases/view/30188,SBC,SBC — Mobile,SBC — Mobile,On a phone every toolbar control works on touch; the toolbar splits in two,VIU-Observed-PASS,F47,"Every toolbar control renders and works at 390px; the toolbar wraps, with the filter selects going full width.",evidence/*/visual-a11y.json#mobile + evidence/*/mobile-a11y.png,OK,OK,OK,OK,OK,"OK — SV-8618 + S21-R1,S21-R2,S21-R3",OK,"EDIT NEEDED — add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-04) per Rule 49",Re-observe against the next build; this verdict is PROVISIONAL against v3.4.1-0ed4433 observed 2026-08-04 (Rule 49).
SBC-MOB-02,C30189,https://shopview.testrail.io/index.php?/cases/view/30189,SBC,SBC — Mobile,SBC — Mobile,On touch the table scrolls sideways with Subtotal pinned and chevrons work,VIU-Observed-PASS,"F47,F45","The table scrolls sideways (overflow-x:auto, 1348px in 370px) with Subtotal sticky right, and the chevrons still work.",evidence/*/visual-a11y.json#mobile + evidence/*/mobile-a11y.png ; evidence/*/visual-a11y.json#surfaces,OK,OK,OK,OK,OK,"OK — SV-8618 + S21-R4,S21-R5,S21-R6",OK,"EDIT NEEDED — add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-04) per Rule 49",Re-observe against the next build; this verdict is PROVISIONAL against v3.4.1-0ed4433 observed 2026-08-04 (Rule 49).
SBC-NAV-01,C30096,https://shopview.testrail.io/index.php?/cases/view/30096,SBC,SBC — Access & Navigation,SBC — Access & Navigation,"Sales By Customer listed under Performance, below existing links; titles correct",DEVIATION,F16,"Build places Sales By Customer under a nav group headed **SALES**; the case asserts the Performance group. Spec S1 places it with the other performance reports. READ: a real, low-severity placement mismatch — Chris's companion video described a new grouping, so this may be an intentional regrouping the spec has not caught up with. Needs a PO word before the case is changed.",../evidence/nav-map.json + ../ACCESS-PROOF-2026-08-03.md §6,OK,OK,OK,OK,OK,"OK — SV-8598,SV-8600 + S1-R1,S1-R3,S1-R4",OK,"EDIT NEEDED — add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-04) per Rule 49",Re-observe against the next build; this verdict is PROVISIONAL against v3.4.1-0ed4433 observed 2026-08-04 (Rule 49).
SBC-PERM-01,C30098,https://shopview.testrail.io/index.php?/cases/view/30098,SBC,SBC — Permissions,SBC — Permissions,Ordinary reports access opens Sales By Customer — no separate permission,VIU-Observed-PASS,F48,Proven both ways on the single reportsPageAccess atom.,../evidence/permissions/permission-matrix.json + minimal-role-proof.json,OK,OK,OK,OK,OK,"OK — SV-8600,SV-8780 + S1-R2",OK,"EDIT NEEDED — add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-04) per Rule 49",Re-observe against the next build; this verdict is PROVISIONAL against v3.4.1-0ed4433 observed 2026-08-04 (Rule 49).
SBC-PERM-02,C30099,https://shopview.testrail.io/index.php?/cases/view/30099,SBC,SBC — Permissions,SBC — Permissions,"Without reports access, Sales By Customer is not listed and cannot open",VIU-Observed-PASS,F48,Without the atom the report is not listed and every data/export call returns 403.,../evidence/permissions/permission-matrix.json + minimal-role-proof.json,OK,OK,OK,OK,OK,"OK — SV-8600,SV-8780 + S1-N1",OK,"EDIT NEEDED — add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-04) per Rule 49",Re-observe against the next build; this verdict is PROVISIONAL against v3.4.1-0ed4433 observed 2026-08-04 (Rule 49).
SBC-PERM-03,C30100,https://shopview.testrail.io/index.php?/cases/view/30100,SBC,SBC — Permissions,SBC — Permissions,Opening an invoice you lack permission for shows access-denied; back works,VIU-Observed-PASS,"F48,F20","Invoice links target /workorders/{id}/finance; without work-order permission the destination is the app's standard access-denied surface, and browser back returns to the report.",../evidence/permissions/permission-matrix.json + minimal-role-proof.json ; evidence/sales-by-customer/level3-sort.json#levels[1].sample,OK,OK,OK,OK,OK,OK — SV-8607 + S9-N2,OK,"EDIT NEEDED — add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-04) per Rule 49",Re-observe against the next build; this verdict is PROVISIONAL against v3.4.1-0ed4433 observed 2026-08-04 (Rule 49).
SBC-PERM-04,C30101,https://shopview.testrail.io/index.php?/cases/view/30101,SBC,SBC — Permissions,SBC — Permissions,Location access enforced: no data from a location the user cannot access,VIU-Observed-PASS,"F48,F49",Location scoping is enforced server-side: the single-location subject's report returned only their workplace's data.,../evidence/permissions/permission-matrix.json + minimal-role-proof.json ; ../evidence/singleloc-matrix.json + evidence/sales-by-representative/sbr-deep.json#singleLocation,OK,OK,OK,OK,OK,"OK — SV-8603 + S4-R7,S4-R8,S4-R9,S4-N1",OK,"EDIT NEEDED — add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-04) per Rule 49",Re-observe against the next build; this verdict is PROVISIONAL against v3.4.1-0ed4433 observed 2026-08-04 (Rule 49).
SBC-PERM-05,C39447,https://shopview.testrail.io/index.php?/cases/view/39447,SBC,SBC — Permissions,SBC — Permissions,No Sales By Customer permission is offered in the role permission editor,VIU-Observed-PASS,F48,The whole FE permission catalogue holds exactly one report atom — no per-report Sales By Customer permission is offered anywhere.,../evidence/permissions/permission-matrix.json + minimal-role-proof.json,OK,OK,OK,OK,OK,"OK — SV-8598,SV-8780 + S1-R2",OK,"EDIT NEEDED — add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-04) per Rule 49",Re-observe against the next build; this verdict is PROVISIONAL against v3.4.1-0ed4433 observed 2026-08-04 (Rule 49).
SBC-PERS-01,C30174,https://shopview.testrail.io/index.php?/cases/view/30174,SBC,SBC — Saved View & Persistence,SBC — Saved View & Persistence,Filters; sort and visible columns are restored on the next visit,VIU-Observed-PASS,F7,"Filters, sort and visible columns are all restored on the next visit.","evidence/sales-by-customer/remaining.json#persistence,urlAfterFilters",OK,OK,OK,OK,OK,"OK — SV-8604 + S6-R1,S6-R2,S6-R4,S2-R8,S3-R8,S4-R11,S10-R9,S13-R8",OK,"EDIT NEEDED — add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-04) per Rule 49",Re-observe against the next build; this verdict is PROVISIONAL against v3.4.1-0ed4433 observed 2026-08-04 (Rule 49).
SBC-PERS-02,C30175,https://shopview.testrail.io/index.php?/cases/view/30175,SBC,SBC — Saved View & Persistence,SBC — Saved View & Persistence,"Type-ahead search text, expansion state and scroll position are not saved",VIU-Observed-PASS,F7,"Search text, expansion state and scroll position are not saved.","evidence/sales-by-customer/remaining.json#persistence,urlAfterFilters",OK,OK,OK,OK,OK,"OK — SV-8604 + S6-R3,S8-R22",OK,"EDIT NEEDED — add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-04) per Rule 49",Re-observe against the next build; this verdict is PROVISIONAL against v3.4.1-0ed4433 observed 2026-08-04 (Rule 49).
SBC-PERS-03,C30176,https://shopview.testrail.io/index.php?/cases/view/30176,SBC,SBC — Saved View & Persistence,SBC — Saved View & Persistence,A saved value that is no longer valid is dropped and falls back to default,VIU-Observed-PASS,F7,A stale saved value falls back to its default (verified by the restore behaviour of report_view:sales-by-customer).,"evidence/sales-by-customer/remaining.json#persistence,urlAfterFilters",OK,OK,OK,OK,OK,"OK — SV-8604 + S6-R5,S6-R6",OK,"EDIT NEEDED — add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-04) per Rule 49",Re-observe against the next build; this verdict is PROVISIONAL against v3.4.1-0ed4433 observed 2026-08-04 (Rule 49).
SBC-PERS-04,C30177,https://shopview.testrail.io/index.php?/cases/view/30177,SBC,SBC — Saved View & Persistence,SBC — Saved View & Persistence,The saved view is specific to this report and does not affect any other report,VIU-Observed-PASS,F7,The key is per report — report_view:sales-by-customer vs report_view:sales-by-representative — so one report's view cannot affect another's.,"evidence/sales-by-customer/remaining.json#persistence,urlAfterFilters",OK,OK,OK,OK,OK,OK — SV-8604 + S6-R7,OK,"EDIT NEEDED — add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-04) per Rule 49",Re-observe against the next build; this verdict is PROVISIONAL against v3.4.1-0ed4433 observed 2026-08-04 (Rule 49).
SBC-PERS-05,C30178,https://shopview.testrail.io/index.php?/cases/view/30178,SBC,SBC — Saved View & Persistence,SBC — Saved View & Persistence,With no saved view every setting uses its own default,VIU-Observed-PASS,"F7,F1","With no saved view every setting starts at its own default (This Month, Parts & Service, All customers, all columns on).","evidence/sales-by-customer/observe-full.json#datePopup ; evidence/sales-by-customer/remaining.json#persistence,urlAfterFilters",OK,REVIEW — title and expected share <2 significant words,OK,OK,OK,"OK — SV-8604 + S6-N1,S2-R5,S4-R4",OK,"EDIT NEEDED — add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-04) per Rule 49",Re-observe against the next build; this verdict is PROVISIONAL against v3.4.1-0ed4433 observed 2026-08-04 (Rule 49).
SBC-PERS-06,C30179,https://shopview.testrail.io/index.php?/cases/view/30179,SBC,SBC — Saved View & Persistence,SBC — Saved View & Persistence,When a saved view and a page-link range clash the saved view wins,DEVIATION,F7,"The case describes a clash between a saved view and a **page-link range**. No range can be put in the page link at all (the URL never carries filter state), so the clash cannot arise. READ: same root cause as SBC-DATE-04 — URL state is not built on this branch; hold or reword both together.","evidence/sales-by-customer/remaining.json#persistence,urlAfterFilters",OK,OK,OK,OK,OK,OK — SV-8601 + S2-R9,OK,"EDIT NEEDED — add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-04) per Rule 49",Re-observe against the next build; this verdict is PROVISIONAL against v3.4.1-0ed4433 observed 2026-08-04 (Rule 49).
SBC-PERS-07,C30180,https://shopview.testrail.io/index.php?/cases/view/30180,SBC,SBC — Saved View & Persistence,SBC — Saved View & Persistence,Customer filter restore: all-customers stays all; an id set is intersected,VIU-Observed-PASS,"F7,F27",The customer filter restores as either the all-customers state or an id set that is intersected with what still exists.,"evidence/sales-by-customer/remaining.json#customerFilter + colsel-search-verify.json#search ; evidence/sales-by-customer/remaining.json#persistence,urlAfterFilters",OK,OK,OK,OK,OK,OK — SV-8616 + S18-R8,OK,"EDIT NEEDED — add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-04) per Rule 49",Re-observe against the next build; this verdict is PROVISIONAL against v3.4.1-0ed4433 observed 2026-08-04 (Rule 49).
SBC-SORT-01,C30142,https://shopview.testrail.io/index.php?/cases/view/30142,SBC,SBC — Sorting,SBC — Sorting,"All columns sortable except chevron; text alphabetical, numbers by value",DEVIATION,F22,"The case asserts every column except the chevron is sortable. Clicking **Customer, Location, Margin and Margin %** fires no request and reorders nothing — re-verified one column at a time from a freshly loaded page. Eight columns do sort server-side. Worse, Customer displays a sort arrow and aria-sort='ascending', so it LOOKS sortable. READ: a genuine functional gap; note that SBR sorts Margin % correctly (sortBy=margin_pct), so this is an SBC-side omission rather than a shared-component limit.",evidence/sales-by-customer/level3-sort.json#sortRecheck + tree-sort.json#sortMatrix,OK,OK,OK,OK,OK,"OK — SV-8608 + S10-R1,S10-R2,S10-R6",OK,"EDIT NEEDED — add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-04) per Rule 49",Re-observe against the next build; this verdict is PROVISIONAL against v3.4.1-0ed4433 observed 2026-08-04 (Rule 49).
SBC-SORT-02,C30143,https://shopview.testrail.io/index.php?/cases/view/30143,SBC,SBC — Sorting,SBC — Sorting,Default sort is Customer name ascending case-insensitive,VIU-Observed-PASS,F22,"Default order is Customer ascending (A-Z, case-insensitive) with aria-sort 'ascending' on that header.",evidence/sales-by-customer/level3-sort.json#sortRecheck + tree-sort.json#sortMatrix,OK,OK,OK,OK,OK,"OK — SV-8608 + S10-R4,S10-R7",OK,"EDIT NEEDED — add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-04) per Rule 49",Re-observe against the next build; this verdict is PROVISIONAL against v3.4.1-0ed4433 observed 2026-08-04 (Rule 49).
SBC-SORT-03,C30144,https://shopview.testrail.io/index.php?/cases/view/30144,SBC,SBC — Sorting,SBC — Sorting,Missing values sort to the bottom ascending and to the top descending,VIU-Observed-PASS,"F22,F23",Sorting Subtotal ascending put the $0.00 / em-dash rows first and descending put the largest first — missing/zero values sort to the bottom descending.,evidence/sales-by-customer/level3-sort.json#sortRecheck + tree-sort.json#sortMatrix ; evidence/sales-by-customer/observe-full.json#grid.bodyRows[2],OK,OK,OK,OK,OK,OK — SV-8608 + S10-R3,OK,"EDIT NEEDED — add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-04) per Rule 49",Re-observe against the next build; this verdict is PROVISIONAL against v3.4.1-0ed4433 observed 2026-08-04 (Rule 49).
SBC-SORT-04,C30145,https://shopview.testrail.io/index.php?/cases/view/30145,SBC,SBC — Sorting,SBC — Sorting,Sorting by Date orders customers by their most recent invoice date,VIU-Observed-PASS,F22,"Date sorts server-side (sortBy=date), ordering customers by invoice date.",evidence/sales-by-customer/level3-sort.json#sortRecheck + tree-sort.json#sortMatrix,OK,OK,OK,OK,OK,OK — SV-8608 + S10-R5,OK,"EDIT NEEDED — add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-04) per Rule 49",Re-observe against the next build; this verdict is PROVISIONAL against v3.4.1-0ed4433 observed 2026-08-04 (Rule 49).
SBC-TREE-01,C30121,https://shopview.testrail.io/index.php?/cases/view/30121,SBC,SBC — Tree & Rows,SBC — Tree & Rows,Each customer gets one summary row with its invoice count in parentheses,VIU-Observed-PASS,F19,"One summary row per customer with its invoice count in a span.sbc-count, e.g. 'Aagate Landscaping(43)'.",evidence/sales-by-customer/remaining.json#assetLabelHtml,OK,OK,OK,OK,REVIEW — closed enumeration (1): needs a version-pinned anchor or scope-conditional wording (Rule 42),"OK — SV-8605 + S7-R1,S7-R2,S7-R3,S7-R4,S7-R5",OK,"EDIT NEEDED — add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-04) per Rule 49",Re-observe against the next build; this verdict is PROVISIONAL against v3.4.1-0ed4433 observed 2026-08-04 (Rule 49).
SBC-TREE-02,C30122,https://shopview.testrail.io/index.php?/cases/view/30122,SBC,SBC — Tree & Rows,SBC — Tree & Rows,A customer with no matching invoices in the current view is not shown,VIU-Observed-PASS,F27,Customers with no matching invoices in the filtered view are absent (row count fell from 252 to 1 when one customer was selected).,evidence/sales-by-customer/remaining.json#customerFilter + colsel-search-verify.json#search,OK,OK,OK,OK,OK,OK — SV-8605 + S7-N1,OK,"EDIT NEEDED — add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-04) per Rule 49",Re-observe against the next build; this verdict is PROVISIONAL against v3.4.1-0ed4433 observed 2026-08-04 (Rule 49).
SBC-TREE-03,C30123,https://shopview.testrail.io/index.php?/cases/view/30123,SBC,SBC — Tree & Rows,SBC — Tree & Rows,Expanding a customer reveals asset rows; chevrons toggle and are independent,VIU-Observed-PASS,"F18,F21",Expanding a customer reveals sbc-row--asset rows; each chevron is independent and carries aria-label 'Expand <customer>'.,evidence/sales-by-customer/level3-sort.json#levels ; evidence/sales-by-customer/tree-sort.json#expandAll,OK,OK,OK,OK,OK,"OK — SV-8606 + S8-R1,S8-R2,S8-R5,S8-R5a,S8-R5b,S8-R5c,S8-R15",OK,"EDIT NEEDED — add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-04) per Rule 49",Re-observe against the next build; this verdict is PROVISIONAL against v3.4.1-0ed4433 observed 2026-08-04 (Rule 49).
SBC-TREE-04,C30124,https://shopview.testrail.io/index.php?/cases/view/30124,SBC,SBC — Tree & Rows,SBC — Tree & Rows,Expanding an asset reveals its invoice rows with number link and date,VIU-Observed-PASS,"F18,F20",Expanding an asset reveals sbc-row--invoice rows carrying the invoice number link and the date.,evidence/sales-by-customer/level3-sort.json#levels ; evidence/sales-by-customer/level3-sort.json#levels[1].sample,OK,OK,OK,OK,OK,"OK — SV-8606 + S8-R4,S8-R12,S8-R12a,S20-R14",OK,"EDIT NEEDED — add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-04) per Rule 49",Re-observe against the next build; this verdict is PROVISIONAL against v3.4.1-0ed4433 observed 2026-08-04 (Rule 49).
SBC-TREE-05,C30125,https://shopview.testrail.io/index.php?/cases/view/30125,SBC,SBC — Tree & Rows,SBC — Tree & Rows,Invoices group into one asset row per vehicle record,VIU-Observed-PASS,F18,Invoices group under one asset row per vehicle record (assets keyed vehicle%3A{vehicleId}).,evidence/sales-by-customer/level3-sort.json#levels,OK,OK,OK,OK,OK,OK — SV-8606 + S8-R3,OK,"EDIT NEEDED — add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-04) per Rule 49",Re-observe against the next build; this verdict is PROVISIONAL against v3.4.1-0ed4433 observed 2026-08-04 (Rule 49).
SBC-TREE-06,C30126,https://shopview.testrail.io/index.php?/cases/view/30126,SBC,SBC — Tree & Rows,SBC — Tree & Rows,Asset rows order A to Z with the Parts Sales bucket always last,VIU-Observed-PASS,F18,"Asset rows came back A-Z. NOTE: no 'Parts Sales' bucket existed in this dataset, so the 'always last' half of the assertion was not exercisable — carried as a re-check.",evidence/sales-by-customer/level3-sort.json#levels,OK,OK,OK,OK,OK,"OK — SV-8606 + S8-R6,S8-R6a,S10-R6",OK,"EDIT NEEDED — add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-04) per Rule 49",Re-observe against the next build; this verdict is PROVISIONAL against v3.4.1-0ed4433 observed 2026-08-04 (Rule 49).
SBC-TREE-08,C30128,https://shopview.testrail.io/index.php?/cases/view/30128,SBC,SBC — Tree & Rows,SBC — Tree & Rows,Header-row chevron expands or collapses every customer on the current page,VIU-Observed-PASS,F21,The header chevron (aria-label 'Expand all customers') took the page from 31 to 84 rows and collapsed it again.,evidence/sales-by-customer/tree-sort.json#expandAll,OK,OK,OK,OK,OK,"OK — SV-8606 + S8-R16,S8-R17,S8-R18,S8-R19",OK,"EDIT NEEDED — add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-04) per Rule 49",Re-observe against the next build; this verdict is PROVISIONAL against v3.4.1-0ed4433 observed 2026-08-04 (Rule 49).
SBC-TREE-09,C30129,https://shopview.testrail.io/index.php?/cases/view/30129,SBC,SBC — Tree & Rows,SBC — Tree & Rows,Reload-causing changes collapse expansion; Customer filter typing does not,VIU-Observed-PASS,"F18,F27",A filter change that re-fetches collapses the tree; typing in the Customer search box does not.,evidence/sales-by-customer/level3-sort.json#levels ; evidence/sales-by-customer/remaining.json#customerFilter + colsel-search-verify.json#search,OK,OK,OK,OK,OK,"OK — SV-8606 + S8-R20,S8-R21,S10-R8a,S10-R8b,S10-R8c",OK,"EDIT NEEDED — add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-04) per Rule 49",Re-observe against the next build; this verdict is PROVISIONAL against v3.4.1-0ed4433 observed 2026-08-04 (Rule 49).
