Test ID,Title,Section/Area,Priority,Status,Step #,Step (Action Followed),Expected Behavior (this step),Actual / Current Behavior,Failing Point / Block Reason,References
SP-WOSUB-010,WO sub-settings are INDEPENDENT — enabling one does not enable others,"Review Work Orders / Pick Parts / Order Parts (woReviewWorkOrders, woPickParts, woOrderParts)",Medium,BLOCKED,1,Go to Settings > Roles & Permissions (avatar menu → Settings → Roles & Permissions; URL /administration/roles-permissions) > Create Custom Role > start from minimal/blank baseline. (Step 1 is a 'Choose a template' dialog with Skip / Apply; the footer save button on the Create Role page is labelled 'Create'.),Create Custom Role editor opens with all toggles OFF (blank baseline).,Performed as expected.,,SV-7388
SP-WOSUB-010,WO sub-settings are INDEPENDENT — enabling one does not enable others,"Review Work Orders / Pick Parts / Order Parts (woReviewWorkOrders, woPickParts, woOrderParts)",Medium,BLOCKED,2,"Set exactly these toggles: Work Orders View ON, Pick Parts ON, Review OFF, Order Parts OFF. Click Save.",Role saves successfully and appears in the Roles and Permissions list.,Performed as expected.,,SV-7388
SP-WOSUB-010,WO sub-settings are INDEPENDENT — enabling one does not enable others,"Review Work Orders / Pick Parts / Order Parts (woReviewWorkOrders, woPickParts, woOrderParts)",Medium,BLOCKED,3,Go to Administration > Staff. Assign the custom role to the test user.,Role is assigned; a role change forces logout of the test user.,Performed as expected.,,SV-7388
SP-WOSUB-010,WO sub-settings are INDEPENDENT — enabling one does not enable others,"Review Work Orders / Pick Parts / Order Parts (woReviewWorkOrders, woPickParts, woOrderParts)",Medium,BLOCKED,4,"In a separate browser, log in as the test user.",Test user session starts with the newly assigned role in effect.,Performed as expected.,,SV-7388
SP-WOSUB-010,WO sub-settings are INDEPENDENT — enabling one does not enable others,"Review Work Orders / Pick Parts / Order Parts (woReviewWorkOrders, woPickParts, woOrderParts)",Medium,BLOCKED,5,Open WO-IND-001. Verify pick-parts is available.,Pick Parts action is available (its toggle is ON).,"Role PUT+assign+fe-permissions hydration succeeded with the exact independence perm set; WO detail rendered, but the Review/Pick/Order/Return actions live inside per-WO-line kebab menus and depend on WO/part workflow state, so the action-level affordance was not statically observable within run budget.",Permission set correctly applied & hydrated; deep line-level action not automatable non-destructively here.,SV-7388
SP-WOSUB-010,WO sub-settings are INDEPENDENT — enabling one does not enable others,"Review Work Orders / Pick Parts / Order Parts (woReviewWorkOrders, woPickParts, woOrderParts)",Medium,BLOCKED,6,Look for the Review option and the order-parts/create-PO action.,Neither the Review option nor the order-parts action is available (those toggles are OFF).,Not reached.,,SV-7388
SP-WOSUB-011,Return part from WO line requires NO permission (note case),(none) — returning a part from a WO line is not permission-gated,Medium,BLOCKED,1,Go to Settings > Roles & Permissions (avatar menu → Settings → Roles & Permissions; URL /administration/roles-permissions) > Create Custom Role > start from minimal/blank baseline. (Step 1 is a 'Choose a template' dialog with Skip / Apply; the footer save button on the Create Role page is labelled 'Create'.),Create Custom Role editor opens with all toggles OFF (blank baseline).,Performed as expected.,,SV-7388
SP-WOSUB-011,Return part from WO line requires NO permission (note case),(none) — returning a part from a WO line is not permission-gated,Medium,BLOCKED,2,"Set exactly these toggles: Work Orders View ON, all WO sub-settings OFF. Click Save.",Role saves successfully and appears in the Roles and Permissions list.,Performed as expected.,,SV-7388
SP-WOSUB-011,Return part from WO line requires NO permission (note case),(none) — returning a part from a WO line is not permission-gated,Medium,BLOCKED,3,Go to Administration > Staff. Assign the custom role to the test user.,Role is assigned; a role change forces logout of the test user.,Performed as expected.,,SV-7388
SP-WOSUB-011,Return part from WO line requires NO permission (note case),(none) — returning a part from a WO line is not permission-gated,Medium,BLOCKED,4,"In a separate browser, log in as the test user.",Test user session starts with the newly assigned role in effect.,Performed as expected.,,SV-7388
SP-WOSUB-011,Return part from WO line requires NO permission (note case),(none) — returning a part from a WO line is not permission-gated,Medium,BLOCKED,5,Open WO-RET-001 and return the part from the WO line.,"The return-part action is available and succeeds even though Pick Parts, Order Parts, and Review are all OFF.","Role PUT+assign+fe-permissions hydration succeeded with the exact return part no-perm perm set; WO detail rendered, but the Review/Pick/Order/Return actions live inside per-WO-line kebab menus and depend on WO/part workflow state, so the action-level affordance was not statically observable within run budget.",Permission set correctly applied & hydrated; deep line-level action not automatable non-destructively here.,SV-7388
SP-CPORT-001,Customer Portal GRANT — access and manage customer portal config,Customer Portal (customerPortal),High,BLOCKED,1,Go to Settings > Roles & Permissions (avatar menu → Settings → Roles & Permissions; URL /administration/roles-permissions) > Create Custom Role > start from minimal/blank baseline. (Step 1 is a 'Choose a template' dialog with Skip / Apply; the footer save button on the Create Role page is labelled 'Create'.),Create Custom Role editor opens with all toggles OFF (blank baseline).,Performed as expected.,,SV-7388
SP-CPORT-001,Customer Portal GRANT — access and manage customer portal config,Customer Portal (customerPortal),High,BLOCKED,2,Set exactly these toggles: Customer Portal ON. Click Save.,Role saves successfully and appears in the Roles and Permissions list.,Performed as expected.,,SV-7388
SP-CPORT-001,Customer Portal GRANT — access and manage customer portal config,Customer Portal (customerPortal),High,BLOCKED,3,Go to Administration > Staff. Assign the custom role to the test user.,Role is assigned; a role change forces logout of the test user.,Performed as expected.,,SV-7388
SP-CPORT-001,Customer Portal GRANT — access and manage customer portal config,Customer Portal (customerPortal),High,BLOCKED,4,"In a separate browser, log in as the test user.",Test user session starts with the newly assigned role in effect.,Performed as expected.,,SV-7388
SP-CPORT-001,Customer Portal GRANT — access and manage customer portal config,Customer Portal (customerPortal),High,BLOCKED,5,Locate the Customer Portal navigation entry and open it.,Customer Portal nav is visible and the config area opens.,"customerPortalPageAccess hydrated ON, but no Customer Portal nav item appears and /customer-portal, /customer-portal/settings, /administration/customer-portal all return the 404 page — no reachable customer-portal management surface exists for this role in the staging build.",Grant not verifiable: portal page/route not exposed in build even when permission ON.,SV-7388
SP-CPORT-001,Customer Portal GRANT — access and manage customer portal config,Customer Portal (customerPortal),High,BLOCKED,6,Access and manage the customer portal configuration.,User can access and manage customer portal config.,Not reached.,,SV-7388
SP-BPORT-001,Billing Portal GRANT — access and manage billing portal,Billing Portal (billingPortal),High,BLOCKED,1,Go to Settings > Roles & Permissions (avatar menu → Settings → Roles & Permissions; URL /administration/roles-permissions) > Create Custom Role > start from minimal/blank baseline. (Step 1 is a 'Choose a template' dialog with Skip / Apply; the footer save button on the Create Role page is labelled 'Create'.),Create Custom Role editor opens with all toggles OFF (blank baseline).,Performed as expected.,,SV-7388
SP-BPORT-001,Billing Portal GRANT — access and manage billing portal,Billing Portal (billingPortal),High,BLOCKED,2,Set exactly these toggles: Billing Portal ON. Click Save.,Role saves successfully and appears in the Roles and Permissions list.,Performed as expected.,,SV-7388
SP-BPORT-001,Billing Portal GRANT — access and manage billing portal,Billing Portal (billingPortal),High,BLOCKED,3,Go to Administration > Staff. Assign the custom role to the test user.,Role is assigned; a role change forces logout of the test user.,Performed as expected.,,SV-7388
SP-BPORT-001,Billing Portal GRANT — access and manage billing portal,Billing Portal (billingPortal),High,BLOCKED,4,"In a separate browser, log in as the test user.",Test user session starts with the newly assigned role in effect.,Performed as expected.,,SV-7388
SP-BPORT-001,Billing Portal GRANT — access and manage billing portal,Billing Portal (billingPortal),High,BLOCKED,5,Locate the Billing Portal navigation entry and open it.,Billing Portal nav is visible and the area opens.,"billingPortalPageAccess hydrated ON, but no Billing Portal nav item appears and /billing-portal, /billing-portal/settings, /administration/billing-portal all return the 404 page — no reachable billing-portal surface exists for this role in the staging build.",Grant not verifiable: portal page/route not exposed in build even when permission ON.,SV-7388
SP-BPORT-001,Billing Portal GRANT — access and manage billing portal,Billing Portal (billingPortal),High,BLOCKED,6,Access and manage the billing portal.,User can access and manage the billing portal.,Not reached.,,SV-7388
SP-PDEPT-004,Parts Department PRESERVES child settings — OFF then back ON restores prior CRUD,Parts Department (partsDepartment),High,BLOCKED,1,"Go to Settings > Roles & Permissions (avatar menu → Settings → Roles & Permissions; URL /administration/roles-permissions) > Create Custom Role > start from minimal/blank baseline. Configure Parts Department ON with Part Sales View+Edit, Catalog & Inventory View, Vendor & Order Management View. Save. (Step 1 is a 'Choose a template' dialog with Skip / Apply; the footer save button on the Create Role page is labelled 'Create'.)",Role saved with the specified child CRUD.,Performed as expected.,,SV-7388
SP-PDEPT-004,Parts Department PRESERVES child settings — OFF then back ON restores prior CRUD,Parts Department (partsDepartment),High,BLOCKED,2,"Edit the role, turn Parts Department OFF, and Save.",Role saves; child rows are hidden while parent is OFF.,"The role editor toggle grid is virtualized and re-renders inconsistently between loads, so the multi-step off->on preserve-child-settings interaction could not be driven reliably within the 2-try budget without risking a bad save.",Editor preserve-settings interaction not reliably automatable here (non-destructive limit).,SV-7388
SP-PDEPT-004,Parts Department PRESERVES child settings — OFF then back ON restores prior CRUD,Parts Department (partsDepartment),High,BLOCKED,3,Edit the role again and turn Parts Department back ON.,"The previously configured child CRUD is preserved and restored (Part Sales View+Edit, Catalog & Inventory View, Vendor & Order Management View).",Not reached.,,SV-7388
SP-SET-003,Settings parent DEPENDENCY — subs hidden via slide in editor when parent OFF,Settings (settings) [parent],High,BLOCKED,1,Go to Settings > Roles & Permissions (avatar menu → Settings → Roles & Permissions; URL /administration/roles-permissions) > Create Custom Role > start from minimal/blank baseline. (Step 1 is a 'Choose a template' dialog with Skip / Apply; the footer save button on the Create Role page is labelled 'Create'.),Create Custom Role editor opens with all toggles OFF.,Performed as expected.,,SV-7388
SP-SET-003,Settings parent DEPENDENCY — subs hidden via slide in editor when parent OFF,Settings (settings) [parent],High,BLOCKED,2,"With Settings parent OFF, look for the sub-setting rows (App Settings, Service, Parts, Integrations, Finance, Data Import, View/Manage Wages).",All sub-setting rows are hidden via slide while the parent is OFF.,"In this build the role editor renders ""Settings"" as a single Page-Access toggle rather than a Settings parent group with slide-in sub-rows, so the specified sub-setting slide-hide behaviour is not present/verifiable in the editor as written.","Editor exposes single Settings toggle, not a sub-slide group (build).",SV-7388
SP-SET-003,Settings parent DEPENDENCY — subs hidden via slide in editor when parent OFF,Settings (settings) [parent],High,BLOCKED,3,Turn Settings parent ON.,The sub-setting rows slide into view and become editable.,Not reached.,,SV-7388
SP-SET-010,"Integrations sub GRANT — manage QuickBooks, IBS, and Open API",Integrations (settingsIntegrations),Medium,BLOCKED,1,Go to Settings > Roles & Permissions (avatar menu → Settings → Roles & Permissions; URL /administration/roles-permissions) > Create Custom Role > start from minimal/blank baseline. (Step 1 is a 'Choose a template' dialog with Skip / Apply; the footer save button on the Create Role page is labelled 'Create'.),Create Custom Role editor opens with all toggles OFF (blank baseline).,Performed as expected.,,SV-7388
SP-SET-010,"Integrations sub GRANT — manage QuickBooks, IBS, and Open API",Integrations (settingsIntegrations),Medium,BLOCKED,2,"Set exactly these toggles: Settings parent ON; Integrations ON, all other subs OFF. Click Save.",Role saves successfully and appears in the Roles and Permissions list.,Performed as expected.,,SV-7388
SP-SET-010,"Integrations sub GRANT — manage QuickBooks, IBS, and Open API",Integrations (settingsIntegrations),Medium,BLOCKED,3,Go to Administration > Staff. Assign the custom role to the test user.,Role is assigned; a role change forces logout of the test user.,Performed as expected.,,SV-7388
SP-SET-010,"Integrations sub GRANT — manage QuickBooks, IBS, and Open API",Integrations (settingsIntegrations),Medium,BLOCKED,4,"In a separate browser, log in as the test user.",Test user session starts with the newly assigned role in effect.,Performed as expected.,,SV-7388
SP-SET-010,"Integrations sub GRANT — manage QuickBooks, IBS, and Open API",Integrations (settingsIntegrations),Medium,BLOCKED,5,Open Administration and navigate to Integrations.,"Integrations settings (QuickBooks, IBS, Open API) are manageable.","No settingsIntegrations permission exists in the fe-permission catalog and no Integrations sub-setting is present in the role editor (per build); QuickBooks/IBS are governed under Finance (IBS) and a top-level integration flow, not a distinct Integrations toggle — so this grant case is not applicable/verifiable as specified.",No Integrations sub-setting in this build (documented).,SV-7388
SP-SET-010,"Integrations sub GRANT — manage QuickBooks, IBS, and Open API",Integrations (settingsIntegrations),Medium,BLOCKED,6,Confirm other sub-setting areas are not accessible.,Only the enabled sub-setting is available; other subs remain hidden/blocked.,Not reached.,,SV-7388
SP-SET-011,Integrations sub WITHHOLD — area hidden/blocked when settingsIntegrations OFF (parent ON),Integrations (settingsIntegrations),Medium,BLOCKED,1,Go to Settings > Roles & Permissions (avatar menu → Settings → Roles & Permissions; URL /administration/roles-permissions) > Create Custom Role > start from minimal/blank baseline. (Step 1 is a 'Choose a template' dialog with Skip / Apply; the footer save button on the Create Role page is labelled 'Create'.),Create Custom Role editor opens with all toggles OFF (blank baseline).,Performed as expected.,,SV-7388
SP-SET-011,Integrations sub WITHHOLD — area hidden/blocked when settingsIntegrations OFF (parent ON),Integrations (settingsIntegrations),Medium,BLOCKED,2,Set exactly these toggles: Settings parent ON; Integrations OFF. Click Save.,Role saves successfully and appears in the Roles and Permissions list.,Performed as expected.,,SV-7388
SP-SET-011,Integrations sub WITHHOLD — area hidden/blocked when settingsIntegrations OFF (parent ON),Integrations (settingsIntegrations),Medium,BLOCKED,3,Go to Administration > Staff. Assign the custom role to the test user.,Role is assigned; a role change forces logout of the test user.,Performed as expected.,,SV-7388
SP-SET-011,Integrations sub WITHHOLD — area hidden/blocked when settingsIntegrations OFF (parent ON),Integrations (settingsIntegrations),Medium,BLOCKED,4,"In a separate browser, log in as the test user.",Test user session starts with the newly assigned role in effect.,Performed as expected.,,SV-7388
SP-SET-011,Integrations sub WITHHOLD — area hidden/blocked when settingsIntegrations OFF (parent ON),Integrations (settingsIntegrations),Medium,BLOCKED,5,Look for Integrations under Administration.,Integrations settings are hidden / not available.,No settingsIntegrations permission exists and no Integrations sub-setting is present in the role editor (per build); the withhold case is not applicable/verifiable as specified.,No Integrations sub-setting in this build (documented).,SV-7388
SP-SET-011,Integrations sub WITHHOLD — area hidden/blocked when settingsIntegrations OFF (parent ON),Integrations (settingsIntegrations),Medium,BLOCKED,6,Attempt direct URL access to the Integrations settings area.,Access is blocked.,Not reached.,,SV-7388
SP-SET-016,View/Manage Wages sub GRANT — manage view/manage employee wage rates (sensitive),View/Manage Wages (settingsWages),High,BLOCKED,1,Go to Settings > Roles & Permissions (avatar menu → Settings → Roles & Permissions; URL /administration/roles-permissions) > Create Custom Role > start from minimal/blank baseline. (Step 1 is a 'Choose a template' dialog with Skip / Apply; the footer save button on the Create Role page is labelled 'Create'.),Create Custom Role editor opens with all toggles OFF (blank baseline).,Performed as expected.,,SV-7388
SP-SET-016,View/Manage Wages sub GRANT — manage view/manage employee wage rates (sensitive),View/Manage Wages (settingsWages),High,BLOCKED,2,"Set exactly these toggles: Settings parent ON; View/Manage Wages ON, all other subs OFF. Click Save.",Role saves successfully and appears in the Roles and Permissions list.,Performed as expected.,,SV-7388
SP-SET-016,View/Manage Wages sub GRANT — manage view/manage employee wage rates (sensitive),View/Manage Wages (settingsWages),High,BLOCKED,3,Go to Administration > Staff. Assign the custom role to the test user.,Role is assigned; a role change forces logout of the test user.,Performed as expected.,,SV-7388
SP-SET-016,View/Manage Wages sub GRANT — manage view/manage employee wage rates (sensitive),View/Manage Wages (settingsWages),High,BLOCKED,4,"In a separate browser, log in as the test user.",Test user session starts with the newly assigned role in effect.,Performed as expected.,,SV-7388
SP-SET-016,View/Manage Wages sub GRANT — manage view/manage employee wage rates (sensitive),View/Manage Wages (settingsWages),High,BLOCKED,5,Open Administration and navigate to View/Manage Wages.,Employee wage rates can be viewed/managed (sensitive).,"settingsWages ON in isolation lands the user on /home with no Administration section (wages is a sensitive field surfaced within Staff/Wages rather than a standalone nav section), so wage-management access could not be verified in isolation without settingsApp.","Wages is an in-Staff sensitive field, not a standalone section — not verifiable alone.",SV-7388
SP-SET-016,View/Manage Wages sub GRANT — manage view/manage employee wage rates (sensitive),View/Manage Wages (settingsWages),High,BLOCKED,6,Confirm other sub-setting areas are not accessible.,Only the enabled sub-setting is available; other subs remain hidden/blocked.,Not reached.,,SV-7388
SP-VM-003,Tech View restriction — No tech time field is shown,View Mode (viewMode) = tech,Medium,BLOCKED,1,Go to Settings > Roles & Permissions (avatar menu → Settings → Roles & Permissions; URL /administration/roles-permissions) > Create Custom Role > start from minimal/blank baseline. (Step 1 is a 'Choose a template' dialog with Skip / Apply; the footer save button on the Create Role page is labelled 'Create'.),Create Custom Role editor opens with all toggles OFF (blank baseline).,Performed as expected.,,SV-7388
SP-VM-003,Tech View restriction — No tech time field is shown,View Mode (viewMode) = tech,Medium,BLOCKED,2,Set exactly these toggles: View Mode = tech; WO View+Edit ON. Click Save.,Role saves successfully and appears in the Roles and Permissions list.,Performed as expected.,,SV-7388
SP-VM-003,Tech View restriction — No tech time field is shown,View Mode (viewMode) = tech,Medium,BLOCKED,3,Go to Administration > Staff. Assign the custom role to the test user.,Role is assigned; a role change forces logout of the test user.,Performed as expected.,,SV-7388
SP-VM-003,Tech View restriction — No tech time field is shown,View Mode (viewMode) = tech,Medium,BLOCKED,4,"In a separate browser, log in as the test user.",Test user session starts with the newly assigned role in effect.,Performed as expected.,,SV-7388
SP-VM-003,Tech View restriction — No tech time field is shown,View Mode (viewMode) = tech,Medium,BLOCKED,5,Inspect the WO line for a tech time input field.,There is no tech time field in Tech View.,"Tech view is active (Total Tech Hours shown, no Approve). Whether a separate editable ""tech time field"" input is hidden is a line-level form detail not distinguishable from the WO-detail scan.",Line-level field visibility not statically observable.,SV-7388
SP-VM-005,Tech View restriction — Cannot Send to Portal,View Mode (viewMode) = tech,High,BLOCKED,1,Go to Settings > Roles & Permissions (avatar menu → Settings → Roles & Permissions; URL /administration/roles-permissions) > Create Custom Role > start from minimal/blank baseline. (Step 1 is a 'Choose a template' dialog with Skip / Apply; the footer save button on the Create Role page is labelled 'Create'.),Create Custom Role editor opens with all toggles OFF (blank baseline).,Performed as expected.,,SV-7388
SP-VM-005,Tech View restriction — Cannot Send to Portal,View Mode (viewMode) = tech,High,BLOCKED,2,Set exactly these toggles: View Mode = tech; WO View+Edit ON. Click Save.,Role saves successfully and appears in the Roles and Permissions list.,Performed as expected.,,SV-7388
SP-VM-005,Tech View restriction — Cannot Send to Portal,View Mode (viewMode) = tech,High,BLOCKED,3,Go to Administration > Staff. Assign the custom role to the test user.,Role is assigned; a role change forces logout of the test user.,Performed as expected.,,SV-7388
SP-VM-005,Tech View restriction — Cannot Send to Portal,View Mode (viewMode) = tech,High,BLOCKED,4,"In a separate browser, log in as the test user.",Test user session starts with the newly assigned role in effect.,Performed as expected.,,SV-7388
SP-VM-005,Tech View restriction — Cannot Send to Portal,View Mode (viewMode) = tech,High,BLOCKED,5,Look for the Send to Portal button on the WO.,The Send to Portal button is not available in Tech View.,"A ""Send to Portal"" affordance was not located in either Full or Tech WO-detail scans (likely nested in an overflow/more menu), so the tech-view restriction could not be confirmed.",Send-to-Portal control not located in scan.,SV-7388
SP-VM-006,Tech View restriction — Cannot view labor rates,View Mode (viewMode) = tech,High,BLOCKED,1,Go to Settings > Roles & Permissions (avatar menu → Settings → Roles & Permissions; URL /administration/roles-permissions) > Create Custom Role > start from minimal/blank baseline. (Step 1 is a 'Choose a template' dialog with Skip / Apply; the footer save button on the Create Role page is labelled 'Create'.),Create Custom Role editor opens with all toggles OFF (blank baseline).,Performed as expected.,,SV-7388
SP-VM-006,Tech View restriction — Cannot view labor rates,View Mode (viewMode) = tech,High,BLOCKED,2,Set exactly these toggles: View Mode = tech; WO View+Edit ON. Click Save.,Role saves successfully and appears in the Roles and Permissions list.,Performed as expected.,,SV-7388
SP-VM-006,Tech View restriction — Cannot view labor rates,View Mode (viewMode) = tech,High,BLOCKED,3,Go to Administration > Staff. Assign the custom role to the test user.,Role is assigned; a role change forces logout of the test user.,Performed as expected.,,SV-7388
SP-VM-006,Tech View restriction — Cannot view labor rates,View Mode (viewMode) = tech,High,BLOCKED,4,"In a separate browser, log in as the test user.",Test user session starts with the newly assigned role in effect.,Performed as expected.,,SV-7388
SP-VM-006,Tech View restriction — Cannot view labor rates,View Mode (viewMode) = tech,High,BLOCKED,5,Look for labor rate values on the WO.,Labor rates are not viewable in Tech View.,"Labor-rate visibility could not be isolated to view mode in the WO-detail scan (labor rate is also gated by See Financial Data), so the tech-only restriction was not cleanly observable.",Labor-rate visibility not cleanly isolated to view mode.,SV-7388
SP-VM-007,Tech View restriction — Limited parts request form,View Mode (viewMode) = tech,Medium,BLOCKED,1,Go to Settings > Roles & Permissions (avatar menu → Settings → Roles & Permissions; URL /administration/roles-permissions) > Create Custom Role > start from minimal/blank baseline. (Step 1 is a 'Choose a template' dialog with Skip / Apply; the footer save button on the Create Role page is labelled 'Create'.),Create Custom Role editor opens with all toggles OFF (blank baseline).,Performed as expected.,,SV-7388
SP-VM-007,Tech View restriction — Limited parts request form,View Mode (viewMode) = tech,Medium,BLOCKED,2,Set exactly these toggles: View Mode = tech; WO View+Edit ON. Click Save.,Role saves successfully and appears in the Roles and Permissions list.,Performed as expected.,,SV-7388
SP-VM-007,Tech View restriction — Limited parts request form,View Mode (viewMode) = tech,Medium,BLOCKED,3,Go to Administration > Staff. Assign the custom role to the test user.,Role is assigned; a role change forces logout of the test user.,Performed as expected.,,SV-7388
SP-VM-007,Tech View restriction — Limited parts request form,View Mode (viewMode) = tech,Medium,BLOCKED,4,"In a separate browser, log in as the test user.",Test user session starts with the newly assigned role in effect.,Performed as expected.,,SV-7388
SP-VM-007,Tech View restriction — Limited parts request form,View Mode (viewMode) = tech,Medium,BLOCKED,5,Open the parts request form from the WO.,Tech View presents the limited parts request form (not the full form).,The tech-limited parts-request form is a modal reached through the parts add flow and was not opened non-destructively within budget.,Parts-request form modal not opened.,SV-7388
SP-VM-008,Tech View restriction — Cannot edit existing WO lines (create-only),View Mode (viewMode) = tech,Medium,BLOCKED,1,Go to Settings > Roles & Permissions (avatar menu → Settings → Roles & Permissions; URL /administration/roles-permissions) > Create Custom Role > start from minimal/blank baseline. (Step 1 is a 'Choose a template' dialog with Skip / Apply; the footer save button on the Create Role page is labelled 'Create'.),Create Custom Role editor opens with all toggles OFF (blank baseline).,Performed as expected.,,SV-7388
SP-VM-008,Tech View restriction — Cannot edit existing WO lines (create-only),View Mode (viewMode) = tech,Medium,BLOCKED,2,Set exactly these toggles: View Mode = tech; WO View+Edit ON. Click Save.,Role saves successfully and appears in the Roles and Permissions list.,Performed as expected.,,SV-7388
SP-VM-008,Tech View restriction — Cannot edit existing WO lines (create-only),View Mode (viewMode) = tech,Medium,BLOCKED,3,Go to Administration > Staff. Assign the custom role to the test user.,Role is assigned; a role change forces logout of the test user.,Performed as expected.,,SV-7388
SP-VM-008,Tech View restriction — Cannot edit existing WO lines (create-only),View Mode (viewMode) = tech,Medium,BLOCKED,4,"In a separate browser, log in as the test user.",Test user session starts with the newly assigned role in effect.,Performed as expected.,,SV-7388
SP-VM-008,Tech View restriction — Cannot edit existing WO lines (create-only),View Mode (viewMode) = tech,Medium,BLOCKED,5,"Attempt to edit an existing WO line, then attempt to create a new line.",Editing existing WO lines is blocked; only creating new lines is allowed (create-only) in Tech View.,"Tech view allows creating new lines (New Line present); the create-only vs edit-existing distinction requires editing an existing line inline and observing block, which was not automatable non-destructively.",Edit-existing-line restriction not statically observable.,SV-7388
SP-VM-009,Tech View restriction — WO lines read-only after approval,View Mode (viewMode) = tech,Medium,BLOCKED,1,Go to Settings > Roles & Permissions (avatar menu → Settings → Roles & Permissions; URL /administration/roles-permissions) > Create Custom Role > start from minimal/blank baseline. (Step 1 is a 'Choose a template' dialog with Skip / Apply; the footer save button on the Create Role page is labelled 'Create'.),Create Custom Role editor opens with all toggles OFF (blank baseline).,Performed as expected.,,SV-7388
SP-VM-009,Tech View restriction — WO lines read-only after approval,View Mode (viewMode) = tech,Medium,BLOCKED,2,Set exactly these toggles: View Mode = tech; WO View+Edit ON. Click Save.,Role saves successfully and appears in the Roles and Permissions list.,Performed as expected.,,SV-7388
SP-VM-009,Tech View restriction — WO lines read-only after approval,View Mode (viewMode) = tech,Medium,BLOCKED,3,Go to Administration > Staff. Assign the custom role to the test user.,Role is assigned; a role change forces logout of the test user.,Performed as expected.,,SV-7388
SP-VM-009,Tech View restriction — WO lines read-only after approval,View Mode (viewMode) = tech,Medium,BLOCKED,4,"In a separate browser, log in as the test user.",Test user session starts with the newly assigned role in effect.,Performed as expected.,,SV-7388
SP-VM-009,Tech View restriction — WO lines read-only after approval,View Mode (viewMode) = tech,Medium,BLOCKED,5,Open a WO whose lines have been approved and attempt to modify an approved line.,Approved WO lines are read-only in Tech View.,"The ""lines read-only after approval"" state requires a line in approved state and an edit attempt; not observable without mutating data.",Post-approval read-only state not observable non-destructively.,SV-7388
SP-VM-010,Send to Portal appears only in Full View (not Tech) — comparison,View Mode (viewMode),High,BLOCKED,1,"Go to Settings > Roles & Permissions (avatar menu → Settings → Roles & Permissions; URL /administration/roles-permissions) > Create Custom Role > start from minimal/blank baseline. Create role A: View Mode = full, WO View+Edit ON. Save. (Step 1 is a 'Choose a template' dialog with Skip / Apply; the footer save button on the Create Role page is labelled 'Create'.)",Role A saved.,Performed as expected.,,SV-7388
SP-VM-010,Send to Portal appears only in Full View (not Tech) — comparison,View Mode (viewMode),High,BLOCKED,2,"Create role B: View Mode = tech, WO View+Edit ON. Save.",Role B saved.,"Comparison hinges on the ""Send to Portal"" control, which was not located in Full or Tech WO-detail scans (overflow menu); could not confirm presence-in-full / absence-in-tech.",Depends on unlocated Send-to-Portal control.,SV-7388
SP-VM-010,Send to Portal appears only in Full View (not Tech) — comparison,View Mode (viewMode),High,BLOCKED,3,Assign role A to user A and role B to user B via Administration > Staff.,Both users have their roles; role changes force logout.,Not reached.,,SV-7388
SP-VM-010,Send to Portal appears only in Full View (not Tech) — comparison,View Mode (viewMode),High,BLOCKED,4,Log in as user A (Full) and open WO-VM-CMP-001; check for Send to Portal.,Send to Portal button is present in Full View.,Not reached.,,SV-7388
SP-VM-010,Send to Portal appears only in Full View (not Tech) — comparison,View Mode (viewMode),High,BLOCKED,5,Log in as user B (Tech) and open WO-VM-CMP-001; check for Send to Portal.,Send to Portal button is absent in Tech View.,Not reached.,,SV-7388
SP-FIN-004,Financial gate — enabling Part Sales CRUD while Financial OFF triggers confirm modal,See Financial Data (seeFinancialData) — gates Part Sales,Critical,BLOCKED,1,Go to Settings > Roles & Permissions (avatar menu → Settings → Roles & Permissions; URL /administration/roles-permissions) > Create Custom Role > start from minimal/blank baseline. Confirm See Financial Data is OFF. (Step 1 is a 'Choose a template' dialog with Skip / Apply; the footer save button on the Create Role page is labelled 'Create'.),Editor open; See Financial Data OFF.,Performed as expected.,,SV-7388
SP-FIN-004,Financial gate — enabling Part Sales CRUD while Financial OFF triggers confirm modal,See Financial Data (seeFinancialData) — gates Part Sales,Critical,BLOCKED,2,Enable Part Sales CRUD (e.g. Part Sales create/edit).,"A financial confirm modal appears. Actual (VIU-11): title ""Enable See Financial Data?""; body ""Part Sales requires See Financial Data. Enable it to grant this permission?""; buttons ""Cancel"" / ""Enable"". Cancel reverts the checkbox. [Build-vs-spec: spec wording differed — see VIU-11.]","Triggering the financial confirm modal requires toggling Part Sales CRUD in the virtualized role-editor grid; the editor re-renders inconsistently and the modal could not be triggered/observed reliably within the 2-try, non-destructive budget.",Editor confirm-modal interaction not reliably automatable here.,SV-7388
SP-FIN-004,Financial gate — enabling Part Sales CRUD while Financial OFF triggers confirm modal,See Financial Data (seeFinancialData) — gates Part Sales,Critical,BLOCKED,3,Confirm the modal to enable See Financial Data.,See Financial Data is enabled along with the Part Sales CRUD selection.,Not reached.,,SV-7388
