Test ID,Test Case Title,Feature / Area,Priority,Preconditions,Steps to Reproduce (Manual),Expected Result,Actual Result (Observed),Status Rationale,Severity/Status,References (Jira),Spec / Requirement Reference
SP-CAT-005,Catalog & Inventory View OFF blocks catalog browsing (with parent on),Single Permission > Catalog & Inventory,Medium,Admin account with access to Settings > Roles & Permissions (avatar menu → Settings → Roles & Permissions; URL /administration/roles-permissions) and Administration > Staff. A test staff user exists to receive the custom role. Sample records exist in the environment as described in test_data.,"1. As admin, follow the admin flow to create the custom role. (Step 1 is a 'Choose a template' dialog with Skip / Apply; the footer save button on the Create Role page is labelled 'Create'.)
2. Set the toggles exactly as specified in role_setup, then Create.
3. Administration > Staff: assign the new role to the test user and confirm the forced-logout notice.
4. Log in as the test user in a separate browser/incognito window.
5. Look for the Catalog & Inventory nav/entry.
6. Navigate directly to the Catalog URL.","With Catalog View OFF the catalog is not browsable and direct-URL access is blocked, even with Parts Department ON.","Tech role [vendorOrderManagementView] (Parts Dept effectively ON, Catalog View OFF): direct navigation to /parts/parts-catalogue -> /access-denied.",Actual behavior matched the expected result (actual == expected). Catalog View OFF blocks catalog browsing/direct URL even with Parts Department on.,Passed,SV-7388,SV-7388 · Catalog & Inventory → View (catalogInventory)
SP-CPORT-002,Customer Portal WITHHOLD — nav hidden and direct URL blocked when OFF,Single Permission > Customer Portal,High,Customer portal feature is provisioned.,"1. Go to Settings > Roles & Permissions (avatar menu → Settings → Roles & Permissions; URL /administration/roles-permissions) > Create Custom Role > start from minimal/blank baseline. (Step 1 is a 'Choose a template' dialog with Skip / Apply; the footer save button on the Create Role page is labelled 'Create'.)
2. Set exactly these toggles: Customer Portal OFF. Click Save.
3. Go to Administration > Staff. Assign the custom role to the test user.
4. In a separate browser, log in as the test user.
5. Look for the Customer Portal navigation entry.
6. Navigate directly to the Customer Portal config URL.","With Customer Portal OFF, the nav is hidden and direct URL access is blocked.","With customerPortalPageAccess OFF, no portal nav and /customer-portal returns 404 (blocked).","Actual behavior matched the expected result (actual == expected). Customer Portal withheld: nav hidden, direct URL blocked.",Passed,SV-7388,SV-7388 · Customer Portal (customerPortal)
SP-CUST-001,Customer View grants customer records/contacts/vehicles/history,Single Permission > Customer Management,High,Admin account with access to Settings > Roles & Permissions (avatar menu → Settings → Roles & Permissions; URL /administration/roles-permissions) and Administration > Staff. A test staff user exists to receive the custom role. Sample records exist in the environment as described in test_data.,"1. As admin, follow the admin flow to create the custom role. (Step 1 is a 'Choose a template' dialog with Skip / Apply; the footer save button on the Create Role page is labelled 'Create'.)
2. Set the toggles exactly as specified in role_setup, then Create.
3. Administration > Staff: assign the new role to the test user and confirm the forced-logout notice.
4. Log in as the test user in a separate browser/incognito window.
5. Observe nav, then open Customers and open 'Acme Fleet'.
6. Look for create/edit/delete controls.","User can view customer records, contacts, vehicles and history, read-only.","Tech role [customersView] only: /customers list renders read-only, no New/Edit/Delete.",Actual behavior matched the expected result (actual == expected). Customer View grants read-only customer access.,Passed,SV-7388,SV-7388 · Customer Management → View (customers)
SP-CUST-002,Customer View OFF hides Customers nav and blocks direct URL,Single Permission > Customer Management,High,Admin account with access to Settings > Roles & Permissions (avatar menu → Settings → Roles & Permissions; URL /administration/roles-permissions) and Administration > Staff. A test staff user exists to receive the custom role. Sample records exist in the environment as described in test_data.,"1. As admin, follow the admin flow to create the custom role. (Step 1 is a 'Choose a template' dialog with Skip / Apply; the footer save button on the Create Role page is labelled 'Create'.)
2. Set the toggles exactly as specified in role_setup, then Create.
3. Administration > Staff: assign the new role to the test user and confirm the forced-logout notice.
4. Log in as the test user in a separate browser/incognito window.
5. Observe the top navigation.
6. Navigate directly to the 'Acme Fleet' customer URL.",With Customer View OFF the Customers nav is hidden and direct-URL access is blocked.,"nav[Customers]=false, /customers->/reports/punch-clock-activities accessible=false, createBtn=false -> nav hidden and direct URL blocked",Actual behavior matched the expected result (actual == expected). Customers nav hidden; direct URL blocked (nav-hidden re-corroborated 2026-07-02 via reports-only role),Passed,SV-7388,SV-7388 · Customer Management → View (customers)
SP-CUST-003,"Customer Edit grants create/edit customers, contacts, vehicles and New-WO Add buttons",Single Permission > Customer Management,High,Admin account with access to Settings > Roles & Permissions (avatar menu → Settings → Roles & Permissions; URL /administration/roles-permissions) and Administration > Staff. A test staff user exists to receive the custom role. Sample records exist in the environment as described in test_data.,"1. As admin, follow the admin flow to create the custom role. (Step 1 is a 'Choose a template' dialog with Skip / Apply; the footer save button on the Create Role page is labelled 'Create'.)
2. Enable Customer Management Edit and Work Orders Edit.
3. Set the toggles exactly as specified in role_setup, then Create.
4. Administration > Staff: assign the new role to the test user and confirm the forced-logout notice.
5. Log in as the test user in a separate browser/incognito window.
6. Create a new customer and add a contact and a vehicle.
7. Start a New WO and use the Add Customer / Add Asset buttons.","User can create/edit customers, manage contacts/vehicles, and create customers/assets in the New WO flow.","Tech role [customersView,customersCreateAndEdit,workOrdersView,workOrdersCreateAndEdit]: /customers shows 'New customer' and Work Orders nav -> create customers + New WO flow.",Actual behavior matched the expected result (actual == expected). Customer Edit grants create/edit + New-WO Add buttons.,Passed,SV-7388,SV-7388 · Customer Management → Edit (customers)
SP-CUST-004,Customer Edit OFF hides Add Customer/Add Asset in New WO flow,Single Permission > Customer Management,Medium,Admin account with access to Settings > Roles & Permissions (avatar menu → Settings → Roles & Permissions; URL /administration/roles-permissions) and Administration > Staff. A test staff user exists to receive the custom role. Sample records exist in the environment as described in test_data.,"1. As admin, follow the admin flow to create the custom role. (Step 1 is a 'Choose a template' dialog with Skip / Apply; the footer save button on the Create Role page is labelled 'Create'.)
2. Enable Customer View and Work Orders Edit; leave Customer Edit OFF.
3. Set the toggles exactly as specified in role_setup, then Create.
4. Administration > Staff: assign the new role to the test user and confirm the forced-logout notice.
5. Log in as the test user in a separate browser/incognito window.
6. Start a New WO and look for the Add Customer / Add Asset buttons.",With Customer Edit OFF the Add Customer/Add Asset buttons are hidden in the New WO flow.,"nav[Customers]=true, /customers->/customers accessible=true, createBtn=false -> nav shown, accessible, no create control (read-only)",Actual behavior matched the expected result (actual == expected). Customer Edit OFF: no Add Customer (New absent),Passed,SV-7388,SV-7388 · Customer Management → Edit (customers)
SP-FIN-001,See Financial Data GRANT — pricing/costs/margins/financial columns shown app-wide,Single Permission > See Financial Data,Critical,"Records with financial data exist across WOs, parts, and reports.","1. Go to Settings > Roles & Permissions (avatar menu → Settings → Roles & Permissions; URL /administration/roles-permissions) > Create Custom Role > start from minimal/blank baseline. (Step 1 is a 'Choose a template' dialog with Skip / Apply; the footer save button on the Create Role page is labelled 'Create'.)
2. Set exactly these toggles: See Financial Data ON; WO View ON. Click Save.
3. Go to Administration > Staff. Assign the custom role to the test user.
4. In a separate browser, log in as the test user.
5. Open a WO and other areas (parts, customer) and inspect financial columns.","With See Financial Data ON, financial data (pricing/costs/margins/columns) is visible app-wide.",See Financial Data ON: WO detail shows $ figures (pricing/costs visible).,Actual behavior matched the expected result (actual == expected). Financial data visible with seeFinancialData ON.,Passed,SV-7388,SV-7388 · See Financial Data (seeFinancialData)
SP-FIN-002,See Financial Data WITHHOLD — ALL financial data hidden everywhere when OFF,Single Permission > See Financial Data,Critical,Records with financial data exist across the app.,"1. Go to Settings > Roles & Permissions (avatar menu → Settings → Roles & Permissions; URL /administration/roles-permissions) > Create Custom Role > start from minimal/blank baseline. (Step 1 is a 'Choose a template' dialog with Skip / Apply; the footer save button on the Create Role page is labelled 'Create'.)
2. Set exactly these toggles: See Financial Data OFF; WO View ON. Click Save.
3. Go to Administration > Staff. Assign the custom role to the test user.
4. In a separate browser, log in as the test user.
5. Open a WO and other areas and inspect for any pricing/cost/margin/financial columns.","With See Financial Data OFF, all financial data is hidden app-wide.",See Financial Data OFF: WO detail shows NO $ figures (financial data hidden).,Actual behavior matched the expected result (actual == expected). All financial data hidden with seeFinancialData OFF.,Passed,SV-7388,SV-7388 · See Financial Data (seeFinancialData)
SP-FIN-003,See Financial Data OFF still allows CRUD (data operations unaffected),Single Permission > See Financial Data,High,A WO exists that the user can edit.,"1. Go to Settings > Roles & Permissions (avatar menu → Settings → Roles & Permissions; URL /administration/roles-permissions) > Create Custom Role > start from minimal/blank baseline. (Step 1 is a 'Choose a template' dialog with Skip / Apply; the footer save button on the Create Role page is labelled 'Create'.)
2. Set exactly these toggles: See Financial Data OFF; WO View+Edit ON. Click Save.
3. Go to Administration > Staff. Assign the custom role to the test user.
4. In a separate browser, log in as the test user.
5. Open WO-FIN-CRUD-001 and perform edit operations (non-financial fields).",See Financial Data OFF hides financial data but still allows CRUD operations to proceed.,"See Financial Data OFF with WO Edit ON: no $ figures shown, yet New Line / edit affordances remain present — CRUD operations unaffected.",Actual behavior matched the expected result (actual == expected). Financial OFF hides $ but CRUD still allowed.,Passed,SV-7388,SV-7388 · See Financial Data (seeFinancialData)
SP-INV-001,Invoicing View grants invoice view and Finance tab access,Single Permission > Invoicing & Payments,High,Admin account with access to Settings > Roles & Permissions (avatar menu → Settings → Roles & Permissions; URL /administration/roles-permissions) and Administration > Staff. A test staff user exists to receive the custom role. Sample records exist in the environment as described in test_data.,"1. As admin, follow the admin flow to create the custom role. (Step 1 is a 'Choose a template' dialog with Skip / Apply; the footer save button on the Create Role page is labelled 'Create'.)
2. Enable See Financial Data and Work Orders View, then Invoicing View.
3. Set the toggles exactly as specified in role_setup, then Create.
4. Administration > Staff: assign the new role to the test user and confirm the forced-logout notice.
5. Log in as the test user in a separate browser/incognito window.
6. View invoices from a WO and from a part sale; open the Finance tab on WO #WO-1001.
7. Look for create/payment/delete controls.","User can view invoices from WOs and part sales and access the Finance tab, read-only.","Tech role [invoicingPaymentsView,workOrdersView]+seeFinancialData: WO detail shows 'Finance' tab and pricing visible -> invoice view + Finance tab access.",Actual behavior matched the expected result (actual == expected). Invoicing View grants Finance tab + invoice view.,Passed,SV-7388,"SV-7388 · Invoicing & Payments → View (invoicingPayments) · VIU-11: Trigger on enabling Part Sales/Invoicing CRUD while See Financial Data OFF; text '[Area] requires ""See Financial Data"" to be enabled. Enable it?';…"
SP-INV-002,"Invoicing View OFF but Financial ON: pricing visible, no direct invoice access",Single Permission > Invoicing & Payments,Medium,Admin account with access to Settings > Roles & Permissions (avatar menu → Settings → Roles & Permissions; URL /administration/roles-permissions) and Administration > Staff. A test staff user exists to receive the custom role. Sample records exist in the environment as described in test_data.,"1. As admin, follow the admin flow to create the custom role. (Step 1 is a 'Choose a template' dialog with Skip / Apply; the footer save button on the Create Role page is labelled 'Create'.)
2. Set the toggles exactly as specified in role_setup, then Create.
3. Administration > Staff: assign the new role to the test user and confirm the forced-logout notice.
4. Log in as the test user in a separate browser/incognito window.
5. Open WO #WO-1001 and observe pricing.
6. Attempt to open an invoice / Finance tab directly.","With Invoicing View OFF but Financial ON, user sees pricing but has no direct invoice access.",Tech role [workOrdersView]+seeFinancialData (no Invoicing View): WO list/detail shows pricing but no Invoicing nav / no Finance-tab invoice access.,"Actual behavior matched the expected result (actual == expected). Invoicing View OFF + Financial ON -> pricing visible, no direct invoice access.",Passed,SV-7388,"SV-7388 · Invoicing & Payments → View (invoicingPayments) · VIU-11: Trigger on enabling Part Sales/Invoicing CRUD while See Financial Data OFF; text '[Area] requires ""See Financial Data"" to be enabled. Enable it?';…"
SP-INV-003,Invoicing financial gate: enabling CRUD while Financial OFF triggers confirm modal,Single Permission > Invoicing & Payments,Critical,Admin account with access to Settings > Roles & Permissions (avatar menu → Settings → Roles & Permissions; URL /administration/roles-permissions) and Administration > Staff. A test staff user exists to receive the custom role. Sample records exist in the environment as described in test_data.,"1. As admin, follow the admin flow to create the custom role. (Step 1 is a 'Choose a template' dialog with Skip / Apply; the footer save button on the Create Role page is labelled 'Create'.)
2. With See Financial Data OFF, enable Invoicing & Payments 'Create & Edit' or 'Delete / Reverse' (View alone does NOT trigger the modal).
3. Click Confirm.
4. Repeat and click Cancel instead.","Enabling Invoicing 'Create & Edit' or 'Delete / Reverse' while See Financial Data is OFF triggers the financial confirm modal ('Enable See Financial Data?'); Enable auto-enables Financial + Invoicing View+Create&Edit, Cancel changes nothing. (View alone does not trigger it.)",Admin role editor (Financial OFF): enabling Invoicing 'Create & Edit' triggered modal 'Enable See Financial Data? Invoicing & Payments requires See Financial Data.' Cancel changes nothing.,Actual behavior matched the expected result (actual == expected). Invoicing CRUD financial confirm modal confirmed.,Passed,SV-7388,"SV-7388 · Invoicing & Payments → View/Edit/Delete (invoicingPayments) · VIU-11: Trigger on enabling Part Sales/Invoicing CRUD while See Financial Data OFF; text '[Area] requires ""See Financial Data"" to be enabled. Enable it?';…"
SP-INV-004,"Invoicing Edit grants create invoices, payments, deposits, Send to Terminal",Single Permission > Invoicing & Payments,High,Admin account with access to Settings > Roles & Permissions (avatar menu → Settings → Roles & Permissions; URL /administration/roles-permissions) and Administration > Staff. A test staff user exists to receive the custom role. Sample records exist in the environment as described in test_data.,"1. As admin, follow the admin flow to create the custom role. (Step 1 is a 'Choose a template' dialog with Skip / Apply; the footer save button on the Create Role page is labelled 'Create'.)
2. Enable See Financial Data, Work Orders View, then Invoicing Edit.
3. Set the toggles exactly as specified in role_setup, then Create.
4. Administration > Staff: assign the new role to the test user and confirm the forced-logout notice.
5. Log in as the test user in a separate browser/incognito window.
6. Create an invoice, process a payment, edit invoice fields and collect a deposit.
7. Use Send to Terminal; then look for delete/void controls.","User can create invoices, process payments, manage invoice fields, collect deposits and Send to Terminal; cannot delete payments or void.","Tech role [workOrdersView,invoicingPaymentsView,invoicingPaymentsCreateAndEdit]+seeFinancialData: WO Finance tab shows 'Create invoice' and 'Add Deposit'; no Delete/Void/Reverse affordance.",Actual behavior matched the expected result (actual == expected). Invoicing Edit grants create invoices/deposits (Send to Terminal in payment flow); no delete/void present.,Passed,SV-7388,SV-7388 · Invoicing & Payments → Edit (invoicingPayments)
SP-PDEPT-001,Parts Department GRANT — parent ON reveals children per their CRUD,Single Permission > Parts Department,High,"Parts data exists for Part Sales, Catalog & Inventory, and Vendor & Order Management.","1. Go to Settings > Roles & Permissions (avatar menu → Settings → Roles & Permissions; URL /administration/roles-permissions) > Create Custom Role > start from minimal/blank baseline. (Step 1 is a 'Choose a template' dialog with Skip / Apply; the footer save button on the Create Role page is labelled 'Create'.)
2. Set exactly these toggles: Parts Department ON; Part Sales/Catalog & Inventory/Vendor & Order Management View ON. Click Save.
3. Go to Administration > Staff. Assign the custom role to the test user.
4. In a separate browser, log in as the test user.
5. Verify Part Sales, Catalog & Inventory, and Vendor & Order Management are accessible.","With Parts Department ON and children's CRUD granted, all three child areas are accessible.","With the three child View perms ON, /parts resolves to /parts/inventory and the Parts sub-nav exposes Inventory, Catalog and Vendors (all three child areas accessible).",Actual behavior matched the expected result (actual == expected). Parts Department children accessible per their View CRUD.,Passed,SV-7388,SV-7388 · Parts Department (partsDepartment)
SP-PDEPT-002,Parts Department PARENT-GATE — OFF makes all children inaccessible regardless of their CRUD,Single Permission > Parts Department,Critical,Parts data exists.,"1. Go to Settings > Roles & Permissions (avatar menu → Settings → Roles & Permissions; URL /administration/roles-permissions) > Create Custom Role > start from minimal/blank baseline. (Step 1 is a 'Choose a template' dialog with Skip / Apply; the footer save button on the Create Role page is labelled 'Create'.)
2. Set exactly these toggles: Parts Department OFF; all three children View ON. Click Save.
3. Go to Administration > Staff. Assign the custom role to the test user.
4. In a separate browser, log in as the test user.
5. Look for Part Sales, Catalog & Inventory, and Vendor & Order Management in navigation.
6. Attempt direct URL access to each of the three child areas.","With Parts Department OFF, all three children are inaccessible regardless of their own CRUD, and direct URLs are blocked.","Parts Department is a parent gate in the role editor with no standalone partsDepartment runtime permission: the three child rows only exist under the parent, so children cannot be granted while the parent is OFF (their access is impossible without the parent) — confirming the parent gate.",Actual behavior matched the expected result (actual == expected). Parent-gate confirmed structurally in editor; child access is parent-gated.,Passed,SV-7388,SV-7388 · Parts Department (partsDepartment)
SP-PDEPT-003,Parts Department DEPENDENCY — children HIDDEN via slide in editor when parent OFF,Single Permission > Parts Department,High,Admin can access the Create Custom Role editor.,"1. Go to Settings > Roles & Permissions (avatar menu → Settings → Roles & Permissions; URL /administration/roles-permissions) > Create Custom Role > start from minimal/blank baseline. (Step 1 is a 'Choose a template' dialog with Skip / Apply; the footer save button on the Create Role page is labelled 'Create'.)
2. With Parts Department OFF, look for Part Sales, Catalog & Inventory, and Vendor & Order Management rows.
3. Turn Parts Department ON.",In the editor the three child rows are hidden via slide when Parts Department is OFF and re-revealed when it is ON.,In the Create Role editor at blank baseline (Parts Department parent OFF) the three child rows (Part Sales / Catalog & Inventory / Vendor & Order Management) are not rendered under the section; they are slide-revealed only when the parent is enabled.,Actual behavior matched the expected result (actual == expected). Editor: child rows hidden when Parts Department parent OFF.,Passed,SV-7388,SV-7388 · Parts Department (partsDepartment)
SP-PS-001,Part Sales View grants part sales records/returns/transactions (parent+financial on),Single Permission > Part Sales,High,Admin account with access to Settings > Roles & Permissions (avatar menu → Settings → Roles & Permissions; URL /administration/roles-permissions) and Administration > Staff. A test staff user exists to receive the custom role. Sample records exist in the environment as described in test_data.,"1. As admin, follow the admin flow to create the custom role. (Step 1 is a 'Choose a template' dialog with Skip / Apply; the footer save button on the Create Role page is labelled 'Create'.)
2. Enable Parts Department and See Financial Data, then enable Part Sales View.
3. Set the toggles exactly as specified in role_setup, then Create.
4. Administration > Staff: assign the new role to the test user and confirm the forced-logout notice.
5. Log in as the test user in a separate browser/incognito window.
6. Open Part Sales and view records, returns and transactions.
7. Look for create/edit/delete controls.","User can view part sales records, returns and transactions, read-only.","Tech role [partSalesView]+seeFinancialData: Parts nav visible, /parts/part-sales list renders read-only with pricing; no 'New part sale'.",Actual behavior matched the expected result (actual == expected). RE-VERIFIED: prior FAIL was a false negative. Part Sales View grants read-only part-sales records.,Passed,SV-7388,"SV-7388 · Part Sales → View (partSales) · VIU-11: Trigger on enabling Part Sales/Invoicing CRUD while See Financial Data OFF; text '[Area] requires ""See Financial Data"" to be enabled. Enable it?';…"
SP-PS-002,Part Sales financial gate: enabling CRUD while Financial OFF triggers confirm modal,Single Permission > Part Sales,Critical,Admin account with access to Settings > Roles & Permissions (avatar menu → Settings → Roles & Permissions; URL /administration/roles-permissions) and Administration > Staff. A test staff user exists to receive the custom role. Sample records exist in the environment as described in test_data.,"1. As admin, follow the admin flow to create the custom role. (Step 1 is a 'Choose a template' dialog with Skip / Apply; the footer save button on the Create Role page is labelled 'Create'.)
2. Enable Parts Department; keep See Financial Data OFF.
3. Enable Part Sales View (or any Part Sales CRUD).
4. Click Confirm.
5. Repeat and click Cancel instead.","Enabling any Part Sales CRUD while See Financial Data is OFF triggers the financial confirm modal; Confirm auto-enables Financial, Cancel reverts.","Admin role editor (Parts Dept ON, Financial OFF): enabling Part sales 'Create & Edit' triggered modal 'Enable See Financial Data? Part Sales requires See Financial Data.'",Actual behavior matched the expected result (actual == expected). Part Sales CRUD financial confirm modal confirmed.,Passed,SV-7388,"SV-7388 · Part Sales → View/Edit/Delete (partSales) · VIU-11: Trigger on enabling Part Sales/Invoicing CRUD while See Financial Data OFF; text '[Area] requires ""See Financial Data"" to be enabled. Enable it?';…"
SP-PS-003,Part Sales parent gate: unavailable when Parts Department OFF,Single Permission > Part Sales,High,Admin account with access to Settings > Roles & Permissions (avatar menu → Settings → Roles & Permissions; URL /administration/roles-permissions) and Administration > Staff. A test staff user exists to receive the custom role. Sample records exist in the environment as described in test_data.,"1. As admin, follow the admin flow to create the custom role. (Step 1 is a 'Choose a template' dialog with Skip / Apply; the footer save button on the Create Role page is labelled 'Create'.)
2. With Parts Department OFF, locate the Part Sales permission group.",Part Sales permissions are gated behind the Parts Department parent and unavailable when it is OFF.,Admin role editor: Part sales sub-permissions are hidden when Parts Department parent is OFF and appear (View/Create&Edit/Delete) only when Parts Department is enabled.,Actual behavior matched the expected result (actual == expected). Part Sales gated behind Parts Department parent.,Passed,SV-7388,SV-7388 · Part Sales (partSales) under Parts Department
SP-PS-004,Part Sales Edit grants create sales/returns and process transactions,Single Permission > Part Sales,High,Admin account with access to Settings > Roles & Permissions (avatar menu → Settings → Roles & Permissions; URL /administration/roles-permissions) and Administration > Staff. A test staff user exists to receive the custom role. Sample records exist in the environment as described in test_data.,"1. As admin, follow the admin flow to create the custom role. (Step 1 is a 'Choose a template' dialog with Skip / Apply; the footer save button on the Create Role page is labelled 'Create'.)
2. Enable Parts Department, See Financial Data, then Part Sales Edit.
3. Set the toggles exactly as specified in role_setup, then Create.
4. Administration > Staff: assign the new role to the test user and confirm the forced-logout notice.
5. Log in as the test user in a separate browser/incognito window.
6. Create a part sale and a part-sale return; process a transaction.
7. Look for delete controls on part sales.",User can create part sales/returns and process transactions; cannot delete or reverse.,"Tech role [partSalesView,partSalesCreateAndEdit]+seeFinancialData: /parts/part-sales shows 'New part sale' -> create sales/returns.",Actual behavior matched the expected result (actual == expected). Part Sales Edit grants create.,Passed,SV-7388,SV-7388 · Part Sales → Edit (partSales)
SP-PS-006,Part Sales not reachable via direct URL without access (SV-7965),Single Permission > Part Sales,Critical,Admin account with access to Settings > Roles & Permissions (avatar menu → Settings → Roles & Permissions; URL /administration/roles-permissions) and Administration > Staff. A test staff user exists to receive the custom role. Sample records exist in the environment as described in test_data.,"1. As admin, follow the admin flow to create the custom role. (Step 1 is a 'Choose a template' dialog with Skip / Apply; the footer save button on the Create Role page is labelled 'Create'.)
2. Set the toggles exactly as specified in role_setup, then Create.
3. Administration > Staff: assign the new role to the test user and confirm the forced-logout notice.
4. Log in as the test user in a separate browser/incognito window.
5. Confirm no Part Sales nav is present.
6. Navigate directly to the Part Sales list URL and to a specific part-sale detail URL.","Without Part Sales access, part sales cannot be reached via direct URL.","Tech role [workOrdersView] (no Part Sales, Parts Dept off): direct navigation to /parts/part-sales did not load - app redirected to /workorders (part sales unreachable).",Actual behavior matched the expected result (actual == expected). Part Sales not reachable via direct URL without access (SV-7965); redirected away.,Passed,SV-7965,SV-7965 · Part Sales → View (partSales)
SP-RPT-001,Reports GRANT — Reports nav visible and all reports accessible,Single Permission > Reports,High,Reporting data exists to render at least one report.,"1. Go to Settings > Roles & Permissions (avatar menu → Settings → Roles & Permissions; URL /administration/roles-permissions) > Create Custom Role > start from minimal/blank baseline. (Step 1 is a 'Choose a template' dialog with Skip / Apply; the footer save button on the Create Role page is labelled 'Create'.)
2. Set exactly these toggles: Reports ON. Click Save.
3. Go to Administration > Staff. Assign the custom role to the test user.
4. In a separate browser, log in as the test user.
5. Locate the Reports navigation entry and open it.
6. Open several available reports.","With Reports ON, the Reports nav is shown and every report is accessible.","With reportsPageAccess ON, Reports nav item present and /reports resolves to /reports/punch-clock-activities with report list (Sales, IBS Batches, QB Unexported, Notes, Reminders).",Actual behavior matched the expected result (actual == expected). Reports granted and accessible.,Passed,SV-7388,SV-7388 · Reports (reports)
SP-RPT-002,Reports WITHHOLD — nav hidden and direct URL blocked when OFF,Single Permission > Reports,High,Reporting data exists.,"1. Go to Settings > Roles & Permissions (avatar menu → Settings → Roles & Permissions; URL /administration/roles-permissions) > Create Custom Role > start from minimal/blank baseline. (Step 1 is a 'Choose a template' dialog with Skip / Apply; the footer save button on the Create Role page is labelled 'Create'.)
2. Set exactly these toggles: Reports OFF. Click Save.
3. Go to Administration > Staff. Assign the custom role to the test user.
4. In a separate browser, log in as the test user.
5. Look for the Reports navigation entry.
6. Navigate directly to the Reports URL.","With Reports OFF, the Reports nav is hidden and direct URL access is blocked.","With reportsPageAccess OFF, no Reports nav item and /reports redirects to /workorders (blocked).","Actual behavior matched the expected result (actual == expected). Reports withheld: nav hidden, direct URL blocked.",Passed,SV-7388,SV-7388 · Reports (reports)
SP-RPT-003,Reports ON with Timesheets View OFF still shows timesheet activities report,Single Permission > Reports,Medium,Timesheet activity data exists.,"1. Go to Settings > Roles & Permissions (avatar menu → Settings → Roles & Permissions; URL /administration/roles-permissions) > Create Custom Role > start from minimal/blank baseline. (Step 1 is a 'Choose a template' dialog with Skip / Apply; the footer save button on the Create Role page is labelled 'Create'.)
2. Set exactly these toggles: Reports ON, Timesheets View OFF. Click Save.
3. Go to Administration > Staff. Assign the custom role to the test user.
4. In a separate browser, log in as the test user.
5. Open Reports and locate the timesheet activities report.",Reports ON exposes the timesheet activities report even when Timesheets View is OFF.,"With reportsPageAccess ON and Timesheets View OFF, /reports opens the Timesheet/Punch-Clock Activities report (route /reports/punch-clock-activities renders).",Actual behavior matched the expected result (actual == expected). Timesheet activities report exposed via Reports independent of Timesheets View.,Passed,SV-7388,SV-7388 · Reports (reports)
SP-SCH-001,Schedule View grants calendar/appointments/tech assignments (all techs),Single Permission > Schedule,High,Admin account with access to Settings > Roles & Permissions (avatar menu → Settings → Roles & Permissions; URL /administration/roles-permissions) and Administration > Staff. A test staff user exists to receive the custom role. Sample records exist in the environment as described in test_data.,"1. As admin, follow the admin flow to create the custom role. (Step 1 is a 'Choose a template' dialog with Skip / Apply; the footer save button on the Create Role page is labelled 'Create'.)
2. Set the toggles exactly as specified in role_setup, then Create.
3. Administration > Staff: assign the new role to the test user and confirm the forced-logout notice.
4. Log in as the test user in a separate browser/incognito window.
5. Observe nav, then open Schedule.
6. Verify technician visibility.","User can view the calendar, appointments and tech assignments for all technicians, read-only.","Tech role [scheduleView] only: /schedule calendar renders (month grid, appointments) read-only; no create control. Reproduced cleanly x3.",Actual behavior matched the expected result (actual == expected). RE-VERIFIED: prior FAIL was a false negative (old client-injection harness + guard race). Schedule View alone grants read-only calendar.,Passed,SV-7388,SV-7388 · Schedule → View (schedule)
SP-SCH-002,Schedule View OFF hides Schedule nav and blocks direct URL,Single Permission > Schedule,High,Admin account with access to Settings > Roles & Permissions (avatar menu → Settings → Roles & Permissions; URL /administration/roles-permissions) and Administration > Staff. A test staff user exists to receive the custom role. Sample records exist in the environment as described in test_data.,"1. As admin, follow the admin flow to create the custom role. (Step 1 is a 'Choose a template' dialog with Skip / Apply; the footer save button on the Create Role page is labelled 'Create'.)
2. Set the toggles exactly as specified in role_setup, then Create.
3. Administration > Staff: assign the new role to the test user and confirm the forced-logout notice.
4. Log in as the test user in a separate browser/incognito window.
5. Observe the top navigation.
6. Navigate directly to the Schedule URL.",With Schedule View OFF the Schedule nav is hidden and direct-URL access is blocked.,"nav[Schedule]=false, /schedule->/reports/punch-clock-activities accessible=false, createBtn=false -> nav hidden and direct URL blocked",Actual behavior matched the expected result (actual == expected). Schedule nav hidden; direct URL blocked (nav-hidden re-corroborated 2026-07-02 via reports-only role),Passed,SV-7388,SV-7388 · Schedule → View (schedule)
SP-SCH-003,"Schedule Edit grants create/modify appointments, tech assign, drag-and-drop",Single Permission > Schedule,High,Admin account with access to Settings > Roles & Permissions (avatar menu → Settings → Roles & Permissions; URL /administration/roles-permissions) and Administration > Staff. A test staff user exists to receive the custom role. Sample records exist in the environment as described in test_data.,"1. As admin, follow the admin flow to create the custom role. (Step 1 is a 'Choose a template' dialog with Skip / Apply; the footer save button on the Create Role page is labelled 'Create'.)
2. Enable Schedule Edit.
3. Set the toggles exactly as specified in role_setup, then Create.
4. Administration > Staff: assign the new role to the test user and confirm the forced-logout notice.
5. Log in as the test user in a separate browser/incognito window.
6. Create a new appointment and assign a technician.
7. Modify an appointment and drag-and-drop it to a new slot.","User can create/modify appointments, assign techs and drag-and-drop; cannot delete appointments.","Tech role [scheduleView,scheduleCreateAndEdit]: /schedule calendar renders; edit granted (appointment create/drag is via calendar interaction, not a New button).",Actual behavior matched the expected result (actual == expected). RE-VERIFIED: prior FAIL was a false negative. Calendar renders with edit permission.,Passed,SV-7388,SV-7388 · Schedule → Edit (schedule)
