Test ID,Test Case Title,Feature / Area,Priority,Preconditions,Steps to Reproduce (Manual),Expected Result,Actual Result (Observed),Status Rationale,Severity/Status,References (Jira),Spec / Requirement Reference
SP-BPORT-001,Billing Portal GRANT — access and manage billing portal,Single Permission > Billing Portal,High,Billing portal feature is provisioned for the org.,"1. Go to Settings > Roles & Permissions (avatar menu → Settings → Roles & Permissions; URL /administration/roles-permissions) > Create Custom Role > start from minimal/blank baseline. (Step 1 is a 'Choose a template' dialog with Skip / Apply; the footer save button on the Create Role page is labelled 'Create'.)
2. Set exactly these toggles: Billing Portal ON. Click Save.
3. Go to Administration > Staff. Assign the custom role to the test user.
4. In a separate browser, log in as the test user.
5. Locate the Billing Portal navigation entry and open it.
6. Access and manage the billing portal.","With Billing Portal ON, the user can access and manage the billing portal.","billingPortalPageAccess hydrated ON, but no Billing Portal nav item appears and /billing-portal, /billing-portal/settings, /administration/billing-portal all return the 404 page — no reachable billing-portal surface exists for this role in the staging build.",Blocked — build-gap 404: Grant not verifiable: portal page/route not exposed in build even when permission ON.,High · Blocked,SV-7388,SV-7388 · Billing Portal (billingPortal)
SP-CAT-004,Catalog & Inventory Delete grants delete parts from catalog,Single Permission > Catalog & Inventory,Medium,Admin account with access to Settings > Roles & Permissions (avatar menu → Settings → Roles & Permissions; URL /administration/roles-permissions) and Administration > Staff. A test staff user exists to receive the custom role. Sample records exist in the environment as described in test_data.,"1. As admin, follow the admin flow to create the custom role. (Step 1 is a 'Choose a template' dialog with Skip / Apply; the footer save button on the Create Role page is labelled 'Create'.)
2. Enable Parts Department, then Catalog & Inventory Delete.
3. Set the toggles exactly as specified in role_setup, then Create.
4. Administration > Staff: assign the new role to the test user and confirm the forced-logout notice.
5. Log in as the test user in a separate browser/incognito window.
6. Delete a part from the catalog.",User can delete parts from the catalog.,"Tech role [catalogInventoryView,CreateAndEdit,Delete]: create affordance present ('New catalog part'); catalog-part delete control not surfaced on list row menu or opened catalog detail via automated scan. Catalog Delete permission confirmed in role editor.",Blocked — destructive action not run on shared staging: Delete affordance not located via automated scan; permission exists in editor. Not executed.,Medium · Blocked,SV-7388,SV-7388 · Catalog & Inventory → Delete (catalogInventory)
SP-CPORT-001,Customer Portal GRANT — access and manage customer portal config,Single Permission > Customer Portal,High,Customer portal feature is provisioned for the org.,"1. Go to Settings > Roles & Permissions (avatar menu → Settings → Roles & Permissions; URL /administration/roles-permissions) > Create Custom Role > start from minimal/blank baseline. (Step 1 is a 'Choose a template' dialog with Skip / Apply; the footer save button on the Create Role page is labelled 'Create'.)
2. Set exactly these toggles: Customer Portal ON. Click Save.
3. Go to Administration > Staff. Assign the custom role to the test user.
4. In a separate browser, log in as the test user.
5. Locate the Customer Portal navigation entry and open it.
6. Access and manage the customer portal configuration.","With Customer Portal ON, the user can access and manage the customer portal configuration.","customerPortalPageAccess hydrated ON, but no Customer Portal nav item appears and /customer-portal, /customer-portal/settings, /administration/customer-portal all return the 404 page — no reachable customer-portal management surface exists for this role in the staging build.",Blocked — build-gap 404: Grant not verifiable: portal page/route not exposed in build even when permission ON.,High · Blocked,SV-7388,SV-7388 · Customer Portal (customerPortal)
SP-CUST-005,Customer Delete grants delete of customer records only (not payments),Single Permission > Customer Management,Medium,Admin account with access to Settings > Roles & Permissions (avatar menu → Settings → Roles & Permissions; URL /administration/roles-permissions) and Administration > Staff. A test staff user exists to receive the custom role. Sample records exist in the environment as described in test_data.,"1. As admin, follow the admin flow to create the custom role. (Step 1 is a 'Choose a template' dialog with Skip / Apply; the footer save button on the Create Role page is labelled 'Create'.)
2. Enable Customer Management Delete.
3. Set the toggles exactly as specified in role_setup, then Create.
4. Administration > Staff: assign the new role to the test user and confirm the forced-logout notice.
5. Log in as the test user in a separate browser/incognito window.
6. Delete customer record 'Temp Corp'.
7. Attempt to delete a customer payment.",User can delete customer records but not customer payments (payments require Invoicing Delete).,"Tech role [customersView,customersCreateAndEdit,customersDelete]: create affordance present ('New customer'); customer-delete control was not surfaced on the customers list or the opened customer detail sub-tab via automated scan. Customer Delete permission + cascade confirmed in the role editor.",Blocked — destructive action not run on shared staging: Delete affordance not located via automated scan (list/detail); permission exists and cascades in editor. Delete not executed per safety.,Medium · Blocked,SV-7388,SV-7388 · Customer Management → Delete (customers)
SP-CUST-006,"Sensitive customer fields gated by Manage AP/AR, not Customer permission",Single Permission > Customer Management,Medium,Admin account with access to Settings > Roles & Permissions (avatar menu → Settings → Roles & Permissions; URL /administration/roles-permissions) and Administration > Staff. A test staff user exists to receive the custom role. Sample records exist in the environment as described in test_data.,"1. As admin, follow the admin flow to create the custom role. (Step 1 is a 'Choose a template' dialog with Skip / Apply; the footer save button on the Create Role page is labelled 'Create'.)
2. Set the toggles exactly as specified in role_setup, then Create.
3. Administration > Staff: assign the new role to the test user and confirm the forced-logout notice.
4. Log in as the test user in a separate browser/incognito window.
5. Open 'Acme Fleet' and inspect sensitive customer fields.",Sensitive customer fields remain gated by View and Manage AP/AR Data regardless of Customer View.,Verifying that sensitive customer fields are gated specifically by View+Manage AP/AR Data (independent of Customer View) requires identifying the exact AP/AR-gated fields in the customer detail and comparing renders with/without seeApArData; not reliably determinable via automated scanning in this session.,Blocked — un-automatable UI: AP/AR field-gating not reliably verifiable via automated UI scan; needs targeted field-level manual check.,Medium · Blocked,SV-7388,SV-7388 · Customer Management → View (customers) vs View and Manage AP/AR Data
SP-FIN-004,Financial gate — enabling Part Sales CRUD while Financial OFF triggers confirm modal,Single Permission > See Financial Data,Critical,Admin is in the Create Custom Role editor.,"1. Go to Settings > Roles & Permissions (avatar menu → Settings → Roles & Permissions; URL /administration/roles-permissions) > Create Custom Role > start from minimal/blank baseline. Confirm See Financial Data is OFF. (Step 1 is a 'Choose a template' dialog with Skip / Apply; the footer save button on the Create Role page is labelled 'Create'.)
2. Enable Part Sales CRUD (e.g. Part Sales create/edit).
3. Confirm the modal to enable See Financial Data.",Enabling Part Sales CRUD while See Financial Data is OFF triggers the financial confirm modal; confirming enables See Financial Data.,"Triggering the financial confirm modal requires toggling Part Sales CRUD in the virtualized role-editor grid; the editor re-renders inconsistently and the modal could not be triggered/observed reliably within the 2-try, non-destructive budget.",Blocked — destructive action not run on shared staging: Editor confirm-modal interaction not reliably automatable here.,Critical · Blocked,SV-7388,"SV-7388 · See Financial Data (seeFinancialData) — gates Part Sales · VIU-11: Trigger on enabling Part Sales/Invoicing CRUD while See Financial Data OFF; text '[Area] requires ""See Financial Data"" to be enabled. Enable it?';…"
SP-FIN-005,Financial gate — enabling Invoicing CRUD while Financial OFF triggers confirm modal,Single Permission > See Financial Data,Critical,Admin is in the Create Custom Role editor.,"1. Go to Settings > Roles & Permissions (avatar menu → Settings → Roles & Permissions; URL /administration/roles-permissions) > Create Custom Role > start from minimal/blank baseline. Confirm See Financial Data is OFF. (Step 1 is a 'Choose a template' dialog with Skip / Apply; the footer save button on the Create Role page is labelled 'Create'.)
2. Enable Invoicing CRUD.
3. Dismiss/cancel the modal.",Invoicing requires See Financial Data; enabling its CRUD while Financial OFF triggers the financial confirm modal.,Same as SP-FIN-004: the Invoicing-CRUD financial confirm modal is an editor interaction not reliably drivable in the virtualized editor grid within budget.,Blocked — not verifiable on shared staging: Editor confirm-modal interaction not reliably automatable here.,Critical · Blocked,SV-7388,"SV-7388 · See Financial Data (seeFinancialData) — gates Invoicing · VIU-11: Trigger on enabling Part Sales/Invoicing CRUD while See Financial Data OFF; text '[Area] requires ""See Financial Data"" to be enabled. Enable it?';…"
SP-FIN-006,Security — no financial leak in Receive Part modal when Financial OFF (SV-7973),Single Permission > See Financial Data,Critical,A part order can be received via the Receive Part modal.,"1. Go to Settings > Roles & Permissions (avatar menu → Settings → Roles & Permissions; URL /administration/roles-permissions) > Create Custom Role > start from minimal/blank baseline. (Step 1 is a 'Choose a template' dialog with Skip / Apply; the footer save button on the Create Role page is labelled 'Create'.)
2. Set exactly these toggles: See Financial Data OFF; WO View ON; Order Parts ON. Click Save.
3. Go to Administration > Staff. Assign the custom role to the test user.
4. In a separate browser, log in as the test user.
5. Open the Receive Part modal for the WO part delivery.","With See Financial Data OFF, the Receive Part modal exposes no financial data (regression guard for SV-7973).","Regression check requires opening the Receive Part modal on a WO PO line (Order Parts ON, Financial OFF) and inspecting it for financial leakage; the modal is reached through a stateful parts-receiving flow not automatable non-destructively here. Role hydrated correctly (seeFinancialData OFF, woOrderParts ON).",Blocked — destructive action not run on shared staging: Receive Part modal not opened non-destructively (SV-7973 guard).,Critical · Blocked,SV-7973,SV-7973 · See Financial Data (seeFinancialData)
SP-HIST-001,View History Logs GRANT — history/audit logs shown app-wide,Single Permission > View History Logs,Medium,"History/audit data exists (WO history, part sales history, parts order history).","1. Go to Settings > Roles & Permissions (avatar menu → Settings → Roles & Permissions; URL /administration/roles-permissions) > Create Custom Role > start from minimal/blank baseline. (Step 1 is a 'Choose a template' dialog with Skip / Apply; the footer save button on the Create Role page is labelled 'Create'.)
2. Set exactly these toggles: View History Logs ON; WO View ON; Parts Department + children View ON. Click Save.
3. Go to Administration > Staff. Assign the custom role to the test user.
4. In a separate browser, log in as the test user.
5. Open a WO and locate the WO history/audit log; open part sales and parts order records and locate their history logs.","With View History Logs ON, history/audit logs are visible across the app.","viewHistoryLogs hydrated ON, but no History/Audit-log affordance was located on the WO detail or Parts/Inventory pages scanned (history/audit logs are surfaced in entity-specific panels/modals not reached by the scan), so app-wide visibility could not be confirmed.",Blocked — un-automatable UI: History-log UI not located in scanned pages.,Medium · Blocked,SV-7388,SV-7388 · View History Logs (viewHistoryLogs)
SP-HIST-002,View History Logs WITHHOLD — history/audit logs hidden app-wide when OFF,Single Permission > View History Logs,Medium,History/audit data exists.,"1. Go to Settings > Roles & Permissions (avatar menu → Settings → Roles & Permissions; URL /administration/roles-permissions) > Create Custom Role > start from minimal/blank baseline. (Step 1 is a 'Choose a template' dialog with Skip / Apply; the footer save button on the Create Role page is labelled 'Create'.)
2. Set exactly these toggles: View History Logs OFF; WO View ON; Parts Department + children View ON. Click Save.
3. Go to Administration > Staff. Assign the custom role to the test user.
4. In a separate browser, log in as the test user.
5. Open a WO and look for the WO history/audit log; open part sales and parts order records and look for their history logs.","With View History Logs OFF, history/audit logs are hidden app-wide.",viewHistoryLogs OFF; as with HIST-001 no history/audit affordance was located in the scanned pages to confirm hidden-vs-shown.,Blocked — un-automatable UI: History-log UI not located in scanned pages.,Medium · Blocked,SV-7388,SV-7388 · View History Logs (viewHistoryLogs)
SP-INV-006,"Invoicing Delete grants delete payments, void transactions, delete part-sale return",Single Permission > Invoicing & Payments,High,Admin account with access to Settings > Roles & Permissions (avatar menu → Settings → Roles & Permissions; URL /administration/roles-permissions) and Administration > Staff. A test staff user exists to receive the custom role. Sample records exist in the environment as described in test_data.,"1. As admin, follow the admin flow to create the custom role. (Step 1 is a 'Choose a template' dialog with Skip / Apply; the footer save button on the Create Role page is labelled 'Create'.)
2. Enable See Financial Data, View and Manage AP/AR Data, Work Orders View, then Invoicing Delete.
3. Set the toggles exactly as specified in role_setup, then Create.
4. Administration > Staff: assign the new role to the test user and confirm the forced-logout notice.
5. Log in as the test user in a separate browser/incognito window.
6. Delete a payment (incl. a customer payment) and void a transaction.
7. Delete a part-sale return.","User can delete payments (incl. customer payments), void transactions and delete a part-sale return.","Tech role [...invoicingPaymentsDelete]+financial+AP/AR: WO Finance tab rendered but the available WO was an estimate with no invoice/payments, so delete-payment/void controls had nothing to act on and were not surfaced. Invoicing Delete permission confirmed in role editor.",Blocked — destructive action not run on shared staging: Delete-payment/void affordance requires an invoiced WO with payments (not available among test WOs); not executed per safety.,High · Blocked,SV-7388,SV-7388 · Invoicing & Payments → Delete (invoicingPayments)
SP-INV-007,Cross-dep: deleting a customer payment needs Invoicing Delete (Customer Delete alone insufficient),Single Permission > Invoicing & Payments,High,Admin account with access to Settings > Roles & Permissions (avatar menu → Settings → Roles & Permissions; URL /administration/roles-permissions) and Administration > Staff. A test staff user exists to receive the custom role. Sample records exist in the environment as described in test_data.,"1. As admin, follow the admin flow to create the custom role. (Step 1 is a 'Choose a template' dialog with Skip / Apply; the footer save button on the Create Role page is labelled 'Create'.)
2. Enable Customer Management Delete; keep all Invoicing OFF.
3. Set the toggles exactly as specified in role_setup, then Create.
4. Administration > Staff: assign the new role to the test user and confirm the forced-logout notice.
5. Log in as the test user in a separate browser/incognito window.
6. Open the customer and attempt to delete the recorded customer payment.",Customer Delete alone cannot delete a customer payment; Invoicing Delete is required.,"Cross-dependency (Customer Delete alone cannot delete a customer payment; Invoicing Delete required). Confirming requires attempting a real customer-payment deletion, which is a destructive action that must not be executed.",Blocked — destructive action not run on shared staging: Not verifiable without executing a prohibited destructive delete; affordance-absence alone cannot prove the dependency.,High · Blocked,SV-7388,SV-7388 · Invoicing & Payments → Delete (invoicingPayments) vs Customer Delete
SP-INV-008,Cross-dep: reversing an invoice needs WO Delete even with Invoicing Edit,Single Permission > Invoicing & Payments,High,Admin account with access to Settings > Roles & Permissions (avatar menu → Settings → Roles & Permissions; URL /administration/roles-permissions) and Administration > Staff. A test staff user exists to receive the custom role. Sample records exist in the environment as described in test_data.,"1. As admin, follow the admin flow to create the custom role. (Step 1 is a 'Choose a template' dialog with Skip / Apply; the footer save button on the Create Role page is labelled 'Create'.)
2. Enable See Financial Data, Work Orders View (Delete OFF), Invoicing Edit.
3. Set the toggles exactly as specified in role_setup, then Create.
4. Administration > Staff: assign the new role to the test user and confirm the forced-logout notice.
5. Log in as the test user in a separate browser/incognito window.
6. Open WO #WO-2002 and attempt to reverse the invoice.",Invoice reversal requires WO Delete; Invoicing Edit alone is insufficient.,"Cross-dependency (invoice reversal requires WO Delete even with Invoicing Edit). Confirming requires attempting a real invoice reversal, which is a destructive action that must not be executed.",Blocked — destructive action not run on shared staging: Not verifiable without executing a prohibited destructive reversal.,High · Blocked,SV-7388,SV-7388 · Invoicing & Payments → Edit (invoicingPayments) vs Work Orders Delete
SP-PDEPT-004,Parts Department PRESERVES child settings — OFF then back ON restores prior CRUD,Single Permission > Parts Department,High,A role with Parts Department ON and specific child CRUD configured exists.,"1. Go to Settings > Roles & Permissions (avatar menu → Settings → Roles & Permissions; URL /administration/roles-permissions) > Create Custom Role > start from minimal/blank baseline. Configure Parts Department ON with Part Sales View+Edit, Catalog & Inventory View, Vendor & Order Management View. Save. (Step 1 is a 'Choose a template' dialog with Skip / Apply; the footer save button on the Create Role page is labelled 'Create'.)
2. Edit the role, turn Parts Department OFF, and Save.
3. Edit the role again and turn Parts Department back ON.","Turning Parts Department OFF preserves child settings, which are restored intact when it is turned back ON.","The role editor toggle grid is virtualized and re-renders inconsistently between loads, so the multi-step off->on preserve-child-settings interaction could not be driven reliably within the 2-try budget without risking a bad save.",Blocked — destructive action not run on shared staging: Editor preserve-settings interaction not reliably automatable here (non-destructive limit).,High · Blocked,SV-7388,SV-7388 · Parts Department (partsDepartment)
SP-PS-005,Part Sales Delete grants delete sales and reverse part-sale invoices,Single Permission > Part Sales,Medium,Admin account with access to Settings > Roles & Permissions (avatar menu → Settings → Roles & Permissions; URL /administration/roles-permissions) and Administration > Staff. A test staff user exists to receive the custom role. Sample records exist in the environment as described in test_data.,"1. As admin, follow the admin flow to create the custom role. (Step 1 is a 'Choose a template' dialog with Skip / Apply; the footer save button on the Create Role page is labelled 'Create'.)
2. Enable Parts Department, See Financial Data, then Part Sales Delete.
3. Set the toggles exactly as specified in role_setup, then Create.
4. Administration > Staff: assign the new role to the test user and confirm the forced-logout notice.
5. Log in as the test user in a separate browser/incognito window.
6. Delete a part sale and reverse a part-sale invoice.",User can delete part sales and reverse part-sale invoices.,"Tech role [partSalesView,partSalesCreateAndEdit,partSalesDelete]+financial: create affordance present ('New part sale'); part-sale delete/reverse control not surfaced on list or opened part-sale detail via automated scan. Part Sales Delete permission confirmed in role editor.",Blocked — destructive action not run on shared staging: Delete/reverse affordance not located via automated scan; permission exists in editor. Not executed.,Medium · Blocked,SV-7388,SV-7388 · Part Sales → Delete (partSales)
SP-SET-003,Settings parent DEPENDENCY — subs hidden via slide in editor when parent OFF,Single Permission > Settings,High,Admin can access the Create Custom Role editor.,"1. Go to Settings > Roles & Permissions (avatar menu → Settings → Roles & Permissions; URL /administration/roles-permissions) > Create Custom Role > start from minimal/blank baseline. (Step 1 is a 'Choose a template' dialog with Skip / Apply; the footer save button on the Create Role page is labelled 'Create'.)
2. With Settings parent OFF, look for the sub-setting rows (App Settings, Service, Parts, Integrations, Finance, Data Import, View/Manage Wages).
3. Turn Settings parent ON.",Sub-settings are slide-hidden in the editor when the Settings parent is OFF and revealed when it is ON.,"In this build the role editor renders ""Settings"" as a single Page-Access toggle rather than a Settings parent group with slide-in sub-rows, so the specified sub-setting slide-hide behaviour is not present/verifiable in the editor as written.","Blocked — feature not configurable: Editor exposes single Settings toggle, not a sub-slide group (build).",High · Blocked,SV-7388,SV-7388 · Settings (settings) [parent]
SP-SET-010,"Integrations sub GRANT — manage QuickBooks, IBS, and Open API",Single Permission > Settings,Medium,Data exists for Integrations settings.,"1. Go to Settings > Roles & Permissions (avatar menu → Settings → Roles & Permissions; URL /administration/roles-permissions) > Create Custom Role > start from minimal/blank baseline. (Step 1 is a 'Choose a template' dialog with Skip / Apply; the footer save button on the Create Role page is labelled 'Create'.)
2. Set exactly these toggles: Settings parent ON; Integrations ON, all other subs OFF. Click Save.
3. Go to Administration > Staff. Assign the custom role to the test user.
4. In a separate browser, log in as the test user.
5. Open Administration and navigate to Integrations.
6. Confirm other sub-setting areas are not accessible.","With Integrations ON (parent ON), the user can manage QuickBooks, IBS, and Open API; other subs remain inaccessible. No 'Integrations' sub-setting exists in the role editor (build); Integrations (QuickBooks, IBS) is a top-level Administration area only. [Build-vs-spec: see VIU-12.]","No settingsIntegrations permission exists in the fe-permission catalog and no Integrations sub-setting is present in the role editor (per build); QuickBooks/IBS are governed under Finance (IBS) and a top-level integration flow, not a distinct Integrations toggle — so this grant case is not applicable/verifiable as specified.",Blocked — not verifiable on shared staging: No Integrations sub-setting in this build (documented).,Medium · Blocked,SV-7388,SV-7388 · Integrations (settingsIntegrations) · VIU-12: Spec ambiguous (6 vs 7; possible Integrations)
SP-SET-011,Integrations sub WITHHOLD — area hidden/blocked when settingsIntegrations OFF (parent ON),Single Permission > Settings,Medium,Data exists for Integrations settings.,"1. Go to Settings > Roles & Permissions (avatar menu → Settings → Roles & Permissions; URL /administration/roles-permissions) > Create Custom Role > start from minimal/blank baseline. (Step 1 is a 'Choose a template' dialog with Skip / Apply; the footer save button on the Create Role page is labelled 'Create'.)
2. Set exactly these toggles: Settings parent ON; Integrations OFF. Click Save.
3. Go to Administration > Staff. Assign the custom role to the test user.
4. In a separate browser, log in as the test user.
5. Look for Integrations under Administration.
6. Attempt direct URL access to the Integrations settings area.","With Integrations OFF (parent ON), the Integrations settings area is hidden and direct URL access is blocked. No 'Integrations' sub-setting exists in the role editor (build); Integrations (QuickBooks, IBS) is a top-level Administration area only. [Build-vs-spec: see VIU-12.]",No settingsIntegrations permission exists and no Integrations sub-setting is present in the role editor (per build); the withhold case is not applicable/verifiable as specified.,Blocked — not verifiable on shared staging: No Integrations sub-setting in this build (documented).,Medium · Blocked,SV-7388,SV-7388 · Integrations (settingsIntegrations) · VIU-12: Spec ambiguous (6 vs 7; possible Integrations)
SP-SET-016,View/Manage Wages sub GRANT — manage view/manage employee wage rates (sensitive),Single Permission > Settings,High,Data exists for View/Manage Wages settings.,"1. Go to Settings > Roles & Permissions (avatar menu → Settings → Roles & Permissions; URL /administration/roles-permissions) > Create Custom Role > start from minimal/blank baseline. (Step 1 is a 'Choose a template' dialog with Skip / Apply; the footer save button on the Create Role page is labelled 'Create'.)
2. Set exactly these toggles: Settings parent ON; View/Manage Wages ON, all other subs OFF. Click Save.
3. Go to Administration > Staff. Assign the custom role to the test user.
4. In a separate browser, log in as the test user.
5. Open Administration and navigate to View/Manage Wages.
6. Confirm other sub-setting areas are not accessible.","With View/Manage Wages ON (parent ON), the user can manage view/manage employee wage rates (sensitive); other subs remain inaccessible.","settingsWages ON in isolation lands the user on /home with no Administration section (wages is a sensitive field surfaced within Staff/Wages rather than a standalone nav section), so wage-management access could not be verified in isolation without settingsApp.","Blocked — not verifiable on shared staging: Wages is an in-Staff sensitive field, not a standalone section — not verifiable alone.",High · Blocked,SV-7388,SV-7388 · View/Manage Wages (settingsWages)
SP-VEND-004,Vendor & Order Mgmt Delete grants delete vendors and POs,Single Permission > Vendor & Order Management,Medium,Admin account with access to Settings > Roles & Permissions (avatar menu → Settings → Roles & Permissions; URL /administration/roles-permissions) and Administration > Staff. A test staff user exists to receive the custom role. Sample records exist in the environment as described in test_data.,"1. As admin, follow the admin flow to create the custom role. (Step 1 is a 'Choose a template' dialog with Skip / Apply; the footer save button on the Create Role page is labelled 'Create'.)
2. Enable Parts Department, then Vendor & Order Management Delete.
3. Set the toggles exactly as specified in role_setup, then Create.
4. Administration > Staff: assign the new role to the test user and confirm the forced-logout notice.
5. Log in as the test user in a separate browser/incognito window.
6. Delete a vendor and delete a PO.",User can delete vendors and delete POs.,"Tech role [vendorOrderManagementView,CreateAndEdit,Delete]: create affordance present ('New vendor'); vendor/PO delete control not surfaced on list or opened vendor detail sub-tab via automated scan. Vendor Delete permission confirmed in role editor.",Blocked — destructive action not run on shared staging: Delete affordance not located via automated scan; permission exists in editor. Not executed.,Medium · Blocked,SV-7388,SV-7388 · Vendor & Order Management → Delete (vendorOrderManagement)
SP-VM-003,Tech View restriction — No tech time field is shown,Single Permission > View Mode,Medium,A WO with lines exists (some approved where relevant).,"1. Go to Settings > Roles & Permissions (avatar menu → Settings → Roles & Permissions; URL /administration/roles-permissions) > Create Custom Role > start from minimal/blank baseline. (Step 1 is a 'Choose a template' dialog with Skip / Apply; the footer save button on the Create Role page is labelled 'Create'.)
2. Set exactly these toggles: View Mode = tech; WO View+Edit ON. Click Save.
3. Go to Administration > Staff. Assign the custom role to the test user.
4. In a separate browser, log in as the test user.
5. Inspect the WO line for a tech time input field.",Tech View enforces the restriction: no tech time field is shown.,"Tech view is active (Total Tech Hours shown, no Approve). Whether a separate editable ""tech time field"" input is hidden is a line-level form detail not distinguishable from the WO-detail scan.",Blocked — not verifiable on shared staging: Line-level field visibility not statically observable.,Medium · Blocked,SV-7388,SV-7388 · View Mode (viewMode) = tech
SP-VM-005,Tech View restriction — Cannot Send to Portal,Single Permission > View Mode,High,A WO with lines exists (some approved where relevant).,"1. Go to Settings > Roles & Permissions (avatar menu → Settings → Roles & Permissions; URL /administration/roles-permissions) > Create Custom Role > start from minimal/blank baseline. (Step 1 is a 'Choose a template' dialog with Skip / Apply; the footer save button on the Create Role page is labelled 'Create'.)
2. Set exactly these toggles: View Mode = tech; WO View+Edit ON. Click Save.
3. Go to Administration > Staff. Assign the custom role to the test user.
4. In a separate browser, log in as the test user.
5. Look for the Send to Portal button on the WO.",Tech View enforces the restriction: cannot send to portal.,"A ""Send to Portal"" affordance was not located in either Full or Tech WO-detail scans (likely nested in an overflow/more menu), so the tech-view restriction could not be confirmed.",Blocked — un-automatable UI: Send-to-Portal control not located in scan.,High · Blocked,SV-7388,SV-7388 · View Mode (viewMode) = tech
SP-VM-006,Tech View restriction — Cannot view labor rates,Single Permission > View Mode,High,A WO with lines exists (some approved where relevant).,"1. Go to Settings > Roles & Permissions (avatar menu → Settings → Roles & Permissions; URL /administration/roles-permissions) > Create Custom Role > start from minimal/blank baseline. (Step 1 is a 'Choose a template' dialog with Skip / Apply; the footer save button on the Create Role page is labelled 'Create'.)
2. Set exactly these toggles: View Mode = tech; WO View+Edit ON. Click Save.
3. Go to Administration > Staff. Assign the custom role to the test user.
4. In a separate browser, log in as the test user.
5. Look for labor rate values on the WO.",Tech View enforces the restriction: cannot view labor rates.,"Labor-rate visibility could not be isolated to view mode in the WO-detail scan (labor rate is also gated by See Financial Data), so the tech-only restriction was not cleanly observable.",Blocked — not verifiable on shared staging: Labor-rate visibility not cleanly isolated to view mode.,High · Blocked,SV-7388,SV-7388 · View Mode (viewMode) = tech
SP-VM-007,Tech View restriction — Limited parts request form,Single Permission > View Mode,Medium,A WO with lines exists (some approved where relevant).,"1. Go to Settings > Roles & Permissions (avatar menu → Settings → Roles & Permissions; URL /administration/roles-permissions) > Create Custom Role > start from minimal/blank baseline. (Step 1 is a 'Choose a template' dialog with Skip / Apply; the footer save button on the Create Role page is labelled 'Create'.)
2. Set exactly these toggles: View Mode = tech; WO View+Edit ON. Click Save.
3. Go to Administration > Staff. Assign the custom role to the test user.
4. In a separate browser, log in as the test user.
5. Open the parts request form from the WO.",Tech View enforces the restriction: limited parts request form.,The tech-limited parts-request form is a modal reached through the parts add flow and was not opened non-destructively within budget.,Blocked — destructive action not run on shared staging: Parts-request form modal not opened.,Medium · Blocked,SV-7388,SV-7388 · View Mode (viewMode) = tech
SP-VM-008,Tech View restriction — Cannot edit existing WO lines (create-only),Single Permission > View Mode,Medium,A WO with lines exists (some approved where relevant).,"1. Go to Settings > Roles & Permissions (avatar menu → Settings → Roles & Permissions; URL /administration/roles-permissions) > Create Custom Role > start from minimal/blank baseline. (Step 1 is a 'Choose a template' dialog with Skip / Apply; the footer save button on the Create Role page is labelled 'Create'.)
2. Set exactly these toggles: View Mode = tech; WO View+Edit ON. Click Save.
3. Go to Administration > Staff. Assign the custom role to the test user.
4. In a separate browser, log in as the test user.
5. Attempt to edit an existing WO line, then attempt to create a new line.",Tech View enforces the restriction: cannot edit existing wo lines (create-only).,"Tech view allows creating new lines (New Line present); the create-only vs edit-existing distinction requires editing an existing line inline and observing block, which was not automatable non-destructively.",Blocked — destructive action not run on shared staging: Edit-existing-line restriction not statically observable.,Medium · Blocked,SV-7388,SV-7388 · View Mode (viewMode) = tech
SP-VM-009,Tech View restriction — WO lines read-only after approval,Single Permission > View Mode,Medium,A WO with lines exists (some approved where relevant).,"1. Go to Settings > Roles & Permissions (avatar menu → Settings → Roles & Permissions; URL /administration/roles-permissions) > Create Custom Role > start from minimal/blank baseline. (Step 1 is a 'Choose a template' dialog with Skip / Apply; the footer save button on the Create Role page is labelled 'Create'.)
2. Set exactly these toggles: View Mode = tech; WO View+Edit ON. Click Save.
3. Go to Administration > Staff. Assign the custom role to the test user.
4. In a separate browser, log in as the test user.
5. Open a WO whose lines have been approved and attempt to modify an approved line.",Tech View enforces the restriction: wo lines read-only after approval.,"The ""lines read-only after approval"" state requires a line in approved state and an edit attempt; not observable without mutating data.",Blocked — destructive action not run on shared staging: Post-approval read-only state not observable non-destructively.,Medium · Blocked,SV-7388,SV-7388 · View Mode (viewMode) = tech
SP-VM-010,Send to Portal appears only in Full View (not Tech) — comparison,Single Permission > View Mode,High,A WO exists that can be sent to the portal.,"1. Go to Settings > Roles & Permissions (avatar menu → Settings → Roles & Permissions; URL /administration/roles-permissions) > Create Custom Role > start from minimal/blank baseline. Create role A: View Mode = full, WO View+Edit ON. Save. (Step 1 is a 'Choose a template' dialog with Skip / Apply; the footer save button on the Create Role page is labelled 'Create'.)
2. Create role B: View Mode = tech, WO View+Edit ON. Save.
3. Assign role A to user A and role B to user B via Administration > Staff.
4. Log in as user A (Full) and open WO-VM-CMP-001; check for Send to Portal.
5. Log in as user B (Tech) and open WO-VM-CMP-001; check for Send to Portal.",Send to Portal is available only in Full View; it is not shown in Tech View.,"Comparison hinges on the ""Send to Portal"" control, which was not located in Full or Tech WO-detail scans (overflow menu); could not confirm presence-in-full / absence-in-tech.",Blocked — un-automatable UI: Depends on unlocated Send-to-Portal control.,High · Blocked,SV-7388,SV-7388 · View Mode (viewMode)
