case_id,class_full,severity,project,section,field,history_evidence,damaged_by,damaged_on,field_format,title,url
C43811,SUSPECT-LOW,LOW,Schedule,Reassignment and Context Menu,Expected,SEPARATORS-LOST,Vladimir Tomovic (FOREIGN),2026-08-18,markdown,The empty-cell menu's first item Assign work order schedules an existing order,https://shopview.testrail.io/index.php?/cases/view/43811
C30057,FLATTENED,,Schedule,"Deletion, Series Scopes and Undo",Expected,SEPARATORS-LOST,Bilal Muzamil (US),2026-08-20,markdown,Deleting a middle shift of a series offers all three scope options,https://shopview.testrail.io/index.php?/cases/view/30057
C30066,FLATTENED,,Schedule,Keyboard Interactions,Expected,SEPARATORS-LOST,Bilal Muzamil (US),2026-08-20,markdown,"Escape closes the topmost open modal or popover, following the stacking order",https://shopview.testrail.io/index.php?/cases/view/30066
C30071,FLATTENED,,Schedule,Color System,Expected,SEPARATORS-LOST,Bilal Muzamil (US),2026-08-20,markdown,"Blue is the default color for all shifts, including long and multi-week jobs",https://shopview.testrail.io/index.php?/cases/view/30071
C38847,SUSPECT-LOW,LOW,Schedule,Working Hours Settings,Expected,SEPARATORS-LOST,Vladimir Tomovic (FOREIGN),2026-08-18,markdown,Business-hours toggle reveals a per-day (Mon-Sun) From-To editor,https://shopview.testrail.io/index.php?/cases/view/38847
C38848,SUSPECT-LOW,LOW,Schedule,Working Hours Settings,Expected,SEPARATORS-LOST,Vladimir Tomovic (FOREIGN),2026-08-18,markdown,"Edit Staff has a 'Set working hours for this technician' toggle, off by default",https://shopview.testrail.io/index.php?/cases/view/38848
C38849,SUSPECT-LOW,LOW,Schedule,Working Hours Settings,Expected,SEPARATORS-LOST,Vladimir Tomovic (FOREIGN),2026-08-18,markdown,A technician with no custom hours inherits the shop business hours,https://shopview.testrail.io/index.php?/cases/view/38849
C38850,SUSPECT-LOW,LOW,Schedule,Working Hours Settings,Expected,SEPARATORS-LOST,Vladimir Tomovic (FOREIGN),2026-08-18,markdown,"'Add Hours' appends a removable second range for split shifts, starting empty",https://shopview.testrail.io/index.php?/cases/view/38850
C38872,FLATTENED,,Schedule,API — Schedule,Expected,SEPARATORS-LOST,Bilal Muzamil (US),2026-08-20,markdown,API - Schedule reads need View; writes need Edit; deletes need Delete (403),https://shopview.testrail.io/index.php?/cases/view/38872
C22179,LEGACY-TERSE (not damage),,Other / unlisted,Bin Location Administration,Steps,FIELD-NEVER-EDITED,n/a (body as originally authored),,,Bins navigation opens Bin Locations page,https://shopview.testrail.io/index.php?/cases/view/22179
C22180,LEGACY-TERSE (not damage),,Other / unlisted,Bin Location Administration,Steps,FIELD-NEVER-EDITED,n/a (body as originally authored),,,Bin Locations table columns display,https://shopview.testrail.io/index.php?/cases/view/22180
C22181,LEGACY-TERSE (not damage),,Other / unlisted,Bin Location Administration,Steps,FIELD-NEVER-EDITED,n/a (body as originally authored),,,General Storage default bin visible,https://shopview.testrail.io/index.php?/cases/view/22181
C22182,LEGACY-TERSE (not damage),,Other / unlisted,Bin Location Administration,Steps,FIELD-NEVER-EDITED,n/a (body as originally authored),,,General Storage default bin cannot be deleted,https://shopview.testrail.io/index.php?/cases/view/22182
C22183,LEGACY-TERSE (not damage),,Other / unlisted,Bin Location Administration,Steps,FIELD-NEVER-EDITED,n/a (body as originally authored),,,General Storage default bin name can be edited,https://shopview.testrail.io/index.php?/cases/view/22183
C22184,LEGACY-TERSE (not damage),,Other / unlisted,Bin Location Administration,Steps,FIELD-NEVER-EDITED,n/a (body as originally authored),,,Search filters bin locations by name,https://shopview.testrail.io/index.php?/cases/view/22184
C22185,LEGACY-TERSE (not damage),,Other / unlisted,Bin Location Administration,Steps,FIELD-NEVER-EDITED,n/a (body as originally authored),,,Create bin location with valid name,https://shopview.testrail.io/index.php?/cases/view/22185
C22186,LEGACY-TERSE (not damage),,Other / unlisted,Bin Location Administration,Steps,FIELD-NEVER-EDITED,n/a (body as originally authored),,,Cancel create bin location,https://shopview.testrail.io/index.php?/cases/view/22186
C22187,LEGACY-TERSE (not damage),,Other / unlisted,Bin Location Administration,Steps,FIELD-NEVER-EDITED,n/a (body as originally authored),,,Validate required bin name,https://shopview.testrail.io/index.php?/cases/view/22187
C22188,LEGACY-TERSE (not damage),,Other / unlisted,Bin Location Administration,Steps,FIELD-NEVER-EDITED,n/a (body as originally authored),,,Validate bin name minimum and maximum length,https://shopview.testrail.io/index.php?/cases/view/22188
C22190,LEGACY-TERSE (not damage),,Other / unlisted,Bin Location Administration,Steps,FIELD-NEVER-EDITED,n/a (body as originally authored),,,Validate duplicate bin name,https://shopview.testrail.io/index.php?/cases/view/22190
C22191,LEGACY-TERSE (not damage),,Other / unlisted,Bin Location Administration,Steps,FIELD-NEVER-EDITED,n/a (body as originally authored),,,Bin is saved at location level,https://shopview.testrail.io/index.php?/cases/view/22191
C22193,LEGACY-TERSE (not damage),,Other / unlisted,Bin Location Administration,Steps,FIELD-NEVER-EDITED,n/a (body as originally authored),,,Cancel edit bin location,https://shopview.testrail.io/index.php?/cases/view/22193
C22196,LEGACY-TERSE (not damage),,Other / unlisted,Bin Location Administration,Steps,FIELD-NEVER-EDITED,n/a (body as originally authored),,,Inventory parts count links to filtered inventory,https://shopview.testrail.io/index.php?/cases/view/22196
C22197,LEGACY-TERSE (not damage),,Other / unlisted,Bin Location Administration,Steps,FIELD-NEVER-EDITED,n/a (body as originally authored),,,Sort bin locations by name,https://shopview.testrail.io/index.php?/cases/view/22197
C22198,LEGACY-TERSE (not damage),,Other / unlisted,Bin Location Administration,Steps,FIELD-NEVER-EDITED,n/a (body as originally authored),,,Sort bin locations by inventory parts count,https://shopview.testrail.io/index.php?/cases/view/22198
C22200,LEGACY-TERSE (not damage),,Other / unlisted,Inventory Page and Bin Locations,Steps,FIELD-NEVER-EDITED,n/a (body as originally authored),,,Inventory table has Bin Location / Quantity column,https://shopview.testrail.io/index.php?/cases/view/22200
C22201,LEGACY-TERSE (not damage),,Other / unlisted,Inventory Page and Bin Locations,Steps,FIELD-NEVER-EDITED,n/a (body as originally authored),,,Part with one bin shows bin and quantity,https://shopview.testrail.io/index.php?/cases/view/22201
C22202,LEGACY-TERSE (not damage),,Other / unlisted,Inventory Page and Bin Locations,Steps,FIELD-NEVER-EDITED,n/a (body as originally authored),,,Part with two bins shows both bins,https://shopview.testrail.io/index.php?/cases/view/22202
C22203,LEGACY-TERSE (not damage),,Other / unlisted,Inventory Page and Bin Locations,Steps,FIELD-NEVER-EDITED,n/a (body as originally authored),,,Long bin name is truncated with tooltip,https://shopview.testrail.io/index.php?/cases/view/22203
C22204,LEGACY-TERSE (not damage),,Other / unlisted,Inventory Page and Bin Locations,Steps,FIELD-NEVER-EDITED,n/a (body as originally authored),,,Part with more than two bins shows +N indicator,https://shopview.testrail.io/index.php?/cases/view/22204
C22205,LEGACY-TERSE (not damage),,Other / unlisted,Inventory Page and Bin Locations,Steps,FIELD-NEVER-EDITED,n/a (body as originally authored),,,Expand row with +N indicator,https://shopview.testrail.io/index.php?/cases/view/22205
C22206,LEGACY-TERSE (not damage),,Other / unlisted,Inventory Page and Bin Locations,Steps,FIELD-NEVER-EDITED,n/a (body as originally authored),,,Expand all rows from column arrow,https://shopview.testrail.io/index.php?/cases/view/22206
C22207,LEGACY-TERSE (not damage),,Other / unlisted,Inventory Page and Bin Locations,Steps,FIELD-NEVER-EDITED,n/a (body as originally authored),,,Collapse all rows from column arrow,https://shopview.testrail.io/index.php?/cases/view/22207
C22208,LEGACY-TERSE (not damage),,Other / unlisted,Inventory Page and Bin Locations,Steps,FIELD-NEVER-EDITED,n/a (body as originally authored),,,Inventory total quantity equals sum of bin quantities,https://shopview.testrail.io/index.php?/cases/view/22208
C22209,LEGACY-TERSE (not damage),,Other / unlisted,Inventory Page and Bin Locations,Steps,FIELD-NEVER-EDITED,n/a (body as originally authored),,,General Storage auto-assigned when part created without bin,https://shopview.testrail.io/index.php?/cases/view/22209
C22210,LEGACY-TERSE (not damage),,Other / unlisted,Inventory Page and Bin Locations,Steps,FIELD-NEVER-EDITED,n/a (body as originally authored),,,General Storage auto-assigned when imported without bin,https://shopview.testrail.io/index.php?/cases/view/22210
C22211,LEGACY-TERSE (not damage),,Other / unlisted,Inventory Part Add/Edit,Steps,FIELD-NEVER-EDITED,n/a (body as originally authored),,,Add Part modal allows bin management,https://shopview.testrail.io/index.php?/cases/view/22211
C22212,LEGACY-TERSE (not damage),,Other / unlisted,Inventory Part Add/Edit,Steps,FIELD-NEVER-EDITED,n/a (body as originally authored),,,Edit Part modal loads existing bins,https://shopview.testrail.io/index.php?/cases/view/22212
C22213,LEGACY-TERSE (not damage),,Other / unlisted,Inventory Part Add/Edit,Steps,FIELD-NEVER-EDITED,n/a (body as originally authored),,,Search existing bin in part modal,https://shopview.testrail.io/index.php?/cases/view/22213
C22214,LEGACY-TERSE (not damage),,Other / unlisted,Inventory Part Add/Edit,Steps,FIELD-NEVER-EDITED,n/a (body as originally authored),,,Create new bin from part modal,https://shopview.testrail.io/index.php?/cases/view/22214
C22215,LEGACY-TERSE (not damage),,Other / unlisted,Inventory Part Add/Edit,Steps,FIELD-NEVER-EDITED,n/a (body as originally authored),,,Add multiple bin locations to a part,https://shopview.testrail.io/index.php?/cases/view/22215
C22216,LEGACY-TERSE (not damage),,Other / unlisted,Inventory Part Add/Edit,Steps,FIELD-NEVER-EDITED,n/a (body as originally authored),,,Quantity field accepts numeric values only,https://shopview.testrail.io/index.php?/cases/view/22216
C22217,LEGACY-TERSE (not damage),,Other / unlisted,Inventory Part Add/Edit,Steps,FIELD-NEVER-EDITED,n/a (body as originally authored),,,Quantity field supports up to two decimals,https://shopview.testrail.io/index.php?/cases/view/22217
C22218,LEGACY-TERSE (not damage),,Other / unlisted,Inventory Part Add/Edit,Steps,FIELD-NEVER-EDITED,n/a (body as originally authored),,,Quantity field allows negative zero and positive values,https://shopview.testrail.io/index.php?/cases/view/22218
C22219,LEGACY-TERSE (not damage),,Other / unlisted,Inventory Part Add/Edit,Steps,FIELD-NEVER-EDITED,n/a (body as originally authored),,,Only one default bin can be selected for part,https://shopview.testrail.io/index.php?/cases/view/22219
C22221,LEGACY-TERSE (not damage),,Other / unlisted,Inventory Part Add/Edit,Steps,FIELD-NEVER-EDITED,n/a (body as originally authored),,,Cannot remove current default without selecting another default,https://shopview.testrail.io/index.php?/cases/view/22221
C22223,LEGACY-TERSE (not damage),,Other / unlisted,Inventory Part Add/Edit,Steps,FIELD-NEVER-EDITED,n/a (body as originally authored),,,Prevent duplicate bin locations on same part,https://shopview.testrail.io/index.php?/cases/view/22223
C22224,LEGACY-TERSE (not damage),,Other / unlisted,Receive Parts from Purchase Order,Steps,FIELD-NEVER-EDITED,n/a (body as originally authored),,,PO receive UI remains unchanged,https://shopview.testrail.io/index.php?/cases/view/22224
C22225,LEGACY-TERSE (not damage),,Other / unlisted,Receive Parts from Purchase Order,Steps,FIELD-NEVER-EDITED,n/a (body as originally authored),,,Receive existing inventory part to part default bin,https://shopview.testrail.io/index.php?/cases/view/22225
C22226,LEGACY-TERSE (not damage),,Other / unlisted,Receive Parts from Purchase Order,Steps,FIELD-NEVER-EDITED,n/a (body as originally authored),,,Receive new inventory part to General Storage,https://shopview.testrail.io/index.php?/cases/view/22226
C22227,LEGACY-TERSE (not damage),,Other / unlisted,Receive Parts from Purchase Order,Steps,FIELD-NEVER-EDITED,n/a (body as originally authored),,,Receiving applies only when received to inventory,https://shopview.testrail.io/index.php?/cases/view/22227
C22228,LEGACY-TERSE (not damage),,Other / unlisted,Receive Parts from Purchase Order,Steps,FIELD-NEVER-EDITED,n/a (body as originally authored),,,Manage bins after receiving via part edit,https://shopview.testrail.io/index.php?/cases/view/22228
C22229,LEGACY-TERSE (not damage),,Other / unlisted,Receive Parts from Purchase Order,Steps,FIELD-NEVER-EDITED,n/a (body as originally authored),,,PO receive updates inventory immediately,https://shopview.testrail.io/index.php?/cases/view/22229
C22230,LEGACY-TERSE (not damage),,Other / unlisted,Return Part to Inventory,Steps,FIELD-NEVER-EDITED,n/a (body as originally authored),,,Return to Inventory opens correct modal,https://shopview.testrail.io/index.php?/cases/view/22230
C22232,LEGACY-TERSE (not damage),,Other / unlisted,Return Part to Inventory,Steps,FIELD-NEVER-EDITED,n/a (body as originally authored),,,Return modal defaults General Storage and full quantity,https://shopview.testrail.io/index.php?/cases/view/22232
C22234,LEGACY-TERSE (not damage),,Other / unlisted,Return Part to Inventory,Steps,FIELD-NEVER-EDITED,n/a (body as originally authored),,,Search/select existing bin during return,https://shopview.testrail.io/index.php?/cases/view/22234
C22235,LEGACY-TERSE (not damage),,Other / unlisted,Return Part to Inventory,Steps,FIELD-NEVER-EDITED,n/a (body as originally authored),,,Create new bin during return,https://shopview.testrail.io/index.php?/cases/view/22235
C22236,LEGACY-TERSE (not damage),,Other / unlisted,Return Part to Inventory,Steps,FIELD-NEVER-EDITED,n/a (body as originally authored),,,Validate new return bin name rules,https://shopview.testrail.io/index.php?/cases/view/22236
C22237,LEGACY-TERSE (not damage),,Other / unlisted,Return Part to Inventory,Steps,FIELD-NEVER-EDITED,n/a (body as originally authored),,,Return quantity accepts positive numeric with two decimals,https://shopview.testrail.io/index.php?/cases/view/22237
C22238,LEGACY-TERSE (not damage),,Other / unlisted,Return Part to Inventory,Steps,FIELD-NEVER-EDITED,n/a (body as originally authored),,,Return quantity cannot be negative,https://shopview.testrail.io/index.php?/cases/view/22238
C22239,LEGACY-TERSE (not damage),,Other / unlisted,Return Part to Inventory,Steps,FIELD-NEVER-EDITED,n/a (body as originally authored),,,Return quantity cannot exceed available return quantity,https://shopview.testrail.io/index.php?/cases/view/22239
C22240,LEGACY-TERSE (not damage),,Other / unlisted,Return Part to Inventory,Steps,FIELD-NEVER-EDITED,n/a (body as originally authored),,,Return quantity rejects more than two decimals,https://shopview.testrail.io/index.php?/cases/view/22240
C22241,LEGACY-TERSE (not damage),,Other / unlisted,Return Part to Inventory,Steps,FIELD-NEVER-EDITED,n/a (body as originally authored),,,Return distribution can be less than or equal to return quantity,https://shopview.testrail.io/index.php?/cases/view/22241
C22242,LEGACY-TERSE (not damage),,Other / unlisted,Return Part to Inventory,Steps,FIELD-NEVER-EDITED,n/a (body as originally authored),,,Prevent duplicate bin locations during return,https://shopview.testrail.io/index.php?/cases/view/22242
C22243,LEGACY-TERSE (not damage),,Other / unlisted,Return Part to Inventory,Steps,FIELD-NEVER-EDITED,n/a (body as originally authored),,,First return bin becomes part default,https://shopview.testrail.io/index.php?/cases/view/22243
C22244,LEGACY-TERSE (not damage),,Other / unlisted,Return Part to Inventory,Steps,FIELD-NEVER-EDITED,n/a (body as originally authored),,,Cancel return to inventory,https://shopview.testrail.io/index.php?/cases/view/22244
C22245,LEGACY-TERSE (not damage),,Other / unlisted,Cycle Count,Steps,FIELD-NEVER-EDITED,n/a (body as originally authored),,,Cycle Count option available from Inventory kebab,https://shopview.testrail.io/index.php?/cases/view/22245
C22247,LEGACY-TERSE (not damage),,Other / unlisted,Cycle Count,Steps,FIELD-NEVER-EDITED,n/a (body as originally authored),,,Cycle Count table columns are correct,https://shopview.testrail.io/index.php?/cases/view/22247
C22248,LEGACY-TERSE (not damage),,Other / unlisted,Cycle Count,Steps,FIELD-NEVER-EDITED,n/a (body as originally authored),,,Multiple bins appear as separate cycle count rows,https://shopview.testrail.io/index.php?/cases/view/22248
C22249,LEGACY-TERSE (not damage),,Other / unlisted,Cycle Count,Steps,FIELD-NEVER-EDITED,n/a (body as originally authored),,,Count accepts numeric values with two decimals,https://shopview.testrail.io/index.php?/cases/view/22249
C22250,LEGACY-TERSE (not damage),,Other / unlisted,Cycle Count,Steps,FIELD-NEVER-EDITED,n/a (body as originally authored),,,Count allows negative zero and positive values,https://shopview.testrail.io/index.php?/cases/view/22250
C22251,LEGACY-TERSE (not damage),,Other / unlisted,Cycle Count,Steps,FIELD-NEVER-EDITED,n/a (body as originally authored),,,Adjustment calculates Count minus current bin quantity,https://shopview.testrail.io/index.php?/cases/view/22251
C22252,LEGACY-TERSE (not damage),,Other / unlisted,Cycle Count,Steps,FIELD-NEVER-EDITED,n/a (body as originally authored),,,Adjustment supports positive negative and zero,https://shopview.testrail.io/index.php?/cases/view/22252
C22253,LEGACY-TERSE (not damage),,Other / unlisted,Cycle Count,Steps,FIELD-NEVER-EDITED,n/a (body as originally authored),,,Cycle Count filters by Bin Location,https://shopview.testrail.io/index.php?/cases/view/22253
C22254,LEGACY-TERSE (not damage),,Other / unlisted,Cycle Count,Steps,FIELD-NEVER-EDITED,n/a (body as originally authored),,,Cycle Count filters by Category,https://shopview.testrail.io/index.php?/cases/view/22254
C22255,LEGACY-TERSE (not damage),,Other / unlisted,Cycle Count,Steps,FIELD-NEVER-EDITED,n/a (body as originally authored),,,Cycle Count filters by Supply,https://shopview.testrail.io/index.php?/cases/view/22255
C22256,LEGACY-TERSE (not damage),,Other / unlisted,Cycle Count,Steps,FIELD-NEVER-EDITED,n/a (body as originally authored),,,Cycle Count 200 change limit,https://shopview.testrail.io/index.php?/cases/view/22256
C22257,LEGACY-TERSE (not damage),,Other / unlisted,Cycle Count,Steps,FIELD-NEVER-EDITED,n/a (body as originally authored),,,Save cycle count updates bin quantities,https://shopview.testrail.io/index.php?/cases/view/22257
C22258,LEGACY-TERSE (not damage),,Other / unlisted,Cycle Count,Steps,FIELD-NEVER-EDITED,n/a (body as originally authored),,,Cancel cycle count discards changes,https://shopview.testrail.io/index.php?/cases/view/22258
C22259,LEGACY-TERSE (not damage),,Other / unlisted,Cycle Count,Steps,FIELD-NEVER-EDITED,n/a (body as originally authored),,,Last Count Date updates per part,https://shopview.testrail.io/index.php?/cases/view/22259
C22260,LEGACY-TERSE (not damage),,Other / unlisted,Cycle Count Print,Steps,FIELD-NEVER-EDITED,n/a (body as originally authored),,,Print Cycle Count uses filtered dataset,https://shopview.testrail.io/index.php?/cases/view/22260
C22261,LEGACY-TERSE (not damage),,Other / unlisted,Cycle Count Print,Steps,FIELD-NEVER-EDITED,n/a (body as originally authored),,,Cycle Count PDF columns are correct,https://shopview.testrail.io/index.php?/cases/view/22261
C22262,LEGACY-TERSE (not damage),,Other / unlisted,Cycle Count Print,Steps,FIELD-NEVER-EDITED,n/a (body as originally authored),,,Cycle Count PDF Count field is blank,https://shopview.testrail.io/index.php?/cases/view/22262
C22265,LEGACY-TERSE (not damage),,Other / unlisted,Request Part on WO or Part Sales,Steps,FIELD-NEVER-EDITED,n/a (body as originally authored),,,Locations section shows default bin and quantity input,https://shopview.testrail.io/index.php?/cases/view/22265
C22266,LEGACY-TERSE (not damage),,Other / unlisted,Request Part on WO or Part Sales,Steps,FIELD-NEVER-EDITED,n/a (body as originally authored),,,Show locations expands all bins,https://shopview.testrail.io/index.php?/cases/view/22266
C22267,LEGACY-TERSE (not damage),,Other / unlisted,Request Part on WO or Part Sales,Steps,FIELD-NEVER-EDITED,n/a (body as originally authored),,,Distribute requested quantity across bins,https://shopview.testrail.io/index.php?/cases/view/22267
C22268,LEGACY-TERSE (not damage),,Other / unlisted,Request Part on WO or Part Sales,Steps,FIELD-NEVER-EDITED,n/a (body as originally authored),,,Pick part deducts from selected bins,https://shopview.testrail.io/index.php?/cases/view/22268
C22270,LEGACY-TERSE (not damage),,Other / unlisted,Request Part on WO or Part Sales,Steps,FIELD-NEVER-EDITED,n/a (body as originally authored),,,Part search dropdown shows inventory details,https://shopview.testrail.io/index.php?/cases/view/22270
C22271,LEGACY-TERSE (not damage),,Other / unlisted,Request Part on WO or Part Sales,Steps,FIELD-NEVER-EDITED,n/a (body as originally authored),,,Part search dropdown shows up to two bin locations plus +N more,https://shopview.testrail.io/index.php?/cases/view/22271
C22273,LEGACY-TERSE (not damage),,Other / unlisted,Request Part on WO or Part Sales,Steps,FIELD-NEVER-EDITED,n/a (body as originally authored),,,Return picked part to original bins,https://shopview.testrail.io/index.php?/cases/view/22273
C22274,LEGACY-TERSE (not damage),,Other / unlisted,Request Part on WO or Part Sales,Steps,FIELD-NEVER-EDITED,n/a (body as originally authored),,,Return picked part falls back to default bin if original unavailable,https://shopview.testrail.io/index.php?/cases/view/22274
C22275,LEGACY-TERSE (not damage),,Other / unlisted,Manual Returns from Bin Location,Steps,FIELD-NEVER-EDITED,n/a (body as originally authored),,,Create manual return supports inventory and SOP parts,https://shopview.testrail.io/index.php?/cases/view/22275
C22276,LEGACY-TERSE (not damage),,Other / unlisted,Manual Returns from Bin Location,Steps,FIELD-NEVER-EDITED,n/a (body as originally authored),,,Inventory part manual return shows Bin Location column,https://shopview.testrail.io/index.php?/cases/view/22276
C22280,LEGACY-TERSE (not damage),,Other / unlisted,Manual Returns from Bin Location,Steps,FIELD-NEVER-EDITED,n/a (body as originally authored),,,Special ordered manual return has empty bin fields,https://shopview.testrail.io/index.php?/cases/view/22280
C22281,LEGACY-TERSE (not damage),,Other / unlisted,Manual Returns from Bin Location,Steps,FIELD-NEVER-EDITED,n/a (body as originally authored),,,Manual return deducts selected bin quantity,https://shopview.testrail.io/index.php?/cases/view/22281
C22282,LEGACY-TERSE (not damage),,Other / unlisted,Manual Returns from Bin Location,Steps,FIELD-NEVER-EDITED,n/a (body as originally authored),,,Manual return prevents duplicate same part,https://shopview.testrail.io/index.php?/cases/view/22282
C22283,LEGACY-TERSE (not damage),,Other / unlisted,Manual Returns from Bin Location,Steps,FIELD-NEVER-EDITED,n/a (body as originally authored),,,Manual return validates quantity greater than zero,https://shopview.testrail.io/index.php?/cases/view/22283
C22284,LEGACY-TERSE (not damage),,Other / unlisted,Manual Returns from Bin Location,Steps,FIELD-NEVER-EDITED,n/a (body as originally authored),,,Manual return allows quantity greater than stock,https://shopview.testrail.io/index.php?/cases/view/22284
C22285,LEGACY-TERSE (not damage),,Other / unlisted,Import Parts with Bin Locations,Steps,FIELD-NEVER-EDITED,n/a (body as originally authored),,,Import supports multiple rows per same part,https://shopview.testrail.io/index.php?/cases/view/22285
C22287,LEGACY-TERSE (not damage),,Other / unlisted,Import Parts with Bin Locations,Steps,FIELD-NEVER-EDITED,n/a (body as originally authored),,,Import duplicate same part same bin uses priority behavior,https://shopview.testrail.io/index.php?/cases/view/22287
C22288,LEGACY-TERSE (not damage),,Other / unlisted,Import Parts with Bin Locations,Steps,FIELD-NEVER-EDITED,n/a (body as originally authored),,,Import empty bin location assigns General Storage,https://shopview.testrail.io/index.php?/cases/view/22288
C22291,LEGACY-TERSE (not damage),,Other / unlisted,Import Parts with Bin Locations,Steps,FIELD-NEVER-EDITED,n/a (body as originally authored),,,Import new part with existing bin assigns bin,https://shopview.testrail.io/index.php?/cases/view/22291
C22292,LEGACY-TERSE (not damage),,Other / unlisted,Import Parts with Bin Locations,Steps,FIELD-NEVER-EDITED,n/a (body as originally authored),,,Import file structure remains existing format,https://shopview.testrail.io/index.php?/cases/view/22292
C22293,LEGACY-TERSE (not damage),,Other / unlisted,Export Inventory with Bin Locations,Steps,FIELD-NEVER-EDITED,n/a (body as originally authored),,,Export option available from Inventory menu,https://shopview.testrail.io/index.php?/cases/view/22293
C22294,LEGACY-TERSE (not damage),,Other / unlisted,Export Inventory with Bin Locations,Steps,FIELD-NEVER-EDITED,n/a (body as originally authored),,,Export downloads inventory file,https://shopview.testrail.io/index.php?/cases/view/22294
C22295,LEGACY-TERSE (not damage),,Other / unlisted,Export Inventory with Bin Locations,Steps,FIELD-NEVER-EDITED,n/a (body as originally authored),,,Export includes filtered data only,https://shopview.testrail.io/index.php?/cases/view/22295
C22296,LEGACY-TERSE (not damage),,Other / unlisted,Export Inventory with Bin Locations,Steps,FIELD-NEVER-EDITED,n/a (body as originally authored),,,Export includes grid/bin location and quantity columns,https://shopview.testrail.io/index.php?/cases/view/22296
C22297,LEGACY-TERSE (not damage),,Other / unlisted,Export Inventory with Bin Locations,Steps,FIELD-NEVER-EDITED,n/a (body as originally authored),,,Export multi-bin part as multiple rows,https://shopview.testrail.io/index.php?/cases/view/22297
C22298,LEGACY-TERSE (not damage),,Other / unlisted,Export Inventory with Bin Locations,Steps,FIELD-NEVER-EDITED,n/a (body as originally authored),,,Export single-bin part as one row,https://shopview.testrail.io/index.php?/cases/view/22298
C22299,LEGACY-TERSE (not damage),,Other / unlisted,Export Inventory with Bin Locations,Steps,FIELD-NEVER-EDITED,n/a (body as originally authored),,,Export General Storage default location,https://shopview.testrail.io/index.php?/cases/view/22299
C22304,LEGACY-TERSE (not damage),,Other / unlisted,Existing Customer Migration,Steps,FIELD-NEVER-EDITED,n/a (body as originally authored),,,Migration creates bins from existing grid locations,https://shopview.testrail.io/index.php?/cases/view/22304
C22305,LEGACY-TERSE (not damage),,Other / unlisted,Existing Customer Migration,Steps,FIELD-NEVER-EDITED,n/a (body as originally authored),,,Migration reuses shared bin name,https://shopview.testrail.io/index.php?/cases/view/22305
C22307,LEGACY-TERSE (not damage),,Other / unlisted,Existing Customer Migration,Steps,FIELD-NEVER-EDITED,n/a (body as originally authored),,,Migration sets assigned bin as part default,https://shopview.testrail.io/index.php?/cases/view/22307
C22308,LEGACY-TERSE (not damage),,Other / unlisted,Existing Customer Migration,Steps,FIELD-NEVER-EDITED,n/a (body as originally authored),,,Migration does not duplicate parts,https://shopview.testrail.io/index.php?/cases/view/22308
C22310,LEGACY-TERSE (not damage),,Other / unlisted,Part History with Bin Locations,Steps,FIELD-NEVER-EDITED,n/a (body as originally authored),,,Part Created history shows bin,https://shopview.testrail.io/index.php?/cases/view/22310
C22311,LEGACY-TERSE (not damage),,Other / unlisted,Part History with Bin Locations,Steps,FIELD-NEVER-EDITED,n/a (body as originally authored),,,Part Picked on WO history shows per-bin details,https://shopview.testrail.io/index.php?/cases/view/22311
C22312,LEGACY-TERSE (not damage),,Other / unlisted,Part History with Bin Locations,Steps,FIELD-NEVER-EDITED,n/a (body as originally authored),,,Quantity Increased on WO history shows per-bin details,https://shopview.testrail.io/index.php?/cases/view/22312
C22313,LEGACY-TERSE (not damage),,Other / unlisted,Part History with Bin Locations,Steps,FIELD-NEVER-EDITED,n/a (body as originally authored),,,Part Returned from WO history shows per-bin details,https://shopview.testrail.io/index.php?/cases/view/22313
C22314,LEGACY-TERSE (not damage),,Other / unlisted,Part History with Bin Locations,Steps,FIELD-NEVER-EDITED,n/a (body as originally authored),,,Cycle Count history shows per-bin details,https://shopview.testrail.io/index.php?/cases/view/22314
C22315,LEGACY-TERSE (not damage),,Other / unlisted,Part History with Bin Locations,Steps,FIELD-NEVER-EDITED,n/a (body as originally authored),,,PO Received history shows vendor invoice and bin details,https://shopview.testrail.io/index.php?/cases/view/22315
C22316,LEGACY-TERSE (not damage),,Other / unlisted,Out of Scope,Steps,FIELD-NEVER-EDITED,n/a (body as originally authored),,,Do not test min/max quantity per bin,https://shopview.testrail.io/index.php?/cases/view/22316
C22317,LEGACY-TERSE (not damage),,Other / unlisted,Out of Scope,Steps,FIELD-NEVER-EDITED,n/a (body as originally authored),,,Do not test return part to different bin location beyond specified flows,https://shopview.testrail.io/index.php?/cases/view/22317
C19283,SUSPECT-LOW,LOW,Other / unlisted,View Active Timesheets > Permissions,Preconditions,SEPARATORS-LOST,Vladimir Tomovic (FOREIGN),2026-06-03,markdown,"Timesheet activity  ""New"" button is visible to (Office User)",https://shopview.testrail.io/index.php?/cases/view/19283
C19283,SUSPECT-LOW,LOW,Other / unlisted,View Active Timesheets > Permissions,Expected,SEPARATORS-LOST,Bilal Muzamil (US),2026-07-09,markdown,"Timesheet activity  ""New"" button is visible to (Office User)",https://shopview.testrail.io/index.php?/cases/view/19283
