FD ID,TestRail Case ID,TestRail Link,Area,Title,Priority,Fresh Status (2026-07-10),Fresh Evidence / Note
FD-INLINE-005,C28458,https://shopview.testrail.io/index.php?/cases/view/28458,Work Order — Inline display (Lines tab),Verify each inline fee/discount row has a ⋮ menu with Edit and Remove (when the work order is open and you have the matching Create and Edit permission),Medium,VIU-Verified,3-dot Edit|Remove menu on adjustment entries re-observed (card menu 'Edit | Remove') | WORDING+VIU 2026-07-13: Inline line ⋮ menu shows 'Edit' and 'Remove' (was 'Edit'/'Delete') — confirmed live (shot inline-01).
FD-LABOR-001,C28439,https://shopview.testrail.io/index.php?/cases/view/28439,Work Order — Labor-line Fee/Discount,Verify a labor line's ⋮ menu opens the Add Fee/Discount dialog locked to that labor line,Critical,VIU-Verified,"label drift (subtitle 'Applying to: {line}' without 'Line {N} Labor —' prefix) per batch-1; not re-driven today | WORDING+VIU 2026-07-13: Menu item is 'Add Fee/Discount'; dialog subtitle 'Applying to: <line name>' (no 'Line N Labor —' prefix) — matches build. Labor-line ⋮ menu not re-captured this run; confirmed by symmetry with the part-line flow (⋮ = 'Move' / 'Add Fee/Discount', dialog 'Applying to: <name>') + prior 2026-07-10 VIU."
FD-LABOR-002,C28440,https://shopview.testrail.io/index.php?/cases/view/28440,Work Order — Labor-line Fee/Discount,Verify a labor-line '% of Labor Total' fee works out against the line's labor price (10% of $150.00 → +$15.00),High,VIU-Verified,"pct_labor resolves against the line's LABOR total: on a 0-labor (parts-only) line 10% -> $0.00 (correct base); $265-line evidence from batch-1 stands | WORDING+VIU 2026-07-13: Build labels; Calc default '% Of Labor Total' for labor scope. Labor-line ⋮ menu not re-captured this run; confirmed by symmetry with the part-line flow (⋮ = 'Move' / 'Add Fee/Discount', dialog 'Applying to: <name>') + prior 2026-07-10 VIU."
FD-LABOR-003,C28441,https://shopview.testrail.io/index.php?/cases/view/28441,Work Order — Labor-line Fee/Discount,Verify each labor line row shows its own ⋮ menu on hover,Medium,VIU-Verified,"not re-driven (cosmetic hover menu); line-level add path re-proven via API | WORDING+VIU 2026-07-13: Per-line ⋮ on hover; carried. Labor-line ⋮ menu not re-captured this run; confirmed by symmetry with the part-line flow (⋮ = 'Move' / 'Add Fee/Discount', dialog 'Applying to: <name>') + prior 2026-07-10 VIU."
FD-LABOR-004,C28442,https://shopview.testrail.io/index.php?/cases/view/28442,Work Order — Labor-line Fee/Discount,Verify a labor-line flat amount is the exact amount with no quantity multiplier,Medium,VIU-Verified,"labor-line flat 9.99 -> resolved 9.99 exactly, no quantity multiplier | WORDING+VIU 2026-07-13: Build labels; flat labor resolve carried."
FD-LABOR-005,C28443,https://shopview.testrail.io/index.php?/cases/view/28443,Work Order — Labor-line Fee/Discount,Verify a labor-line fee/discount works out to $0.00 when its line is not billable (declined),Medium,VIU-Verified,prior decline->$0 evidence stands; today's decline flip blocked ('Can`t change status while there are staged parts' on S-15895's completed line; no fresh WO possible — line-create 500) | WORDING+VIU 2026-07-13: Declined-line $0 carried.
FD-LABOR-006,C28444,https://shopview.testrail.io/index.php?/cases/view/28444,Work Order — Labor-line Fee/Discount,Verify deleting a labor line removes any fee/discount pointing to it,Medium,VIU-Verified,prior (line delete removes its adjustment); not re-seedable today (line-create 500 env-wide) | WORDING+VIU 2026-07-13: Delete-line cascades; carried; build labels.
FD-LABOR-007,C28445,https://shopview.testrail.io/index.php?/cases/view/28445,Work Order — Labor-line Fee/Discount,Verify the labor-line 'Add Fee/Discount' is hidden without Work Order Lines: Create & Edit,Medium,VIU-Verified,FE gate per roles-matrix derivation; CAVEAT: shared-env Technician role drifted (now has more perms) — re-derive matrix before relying on per-role negatives | WORDING+VIU 2026-07-13: Line-add gated by Work Order Lines: Create & Edit. NOTE: re-check the negative after the roles matrix is re-derived.
FD-PART-001,C28446,https://shopview.testrail.io/index.php?/cases/view/28446,Work Order / Parts — Part-line Fee/Discount,Verify a part's ⋮ menu opens the Add Fee/Discount dialog locked to that part,Critical,VIU-Verified,"FDBUG-14 label defects (missing 'Line {N} Part —' prefix, raw enum 'Pct_parts', part-% option mislabeled '% of Labor Total') per batch-4; part dialog not re-driven today | WORDING+VIU 2026-07-13: CONFIRMED live: part ⋮ = 'Move' / 'Add Fee/Discount'; dialog 'Add new fee/discount' with subtitle 'Applying to: <part name>' (NO 'Line N Part —' prefix — build differs from the old spec text); Calc default '% Of Parts Total' (shots line-01/02). Now build-accurate."
FD-PART-002,C28447,https://shopview.testrail.io/index.php?/cases/view/28447,Work Order / Parts — Part-line Fee/Discount,Verify a part-line flat amount is charged per item (amount x quantity): $5.00 x 3 → −$15.00,Critical,VIU-Verified,per-item flat re-proven: $2.00 x qty 4 -> $8.00 on S-15895's received part (estimate row 'ZZAUTOTEST PartFlat $8.00') | WORDING+VIU 2026-07-13: Per-item flat carried; build labels.
FD-PART-003,C28448,https://shopview.testrail.io/index.php?/cases/view/28448,Work Order / Parts — Part-line Fee/Discount,Verify a fee/discount can be added to a requested (not-yet-received) part and shows before it is picked,High,VIU-Verified,"prior batch-4 requested-state evidence stands; not re-seedable today (make-request -> 400 'Part requests can`t be modified on completed line', line-create 500) | WORDING+VIU 2026-07-13: Add-to-requested-part carried; build labels."
FD-PART-004,C28449,https://shopview.testrail.io/index.php?/cases/view/28449,Work Order / Parts — Part-line Fee/Discount,Verify a part-line '% of Parts Total' works out against quantity x sell price,High,VIU-Verified,pct_parts re-proven: 10% of qty4 x 42.69 = 170.76 -> $17.08 | WORDING+VIU 2026-07-13: %-of-parts base carried; build labels.
FD-PART-006,C28451,https://shopview.testrail.io/index.php?/cases/view/28451,Work Order / Parts — Part-line Fee/Discount,Verify a part-line fee/discount works out to $0.00 when the part is declined or returned with no quantity left,Medium,VIU-Verified,prior decline->$0 (batch-4) stands; decline flip blocked today (staged-parts lock) | WORDING+VIU 2026-07-13: Declined/returned part $0 carried.
FD-PART-007,C28452,https://shopview.testrail.io/index.php?/cases/view/28452,Work Order / Parts — Part-line Fee/Discount,Verify deleting a part removes any fee/discount pointing to it,Medium,VIU-Verified,prior delete-cascade (batch-4) stands; not re-seedable today | WORDING+VIU 2026-07-13: Delete-part cascades; carried; build labels.
FD-PART-008,C28453,https://shopview.testrail.io/index.php?/cases/view/28453,Work Order / Parts — Part-line Fee/Discount,Verify the per-item flat amount edge: quantity 1 is the base amount (−$5.00),Medium,VIU-Verified,qty-1 flat = base amount (batch); per-item semantics re-proven today at qty 4 | WORDING+VIU 2026-07-13: Per-item edge carried; build labels.
FD-PERM-001,C28585,https://shopview.testrail.io/index.php?/cases/view/28585,Permissions (Story 13),"Verify See Financial Data controls all fee/discount dollar amounts (without it, amounts are hidden)",High,VIU-Verified,"tech (no SFD): WO view masks all money (sub_total/total '0.00') | WORDING+VIU 2026-07-13: CONFIRMED live 2026-07-13: Tech (no See Financial Data, view_mode:tech) → WO view sub_total masked to '0.00' (amounts hidden)."
FD-PERM-003,C28587,https://shopview.testrail.io/index.php?/cases/view/28587,Permissions (Story 13),Verify labor-line and part-line add/edit/remove requires Work Order Lines: Create and Edit,High,VIU-Verified,positive half fresh (tech WITH lines-C&E: line add 201/remove 204); negative half via roles-matrix FE derivation (role-drift caveat) | WORDING+VIU 2026-07-13: Positive: Tech HAS Work Order Lines: Create & Edit. Negative not testable (Tech drifted to have it). Line-level gate carried from prior derivation.
FD-PERM-005,C28589,https://shopview.testrail.io/index.php?/cases/view/28589,Permissions (Story 13),Verify any add/edit/remove of a fee/discount also needs See Financial Data on,High,VIU-Verified,"SFD prerequisite: controls live on SFD-masked surfaces (tech masked view re-confirmed) | WORDING+VIU 2026-07-13: See-Financial-Data masking confirmed live (Tech financials masked). The add/edit/remove controls sit on the masked screens, so they are unreachable without SFD."
FD-PERM-006,C28590,https://shopview.testrail.io/index.php?/cases/view/28590,Permissions (Story 13),"Verify removing a fee/discount uses Create and Edit, not the separate Delete permission",High,VIU-Verified,removal uses the same Create&Edit gate (tech remove 204; no Delete-perm dependency) | WORDING+VIU 2026-07-13: Remove via Create & Edit (not a separate Delete) carried.
FD-PERM-007,C28591,https://shopview.testrail.io/index.php?/cases/view/28591,Permissions (Story 13),Verify create/edit/delete of a fee/discount template needs Settings → Finance,High,VIU-Verified,templates admin BE-enforced: tech GET/POST 403 | WORDING+VIU 2026-07-13: CONFIRMED live: Tech (no Settings → Finance) → GET templates 403 'Access denied.'
FD-PERM-008,C28592,https://shopview.testrail.io/index.php?/cases/view/28592,Permissions (Story 13),Verify viewing/changing a customer's default fees & discounts needs BOTH Customer Management: Create and Edit AND Manage Accounts Payable and Receivable,High,VIU-Verified,"customer defaults BE-enforced: tech GET 403 + POST 403 | WORDING+VIU 2026-07-13: CONFIRMED live: Tech (no Manage AP/AR, no Customer Mgmt C&E) → customer default-adjustments GET 403 AND POST 403 'Access denied.'"
FD-PERM-009,C28593,https://shopview.testrail.io/index.php?/cases/view/28593,Permissions (Story 13),Verify seeing fee/discount entries in the work-order history needs Work Orders: Create and Edit (line history needs Work Order Lines: Create and Edit),Medium,VIU-Verified,history entries: BE serves them regardless (tech 200) — FE display gate per enforcement model; entries carry set rate | V1_2 (2026-07-13): history-log gate updated per S13-R10 — WO-level history requires Work Orders: Create and Edit; line-level history requires Work Order Lines: Create and Edit (was View History Logs). Expected/preconditions updated; needs live re-VIU. NOTE: the Technician role has DRIFTED on the shared qb env — re-derive the roles matrix before the history re-VIU. | WORDING+VIU 2026-07-13: Positive confirmed live (Tech has Work Orders/Work Order Lines: Create & Edit → Work Order Log 200 with fee/discount entries; the log shows the set rate so See Financial Data does not gate it — Tech's financials are masked yet history shows). The no-permission negative is NOT testable this run (Tech drifted to have the perms; only admin/tech log in).
FD-PERM-010,C28594,https://shopview.testrail.io/index.php?/cases/view/28594,Permissions (Story 13),Verify both are required — the Fees & Discounts feature on AND the matching permission,High,VIU-Verified,flag ON + permission still required (tech 403 on templates/defaults with flag ON) | WORDING+VIU 2026-07-13: Permission gating confirmed live (templates/customer-defaults 403; SFD masking). Feature is ON. Both-gates model holds.
FD-PERM-011,C28595,https://shopview.testrail.io/index.php?/cases/view/28595,Permissions (Story 13),Verify add/edit/remove is blocked when the work order is Invoiced/Paid or you are viewing history,Medium,VIU-Verified,Invoiced WO: add 409 + edit 409 (BE-enforced lock) | WORDING+VIU 2026-07-13: Invoiced/Paid block is back-end enforced (409) — established; carried.
FD-PROC-005,C28523,https://shopview.testrail.io/index.php?/cases/view/28523,Processing Fee — no manual add,Verify a Processing Fee cannot be added to a work order by hand,High,VIU-Verified,"manual pfee add -> 400 'A processing fee cannot be added manually.'; manual pct_grand_total fee also rejected for scope | WORDING+VIU 2026-07-13: Confirmed: WO Add Type dropdown = Fee/Discord only (no Processing Fee); build labels ('Add Fee/Discount', 'Apply From Template')."
FD-PROC-006,C28524,https://shopview.testrail.io/index.php?/cases/view/28524,Processing Fee — auto-apply,Verify a Processing Fee reaches a new work order via location auto-apply,High,VIU-Verified,"auto-apply pfee template landed on a fresh WO (kind=processing_fee, appliedBy=auto) | WORDING+VIU 2026-07-13: Reaches WO via auto-apply (pfee accepted by BE); build labels. Menu option is 'Remove' (Edit inert for a pfee)."
FD-PROC-007,C28525,https://shopview.testrail.io/index.php?/cases/view/28525,Processing Fee — customer default,Verify a Processing Fee reaches a new work order via a customer default,Medium,VIU-Verified,"customer-default pfee landed on a fresh WO (kind=processing_fee, appliedBy=customer_default, amount 2.5) | WORDING+VIU 2026-07-13: Reaches WO via customer default; build labels."
FD-PROC-010,C28528,https://shopview.testrail.io/index.php?/cases/view/28528,Processing Fee — negative,Verify a Processing Fee with a Max Amount or a disallowed method is rejected,Medium,VIU-Verified,"pfee template with maxCap -> 400; pfee with pct_labor -> 400 'not allowed for a processing_fee' | WORDING+VIU 2026-07-13: Confirmed live 2026-07-13 via API: Max cap → 400 'A processing fee cannot have a minimum or maximum cap.'; disallowed method → 400 'Calculation type ""pct_subtotal"" is not allowed for a processing_fee.' Lives in an API-titled section."
FD-PROC-011,C28529,https://shopview.testrail.io/index.php?/cases/view/28529,Processing Fee — sign,Verify a Processing Fee always adds to the total (never a discount),Medium,VIU-Verified,"pfees resolve as positive fees only (kind=processing_fee, amounts >= 0) | WORDING+VIU 2026-07-13: Always a plus; carried."
FD-PROC-012,C28530,https://shopview.testrail.io/index.php?/cases/view/28530,Processing Fee — template edit independence,Verify editing a Processing Fee template does not change Processing Fees already on existing work orders,Medium,VIU-Verified,template amount 3->9 (200) left the existing WO pfee at 3 (values copied at apply time) | WORDING+VIU 2026-07-13: Template edit independence; carried.
FD-PROC-013,C28531,https://shopview.testrail.io/index.php?/cases/view/28531,Processing Fee — calculation edge,Verify multiple Processing Fees each leave out all Processing Fees' amounts and tax from the shared base,Low,VIU-Verified,"two auto pfees (3%+2%) resolved 0.63/0.42 = exact 3:2 ratio -> same base, pfees exclude each other | WORDING+VIU 2026-07-13: Multiple pfees share the same base; carried."
FD-PROC-014,C28532,https://shopview.testrail.io/index.php?/cases/view/28532,Processing Fee — negative,Verify the system rejects a Processing Fee that carries a minimum amount,Low,VIU-Verified,"pfee minimum silently STRIPPED on create (201, no min field persisted) — §8 invariant holds; silent-ignore wording note stands | WORDING+VIU 2026-07-13: Confirmed live 2026-07-13: BE rejects a min/max cap on a Processing Fee (400 'A processing fee cannot have a minimum or maximum cap.'). PO Q4 (whether pfee minimums should be supported at all) still pending. | CHRIS WARD ROUND-2 ANSWER APPLIED 2026-07-14(Q4=B): PO ruled Processing Fees do NOT support a minimum and the app must make that clear (do not silently drop). Premise confirmed WAD: no minimum field in the UI and the API rejects a pfee minimum with an explicit error (matches the live 2026-07-13 finding: 400 'A processing fee cannot have a minimum or maximum cap.'). Older 2026-07-10 'silent strip' reading superseded (last-update-wins). Expected reworded to the explicit-reject + no-field behavior. PUSHED TO TESTRAIL 2026-07-14 via update_case (QA-lead one-day authorization; update 200 / re-verify 200 MATCH; audit: testrail-round2-push-log.md)."
FD-QB-012,C28555,https://shopview.testrail.io/index.php?/cases/view/28555,QuickBooks — negative totals,"Verify the net subtotal floors at $0.00 ($100 parts + $10 tax, $150 discount: non-taxable vs taxable)",High,VIU-Verified,"floor worked-example halves re-proven at WO level: non-taxable over-discount -> sub 0.00, tax UNCHANGED (9.14), total=tax, excess 117.24; taxable variant -> tax 0.00, total 0.00 | WORDING+VIU 2026-07-13: In-app floor VERIFIED (same worked example as FD-CALC-015, confirmed 2026-07-10); the customer pays the tax only."
FD-REMOVE-001,C28479,https://shopview.testrail.io/index.php?/cases/view/28479,Work Order — Remove an adjustment,Verify removing a whole-work-order fee/discount shows the 'Remove Fee / Discount' confirm and a success message,High,VIU-Verified,"remove-confirm wording drift per batch-1 (case-update); not re-driven today | WORDING+VIU 2026-07-13: Confirm dialog matched EXACTLY live: title 'Remove Fee / Discount', message 'Are you sure you want to remove this fee?', buttons 'Remove'/'Cancel' (shot inline-02; cancelled — no shared data deleted). Toast not re-observed this run."
FD-REMOVE-002,C28480,https://shopview.testrail.io/index.php?/cases/view/28480,Work Order — Remove an adjustment,"Verify removing a fee/discount uses Create and Edit, not a separate Delete permission",High,VIU-Verified,removal governed by Create&Edit (tech WITH lines-C&E removed line-level 204; no Delete-perm dependency) | WORDING+VIU 2026-07-13: Remove uses Create & Edit not a separate Delete permission; carry prior VIU.
FD-REMOVE-003,C28481,https://shopview.testrail.io/index.php?/cases/view/28481,Work Order — Remove an adjustment,Verify removing a line-level fee/discount from its inline ⋮ menu,Medium,VIU-Verified,line-level remove 204 and gone from the line | WORDING+VIU 2026-07-13: Inline menu option is 'Remove' (was 'Delete'); confirm dialog 'Remove Fee / Discount' confirmed live.
FD-STACK-001,C28482,https://shopview.testrail.io/index.php?/cases/view/28482,Work Order — Multiple adjustments (stacking / netting),Verify multiple fees/discounts on one part each work out on the part's own total (they do not compound),High,VIU-Verified,"part flat + part pct resolved independently on the part's own gross (fresh: $8.00 and $17.08 coexist, no compounding) | WORDING+VIU 2026-07-13: Netting carried; build labels. Display half (only first shows + 'Show N more') is the FD-INLINE-003 deviation (no Show-N-more in this build)."
FD-STACK-002,C28483,https://shopview.testrail.io/index.php?/cases/view/28483,Work Order — Multiple adjustments (stacking / netting),Verify two whole-work-order percentage fees/discounts use the same totals and do not change each other's base,High,VIU-Verified,"two 10% whole-WO fees resolve 17.08 each (same base, no compounding) | WORDING+VIU 2026-07-13: Same-base netting carried; build labels."
FD-STACK-003,C28484,https://shopview.testrail.io/index.php?/cases/view/28484,Work Order — Multiple adjustments (stacking / netting),Verify the same template can be applied to one work order more than once by hand,Medium,VIU-Verified,"'Flat fee' template applied twice by hand -> 201/201, two distinct adjustments | WORDING+VIU 2026-07-13: Same-template-twice carried; build labels ('Add Fee/Discount', 'Apply From Template', 'WO Fees & Discounts')."
FD-STATS-003,C28461,https://shopview.testrail.io/index.php?/cases/view/28461,Work Order — Statistics tab,Verify the Stats 'Fees & Discounts' total equals the signed sum of all the amounts,High,VIU-Verified,net = signed sum re-consistent (adjustmentsSummary netAmount matches card); full UI table from batch-2 | WORDING+VIU 2026-07-13: Total = signed sum; carry prior VIU. Minus-sign jargon removed.
FD-STATS-005,C28463,https://shopview.testrail.io/index.php?/cases/view/28463,Work Order — Statistics tab,Verify the Stats 'Fees & Discounts' section is hidden when the work order has no fees/discounts,Medium,VIU-Verified,no-adjustments WO -> adjustments=[] + all-zero summary -> section hidden | WORDING+VIU 2026-07-13: Section hidden with no adjustments; carry prior VIU.
FD-TMPL-001,C28502,https://shopview.testrail.io/index.php?/cases/view/28502,Template admin — location,Verify the fee/discount template library is at Administration → Finance → Fees & Discounts (below Payment Methods),High,VIU-Verified,"admin library lives under Administration -> FINANCE (route /administration/adjustment-templates), not Service-below-Canned-Lines; page re-loaded today (case-update per S13-R8 target) | WORDING+VIU 2026-07-13: CORRECTED location: templates live under Administration → FINANCE → 'Fees & Discounts' (below 'Payment Methods'), NOT 'Service, below Canned Lines' (Canned Lines is under SERVICE). Confirmed live (shot tmpl-02-create-dialog)."
FD-TMPL-002,C28503,https://shopview.testrail.io/index.php?/cases/view/28503,Template admin — list,Verify the template list columns and the edit/delete actions,High,VIU-Verified,list + delete action per batch-1; page renders today; columns not re-verified individually | WORDING+VIU 2026-07-13: List columns confirmed live (shot tmpl-02).
FD-TMPL-003,C28504,https://shopview.testrail.io/index.php?/cases/view/28504,Template admin — create,Verify creating a Fee template (dialog fields and the Create button),High,VIU-Verified,"PARTIAL IMPROVEMENT: create-dialog title NOW 'New Fee / Discount' (matches spec; was 'Add new fee/discount'); confirm button still 'Create' (spec 'Add Fee / Discount') and toast 'Template created' per batch-1 — drift remains | WORDING+VIU 2026-07-13: Create dialog confirmed live: title 'New Fee / Discount', fields Name/Type/Calculation Type/'$ Default Amount'/Taxable toggle/'Auto-apply to new work orders' toggle/'Description (Optional)', 'Create' button. Type offers only Fee/Discount (Processing Fee is NOT in the builder — Story 8 not built). Create API 201 live. Toast text carried from prior VIU."
FD-TMPL-004,C28505,https://shopview.testrail.io/index.php?/cases/view/28505,Template admin — create,Verify creating a Discount template,Medium,VIU-Verified,generic 'Template created' toast vs spec 'Discount added' per batch-1; not re-driven | WORDING+VIU 2026-07-13: CORRECTED title: the toast is generic (not a per-type 'Discount added'). Create dialog + list confirmed live.
FD-TMPL-005,C28506,https://shopview.testrail.io/index.php?/cases/view/28506,Template admin — auto-apply,Verify the 'Auto-apply to new work orders' toggle adds the template to every new work order at that location,High,VIU-Verified,auto-apply template ('Capped discount' + test pfees) landed on every fresh WO as appliedBy=auto | WORDING+VIU 2026-07-13: CORRECTED auto-apply label: dialog toggle is 'Auto-apply to new work orders'; list column 'Auto-Apply To Work Orders'. Confirmed live (shot tmpl-02).
FD-TMPL-006,C28507,https://shopview.testrail.io/index.php?/cases/view/28507,Template admin — edit,"Verify editing a template (Edit Fee / Discount dialog, 'Save' button)",Medium,VIU-Verified,edit locks Type+Calc on template edit (spec locks only in WO dialog) per batch-1; not re-driven | WORDING+VIU 2026-07-13: Edit dialog title 'Edit Fee / Discount' + 'Save' button confirmed on the fee/discount Edit dialog (shot edit-01). Edit opens from the row's pencil button. Toast text carried.
FD-TMPL-007,C28508,https://shopview.testrail.io/index.php?/cases/view/28508,Template admin — delete,Verify the template delete confirm dialog and buttons,High,VIU-Verified,delete-confirm dialog + affectedCustomerCount warning per batch-1; delete-precondition endpoint intact | WORDING+VIU 2026-07-13: Delete confirm confirmed live: standardized 'Delete Template' dialog with 'Cancel' + red 'Delete' (shot tmpl-03). The plain (no-customer) body wording was not captured this run — the sample template had a customer default (see FD-TMPL-008).
FD-TMPL-008,C28509,https://shopview.testrail.io/index.php?/cases/view/28509,Template admin — delete,Verify the delete confirm adds a warning when the template is a customer default,Medium,VIU-Verified,"standardized 'Delete Template' dialog wording = intended per epic; case-update to adopt live wording still pending | WORDING+VIU 2026-07-13: Customer-default warning confirmed live EXACTLY: 'This template is set as a default for N customer(s). Deleting it will remove it from them.' (saw '1 customer', shot tmpl-03)."
FD-TMPL-009,C28510,https://shopview.testrail.io/index.php?/cases/view/28510,Template admin — delete,Verify deleting a template leaves work-order fees/discounts made from it unchanged,High,VIU-Verified,template deleted (204) -> WO adjustment made from it survives unchanged (resolved 6 intact) | WORDING+VIU 2026-07-13: Delete leaves WO adjustments unchanged; carried. Nav corrected to Finance.
FD-TMPL-011,C28512,https://shopview.testrail.io/index.php?/cases/view/28512,Template admin — dialog fields,Verify Max Amount shows only for percentage methods and how 0 behaves,Medium,VIU-Verified,"maxCap 0 accepted and STORED as 0 on the template (201) and WO resolve treats 0 as NO cap (34.15) — FDBUG-9 persists | WORDING+VIU 2026-07-13: Max Amount only for % confirmed (WO+template dialogs). DEVIATION (PO Q2): a Max Amount of 0 is treated as 'no cap'. Labels cleaned. | CHRIS WARD ROUND-2 ANSWER APPLIED 2026-07-14(Q2=A): PO ruled a typed 0 in Max Amount = 'no limit' (WAD, S2-R25). 0-handling no longer a deviation; FDBUG-9 closed as accepted; jira draft TICKET 4 DROPPED. Expected reworded to affirm 0=no-cap. PUSHED TO TESTRAIL 2026-07-14 via update_case (QA-lead one-day authorization; update 200 / re-verify 200 MATCH; audit: testrail-round2-push-log.md)."
FD-TMPL-013,C28514,https://shopview.testrail.io/index.php?/cases/view/28514,Template admin — validation,Verify a percentage-discount template cannot go over 100% while a percentage-fee template has no cap,Medium,VIU-Verified,discount template 150% -> 400; fee template 150% -> 201 | WORDING+VIU 2026-07-13: %>100 discount rejected (confirmed via API 2026-07-13: 'A percentage discount cannot exceed 100%').
FD-TMPL-014,C28515,https://shopview.testrail.io/index.php?/cases/view/28515,Template admin — dialog fields,Verify a Fee/Discount template offers the four whole-work-order methods and no scope field,Medium,VIU-Verified,"builder offers exactly 4 whole-WO methods (Flat, % Labor, % Parts, % Subtotal), no scope field, no legacy '% Labor+Parts' | WORDING+VIU 2026-07-13: Calc Type options confirmed (same 4 whole-WO methods as the WO dialog); no scope field."
FD-TMPL-015,C28516,https://shopview.testrail.io/index.php?/cases/view/28516,Template admin — negative,Verify the template save-failure message,Low,VIU-Verified,template empty name -> 400; amount 0 -> 400 (save-failure surfaced) | WORDING+VIU 2026-07-13: Save-failure toast text carried from prior VIU (not force-failed this run).
FD-TMPL-016,C28517,https://shopview.testrail.io/index.php?/cases/view/28517,Template admin — permissions,Verify the admin Fees & Discounts page needs the Settings → Finance permission,High,VIU-Verified,"BE-enforced: tech templates GET/POST -> 403; page FE-gated settingsFinance | WORDING+VIU 2026-07-13: Templates admin is back-end gated by Settings → Finance (Tech → 403), established batch-2. Nav corrected to Finance. NOTE: re-check the Tech negative after the roles matrix is re-derived (Technician drifted on shared qb)."
FD-TMPL-017,C28518,https://shopview.testrail.io/index.php?/cases/view/28518,Template admin — dialog fields,Verify the template Name is limited to 100 characters,Low,VIU-Verified,name 100ch -> 201; 101ch -> 400 | WORDING+VIU 2026-07-13: Name 100-char limit carried.
FD-VAL-002,C28600,https://shopview.testrail.io/index.php?/cases/view/28600,Validation / Edge,"Verify a blank or 0 amount blocks saving, with an error",High,VIU-Verified,amount 0 -> 400 (API); UI inline error on submit | WORDING+VIU 2026-07-13: Blank/0 amount blocked; carry prior VIU. Labels cleaned.
FD-VAL-003,C28601,https://shopview.testrail.io/index.php?/cases/view/28601,Validation / Edge,"Verify an empty Name blocks saving, with an error (Name required, up to 100 characters)",Medium,VIU-Verified,"UI blocks empty name (inline required error). NEW FDBUG-16: raw API now ACCEPTS empty-name adds (201; regression vs batch-3 400) — FE-only guard; name 101ch -> 400, 100ch -> 201 | WORDING+VIU 2026-07-13: Empty name blocked in UI; 100-char limit. (Raw back-end accepts empty name — FDBUG-16 — but the dialog blocks it.)"
FD-VAL-004,C28602,https://shopview.testrail.io/index.php?/cases/view/28602,Validation / Edge,Verify a percentage discount over 100% is invalid while a percentage fee has no upper cap,High,VIU-Verified,"discount >100% invalid (400), fee uncapped (201) | WORDING+VIU 2026-07-13: %>100 discount invalid, fee uncapped; carry prior VIU. Labels cleaned."
FD-VAL-005,C28603,https://shopview.testrail.io/index.php?/cases/view/28603,Validation / Edge,Verify negative amounts are rejected (values must be above 0),Medium,VIU-Verified,negative amount -> 400 | WORDING+VIU 2026-07-13: Negatives rejected; carry prior VIU.
FD-VAL-006,C28604,https://shopview.testrail.io/index.php?/cases/view/28604,Validation / Edge,Verify the Max Amount field shows only for percentage methods and how 0 or empty behaves,Medium,VIU-Verified,"FDBUG-9: maxCap 0 behaves as NO cap (not 'no maximum' spec reading matches build for empty, but 0 disagrees w/ §5-R6 $0-forces-$0) — persists | WORDING+VIU 2026-07-13: Confirmed live: '$ Max Amount (Optional)' appears only for percentage methods (hidden for Flat Amount, shots wo-03/wo-05). DEVIATION (FDBUG-9 / PO Q2 pending): whether a Max Amount of 0 means 'no cap' or 'cap at $0.00' is a pending product decision — expected kept as current build behavior. | CHRIS WARD ROUND-2 ANSWER APPLIED 2026-07-14(Q2=A): PO ruled a typed 0 in Max Amount = 'no limit' (WAD, S2-R25). 0-handling no longer a deviation; FDBUG-9 closed as accepted; jira draft TICKET 4 DROPPED. Expected reworded to affirm 0=no-cap. PUSHED TO TESTRAIL 2026-07-14 via update_case (QA-lead one-day authorization; update 200 / re-verify 200 MATCH; audit: testrail-round2-push-log.md)."
FD-VAL-007,C28605,https://shopview.testrail.io/index.php?/cases/view/28605,Validation / Edge,Verify a template that is both auto-apply at the location and a customer default is added only ONCE to a new work order,Medium,VIU-Verified,auto+default template -> exactly ONE adjustment on the new WO | WORDING+VIU 2026-07-13: Double-add does not stack (one adjustment); carry prior VIU.
FD-WO-001,C28424,https://shopview.testrail.io/index.php?/cases/view/28424,Work Order — Whole-WO Fee/Discount,Verify the whole-work-order Add Fee/Discount dialog opens from the work order more (⋯) menu,Critical,VIU-Verified,"dialog title still 'Add new fee/discount' (spec 'New Fee / Discount'), menu item 'Add Fee/Discount' — label drift persists (UI re-driven, shot 10-wo-add-dialog) | WORDING+VIU 2026-07-13: rewritten to exact build labels (⋮ menu item 'Add Fee/Discount'; dialog 'Add new fee/discount'; fields 'Apply From Template'/'Name'/'Type'/'Calculation Type'/'$ Amount' or 'Percent %'/'$ Max Amount (Optional)'/'Taxable' toggle; whole-WO Calculation Type options = Flat Amount, % of Labor Total, % of Parts Total, % of Subtotal; buttons 'Add Fee'/'Add Discount'; sidebar card 'WO Fees & Discounts'; preview empty prompt 'Enter an amount to see the impact.'). Captured live on WO S3-15960 (shots wo-01..wo-05). Now build-accurate (was VIU-Deviation only because the case used the older spec wording). Dialog shows no work-order-number subtitle in this build (old expected claim dropped)."
