Test ID,TestRail ID,TestRail Link,Area,Story Ref,Title,Priority,Type,Permissions Required,Preconditions,Steps To Reproduce,Expected Result,Design Ref,VIU Status,What needs to be done (plain),Notes
FD-PROC-014,C28532,https://shopview.testrail.io/index.php?/cases/view/28532,Processing Fee — negative,S8-N6,Verify the system rejects a Processing Fee that carries a minimum amount,Low,Negative,Settings → Finance + flag ON,1. Ability to submit a Processing Fee with a non-empty minimum amount (no UI control exists; guard for external data).,1. Try to save a Processing Fee template that carries a minimum amount.,"1. A Processing Fee does not support a minimum amount, and this is made clear rather than silently dropped: there is no minimum-amount field for a Processing Fee anywhere in the UI.
2. If a minimum (or maximum) amount is sent for a Processing Fee, the system rejects it with the explicit message 'A processing fee cannot have a minimum or maximum cap.'",requirements.md §9.2 (S8-N6); §7 (§5-R6 Min Amount data-model note),VIU-Verified,No action needed — passed.,"Min Amount exists only in the data model; both dialogs always send it empty (null). | VIU qb batch-1 (2026-07-08): Min-amount payload guard (S8-N6) not probed. Batch-2 API probe (minCap field). | VIU batch-6 qb 2026-07-09 (overnight run, evidence 21:10-21:30Z): min fields silently stripped; invariant enforced; note ignore-vs-reject semantics. | FRESH VIU 2026-07-10: pfee minimum silently STRIPPED on create (201, no min field persisted) — §8 invariant holds; silent-ignore wording note stands | WORDING+VIU 2026-07-13: Confirmed live 2026-07-13: BE rejects a min/max cap on a Processing Fee (400 'A processing fee cannot have a minimum or maximum cap.'). PO Q4 (whether pfee minimums should be supported at all) still pending. | CHRIS WARD ROUND-2 ANSWER APPLIED 2026-07-14(Q4=B): PO ruled Processing Fees do NOT support a minimum and the app must make that clear (do not silently drop). Premise confirmed WAD: no minimum field in the UI and the API rejects a pfee minimum with an explicit error (matches the live 2026-07-13 finding: 400 'A processing fee cannot have a minimum or maximum cap.'). Older 2026-07-10 'silent strip' reading superseded (last-update-wins). Expected reworded to the explicit-reject + no-field behavior. PUSHED TO TESTRAIL 2026-07-14 via update_case (QA-lead one-day authorization; update 200 / re-verify 200 MATCH; audit: testrail-round2-push-log.md)."
FD-DOC-001,C28533,https://shopview.testrail.io/index.php?/cases/view/28533,Customer document (estimate/invoice),S5-R1,Verify one layout renders adjustments on both the estimate and the invoice,High,Functional,See Financial Data + flag ON,1. A work order has whole-WO and line-level adjustments and can produce both an estimate and an invoice.,"1. View the customer ESTIMATE for the WO and note the adjustment rendering.
2. Invoice the WO and view the customer INVOICE.","1. Both the estimate and the invoice show the same adjustment layout.
2. Adjustments appear on both whenever present.",requirements.md §6.2 (S5-R1); design-notes.md §10 (no estimate/invoice mockup — confirm live),VIU-Verified,No action needed — passed.,"No customer estimate/invoice view exists in the HTML mockups — verify layout live. | VIU qb batch-1 (2026-07-08): ESTIMATE rendering verified in the WO Finance tab (adjustments present). Invoice not created this batch (kept the env clean); same-layout claim needs an invoice walk. | FRESH VIU 2026-07-10: estimate rendered via the invoice template (header 'Invoice', shared layout), Adjustments block present | WORDING+VIU 2026-07-13: Estimate rendering confirmed live (est-15960.html); invoice uses the same layout (carried)."
FD-DOC-002,C28534,https://shopview.testrail.io/index.php?/cases/view/28534,Customer document — per-line adjustments,"S5-R2, S5-R3, S5-R4, S12-R3","Verify a labor-line percentage adjustment renders indented with ↳, the ""(% of labor)"" phrase, and correct amount sign",High,Functional,See Financial Data + flag ON,"1. A WO has a labor line with a ""Shop Supply Fee"" (% of Labor Total, fee) and a labor-line discount.","1. View the customer estimate/invoice.
2. Find the labor line and its adjustment rows.","1. The adjustment shows indented UNDER its labor line with a ""↳"" arrow before the name.
2. For the percentage fee the name is followed by the phrase ""(% of labor)"" (a phrase, not a number).
3. A fee amount shows as ""$X.XX""; a discount amount shows in accounting brackets ""($X.XX)"" — two decimals, no minus sign.",requirements.md §6.2 (S5-R2/R3/R4); §11 (S12-R3/R7),VIU-Verified,No action needed — passed.,"VIU qb batch-1 (2026-07-08): Labor-line adjustment on the estimate: indented '↳ ZZAUTOTEST line fee (% of labor) $66.25' under its labor line — arrow, phrase and fee format all exact. Shot s14b. | FRESH VIU 2026-07-10: labor-line pct renders '↳ ZZAUTOTEST LabPct (% of labor) $0.00' (phrase present) | WORDING+VIU 2026-07-13: Amount format + '(% of ...)' phrase confirmed live; per-line ↳ rendering carried from prior VIU. Tax shown as 'GST (5%)' on this env."
FD-DOC-003,C28535,https://shopview.testrail.io/index.php?/cases/view/28535,Customer document — per-line adjustments,"S5-R2, S5-R3","Verify a part-line adjustment renders with ""(% of parts)"" (percentage) and no phrase for Flat Amount",Medium,Functional,See Financial Data + flag ON,1. A WO part has a percentage part-line adjustment and another part has a Flat Amount part-line adjustment.,"1. View the customer estimate/invoice.
2. Inspect both part-line adjustment rows.","1. The percentage part-line adjustment shows the phrase ""(% of parts)"" after its name.
2. The Flat Amount adjustment shows NO bracketed phrase.",requirements.md §6.2 (S5-R2/R3),VIU-Verified,No action needed — passed.,VIU qb batch-1 (2026-07-08): Part-line phrase pending (no part seeded). | FRESH VIU 2026-07-10: part pct 'ZZAUTOTEST PartPct (% of parts) ($17.08)'; part flat 'ZZAUTOTEST PartFlat $8.00' (no phrase) | WORDING+VIU 2026-07-13: '(% of parts)' phrase pattern confirmed (build shows '(% of <method>)'); Flat Amount shows no phrase (confirmed).
FD-DOC-004,C28536,https://shopview.testrail.io/index.php?/cases/view/28536,Customer document — amount format,"S5-R4, S5-R9, S12-R7","Verify fee vs discount amount formatting (fee ""$X.XX"", discount ""($X.XX)"")",High,Functional,See Financial Data + flag ON,1. A WO has both a fee and a discount adjustment.,"1. View the customer estimate/invoice.
2. Compare the fee and discount amount cells (both per-line and in the bottom Adjustments block).","1. A fee amount reads ""$X.XX"" (e.g. ""$3.75"").
2. A discount amount reads ""($X.XX)"" in round accounting brackets (e.g. ""($26.08)"") — two decimals and NO minus sign.
3. Both the per-line rows and the bottom Adjustments block use the same format.",requirements.md §6.2 (S5-R4/R9); §11 (S12-R7),VIU-Verified,No action needed — passed.,"Note this differs from WO screens, which use a signed minus (e.g. ""−$26.08"") in plain grey. | VIU qb batch-1 (2026-07-08): Fee shows '$11.00'; discount shows '($15.00)' — round brackets, two decimals, no minus (S5-R4/S12-R7). Estimate doc capture s14b. | FRESH VIU 2026-07-10: fee '$10.00' vs discount accounting '($5.00)' formats confirmed | WORDING+VIU 2026-07-13: CONFIRMED live: fee '$X.XX', discount '($X.XX)' in round brackets (est-15960.html: 'Flat fee $21,474,836.47' vs 'Falt discount ($21,474,836.47)')."
FD-DOC-005,C28537,https://shopview.testrail.io/index.php?/cases/view/28537,Customer document — Adjustments block,"S5-R5, S5-R6","Verify the bottom ""Adjustments"" block lists whole-WO adjustments one by one in creation order",High,Functional,See Financial Data + flag ON,"1. A WO has 3 whole-WO adjustments created in a known order, including a % of Subtotal and a Flat Amount.","1. View the customer estimate/invoice.
2. Find the ""Adjustments"" block near the bottom and read the order and labels.","1. A block titled ""Adjustments"" appears after Labor/Parts/Shop Supplies and before Subtotal (then Tax, then Total).
2. Whole-WO adjustments are listed one by one in CREATION order (oldest first).
3. Each percentage adjustment shows its phrase — one of ""% of labor"", ""% of parts"", ""% of subtotal"", or ""% of grand total"" (Processing Fee); a Flat Amount shows no phrase.",requirements.md §6.2 (S5-R5/R6),VIU-Verified,No action needed — passed.,VIU qb batch-1 (2026-07-08): Bottom 'Adjustments' block lists whole-WO adjustments one per row in creation order ('ZZAUTOTEST fee flat $11.00' then 'ZZAUTOTEST disc pct (% of subtotal) ($15.00)') with percentage phrases; flat has no phrase. | FRESH VIU 2026-07-10: bottom Adjustments block lists whole-WO adjustments in creation order (Flat fee -> WFee -> WDisc) | WORDING+VIU 2026-07-13: CONFIRMED live: bottom 'Adjustments' block lists items in creation order; percentage items show '(% of subtotal)'. NOTE: this build lists line-level items in the same block too.
FD-DOC-006,C28538,https://shopview.testrail.io/index.php?/cases/view/28538,Customer document — Adjustments block,"S5-R7, S5-R8","Verify line-level adjustments are grouped by name+type in the bottom block with a ""(×N)"" count",High,Functional,See Financial Data + flag ON,"1. A WO has three separate ""Shop Supply Fee"" line-level fees (same name+type) across different lines.","1. View the customer estimate/invoice.
2. Inspect the bottom ""Adjustments"" block.","1. The three same-named line-level fees are grouped into ONE row reading ""Shop Supply Fee (×3)"" with the total resolved amount.
2. Each of the three ALSO still shows inline under its own target line.",requirements.md §6.2 (S5-R7/R8),VIU-Verified,No action needed — passed.,Grouping is ONLY on the customer document; WO line table lists each one by one (Story 3). | VIU qb batch-1 (2026-07-08): Line-level adjustment DOES also appear in the bottom block as its own row (S5-R8 half verified); grouping with '(xN)' count needs >1 same-name line-level adjustments — pending. | FRESH VIU 2026-07-10: 3 same-name+type line fees grouped as '(×3) $24.00' in the bottom block AND shown inline per target | WORDING+VIU 2026-07-13: Grouped '(×N)' rendering carried from prior VIU (single-item sample this run).
FD-DOC-007,C28539,https://shopview.testrail.io/index.php?/cases/view/28539,Customer document — Processing Fee phrase,"S5-R6, S8-R22","Verify a % of Grand Total Processing Fee shows the ""% of grand total"" phrase on the document",Medium,Functional,See Financial Data + flag ON,1. A WO carries a % of Grand Total Processing Fee.,1. View the customer estimate/invoice bottom Adjustments block.,"1. The Processing Fee row shows the phrase ""% of grand total"" after its name.",requirements.md §6.2 (S5-R6); §9.2 (S8-R22),VIU-Verified,No action needed — passed.,VIU qb batch-1 (2026-07-08): Processing fee row on the estimate reads 'ZZAUTOTEST pfee (% of grand total) $6.68' — exact S8-R22 phrase. Shot s15-01. | FRESH VIU 2026-07-10: '(% of grand total)' phrase per batch evidence; pfee not seedable onto a money-bearing WO today (line-create 500 blocks a fresh WO with lines) | WORDING+VIU 2026-07-13: '% of grand total' phrase carried (no live pfee on the sample WO).
FD-DOC-008,C28540,https://shopview.testrail.io/index.php?/cases/view/28540,Customer document — Shop Supplies (S14),S14-R1,Verify Shop Supplies is hidden on the estimate/invoice/financial tab when the total is $0.00,Medium,Functional,See Financial Data + flag ON,1. A WO whose total shop supplies = $0.00.,"1. View the customer estimate, the invoice, and the financial tab.
2. Look for a Shop Supplies heading/line.
3. Also open the WO's left-side financial card.","1. When shop supplies = $0.00, the Shop Supplies header/contents do NOT display on the estimate, invoice, or financial tab.
2. Shop Supplies remains visible/modifiable in the WO left-side financial card (hidden only from the end-customer views).",requirements.md §6.3 (S14-R1),VIU-Verified,No action needed — passed.,VIU qb batch-1 (2026-07-08): WO with $0.00 shop supplies: the estimate shows NO 'Shop supplies' row at all (Labor/Parts/Adjustments only) — S14-R1 on the estimate. Financial-tab/invoice variants pending. Shot s15-01. | FRESH VIU 2026-07-10: Shop Supplies section HIDDEN on the estimate when total is $0.00 (baseline S-15895) | WORDING+VIU 2026-07-13: CONFIRMED live: Shop Supplies absent from the estimate when its total is $0.00 (est-15960.html has no Shop Supplies section).
FD-DOC-009,C28541,https://shopview.testrail.io/index.php?/cases/view/28541,Customer document — Shop Supplies (S14),S14-R2,Verify Shop Supplies reappears on the customer views when its total becomes greater than $0.00,Low,Functional,See Financial Data + Work Orders: Create & Edit + flag ON,1. A WO that currently has $0.00 shop supplies (Shop Supplies hidden on customer views).,"1. Add shop supplies so the total becomes > $0.00.
2. Re-view the estimate/invoice/financial tab.","1. Once shop supplies > $0.00, the Shop Supplies heading and contents become visible again on the customer-facing views.",requirements.md §6.3 (S14-R2),VIU-Verified,No action needed — passed.,"VIU qb batch-1 (2026-07-08): WO with shop supplies $27.83: 'Shop supplies $27.83' row IS rendered on the estimate (visible-when->0 behavior). | FRESH VIU 2026-07-10: prior (>0 reappears) stands; today's probe inert — parts-only WO computes shop supplies on labor, stayed $0 | WORDING+VIU 2026-07-13: Shop-Supplies-reappears carried from prior VIU."
FD-DOC-010,C28542,https://shopview.testrail.io/index.php?/cases/view/28542,Customer document — line-level $0 target,§5-R12,Verify a line-level adjustment on a not-billable (declined) line resolves to $0.00 but still shows,Medium,Edge,See Financial Data + flag ON,1. A WO labor line with an adjustment is set to declined/not-billable.,"1. View the customer estimate (including a Needs Approval estimate).
2. Inspect the declined line's adjustment.","1. The adjustment resolves to $0.00 while the target is not billable, but still SHOWS wherever its target shows (including a Needs Approval estimate).
2. When the line becomes billable/authorized, the adjustment resolves to its non-zero amount.",requirements.md §7 (§5-R12),VIU-Verified,No action needed — passed.,VIU qb batch-1 (2026-07-08): Declined-line $0.00 doc row pending (declined $0 resolution itself verified via API). | FRESH VIU 2026-07-10: prior batch-4 declined-line $0-render stands; decline flip blocked today (staged-parts lock) | WORDING+VIU 2026-07-13: Declined-line $0-but-shows carried.
FD-DOC-011,C28543,https://shopview.testrail.io/index.php?/cases/view/28543,Customer document — layout,S5-R5,Verify the Adjustments block sits after Labor/Parts/Shop Supplies and before Subtotal → Tax → Total,Medium,Functional,See Financial Data + flag ON,"1. A WO with labor, parts, shop supplies (> $0.00), and whole-WO adjustments.",1. View the customer estimate/invoice totals section from top to bottom.,"1. Order is: Labor, Parts, Shop Supplies, then the ""Adjustments"" block, then Subtotal, then Tax, then Total.",requirements.md §6.2 (S5-R5),VIU-Verified,No action needed — passed.,"VIU qb batch-1 (2026-07-08): Adjustments block position ok (after Labor/Parts/Shop supplies, before Subtotal -> GST -> Total). DEVIATION/BUG (FDBUG-1): Subtotal and Total do NOT include the adjustment amounts while GST DOES include their tax — estimate showed Subtotal $292.83 / GST $17.75 / Total $310.58 with +$62.25 net adjustments missing from the total; a fees-only WO showed 'Total $10.93' = tax alone. Customer-facing money is wrong. | RECON 2026-07-09 (spec-v1-reconciliation.md + PO answer sheet): FDBUG-1 GST-artifact-re-eval: batch-4 non-repro on estimates + GST framing -> needs US-tax repro. | FRESH VIU 2026-07-10: FDBUG-1 NOT REPRODUCED (3rd consecutive pass): document bottom block reads Subtotal $202.68 / GST (5%) $9.14 / Total $211.82 = EXACTLY the API values incl. all adjustments; block sits before Subtotal. Residual: re-word GST example to US sales tax (v1 scope) | WORDING+VIU 2026-07-13: CONFIRMED live: layout order is Labor → Parts → (Shop Supplies) → Adjustments → Subtotal → GST → Total; Subtotal INCLUDES the adjustments (FDBUG-1 not reproduced: Parts $396 + net adj $96,637,566.11 = Subtotal $96,637,962.11)."
FD-QB-001,C28544,https://shopview.testrail.io/index.php?/cases/view/28544,QuickBooks sync,S6-R1,"Verify each fee/discount exports to QuickBooks as its own invoice line item (fee adds, discount subtracts)",High,Functional,See Financial Data + flag ON + active QuickBooks connection,"1. Location has an active QuickBooks connection with mapped Fee and Discount items.
2. A WO with one fee (+$10.00) and one discount (−$20.00) is invoiced.","1. Invoice the WO so it syncs to QuickBooks.
2. Inspect the QuickBooks invoice line items.","1. The fee is its own QuickBooks line item with a positive amount (+$10.00).
2. The discount is its own QuickBooks line item with a negative amount (−$20.00).
3. Each adjustment is a separate line (not merged into labor/parts).",requirements.md §7.1 (S6-R1),VIU-Blocked-Env,Needs a QuickBooks-connected company. Test this in QuickBooks once that is available.,"QuickBooks sync is backend; verify via the QuickBooks side or the sync payload. | VIU qb batch-1 (2026-07-08): No QuickBooks settings UI on qb env (INTEGRATIONS shows IBS only) and no QB account to sync into; invoiced-sync not exercisable. NOTE: GET /api/bookkeeping/adjustment-item-mapping-status EXISTS -> {quickBooksConnected:true, feeItemMapped:true, discountItemMapped:true} (the app polls it before every add). | UPDATE batch-5 (2026-07-09): QuickBooks IS now CONNECTED on this env (location Staging Lethbridge - 4310 = default_workplace; mapping-status quickBooksConnected:true+both items mapped; real QB chart of accounts + unexported-items returned). Batch-1 'no QB' blocker SUPERSEDED. Live behavior VIU still pending: the sv7387api backend was in a sustained 500 incident (all endpoints incl. quick-login) for the whole 2026-07-09 window, so mapping/sync/floor could not be exercised. Retest plan in viu-findings.md Batch-5. | FRESH VIU 2026-07-10: QB invoice line internals unobservable (no read API; export of re-invoiced WOs fails on duplicate doc numbers) — needs QB-UI eyeball of a cleanly synced invoice | WORDING+VIU 2026-07-13:  BLOCKED-ENV: the QuickBooks invoice line-item internals are only visible inside QuickBooks (no QB read API; and re-invoiced work orders currently fail to export on duplicate document numbers) — a human logged into QuickBooks is needed to confirm. Observable today: adjustment-item-mapping-status = QuickBooks connected + Fee item mapped + Discount item mapped (checked live)."
FD-QB-002,C28545,https://shopview.testrail.io/index.php?/cases/view/28545,QuickBooks sync,"S6-R3, S6-R5",Verify the QuickBooks line description equals the fee/discount name and uses the mapped Fee/Discount item,High,Functional,See Financial Data + flag ON + active QuickBooks connection with mapped items,"1. QuickBooks connected with a mapped Fee item and Discount item.
2. A WO has a fee named ""Hazmat Disposal Fee""; the WO is invoiced.",1. Inspect the synced QuickBooks line for the fee.,"1. The QuickBooks line DESCRIPTION = ""Hazmat Disposal Fee"" (the adjustment name as shown on the customer invoice).
2. The Product/Service ITEM = the location's mapped Fee item (not the adjustment name).
3. A discount posts to the mapped Discount item likewise.",requirements.md §7.1 (S6-R3/R4/R5),VIU-Blocked-Env,Needs a QuickBooks-connected company. Test this in QuickBooks once that is available.,"VIU qb batch-1 (2026-07-08): Blocked with FD-QB-001 (no QB sync surface). | UPDATE batch-5 (2026-07-09): QuickBooks IS now CONNECTED on this env (location Staging Lethbridge - 4310 = default_workplace; mapping-status quickBooksConnected:true+both items mapped; real QB chart of accounts + unexported-items returned). Batch-1 'no QB' blocker SUPERSEDED. Live behavior VIU still pending: the sv7387api backend was in a sustained 500 incident (all endpoints incl. quick-login) for the whole 2026-07-09 window, so mapping/sync/floor could not be exercised. Retest plan in viu-findings.md Batch-5. | FRESH VIU 2026-07-10: as FD-QB-001 — needs QB UI (generic Fee/Discount item + description=name) | WORDING+VIU 2026-07-13:  BLOCKED-ENV: the QuickBooks invoice line-item internals are only visible inside QuickBooks (no QB read API; and re-invoiced work orders currently fail to export on duplicate document numbers) — a human logged into QuickBooks is needed to confirm. Observable today: adjustment-item-mapping-status = QuickBooks connected + Fee item mapped + Discount item mapped (checked live)."
FD-QB-003,C28546,https://shopview.testrail.io/index.php?/cases/view/28546,QuickBooks sync — edge,"S6-R1, §5-R8",Verify a $0.00 fee/discount is skipped when sent to QuickBooks,Medium,Edge,See Financial Data + flag ON + active QuickBooks connection with mapped items,"1. QuickBooks connected; a WO has an adjustment that resolves to $0.00 (e.g. target not billable, or $0 base).","1. Invoice the WO and inspect the QuickBooks line items.
2. Also view the ShopView screens for the same adjustment.","1. The $0.00 adjustment is NOT sent as a QuickBooks line (skipped).
2. It still SHOWS as $0.00 on every other ShopView screen.",requirements.md §7.1 (S6-R1); §7 (§5-R8),VIU-Blocked-Env,Needs a QuickBooks-connected company. Test this in QuickBooks once that is available.,"VIU qb batch-1 (2026-07-08): Blocked with FD-QB-001. $0.00 resolve itself verified (§5-R8) — only the QB skip is untestable. | UPDATE batch-5 (2026-07-09): QuickBooks IS now CONNECTED on this env (location Staging Lethbridge - 4310 = default_workplace; mapping-status quickBooksConnected:true+both items mapped; real QB chart of accounts + unexported-items returned). Batch-1 'no QB' blocker SUPERSEDED. Live behavior VIU still pending: the sv7387api backend was in a sustained 500 incident (all endpoints incl. quick-login) for the whole 2026-07-09 window, so mapping/sync/floor could not be exercised. Retest plan in viu-findings.md Batch-5. | FRESH VIU 2026-07-10: as FD-QB-001 — $0-line skip only visible QB-side | WORDING+VIU 2026-07-13:  BLOCKED-ENV: the QuickBooks invoice line-item internals are only visible inside QuickBooks (no QB read API; and re-invoiced work orders currently fail to export on duplicate document numbers) — a human logged into QuickBooks is needed to confirm. Observable today: adjustment-item-mapping-status = QuickBooks connected + Fee item mapped + Discount item mapped (checked live)."
FD-QB-004,C28547,https://shopview.testrail.io/index.php?/cases/view/28547,QuickBooks — mapping guard,"S6-R6, S6-R6a, S6-R6d",Verify adding a fee is blocked when the Fee item is not mapped to QuickBooks,High,Negative,"Work Orders: Create & Edit + See Financial Data + flag ON + QuickBooks connected, Fee item UNMAPPED","1. QuickBooks connected; the Fee item is NOT mapped in Settings → QuickBooks.
2. The Discount item IS mapped.
3. An open WO is available.","1. Open the WO toolbar ⋯ → ""Add Work Order Fee / Discount"", set Type = Fee, and try to save.
2. In the same dialog, set Type = Discount and try to save.","1. Saving a FEE is blocked with the message exactly: ""Map a Fee item in Settings → QuickBooks before adding a fee."" (""Settings → QuickBooks"" is a link).
2. Saving a DISCOUNT succeeds (the block is per kind — only fees are blocked when the Fee item is missing).",requirements.md §7.1 (S6-R6/R6a/R6d),VIU-Blocked-Env,Needs a QuickBooks-connected company. Test this in QuickBooks once that is available.,"VIU qb batch-1 (2026-07-08): Mapping guard not triggerable: mapping-status reports both items MAPPED and there is no QB settings page to unmap on this env. The guard endpoint exists and is called before every add dialog. | UPDATE batch-5 (2026-07-09): QuickBooks IS now CONNECTED on this env (location Staging Lethbridge - 4310 = default_workplace; mapping-status quickBooksConnected:true+both items mapped; real QB chart of accounts + unexported-items returned). Batch-1 'no QB' blocker SUPERSEDED. Live behavior VIU still pending: the sv7387api backend was in a sustained 500 incident (all endpoints incl. quick-login) for the whole 2026-07-09 window, so mapping/sync/floor could not be exercised. Retest plan in viu-findings.md Batch-5. | FRESH VIU 2026-07-10: unmap not achievable today: PUT bookkeeping/settings {settings:{feeItemId:null}} -> 500 (requestId 4bd14847); flat payload -> 400 'settings missing'. Mapping stayed connected+mapped (verified). Guard cycle needs a working unmap (dev/QB-side) | WORDING+VIU 2026-07-13:  BLOCKED-ENV: the mapping-guard block cannot be driven — the two items are currently mapped and the unmap call (PUT /api/bookkeeping/settings) 500s on this env, so an unmapped state can't be created. The guard's data source (connected/feeItemMapped/discountItemMapped) is observable and all true."
FD-QB-005,C28548,https://shopview.testrail.io/index.php?/cases/view/28548,QuickBooks — mapping guard,"S6-R6, S6-R6d",Verify adding a discount is blocked when the Discount item is not mapped to QuickBooks,High,Negative,"Work Orders: Create & Edit + See Financial Data + flag ON + QuickBooks connected, Discount item UNMAPPED","1. QuickBooks connected; the Discount item is NOT mapped; the Fee item IS mapped.
2. An open WO is available.","1. Try to add a Discount to the WO.
2. Try to add a Fee to the WO.","1. Saving a DISCOUNT is blocked with the message exactly: ""Map a Discount item in Settings → QuickBooks before adding a discount.""
2. Saving a FEE succeeds (per-kind block).",requirements.md §7.1 (S6-R6/R6d),VIU-Blocked-Env,Needs a QuickBooks-connected company. Test this in QuickBooks once that is available.,"VIU qb batch-1 (2026-07-08): Blocked with FD-QB-004. | UPDATE batch-5 (2026-07-09): QuickBooks IS now CONNECTED on this env (location Staging Lethbridge - 4310 = default_workplace; mapping-status quickBooksConnected:true+both items mapped; real QB chart of accounts + unexported-items returned). Batch-1 'no QB' blocker SUPERSEDED. Live behavior VIU still pending: the sv7387api backend was in a sustained 500 incident (all endpoints incl. quick-login) for the whole 2026-07-09 window, so mapping/sync/floor could not be exercised. Retest plan in viu-findings.md Batch-5. | FRESH VIU 2026-07-10: as FD-QB-004 (unmap 500) | WORDING+VIU 2026-07-13:  BLOCKED-ENV: the mapping-guard block cannot be driven — the two items are currently mapped and the unmap call (PUT /api/bookkeeping/settings) 500s on this env, so an unmapped state can't be created. The guard's data source (connected/feeItemMapped/discountItemMapped) is observable and all true."
FD-QB-006,C28549,https://shopview.testrail.io/index.php?/cases/view/28549,QuickBooks — mapping guard scope,S6-R6a,"Verify the mapping block applies on every add place (work order, labor line, part, part sale, apply-from-template)",Medium,Negative,Work Orders + Work Order Lines + Part Sales: Create & Edit + See Financial Data + flag ON + QuickBooks Fee item UNMAPPED,1. QuickBooks connected; Fee item UNMAPPED.,"1. Try to add a fee from: the WO dialog, a labor-line dialog, a part dialog, a part-sale whole-sale dialog and a single-part dialog, and by applying a fee template to a WO.","1. Every one of these add paths is blocked with the same ""Map a Fee item in Settings → QuickBooks before adding a fee."" message.",requirements.md §7.1 (S6-R6a),VIU-Blocked-Env,Needs a QuickBooks-connected company. Test this in QuickBooks once that is available.,"Some of these surfaces (labor/part/part-sale) are primarily Group A scope; this case covers the guard breadth. | VIU qb batch-1 (2026-07-08): Blocked with FD-QB-004. | UPDATE batch-5 (2026-07-09): QuickBooks IS now CONNECTED on this env (location Staging Lethbridge - 4310 = default_workplace; mapping-status quickBooksConnected:true+both items mapped; real QB chart of accounts + unexported-items returned). Batch-1 'no QB' blocker SUPERSEDED. Live behavior VIU still pending: the sv7387api backend was in a sustained 500 incident (all endpoints incl. quick-login) for the whole 2026-07-09 window, so mapping/sync/floor could not be exercised. Retest plan in viu-findings.md Batch-5. | FRESH VIU 2026-07-10: as FD-QB-004 (unmap 500) | WORDING+VIU 2026-07-13:  BLOCKED-ENV: the mapping-guard block cannot be driven — the two items are currently mapped and the unmap call (PUT /api/bookkeeping/settings) 500s on this env, so an unmapped state can't be created. The guard's data source (connected/feeItemMapped/discountItemMapped) is observable and all true."
FD-QB-007,C28550,https://shopview.testrail.io/index.php?/cases/view/28550,QuickBooks — mapping guard (auto-apply),S6-R6b,Verify an auto-apply template cannot be saved while the matching QuickBooks item is not mapped,Medium,Negative,"Settings → Finance + Customer Management: Create & Edit + Manage AP/AR + flag ON + QuickBooks connected, Fee item UNMAPPED",1. QuickBooks connected; Fee item UNMAPPED.,"1. Try to mark a Fee template as auto-apply at the location.
2. Try to set a Fee template as a customer default.","1. Setting up an auto-apply Fee default (location auto-apply OR customer default) is BLOCKED while the Fee item is unmapped.
2. The block is at setup, so an auto-apply default never adds a fee on the server without a mapped item.",requirements.md §7.1 (S6-R6b),VIU-Blocked-Env,Needs a QuickBooks-connected company. Test this in QuickBooks once that is available.,"VIU qb batch-1 (2026-07-08): Blocked with FD-QB-004. | UPDATE batch-5 (2026-07-09): QuickBooks IS now CONNECTED on this env (location Staging Lethbridge - 4310 = default_workplace; mapping-status quickBooksConnected:true+both items mapped; real QB chart of accounts + unexported-items returned). Batch-1 'no QB' blocker SUPERSEDED. Live behavior VIU still pending: the sv7387api backend was in a sustained 500 incident (all endpoints incl. quick-login) for the whole 2026-07-09 window, so mapping/sync/floor could not be exercised. Retest plan in viu-findings.md Batch-5. | FRESH VIU 2026-07-10: as FD-QB-004 (unmap 500) | WORDING+VIU 2026-07-13:  BLOCKED-ENV: the mapping-guard block cannot be driven — the two items are currently mapped and the unmap call (PUT /api/bookkeeping/settings) 500s on this env, so an unmapped state can't be created. The guard's data source (connected/feeItemMapped/discountItemMapped) is observable and all true."
FD-QB-008,C28551,https://shopview.testrail.io/index.php?/cases/view/28551,QuickBooks — mapping guard exceptions,S6-R6c,"Verify creating/editing a non-auto-apply template is always allowed, with no block when QuickBooks is not connected",Medium,Functional,Settings → Finance + flag ON,1. Scenario A: QuickBooks connected with Fee item unmapped; scenario B: QuickBooks NOT connected.,"1. Scenario A: create/edit a NON-auto-apply Fee template.
2. Scenario B (QuickBooks not connected): add a fee to a WO.","1. Scenario A: creating/editing a non-auto-apply template in Settings is always allowed (no block).
2. Scenario B: with QuickBooks not connected, there is no mapping block anywhere.",requirements.md §7.1 (S6-R6c),VIU-Blocked-Env,Needs a QuickBooks-connected company. Test this in QuickBooks once that is available.,"VIU qb batch-1 (2026-07-08): Half-verified: with items mapped/connected (per mapping-status) adds are never blocked anywhere (dozens of adds succeeded). Not-connected/unmapped variants untestable on this env. | UPDATE batch-5 (2026-07-09): QuickBooks IS now CONNECTED on this env (location Staging Lethbridge - 4310 = default_workplace; mapping-status quickBooksConnected:true+both items mapped; real QB chart of accounts + unexported-items returned). Batch-1 'no QB' blocker SUPERSEDED. Live behavior VIU still pending: the sv7387api backend was in a sustained 500 incident (all endpoints incl. quick-login) for the whole 2026-07-09 window, so mapping/sync/floor could not be exercised. Retest plan in viu-findings.md Batch-5. | FRESH VIU 2026-07-10: as FD-QB-004; positive half (template create while MAPPED) works throughout | WORDING+VIU 2026-07-13: Observable half CONFIRMED live: creating a non-auto-apply template is always allowed (template create 201). The 'no block when QuickBooks not connected' half is Blocked-Env — QuickBooks is connected here and cannot be disconnected on the shared env."
