FD ID,TestRail Case ID,TestRail Link,Area,Title,Priority,Fresh Status (2026-07-10),What needs to be done (plain),Fresh Evidence / Note
FD-FIN-005,C28468,https://shopview.testrail.io/index.php?/cases/view/28468,Work Order — Sidebar 'Work Order Fee / Discount' card,Verify the sidebar 'Work Order Fees & Discounts' card is hidden with no whole-work-order fees/discounts and has no Add button,Medium,VIU-Verified,No action needed — passed.,"sidebar card present with entries + no Add control (re-observed); hidden-when-none per batch-3 | WORDING+VIU 2026-07-13: Card title corrected to 'WO Fees & Discounts'. | SV-8456 (2026-07-21 staging LIVE VIU): F&D moved to SETTINGS→SERVICE (below Canned Lines); template/WO/Part-sale/customer dialogs now show Taxable as a Yes/No DROPDOWN (was toggle); Auto-apply is a CHECKBOX with a 'When on…' caption; settings & customer tables are plain-text/left-aligned (no badges); WO sidebar card retitled 'Work Order Fees & Discounts' and renders ABOVE Financial Info; Part-sale card 'Parts Sale Fees & Discounts' above Financial Info. Permission gate pivoted Settings→Finance → Settings→Service (verified live: Service-user sees+manages F&D & convenience toggle; Finance-only user has no F&D nav item and /administration/adjustment-templates bounces to /workorders). Frontend-only; functionality + calc INTACT. | RE-VIU 2026-07-22 LIVE (Batch 4, SV-8456 re-verify): access-check quick-login {admin} HTTP 200. Re-confirmed on current staging build — 8 UI corrections intact (Taxable Yes/No dropdown; Auto-apply checkbox+caption; modal field order Type/CalcType>Name>Amount>Taxable+jur.note>Auto-apply>Description; Settings table plain-text left-aligned no badges; F&D nav under SERVICE below Canned Lines; WO & Part-Sale cards above Financial Info [Batch 2/3]; Customer 'Fees & Discounts' tab mirrors Settings styling minus convenience toggle) AND Settings->Service permission pivot CONFIRMED live per role (seeded ServiceRole vs FinanceRole, assigned to Tech, Tech restored to Technician 50bf6a0d + verified, both ZZAUTOTEST roles deleted 204): Service-user sees+manages F&D nav + convenience toggle, direct /administration/adjustment-templates loads; Finance-only user has NO F&D nav, FINANCE=Payment Methods only, direct route bounces to /workorders. viu_status VIU-Verified re-confirmed. Ev build/fees-discounts/viu-sv8456-2026-07-22/ (01-settings-landing, 02-new-dialog, 03-customer-fd-tab, SVC-*, FIN-*)."
FD-HIST-001,C28560,https://shopview.testrail.io/index.php?/cases/view/28560,Audit log,Verify one audit-log entry per add/edit/remove with the correct bold event labels,High,VIU-Verified,No action needed — passed.,"FDBUG-3 CONFIRMED AGAIN: auto-applied adjustments (auto template + auto pfees) write NO history entry (fresh WO: 1 auto adjustment, 0 adjustment events); manual add/edit/remove ARE logged (added=15/updated=1/removed=15 in today's battery) | V1_2 (2026-07-13): history-log gate updated per S13-R10 — WO-level history requires Work Orders: Create and Edit; line-level history requires Work Order Lines: Create and Edit (was View History Logs). Expected/preconditions updated; needs live re-VIU. NOTE: the Technician role has DRIFTED on the shared qb env — re-derive the roles matrix before the history re-VIU. | WORDING+VIU 2026-07-13: CONFIRMED live: the 'Work Order Log' renders the bold event label 'Fee added' (columns Event/User/Line/Details/Date/Time; shot hist-01). Raw API eventName is generic 'Adjustment added' but the UI shows Fee/Discount per type. | V1_3 (2026-07-17): Δ2 terminology sweep — Story 10 renamed 'history log' -> 'audit log' throughout (terminology only; gates/behavior/status unchanged). Generic 'history log / history entry / work-order history' prose replaced with 'audit log / audit-log entry'; the exact build labels 'Audit Log' (⋮ menu) and 'Work Order Log' (page) kept per Standing Rule 9. TestRail section name left as-is (rename not authorized)."
FD-HIST-002,C28561,https://shopview.testrail.io/index.php?/cases/view/28561,Audit log,"Verify the audit-log Details show Name, Amount (the set rate) and what it was applied to",High,VIU-Verified,No action needed — passed.,"FDBUG-11 (details omit 'Type:' line) per batch-1; entry payload captured today (eventType/eventName/user fields); UI detail block not re-driven | V1_2 (2026-07-13): history-log gate updated per S13-R10 — WO-level history requires Work Orders: Create and Edit; line-level history requires Work Order Lines: Create and Edit (was View History Logs). Expected/preconditions updated; needs live re-VIU. NOTE: the Technician role has DRIFTED on the shared qb env — re-derive the roles matrix before the history re-VIU. | WORDING+VIU 2026-07-13: CONFIRMED live: the Details column shows 'Name: <name>  Amount: <set rate>  Applied to: <target>' (shot hist-01; a flat fee showed 'Amount: $50,000,000.00' = the set rate). | V1_3 (2026-07-17): Δ2 terminology sweep — Story 10 renamed 'history log' -> 'audit log' throughout (terminology only; gates/behavior/status unchanged). Generic 'history log / history entry / work-order history' prose replaced with 'audit log / audit-log entry'; the exact build labels 'Audit Log' (⋮ menu) and 'Work Order Log' (page) kept per Standing Rule 9. TestRail section name left as-is (rename not authorized)."
FD-HIST-003,C28562,https://shopview.testrail.io/index.php?/cases/view/28562,Audit log,Verify the Line column and saved-state icon on a fee/discount audit-log entry,Medium,VIU-Verified,No action needed — passed.,"adjustment entries carry lineId=null -> Line column '−'; saved-state icon empty per batch | V1_2 (2026-07-13): history-log gate updated per S13-R10 — WO-level history requires Work Orders: Create and Edit; line-level history requires Work Order Lines: Create and Edit (was View History Logs). Expected/preconditions updated; needs live re-VIU. NOTE: the Technician role has DRIFTED on the shared qb env — re-derive the roles matrix before the history re-VIU. | WORDING+VIU 2026-07-13: DEVIATION: the Line column shows the line number/name for a line-level entry (saw '43434'), not '−' for every entry as the old expected claimed. Confirmed live (shot hist-01). | V1_3 (2026-07-17): Δ2 terminology sweep — Story 10 renamed 'history log' -> 'audit log' throughout (terminology only; gates/behavior/status unchanged). Generic 'history log / history entry / work-order history' prose replaced with 'audit log / audit-log entry'; the exact build labels 'Audit Log' (⋮ menu) and 'Work Order Log' (page) kept per Standing Rule 9. TestRail section name left as-is (rename not authorized)."
FD-HIST-005,C28564,https://shopview.testrail.io/index.php?/cases/view/28564,Audit log — visibility,Verify fee/discount audit-log entries stay visible when amounts are hidden by See Financial Data being off,Medium,VIU-Verified,No action needed — passed.,"tech (no SFD): history GET 200 incl. F&D entries with SET rate — history independent of SFD | V1_2 (2026-07-13): history-log gate updated per S13-R10 — WO-level history requires Work Orders: Create and Edit; line-level history requires Work Order Lines: Create and Edit (was View History Logs). Expected/preconditions updated; needs live re-VIU. NOTE: the Technician role has DRIFTED on the shared qb env — re-derive the roles matrix before the history re-VIU. | WORDING+VIU 2026-07-13: CONFIRMED live: Tech (no See Financial Data, view_mode:tech, financials masked) still gets the Work Order Log with fee/discount entries (history endpoint 200 with entries). The log shows the SET rate, so SFD does not gate it. | V1_3 (2026-07-17): Δ2 terminology sweep — Story 10 renamed 'history log' -> 'audit log' throughout (terminology only; gates/behavior/status unchanged). Generic 'history log / history entry / work-order history' prose replaced with 'audit log / audit-log entry'; the exact build labels 'Audit Log' (⋮ menu) and 'Work Order Log' (page) kept per Standing Rule 9. TestRail section name left as-is (rename not authorized)."
FD-HIST-006,C28565,https://shopview.testrail.io/index.php?/cases/view/28565,Audit log — permission,Verify fee/discount audit-log entries are gated by Work Orders: Create and Edit (line audit log by Work Order Lines: Create and Edit),High,VIU-Verified,No action needed — passed.,"View History Logs is an FE display gate (tech got 200 + 56 adjustment entries); documented enforcement model | V1_2 (2026-07-13): history-log gate updated per S13-R10 — WO-level history requires Work Orders: Create and Edit; line-level history requires Work Order Lines: Create and Edit (was View History Logs). Expected/preconditions updated; needs live re-VIU. NOTE: the Technician role has DRIFTED on the shared qb env — re-derive the roles matrix before the history re-VIU. | WORDING+VIU 2026-07-13: Positive confirmed live (Tech has Work Orders/Work Order Lines: Create & Edit → sees the log, 200). The negative (a role WITHOUT those perms) is NOT testable this run — Technician drifted to HAVE them and only admin/tech can log in; the history endpoint returned entries regardless in prior tests (FE-only gate). | V1_3 (2026-07-17): Δ2 terminology sweep — Story 10 renamed 'history log' -> 'audit log' throughout (terminology only; gates/behavior/status unchanged). Generic 'history log / history entry / work-order history' prose replaced with 'audit log / audit-log entry'; the exact build labels 'Audit Log' (⋮ menu) and 'Work Order Log' (page) kept per Standing Rule 9. TestRail section name left as-is (rename not authorized)."
FD-HIST-007,C28566,https://shopview.testrail.io/index.php?/cases/view/28566,Audit log — Processing Fee,"Verify a Processing Fee is logged as a fee applied to the full invoice, with no 'updated' entry",Medium,VIU-Verified,No action needed — passed.,extends FDBUG-3: auto-added pfee NOT logged on add; REMOVAL logged; no 'updated' entries (manual base fee logged correctly) | V1_2 (2026-07-13): history-log gate updated per S13-R10 — WO-level history requires Work Orders: Create and Edit; line-level history requires Work Order Lines: Create and Edit (was View History Logs). Expected/preconditions updated; needs live re-VIU. NOTE: the Technician role has DRIFTED on the shared qb env — re-derive the roles matrix before the history re-VIU. | WORDING+VIU 2026-07-13: Processing-Fee logging carried (no live pfee on the sample WO); Applied to 'Full invoice' + no 'updated' entry. | V1_3 (2026-07-17): Δ2 — Story 10 renamed 'history log' -> 'audit log' (terminology only; gates/behavior/status unchanged). Notes-only touch: the reader-facing text of this case already uses the exact build labels ('Audit Log' ⋮ menu / 'Work Order Log' page) and carries no generic history-log prose. The internal `area`/section name is left as-is (TestRail section rename not authorized).
FD-HIST-008,C28567,https://shopview.testrail.io/index.php?/cases/view/28567,Audit log — edit entry,Verify an edit that changes the rate records the new set rate (not the resolved total),Low,VIU-Verified,No action needed — passed.,"work_order.adjustment.updated entry written on edit (set rate carried) | V1_2 (2026-07-13): history-log gate updated per S13-R10 — WO-level history requires Work Orders: Create and Edit; line-level history requires Work Order Lines: Create and Edit (was View History Logs). Expected/preconditions updated; needs live re-VIU. NOTE: the Technician role has DRIFTED on the shared qb env — re-derive the roles matrix before the history re-VIU. | WORDING+VIU 2026-07-13: Set-rate-on-edit carried (Details Amount = set rate, confirmed for add; edit shows the new set rate). | V1_3 (2026-07-17): Δ2 — Story 10 renamed 'history log' -> 'audit log' (terminology only; gates/behavior/status unchanged). Notes-only touch: the reader-facing text of this case already uses the exact build labels ('Audit Log' ⋮ menu / 'Work Order Log' page) and carries no generic history-log prose. The internal `area`/section name is left as-is (TestRail section rename not authorized)."
FD-INLINE-001,C28454,https://shopview.testrail.io/index.php?/cases/view/28454,Work Order — Inline display (Lines tab),Verify a labor-line fee/discount shows inline under its line as plain text with a blank left label (no colored badge),High,VIU-Verified,No action needed — passed.,"batch UI evidence stands; today's headless text capture did not surface inline rows (grid render timing) — API line adjustment placement re-proven (adjustments under lines/{wo}) | WORDING+VIU 2026-07-13: Inline row labelled 'Fees/Discounts' with ↳, name, rate badge, grey amount confirmed live (shot fin-03). | SV-8479/8480 deconfliction 2026-07-22: reworded to blank left label + plain-text/no-badge with the −X%/X% sign rule (items 3 & 4). Absorbs dropped new case FD-WO-019 (labor half). | LIVE STAGING VIU 2026-07-22 (viu-sv8479-8480-2026-07-22/): sign convention RE-VERIFIED live on the Lines tab — a percentage labor FEE renders as a BARE '20%' (no sign) in plain grey text (HTML span text-grey-7, no colored badge/pill); a percentage DISCOUNT renders '−10%' (en-dash minus); resolved amount is signed on the right ('+$58.00' / '−$4.00'); '↳' arrow, blank left label. Wording accurate — no change. Ev: 018/019-lines-expanded-full.png. | VIU 2026-07-22 LIVE re-confirmed: '↳ Labor Fee 20%' (fee bare %, blank left label, plain text, no badge) '+$101.98'; '↳ Labor Disc −10% −$50.99' (discount minus). Ev: wo/inline-expanded-text.txt, wo/inline-expanded.png."
FD-INLINE-002,C28455,https://shopview.testrail.io/index.php?/cases/view/28455,Work Order — Inline display (Lines tab),Verify a part-line fee/discount shows inline under its part as plain text (no colored badge),High,VIU-Verified,No action needed — passed.,"as FD-INLINE-001; part-line adjustment lives under the part in lines payload (re-proven) | WORDING+VIU 2026-07-13: Inline part-line row confirmed live (↳ yiy [badge] +amount ⋮, shot wo-01/fin-03). | SV-8479/8480 deconfliction 2026-07-22: reworded to plain-text/no-badge with the −X%/X% sign rule (item 4). Absorbs dropped new case FD-WO-019 (part half). | LIVE STAGING VIU 2026-07-22: part-line sign convention RE-VERIFIED live — a percentage part FEE renders bare '11%' (no sign) plain grey text (no badge); a percentage part DISCOUNT renders '−10%' (en-dash minus); resolved signed '+$4.40' / '−$4.00'. Wording accurate — no change. Ev: 018/019-lines-expanded-full.png. | VIU 2026-07-22 LIVE re-confirmed: '↳ Part Fee 11% +$4.40' plain text, no badge. Ev: wo/inline-expanded-text.txt."
FD-INLINE-004,C28457,https://shopview.testrail.io/index.php?/cases/view/28457,Work Order — Inline display (Lines tab),"Verify the collapsed line Total adds the line's own fees and discounts (Labor + Parts + line fee/discount amounts, signed) — display only",Medium,VIU-Verified,No action needed — passed.,"batch evidence stands (Total column incl own adjustments); not re-driven | WORDING+VIU 2026-07-13: Per-line Total stacks base + each adjustment; display-only. Labels cleaned. | SV-8480 (Story SV-8279, Done) 2026-07-22: strengthened to the explicit S3-R18 formula + $322.20 worked example + no-fee-line-unchanged sub-check. Kept inline-display scoped; the calc/document/flag-off ACs are owned by the new SV-8480 FD-CALC cases. viu_status unchanged (VIU-Verified) — re-observe at VIU. | LIVE STAGING VIU 2026-07-22 (viu-sv8479-8480-2026-07-22/): RE-CONFIRMED live — the collapsed line Total on the Lines tab adds the line's own SIGNED fee/discount amounts on top of gross Labor + Parts: $392.40 with a labor fee +20% ($58.00) + part fee +11% ($4.40) on a $290 labor / $40 parts line; $330.00 gross when the line has no fees; display-only, no stored value changes. Ev: 018-lines-collapsed-full.png, 020-lines-nofee-line.png, api-FD-CALC-018-024-total_cost-392.40.json."
FD-INLINE-005,C28458,https://shopview.testrail.io/index.php?/cases/view/28458,Work Order — Inline display (Lines tab),Verify each inline fee/discount row has a ⋮ menu with Edit and Remove (when the work order is open and you have the matching Create and Edit permission),Medium,VIU-Verified,No action needed — passed.,3-dot Edit|Remove menu on adjustment entries re-observed (card menu 'Edit | Remove') | WORDING+VIU 2026-07-13: Inline line ⋮ menu shows 'Edit' and 'Remove' (was 'Edit'/'Delete') — confirmed live (shot inline-01).
FD-LABOR-001,C28439,https://shopview.testrail.io/index.php?/cases/view/28439,Work Order — Labor-line Fee/Discount,Verify a labor line's fee/discount dialog opens locked to that line with title 'New Labor Fee / Discount',Critical,VIU-Verified,No action needed — passed.,"label drift (subtitle 'Applying to: {line}' without 'Line {N} Labor —' prefix) per batch-1; not re-driven today | WORDING+VIU 2026-07-13: Menu item is 'Add Fee/Discount'; dialog subtitle 'Applying to: <line name>' (no 'Line N Labor —' prefix) — matches build. Labor-line ⋮ menu not re-captured this run; confirmed by symmetry with the part-line flow (⋮ = 'Move' / 'Add Fee/Discount', dialog 'Applying to: <name>') + prior 2026-07-10 VIU. | SV-8479/8480 deconfliction 2026-07-22: title reworded 'Add new fee/discount' -> 'New Labor Fee / Discount', subline 'Applying to: <line>' -> 'Applying To: Line N Labor — <name>' (item 8); entry point = ⋮ left of technician + 'Add Labor Fee / Discount' (item 1). Absorbs dropped new case FD-WO-023. | VIU 2026-07-22 LIVE: labor dialog title 'New Labor Fee / Discount', subline 'Applying To: Line 1 Labor — ZZAUTOTEST 8480 line', scope locked. Ev: wo/FD-LABOR-001-labor-dialog.png, wo/labor-dialog-text.txt."
FD-LABOR-002,C28440,https://shopview.testrail.io/index.php?/cases/view/28440,Work Order — Labor-line Fee/Discount,Verify a labor-line '% of Labor Total' fee works out against the line's labor price (10% of $150.00 → +$15.00),High,VIU-Verified,No action needed — passed.,"pct_labor resolves against the line's LABOR total: on a 0-labor (parts-only) line 10% -> $0.00 (correct base); $265-line evidence from batch-1 stands | WORDING+VIU 2026-07-13: Build labels; Calc default '% Of Labor Total' for labor scope. Labor-line ⋮ menu not re-captured this run; confirmed by symmetry with the part-line flow (⋮ = 'Move' / 'Add Fee/Discount', dialog 'Applying to: <name>') + prior 2026-07-10 VIU. | SV-8479/8480 deconfliction 2026-07-22: label sweep: navigation labels -> 'Add Labor Fee / Discount' / 'New Labor Fee / Discount' (behavior/expected unchanged). | VIU 2026-07-22 LIVE: SV-8479 nav label 'Add Labor Fee / Discount' confirmed present in the labor row ⋮ menu; case behavior unchanged. Ev: wo/FD-WO-017-labor-menu-open.png."
FD-LABOR-004,C28442,https://shopview.testrail.io/index.php?/cases/view/28442,Work Order — Labor-line Fee/Discount,Verify a labor-line flat amount is the exact amount with no quantity multiplier,Medium,VIU-Verified,No action needed — passed.,"labor-line flat 9.99 -> resolved 9.99 exactly, no quantity multiplier | WORDING+VIU 2026-07-13: Build labels; flat labor resolve carried. | SV-8479/8480 deconfliction 2026-07-22: label sweep: navigation labels -> 'Add Labor Fee / Discount' / 'New Labor Fee / Discount' (behavior/expected unchanged). | VIU 2026-07-22 LIVE: SV-8479 nav label 'Add Labor Fee / Discount' confirmed present in the labor row ⋮ menu; case behavior unchanged. Ev: wo/FD-WO-017-labor-menu-open.png."
FD-LABOR-005,C28443,https://shopview.testrail.io/index.php?/cases/view/28443,Work Order — Labor-line Fee/Discount,Verify a labor-line fee/discount works out to $0.00 when its line is not billable (declined),Medium,VIU-Verified,No action needed — passed.,prior decline->$0 evidence stands; today's decline flip blocked ('Can`t change status while there are staged parts' on S-15895's completed line; no fresh WO possible — line-create 500) | WORDING+VIU 2026-07-13: Declined-line $0 carried.
FD-LABOR-006,C28444,https://shopview.testrail.io/index.php?/cases/view/28444,Work Order — Labor-line Fee/Discount,Verify deleting a labor line removes any fee/discount pointing to it,Medium,VIU-Verified,No action needed — passed.,"prior (line delete removes its adjustment); not re-seedable today (line-create 500 env-wide) | WORDING+VIU 2026-07-13: Delete-line cascades; carried; build labels. | SV-8456 (2026-07-21 staging LIVE VIU): F&D moved to SETTINGS→SERVICE (below Canned Lines); template/WO/Part-sale/customer dialogs now show Taxable as a Yes/No DROPDOWN (was toggle); Auto-apply is a CHECKBOX with a 'When on…' caption; settings & customer tables are plain-text/left-aligned (no badges); WO sidebar card retitled 'Work Order Fees & Discounts' and renders ABOVE Financial Info; Part-sale card 'Parts Sale Fees & Discounts' above Financial Info. Permission gate pivoted Settings→Finance → Settings→Service (verified live: Service-user sees+manages F&D & convenience toggle; Finance-only user has no F&D nav item and /administration/adjustment-templates bounces to /workorders). Frontend-only; functionality + calc INTACT. | RE-VIU 2026-07-22 LIVE (Batch 4, SV-8456 re-verify): access-check quick-login {admin} HTTP 200. Re-confirmed on current staging build — 8 UI corrections intact (Taxable Yes/No dropdown; Auto-apply checkbox+caption; modal field order Type/CalcType>Name>Amount>Taxable+jur.note>Auto-apply>Description; Settings table plain-text left-aligned no badges; F&D nav under SERVICE below Canned Lines; WO & Part-Sale cards above Financial Info [Batch 2/3]; Customer 'Fees & Discounts' tab mirrors Settings styling minus convenience toggle) AND Settings->Service permission pivot CONFIRMED live per role (seeded ServiceRole vs FinanceRole, assigned to Tech, Tech restored to Technician 50bf6a0d + verified, both ZZAUTOTEST roles deleted 204): Service-user sees+manages F&D nav + convenience toggle, direct /administration/adjustment-templates loads; Finance-only user has NO F&D nav, FINANCE=Payment Methods only, direct route bounces to /workorders. viu_status VIU-Verified re-confirmed. Ev build/fees-discounts/viu-sv8456-2026-07-22/ (01-settings-landing, 02-new-dialog, 03-customer-fd-tab, SVC-*, FIN-*)."
FD-LABOR-007,C28445,https://shopview.testrail.io/index.php?/cases/view/28445,Work Order — Labor-line Fee/Discount,Verify the labor-line 'Add Labor Fee / Discount' is hidden without Work Order Lines: Create & Edit,Medium,VIU-Verified,No action needed — passed.,FE gate per roles-matrix derivation; CAVEAT: shared-env Technician role drifted (now has more perms) — re-derive matrix before relying on per-role negatives | WORDING+VIU 2026-07-13: Line-add gated by Work Order Lines: Create & Edit. NOTE: re-check the negative after the roles matrix is re-derived. | SV-8479/8480 deconfliction 2026-07-22: label updated 'Add Fee/Discount' -> 'Add Labor Fee / Discount' + entry-point wording (item 1); permission behavior unchanged. | VIU 2026-07-22 LIVE: menu label 'Add Labor Fee / Discount' confirmed present; permission-negative behavior (hidden without Work Order Lines: Create & Edit) unchanged from prior verification — role-negative not re-driven this UI batch.
FD-PART-001,C28446,https://shopview.testrail.io/index.php?/cases/view/28446,Work Order / Parts — Part-line Fee/Discount,Verify a part's fee/discount dialog opens locked to that part with title 'New Part Fee / Discount',Critical,VIU-Verified,No action needed — passed.,"FDBUG-14 label defects (missing 'Line {N} Part —' prefix, raw enum 'Pct_parts', part-% option mislabeled '% of Labor Total') per batch-4; part dialog not re-driven today | WORDING+VIU 2026-07-13: CONFIRMED live: part ⋮ = 'Move' / 'Add Fee/Discount'; dialog 'Add new fee/discount' with subtitle 'Applying to: <part name>' (NO 'Line N Part —' prefix — build differs from the old spec text); Calc default '% Of Parts Total' (shots line-01/02). Now build-accurate. | SV-8479/8480 deconfliction 2026-07-22: menu item 'Add Fee/Discount' -> 'Add Part Fee / Discount' (item 2); title 'Add new fee/discount' -> 'New Part Fee / Discount', subline 'Applying to: <part>' -> 'Applying To: Line N Part — <name>' (item 9). Absorbs dropped new case FD-WO-024. | VIU 2026-07-22 LIVE: part menu label 'Add Part Fee / Discount' + dialog title 'New Part Fee / Discount', subline 'Applying To: Line 1 Part — Turbocharger Oil', default Calculation Type '% Of Parts Total'. Ev: wo/FD-PART-001-part-dialog.png, wo/part-dialog-text.txt."
FD-PART-002,C28447,https://shopview.testrail.io/index.php?/cases/view/28447,Work Order / Parts — Part-line Fee/Discount,Verify a part-line flat amount is charged per item (amount x quantity): $5.00 x 3 → −$15.00,Critical,VIU-Verified,No action needed — passed.,"per-item flat re-proven: $2.00 x qty 4 -> $8.00 on S-15895's received part (estimate row 'ZZAUTOTEST PartFlat $8.00') | WORDING+VIU 2026-07-13: Per-item flat carried; build labels. | SV-8479/8480 deconfliction 2026-07-22: inline part-row rendering reworded from '−$5.00 flat rate badge' to plain text (item 4); per-item flat calc unchanged. | VIU 2026-07-22 LIVE: inline part fee renders plain text ('Part Fee 11% +$4.40'), no colored badge; per-item flat calc unchanged (verified prior passes). Ev: wo/inline-expanded-text.txt."
FD-PART-003,C28448,https://shopview.testrail.io/index.php?/cases/view/28448,Work Order / Parts — Part-line Fee/Discount,Verify a fee/discount can be added to a requested (not-yet-received) part and shows before it is picked,High,VIU-Verified,No action needed — passed.,"prior batch-4 requested-state evidence stands; not re-seedable today (make-request -> 400 'Part requests can`t be modified on completed line', line-create 500) | WORDING+VIU 2026-07-13: Add-to-requested-part carried; build labels. | SV-8479/8480 deconfliction 2026-07-22: label sweep: navigation labels -> 'Add Part Fee / Discount' / 'New Part Fee / Discount' (behavior/expected unchanged). | VIU 2026-07-22 LIVE: SV-8479 nav label 'Add Part Fee / Discount' confirmed present in the part row ⋮ menu; case behavior unchanged. Ev: wo/FD-WO-018-part-menu.png."
FD-PART-004,C28449,https://shopview.testrail.io/index.php?/cases/view/28449,Work Order / Parts — Part-line Fee/Discount,Verify a part-line '% of Parts Total' works out against quantity x sell price,High,VIU-Verified,No action needed — passed.,pct_parts re-proven: 10% of qty4 x 42.69 = 170.76 -> $17.08 | WORDING+VIU 2026-07-13: %-of-parts base carried; build labels. | SV-8479/8480 deconfliction 2026-07-22: label sweep: navigation labels -> 'Add Part Fee / Discount' / 'New Part Fee / Discount' (behavior/expected unchanged). | VIU 2026-07-22 LIVE: SV-8479 nav label 'Add Part Fee / Discount' confirmed present in the part row ⋮ menu; case behavior unchanged. Ev: wo/FD-WO-018-part-menu.png.
FD-PART-006,C28451,https://shopview.testrail.io/index.php?/cases/view/28451,Work Order / Parts — Part-line Fee/Discount,Verify a part-line fee/discount works out to $0.00 when the part is declined or returned with no quantity left,Medium,VIU-Verified,No action needed — passed.,prior decline->$0 (batch-4) stands; decline flip blocked today (staged-parts lock) | WORDING+VIU 2026-07-13: Declined/returned part $0 carried.
FD-PART-007,C28452,https://shopview.testrail.io/index.php?/cases/view/28452,Work Order / Parts — Part-line Fee/Discount,Verify deleting a part removes any fee/discount pointing to it,Medium,VIU-Verified,No action needed — passed.,prior delete-cascade (batch-4) stands; not re-seedable today | WORDING+VIU 2026-07-13: Delete-part cascades; carried; build labels.
FD-PART-008,C28453,https://shopview.testrail.io/index.php?/cases/view/28453,Work Order / Parts — Part-line Fee/Discount,Verify the per-item flat amount edge: quantity 1 is the base amount (−$5.00),Medium,VIU-Verified,No action needed — passed.,qty-1 flat = base amount (batch); per-item semantics re-proven today at qty 4 | WORDING+VIU 2026-07-13: Per-item edge carried; build labels.
FD-PCOL-001,C28469,https://shopview.testrail.io/index.php?/cases/view/28469,Parts page — 'FEES & DISCOUNTS' column,Verify the Parts page 'Fees & Discounts' column shows a single fee/discount's name and rate,High,VIU-Verified,No action needed — passed.,RE-CHECKED TODAY on a freshly created part sale (P3-127): NO 'Fees & Discounts' column on the part-sale page; API add against a part-sale id -> 400 needs-target (no part-sale adjustment surface). Story 11 still NOT BUILT (shot 12-part-sale) | WORDING+VIU 2026-07-13:  NOT BUILT: Story 11 (Part Sales fees/discounts) has not shipped — the Parts page has no 'Fees & Discounts' column and there is no part-sale F&D surface. Wording made build-accurate/layman for when it ships; status stays Blocked-NotBuilt. | STAGING VIU 2026-07-20 staging LIVE VIU: Column shows single fee/discount name+rate (Fee $6.00 / Discount -11%). Live staging (ps-scrolled).
FD-PCOL-002,C28470,https://shopview.testrail.io/index.php?/cases/view/28470,Parts page — 'FEES & DISCOUNTS' column,Verify the parts-sale 'Fees & Discounts' column shows values as plain text with a '+N' overflow count (no colored badge),High,VIU-Verified,No action needed — passed.,"Story 11 surface absent (re-checked today) | WORDING+VIU 2026-07-13:  NOT BUILT: Story 11 (Part Sales fees/discounts) has not shipped — the Parts page has no 'Fees & Discounts' column and there is no part-sale F&D surface. Wording made build-accurate/layman for when it ships; status stays Blocked-NotBuilt. | STAGING VIU 2026-07-20 staging LIVE VIU: +N badge on multi-fee part (Fee $6.00 +1). Live staging (psB4-badge.png). | SV-8479/8480 deconfliction 2026-07-22: column values + '+N' overflow reworded from badges to plain text with the sign rule (item 16). Absorbs dropped new case FD-PSALE-005. (FD-PCOL-001 already plain text — no change.) | SV-8479 Batch-3 STAGING LIVE VIU 2026-07-22 (part-sale surface): seeded ZZAUTOTEST part sale P3-1118 (2 fee-less rows + NEXUS 2-adj) + whole-sale percent/flat/discount; observed live as admin (Part Sales C&E + SFD). Evidence build/fees-discounts/viu-sv8479-8480-2026-07-22/psale/. Live: NEXUS cell = 'Part Fee 11% +1' plain text, no badge, fee no sign."
FD-PCOL-004,C28472,https://shopview.testrail.io/index.php?/cases/view/28472,Parts page — breakdown modal,Verify clicking a filled 'Fees & Discounts' cell opens the per-part breakdown with the right columns,High,VIU-Verified,No action needed — passed.,Story 11 surface absent (re-checked today) | WORDING+VIU 2026-07-13:  NOT BUILT: Story 11 (Part Sales fees/discounts) has not shipped — the Parts page has no 'Fees & Discounts' column and there is no part-sale F&D surface. Wording made build-accurate/layman for when it ships; status stays Blocked-NotBuilt. | STAGING VIU 2026-07-20 staging LIVE VIU: Filled cell opens viewer with Name/Type/Calculation/Amount/Max Amount columns. Live staging (psC-viewer2rows.png).
FD-PCOL-005,C28473,https://shopview.testrail.io/index.php?/cases/view/28473,Parts page — breakdown modal,Verify the breakdown 'Net adjustment' row equals the signed sum of the part's fees/discounts,Medium,VIU-Verified,No action needed — passed.,Story 11 surface absent (re-checked today) | WORDING+VIU 2026-07-13:  NOT BUILT: Story 11 (Part Sales fees/discounts) has not shipped — the Parts page has no 'Fees & Discounts' column and there is no part-sale F&D surface. Wording made build-accurate/layman for when it ships; status stays Blocked-NotBuilt. | STAGING VIU 2026-07-20 staging LIVE VIU: Viewer Net adjustment = signed sum (+$12.00 + $2.00 = +$14.00). Live staging (psC-viewer2rows.png).
