internal_id,case_id,link,surface,recheck_outcome,note,evidence,build,date,provenance_restamped
SBC-NAV-01,C30096,https://shopview.testrail.io/index.php?/cases/view/30096,API,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/env-validation-calc-recheck.json (validation + payload shape re-probed),v3.4.1-3d03023,2026-08-04,yes
SBR-BADGE-02,C30227,https://shopview.testrail.io/index.php?/cases/view/30227,SCREEN,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/screen/screen-columns.json + per-report screenshots,v3.4.1-3d03023,2026-08-04,yes
SBR-CALC-01,C30229,https://shopview.testrail.io/index.php?/cases/view/30229,CALCULATION,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/b30-wip-contract.json + evidence/ruling3/money-and-crosscheck.json,v3.4.1-3d03023,2026-08-04,yes
SBR-CALC-02,C30230,https://shopview.testrail.io/index.php?/cases/view/30230,CALCULATION,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/b30-wip-contract.json + evidence/ruling3/money-and-crosscheck.json,v3.4.1-3d03023,2026-08-04,yes
SBR-CALC-03,C30231,https://shopview.testrail.io/index.php?/cases/view/30231,CALCULATION,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/b30-wip-contract.json + evidence/ruling3/money-and-crosscheck.json,v3.4.1-3d03023,2026-08-04,yes
SBR-CALC-05,C30233,https://shopview.testrail.io/index.php?/cases/view/30233,CALCULATION,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/b30-wip-contract.json + evidence/ruling3/money-and-crosscheck.json,v3.4.1-3d03023,2026-08-04,yes
SBR-CALC-06,C30234,https://shopview.testrail.io/index.php?/cases/view/30234,EXPORT FILE,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/location-and-metadata-matrix.json (36/36 surfaces re-captured),v3.4.1-3d03023,2026-08-04,yes
SBR-CALC-07,C30235,https://shopview.testrail.io/index.php?/cases/view/30235,CALCULATION,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/b30-wip-contract.json + evidence/ruling3/money-and-crosscheck.json,v3.4.1-3d03023,2026-08-04,yes
SBR-CALC-08,C30236,https://shopview.testrail.io/index.php?/cases/view/30236,CALCULATION,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/b30-wip-contract.json + evidence/ruling3/money-and-crosscheck.json,v3.4.1-3d03023,2026-08-04,yes
SBR-TOT-01,C30237,https://shopview.testrail.io/index.php?/cases/view/30237,CALCULATION,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/b30-wip-contract.json + evidence/ruling3/money-and-crosscheck.json,v3.4.1-3d03023,2026-08-04,yes
SBR-TOT-02,C30238,https://shopview.testrail.io/index.php?/cases/view/30238,CALCULATION,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/b30-wip-contract.json + evidence/ruling3/money-and-crosscheck.json,v3.4.1-3d03023,2026-08-04,yes
SBR-TOT-03,C30239,https://shopview.testrail.io/index.php?/cases/view/30239,CALCULATION,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/b30-wip-contract.json + evidence/ruling3/money-and-crosscheck.json,v3.4.1-3d03023,2026-08-04,yes
SBR-SORT-01,C30241,https://shopview.testrail.io/index.php?/cases/view/30241,COLUMNS/SELECTOR,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/screen/colsel-and-singleloc.json + screen-columns.json,v3.4.1-3d03023,2026-08-04,yes
SBR-SORT-02,C30242,https://shopview.testrail.io/index.php?/cases/view/30242,COLUMNS/SELECTOR,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/screen/colsel-and-singleloc.json + screen-columns.json,v3.4.1-3d03023,2026-08-04,yes
SBR-SORT-03,C30243,https://shopview.testrail.io/index.php?/cases/view/30243,COLUMNS/SELECTOR,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/screen/colsel-and-singleloc.json + screen-columns.json,v3.4.1-3d03023,2026-08-04,yes
SBR-SORT-04,C30244,https://shopview.testrail.io/index.php?/cases/view/30244,COLUMNS/SELECTOR,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/screen/colsel-and-singleloc.json + screen-columns.json,v3.4.1-3d03023,2026-08-04,yes
SBR-SORT-05,C30245,https://shopview.testrail.io/index.php?/cases/view/30245,COLUMNS/SELECTOR,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/screen/colsel-and-singleloc.json + screen-columns.json,v3.4.1-3d03023,2026-08-04,yes
SBR-LINK-01,C30247,https://shopview.testrail.io/index.php?/cases/view/30247,SCREEN,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/screen/screen-columns.json + per-report screenshots,v3.4.1-3d03023,2026-08-04,yes
SBR-LINK-03,C30249,https://shopview.testrail.io/index.php?/cases/view/30249,LOCATION,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/location-and-metadata-matrix.json + screen/singleloc-*.png,v3.4.1-3d03023,2026-08-04,yes
SBR-LINK-04,C30250,https://shopview.testrail.io/index.php?/cases/view/30250,SCREEN,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/screen/screen-columns.json + per-report screenshots,v3.4.1-3d03023,2026-08-04,yes
SBR-LINK-05,C30251,https://shopview.testrail.io/index.php?/cases/view/30251,SCREEN,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/screen/screen-columns.json + per-report screenshots,v3.4.1-3d03023,2026-08-04,yes
SBR-DEACT-02,C30253,https://shopview.testrail.io/index.php?/cases/view/30253,SCREEN,RESIDUAL,needs seeded data this run did not create (invoice creation / assignments export); obligation carried forward,evidence/screen/screen-columns.json + per-report screenshots,v3.4.1-3d03023,2026-08-04,yes
SBR-DEACT-03,C30254,https://shopview.testrail.io/index.php?/cases/view/30254,SCREEN,RESIDUAL,needs seeded data this run did not create (invoice creation / assignments export); obligation carried forward,evidence/screen/screen-columns.json + per-report screenshots,v3.4.1-3d03023,2026-08-04,yes
SBR-DEACT-04,C30255,https://shopview.testrail.io/index.php?/cases/view/30255,SCREEN,RESIDUAL,needs seeded data this run did not create (invoice creation / assignments export); obligation carried forward,evidence/screen/screen-columns.json + per-report screenshots,v3.4.1-3d03023,2026-08-04,yes
SBR-DEACT-05,C30256,https://shopview.testrail.io/index.php?/cases/view/30256,SCREEN,RESIDUAL,needs seeded data this run did not create (invoice creation / assignments export); obligation carried forward,evidence/screen/screen-columns.json + per-report screenshots,v3.4.1-3d03023,2026-08-04,yes
SBR-DEACT-06,C30257,https://shopview.testrail.io/index.php?/cases/view/30257,EXPORT FILE,RESIDUAL,needs seeded data this run did not create (invoice creation / assignments export); obligation carried forward,evidence/location-and-metadata-matrix.json (36/36 surfaces re-captured),v3.4.1-3d03023,2026-08-04,yes
SBR-DEACT-07,C30258,https://shopview.testrail.io/index.php?/cases/view/30258,SCREEN,RESIDUAL,needs seeded data this run did not create (invoice creation / assignments export); obligation carried forward,evidence/screen/screen-columns.json + per-report screenshots,v3.4.1-3d03023,2026-08-04,yes
SBR-DEACT-08,C30259,https://shopview.testrail.io/index.php?/cases/view/30259,SCREEN,RESIDUAL,needs seeded data this run did not create (invoice creation / assignments export); obligation carried forward,evidence/screen/screen-columns.json + per-report screenshots,v3.4.1-3d03023,2026-08-04,yes
SBR-DEACT-09,C30260,https://shopview.testrail.io/index.php?/cases/view/30260,SCREEN,RESIDUAL,needs seeded data this run did not create (invoice creation / assignments export); obligation carried forward,evidence/screen/screen-columns.json + per-report screenshots,v3.4.1-3d03023,2026-08-04,yes
SBR-UNAS-01,C30261,https://shopview.testrail.io/index.php?/cases/view/30261,SCREEN,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/screen/screen-columns.json + per-report screenshots,v3.4.1-3d03023,2026-08-04,yes
SBR-UNAS-02,C30262,https://shopview.testrail.io/index.php?/cases/view/30262,SCREEN,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/screen/screen-columns.json + per-report screenshots,v3.4.1-3d03023,2026-08-04,yes
SBR-UNAS-04,C30264,https://shopview.testrail.io/index.php?/cases/view/30264,SCREEN,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/screen/screen-columns.json + per-report screenshots,v3.4.1-3d03023,2026-08-04,yes
SBR-COL-01,C30265,https://shopview.testrail.io/index.php?/cases/view/30265,COLUMNS/SELECTOR,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/screen/colsel-and-singleloc.json + screen-columns.json,v3.4.1-3d03023,2026-08-04,yes
SBR-COL-03,C30267,https://shopview.testrail.io/index.php?/cases/view/30267,COLUMNS/SELECTOR,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/screen/colsel-and-singleloc.json + screen-columns.json,v3.4.1-3d03023,2026-08-04,yes
SBR-COL-04,C30268,https://shopview.testrail.io/index.php?/cases/view/30268,EXPORT FILE,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/location-and-metadata-matrix.json (36/36 surfaces re-captured),v3.4.1-3d03023,2026-08-04,yes
SBR-COL-05,C30269,https://shopview.testrail.io/index.php?/cases/view/30269,COLUMNS/SELECTOR,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/screen/colsel-and-singleloc.json + screen-columns.json,v3.4.1-3d03023,2026-08-04,yes
SBR-PERS-01,C30271,https://shopview.testrail.io/index.php?/cases/view/30271,COLUMNS/SELECTOR,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/screen/colsel-and-singleloc.json + screen-columns.json,v3.4.1-3d03023,2026-08-04,yes
SBR-PERS-02,C30272,https://shopview.testrail.io/index.php?/cases/view/30272,COLUMNS/SELECTOR,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/screen/colsel-and-singleloc.json + screen-columns.json,v3.4.1-3d03023,2026-08-04,yes
SBR-PERS-03,C30273,https://shopview.testrail.io/index.php?/cases/view/30273,COLUMNS/SELECTOR,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/screen/colsel-and-singleloc.json + screen-columns.json,v3.4.1-3d03023,2026-08-04,yes
SBR-PERS-04,C30274,https://shopview.testrail.io/index.php?/cases/view/30274,COLUMNS/SELECTOR,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/screen/colsel-and-singleloc.json + screen-columns.json,v3.4.1-3d03023,2026-08-04,yes
SBR-PERS-05,C30275,https://shopview.testrail.io/index.php?/cases/view/30275,COLUMNS/SELECTOR,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/screen/colsel-and-singleloc.json + screen-columns.json,v3.4.1-3d03023,2026-08-04,yes
SBR-EXP-01,C30276,https://shopview.testrail.io/index.php?/cases/view/30276,EXPORT FILE,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/location-and-metadata-matrix.json (36/36 surfaces re-captured),v3.4.1-3d03023,2026-08-04,yes
SBR-EXP-02,C30277,https://shopview.testrail.io/index.php?/cases/view/30277,EXPORT FILE,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/location-and-metadata-matrix.json (36/36 surfaces re-captured),v3.4.1-3d03023,2026-08-04,yes
SBR-EXP-03,C30278,https://shopview.testrail.io/index.php?/cases/view/30278,EXPORT FILE,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/location-and-metadata-matrix.json (36/36 surfaces re-captured),v3.4.1-3d03023,2026-08-04,yes
SBR-EXP-04,C30279,https://shopview.testrail.io/index.php?/cases/view/30279,EXPORT FILE,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/location-and-metadata-matrix.json (36/36 surfaces re-captured),v3.4.1-3d03023,2026-08-04,yes
SBR-EXP-05,C30280,https://shopview.testrail.io/index.php?/cases/view/30280,EXPORT FILE,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/location-and-metadata-matrix.json (36/36 surfaces re-captured),v3.4.1-3d03023,2026-08-04,yes
SBR-EXP-06,C30281,https://shopview.testrail.io/index.php?/cases/view/30281,EXPORT FILE,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/location-and-metadata-matrix.json (36/36 surfaces re-captured),v3.4.1-3d03023,2026-08-04,yes
SBR-EXP-07,C30282,https://shopview.testrail.io/index.php?/cases/view/30282,EXPORT FILE,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/location-and-metadata-matrix.json (36/36 surfaces re-captured),v3.4.1-3d03023,2026-08-04,yes
SBR-EXP-08,C30283,https://shopview.testrail.io/index.php?/cases/view/30283,EXPORT FILE,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/location-and-metadata-matrix.json (36/36 surfaces re-captured),v3.4.1-3d03023,2026-08-04,yes
SBR-EXP-10,C30285,https://shopview.testrail.io/index.php?/cases/view/30285,EXPORT FILE,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/location-and-metadata-matrix.json (36/36 surfaces re-captured),v3.4.1-3d03023,2026-08-04,yes
SBR-EXP-11,C30286,https://shopview.testrail.io/index.php?/cases/view/30286,EXPORT FILE,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/location-and-metadata-matrix.json (36/36 surfaces re-captured),v3.4.1-3d03023,2026-08-04,yes
SBR-EXP-12,C30287,https://shopview.testrail.io/index.php?/cases/view/30287,EXPORT FILE,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/location-and-metadata-matrix.json (36/36 surfaces re-captured),v3.4.1-3d03023,2026-08-04,yes
SBR-EXP-13,C30288,https://shopview.testrail.io/index.php?/cases/view/30288,EXPORT FILE,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/location-and-metadata-matrix.json (36/36 surfaces re-captured),v3.4.1-3d03023,2026-08-04,yes
SBR-EXP-14,C30289,https://shopview.testrail.io/index.php?/cases/view/30289,EXPORT FILE,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/location-and-metadata-matrix.json (36/36 surfaces re-captured),v3.4.1-3d03023,2026-08-04,yes
SBR-EXP-15,C30290,https://shopview.testrail.io/index.php?/cases/view/30290,EXPORT FILE,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/location-and-metadata-matrix.json (36/36 surfaces re-captured),v3.4.1-3d03023,2026-08-04,yes
SBR-EXP-16,C30291,https://shopview.testrail.io/index.php?/cases/view/30291,EXPORT FILE,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/location-and-metadata-matrix.json (36/36 surfaces re-captured),v3.4.1-3d03023,2026-08-04,yes
SBR-ASGN-01,C30292,https://shopview.testrail.io/index.php?/cases/view/30292,SCREEN,RESIDUAL,needs seeded data this run did not create (invoice creation / assignments export); obligation carried forward,evidence/screen/screen-columns.json + per-report screenshots,v3.4.1-3d03023,2026-08-04,yes
SBR-ASGN-02,C30293,https://shopview.testrail.io/index.php?/cases/view/30293,EXPORT FILE,RESIDUAL,needs seeded data this run did not create (invoice creation / assignments export); obligation carried forward,evidence/location-and-metadata-matrix.json (36/36 surfaces re-captured),v3.4.1-3d03023,2026-08-04,yes
SBR-ASGN-03,C30294,https://shopview.testrail.io/index.php?/cases/view/30294,EXPORT FILE,RESIDUAL,needs seeded data this run did not create (invoice creation / assignments export); obligation carried forward,evidence/location-and-metadata-matrix.json (36/36 surfaces re-captured),v3.4.1-3d03023,2026-08-04,yes
SBR-ASGN-04,C30295,https://shopview.testrail.io/index.php?/cases/view/30295,SCREEN,RESIDUAL,needs seeded data this run did not create (invoice creation / assignments export); obligation carried forward,evidence/screen/screen-columns.json + per-report screenshots,v3.4.1-3d03023,2026-08-04,yes
SBR-ASGN-05,C30296,https://shopview.testrail.io/index.php?/cases/view/30296,EXPORT FILE,RESIDUAL,needs seeded data this run did not create (invoice creation / assignments export); obligation carried forward,evidence/location-and-metadata-matrix.json (36/36 surfaces re-captured),v3.4.1-3d03023,2026-08-04,yes
SBR-ASGN-06,C30297,https://shopview.testrail.io/index.php?/cases/view/30297,EXPORT FILE,RESIDUAL,needs seeded data this run did not create (invoice creation / assignments export); obligation carried forward,evidence/location-and-metadata-matrix.json (36/36 surfaces re-captured),v3.4.1-3d03023,2026-08-04,yes
SBR-STATE-01,C30298,https://shopview.testrail.io/index.php?/cases/view/30298,EXPORT FILE,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/location-and-metadata-matrix.json (36/36 surfaces re-captured),v3.4.1-3d03023,2026-08-04,yes
SBR-STATE-03,C30300,https://shopview.testrail.io/index.php?/cases/view/30300,SCREEN,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/screen/screen-columns.json + per-report screenshots,v3.4.1-3d03023,2026-08-04,yes
SBR-STATE-04,C30301,https://shopview.testrail.io/index.php?/cases/view/30301,SCREEN,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/screen/screen-columns.json + per-report screenshots,v3.4.1-3d03023,2026-08-04,yes
SBR-MOB-01,C30302,https://shopview.testrail.io/index.php?/cases/view/30302,EXPORT FILE,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/location-and-metadata-matrix.json (36/36 surfaces re-captured),v3.4.1-3d03023,2026-08-04,yes
SBR-MOB-02,C30303,https://shopview.testrail.io/index.php?/cases/view/30303,SCREEN,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/screen/screen-columns.json + per-report screenshots,v3.4.1-3d03023,2026-08-04,yes
SBR-MOB-03,C30304,https://shopview.testrail.io/index.php?/cases/view/30304,SCREEN,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/screen/screen-columns.json + per-report screenshots,v3.4.1-3d03023,2026-08-04,yes
SBR-VIS-01,C30305,https://shopview.testrail.io/index.php?/cases/view/30305,LOCATION,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/location-and-metadata-matrix.json + screen/singleloc-*.png,v3.4.1-3d03023,2026-08-04,yes
SBR-VIS-02,C30306,https://shopview.testrail.io/index.php?/cases/view/30306,EXPORT FILE,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/location-and-metadata-matrix.json (36/36 surfaces re-captured),v3.4.1-3d03023,2026-08-04,yes
SBR-VIS-03,C30307,https://shopview.testrail.io/index.php?/cases/view/30307,EXPORT FILE,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/location-and-metadata-matrix.json (36/36 surfaces re-captured),v3.4.1-3d03023,2026-08-04,yes
SBR-VIS-04,C30308,https://shopview.testrail.io/index.php?/cases/view/30308,SCREEN,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/screen/screen-columns.json + per-report screenshots,v3.4.1-3d03023,2026-08-04,yes
SBR-VIS-05,C30309,https://shopview.testrail.io/index.php?/cases/view/30309,SCREEN,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/screen/screen-columns.json + per-report screenshots,v3.4.1-3d03023,2026-08-04,yes
SBR-WO-01,C30310,https://shopview.testrail.io/index.php?/cases/view/30310,API,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/env-validation-calc-recheck.json (validation + payload shape re-probed),v3.4.1-3d03023,2026-08-04,yes
SBR-WO-02,C30311,https://shopview.testrail.io/index.php?/cases/view/30311,SCREEN,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/screen/screen-columns.json + per-report screenshots,v3.4.1-3d03023,2026-08-04,yes
SBR-WO-03,C30312,https://shopview.testrail.io/index.php?/cases/view/30312,SCREEN,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/screen/screen-columns.json + per-report screenshots,v3.4.1-3d03023,2026-08-04,yes
SBR-WO-04,C30313,https://shopview.testrail.io/index.php?/cases/view/30313,SCREEN,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/screen/screen-columns.json + per-report screenshots,v3.4.1-3d03023,2026-08-04,yes
SBR-WO-05,C30314,https://shopview.testrail.io/index.php?/cases/view/30314,SCREEN,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/screen/screen-columns.json + per-report screenshots,v3.4.1-3d03023,2026-08-04,yes
SBR-WO-06,C30315,https://shopview.testrail.io/index.php?/cases/view/30315,API,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/env-validation-calc-recheck.json (validation + payload shape re-probed),v3.4.1-3d03023,2026-08-04,yes
SBR-API-01,C30316,https://shopview.testrail.io/index.php?/cases/view/30316,API,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/env-validation-calc-recheck.json (validation + payload shape re-probed),v3.4.1-3d03023,2026-08-04,yes
SBR-API-02,C30317,https://shopview.testrail.io/index.php?/cases/view/30317,API,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/env-validation-calc-recheck.json (validation + payload shape re-probed),v3.4.1-3d03023,2026-08-04,yes
SBR-API-03,C30318,https://shopview.testrail.io/index.php?/cases/view/30318,EXPORT FILE,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/location-and-metadata-matrix.json (36/36 surfaces re-captured),v3.4.1-3d03023,2026-08-04,yes
SBR-API-04,C30319,https://shopview.testrail.io/index.php?/cases/view/30319,EXPORT FILE,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/location-and-metadata-matrix.json (36/36 surfaces re-captured),v3.4.1-3d03023,2026-08-04,yes
SBR-API-05,C30320,https://shopview.testrail.io/index.php?/cases/view/30320,EXPORT FILE,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/location-and-metadata-matrix.json (36/36 surfaces re-captured),v3.4.1-3d03023,2026-08-04,yes
SBR-API-06,C30321,https://shopview.testrail.io/index.php?/cases/view/30321,API,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/env-validation-calc-recheck.json (validation + payload shape re-probed),v3.4.1-3d03023,2026-08-04,yes
PV-NAV-01,C30322,https://shopview.testrail.io/index.php?/cases/view/30322,NAV/PERMISSION,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/screen/screen-columns.json (nav headings) + env-validation-calc-recheck.json,v3.4.1-3d03023,2026-08-04,yes
PV-NAV-02,C30323,https://shopview.testrail.io/index.php?/cases/view/30323,NAV/PERMISSION,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/screen/screen-columns.json (nav headings) + env-validation-calc-recheck.json,v3.4.1-3d03023,2026-08-04,yes
PV-NAV-03,C30324,https://shopview.testrail.io/index.php?/cases/view/30324,NAV/PERMISSION,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/screen/screen-columns.json (nav headings) + env-validation-calc-recheck.json,v3.4.1-3d03023,2026-08-04,yes
PV-PERM-01,C30325,https://shopview.testrail.io/index.php?/cases/view/30325,EXPORT FILE,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/location-and-metadata-matrix.json (36/36 surfaces re-captured),v3.4.1-3d03023,2026-08-04,yes
PV-PERM-02,C30326,https://shopview.testrail.io/index.php?/cases/view/30326,NAV/PERMISSION,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/screen/screen-columns.json (nav headings) + env-validation-calc-recheck.json,v3.4.1-3d03023,2026-08-04,yes
PV-PERM-03,C30327,https://shopview.testrail.io/index.php?/cases/view/30327,EXPORT FILE,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/location-and-metadata-matrix.json (36/36 surfaces re-captured),v3.4.1-3d03023,2026-08-04,yes
PV-FILT-01,C30328,https://shopview.testrail.io/index.php?/cases/view/30328,FILTERS/DATES,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/screen/screen-columns.json + env-validation-calc-recheck.json,v3.4.1-3d03023,2026-08-04,yes
PV-FILT-03,C30330,https://shopview.testrail.io/index.php?/cases/view/30330,API,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/env-validation-calc-recheck.json (validation + payload shape re-probed),v3.4.1-3d03023,2026-08-04,yes
PV-FILT-04,C30331,https://shopview.testrail.io/index.php?/cases/view/30331,FILTERS/DATES,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/screen/screen-columns.json + env-validation-calc-recheck.json,v3.4.1-3d03023,2026-08-04,yes
PV-FILT-05,C30332,https://shopview.testrail.io/index.php?/cases/view/30332,FILTERS/DATES,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/screen/screen-columns.json + env-validation-calc-recheck.json,v3.4.1-3d03023,2026-08-04,yes
PV-FILT-06,C30333,https://shopview.testrail.io/index.php?/cases/view/30333,FILTERS/DATES,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/screen/screen-columns.json + env-validation-calc-recheck.json,v3.4.1-3d03023,2026-08-04,yes
PV-FILT-07,C30334,https://shopview.testrail.io/index.php?/cases/view/30334,FILTERS/DATES,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/screen/screen-columns.json + env-validation-calc-recheck.json,v3.4.1-3d03023,2026-08-04,yes
PV-FILT-08,C30335,https://shopview.testrail.io/index.php?/cases/view/30335,FILTERS/DATES,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/screen/screen-columns.json + env-validation-calc-recheck.json,v3.4.1-3d03023,2026-08-04,yes
PV-FILT-09,C30336,https://shopview.testrail.io/index.php?/cases/view/30336,LOCATION,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/location-and-metadata-matrix.json + screen/singleloc-*.png,v3.4.1-3d03023,2026-08-04,yes
PV-FILT-10,C30337,https://shopview.testrail.io/index.php?/cases/view/30337,LOCATION,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/location-and-metadata-matrix.json + screen/singleloc-*.png,v3.4.1-3d03023,2026-08-04,yes
PV-FILT-11,C30338,https://shopview.testrail.io/index.php?/cases/view/30338,FILTERS/DATES,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/screen/screen-columns.json + env-validation-calc-recheck.json,v3.4.1-3d03023,2026-08-04,yes
PV-FILT-12,C30339,https://shopview.testrail.io/index.php?/cases/view/30339,LOCATION,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/location-and-metadata-matrix.json + screen/singleloc-*.png,v3.4.1-3d03023,2026-08-04,yes
PV-FILT-13,C30340,https://shopview.testrail.io/index.php?/cases/view/30340,API,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/env-validation-calc-recheck.json (validation + payload shape re-probed),v3.4.1-3d03023,2026-08-04,yes
PV-ROW-01,C30341,https://shopview.testrail.io/index.php?/cases/view/30341,LOCATION,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/location-and-metadata-matrix.json + screen/singleloc-*.png,v3.4.1-3d03023,2026-08-04,yes
PV-ROW-02,C30342,https://shopview.testrail.io/index.php?/cases/view/30342,LOCATION,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/location-and-metadata-matrix.json + screen/singleloc-*.png,v3.4.1-3d03023,2026-08-04,yes
PV-ROW-03,C30343,https://shopview.testrail.io/index.php?/cases/view/30343,SCREEN,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/screen/screen-columns.json + per-report screenshots,v3.4.1-3d03023,2026-08-04,yes
