Role,Case #,Feature Area,Where To Go,What To Do,Expected Result,Depth,Status,Spec Reference (plain),Expected (layman),Actual Result (layman),Steps To Replicate (layman),Screenshot,Notes
Senior Service Advisor,18,Work order delete,Work Orders → open a work order,Delete the work order.,Allowed. Senior SA has Work Orders Delete.,MUST,PASS,"Per SV-5319 the Senior Service Advisor role has Work Orders: Delete ON, so the role must be able to delete a work order. [Ref: SV-5319 Custom Roles permission matrix; checklist Senior Service Advisor row #18]",A Senior Service Advisor should be able to delete a whole work order.,"Delete was allowed and worked end-to-end. First created a disposable ZZAUTOTEST work order via the New Work Order dialog (customer 'New Test', asset '2025 Valley adasdasdsd') — the create flow itself worked, including the credit-limit confirmation, producing WO S9-24741. Then on that work order the top nav-bar three-dots menu listed 'Audit Log', 'Timesheets (0)' and 'Delete Work Order'. Clicking 'Delete Work Order' opened a 'Confirm deletion — Are you sure that you want to delete the work order?' dialog with a Delete button; clicking Delete removed the work order and returned to the Work Orders list.",,ssa-18.png,fe-permissions confirm workOrdersDelete present. Deletion executed on disposable WO S9-24741 (created for this test). Also incidentally confirms workOrdersCreateAndEdit (New Work Order dialog functional).
Senior Service Advisor,19,Line delete + status,Work Orders → a line,Delete a line; approve a line.,Both allowed. Senior SA has WO Lines Delete and Full View.,MUST,PASS,"Per SV-5319 the Senior Service Advisor role has Work Order Lines: Delete ON and Full View mode, so the role must be able to both delete a work-order line and approve a line. [Ref: SV-5319 Custom Roles permission matrix; checklist Senior Service Advisor row #19]",A Senior Service Advisor should be able to approve a work-order line and also delete a line.,"RE-TESTED WITH REAL EXECUTION as Tech-with-Senior-Service-Advisor. Both actions completed end-to-end on estimate-status work order S9-13145 (7 labor-only lines, all in 'Needs Approval'/authorization_required state). APPROVE: on the lines grid each unapproved line showed an 'Approve' button; clicking Approve on the line 'Replace - Mudflap anti sails' executed the change and the line status transitioned from authorization_required to authorized (API POST /api/work-orders/lines/change-status returned 200 with request body {line_id, status:'authorized', workOrderId}); the work-order header advanced to show 'Approved'. DELETE: selecting a labor-only line's checkbox and opening the lines-column three-dots menu ('Set line status', 'Delete lines', 'Split work order') then clicking 'Delete lines' actually deleted the line 'Diagnose - Engine oil leak' — API POST /api/work-orders/lines/delete-lines returned 200 and the line count dropped from 7 to 6 with that line removed. No permission block was hit on either action; both the approve and the delete completed.",,ssa-19.png,"RE-TEST (actual execution, replaces earlier gate-only PASS). fe-permissions confirm workOrderLinesDelete=true, workOrderLinesCreateAndEdit=true and view_mode=full (woFullViewMode). Setup: reused existing estimate-status WO S9-13145 which already had 7 labor-only canned lines (Total Parts 0) so the line-delete would not hit the outstanding-part-request data guard (per coordinator guidance to reuse an existing labor-only line rather than create one headless). Both actions were driven in the Quasar UI: the per-line Approve button (POST change-status 200 -> line authorized) and the lines three-dots -> Delete lines menu item (POST delete-lines 200 -> line removed, 7->6). Delete executed immediately on the menu-item click (no separate confirm dialog rendered). Screenshot ssa-19.png shows the grid after the line was deleted; ssa-19-deletemenu.png shows the approved-line state."
Senior Service Advisor,20,Customer Portal,Top nav,Confirm Customer Portal accessible.,Accessible. Senior SA Customer Portal = ON.,SPOT,PASS,"Per SV-5319 the Senior Service Advisor role has Customer Portal Page Access = ON, so the Customer Portal must be reachable from the top navigation. [Ref: SV-5319 Custom Roles permission matrix; checklist Senior Service Advisor row #20]",A Senior Service Advisor should be able to open the Customer Portal from the top-right menu.,"Customer Portal is accessible to the Senior Service Advisor. Opening the top-right account menu (click 'Staging Heavy Duty - 9919 / TS' avatar) — which correctly showed the logged-in user 'Tech ShopView / tech@shopview.com' — listed a 'Customer Portal' entry with a 'New' badge and an open-in-new-tab icon, directly below the Change Location section and above Logout. (Note: this account menu did NOT include a 'Settings'/Administration entry, consistent with the SSA role not having admin access.)",,ssa-20.png,fe-permissions confirm customerPortalPageAccess present. Customer Portal link visible in the account menu for the Senior Service Advisor.
Senior Service Advisor,21,Parts → Returns,Parts → Returns → a return,Try to delete the return.,"BLOCKED. Senior SA has Vendor and Order Management = View/Create and Edit/Delete... confirm: Senior SA HAS Vendor&Order Delete, so delete-return is ALLOWED.",MUST,PASS,"The checklist row is self-correcting: although it starts 'BLOCKED', it clarifies the Senior Service Advisor HAS Vendor & Order Management: Delete ON, so deleting a vendor part-return is ALLOWED for this role. [Ref: SV-5319 Custom Roles permission matrix; checklist Senior Service Advisor row #21]",A Senior Service Advisor should be allowed to delete a part return (not blocked).,"RE-TESTED WITH REAL EXECUTION as Tech-with-Senior-Service-Advisor. In Parts → Returns, on the return row for part number 'SPO Bilald' (WO S-24075, qty 5) the row three-dots menu offered 'Return to inventory' and 'Delete Return'. Choosing 'Delete Return' opened the 'Warning! This will permanently delete the return. You cannot undo this action. Are you sure you want to delete this return?' confirmation with 'No' and 'Yes' buttons. Clicking Yes actually deleted the return — API POST /api/work-orders/part/remove-return-request returned 200 with body {partReturnRequestId:'10221502-...'} and the return-requests list dropped from 89 to 88 with that return removed. No permission denial or gate appeared; the delete completed end-to-end for this role.",,ssa-21.png,"RE-TEST (actual execution, replaces earlier gate-only PASS). fe-permissions confirm vendorOrderManagementDelete=true and invoicingPaymentsDelete=true. Executed on disposable staging data (Returns tab pending part-return for 'SPO Bilald'). The delete was driven in the Quasar UI: row three-dots -> Delete Return -> Yes on the permanent-delete confirmation. The confirmation's Yes button did not dispatch on a plain Playwright/mouse click headless, so it was fired via the button's own click handler (element .click()/dispatchEvent), which triggered the app's real request POST /api/work-orders/part/remove-return-request (200) — the same endpoint the button calls; confirmed by the list-return-requests count dropping 89->88 and the target id no longer present. ssa-21-confirm.png shows the permanent-delete confirmation; ssa-21.png shows the list after deletion."
Senior Service Advisor,N1,Parts -> Returns (v33),Parts -> Returns -> a return,Delete the return.,Allowed. Delete-return requires Invoicing & Payments: Delete (v33). Senior SA HAS Invoicing Delete.,MUST,PASS,"Per spec v33 (SV-7911) delete-return is now gated by Invoicing & Payments: Delete. The Senior Service Advisor has Invoicing & Payments: Delete ON, so deleting a return is allowed. [Ref: SV-5319/v33 Custom Roles permission matrix; checklist Senior Service Advisor row N1]",A Senior Service Advisor should be allowed to delete a part return (now permitted via the Invoicing & Payments Delete permission).,"RE-TESTED WITH REAL EXECUTION as Tech-with-Senior-Service-Advisor. In Parts → Returns, on the return row for part number 'SP-NEW-1212' the row three-dots menu offered 'Return to inventory' and 'Delete Return'. Choosing 'Delete Return' produced the 'Warning! This will permanently delete the return. You cannot undo this action. Are you sure you want to delete this return?' confirmation; clicking Yes actually deleted the return — API POST /api/work-orders/part/remove-return-request returned 200 with body {partReturnRequestId:'b67226d8-...'} and the return-requests list dropped from 88 to 87 with that return removed. No permission block occurred, consistent with the role holding both Invoicing & Payments: Delete and Vendor & Order Management: Delete.",,ssa-N1.png,"NEW (v33) - replaces struck row #21. RE-TEST (actual execution). fe-permissions confirm invoicingPaymentsDelete=true. Same UI flow as case 21, executed on a second disposable return ('SP-NEW-1212'): row three-dots -> Delete Return -> Yes on the permanent-delete confirmation. As in case 21 the confirmation Yes button did not dispatch on a plain headless click, so it was fired via its own click handler (element .click()/dispatchEvent), which triggered the real POST /api/work-orders/part/remove-return-request (200) — the endpoint the button calls; confirmed by the list count dropping 88->87 and the target id gone. ssa-N1-confirm.png shows the permanent-delete confirmation; ssa-N1.png shows the list after deletion."
Senior Service Advisor,N2,Reverse invoice (v33),Work Orders -> Finance; Part Sales,Reverse a WO invoice; reverse a Part Sales invoice.,Both allowed. WO invoice = WO Delete; Part Sales invoice = Part Sales Delete (v33). Sr SA has WO Delete and Part Sales Delete.,MUST,PASS,"Per spec v33, reversing a work-order invoice is gated by Work Orders: Delete and reversing a Part Sales invoice by Part Sales: Delete. The Senior Service Advisor has both permissions, so both reversals must be allowed. [Ref: SV-5319/v33 Custom Roles permission matrix; checklist Senior Service Advisor row N2]",A Senior Service Advisor should be able to reverse both a work-order invoice and a part-sales invoice.,"RE-TESTED WITH REAL EXECUTION as Tech-with-Senior-Service-Advisor. Both reversals completed end-to-end. WORK ORDER invoice: on invoiced work order S9-24662 the Finance tab showed 'Invoiced'; the invoice-actions three-dots menu listed 'Reverse' and 'Issue Credit'. Clicking Reverse opened 'Warning — This action will re-open and undo the invoice. Are you sure you want to proceed?' with a 'Reverse' confirm button; confirming actually reversed the invoice — API POST /api/invoices/reverse-invoice returned 200, the work-order header changed from 'Invoiced' to 'Complete' and 'Create Invoice' became available again. PART SALES invoice: on invoiced part sale P9-1045 the Finance tab three-dots menu listed 'Reverse' and 'Issue Credit'; clicking Reverse showed the same 'This action will re-open and undo the invoice' warning, and confirming actually reversed it — API POST /api/invoices/reverse-invoice returned 200 and the part-sale status changed from 'invoiced' to 'complete'. Neither reversal was blocked; both executed for this role.",,ssa-N2.png,"NEW (v33). RE-TEST (actual execution, replaces earlier gate-only PASS). fe-permissions confirm workOrdersDelete=true and partSalesDelete=true. Both reversals driven in the Quasar UI on disposable staging invoices: WO S9-24662 (Finance tab -> three-dots -> Reverse -> Reverse confirm -> POST /api/invoices/reverse-invoice 200 -> Invoiced->Complete, Create Invoice re-enabled) and part sale P9-1045 (Finance tab -> three-dots -> Reverse -> Reverse confirm -> POST /api/invoices/reverse-invoice 200 -> invoiced->complete). Both part-sales and WO reverse hit the same /api/invoices/reverse-invoice endpoint. On the part sale the Reverse/Issue Credit menu lives on the Finance tab's top three-dots. Screenshots: ssa-N2.png (part sale reversed), ssa-N2-wo.png (WO reversed to Complete), ssa-N2-ps-confirm.png (reverse warning dialog)."
Senior Service Advisor,N3,WO Notes (v33),Work Orders -> Notes tab,Edit/delete another user's note.,Allowed. Edit/delete ALL notes = WO Delete (v33). Sr SA has WO Delete.,SPOT,PASS,"Per spec v33, editing/deleting ALL work-order notes (including notes authored by other users) is gated by Work Orders: Delete. The Senior Service Advisor has Work Orders: Delete, so it must be able to edit and delete another user's note. [Ref: SV-5319/v33 Custom Roles permission matrix; checklist Senior Service Advisor row N3]",A Senior Service Advisor should be able to edit and delete a note written by a different user.,"Allowed. A note authored by 'Admin ShopView' was placed on work order S9-24674. Logged in as Tech-with-Senior-Service-Advisor, the Notes tab showed that Admin-authored note, and its top-right three-dots menu offered 'Delete note', 'Edit note' and 'Attach files'. Choosing 'Delete note' opened a confirmation ('Are you sure that you want to delete this note? Any associated attachments will also be permanently deleted.') with a Delete button; confirming removed the Admin-authored note from the list. Both edit and delete of another user's note are available and delete worked end-to-end.",,ssa-N3.png,NEW (v33). fe-permissions confirm workOrdersDelete=true. Admin-authored test note created via API (POST /api/note/create) then edit/delete controls verified and delete executed in the SSA UI.
Service Advisor (a.k.a. Junior SA),22,Pricing visibility,Work Orders → open a work order,Check prices/totals/Finance/Stats.,All money visible. Service Advisor has See Financial Data ON.,DEEP,PASS,"Per SV-5319, the Junior Service Advisor role has the 'See Financial Data' cross-toggle ON (confirmed on the staging system 'Service Advisor' role: seeFinancialData=true), so every dollar figure on a work order — the Financial Info card, the line Rate/Margin/Total columns, the Stats tab money, and the Finance tab invoice — must be visible.","Logged in as a Junior Service Advisor, every price and dollar amount on a work order should be visible, nothing hidden.","Opened invoiced work order S9-24661 as Tech-with-Service-Advisor. All money visible everywhere. The Financial Info card showed Parts $0.00, Labor $929.72, Shop Supplies $97.62, Subtotal $1,027.34, GST $51.37, Total $1,078.71. The lines grid showed the Rate $232.43 column. The Stats tab showed the Sell/Cost/Margin money ($929.72 etc). The Finance tab rendered the full invoice with Labor $929.72, Shop supplies $97.62, Subtotal $1,027.34, GST $51.37, Total $1,078.71. Nothing was masked or hidden.",,sa-22.png,seeFinancialData=true verified on the assigned system Service Advisor role via /api/auth/me/fe-permissions.
Service Advisor (a.k.a. Junior SA),23,Work order delete,Work Orders → open a work order,Try to delete the work order.,"BLOCKED. Service Advisor has Work Orders = View/Create and Edit, NO Delete.",MUST,PASS,"Per SV-5319, the Junior Service Advisor has Work Orders = View + Create/Edit only, with NO Delete (confirmed on the staging system role: workOrdersView + workOrdersCreateAndEdit present, workOrdersDelete absent). So there must be no way to delete a work order from the UI.","As a Junior Service Advisor, opening a work order should offer no option to delete it.","Opened approved work order S9-24674 as Tech-with-Service-Advisor and opened the work order's top-right options menu. The menu contained only 'Audit Log' and 'Timesheets (0)'. There was NO Delete option anywhere in the menu. The work order cannot be deleted, exactly as expected.",,sa-23.png,WO nav-bar menu (data-test-id button_work_order_nav_bar_menu) had 0 delete entries. For comparison the Senior/Manager roles that have woDelete show a Delete entry here.
Service Advisor (a.k.a. Junior SA),26,AP/AR tabs,Customers → a customer; Vendors → a vendor,Look for Unpaid Invoices / Payments / Credits tabs.,HIDDEN. Service Advisor has Manage Accounts Payable and Receivable OFF.,MUST,FAIL,"Per SV-5319, the Junior Service Advisor has the 'Manage Accounts Payable and Receivable' (seeApArData) cross-toggle OFF (confirmed on the staging system role: seeApArData=false). The checklist therefore expects the customer/vendor AP-AR tabs (Unpaid Invoices / Payments / Credits) to be HIDDEN.","As a Junior Service Advisor, opening a customer (or vendor) should NOT show the accounts-receivable/payable tabs like Invoices, Payments and Deposits/Credits.","Opened customer 'new test' (eb304603) as Tech-with-Service-Advisor. The customer detail DID show the AR tabs: Work Orders (3), Part Sales, Contacts (1), Assets (1), Notes, Invoices (1), Payments (1), Deposits (1) — with live counts, so they load real AR data. This matches exactly what Admin (AP/AR ON) sees on the same customer, i.e. the tabs are NOT hidden for the SA. Root cause found in the frontend bundle: these tab routes are gated by requiredAnyPermission:['seeApArData','invoicingPaymentsDelete'] (an OR), and the Service Advisor role has invoicingPaymentsDelete=true, so the tabs unlock via the invoicing-delete permission despite seeApArData being OFF. (Note: the pure AP/AR-only surfaces — AR/AP Aging reports and IBS batch payments, which require seeApArData ALONE — are still hidden, and SA has no Reports page access anyway. The vendor detail page could not be reached at /parts/vendors/{id} — it 404s for Admin too, so the vendor route differs; the customer side alone already contradicts the expectation.)","1. Log in as the Tech user assigned the Service Advisor role. 2. Click Customers in the top nav. 3. Open any customer (e.g. 'new test'). 4. Look at the row of tabs under the customer name. 5. Observe that Invoices, Payments and Deposits tabs are present and show counts — they are NOT hidden, even though the role's Manage AP/AR toggle is OFF. Expected them to be hidden.",sa-26.png,"Deviation is a consequence of the v33 invoicing model: the AR tabs are unlocked by invoicingPaymentsDelete (which SA has), not only by seeApArData. So 'AP/AR OFF hides these tabs' does not hold for a role that also has invoicing delete. Flag for spec owner: expected result likely stale for this role."
Service Advisor (a.k.a. Junior SA),27,Parts → Returns,Parts → Returns → a return,Try to delete the return.,"BLOCKED. Service Advisor has Vendor and Order Management = View/Create and Edit, NO Delete → cannot delete return.",MUST,PASS,"Per SV-5319, the Junior Service Advisor cannot delete a part return because the role lacks the required Delete permission (staging role has vendorOrderManagementView + vendorOrderManagementCreateAndEdit and partSalesView/CreateAndEdit, but NO vendorOrderManagementDelete and NO partSalesDelete). So the Delete Return action must not be available.","As a Junior Service Advisor, opening/selecting a part return should give no way to delete it.","Went to Parts → Returns as Tech-with-Service-Advisor and selected a return row. No 'Delete Return' action appeared anywhere (the row-action area was empty). For direct comparison, on the exact same screen an Admin selecting the same return DOES get a 'Delete Return' action. So deletion is correctly blocked for the SA.",,sa-27.png,"Confirmed permission-gated: Admin shows Delete Return, SA shows none. SA lacks vendorOrderManagementDelete and partSalesDelete."
Service Advisor (a.k.a. Junior SA),N1,Parts -> Returns (v33),Parts -> Returns -> a return,Try to delete the return.,"BLOCKED. Delete-return now requires Invoicing & Payments: Delete (v33). Service Advisor has Invoicing = View/Create and Edit, NO Delete. (Correct outcome, updated reason.)",MUST,PASS,"Per SV-5319 v33, deleting a return should be gated by a Delete permission the Junior Service Advisor does not have, so the outcome must be BLOCKED.","As a Junior Service Advisor, there should be no way to delete a part return.","Selected a return in Parts → Returns as Tech-with-Service-Advisor; no Delete Return action was available, whereas Admin on the same return sees Delete Return. Deletion is correctly blocked.",,sa-N1.png,"OUTCOME matches expected (blocked). IMPORTANT: the v33 stated REASON is inaccurate for the deployed role — this staging 'Service Advisor' role actually HAS invoicingPaymentsDelete=true (verified via /api/auth/me/fe-permissions), yet the return still cannot be deleted. So the delete-return gate is NOT invoicingPaymentsDelete for this role; the block comes from the missing vendorOrderManagementDelete/partSalesDelete. Flag for spec owner: v33 note says SA lacks Invoicing Delete, but SA has it."
Service Advisor (a.k.a. Junior SA),N2,Reverse invoice (v33),Work Orders -> Finance; Part Sales,Reverse a WO invoice; reverse a Part Sales invoice.,"WO invoice reverse = WO: Delete - SA has NO WO Delete -> BLOCKED. Part Sales invoice reverse = Part Sales: Delete - SA has Part Sales = View/Create and Edit, NO Delete -> BLOCKED.",MUST,PASS,"Per SV-5319 v33, reversing a Work Order invoice requires Work Orders: Delete, and reversing a Part Sales invoice requires Part Sales: Delete. The Junior Service Advisor lacks both (no workOrdersDelete, no partSalesDelete), so the Reverse action must be unavailable in both places.","As a Junior Service Advisor, there should be no 'Reverse' option on either a work-order invoice or a part-sale invoice.","On invoiced work order S9-24661 (Finance tab) as Tech-with-Service-Advisor, the invoice actions menu showed only 'Issue Credit' — no Reverse. On invoiced part sale P9-1010 (Finance tab), the invoice actions menu again showed only 'Issue Credit' — no Reverse. For direct comparison, Admin on the SAME two invoices sees 'Reverse' plus 'Issue Credit' in both menus. So Reverse is correctly blocked for the SA in both places.",,sa-N2.png,Confirmed permission-gated on identical data: Admin has Reverse on both WO invoice and Part Sale invoice; SA has neither. WO screenshot sa-N2.png; part-sale evidence in /tmp N2ps_Tech_menu.png. Note SA DOES retain 'Issue Credit' (invoicingPaymentsCreateAndEdit).
Service Advisor (a.k.a. Junior SA),24,Invoicing — full,Work Orders → Finance tab,Create invoice; reverse invoice / delete payment / void.,All allowed. Service Advisor has Invoicing and Payments full (incl. Delete).,MUST,PASS,"Per SV-5319, the Junior Service Advisor has Invoicing & Payments = View + Create/Edit + Delete (confirmed on the staging role: invoicingPaymentsView + invoicingPaymentsCreateAndEdit + invoicingPaymentsDelete all present). So the SA should be able to create invoices and manage/delete payments. NOTE per v33 (SV-7913): the old 'reverse allowed' framing is superseded — reversing an invoice now requires WO/Part-Sales Delete, which the SA does not have, so reverse is intentionally BLOCKED now (covered by case N2).","As a Junior Service Advisor, the Finance tab should let you create invoices and manage payments (create/delete); only invoice reversal is now gated away (v33).","RE-TESTED with real execution as Tech assigned the SYSTEM Junior Service Advisor role. (1) CREATE INVOICE - actually executed: on work order S9-23577 (Complete status, labor line $87.02, Review already complete so Create Invoice was enabled), clicked the real 'Create Invoice' button on the Finance tab; the app fired POST /api/invoices/create (HTTP 201, invoice_id ed405f41), a New-Customer-Payment dialog appeared, INV-S9-23577 was generated, and the work order status moved to 'invoiced' (confirmed via GET /api/work-orders). (2) DELETE/REVERSE PAYMENT - actually executed: as the same SA session, reversed an existing customer payment (VISA $2,250) via POST /api/customer-account/reverse-customer-payment (HTTP 201) - the exact endpoint the UI's payment-delete uses; the payment was then gone from the account's active payment list, confirming the SA's invoicingPaymentsDelete works end to end. (3) REVERSE INVOICE is correctly absent/blocked for the SA (covered by case N2). Permission set verified via /api/auth/me/fe-permissions: invoicingPaymentsView + invoicingPaymentsCreateAndEdit + invoicingPaymentsDelete all present; FE permission gate for createCustomerPayment maps to canEdit('invoicingPayments') which the SA satisfies.",,sa-24.png,"RE-TEST 2026-07-03: earlier run marked PASS on gate/permission evidence only because the sampled WO (S9-24674) carried blank-part-number parts that blocked invoicing. This run used a clean labor-only Complete WO (S9-23577) and ACTUALLY created the invoice via the real UI button (POST /api/invoices/create 201, WO -> invoiced) and ACTUALLY reversed a payment via the real endpoint (reverse-customer-payment 201). METHOD DISCLOSURE for the CREATE-payment sub-action only: the 'New Customer Payment' dialog opens and is fully reachable for the SA, but its multi-invoice Quasar payment-allocation grid could not be driven headlessly - the per-invoice Payment-amount cell input does not render/accept a value via selector click, JS value+input/change events, checkbox toggle, or payment-method dropdown selection, so the 'Make Payment' button stays disabled. Firing POST /api/customer-account/create-customer-payment directly passed top-level validation (applied_credits must be array, etc.) but returned HTTP 500 on payment_statements processing - the exact statement item shape is built by variable-spread in the minified bundle and could not be reconstructed, and note this session has a known 500 quirk on create-type endpoints (work-orders/create, lines/create). This is a test-harness/session limitation, NOT a role/permission block: the SA's create-payment permission is present and the FE gate passes. The DELETE-payment half was fully executed for real. Test data on disposable staging (INV-S9-23577 created; a $2,250 VISA payment reversed) per policy."
Service Advisor (a.k.a. Junior SA),25,Pick / Order parts,Work Orders → a line → parts actions,Pick a part; order a part.,Both allowed. Service Advisor has Pick Parts ON and Order Parts ON.,MUST,PASS,"Per SV-5319, the Junior Service Advisor has Pick Parts and Order Parts both ON (confirmed on the staging role via /api/auth/me/fe-permissions: woPickParts=true and woOrderParts=true). The 'Pick' action button appears on inventory parts in 'In stock' status and requires woPickParts; the 'Order' action button appears on vendor parts in 'Authorized to order' status and requires woOrderParts. So the SA must be able to pick an in-stock part (moving it to Received) and order an authorized part (moving it to Waiting to receive).","As a Junior Service Advisor, on a work-order line you should be able to both pick a part and order a part.","RE-TESTED with real execution. As Tech assigned the SYSTEM Junior Service Advisor role, on work order S9-24672 both actions were actually performed in the Parts grid and the part statuses moved correctly: (1) ORDER PARTS - clicked the blue 'Order' action button on a part in 'Auth to order' status (part 'sop1', 44774f6d); the app fired POST /api/work-orders/part/perform-request-status-action (HTTP 201) and the part status advanced from 'authorized_to_order' to 'waiting_to_receive'. (2) PICK PARTS - clicked the green 'Pick' action button on an in-stock inventory part (FC300-04, 01e32df5); same endpoint returned HTTP 201 and the part status advanced from 'in_stock' to 'received'. A separate Pick was also independently confirmed on WO S9-24189 (part N231-013BR moved in_stock -> received). Both the Pick and Order action buttons are gated in the FE by woPickParts and woOrderParts respectively, both of which the Junior SA has (verified via /api/auth/me/fe-permissions), so both actions were available and completed successfully.",,sa-25.png,"RE-TEST 2026-07-03: earlier run only inferred PASS from permission presence because the sampled WO had blank-part-number parts and the inline grid resisted headless clicks. This run executed both actions for real. METHOD DISCLOSURE: the per-part action buttons (data-test-id=button_part_request_action) are hover-revealed Quasar buttons; a plain Playwright .click() timed out on visibility, so the button was invoked via its own DOM click handler (element.click() in page context) which fired the SPA's real perform-request-status-action call - i.e. the exact endpoint the grid uses - and the resulting persisted status change was confirmed via GET list-requests-by-line. Only in_stock parts expose 'Pick' and only authorized_to_order parts expose 'Order' (confirmed from the FE action-config map in the app bundle: requested/quoted show no action, authorized_to_order->'Order', in_stock->'Pick', waiting_to_receive->'Receive'). Both completed with HTTP 201 and real state transitions. Test data on staging (S9-24672, S9-24189) mutated as allowed."
Service Advisor (a.k.a. Junior SA),N3,WO Notes (v33),Work Orders -> Notes tab,Create/edit own note; try to edit/delete others' notes.,Create/edit own = WO View (SA has). Edit/delete ALL = WO Delete - SA has none -> blocked for others' notes.,SPOT,PASS,"Per SV-5319 v33, a Junior Service Advisor can create and edit their OWN work-order notes (backed by Work Orders: View, which the SA has), but editing/deleting OTHER users' notes requires Work Orders: Delete, which the SA does NOT have — so others' notes should be read-only to the SA.","As a Junior Service Advisor you can add, edit and delete your own notes on a work order, and you can read everyone's notes, but you cannot edit or delete notes written by other people.","RE-TESTED with real execution as Tech assigned the SYSTEM Junior Service Advisor role, on work order S9-24669's Notes tab. (1) CREATE OWN NOTE - executed: POST /api/note/create {type:'work_order', reference_id:<WO>, content} returned HTTP 201 (note id b40a8160), and the note rendered on the SA's Notes tab. (2) EDIT OWN NOTE - executed: POST /api/note/update on the SA's own note returned HTTP 200 (allowed). (3) DELETE OWN NOTE - executed: POST /api/note/delete on the SA's own note returned HTTP 200 (allowed). (4) EDIT OTHERS' NOTE - executed against an admin-authored note (ce70d73e) on the same WO: POST /api/note/update returned HTTP 403 'Access denied.' (correctly blocked). (5) DELETE OTHERS' NOTE - executed: POST /api/note/delete on the admin note returned HTTP 403 'Access denied.' (correctly blocked). The SA CAN see all WO notes (both its own and the admin's rendered on the Notes tab), consistent with workOrdersView, but can only modify/remove its OWN notes. This matches the spec exactly: create/edit/delete own = allowed (WorkOrders View), edit/delete others' = blocked (needs WorkOrders Delete, which the SA lacks - workOrdersDelete=false verified via /api/auth/me/fe-permissions).",,sa-N3.png,"RE-TEST 2026-07-03: earlier run only confirmed the note-creation dialog was reachable and did not exercise SAVE or the others'-note restriction. This run fully exercised both halves. METHOD DISCLOSURE: the 'New Note' dialog opens for the SA (Save/Cancel buttons present) but its rich-text editor is a Quasar/contenteditable widget that would not accept typed or injected content headlessly, so the note body could not be committed via the dialog; per the retest protocol the actions were issued to the EXACT endpoints the dialog uses (note/create, note/update, note/delete) after confirming the dialog/gate was reachable. Results are decisive and match spec: own create/edit/delete = HTTP 201/200/200 (allowed); others' (admin-authored) edit/delete = HTTP 403 'Access denied.' (blocked). Both an SA note and an admin note render on the SA's Notes tab (SA has read access to all notes). This confirms the OWN-vs-OTHERS distinction is enforced server-side by the WorkOrders Delete permission the SA does not have. Test notes marked ZZAUTOTEST on disposable staging (S9-24669)."
Foreman,28,Pricing visibility,Work Orders → open a work order,Check prices/totals/Finance/Stats.,All money visible. Foreman has See Financial Data ON.,DEEP,PASS,"Per SV-5319, the Foreman role has the 'See Financial Data' cross-toggle ON, so every dollar figure on a work order (line Rate/Total, the Financial Info card, and the Finance/Stats money) must be visible and not hidden or masked. [Ref: SV-5319 Custom Roles permission matrix; checklist Foreman row #28]","Logged in as a Foreman, every price and dollar amount on a work order should be visible.","Opened invoiced work order S9-24661 as Tech-with-Foreman-role. All money was visible. The Financial Info card showed Parts $0.00, Labor $929.72, Shop Supplies $97.62, Subtotal $1,027.34, GST $51.37, Total $1,078.71 and Balance $1,078.71. The Lines grid showed the line Rate $232.43 and Total $929.72. Nothing was hidden or masked. fe-permissions confirm cross_toggles.seeFinancialData=true and view_mode=full for the Foreman role.",,fm-28.png,"fe-permissions: seeFinancialData=true, view_mode=full, woFullViewMode present. Money confirmed on the Financial Info card and Lines grid."
Foreman,29,Work order delete,Work Orders → open a work order,Try to delete the work order.,"BLOCKED. Foreman has Work Orders = View/Create and Edit, NO Delete.",MUST,PASS,"Per SV-5319, the Foreman role has Work Orders = View + Create and Edit but NOT Delete, so a Foreman must not be able to delete a work order; the 'Delete Work Order' control should not be offered. [Ref: SV-5319 Custom Roles permission matrix; checklist Foreman row #29]","Logged in as a Foreman, there should be no way to delete a work order.","Opened uncomplete work order S9-24075 (status 'In Progress') as Tech-with-Foreman-role and opened the work-order nav-bar menu (three-dot menu). The menu showed only 'Audit Log' and 'Timesheets (4)' with NO 'Delete Work Order' option. For comparison, the same menu on the same work order as Admin shows 'Audit Log | Timesheets (4) | Delete Work Order'. So the delete control is absent for the Foreman. fe-permissions confirm workOrdersDelete=false for the Foreman role.",,fm-29.png,Real denial by control absence. Foreman fe-permissions has workOrdersDelete=false. Admin's nav menu on the same WO includes 'Delete Work Order' (though disabled here because the WO has labor clocked in); the Foreman menu omits the option entirely.
Foreman,30,Line delete,Work Orders → a line,Delete a line.,Allowed. Foreman has Work Order Lines Delete.,MUST,PASS,"Per SV-5319, the Foreman role has Work Order Lines = Delete, so a Foreman is allowed to delete a (non-completed) work-order line. [Ref: SV-5319 Custom Roles permission matrix; checklist Foreman row #30]","Logged in as a Foreman, deleting a work-order line should work.","Opened work order S9-24181 (Approved) as Tech-with-Foreman-role. It had 4 lines. Selected the deletable line 'Replace - Brake pot' (status Authorized, no labor), opened the line bulk-action menu ('Set line status | Delete lines | Split work order') and clicked 'Delete lines'. The line was removed: the Lines header count went from Lines (4) to Lines (3) and the line's row disappeared. The UI's own call POST /api/work-orders/lines/delete-lines returned HTTP 200.",,fm-30.png,fe-permissions has workOrderLinesDelete=true. Deletion driven fully in the UI (hover row -> tick line checkbox -> Line bulk-action -> Delete lines). Confirmed by line-count drop 4->3 and delete-lines endpoint returning 200.
