"Locations: All locations"
Type,"Part #",Description,Category,Vendor,Location,"Units Sold","Units Returned","Sold (WO)","Sold (Parts Sale)","Unit Cost","Sell Price",Revenue,Margin,"Margin %",Demand,"Last Sale","On Hand",Turns/Yr,Min,Max
"Special Order",35344,"Blower Motor","AUTO-HVAC (Heating, Ventilation & Air Conditioning)","Reson Farms","Staging Lethbridge - 4310",1.00,0.00,1.00,0.00,$68.96,$131.08,$131.08,$62.12,47.4%,1,"56 days",—,—,—,—
"Special Order",3559312C2,"Fuel Tank Cap, Non-lock","HD-Hose & Fittings","Uisland Maintenance","Staging Lethbridge - 4310",1.00,0.00,1.00,0.00,$84.94,$134.83,$134.83,$49.89,37.0%,1,"55 days",—,—,—,—
"Special Order",3576742C1,"Hose Clamp","HD-Hose & Fittings","Xistone Consulting","Staging Heavy Duty - 9919",2.00,0.00,2.00,0.00,$22.95,$34.00,$68.00,$22.10,32.5%,1,"73 days",—,—,—,—
"Special Order",3588101C1,"Hot Side EGR Bellows","HD-Engine Comp","Xistone Consulting","Staging Heavy Duty - 9919",1.00,0.00,1.00,0.00,$96.13,$143.47,$143.47,$47.34,33.0%,1,"73 days",—,—,—,—
"Special Order",3678762,"Turbocharger Oil Drain Line Seal","HD-Engine Comp","Xistone Consulting","Staging Heavy Duty - 9919",1.00,0.00,1.00,0.00,$33.02,$53.26,$53.26,$20.24,38.0%,1,"68 days",—,—,—,—
"Special Order",3686035,"Rectangular Ring Seal","HD-Engine Comp","Xistone Consulting","Staging Heavy Duty - 9919",1.00,1.00,1.00,0.00,$10.02,$17.89,$17.89,$7.87,44.0%,1,"54 days",—,—,—,—
"Special Order",3692465,"Valve Cover Gasket, X12","HD-Engine Comp","Xistone Consulting","Staging Heavy Duty - 9919",1.00,1.00,1.00,0.00,$94.80,$141.49,$141.49,$46.69,33.0%,1,"54 days",—,—,—,—
"Special Order",3693212,"Fan Belt Tensioner","HD-Belts, Pulleys & Tensioners","Xistone Consulting","Staging Heavy Duty - 9919",1.00,0.00,1.00,0.00,$192.63,$310.69,$310.69,$118.06,38.0%,1,"54 days",—,—,—,—
"Special Order",370247A,"Hub Seal","HD-Wheel Comp","Yahall Energy","Staging Heavy Duty - 9919",0.00,2.00,0.00,0.00,—,—,$0.00,$0.00,—,1,"53 days",—,—,—,—
"Special Order",38H1148,"Drain Plug",Off-Road,"Botown Retail","Staging Heavy Duty - 9919",1.00,0.00,1.00,0.00,$24.67,$30.84,$30.84,$6.17,20.0%,1,"60 days",—,—,—,—
"Special Order",38H3329,"Adapter Fitting",Off-Road,"Botown Retail","Staging Heavy Duty - 9919",1.00,0.00,1.00,0.00,$65.55,$81.94,$81.94,$16.39,20.0%,1,"60 days",—,—,—,—
"Special Order",38H5271,"90 deg Swivel Elbow",Off-Road,"Botown Retail","Staging Heavy Duty - 9919",1.00,0.00,1.00,0.00,$184.50,$230.63,$230.63,$46.13,20.0%,1,"60 days",—,—,—,—
"Special Order",3900628,"Fuel Injector Hold Down Bolt","HD-Engine Comp","Xistone Consulting","Staging Heavy Duty - 9919",12.00,0.00,12.00,0.00,$9.98,$15.35,$184.20,$64.44,35.0%,1,"54 days",—,—,—,—
"Special Order",39517,"Thermal Expansion Valve","AUTO-HVAC (Heating, Ventilation & Air Conditioning)","Tehaven Energy","Staging Lethbridge - 4310",1.00,0.00,1.00,0.00,$50.36,$85.32,$85.32,$34.96,41.0%,1,"52 days",—,—,—,—
"Special Order",3963379,"Rocker Housing Gasket","HD-Engine Comp","Enson Forestry","Staging Heavy Duty - 9919",1.00,0.00,1.00,0.00,$45.08,$69.36,$69.36,$24.28,35.0%,1,"74 days",—,—,—,—
"Special Order",40020231,"Slack Adjuster","HD-Heavy Duty Brake Comp","Keman Electrical","Staging Heavy Duty - 9919",1.00,0.00,1.00,0.00,$159.11,$260.83,$260.83,$101.72,39.0%,1,"74 days",—,—,—,—
"Special Order",40026231,"Slack Adjuster","HD-Heavy Duty Brake Comp","Enson Forestry","Staging Heavy Duty - 9919",1.00,0.00,1.00,0.00,$149.34,$246.84,$246.84,$97.50,39.5%,1,"62 days",—,—,—,—
"Special Order",4276,"Air Filter",HD-Filters,"Reson Farms","Staging Lethbridge - 4310",1.00,0.00,1.00,0.00,$96.01,$143.29,$143.29,$47.28,33.0%,1,"54 days",—,—,—,—
"Special Order",4318060AD,"Limited Slip Additive",HD-Fluids,"Quboro Concrete","Staging Lethbridge - 4310",1.00,0.00,1.00,0.00,$8.76,$10.95,$10.95,$2.19,20.0%,1,"61 days",—,—,—,—
"Special Order","432 901 248 2","Air Dryer",HD-Filters,"Enson Forestry","Staging Heavy Duty - 9919",1.00,0.00,1.00,0.00,$99.45,$148.43,$148.43,$48.98,33.0%,1,"61 days",—,—,—,—
"Special Order",4330744,"Turbocharger Oil Drain Hose","HD-Engine Comp","Xistone Consulting","Staging Heavy Duty - 9919",1.00,0.00,1.00,0.00,$219.92,$314.17,$314.17,$94.25,30.0%,1,"68 days",—,—,—,—
"Special Order",463.DS4634,"Steering Drag Link","HD-Steering & Suspension","Iview Commercial","Staging Lethbridge - 4310",1.00,0.00,1.00,0.00,$124.43,$194.42,$194.42,$69.99,36.0%,1,"52 days",—,—,—,—
"Special Order",47101,"Vacuum Tubing Connector","HD-Hose & Fittings","Yahall Energy","Staging Heavy Duty - 9919",1.00,0.00,1.00,0.00,$8.32,$12.09,$12.09,$3.77,31.2%,1,"66 days",—,—,—,—
"Special Order",47185,"Trailer Plug","HD-Lighting & Electrical","Aiboro Rentals","Staging Heavy Duty - 9919",1.00,0.00,1.00,0.00,$87.40,$129.48,$129.48,$42.08,32.5%,1,"56 days",—,—,—,—
"Special Order",48880438,"Front Rotor ",StaffPartsPricing,"Ogrove Forestry","Staging Heavy Duty - 9919",2.00,0.00,0.00,2.00,$60.77,$68.06,$136.12,$14.58,10.7%,1,"55 days",—,—,—,—
"Special Order",49136,"Engine Air Filter",HD-Filters,"Yahall Energy","Staging Heavy Duty - 9919",1.00,0.00,1.00,0.00,$19.71,$35.19,$35.19,$15.48,44.0%,1,"60 days",—,—,—,—
"Special Order",4934278,"WASHER SEALING ISB/ISX","HD-Engine Comp","Keman Electrical","Staging Heavy Duty - 9919",2.00,0.00,2.00,0.00,$5.12,$9.48,$18.96,$8.72,46.0%,1,"74 days",—,—,—,—
"Special Order",4935974,"Injector Fuel Line","HD-Engine Comp","Xistone Consulting","Staging Heavy Duty - 9919",2.00,0.00,2.00,0.00,$119.70,$176.03,$352.06,$112.66,32.0%,1,"54 days",—,—,—,—
"Special Order",4935976,"Fuel Injector Supply Line, #6","HD-Engine Comp","Xistone Consulting","Staging Heavy Duty - 9919",1.00,0.00,1.00,0.00,$116.88,$171.88,$171.88,$55.00,32.0%,1,"54 days",—,—,—,—
"Special Order",4935981,"Fuel Injector Supply Line, #1","HD-Engine Comp","Xistone Consulting","Staging Heavy Duty - 9919",1.00,0.00,1.00,0.00,$116.84,$171.82,$171.82,$54.98,32.0%,1,"54 days",—,—,—,—
"Special Order",4935982,"Fuel Injector Supply Line, #1","HD-Engine Comp","Xistone Consulting","Staging Heavy Duty - 9919",2.00,0.00,2.00,0.00,$125.39,$184.40,$368.80,$118.02,32.0%,1,"54 days",—,—,—,—
"Special Order",4943908,"Clamp Nut","HD-Engine Comp","Xistone Consulting","Staging Heavy Duty - 9919",1.00,0.00,1.00,0.00,$13.56,$24.21,$24.21,$10.65,44.0%,1,"74 days",—,—,—,—
"Special Order",4946823,"V-Band Clamp, EGR","HD-Engine Comp","Xistone Consulting","Staging Heavy Duty - 9919",1.00,0.00,1.00,0.00,$73.29,$111.89,$111.89,$38.60,34.5%,1,"74 days",—,—,—,—
"Special Order",5-281X,"1810 FULL ROUND U-JOINT","HD-Drive Train","Ruridge Mining","Staging Heavy Duty - 9919",1.00,0.00,1.00,0.00,$155.06,$254.19,$254.19,$99.13,39.0%,1,"55 days",—,—,—,—
"Special Order",500.007,"Leaf Spring Shackle","HD-Steering & Suspension","Wuboro Farms","Staging Heavy Duty - 9919",4.00,0.00,4.00,0.00,$22.61,$41.11,$164.44,$74.00,45.0%,1,"68 days",—,—,—,—
"Special Order",5004052,"AD-IS Check Valve Kit","HD-Air Brakes & Air Suspension","Weriver Electrical","Staging Heavy Duty - 9919",1.00,0.00,1.00,0.00,$23.45,$39.08,$39.08,$15.63,40.0%,1,"68 days",—,—,—,—
"Special Order",5012972R91,"EGR Valve ","HD-Engine Comp","Xistone Consulting","Staging Heavy Duty - 9919",1.00,0.00,1.00,0.00,"$1,225.37","$1,633.79","$1,633.79",$408.42,25.0%,1,"53 days",—,—,—,—
"Special Order",51372MP,"*Duplicate* Engine Oil Filter, Ford ",HD-Filters,"Mefield Supply","Staging Heavy Duty - 9919",1.00,0.00,1.00,0.00,$8.63,$17.26,$17.26,$8.63,50.0%,1,"55 days",—,—,—,—
"Special Order",5255740,"crankcase tube","HD-Engine Comp","Enson Forestry","Staging Heavy Duty - 9919",1.00,0.00,1.00,0.00,$54.93,$84.51,$84.51,$29.58,35.0%,1,"54 days",—,—,—,—
"Special Order","5264459 ","Turbocharger Oil Drain Hose","HD-Engine Comp","Enson Forestry","Staging Heavy Duty - 9919",1.00,0.00,1.00,0.00,$62.30,$95.11,$95.11,$32.81,34.5%,1,"70 days",—,—,—,—
"Special Order",5264570,"Turbocharger Oil Drain Gasket","HD-Engine Comp","Xistone Consulting","Staging Heavy Duty - 9919",1.00,0.00,1.00,0.00,$5.40,$10.00,$10.00,$4.60,46.0%,1,"68 days",—,—,—,—
"Special Order",5270678,TENSIONER,"HD-Engine Comp","Enson Forestry","Staging Lethbridge - 4310",1.00,0.00,1.00,0.00,$254.65,$369.06,$369.06,$114.41,31.0%,1,"70 days",—,—,—,—
"Special Order",52892,"Sealed oval, stop-tail-turn Light (Red)","HD-Lighting & Electrical","Zoburg Maintenance","Staging Heavy Duty - 9919",4.00,0.00,4.00,0.00,$9.05,$17.75,$71.00,$34.80,49.0%,1,"67 days",—,—,—,—
"Special Order",5291487,"Jumper Harness for VGT to Turbo","HD-Lighting & Electrical","Xistone Consulting","Staging Heavy Duty - 9919",1.00,0.00,1.00,0.00,$89.31,$141.76,$141.76,$52.45,37.0%,1,"59 days",—,—,—,—
"Special Order",5394362,"Pigtail Repair Kit","HD-Engine Comp","Keman Electrical","Staging Heavy Duty - 9919",1.00,0.00,1.00,0.00,$132.33,$196.04,$196.04,$63.71,32.5%,1,"59 days",—,—,—,—
"Special Order",54-852PL,"150A Auto Reset Circuit Breaker, Panel Mount","HD-Lighting & Electrical","Aiboro Rentals","Staging Heavy Duty - 9919",1.00,0.00,1.00,0.00,$87.88,$135.20,$135.20,$47.32,35.0%,1,"52 days",—,—,—,—
"Special Order",54183,"Supernova 6-1/2 In Oval LED Marker Lamp","HD-Lighting & Electrical","Weriver Electrical","Staging Heavy Duty - 9919",2.00,0.00,2.00,0.00,$51.80,$79.69,$159.38,$55.78,35.0%,1,"66 days",—,—,—,—
"Special Order",5486342,"Fuel Line Grommet, Injector","HD-Engine Comp","Xistone Consulting","Staging Heavy Duty - 9919",6.00,6.00,6.00,0.00,$49.20,$75.69,$454.14,$158.94,35.0%,1,"54 days",—,—,—,—
"Special Order",550045018,"10W30, Shell T5 Synthetic Blend ",HD-Fluids,"Yahall Energy","Staging Heavy Duty - 9919",1.00,0.00,1.00,0.00,$46.85,$66.92,$66.92,$20.07,30.0%,1,"68 days",—,—,—,—
"Special Order",5536515,"Fuel Injector Hardline, Cyl 1-3, X12","HD-Engine Comp","Xistone Consulting","Staging Heavy Duty - 9919",3.00,3.00,3.00,0.00,$82.29,$122.82,$368.46,$121.59,33.0%,1,"54 days",—,—,—,—
"Special Order",55521Q163,"Suspension Leveling Valve","HD-Steering & Suspension","Teline Rentals","Staging Heavy Duty - 9919",1.00,0.00,1.00,0.00,$87.26,$140.74,$140.74,$53.48,38.0%,1,"68 days",—,—,—,—
"Special Order",5566887,"EGR Cooler Kit","HD-Engine Comp","Xistone Consulting","Staging Heavy Duty - 9919",1.00,0.00,1.00,0.00,"$2,289.61","$2,935.40","$2,935.40",$645.79,22.0%,1,"74 days",—,—,—,—
"Special Order",5575360,"Fuel Injector Wiring Harness","HD-Engine Comp","Xistone Consulting","Staging Heavy Duty - 9919",3.00,0.00,3.00,0.00,$158.73,$233.43,$700.29,$224.10,32.0%,1,"54 days",—,—,—,—
"Special Order",5581824,"Alternator Belt Tensioner","HD-Belts, Pulleys & Tensioners","Xistone Consulting","Staging Heavy Duty - 9919",1.00,0.00,1.00,0.00,$130.16,$215.14,$215.14,$84.98,39.5%,1,"54 days",—,—,—,—
"Special Order",5594276,"Camshaft Position Sensor","HD-Engine Comp","Keman Electrical","Staging Lethbridge - 4310",1.00,0.00,1.00,0.00,$88.16,$137.64,$137.64,$49.48,36.0%,1,"68 days",—,—,—,—
"Special Order",56-1259PK,"10GA Bullet Connector, /PK","HD-Lighting & Electrical","Aiboro Rentals","Staging Heavy Duty - 9919",1.00,0.00,1.00,0.00,$19.37,$28.77,$28.77,$9.40,32.7%,1,"76 days",—,—,—,—
"Special Order",59913,"Grey Sealant ",HD-Fluids,"Reson Farms","Staging Lethbridge - 4310",1.00,0.00,1.00,0.00,$27.40,$39.14,$39.14,$11.74,30.0%,1,"69 days",—,—,—,—
"Special Order",60-05-0092,"600 Series PTO U-Joint","HD-Equipment & Hydraulics","Oisquare Electrical","Staging Heavy Duty - 9919",1.00,0.00,1.00,0.00,$11.71,$22.52,$22.52,$10.81,48.0%,1,"74 days",—,—,—,—
"Special Order",600LM,"LED Interior Dome Light Assemblies (2)","HD-Trailer Comp","Braman Consulting","Staging Heavy Duty - 9919",1.00,0.00,1.00,0.00,$31.99,$57.12,$57.12,$25.13,44.0%,1,"67 days",—,—,—,—
"Special Order",6162-13-5870,"Air Intake Hose",Off-Road,"Wamont Hauling","Staging Heavy Duty - 9919",1.00,0.00,1.00,0.00,$216.36,$270.45,$270.45,$54.09,20.0%,1,"69 days",—,—,—,—
"Special Order",6261-81-6810,"Alternator Belt",Off-Road,"Wamont Hauling","Staging Heavy Duty - 9919",1.00,0.00,1.00,0.00,$121.65,$152.06,$152.06,$30.41,20.0%,1,"69 days",—,—,—,—
"Special Order",6303156,"Fuel Injector Hardline, Cyl 4-6, X12","HD-Engine Comp","Xistone Consulting","Staging Heavy Duty - 9919",3.00,3.00,3.00,0.00,$114.28,$168.06,$504.18,$161.34,32.0%,1,"54 days",—,—,—,—
"Special Order",63856,"Fuel Injector",StaffPartsPricing,"Yahall Energy","Staging Heavy Duty - 9919",1.00,0.00,0.00,1.00,$63.62,$71.25,$71.25,$7.63,10.7%,1,"61 days",—,—,—,—
"Special Order",638K6BLT,"A/C BELT","HD-Belts, Pulleys & Tensioners","Teline Rentals","Staging Heavy Duty - 9919",1.00,0.00,1.00,0.00,$24.52,$44.58,$44.58,$20.06,45.0%,1,"68 days",—,—,—,—
"Special Order",65122,"FICM - Alliant Power",Uncategorized,"Feplains Industries","Staging Lethbridge - 4310",0.00,1.00,0.00,0.00,—,—,$0.00,$0.00,—,1,"62 days",—,—,—,—
"Special Order",654919-3,Elbow,"HD-Hose & Fittings","Zubridge Apparel","Staging Heavy Duty - 9919",1.00,0.00,1.00,0.00,$24.34,$45.08,$45.08,$20.74,46.0%,1,"59 days",—,—,—,—
"Special Order",656,"Battery 850 CCA",AUTO-Batteries,"Ogrove Forestry","Staging Heavy Duty - 9919",1.00,0.00,1.00,0.00,$209.99,$381.80,$381.80,$171.81,45.0%,1,"64 days",—,—,—,—
"Special Order",656249,"Pressure Protection Valve","HD-Air Brakes & Air Suspension","Zubridge Apparel","Staging Heavy Duty - 9919",1.00,0.00,1.00,0.00,$147.86,$244.40,$244.40,$96.54,39.5%,1,"59 days",—,—,—,—
"Special Order",658361-8,Elbow,"HD-Hose & Fittings","Zubridge Apparel","Staging Heavy Duty - 9919",1.00,0.00,1.00,0.00,$27.21,$49.47,$49.47,$22.26,45.0%,1,"59 days",—,—,—,—
"Special Order",658361-9,Elbow,"HD-Hose & Fittings","Zubridge Apparel","Staging Heavy Duty - 9919",1.00,0.00,1.00,0.00,$32.71,$59.47,$59.47,$26.76,45.0%,1,"59 days",—,—,—,—
"Special Order",658400-2,Connector,"HD-Hose & Fittings","Zubridge Apparel","Staging Heavy Duty - 9919",1.00,0.00,1.00,0.00,$12.37,$23.79,$23.79,$11.42,48.0%,1,"59 days",—,—,—,—
"Special Order",658400-5,Connector,"HD-Hose & Fittings","Zubridge Apparel","Staging Heavy Duty - 9919",2.00,0.00,2.00,0.00,$17.57,$33.15,$66.30,$31.16,47.0%,1,"59 days",—,—,—,—
"Special Order",658400-7,Connector,"HD-Hose & Fittings","Zubridge Apparel","Staging Heavy Duty - 9919",1.00,0.00,1.00,0.00,$50.47,$85.54,$85.54,$35.07,41.0%,1,"59 days",—,—,—,—
"Special Order",66-2444,"PK/2 2GA X 5/16"" LUG","HD-Lighting & Electrical","Aiboro Rentals","Staging Heavy Duty - 9919",1.00,0.00,1.00,0.00,$5.95,$8.85,$8.85,$2.90,32.8%,1,"56 days",—,—,—,—
"Special Order",66-3050,"2.5"" Front Leveling Kit W/ Forged Torsion Key - GM Full-Size Truck SUV 2000-2012",StaffPartsPricing,"Yahall Energy","Staging Heavy Duty - 9919",1.00,0.00,0.00,1.00,$207.39,$232.28,$232.28,$24.89,10.7%,1,"59 days",—,—,—,—
"Special Order",661247ADL,Reducer,"HD-Hose & Fittings","Zubridge Apparel","Staging Heavy Duty - 9919",1.00,0.00,1.00,0.00,$14.95,$28.75,$28.75,$13.80,48.0%,1,"59 days",—,—,—,—
"Special Order",661724,"Tee Piece","HD-Hose & Fittings","Zubridge Apparel","Staging Heavy Duty - 9919",1.00,0.00,1.00,0.00,$22.13,$40.98,$40.98,$18.85,46.0%,1,"59 days",—,—,—,—
"Special Order",661726,"Tee Piece","HD-Hose & Fittings","Zubridge Apparel","Staging Heavy Duty - 9919",3.00,0.00,3.00,0.00,$14.73,$28.33,$84.99,$40.80,48.0%,1,"59 days",—,—,—,—
"Special Order",68018954AB,"Speed Sensor Pigtail Vehicle Side","AUTO-Electrical (Belts, Lighting, Starting & Charging Systems)","Quboro Concrete","Staging Lethbridge - 4310",1.00,0.00,1.00,0.00,$77.24,$96.55,$96.55,$19.31,20.0%,1,"61 days",—,—,—,—
"Special Order",68322483AA,Hose,"AUTO-HVAC (Heating, Ventilation & Air Conditioning)","Quboro Concrete","Staging Lethbridge - 4310",1.00,0.00,1.00,0.00,$79.04,$98.80,$98.80,$19.76,20.0%,1,"61 days",—,—,—,—
"Special Order",68362260AC,Reinforcement,AUTO-Body,"Quboro Concrete","Staging Lethbridge - 4310",1.00,0.00,1.00,0.00,$66.08,$82.60,$82.60,$16.52,20.0%,1,"69 days",—,—,—,—
"Special Order",7099259C1,"Boost Reference Line","HD-Engine Comp","Xistone Consulting","Staging Heavy Duty - 9919",1.00,0.00,1.00,0.00,$112.91,$166.05,$166.05,$53.14,32.0%,1,"73 days",—,—,—,—
"Special Order",714675,"Pinion Seal","AUTO-Drive Train (Final Drive, Transaxle, Differential & Transfer Case)","Zocrest Maintenance","Staging Lethbridge - 4310",0.00,1.00,0.00,0.00,—,—,$0.00,$0.00,—,1,"62 days",—,—,—,—
"Special Order",72MSTR,"Flange Set","HD-Equipment & Hydraulics","Digrove Industries","Staging Lethbridge - 4310",1.00,0.00,1.00,0.00,$6.79,$13.31,$13.31,$6.52,49.0%,1,"59 days",—,—,—,—
"Special Order",748635572,"Goodyear Wrangler AT Adventure","AUTO-Tires & Wheels","Fuview Retail","Staging Lethbridge - 4310",2.00,0.00,2.00,0.00,$338.53,$418.53,$837.06,$160.00,19.1%,1,"61 days",—,—,—,—
"Special Order",76-7892,"Jump Start Stud, Pos.","HD-Lighting & Electrical","Aiboro Rentals","Staging Heavy Duty - 9919",1.00,0.00,1.00,0.00,$47.00,$72.31,$72.31,$25.31,35.0%,1,"68 days",—,—,—,—
"Special Order",76-7892EA,"Jump Start Stud, POS",HD-Batteries,"Aiboro Rentals","Staging Heavy Duty - 9919",1.00,0.00,1.00,0.00,$47.00,$0.00,$0.00,-$47.00,—,1,"64 days",—,—,—,—
"Special Order",76-9245,"1ga Red Battery Cable","HD-Lighting & Electrical","Aiboro Rentals","Staging Heavy Duty - 9919",10.00,0.00,10.00,0.00,$11.93,$17.04,$170.40,$51.10,30.0%,1,"56 days",—,—,—,—
"Special Order","7695 ","Wire Set ",Uncategorized,"Reson Farms","Staging Lethbridge - 4310",1.00,0.00,1.00,0.00,$49.85,$78.18,$78.18,$28.33,36.2%,1,"67 days",—,—,—,—
"Special Order",78113EA,"Beacon Light","HD-Lighting & Electrical","Aiboro Rentals","Staging Lethbridge - 4310",1.00,0.00,1.00,0.00,$111.74,$155.19,$155.19,$43.45,28.0%,1,"67 days",—,—,—,—
"Special Order",799-101-5220,"Test Port Nipple",Off-Road,"Wamont Hauling","Staging Heavy Duty - 9919",3.00,0.00,3.00,0.00,$66.94,$83.68,$251.04,$50.22,20.0%,1,"81 days",—,—,—,—
"Special Order",7DEF2,"7"" Round Driving Light","HD-Lighting & Electrical","Ulake Solutions","Staging Heavy Duty - 9919",2.00,0.00,2.00,0.00,$187.50,$266.67,$533.34,$158.34,29.7%,1,"69 days",—,—,—,—
"Special Order",8-94254-726-0,"Tie Rod Nut","HD-Steering & Suspension","Baview Ventures","Staging Heavy Duty - 9919",1.00,0.00,1.00,0.00,$4.91,$10.67,$10.67,$5.76,54.0%,1,"80 days",—,—,—,—
"Special Order",8-97061-869-0,"Tie Rod Tube","HD-Steering & Suspension","Baview Ventures","Staging Heavy Duty - 9919",1.00,0.00,1.00,0.00,$244.29,$387.76,$387.76,$143.47,37.0%,1,"80 days",—,—,—,—
"Special Order",8-97107-348-2,"RH Tie Rod End","HD-Steering & Suspension","Baview Ventures","Staging Heavy Duty - 9919",1.00,0.00,1.00,0.00,$62.32,$107.45,$107.45,$45.13,42.0%,1,"80 days",—,—,—,—
"Special Order",8-97107-349-2,"LH Tie Rod End","HD-Steering & Suspension","Baview Ventures","Staging Heavy Duty - 9919",1.00,0.00,1.00,0.00,$62.32,$107.45,$107.45,$45.13,42.0%,1,"80 days",—,—,—,—
"Special Order",8-98043-530-0,"Tie Rod Nut","HD-Steering & Suspension","Baview Ventures","Staging Heavy Duty - 9919",1.00,0.00,1.00,0.00,$4.91,$10.67,$10.67,$5.76,54.0%,1,"80 days",—,—,—,—
"Special Order",803592204,Condenser,Off-Road,"Aburg Towing","Staging Heavy Duty - 9919",1.00,0.00,0.00,1.00,$203.98,$407.96,$407.96,$203.98,50.0%,1,"52 days",—,—,—,—
"Special Order",8550,"Shaft Seal","AUTO-Drive Train (Final Drive, Transaxle, Differential & Transfer Case)","Tehaven Energy","Staging Lethbridge - 4310",1.00,0.00,1.00,0.00,$8.97,$17.94,$17.94,$8.97,50.0%,1,"55 days",—,—,—,—
"Special Order",85724,"Axle #4 shocks","HD-Steering & Suspension","Wuboro Farms","Staging Heavy Duty - 9919",1.00,0.00,1.00,0.00,$41.76,$118.19,$118.19,$76.43,64.7%,1,"63 days",—,—,—,—
"Special Order",8600889,"A/M Alternator","HD-Starters & Alternators","Enson Forestry","Staging Heavy Duty - 9919",1.00,0.00,1.00,0.00,$329.49,$514.83,$514.83,$185.34,36.0%,1,"56 days",—,—,—,—
"Special Order",8632,"Coolant Hose","HD-Cooling & HVAC","Zocrest Maintenance","Staging Lethbridge - 4310",1.00,0.00,1.00,0.00,$19.99,$41.16,$41.16,$21.17,51.4%,1,"68 days",—,—,—,—
"Special Order",866850C,"5W30 Synthetic Engine Oil, Dexos 1, 5L",HD-Fluids,"Baplains Solutions","Staging Heavy Duty - 9919",2.00,0.00,2.00,0.00,$30.51,$43.59,$87.18,$26.16,30.0%,1,"59 days",—,—,—,—
"Special Order",8C2Z*5484*D,"Bushing, Sway Bar Mount","HD-Steering & Suspension","Eopark Forestry","Staging Heavy Duty - 9919",2.00,0.00,2.00,0.00,$13.35,$27.81,$55.62,$28.92,52.0%,1,"52 days",—,—,—,—
"Special Order",8T7826,"THREADED UBOLT ROD 7/8""X26"" (681-322-04-25)","HD-Steering & Suspension","Wuboro Farms","Staging Heavy Duty - 9919",4.00,0.00,4.00,0.00,$16.54,$28.17,$112.68,$46.52,41.3%,1,"68 days",—,—,—,—
"Special Order",8T7834,"THREADED U-BOLT ROD","HD-Steering & Suspension","Wuboro Farms","Staging Heavy Duty - 9919",4.00,0.00,4.00,0.00,$20.80,$37.82,$151.28,$68.08,45.0%,1,"69 days",—,—,—,—
"Special Order",90-0012,"V-Band Clamp",HD-Exhaust,"Teline Rentals","Staging Heavy Duty - 9919",0.00,1.00,0.00,0.00,—,—,$0.00,$0.00,—,1,"68 days",—,—,—,—
"Special Order",90554107,"Pressure Protection Valve, 70/75psi","HD-Air Brakes & Air Suspension","Zoburg Maintenance","Staging Heavy Duty - 9919",1.00,0.00,1.00,0.00,$43.10,$76.96,$76.96,$33.86,44.0%,1,"69 days",—,—,—,—
"Special Order",91-25-1158N,"Wilson Starter, New","AUTO-Electrical (Belts, Lighting, Starting & Charging Systems)","Reson Farms","Staging Lethbridge - 4310",1.00,0.00,1.00,0.00,$232.22,$360.48,$360.48,$128.26,35.6%,1,"52 days",—,—,—,—
"Special Order",91-29-5852N,Starter,"AUTO-Electrical (Belts, Lighting, Starting & Charging Systems)","Mefield Supply","Staging Heavy Duty - 9919",1.00,0.00,1.00,0.00,$202.24,$367.71,$367.71,$165.47,45.0%,1,"64 days",—,—,—,—
"Special Order",910K12BLT,"MINI FAN BELT","HD-Belts, Pulleys & Tensioners","Teline Rentals","Staging Heavy Duty - 9919",1.00,0.00,1.00,0.00,$61.68,$106.34,$106.34,$44.66,42.0%,1,"68 days",—,—,—,—
"Special Order",91621,"Cabin Air Filter",HD-Filters,"Enson Forestry","Staging Heavy Duty - 9919",0.00,1.00,0.00,0.00,—,—,$0.00,$0.00,—,1,"61 days",—,—,—,—
"Special Order",926164,"AXLE FLANGE GASKET KIT","HD-Wheel Comp","Mefield Supply","Staging Heavy Duty - 9919",1.00,0.00,1.00,0.00,$17.58,$33.17,$33.17,$15.59,47.0%,1,"53 days",—,—,—,—
"Special Order",9635S-16-L10-06,"M16 M. METRIC X -06 FEM NPT","HD-Hose & Fittings","Aiboro Rentals","Staging Heavy Duty - 9919",2.00,0.00,2.00,0.00,$6.25,$9.62,$19.24,$6.74,35.0%,1,"59 days",—,—,—,—
"Special Order",963729-1,"TERMINAL -Female, MICRO QUADLOCK SYSTEM, 0.5(20), TXL","HD-Lighting & Electrical","Ruridge Mining","Staging Heavy Duty - 9919",12.00,0.00,12.00,0.00,$0.14,$0.37,$4.44,$2.76,62.2%,1,"74 days",—,—,—,—
"Special Order",9989676,"Test Port Nipple","HD-Equipment & Hydraulics","Iuboro Transport","Staging Heavy Duty - 9919",1.00,0.00,1.00,0.00,$51.89,$91.04,$91.04,$39.15,43.0%,1,"52 days",—,—,—,—
"Special Order","A 681 993 04 14","U Bolt Strap, Air Tank",HD-Fasteners,"Ruridge Mining","Staging Heavy Duty - 9919",1.00,0.00,1.00,0.00,$11.84,$22.77,$22.77,$10.93,48.0%,1,"55 days",—,—,—,—
"Special Order",A-612747,Plug,"HD-Hose & Fittings","Zubridge Apparel","Staging Heavy Duty - 9919",1.00,0.00,1.00,0.00,$4.46,$8.92,$8.92,$4.46,50.0%,1,"59 days",—,—,—,—
"Special Order",A0020941580,"Fuel Filter Housing Mounting Seal","HD-Engine Comp","Ruridge Mining","Staging Heavy Duty - 9919",1.00,0.00,1.00,0.00,$19.22,$33.14,$33.14,$13.92,42.0%,1,"67 days",—,—,—,—
