"Locations: Staging Heavy Duty - 9919"
Type,"Part #",Description,Category,Vendor,"Units Sold","Units Returned","Sold (WO)","Sold (Parts Sale)","Unit Cost","Sell Price",Revenue,Margin,"Margin %",Demand,"Last Sale","On Hand",Turns/Yr,Min,Max
Inventory,177.12C644,"PLC UNION TEE 1/4","HD-Hose & Fittings",—,0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,6.00,0.00,0,0
Inventory,177.12C648,"PLC UNION TEE 1/2","HD-Hose & Fittings",—,0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,6.00,0.00,0,0
Inventory,177.12C654,"PLC UNION ELBOW 1/4","HD-Hose & Fittings",—,0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,1
Inventory,177.12C656,"PLC UNION ELBOW 3/8","HD-Hose & Fittings",—,0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,2.00,0.00,0,1
Inventory,177.12C658,"PLC UNION ELBOW 1/2","HD-Hose & Fittings",—,0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,2.00,0.00,0,1
Inventory,177.12C716B,"PTC Swivel Run Tee- DOT 3/8""x 3/8""x 1/4""NPT","HD-Hose & Fittings","Iview Commercial",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"228 days",9.00,0.00,0,1
Inventory,177.13B1710C,"BRASS PLC 45 DEG NS ELBOW 5/8"" X 3/8"" (1880X10X6, 179PMTNS106, S254PMTNS106)",HD-Fasteners,"Iview Commercial",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,1
Inventory,177.6002,"HOSE SUPPORT SPRING 1"" X 13"" ","HD-Trailer Comp","Iview Commercial",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,0,0
Inventory,177.6003,"HOSE SUPPORT SPRING 3/4"" X 13"" (038001, 451046)","HD-Trailer Comp","Iview Commercial",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,0,0
Inventory,177.6003BZ,"HOSE SUPPORT SPRING 3/4"" X 13-5/8"" (038001, 11601, 911)","HD-Trailer Comp","Iview Commercial",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,0,0
Inventory,177.6007,"SINGLE COUPLER & PLUG HOLDER ","HD-Trailer Comp","Iview Commercial",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,2.00,0.00,0,1
Inventory,177.6009,"DOUBLE COUPLER & PLUG HOLDER ","HD-Trailer Comp","Iview Commercial",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,2.00,0.00,1,2
Inventory,177.6013,"HOSE SUPPORT SPRING 1"" X 15"" (451706)","HD-Trailer Comp","Iview Commercial",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,0,0
Inventory,177.6014,"HOSE HOLDER","HD-Air Brakes & Air Suspension","Iview Commercial",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"361 days",7.00,0.00,0,0
Inventory,177.73818,"AIR BRAKE HOSE 1/2 X 3/8 SWIVEL 18""","HD-Air Brakes & Air Suspension","Iview Commercial",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,1,5
Inventory,177.7382,"AIR BRAKE HOSE 1/2 X 3/8 SWIVEL 20""","HD-Air Brakes & Air Suspension","Iview Commercial",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,7.00,0.00,1,5
Inventory,177.73822,"AIR BRAKE HOSE 1/2 X 3/8 SWIVEL 22""","HD-Air Brakes & Air Suspension","Iview Commercial",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"381 days",1.00,0.00,1,5
Inventory,177.TT50,"INFLATOR/BLOW GUN SET (451103)","HD-Trailer Comp","Iview Commercial",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,2.00,0.00,0,0
Inventory,177.TT50G,"INFLATOR/BLOW GUN SET WITH GLANDHAND ","HD-Trailer Comp","Iview Commercial",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,0
Inventory,178.2009BK,"BLACK STACKABLE CABLE BATT 2/0 7"" B (04315, 058118)","HD-Lighting & Electrical","Iview Commercial",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,6.00,0.00,0,1
Inventory,178.2009RD,"CABLE BATT STACKABLE 2/0 7"" R 3/8IN EYELETS(01484, 058128)","HD-Lighting & Electrical","Iview Commercial",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"369 days",7.00,0.00,0,1
Inventory,178.2020BK,"CABLE OVERMOLDED HARNESS 2/0 7 FOR 2 BATTERIES(04363, BC207M2BWS)","HD-Lighting & Electrical","Iview Commercial",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,0,1
Inventory,178.2020RD,"RED CABLE OVERMOLDED HARNESS 2/0 7"" (04362, BC207M2RWS)","HD-Lighting & Electrical","Iview Commercial",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,0,1
Inventory,178.2541,"RELAY MINI - 5 PIN 12V 40/30 SPDT (1250, 841076, 03-32204-125, 03-32204-150)","HD-Lighting & Electrical","Iview Commercial",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,3.00,0.00,0,3
Inventory,178.2543,"RELAY MINI 5 PIN 12V 40/30A SPDT DIODE (1252, 3949297, 2012557C1)","HD-Lighting & Electrical","Iview Commercial",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,1
Inventory,178.2544,"RELAY MAXI 4 PIN 12V 70A SPST RESISTOR (1293, 11-3040, 10-00328-00)","HD-Lighting & Electrical","Iview Commercial",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,1
Inventory,178.2545,"RELAY MINI 5 PIN 12V 50/30A SPDT RESISTR (1295, 11-3041, 1800173)","HD-Lighting & Electrical","Iview Commercial",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,1
Inventory,178.2553,"ELECTRONIC FLASHER 2 TERMINAL 12VDC 2 PRONG2-10 INCANDESCENT LAMPS(44810)","HD-Lighting & Electrical","Iview Commercial",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,1
Inventory,178.2566,"RELAY MINI SKIRTED 5 PIN 12V 40/30 SPDT (1261, VF465F1112V, 84-1079)","HD-Lighting & Electrical","Iview Commercial",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,1
Inventory,178.2570,"RELAY MAXI 4 PIN 12V 70A SPST RESISTOR (091233, 197505, 41444)","HD-Lighting & Electrical","Iview Commercial",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,1
Inventory,178.2575,"RELAY MINI - 4 PIN 12V 50A SPST RESISTOR (896H1AHCR1U03)","HD-Lighting & Electrical","Iview Commercial",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,1
Inventory,178.3092,"CABLE BOOSTER DUAL 2 GA 20FT","HD-Lighting & Electrical","Iview Commercial",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,0
Inventory,178.46501,"RELAY MIRCO 280 5 PIN 12V 35/20A SPDT (23-13265-001)","HD-Lighting & Electrical","Iview Commercial",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,2.00,0.00,0,3
Inventory,178.46502,"RELAY MINI 280 5 PIN 12V 50/30A SPDT (1266, VF2815F14S01, 898H1CHCR1)","HD-Lighting & Electrical","Iview Commercial",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,1
Inventory,178.46504,"RELAY MICRO 280 5 PIN 12V 20/10A SPDT (1268, 2211276100, VJ2895F24C05)","HD-Lighting & Electrical","Iview Commercial",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,2.00,0.00,0,1
Inventory,178.46506,"RELAY MICRO ISO 5 PIN 12V 35/20A SPDT (2313265011, 13502, 20754835","HD-Lighting & Electrical","Iview Commercial",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"231 days",1.00,0.00,0,1
Inventory,178.55501,"RELAY IHC (1688314C1)","HD-Lighting & Electrical","Iview Commercial",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,2.00,0.00,0,1
Inventory,178.55502,"RELAY IHC (3505300C1, 4C4O14B192DA)","HD-Lighting & Electrical","Iview Commercial",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,3.00,0.00,1,2
Inventory,178.55503,"RELAY MICRO ISO 5 PI 12V 35/20A SPDT","HD-Lighting & Electrical","Iview Commercial",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,2.00,0.00,0,1
Inventory,178.55504,"HORN RELAY IHC (2602142C1)","HD-Lighting & Electrical","Iview Commercial",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,2.00,0.00,0,1
Inventory,178.55510,"Relay ISO Mini 4 Pin 12V 40A SPST-NC IHC","HD-Lighting & Electrical","Iview Commercial",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,2.00,0.00,0,2
Inventory,178.55511,"RELAY MINI SKIRT 4 PIN 12V 40A SPST RSTR (3331335066, X3368720, 13501)","HD-Lighting & Electrical","Iview Commercial",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,0
Inventory,179.1005,"GLADHAND BRACKET MOUNT EMERGENCY ","HD-Trailer Comp","Iview Commercial",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"538 days",1.00,0.00,0,0
Inventory,179.1023,"PLUG 4 PIN (15410, 67041, 421131, 055054, 821021)","HD-Lighting & Electrical","Iview Commercial",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,1
Inventory,179.1024,"SOCKET 4 PIN (15400, 67042, 055056, 821020)","HD-Lighting & Electrical","Iview Commercial",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,1,2
Inventory,179.1027,"SINGLE POLE PLUG (15335, 67011SG, 421127, 591161, 820852)","HD-Lighting & Electrical","Iview Commercial",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,1
Inventory,179.1028,"SINGLE POLE SOCKET (15320, 67012, 421126, 591113, 820851)","HD-Lighting & Electrical","Iview Commercial",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,1
Inventory,179.1029,"SOCKET 7 WAY SPLIT PIN LARGE F ","HD-Trailer Comp","Iview Commercial",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,0,1
Inventory,179.1033,"PLUG DUAL POLE HORIZONTAL (15336, 67021SG, 593116, 821042)","HD-Lighting & Electrical","Iview Commercial",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,6.00,0.00,1,2
Inventory,179.1034,"SOCKET DUAL POLE HORIZONTAL ","HD-Trailer Comp","Iview Commercial",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,2.00,0.00,0,1
Inventory,179.1062,"SOCKET DUAL POLE VERTICAL (15328, 82-1041V)","HD-Lighting & Electrical","Iview Commercial",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,2.00,0.00,0,1
Inventory,179.3010.12,"ELECTRIC CABLE 12FT ","HD-Trailer Comp","Iview Commercial",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,0
Inventory,179.3010.15,"ELECTRIC CABLE 15FT (7ETB522MG, 590157)","HD-Trailer Comp","Iview Commercial",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,0
Inventory,179.3011.15,"ELECTRIC CABLE ABS 15FT (7ATG522MG, 590161, 421130)","HD-Trailer Comp","Iview Commercial",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,2.00,0.00,0,0
Inventory,179.3018.12,"ELECTRIC CABLE HEAVY DUTY 12FT (229321)","HD-Trailer Comp","Iview Commercial",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,0
Inventory,179.3018.15,"ELECTRIC CABLE HEAVY DUTY 15FT (229621)","HD-Trailer Comp","Iview Commercial",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,0
Inventory,179.3021.15,"TAILGATE LIFT CABLE 2 GA 15FT","HD-Trailer Comp","Iview Commercial",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,0
Inventory,179.3022.15,"TAILGATE LIFT CABLE 4 GA 15FT ","HD-Trailer Comp","Iview Commercial",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,0
Inventory,179.3023.12,"ELECTRIC CABLE 6 WAY 12FT (196712, 590061)","HD-Trailer Comp","Iview Commercial",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,0
Inventory,179.3023.15,"ELECTRIC CABLE 6 WAY 15FT (196715, 421187, 7R6152M)","HD-Trailer Comp","Iview Commercial",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,0
Inventory,179.3024.15,"ELECTRIC CABLE 4 WAY 15FT ","HD-Trailer Comp","Iview Commercial",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,0
Inventory,179.3025.15,"AIRPOWER 3 IN 1 LINE (13A1501, 302170)","HD-Air Brakes & Air Suspension","Iview Commercial",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,3.00,0.00,0,0
Inventory,179.3025.20,"AIRPOWER 3 IN 1 LINE 20 FEET ","HD-Trailer Comp","Iview Commercial",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,2.00,0.00,0,0
Inventory,179.3026.15,"TAILGATE LIFT CABLE SINGLE/DUAL POLE ","HD-Trailer Comp","Iview Commercial",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,0
Inventory,179.3027.15,"TAILGATE LIFT CABLE DUAL POLE ","HD-Trailer Comp","Iview Commercial",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,0
Inventory,179.3028.12,"ISO AUXILIARY CABLE 12FT ","HD-Trailer Comp","Iview Commercial",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,0
Inventory,179.3028.15,"ISO AUXILIARY CABLE 15FT (314623, 421160, BE27096)","HD-Trailer Comp","Iview Commercial",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,0
Inventory,179.3028.15-48,"ISO AUXILIARY CABLE 15FT W/48uxiliary Cable 15ft w/48"" LEAD (319923, 421215, 81201540)","HD-Trailer Comp","Iview Commercial",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,0
Inventory,179.YK5005,"CLEVIS KIT MERITOR TYPE 5/8""Straight, 5/8in-18 Threads, 1/2in and 1/4in Pins, Pin C to C is 1-3/8in(E11430A, R810019)","HD-Air Brakes & Air Suspension","Iview Commercial",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"237 days",11.00,0.00,8,16
Inventory,179.YK5012,"CLEVIS KITStraight, 1/2in-20 Threads, 1/2in and 1/4in Pins, Pin C to C is 1-3/8in(E-11428A, R810018)","HD-Air Brakes & Air Suspension",—,0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,2.00,0.00,0,0
Inventory,179.YK5810,"1/2"" X 1/2"" CLEVIS ASSEMBLY (205948)","HD-Air Brakes & Air Suspension",—,0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"431 days",3.00,0.00,0,0
Inventory,179181PS,"EZ RIDE ADAPTER PLATE","HD-Truck Accessories","Enson Forestry",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,1,3
Inventory,18-03835,"SWITCH A/C PETERBILT","HD-Cooling & HVAC",—,0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,1
Inventory,18-54067-003,GRABHANDLE,"HD-Truck Accessories",—,0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,0
Inventory,180.10618,"Trailer Hubcap, Clear","HD-Wheel Comp","Iview Commercial",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,10.00,0.00,2,6
Inventory,180.10621,"HUB CAP (343-4075)","HD-Wheel Comp","Iview Commercial",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,0,0
Inventory,180.10624,"HUB CAP (343-4013)","HD-Wheel Comp","Iview Commercial",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,8.00,0.00,0,1
Inventory,180.10625,"HUB CAP (343-4025)","HD-Wheel Comp","Iview Commercial",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,0,0
Inventory,180.10630,"HUB CAP 6-3/4in Bolt Circle, 6 Holes, 7-1/2in OD, With Side Fill Plug","HD-Wheel Comp","Iview Commercial",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,2.00,0.00,0,0
Inventory,180.10640,"HUB CAP (3262K89)","HD-Wheel Comp","Iview Commercial",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,0,0
Inventory,180.10645,"HUB CAP (S-29227-2, C-29227-2)","HD-Wheel Comp","Iview Commercial",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,0,0
Inventory,180.10646,"HUB CAP (VS-26493, C-26493)","HD-Wheel Comp","Iview Commercial",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,0,0
Inventory,1809395,"DRIVER SIDE GLASS","HD-Body Exterior","Botown Retail",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,0
Inventory,1814110PE,"Exhaust Heat Shield, Paccar",HD-Exhaust,—,0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,1
Inventory,1818279C1,"INTAKE DUCT TO MANIFOLD BOLTS",HD-Fasteners,"Xistone Consulting",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,0,0
Inventory,1818296C1,"BOLT M12x1.25x110mm",HD-Fasteners,"Xistone Consulting",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,10.00,0.00,0,0
Inventory,1819716C1,"RING O SIZE 329","HD-Engine Comp",—,0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,0
Inventory,182.403,"WHEEL BEARING KIT 592A/594A","HD-Wheel Comp","Iview Commercial",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,0,1
Inventory,182.405,"WHEEL BEARING KIT 653/663","HD-Wheel Comp","Iview Commercial",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,6.00,0.00,0,2
Inventory,182.415,"WHEEL BEARING KIT HM518410/HM518445","HD-Wheel Comp","Iview Commercial",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,12.00,0.00,2,6
Inventory,182.423,"WHEEL BEARING KIT 6420/6461A","HD-Wheel Comp","Iview Commercial",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"263 days",4.00,0.00,0,1
Inventory,182.424,"WHEEL BEARING KIT 552A/555S","HD-Wheel Comp","Iview Commercial",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"263 days",4.00,0.00,0,1
Inventory,182.427,"WHEEL BEARING KIT, PRE ADJUST","HD-Wheel Comp","Iview Commercial",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,2.00,0.00,0,0
Inventory,182.592A,"WHEEL BEARING CUP (USE WITH 182.594A OR 182.598A)","HD-Wheel Comp","Iview Commercial",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"460 days",3.00,0.00,0,0
Inventory,1822747C1,"SEAL OIL 0-RING","HD-Misc / Other",—,0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,0
Inventory,1836005C1,"High Pressure Fuel Pump Mount Gasket ","HD-Engine Comp","Xistone Consulting",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,1
Inventory,1838248C1,"GASKET INTAKE THROTTLE","HD-Engine Comp",—,0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,0
Inventory,1839415C91,"OIL PRESSURE SENSOR","HD-Engine Comp",—,0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,0
Inventory,1840169,"PIPE 3RD EXT","HD-Equipment & Hydraulics","Iuboro Transport",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,0
Inventory,1841139C93,"SEAL KIT REAR MAIN SEAL","HD-Engine Comp",—,0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,0
Inventory,1841557C1,"RING O M10 PLUG","HD-Engine Comp",—,0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,0
Inventory,1842196C96,"VALVE COVER GASKET W/HARNESS","HD-Engine Comp","Xistone Consulting",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,0
Inventory,1842825C91,"Centrifuge Oil Filter, Navistar",HD-Filters,"Xistone Consulting",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,1
Inventory,1845023C1,"GASKET INLET DUCT TO INT MNFLD","HD-Engine Comp",—,0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,0
Inventory,1847710C1,"BELT FAN V-RIBBED 10PK 2070MM","HD-Belts, Pulleys & Tensioners",—,0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,0
Inventory,1848530C1,"GASKET VALVE COVER","HD-Engine Comp",—,0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,0
Inventory,18665,"Copper Crush Washer","HD-Engine Comp",—,0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,2.00,0.00,0,1
Inventory,1875808C1,"GASKET EXHAUST SINGLE LAYER",HD-Exhaust,—,0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,0,0
Inventory,1881555C1,"STUD M10 X 75MM","HD-Engine Comp",—,0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,0,0
Inventory,1882825C1,"STUD M10 X 39MM","HD-Engine Comp",—,0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,2.00,0.00,0,0
Inventory,1884207C92,"Fuel Filter Kit, MAXXFORCE 7 (FK22005, P551625, WF10066, PF9914)",HD-Filters,"Xistone Consulting",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,0
Inventory,1884925C1,"Intake Elbow Mounting Gasket, Navistar","HD-Engine Comp",—,0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,2.00,0.00,0,0
Inventory,1887351C2,"USED ECU FOR MAXXFORCE 7","HD-Engine Comp","Ouson Mechanical",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,0
Inventory,1889134C91,"RING KIT EXHAUST RING SEAL",HD-Exhaust,—,0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,0
Inventory,1889325C95,"VALVE KIT IPR VALVE","HD-Engine Comp",—,0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,0
Inventory,1889332C92,"SEAL KIT TURBOCHARGER SEALS","HD-Engine Comp",—,0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,2.00,0.00,0,0
Inventory,18BH50F,"MAGNET CORD (2) PRONG/FEMALE","HD-Lighting & Electrical","Zeport Commercial",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,3.00,0.00,1,2
Inventory,18BH50M,"MAGNET CORD (2) PRONG/MALE","HD-Lighting & Electrical","Zeport Commercial",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,3.00,0.00,1,2
Inventory,19121703,"WHEEL SEAL","HD-Wheel Comp",—,0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,2.00,0.00,0,0
Inventory,1918304,"High Variable Reluctance Speed Sensor","HD-Engine Comp",—,0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,0
Inventory,19350Y,"19 Series, LED, Amber, 1"" 4"" Rectangular, 4 Diode, Marker Clearance Light, P2, Fit 'N Forget M/C, 12V","HD-Lighting & Electrical",—,0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"391 days",3.00,0.00,0,1
Inventory,195-010,"Wing Nut 5/16 x 18",HD-Fasteners,"Aiboro Rentals",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,14.00,0.00,4,8
Inventory,1978418,GASKET,"HD-Engine Comp",—,0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,0
Inventory,1981517,GASKET,"HD-Engine Comp",—,0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,0
Inventory,1R13-097,"AIR BAG (566-26-3-081/452-8723)","HD-Air Brakes & Air Suspension","Weriver Electrical",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,0
Inventory,2--10220-14,"10220-14 (PICO 20A MICRO FUSE YELLOW)","HD-Lighting & Electrical","Baplains Solutions",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"285 days",3.00,0.00,0,0
Inventory,2--10225-14,"10225-14 (PICO 25A MICRO FUSE CLEAR)","HD-Lighting & Electrical","Baplains Solutions",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,5.00,0.00,0,0
Inventory,2--10230-14,"10230-14 (30 AMP MICRO FUSE GREEN)","HD-Lighting & Electrical","Baplains Solutions",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,5.00,0.00,0,0
Inventory,2--10420-11,"10420-11 (20AMP MICRO FUSE LINK)","HD-Lighting & Electrical","Baplains Solutions",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"285 days",5.00,0.00,0,0
Inventory,2--110500,"SPRING BRAKE VALVE","HD-Heavy Duty Brake Comp","Zoburg Maintenance",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,0
Inventory,2--110700,"SPRING BRAKE VALVE","HD-Heavy Duty Brake Comp","Zoburg Maintenance",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,0
