Title,Section,Type,Priority,Preconditions,Steps,Expected Result,References,,
One control in the table header expands or collapses all technician rows,TU — Per-Day Breakdown,Functional,Medium,"1. You are on the Technician Utilization report with several technician rows loaded.
2. Part of this test checks what a blind user would hear, so you need a screen reader. On Windows install NVDA — it is free, from nvaccess.org. On a Mac use VoiceOver, which is already built in (Cmd+F5 turns it on and off). Alternatively the browser's developer tools (F12) have an ""Accessibility"" panel that shows the same names without you having to listen to anything.","1. Find the expand/collapse-all control in the table's header row (in the Technician column) and read its accessible name.
2. With all rows collapsed, activate it.
3. Collapse ONE row manually, then activate the control again.
4. With every row expanded, activate it once more.","1. The control lives in the table's header row (Technician column) - NOT in the toolbar action cluster.
2. If ANY row is collapsed, activating it expands ALL rows; only when EVERY row is already expanded does it collapse all rows (so step 3's activation re-expands the one collapsed row).
3. Its accessible name reflects the next action: ""Expand all technicians"" when it will expand, ""Collapse all technicians"" when every row is already expanded.
4. It is keyboard-focusable, toggles on Enter/Space, and exposes its state to assistive technology.
What you should see today: items 1, 2 and 3 pass, but item 4 does not: the control never reports its open or closed state to a screen reader, only its name. This is a known problem and it is already reported - see https://shopview.atlassian.net/browse/SV-8953
· If you see exactly that, mark this test FAILED and do not raise anything new.
· If it fails in a DIFFERENT way from what is described above, that is a NEW problem - please report it.
· If it PASSES, the fix has shipped: tell the QA lead so the ticket can be closed and this note removed.

---
This is the expected behaviour as per epic SV-8582, read on 11 August 2026, and the Technician Utilization report specification version 7 (S4-R4, S8-R12, S8-R3), read on 11 August 2026.
Last checked against build v3.5-16cf83f on 8/6/2026.

AUTOMATION: READY - EXPECT FAIL (SV-8953)",SV-8651 (TU spec v5 2026-07-29 S4-R4; S8-R12; S8-R3),,
Expansion state is view-only: it resets on any reload and fresh visit,TU — Per-Day Breakdown,Functional,Low,1. You are on the Technician Utilization report with several rows loaded.,"1. Expand two technician rows, then change the date range.
2. Expand two rows again, leave the report, and come back.
3. Expand one technician's row, then deselect and re-select a DIFFERENT technician in the technician filter.","1. After the reload (date-range or location change), all rows are collapsed - expansion state resets.
2. On a fresh visit, all rows start collapsed - expansion is never persisted.
3. Deselecting and re-selecting a technician (an on-screen operation) does NOT change the expansion state of the other rows - the expanded row stays expanded.

---
This is the expected behaviour as per epic SV-8582, read on 11 August 2026, and the Technician Utilization report specification version 7 (S4-R5), read on 11 August 2026.
Last checked against build v3.5-16cf83f on 8/6/2026.

AUTOMATION: READY",SV-8651 (TU spec v5 2026-07-29 S4-R5),,
Filter by Technician starts with every technician selected on a first visit,TU — Technician Filter,Functional,High,"1. You are on the Technician Utilization report on a first visit (no saved settings), with several technicians in the range.","1. Find the toolbar filter labeled ""Technician"" and open it.
2. Check the selection state of every listed technician.
3. Try selecting more than one change at once (multi-select).","1. The toolbar has a filter labeled ""Filter by Technician"" that allows selecting more than one technician (when several are chosen its label reads, for example, ""2 technicians"").
2. On the first visit, EVERY technician is selected.
3. All technicians' rows are shown.

---
This is the expected behaviour as per epic SV-8582, read on 11 August 2026, and the Technician Utilization report specification version 7 (S5-R1, S5-R2), read on 11 August 2026.
Last checked against build v3.5-4795eee on 8/10/2026.

AUTOMATION: READY",SV-8652 (TU spec v5 2026-07-29 S5-R1; S5-R2),,
Deselecting a technician hides the row and recalculates the Summary,TU — Technician Filter,Functional,High,"1. Several technician rows are visible and the Summary row shows their totals.
2. Note the current date range so you can confirm it does not change.","1. Note the Summary values, then deselect one technician in the Filter by Technician filter.
2. Watch the data area and the Summary row.
3. Re-select the technician.","1. The deselected technician's row is hidden.
2. The Summary row recalculates over the technicians that remain visible.
3. The report does NOT reload - the technician filter works on screen only: the rows and the Summary update straight away, no loading indicator appears in the data area, and the date range does not change.
4. Re-selecting the technician shows the row again (and the Summary recalculates back).
5. Note for the tester: you do not need developer tools for this test - just watch the screen.
What you should see today: items 1, 2 and 4 pass - the row hides, the Summary recalculates and re-selecting brings it back - but item 3 does not: the report reloads from the server when you tick or untick a technician. This is a known problem and it is already reported - see https://shopview.atlassian.net/browse/SV-8946
· If you see exactly that, mark this test FAILED and do not raise anything new.
· If it fails in a DIFFERENT way from what is described above, that is a NEW problem - please report it.
· If it PASSES, the fix has shipped: tell the QA lead so the ticket can be closed and this note removed.

---
This is the expected behaviour as per epic SV-8582, read on 11 August 2026, and the Technician Utilization report specification version 7 (S5-R3, S5-R4, S5-R5), read on 11 August 2026.
Last checked against build v3.5-4795eee on 8/10/2026.

AUTOMATION: READY - EXPECT FAIL (SV-8946)","SV-8652 (TU spec v5 2026-07-29 S5-R3; S5-R4; S5-R5 + §3 Key Decisions (""the technician filter works on screen only and does not reload the report""); S5 context note — the server half is covered by C30450 in ""TU - API"")",,
All technicians and Clear all controls set every technician on or off,TU — Technician Filter,Functional,Medium,1. Several technicians are in the current range; a different range exists in which an ADDITIONAL technician (not listed in the current range) has clocked time.,"1. In the Technician filter, use the control labeled ""Clear all"".
2. Use the control labeled ""All technicians"".
3. Deselect one technician, then change the date range to the one containing the additional technician.
4. Use ""Clear all"" again, then switch to the range where the additional technician newly appears.","1. ""Clear all"" sets every currently-listed technician to deselected; ""Select all"" selects all technicians at once.
2. Selection is tracked as the set of DESELECTED technicians: a technician you have not deselected is selected by default.
3. After step 3, your deselected technician STAYS deselected across the range change, while the newly-appearing technician is SELECTED (never explicitly deselected).
4. After step 4, the newly-appearing technician is selected even though you had cleared all - ""Clear all"" only deselected the technicians listed at the time.
What you should see today: the control that selects everybody is labelled ""All technicians"" and not ""Select all"". The behaviour itself passes - clearing everybody really does deselect the whole list, and a technician you deselected stays deselected when you change the date range. This is a known problem and it is already reported - see https://shopview.atlassian.net/browse/SV-8947
· If you see exactly that, mark this test FAILED and do not raise anything new.
· If it fails in a DIFFERENT way from what is described above, that is a NEW problem - please report it.
· If it PASSES, the fix has shipped: tell the QA lead so the ticket can be closed and this note removed.

---
This is the expected behaviour as per epic SV-8582, read on 11 August 2026, and the Technician Utilization report specification version 7 (S5-R6, S5-R7, S5-R8, S5-R9), read on 11 August 2026.
Last checked against build v3.5-16cf83f on 8/6/2026.

AUTOMATION: READY - EXPECT FAIL (SV-8947)",SV-8652 (TU spec v5 2026-07-29 S5-R6; S5-R7; S5-R8; S5-R9),,
Previously deselected technicians stay deselected on the next visit,TU — Technician Filter,Functional,Medium,1. You are on the Technician Utilization report with several technicians listed.,"1. Deselect two technicians.
2. Leave the report (navigate elsewhere), then return; also try a full page reload.
3. Check the two technicians' selection state and the other technicians'.","1. The two deselected technicians are STILL deselected on return - the deselected set is what persists (saved in this browser, not on the account).
2. All other technicians - including any who appear for the first time - are selected.
3. The saved date range and location selection are restored alongside.

---
This is the expected behaviour as per epic SV-8582, read on 11 August 2026, and the Technician Utilization report specification version 7 (S5-R10, S1-R8), read on 11 August 2026.
Last checked against build v3.5-16cf83f on 8/6/2026.

AUTOMATION: READY",SV-8652 (TU spec v5 2026-07-29 S5-R10; S1-R8; §3),,
Total Hours is a real link with a non-color affordance and keyboard access,TU — Deep Links,Functional,High,1. You are on the Technician Utilization report with technician rows and the Summary row visible.,"1. Look at a technician row's Total Hours value.
2. Tab to it with the keyboard and check the focus indicator; press Enter.
3. Go back and look at the Summary row's Total Hours value.","1. Every technician row's Total Hours is rendered as a link (every rendered row has clocked time > 0, so the link always applies).
2. The link is distinguished by more than color - it carries an underline (or equivalent non-color affordance), is keyboard-focusable with a visible focus indicator, and activates on Enter.
3. The Summary row's Total Hours value is NOT a link.

---
This is the expected behaviour as per epic SV-8582, read on 11 August 2026, and the Technician Utilization report specification version 7 (S6-R1, S6-N1, S8-R14), read on 11 August 2026.
Last checked against build v3.5-16cf83f on 8/6/2026.

AUTOMATION: READY",SV-8653 (TU spec v5 2026-07-29 S6-R1; S6-N1; S8-R14),,
The Total Hours link opens Timesheet Activities in the same tab,TU — Deep Links,Functional,Critical,1. You are on the Technician Utilization report with a non-default date range selected (so the carried range is provable).,"1. Click a technician's Total Hours link.
2. Check which browser tab the Timesheet Activities report opened in.
3. Read the technician filter and the date range on the opened report.","1. The Timesheet Activities report opens in the SAME browser tab.
2. It is already filtered to that technician.
3. It uses the same date range that was active on the Technician Utilization report.

---
This is the expected behaviour as per epic SV-8582, read on 11 August 2026, and the Technician Utilization report specification version 7 (S6-R2, S6-R3, S6-R4), read on 11 August 2026.
Last checked against build v3.5-16cf83f on 8/6/2026.

AUTOMATION: READY",SV-8653 (TU spec v5 2026-07-29 S6-R2; S6-R3; S6-R4),,
"Same range, single location, closed records: Total Hours matches Timesheet",TU — Deep Links,Functional,Critical,"1. A technician has only CLOSED (clocked-out) records in the range - no open clock.
2. The report's location filter holds exactly ONE location, and it is the user's currently active shop.","1. Read the technician's Total Hours on the Technician Utilization report (two decimals).
2. Click the Total Hours link and read the same technician's total on the opened Timesheet Activities report.
3. Compare the two, to two decimals.","1. The two totals MATCH exactly, to two decimals (these values are hours, not money) - both reports read the same clock records and round the same way (round-half-up, from unrounded values).
2. Under this exact scope (same range, same single location, closed records) a mismatch IS a defect.
3. The two documented scope differences (open clocks, multi-location drill-through) are covered by separate cases and are NOT defects.
What you should see today: the two totals do not match. Andrew Wade reads 1080.44 on Technician Utilization and 1080.64 on Timesheet Activities for the same dates and the same single location, and six of the eight technicians checked disagree by up to 0.25 hours. This is a known problem and it is already reported - see https://shopview.atlassian.net/browse/SV-8944
· If you see exactly that, mark this test FAILED and do not raise anything new.
· If it fails in a DIFFERENT way from what is described above, that is a NEW problem - please report it.
· If it PASSES, the fix has shipped: tell the QA lead so the ticket can be closed and this note removed.

---
This is the expected behaviour as per epic SV-8582, read on 11 August 2026, and the Technician Utilization report specification version 7 (S1-R9), read on 11 August 2026.
Last checked against build v3.5-16cf83f on 8/6/2026.

AUTOMATION: READY - EXPECT FAIL (SV-8944)",SV-8648 (TU spec v5 2026-07-29 S1-R9; §2; §5 Assumptions),,
Reconcile exception (a): an open clock is snapshotted at each load instant,TU — Deep Links,Functional,Medium,"1. A technician is still clocked in (an open, not-yet-clocked-out record) inside the range.","1. Load the Technician Utilization report and read the technician's Total Hours; watch whether the value ticks on screen.
2. Wait a minute or two, then open Timesheet Activities via the Total Hours link and read its total.
3. Compare the two values.","1. The open time is counted UP TO THE MOMENT THE REPORT LOADS - a fixed snapshot taken at load, not a value that keeps ticking on screen (matching how Timesheet Activities treats an open record).
2. The two reports, loaded at different moments, MAY differ by the elapsed open time - this is a deliberate scope difference of the reconciliation guarantee, EXPECTED and NOT a defect.
3. Reloading the Technician Utilization report takes a fresh snapshot (the value grows by the elapsed time).

---
This is the expected behaviour as per epic SV-8582, read on 11 August 2026, and the Technician Utilization report specification version 7 (S1-R9, S1-E1), read on 11 August 2026.
Last checked against build v3.5-16cf83f on 8/6/2026.

AUTOMATION: HOLD - needs a technician clocked in at the moment of the test, and no technician on this environment is currently clocked in",SV-8648 (TU spec v5 2026-07-29 S1-R9(a); S1-E1),,
Reconciliation exception (b): the link passes no location,TU — Deep Links,Functional,Medium,"1. A technician has clocked time at TWO locations in the range.
2. Both locations are selected in the report's location filter; only one of them is the user's currently active shop.","1. Read the technician's pooled Total Hours (both locations).
2. Click the Total Hours link and read the total on the opened Timesheet Activities report.
3. Compare the two values.","1. The link passes the technician and the date range ONLY - it does NOT pass the location selection.
2. Timesheet Activities opens for the user's currently active shop, so it shows one location's portion - it will differ from (or be disjoint with) the multi-location row value.
3. This is a KNOWN drill-through limitation, EXPECTED and NOT a data defect (the same applies when the single selected location is not the active shop).

---
This is the expected behaviour as per epic SV-8582, read on 11 August 2026, and the Technician Utilization report specification version 7 (S6-R6, S1-R9), read on 11 August 2026.
Last checked against build v3.5-16cf83f on 8/6/2026.

AUTOMATION: READY",SV-8653 (TU spec v5 2026-07-29 S6-R6; S1-R9(b)),,
A day row's Total Hours links to that technician's single-day timesheet,TU — Deep Links,Functional,Medium,1. A technician row is expanded and shows day rows.,"1. Click the Total Hours value on one day row.
2. Read the technician filter and the date range on the opened Timesheet Activities report.","1. Timesheet Activities opens filtered to that technician.
2. The date range covers ONLY that single day.

---
This is the expected behaviour as per epic SV-8582, read on 11 August 2026, and the Technician Utilization report specification version 7 (S6-R5), read on 11 August 2026.
Last checked against build v3.5-16cf83f on 8/6/2026.

AUTOMATION: READY",SV-8653 (TU spec v5 2026-07-29 S6-R5),,
"Three-dot menu is leftmost, then Column Selection; four download options",TU — Exports,Functional,High,1. You are on the Technician Utilization report with rows loaded.,"1. Find the three-dot button in the toolbar and note its position in the action cluster.
2. Open it and read the options.","1. The three-dot download menu sits LEFTMOST in the toolbar's action cluster, with the Column Selection control immediately after it.
2. The menu holds four download options, labeled exactly: ""Download Summary (PDF)"", ""Download Expanded View (PDF)"", ""Download Summary (CSV)"" and ""Download Expanded View (CSV)"".
3. The order these four options appear in is NOT part of this check. The specification requires each option to be present with that exact label; it does not fix the order they are listed in. Do not fail this test on the order alone.

---
This is the expected behaviour as per epic SV-8582, read on 11 August 2026, and its story SV-8654, read on 11 August 2026, and the Technician Utilization report specification version 7 (S7-R1, S7-R2, S7-R3, S7-R4, S7-R4a, S8-R2), read on 11 August 2026. Chris Ward asked for this menu wording in his answers of 5 August 2026 in this file: https://docs.google.com/spreadsheets/d/1x8cuYJlFsDHalVZZTh156_ZCq2gcOaGY/edit?usp=sharing&ouid=106388879401921597782&rtpof=true&sd=true, read on 11 August 2026; the specification now carries the same wording, so the two agree.
Last checked against build v3.5-16cf83f on 8/6/2026.

AUTOMATION: READY","SV-8654 (TU spec v5 2026-07-29 S7-R1; S7-R2; S7-R3; S7-R4; S8-R2 — S8-R2 now adds ""followed by the Column Selection control"")",,
The Summary PDF holds the technician rows plus the Summary,TU — Exports,Functional,High,1. You are on the Technician Utilization report with several technicians who have multi-day clock records.,"1. Choose ""Download Summary (PDF)"" and open the file; check its filename.
2. Choose ""Download Expanded View (PDF)"" and open the file; check its filename.","1. The Summary PDF shows the technician rows and the Summary row (no day rows); it downloads as ""Technician-Utilization-Summary.pdf"".
2. The Expanded PDF shows the technician rows, EACH technician's per-day breakdown, and the Summary row; it downloads as ""Technician-Utilization-Expanded.pdf"".
3. The PDF filenames are Title-Case as shipped.
What you should see today: both PDFs stop at the last technician - neither contains the Summary row - and the file names come out lower-case as technician-utilization-summary.pdf and technician-utilization-expanded.pdf rather than Title-Case. The per-day breakdown itself is in the Expanded PDF, correctly. This is a known problem and it is already reported - see https://shopview.atlassian.net/browse/SV-8950
· If you see exactly that, mark this test FAILED and do not raise anything new.
· If it fails in a DIFFERENT way from what is described above, that is a NEW problem - please report it.
· If it PASSES, the fix has shipped: tell the QA lead so the ticket can be closed and this note removed.

---
This is the expected behaviour as per epic SV-8582, read on 11 August 2026, and the Technician Utilization report specification version 7 (S7-R5, S7-R6, S7-R12), read on 11 August 2026.
Last checked against build v3.5-16cf83f on 8/6/2026.

AUTOMATION: READY - EXPECT FAIL (SV-8950)",SV-8654 (TU spec v5 2026-07-29 S7-R5; S7-R6; S7-R12),,
"The CSV is always summary-level, quotes comma-containing values",TU — Exports,Functional,High,"1. At least one technician's Est. Lost Labor exceeds $1,000 (so a value contains a comma).","1. Choose ""Download Summary (CSV)"" and check the filename.
2. Open the file in a plain-text editor and find the over-$1,000 value.
3. Check for any day rows in the file.","1. The file downloads as ""technician-utilization.csv"" (lower-case as shipped, unlike the Title-Case PDFs).
2. The CSV shows the technician rows and the Summary row - always this summary-level content; it does NOT vary by the summary/expanded choice (no day rows).
3. Any value containing a comma (e.g. ""$1,234.50"") is wrapped in double quotes per standard CSV escaping, so the columns parse correctly.
What you should see today: there are two spreadsheet files, not one: technician-utilization-summary.csv and technician-utilization-expanded.csv, and the expanded one holds a row for each day as well. Neither contains the Summary row. The comma quoting in item 3 does pass - ""$7,248.85"" comes out wrapped in double quotes. This is a known problem and it is already reported - see https://shopview.atlassian.net/browse/SV-8951
· If you see exactly that, mark this test FAILED and do not raise anything new.
· If it fails in a DIFFERENT way from what is described above, that is a NEW problem - please report it.
· If it PASSES, the fix has shipped: tell the QA lead so the ticket can be closed and this note removed.

---
This is the expected behaviour as per epic SV-8582, read on 11 August 2026, and the Technician Utilization report specification version 7 (S7-R7, S7-R10, S7-R12), read on 11 August 2026.
Last checked against build v3.5-16cf83f on 8/6/2026.

AUTOMATION: READY - EXPECT FAIL (SV-8951)",SV-8654 (TU spec v5 2026-07-29 S7-R7; S7-R10; S7-R12),,
"Downloads cover only selected technicians, locations, and date range",TU — Exports,Functional,High,1. Several technicians are listed and the user has access to more than one location.,"1. Deselect one technician, select a specific location set, and set a distinctive date range.
2. Download the Summary PDF, the Expanded PDF, and the CSV.
3. Check each file's technicians, the data scope, and the covered range.
4. Re-select all technicians and download once more.
5. Hide one column in the Column Selection control, download again and compare the file's columns.","1. Every download includes ONLY the technicians currently selected in the technician filter - the deselected technician is absent from all three files.
2. Every download covers the location(s) currently selected in the location filter and the date range currently active on the report.
3. With every technician selected, the download covers all technicians for the range at the selected location(s).
4. Every download (each PDF and the CSV) carries a ""Locations:"" line naming the location(s) the report was scoped to.
5. Every download also mirrors the columns currently shown on screen — a column hidden in the Column Selection control is absent from the files, and a re-shown column comes back.
6. Note for the tester: the files carry a Location column whenever that column is showing on screen. If your own account can reach only one location there is no Location column on screen and none in the files.
What you should see today: item 1 does not pass: a technician you untick is still in every downloaded file. Items 2, 3, 4 and 5 do pass - the location, the date range, the ""Locations:"" line and the shown columns are all carried into the files correctly. This is a known problem and it is already reported - see https://shopview.atlassian.net/browse/SV-8948
· If you see exactly that, mark this test FAILED and do not raise anything new.
· If it fails in a DIFFERENT way from what is described above, that is a NEW problem - please report it.
· If it PASSES, the fix has shipped: tell the QA lead so the ticket can be closed and this note removed.

---
Note for the tester: if the Location column does not behave this way on the build, mark this test Failed and report it - do not change the test.
Location is one of the columns you can switch on and off in the column-selection control, but only if your own account can reach more than one location: for you it is already switched on when you arrive, and you can switch it off. Someone whose account can reach only one location never sees the column and it is not offered to them in that list.

---
This is the expected behaviour as per epic SV-8582, read on 11 August 2026, and the Technician Utilization report specification version 7 (S7-R8, S7-R9, S7-R10, S7-R13, S7-E1, S9-R8), read on 11 August 2026. Version 6 of that specification, published on 5 August 2026, is what settles the one point about the Location column: it now states in both of its own requirements that the column belongs to anyone whose account can reach more than one location and can be switched on and off in the column-selection control. Chris Ward asked for that change in his answers in this file: https://docs.google.com/spreadsheets/d/1x8cuYJlFsDHalVZZTh156_ZCq2gcOaGY/edit?usp=sharing&ouid=106388879401921597782&rtpof=true&sd=true, read on 11 August 2026
Last checked against build v3.5-16cf83f on 8/6/2026.

AUTOMATION: READY - EXPECT FAIL (SV-8948)","SV-8654 (TU spec v5 2026-07-29 S7-R8; S7-R9; S7-R10; S7-R13; S7-E1; S9-R8 — downloads mirror the shown columns and the technician/location/date scope; S7-R13 = the ""Locations:"" line and the automatic Location column)",,
Downloads always order rows Technician A to Z; the on-screen sort is ignored,TU — Exports,Functional,Medium,"1. Rows exist including a ""—"" Est. Lost Labor value.
2. The on-screen rows are sorted by something OTHER than Technician A to Z (e.g. Est. Lost Labor descending).","1. With the non-default sort applied, download the CSV and a PDF.
2. Read each file's column order, number formats, and the ""—"" cell.
3. Read each file's row order.","1. The downloaded files use the same column order and number formats as the on-screen report, including the ""—"" rendering for an unknown Est. Lost Labor.
2. Rows in EVERY download are ordered by Technician name A to Z (the default order) - the on-screen column sort is client-side only and is NOT carried into the export.
What you should see today: item 2 does not pass: the rows in both the spreadsheet and the PDF come out in no recognisable order - they begin Alexander Cohen, Brittany Anderson, Colleen Guerrero, Wesley Mcclure, Jacob Chung - even though the screen was in its normal A to Z order. Item 1 passes. This is a known problem and it is already reported - see https://shopview.atlassian.net/browse/SV-8949
· If you see exactly that, mark this test FAILED and do not raise anything new.
· If it fails in a DIFFERENT way from what is described above, that is a NEW problem - please report it.
· If it PASSES, the fix has shipped: tell the QA lead so the ticket can be closed and this note removed.

---
This is the expected behaviour as per epic SV-8582, read on 11 August 2026, and the Technician Utilization report specification version 7 (S7-R10, S7-R10a), read on 11 August 2026.
Last checked against build v3.5-16cf83f on 8/6/2026.

AUTOMATION: READY - EXPECT FAIL (SV-8949)",SV-8654 (TU spec v5 2026-07-29 S7-R10; S7-R10a),,
PDF logo follows the uploaded logo; the spreadsheet never carries one,TU — Exports,Functional,Low,1. You can toggle the shop's logo in the shop settings (restore the original state afterwards - shared env).,"1. With a shop logo set, download the Summary PDF and the Expanded PDF and look at the top of each.
2. Download the CSV and inspect it.
3. Remove the shop logo and download both PDFs again.","1. With an uploaded logo, BOTH PDF views show that logo at the top of the report.
2. The CSV never includes the logo.
3. With a logo uploaded, that logo appears. If a logo is set but fails to load, the built-in ShopView logo is used instead. If no logo is uploaded at all, NO logo is printed and the text fills the space.
Note for the tester: on this build a report with no uploaded logo still prints the built-in ShopView logo. The product owner has decided it should print no logo at all, so record what you see; the change is with the developers.

---
This is the expected behaviour as per epic SV-8582, read on 11 August 2026, and Chris Ward's decision of 8/5/2026, recorded in his answers in this file: https://docs.google.com/spreadsheets/d/1x8cuYJlFsDHalVZZTh156_ZCq2gcOaGY/edit?usp=sharing&ouid=106388879401921597782&rtpof=true&sd=true, read on 11 August 2026; where the Technician Utilization report specification version 7 (S7-R11, S7-N2, S7-N3), read on 11 August 2026, differs, his decision is the authority.
Last checked against build v3.5-16cf83f on 8/6/2026.

AUTOMATION: READY",SV-8654 (TU spec v5 2026-07-29 S7-R11; S7-N2; S7-N3 — logo now resolved by the shared resolver: the organization's uploaded logo; else the bundled ShopView default),,
Choosing a download with no technician selected is a silent no-op,TU — Exports,Negative,Medium,1. You are on the Technician Utilization report with rows loaded.,"1. Use ""Clear all"" in the Filter by Technician filter so no technician is selected.
2. Choose each download option in turn (Summary PDF, Expanded PDF, CSV).
3. Watch for any file download and any notification.","1. Nothing happens: NO file downloads and NO message appears (not even an error).
2. This silent no-op is the specified behavior for every download option when no technician is selected.
What you should see today: the download is not silent: a file still arrives, holding every technician, and a message reads ""Success / Data exported successfully."". This is a known problem and it is already reported - see https://shopview.atlassian.net/browse/SV-8948
· If you see exactly that, mark this test FAILED and do not raise anything new.
· If it fails in a DIFFERENT way from what is described above, that is a NEW problem - please report it.
· If it PASSES, the fix has shipped: tell the QA lead so the ticket can be closed and this note removed.

---
This is the expected behaviour as per epic SV-8582, read on 11 August 2026, and the Technician Utilization report specification version 7 (S7-N1), read on 11 August 2026.
Last checked against build v3.5-16cf83f on 8/6/2026.

AUTOMATION: READY - EXPECT FAIL (SV-8948)",SV-8654 (TU spec v5 2026-07-29 S7-N1; §7 context note),,
A starting download notifies; a failed one shows the failure message,TU — Exports,Functional,Medium,"1. You are on the Technician Utilization report with rows loaded.
2. You can force a download failure (e.g. drop the network connection just before triggering the download).","1. Trigger a normal download and read the notification.
2. Trigger a download under the failure condition and read the notification.","1. When a download starts, a success notification reads exactly: ""Download started"".
2. When a download fails, an error notification reads exactly: ""Failed to download report"".
What you should see today: a download that starts shows ""Success / Data exported successfully."" instead of ""Download started"", and a download that fails shows no message at all. This is a known problem and it is already reported - see https://shopview.atlassian.net/browse/SV-8952
· If you see exactly that, mark this test FAILED and do not raise anything new.
· If it fails in a DIFFERENT way from what is described above, that is a NEW problem - please report it.
· If it PASSES, the fix has shipped: tell the QA lead so the ticket can be closed and this note removed.

---
This is the expected behaviour as per epic SV-8582, read on 11 August 2026, and the Technician Utilization report specification version 7 (§7 notifications table, Story 7 has no S, §7 is the closing reference), read on 11 August 2026.
Last checked against build v3.5-16cf83f on 8/6/2026.

AUTOMATION: READY - EXPECT FAIL (SV-8952)","SV-8654 (TU spec v5 2026-07-29 Story 7 Error Handling + §7 notifications table — these CLOSE both strings verbatim (""Download started"" / ""Failed to download report""); Story 7 has no S-anchor for them so §7 is the closing reference)",,
An over-cap Technician Utilization export is refused with the too-large message,TU — Exports,Negative,High,"1. You are signed in to the ShopView App on a desktop browser.
2. A range/location combination exists whose filtered set EXCEEDS the export row cap (widest date range + all locations; seed ZZAUTOTEST clock records in bulk if needed, or use the largest available data set).","1. Set the date range and locations so the filtered set exceeds the export row cap.
2. Request the CSV download and read what happens.
3. Request the PDF download and read what happens.
4. Narrow the date range or filters below the cap and request a download again.","1. Neither the CSV nor the PDF is produced — no download starts.
2. A clear too-large message appears telling the user to narrow the date range or filters, then try again — the standard wording is ""This report is too large to export. Narrow the date range or filters, then try again.""
3. After narrowing below the cap, the downloads work again.
What you should see today: the spreadsheet download works and produces a file, but the PDF download of the same view fails with a server error and no file arrives. It depends on how much is in the view, not on which report - filtered down to one or two rows the PDF downloads normally, and on a full unfiltered view of several thousand rows it fails every time. This is a known problem and it is already reported - see https://shopview.atlassian.net/browse/SV-8818
- If you see exactly that, mark this test FAILED and do not raise anything new.
- If it fails in a DIFFERENT way from what is described above, that is a NEW problem - please report it.
- If it PASSES, the fix has shipped: tell the QA lead so the ticket can be closed and this note removed.

---
This is the expected behaviour as per epic SV-8582, read on 11 August 2026, and the Technician Utilization report specification version 7 (S7-R14), read on 11 August 2026, which was added to that specification on 2026-08-06 and states this row limit and its exact message. Before that the specification said nothing about a limit and this expectation came from the engineering plan of 2026-07-29; the written description now says the same thing, so the two agree.
Last checked against build v3.5-16cf83f on 8/6/2026.

AUTOMATION: READY - EXPECT FAIL (SV-8818)",SV-8654 (TU spec v5 2026-07-29 Story 7 exports — spec silent on a cap; tech-plan-2026-07-29 A3/FR-F4: suite-wide 10; 000-row export cap; locked by Chris 2026-07-21),,
Both spreadsheet downloads hold the summary rows and no per-day rows,TU — Exports,Functional,High,"1. You are on the Technician Utilization report with rows loaded, and several technicians who have clock records across more than one day.
2. The three-dot download menu offers a spreadsheet option for the Summary view and a separate one for the Expanded view.","1. Open the three-dot download menu (it sits leftmost in the toolbar's group of buttons) and read the options.
2. Choose the Summary spreadsheet option, open the file that downloads, and write down its exact file name.
3. Choose the Expanded spreadsheet option, open the file that downloads, and write down its exact file name.
4. In both files, look for the technician rows, the Summary row, and any per-day rows.","1. Both spreadsheet options download a file.
2. Both files hold the technician rows and the Summary row.
3. Neither file holds any per-day rows - the spreadsheet holds the same thing whichever of the two you pick.
4. In both files any value with a comma in it (for example ""$1,234.50"") is wrapped in double quotes, so the columns still line up when you open it.
5. Note for the tester: write down the exact file name each option gives you. Names for two separate spreadsheet files have never been written down anywhere, so we are collecting them, not checking them - do not fail this test over a file name.
What you should see today: the two spreadsheets are not the same: the Expanded one holds a row for each day beneath each technician. Neither file holds the Summary row. The comma quoting in item 4 does pass. The two names, for the record, are technician-utilization-summary.csv and technician-utilization-expanded.csv. This is a known problem and it is already reported - see https://shopview.atlassian.net/browse/SV-8951
· If you see exactly that, mark this test FAILED and do not raise anything new.
· If it fails in a DIFFERENT way from what is described above, that is a NEW problem - please report it.
· If it PASSES, the fix has shipped: tell the QA lead so the ticket can be closed and this note removed.

---
This is the expected behaviour as per epic SV-8582, read on 11 August 2026, and the Technician Utilization report specification version 7 (S7-R7), read on 11 August 2026, which says the spreadsheet always holds the technician rows and the Summary row and does not change with the Summary or Expanded choice. The test exists at all because of Chris Ward's decision of 8/5/2026, recorded in his answers in this file: https://docs.google.com/spreadsheets/d/1x8cuYJlFsDHalVZZTh156_ZCq2gcOaGY/edit?usp=sharing&ouid=106388879401921597782&rtpof=true&sd=true, read on 11 August 2026, - he asked this report's download menu to match Sales By Customer and Sales By Representative, which each offer a spreadsheet for both views, whereas that written description covers only one spreadsheet download. That his answer leaves the menu with four options is our reading of his words and he has not confirmed it.
Last checked against build v3.5-16cf83f on 8/6/2026.

AUTOMATION: READY - EXPECT FAIL (SV-8951)",SV-8654 (TU spec v5 2026-07-29 S7-R7 - the spreadsheet is always summary-level; a SECOND spreadsheet option exists only because of Chris Ward's answer T2-6 option B of 2026-08-05),,
