group,foreign_case,author,section,case_verdict,unit_where,unit_verdict,strength,signature,missing_token,our_cases,why,assertion
37,C281,Vladimir Tomovic,Test Cases > Reports > Advisor Analysis,CANDIDATE GAP,step3.content,CANDIDATE GAP,STRONG,feature setting font,font,,"no case of ours contains 'font' together with ['feature', 'setting']",font-feature-settings:
37,C281,Vladimir Tomovic,Test Cases > Reports > Advisor Analysis,CANDIDATE GAP,step3.content,CANDIDATE GAP,STRONG,setting variation font,font,,"no case of ours contains 'font' together with ['setting', 'variation']",font-variation-settings:
37,C281,Vladimir Tomovic,Test Cases > Reports > Advisor Analysis,CANDIDATE GAP,step3.content,CANDIDATE GAP,STRONG,type style list,style,,"no case of ours contains 'style' together with ['type', 'list']",list-style-type:
37,C281,Vladimir Tomovic,Test Cases > Reports > Advisor Analysis,CANDIDATE GAP,step3.expected,CANDIDATE GAP,STRONG,advisor total correct,advisor,C19248,"no case of ours contains 'advisor' together with ['total', 'correct']",<ul><li>Totals are correct for selected Advisor</li></ul>
37,C27259,Vladimir Tomovic,Test Cases > Reports > Advisor Analysis,CANDIDATE GAP,custom_preconds,CANDIDATE GAP,PHRASING,assigned dated invoiced,assigned,,"no case of ours contains 'assigned' together with ['dated', 'invoiced']","<p>Owner/admin logged in (reports project storage state)<br />An invoiced WO with a Service Advisor assigned exists in the active workplace, dated within this_month (seeded via API)</p>"
37,C27259,Vladimir Tomovic,Test Cases > Reports > Advisor Analysis,CANDIDATE GAP,step1.content,CANDIDATE GAP,STRONG,analysi advisor contain,advisor,,"no case of ours contains 'advisor' together with ['analysi', 'contain']",<p>Open the Service Advisor Analysis report (default this_month range contains the seeded WO)</p>
37,C27259,Vladimir Tomovic,Test Cases > Reports > Advisor Analysis,CANDIDATE GAP,step2.content,CANDIDATE GAP,STRONG,finish table loading,loading,,"no case of ours contains 'loading' together with ['finish', 'table']",<p>Wait for the table to finish loading</p>
37,C27259,Vladimir Tomovic,Test Cases > Reports > Advisor Analysis,CANDIDATE GAP,step3.content,CANDIDATE GAP,PHRASING,cell invoice number,cell,,"no case of ours contains 'cell' together with ['invoice', 'number']",<p>Click the seeded row's invoice cell (service_advisor_cell_invoice_number_&lt;woId&gt;)</p>
37,C193,Vladimir Tomovic,Test Cases > Reports > Sales,CANDIDATE GAP,custom_preconds,CANDIDATE GAP,PHRASING,app base navigated,app,,"no case of ours contains 'app' together with ['base', 'navigated']",<li>App is navigated to page {{BASE_URL}}/reports/sales</li>
37,C193,Vladimir Tomovic,Test Cases > Reports > Sales,CANDIDATE GAP,custom_steps,CANDIDATE GAP,STRONG,table column visible,column,,"no case of ours contains 'column' together with ['table', 'visible']",<li>Verify all visible columns i table</li>
37,C193,Vladimir Tomovic,Test Cases > Reports > Sales,CANDIDATE GAP,custom_expected,CANDIDATE GAP,STRONG,invoiced total hour,total,,"no case of ours contains 'total' together with ['invoiced', 'hour']",<li>Total Invoiced Hours</li>
37,C193,Vladimir Tomovic,Test Cases > Reports > Sales,CANDIDATE GAP,custom_expected,CANDIDATE GAP,STRONG,invoiced labour total,total,,"no case of ours contains 'total' together with ['invoiced', 'labour']",<li>Total Labour Invoiced</li>
37,C193,Vladimir Tomovic,Test Cases > Reports > Sales,CANDIDATE GAP,custom_expected,CANDIDATE GAP,STRONG,invoiced part total,part,,"no case of ours contains 'part' together with ['invoiced', 'total']",<li>Total Parts Invoiced</li>
37,C194,Vladimir Tomovic,Test Cases > Reports > Sales,CANDIDATE GAP,custom_preconds,CANDIDATE GAP,PHRASING,app base navigated,app,,"no case of ours contains 'app' together with ['base', 'navigated']",<li>App is navigated to page {{BASE_URL}}/reports/sales</li>
37,C194,Vladimir Tomovic,Test Cases > Reports > Sales,CANDIDATE GAP,custom_steps,CANDIDATE GAP,STRONG,interval field dropdown,field,,"no case of ours contains 'field' together with ['interval', 'dropdown']",<li>Verify all the time intervals in the dropdown field</li>
37,C194,Vladimir Tomovic,Test Cases > Reports > Sales,CANDIDATE GAP,step1.content,CANDIDATE GAP,STRONG,interval field dropdown,field,,"no case of ours contains 'field' together with ['interval', 'dropdown']",<li>Verify all the time intervals in the dropdown field</li>
37,C194,Vladimir Tomovic,Test Cases > Reports > Sales,CANDIDATE GAP,step2.expected,CANDIDATE GAP,STRONG,dialog manually end,end,,"no case of ours contains 'end' together with ['dialog', 'manually']",<li>Dialog opens with start and end date that should be set manually</li>
37,C194,Vladimir Tomovic,Test Cases > Reports > Sales,CANDIDATE GAP,step3.content,COVERED-BY,STRONG,end set date,,C19252 C19253 C19268,"all of ['end', 'set', 'date'] co-occur in a case of ours",<li>Set start and end date</li>
37,C194,Vladimir Tomovic,Test Cases > Reports > Sales,CANDIDATE GAP,step3.expected,CANDIDATE GAP,STRONG,filled rage dat,dat,,"no case of ours contains 'dat' together with ['filled', 'rage']",<li>All shown results are in the rage of dates that were filled in.</li>
37,C1941,Vladimir Tomovic,Test Cases > Reports > Sales,CANDIDATE GAP,custom_preconds,CANDIDATE GAP,PHRASING,app base navigated,app,,"no case of ours contains 'app' together with ['base', 'navigated']",<li>App is navigated to page {{BASE_URL}}/reports/sales</li>
37,C1941,Vladimir Tomovic,Test Cases > Reports > Sales,CANDIDATE GAP,custom_steps,CANDIDATE GAP,STRONG,interval field dropdown,field,,"no case of ours contains 'field' together with ['interval', 'dropdown']",<li>Verify all the time intervals in the dropdown field</li>
37,C1941,Vladimir Tomovic,Test Cases > Reports > Sales,CANDIDATE GAP,step1.content,CANDIDATE GAP,STRONG,interval field dropdown,field,,"no case of ours contains 'field' together with ['interval', 'dropdown']",<li>Verify all the time intervals in the dropdown field</li>
37,C1941,Vladimir Tomovic,Test Cases > Reports > Sales,CANDIDATE GAP,step2.expected,CANDIDATE GAP,STRONG,described frame result,result,,"no case of ours contains 'result' together with ['described', 'frame']",<li>All results are in described time frame</li>
37,C195,Vladimir Tomovic,Test Cases > Reports > Sales,CANDIDATE GAP,custom_preconds,CANDIDATE GAP,PHRASING,app base navigated,app,,"no case of ours contains 'app' together with ['base', 'navigated']",<li>App is navigated to page {{BASE_URL}}/reports/sales-follow-up</li>
37,C195,Vladimir Tomovic,Test Cases > Reports > Sales,CANDIDATE GAP,custom_steps,CANDIDATE GAP,STRONG,table column visible,column,,"no case of ours contains 'column' together with ['table', 'visible']",<li>Verify all visible columns i table</li>
37,C195,Vladimir Tomovic,Test Cases > Reports > Sales,CANDIDATE GAP,custom_expected,CANDIDATE GAP,STRONG,number work order,work,,"no case of ours contains 'work' together with ['number', 'order']",<li>Number of Work Orders</li>
37,C196,Vladimir Tomovic,Test Cases > Reports > Sales,CANDIDATE GAP,custom_preconds,CANDIDATE GAP,PHRASING,app base navigated,app,,"no case of ours contains 'app' together with ['base', 'navigated']",<li>App is navigated to page {{BASE_URL}}/reports/sales-follow-up</li>
37,C196,Vladimir Tomovic,Test Cases > Reports > Sales,CANDIDATE GAP,custom_steps,CANDIDATE GAP,STRONG,visit valu field,valu,,"no case of ours contains 'valu' together with ['visit', 'field']","<li>Verify all the values in the ""Visits"" dropdown field</li>"
37,C196,Vladimir Tomovic,Test Cases > Reports > Sales,CANDIDATE GAP,custom_expected,CANDIDATE GAP,STRONG,visit last month,last,,"no case of ours contains 'last' together with ['visit', 'month']",<li>Visits in last 3 months</li>
37,C196,Vladimir Tomovic,Test Cases > Reports > Sales,CANDIDATE GAP,custom_expected,CANDIDATE GAP,STRONG,visit last month,last,,"no case of ours contains 'last' together with ['visit', 'month']",<li>Visits in last 6 months</li>
37,C196,Vladimir Tomovic,Test Cases > Reports > Sales,CANDIDATE GAP,custom_expected,CANDIDATE GAP,STRONG,visit last month,last,,"no case of ours contains 'last' together with ['visit', 'month']",<li>Visits in last 12 months</li>
37,C197,Vladimir Tomovic,Test Cases > Reports > Sales,COVERED-BY,custom_preconds,CANDIDATE GAP,PHRASING,app base navigated,app,,"no case of ours contains 'app' together with ['base', 'navigated']",<li>App is navigated to page {{BASE_URL}}/reports/sales-follow-up</li>
37,C197,Vladimir Tomovic,Test Cases > Reports > Sales,COVERED-BY,custom_expected,CANDIDATE GAP,PHRASING,contact down drop,contact,,"no case of ours contains 'contact' together with ['down', 'drop']",<li>List of contacts drops down</li>
37,C282,Vladimir Tomovic,Test Cases > Reports > Sales,CANDIDATE GAP,custom_preconds,CANDIDATE GAP,PHRASING,app base navigated,app,,"no case of ours contains 'app' together with ['base', 'navigated']",<li>App is navigated to page {{BASE_URL}}/reports/sales</li>
37,C282,Vladimir Tomovic,Test Cases > Reports > Sales,CANDIDATE GAP,custom_steps,CANDIDATE GAP,PHRASING,summary table whole,summary,,"no case of ours contains 'summary' together with ['table', 'whole']",<li>Verify Totals summary for whole table</li>
37,C282,Vladimir Tomovic,Test Cases > Reports > Sales,CANDIDATE GAP,custom_expected,CANDIDATE GAP,STRONG,except valu total,valu,,"no case of ours contains 'valu' together with ['except', 'total']",<li><p>There are total values for all columns except for:
37,C282,Vladimir Tomovic,Test Cases > Reports > Sales,CANDIDATE GAP,custom_expected,CANDIDATE GAP,PHRASING,customer invoice number,customer,,"no case of ours contains 'customer' together with ['invoice', 'number']","<br />Date, Invoice NUmber, Customer, Service Advisor</p></li>"
37,C282,Vladimir Tomovic,Test Cases > Reports > Sales,CANDIDATE GAP,step1.content,CANDIDATE GAP,PHRASING,entire summary table,entire,,"no case of ours contains 'entire' together with ['summary', 'table']",<li>Verify Totals summary for entire table (on the bottom of the table)</li>
37,C282,Vladimir Tomovic,Test Cases > Reports > Sales,CANDIDATE GAP,step1.expected,CANDIDATE GAP,STRONG,except valu total,valu,,"no case of ours contains 'valu' together with ['except', 'total']",<li><p>There are total values for all columns except for:
37,C282,Vladimir Tomovic,Test Cases > Reports > Sales,CANDIDATE GAP,step1.expected,CANDIDATE GAP,STRONG,invoice number date,date,,"no case of ours contains 'date' together with ['invoice', 'number']",<br />Invoice Date<br />Invoice Number</p></li>
37,C282,Vladimir Tomovic,Test Cases > Reports > Sales,CANDIDATE GAP,step2.content,CANDIDATE GAP,STRONG,change total correct,change,C19248,"no case of ours contains 'change' together with ['total', 'correct']",<li>Change date range and verify id totals are correct for selected range</li>
37,C282,Vladimir Tomovic,Test Cases > Reports > Sales,CANDIDATE GAP,step2.expected,CANDIDATE GAP,STRONG,total correct selected,total,C19274,"no case of ours contains 'total' together with ['correct', 'selected']",<li>Totals are correct for selected date range</li>
37,C2356,Vladimir Tomovic,Test Cases > Reports > IBS Management,CANDIDATE GAP,step1.content,CANDIDATE GAP,PHRASING,base batch transaction,base,,"no case of ours contains 'base' together with ['batch', 'transaction']",<li>Navigate to {{BASE_URL}}/reports/batch-transactions page</li>
37,C2356,Vladimir Tomovic,Test Cases > Reports > IBS Management,CANDIDATE GAP,step1.expected,CANDIDATE GAP,PHRASING,following nam tabs,following,,"no case of ours contains 'following' together with ['nam', 'tabs']",<li><p>Tabs are displayed with the following names:</p>
37,C2356,Vladimir Tomovic,Test Cases > Reports > IBS Management,CANDIDATE GAP,step1.expected,CANDIDATE GAP,STRONG,ready send active,active,,"no case of ours contains 'active' together with ['ready', 'send']",<li>Ready To Send (default/active)</li>
37,C2356,Vladimir Tomovic,Test Cases > Reports > IBS Management,CANDIDATE GAP,step2.content,CANDIDATE GAP,PHRASING,sent strong switch,sent,,"no case of ours contains 'sent' together with ['strong', 'switch']",<li>Switch to <strong>Sent</strong> tab</li>
37,C2356,Vladimir Tomovic,Test Cases > Reports > IBS Management,CANDIDATE GAP,step2.expected,CANDIDATE GAP,PHRASING,becom sent strong,becom,,"no case of ours contains 'becom' together with ['sent', 'strong']",<li><strong>Sent</strong> becomes the active tab.
37,C2356,Vladimir Tomovic,Test Cases > Reports > IBS Management,CANDIDATE GAP,step2.expected,CANDIDATE GAP,STRONG,content table available,available,,"no case of ours contains 'available' together with ['content', 'table']",Its content loads (table headers + data if available) </li>
37,C2356,Vladimir Tomovic,Test Cases > Reports > IBS Management,CANDIDATE GAP,step2.expected,CANDIDATE GAP,STRONG,tabs remain visible,remain,,"no case of ours contains 'remain' together with ['tabs', 'visible']",<li>Other tabs remain visible</li>
37,C2356,Vladimir Tomovic,Test Cases > Reports > IBS Management,CANDIDATE GAP,step3.content,CANDIDATE GAP,PHRASING,payment strong switch,payment,,"no case of ours contains 'payment' together with ['strong', 'switch']",<li>Switch to <strong>Payments</strong> tab</li>
37,C2356,Vladimir Tomovic,Test Cases > Reports > IBS Management,CANDIDATE GAP,step3.expected,CANDIDATE GAP,PHRASING,becom payment strong,becom,,"no case of ours contains 'becom' together with ['payment', 'strong']",<li><strong>Payments</strong> becomes the active tab.
37,C2356,Vladimir Tomovic,Test Cases > Reports > IBS Management,CANDIDATE GAP,step3.expected,CANDIDATE GAP,STRONG,content table available,available,,"no case of ours contains 'available' together with ['content', 'table']",Its content loads (table headers + data if available)</li>
37,C2356,Vladimir Tomovic,Test Cases > Reports > IBS Management,CANDIDATE GAP,step3.expected,CANDIDATE GAP,STRONG,tabs remain visible,remain,,"no case of ours contains 'remain' together with ['tabs', 'visible']",<li>Other tabs remain visible</li>
37,C2356,Vladimir Tomovic,Test Cases > Reports > IBS Management,CANDIDATE GAP,step4.content,CANDIDATE GAP,PHRASING,ready send strong,ready,,"no case of ours contains 'ready' together with ['send', 'strong']",<li>Return to <strong>Ready To Send</strong></li>
37,C2356,Vladimir Tomovic,Test Cases > Reports > IBS Management,CANDIDATE GAP,step4.expected,CANDIDATE GAP,PHRASING,becom ready send,becom,,"no case of ours contains 'becom' together with ['ready', 'send']",<li><strong>Ready To Send</strong> becomes the active tab.
37,C2356,Vladimir Tomovic,Test Cases > Reports > IBS Management,CANDIDATE GAP,step4.expected,CANDIDATE GAP,STRONG,content table available,available,,"no case of ours contains 'available' together with ['content', 'table']",Its content loads (table headers + data if available)</li>
37,C2356,Vladimir Tomovic,Test Cases > Reports > IBS Management,CANDIDATE GAP,step4.expected,CANDIDATE GAP,STRONG,tabs remain visible,remain,,"no case of ours contains 'remain' together with ['tabs', 'visible']",<li>Other tabs remain visible</li>
37,C198,Vladimir Tomovic,Test Cases > Reports > IBS Management > Batch transactions - Ready to Send,CANDIDATE GAP,custom_preconds,CANDIDATE GAP,PHRASING,app base batch,app,,"no case of ours contains 'app' together with ['base', 'batch']",<li>App is navigated to page {{BASE_URL}}/reports/batch-transactions</li>
37,C198,Vladimir Tomovic,Test Cases > Reports > IBS Management > Batch transactions - Ready to Send,CANDIDATE GAP,custom_steps,CANDIDATE GAP,STRONG,table column visible,column,,"no case of ours contains 'column' together with ['table', 'visible']",<li>Verify all visible columns in table</li>
37,C198,Vladimir Tomovic,Test Cases > Reports > IBS Management > Batch transactions - Ready to Send,CANDIDATE GAP,custom_expected,CANDIDATE GAP,STRONG,checkbox dot menu,dot,,"no case of ours contains 'dot' together with ['checkbox', 'menu']",<li>Checkboxes (with 3-dot menu)</li>
37,C199,Vladimir Tomovic,Test Cases > Reports > IBS Management > Batch transactions - Ready to Send,CANDIDATE GAP,custom_preconds,CANDIDATE GAP,PHRASING,app base batch,app,,"no case of ours contains 'app' together with ['base', 'batch']",<li>App is navigated to page {{BASE_URL}}/reports/batch-transactions</li>
37,C199,Vladimir Tomovic,Test Cases > Reports > IBS Management > Batch transactions - Ready to Send,CANDIDATE GAP,step1.content,CANDIDATE GAP,PHRASING,checkbox corner left,checkbox,,"no case of ours contains 'checkbox' together with ['corner', 'left']",<li>Select first checkbox in top left corner</li>
37,C199,Vladimir Tomovic,Test Cases > Reports > IBS Management > Batch transactions - Ready to Send,CANDIDATE GAP,step1.expected,CANDIDATE GAP,PHRASING,below box checked,below,,"no case of ours contains 'below' together with ['box', 'checked']",<li>All the boxes below are checked</li>
37,C199,Vladimir Tomovic,Test Cases > Reports > IBS Management > Batch transactions - Ready to Send,CANDIDATE GAP,step2.expected,CANDIDATE GAP,STRONG,.csv downloaded file,file,,"no case of ours contains 'file' together with ['.csv', 'downloaded']",<li>.csv file is downloaded</li>
37,C199,Vladimir Tomovic,Test Cases > Reports > IBS Management > Batch transactions - Ready to Send,CANDIDATE GAP,step2.expected,CANDIDATE GAP,STRONG,longer exported rows,exported,,"no case of ours contains 'exported' together with ['longer', 'rows']",<li>The rows from the list are exported and are no longer on the list</li>
37,C200,Vladimir Tomovic,Test Cases > Reports > IBS Management > Batch transactions - Sent,CANDIDATE GAP,custom_preconds,CANDIDATE GAP,PHRASING,app base batch,app,,"no case of ours contains 'app' together with ['base', 'batch']",<li>App is navigated to page {{BASE_URL}}/reports/batch-transactions</li>
37,C200,Vladimir Tomovic,Test Cases > Reports > IBS Management > Batch transactions - Sent,CANDIDATE GAP,custom_steps,CANDIDATE GAP,STRONG,sent strong tab,tab,,"no case of ours contains 'tab' together with ['sent', 'strong']",<li>Click on <strong>Sent</strong> tab</li>
37,C200,Vladimir Tomovic,Test Cases > Reports > IBS Management > Batch transactions - Sent,CANDIDATE GAP,custom_steps,CANDIDATE GAP,STRONG,table column visible,column,,"no case of ours contains 'column' together with ['table', 'visible']",<li>Verify all visible columns in table</li>
37,C200,Vladimir Tomovic,Test Cases > Reports > IBS Management > Batch transactions - Sent,CANDIDATE GAP,custom_expected,CANDIDATE GAP,STRONG,checkbox dot menu,dot,,"no case of ours contains 'dot' together with ['checkbox', 'menu']",<li>Checkboxes (with 3-dot menu)</li>
37,C201,Vladimir Tomovic,Test Cases > Reports > IBS Management > Batch transactions - Sent,CANDIDATE GAP,custom_preconds,CANDIDATE GAP,PHRASING,app base batch,app,,"no case of ours contains 'app' together with ['base', 'batch']",<li>App is navigated to page {{BASE_URL}}/batch-transactions</li>
37,C201,Vladimir Tomovic,Test Cases > Reports > IBS Management > Batch transactions - Sent,CANDIDATE GAP,custom_preconds,CANDIDATE GAP,PHRASING,corner left sent,corner,,"no case of ours contains 'corner' together with ['left', 'sent']",<li>Sent option in the top left corner is selected</li>
37,C201,Vladimir Tomovic,Test Cases > Reports > IBS Management > Batch transactions - Sent,CANDIDATE GAP,step1.content,CANDIDATE GAP,PHRASING,checkbox corner expand,checkbox,,"no case of ours contains 'checkbox' together with ['corner', 'expand']",<li>Select first checkbox in top left corner and expand it</li>
37,C201,Vladimir Tomovic,Test Cases > Reports > IBS Management > Batch transactions - Sent,CANDIDATE GAP,step1.expected,CANDIDATE GAP,PHRASING,below box checked,below,,"no case of ours contains 'below' together with ['box', 'checked']",<li>All the boxes from the expanded rows below are checked</li>
37,C201,Vladimir Tomovic,Test Cases > Reports > IBS Management > Batch transactions - Sent,CANDIDATE GAP,step2.expected,CANDIDATE GAP,PHRASING,batch dialog payment,batch,,"no case of ours contains 'batch' together with ['dialog', 'payment']",<li>New Batch Payment dialog opens</li>
37,C201,Vladimir Tomovic,Test Cases > Reports > IBS Management > Batch transactions - Sent,CANDIDATE GAP,step3.content,CANDIDATE GAP,STRONG,method payment set,set,,"no case of ours contains 'set' together with ['method', 'payment']",<li>Set payment Method</li>
37,C201,Vladimir Tomovic,Test Cases > Reports > IBS Management > Batch transactions - Sent,CANDIDATE GAP,step3.content,CANDIDATE GAP,STRONG,number reference set,set,,"no case of ours contains 'set' together with ['number', 'reference']",<li>Set Reference number</li>
37,C201,Vladimir Tomovic,Test Cases > Reports > IBS Management > Batch transactions - Sent,CANDIDATE GAP,step3.expected,CANDIDATE GAP,STRONG,day trying message,message,,"no case of ours contains 'message' together with ['day', 'trying']",<li>When trying to select that day again there is message over it:
37,C201,Vladimir Tomovic,Test Cases > Reports > IBS Management > Batch transactions - Sent,CANDIDATE GAP,step3.expected,CANDIDATE GAP,PHRASING,batch changed paid,batch,,"no case of ours contains 'batch' together with ['changed', 'paid']",<li>Status of the batch changed to Paid</li>
37,C201,Vladimir Tomovic,Test Cases > Reports > IBS Management > Batch transactions - Sent,CANDIDATE GAP,step4.content,CANDIDATE GAP,PHRASING,batch payed transaction,batch,,"no case of ours contains 'batch' together with ['payed', 'transaction']",<li><p>Navigate to WO that is payed via Batch Transaction</p></li>
37,C201,Vladimir Tomovic,Test Cases > Reports > IBS Management > Batch transactions - Sent,CANDIDATE GAP,step4.expected,CANDIDATE GAP,PHRASING,batch ibs transaction,batch,,"no case of ours contains 'batch' together with ['ibs', 'transaction']",<li><p>IBS batch transaction is visible</p></li>
37,C201,Vladimir Tomovic,Test Cases > Reports > IBS Management > Batch transactions - Sent,CANDIDATE GAP,step4.expected,CANDIDATE GAP,PHRASING,hidden reverse transaction,hidden,,"no case of ours contains 'hidden' together with ['reverse', 'transaction']",<li><p>Reverse button is hidden for this transaction</p></li>
37,C202,Vladimir Tomovic,Test Cases > Reports > IBS Management > Batch transactions - Payments,CANDIDATE GAP,custom_preconds,CANDIDATE GAP,PHRASING,app base batch,app,,"no case of ours contains 'app' together with ['base', 'batch']",<li>App is navigated to page {{BASE_URL}}/batch-transactions</li>
37,C202,Vladimir Tomovic,Test Cases > Reports > IBS Management > Batch transactions - Payments,CANDIDATE GAP,custom_steps,CANDIDATE GAP,PHRASING,corner left payment,corner,,"no case of ours contains 'corner' together with ['left', 'payment']",<li>Click on Payments option from the menu in the top left corner</li>
37,C202,Vladimir Tomovic,Test Cases > Reports > IBS Management > Batch transactions - Payments,CANDIDATE GAP,custom_steps,CANDIDATE GAP,STRONG,table column visible,column,,"no case of ours contains 'column' together with ['table', 'visible']",<li>Verify all visible columns in table</li>
37,C202,Vladimir Tomovic,Test Cases > Reports > IBS Management > Batch transactions - Payments,CANDIDATE GAP,step1.content,CANDIDATE GAP,STRONG,payment strong tab,tab,,"no case of ours contains 'tab' together with ['payment', 'strong']",<li>Click on <strong>Payments</strong> tab</li>
37,C202,Vladimir Tomovic,Test Cases > Reports > IBS Management > Batch transactions - Payments,CANDIDATE GAP,step1.content,CANDIDATE GAP,STRONG,table column visible,column,,"no case of ours contains 'column' together with ['table', 'visible']",<li>Verify all visible columns in table</li>
37,C202,Vladimir Tomovic,Test Cases > Reports > IBS Management > Batch transactions - Payments,CANDIDATE GAP,step2.content,CANDIDATE GAP,STRONG,single list row,list,,"no case of ours contains 'list' together with ['single', 'row']",<li>Click on the single row from the list</li>
37,C202,Vladimir Tomovic,Test Cases > Reports > IBS Management > Batch transactions - Payments,CANDIDATE GAP,step2.expected,CANDIDATE GAP,STRONG,collapsed rows,rows,,no case of ours contains 'rows' together with ['collapsed'],<li>Rows are collapsed by default</li>
37,C202,Vladimir Tomovic,Test Cases > Reports > IBS Management > Batch transactions - Payments,CANDIDATE GAP,step2.expected,CANDIDATE GAP,PHRASING,every expand payment,every,,"no case of ours contains 'every' together with ['expand', 'payment']","<li>After click, row expands and every single payment is visible</li>"
37,C203,Vladimir Tomovic,Test Cases > Reports > Export reports,CANDIDATE GAP,custom_preconds,CANDIDATE GAP,PHRASING,app base navigated,app,,"no case of ours contains 'app' together with ['base', 'navigated']",<li>App is navigated to page {{BASE_URL}}/reports</li>
37,C203,Vladimir Tomovic,Test Cases > Reports > Export reports,CANDIDATE GAP,custom_steps,CANDIDATE GAP,STRONG,link section export,export,,"no case of ours contains 'export' together with ['link', 'section']",<li>Click on Reports link in EXPORT section (menu on the right side)</li>
37,C203,Vladimir Tomovic,Test Cases > Reports > Export reports,CANDIDATE GAP,step1.content,CANDIDATE GAP,STRONG,link section export,export,,"no case of ours contains 'export' together with ['link', 'section']",<li>Click on Reports link in EXPORT section (menu on the right side)</li>
37,C204,Vladimir Tomovic,Test Cases > Reports > Export reports,CONTRADICTS-OURS,custom_preconds,CANDIDATE GAP,PHRASING,app base navigated,app,,"no case of ours contains 'app' together with ['base', 'navigated']",App is navigated to page {{BASE_URL}}/reports
37,C204,Vladimir Tomovic,Test Cases > Reports > Export reports,CONTRADICTS-OURS,custom_steps,CANDIDATE GAP,STRONG,link section export,export,,"no case of ours contains 'export' together with ['link', 'section']",Click on Reports link in EXPORT section (menu on the right side)
37,C204,Vladimir Tomovic,Test Cases > Reports > Export reports,CONTRADICTS-OURS,step1.content,CANDIDATE GAP,STRONG,link section export,export,,"no case of ours contains 'export' together with ['link', 'section']",Click on Reports link in EXPORT section (menu on the right side)
37,C204,Vladimir Tomovic,Test Cases > Reports > Export reports,CONTRADICTS-OURS,step2.content,CONTRADICTS-OURS,STRONG,name empty set,name,C19268 C19270,"our case(s) share this topic AND carry a closed-list/negation marker, while never mentioning 'name' - read both before ruling",Report Name is set to be empty
37,C204,Vladimir Tomovic,Test Cases > Reports > Export reports,CONTRADICTS-OURS,step2.expected,CANDIDATE GAP,STRONG,required name field,required,C19274,"no case of ours contains 'required' together with ['name', 'field']",Report Name is a required field
37,C205,Vladimir Tomovic,Test Cases > Reports > Export reports,CONTRADICTS-OURS,custom_preconds,CANDIDATE GAP,PHRASING,app base navigated,app,,"no case of ours contains 'app' together with ['base', 'navigated']",App is navigated to page {{BASE_URL}}/reports
37,C205,Vladimir Tomovic,Test Cases > Reports > Export reports,CONTRADICTS-OURS,custom_steps,CANDIDATE GAP,STRONG,link section export,export,,"no case of ours contains 'export' together with ['link', 'section']",Click on Reports link in EXPORT section (menu on the right side)
37,C205,Vladimir Tomovic,Test Cases > Reports > Export reports,CONTRADICTS-OURS,step1.content,CANDIDATE GAP,STRONG,link section export,export,,"no case of ours contains 'export' together with ['link', 'section']",Click on Reports link in EXPORT section (menu on the right side)
37,C205,Vladimir Tomovic,Test Cases > Reports > Export reports,CONTRADICTS-OURS,step2.content,CONTRADICTS-OURS,STRONG,empty range set,empty,C19251 C19253,"our case(s) share this topic AND carry a closed-list/negation marker, while never mentioning 'empty' - read both before ruling",Set Date Range to be empty
37,C205,Vladimir Tomovic,Test Cases > Reports > Export reports,CONTRADICTS-OURS,step2.expected,CONTRADICTS-OURS,STRONG,required field range,range,C19269,"our case(s) share this topic AND carry a closed-list/negation marker, while never mentioning 'range' - read both before ruling",Date Range is a required field
37,C206,Vladimir Tomovic,Test Cases > Reports > Export reports,CANDIDATE GAP,custom_preconds,CANDIDATE GAP,PHRASING,app base navigated,app,,"no case of ours contains 'app' together with ['base', 'navigated']",<li>App is navigated to page {{BASE_URL}}/reports</li>
37,C206,Vladimir Tomovic,Test Cases > Reports > Export reports,CANDIDATE GAP,custom_steps,CANDIDATE GAP,STRONG,link section export,export,,"no case of ours contains 'export' together with ['link', 'section']",<li>Click on Reports link in EXPORT section (menu on the right side)</li>
37,C206,Vladimir Tomovic,Test Cases > Reports > Export reports,CANDIDATE GAP,step1.content,CANDIDATE GAP,STRONG,link section export,export,,"no case of ours contains 'export' together with ['link', 'section']",<li>Click on Reports link in EXPORT section (menu on the right side)</li>
37,C206,Vladimir Tomovic,Test Cases > Reports > Export reports,CANDIDATE GAP,step2.content,CANDIDATE GAP,STRONG,doesn record range,record,,"no case of ours contains 'record' together with ['doesn', 'range']",<li>Select Date Range for the date that doesn't have records</li>
37,C206,Vladimir Tomovic,Test Cases > Reports > Export reports,CANDIDATE GAP,step2.expected,CANDIDATE GAP,STRONG,didnt yield export,export,,"no case of ours contains 'export' together with ['didnt', 'yield']",'Export didnt yield any results'</li>
37,C1329,Vladimir Tomovic,Test Cases > Reports > Export reports,CANDIDATE GAP,custom_preconds,CANDIDATE GAP,PHRASING,base navigated punch,base,,"no case of ours contains 'base' together with ['navigated', 'punch']",<li>User is navigated to the {{BASE_URL}}/reports/punch-clock-activities</li>
37,C1329,Vladimir Tomovic,Test Cases > Reports > Export reports,CANDIDATE GAP,step1.content,CANDIDATE GAP,STRONG,left side tab,side,,"no case of ours contains 'side' together with ['left', 'tab']",<li>Click on 'Reports' tab on the left side of the screen</li>
37,C1329,Vladimir Tomovic,Test Cases > Reports > Export reports,CANDIDATE GAP,step2.content,CANDIDATE GAP,STRONG,payroll name dropdown,name,,"no case of ours contains 'name' together with ['payroll', 'dropdown']",<li>From the 'Report Name' dropdown select 'Payroll Timesheet'</li>
