report,report_prefix,story,story_title,requirement_id,kind,requirement_text,status,covering_cases,covering_c_ids,retired_only_anchor,text_candidates,verdict,judgement
Sales By Customer,SBC,15,Download as PDF (Summary and Expanded),S15-R23,requirement,"S15-R23:** The Subtotal column is bold in the PDF — header, every row, and the totals row.",COVERED-DIRECT,SBC-EXP-11,C30169,,,,
Sales By Customer,SBC,15,Download as PDF (Summary and Expanded),S15-R24,requirement,"S15-R24:** Inv. Hrs in the PDF uses the same signs and coloring as on screen (S12-R3, S12-R4, S12-R5), with green rendered as #21ba45 and red as #c10015.",COVERED-DIRECT,SBC-EXP-11,C30169,,,,
Sales By Customer,SBC,15,Download as PDF (Summary and Expanded),S15-R25,requirement,"S15-R25:** Each PDF is capped at 10,000 data rows — for the Summary PDF the customer rows; for the Expanded PDF the customer, asset, and invoice rows combined — not counting the header row or the totals row, counted on the server against the active date range, Product Type, location, Customer filter, and sort. When the result would exceed the cap, the server does not generate the file, no download starts, and the user is shown an error toast: ""This export is too large to generate. Narrow the date range or filters, then try again."" **Negative cases:**",COVERED-TEXT,SBC-EXP-14,C30172,,,COVERED-TEXT,"Same case, PDF half of the cap. Anchor cites the pre-v12 S15-R22."
Sales By Customer,SBC,15,Download as PDF (Summary and Expanded),S15-N1,negative,"S15-N1:** If a PDF download fails, the user is shown an error toast: ""PDF export failed."" **Edge cases:**",COVERED-DIRECT,SBC-EXP-06,C30164,,,,
Sales By Customer,SBC,15,Download as PDF (Summary and Expanded),S15-E1,edge,"S15-E1:** While a PDF download is in progress, that menu item shows a loading state and is non-interactive.",COVERED-DIRECT,SBC-EXP-06,C30164,,,,
Sales By Customer,SBC,17,Empty state,S17-R1,requirement,"S17-R1:** When no customers match, the table body shows the message ""No sales data found for the selected filters.""",COVERED-DIRECT,SBC-EMPTY-01,C30181,,,,
Sales By Customer,SBC,17,Empty state,S17-R2,requirement,"S17-R2:** The toolbar stays visible and interactive in the empty state (its filters — including the Customer filter — and the action controls), so the user can adjust filters without leaving the page.",COVERED-DIRECT,SBC-EMPTY-01,C30181,,,,
Sales By Customer,SBC,17,Empty state,S17-R3,requirement,"S17-R3:** The empty-state message appears in the table body where customer rows would appear — not in the toolbar, the totals row, or a modal. **Negative cases:**",COVERED-DIRECT,SBC-EMPTY-01,C30181,,,,
Sales By Customer,SBC,17,Empty state,S17-N1,negative,S17-N1:** The empty-state message does not appear while the table is loading — only after the table finishes its initial loading and shows zero customers. **Edge cases:**,COVERED-DIRECT,SBC-EMPTY-02,C30182,,,,
Sales By Customer,SBC,17,Empty state,S17-E1,edge,"S17-E1:** If the Customer filter is narrowed to specific customers and the date range, Product Type, or location is then changed so that none of the selected customers have data, the empty-state message is shown. The Customer filter selection is kept; those customers reappear when the filters change back to a range where they have data. Clearing the Customer filter to no customers (""Clear all,"" S18-R3) also produces the empty state (S18-N1).",COVERED-DIRECT,SBC-CUST-03; SBC-EMPTY-01,C30114; C30181,,,,
Sales By Customer,SBC,18,Filter by customer,S18-R1,requirement,"S18-R1:** The toolbar has a Customer filter, labeled ""Customer,"" positioned between the Product Type filter and the Location filter.",COVERED-DIRECT,SBC-CUST-01,C30112,,,,
Sales By Customer,SBC,18,Filter by customer,S18-R2,requirement,"S18-R2:** The filter is a multi-select with server-backed type-ahead. The control carries a search (magnifier) icon marking it as searchable. The dropdown does not load the full customer list into the browser; instead, as the user types, it fetches matching customers from the server — case-insensitive ""contains"" matching on the customer name, scoped to the active date range, Product Type, and location — and lists the returned customers, each shown with a checkmark when selected. A ""Search customers…"" hint is pinned to the top of the dropdown before any query is typed, and yields to the typed q",COVERED-DIRECT,SBC-API-03; SBC-CUST-01; SBC-CUST-02,C30192; C30112; C30113,,,,
Sales By Customer,SBC,18,Filter by customer,S18-R3,requirement,"S18-R3:** A control pinned to the top of the dropdown selects or clears every customer at once. It reads ""All customers"" when the filter is not in the all-customers state (activating it puts the filter in the all-customers state, S18-R4) and ""Clear all"" when the filter is in the all-customers state (activating it clears the selection to an empty set).",COVERED-DIRECT,SBC-CUST-03,C30114,,,,
Sales By Customer,SBC,18,Filter by customer,S18-R4,requirement,"S18-R4:** On first load, with no saved selection, the filter is in the all-customers state — an explicit state meaning ""all customers,"" stored as a flag rather than an enumeration of the current customer ids — and the report shows every customer. While the filter is in the all-customers state, every customer matching the other active filters is included, including any customer that appears later (S18-R8, S18-R9).",COVERED-DIRECT,SBC-API-03; SBC-CUST-04,C30192; C30115,,,,
Sales By Customer,SBC,18,Filter by customer,S18-R5,requirement,"S18-R5:** The report shows only the customers currently selected in the filter. The collapsed filter label reads ""All customers"" when the filter is in the all-customers state (S18-R4), ""None"" when the selection is an empty set, the customer's name when exactly one customer is selected, and ""N selected"" when more than one customer is selected (N is the number of selected customers). While the user is typing a search query in the filter, the field shows the query text instead of the summary label; the summary label returns when the query is cleared or the field loses focus. > _* Context note: th",COVERED-DIRECT,SBC-CUST-04; SBC-CUST-05; SBC-CUST-06,C30115; C30116; C30117,,,,
Sales By Customer,SBC,18,Filter by customer,S18-R6,requirement,"S18-R6:** The totals row is computed on the server over the full set of customers matching the active filters (date range, Product Type, location, and the Customer filter), not only the customers on the current page.",COVERED-DIRECT,SBC-API-04; SBC-CALC-07,C30193; C30155,,,,
Sales By Customer,SBC,18,Filter by customer,S18-R7,requirement,"S18-R7:** Exports (CSV, PDF, Print) are generated on the server and contain exactly the customers matching the active filters — the customers selected in the Customer filter, within the active date range, Product Type, and location. When every customer is selected, the export contains the full set of customers under those filters.",COVERED-DIRECT,SBC-EXP-05,C30163,,,,
Sales By Customer,SBC,18,Filter by customer,S18-R8,requirement,"S18-R8:** The Customer filter selection is remembered between visits (Story 6), saved as either the all-customers state (S18-R4) or an explicit set of selected customer ids. On restore: if the saved state is the all-customers state, the filter restores to the all-customers state and the report shows every customer present in the current results, including any customer that appeared since the selection was saved. If the saved state is an explicit set of ids, the saved ids are intersected with the customers present in the current results — still-present ids are re-selected, any saved id no longe",COVERED-DIRECT,SBC-PERS-07,C30180,,,,
Sales By Customer,SBC,18,Filter by customer,S18-R9,requirement,"S18-R9:** When a date-range, Product Type, or location change re-loads the results, the selection reconciles against the new set of present customers: if the filter is in the all-customers state (S18-R4), it stays in the all-customers state — every present customer, including every newly-present customer, is included; otherwise the still-present selected ids are kept, ids no longer present are dropped, and newly-present customers are not added.",COVERED-DIRECT,SBC-CUST-04; SBC-CUST-09,C30115; C30120,,,,
Sales By Customer,SBC,18,Filter by customer,S18-R10,requirement,"S18-R10:** If an export (CSV, PDF, or Print) is triggered while the active filters match no customers — for example, no customer is selected — the export still downloads, containing the column headers and a totals row of zeros, with no data rows and no warning.",COVERED-DIRECT,SBC-EXP-15,C30173,,,,
Sales By Customer,SBC,18,Filter by customer,S18-R11,requirement,"S18-R11:** The Customer filter is applied on the server. Changing the selection re-fetches the matching customers as a fresh first page (customer rows are server-paginated), and the server-computed totals (S18-R6) update to the new selection. **Negative cases:**",COVERED-DIRECT,SBC-API-04; SBC-CUST-06,C30193; C30117,,,,
Sales By Customer,SBC,18,Filter by customer,S18-N1,negative,"S18-N1:** When no customer is selected (every customer cleared), the report shows the empty state (Story 17) and the totals row shows zeros. **Edge cases:**",COVERED-DIRECT,SBC-CUST-03,C30114,,,,
Sales By Customer,SBC,18,Filter by customer,S18-E1,edge,"S18-E1:** Changing the date range, Product Type, or location does not clear the Customer filter, but it re-reconciles the selection against the new results (S18-R9): in the all-selected state the view stays all-inclusive, so a customer with no data under the new filters is simply not shown and is included again once it has data; in a subset selection, a selected customer that is no longer present is dropped from the selection and must be re-selected to appear if it later returns.",COVERED-DIRECT,SBC-CUST-04; SBC-CUST-09,C30115; C30120,,,,
Sales By Customer,SBC,20,Visual conformance with the reports suite,S20-R1,requirement,S20-R1:** The page has no padding.,COVERED-DIRECT,SBC-VIS-01,C30185,,,,
Sales By Customer,SBC,20,Visual conformance with the reports suite,S20-R2,requirement,S20-R2:** The page background is the application's standard blue-grey (#f9fafb in light mode; the application's dark background in dark mode).,COVERED-DIRECT,SBC-VIS-01,C30185,,,,
Sales By Customer,SBC,20,Visual conformance with the reports suite,S20-R3,requirement,"S20-R3:** The toolbar touches the top of the page with no gap above it, and the table reaches the left and right edges next to the side navigation.",COVERED-DIRECT,SBC-VIS-01,C30185,,,,
Sales By Customer,SBC,20,Visual conformance with the reports suite,S20-R4,requirement,S20-R4:** The toolbar surface is white (#ffffff) in light mode and the application's dark surface in dark mode.,COVERED-DIRECT,SBC-VIS-01,C30185,,,,
Sales By Customer,SBC,20,Visual conformance with the reports suite,S20-R5,requirement,"S20-R5:** The toolbar padding is 32px top, 24px bottom, and 2rem left and right.",COVERED-DIRECT,SBC-VIS-01,C30185,,,,
Sales By Customer,SBC,20,Visual conformance with the reports suite,S20-R6,requirement,S20-R6:** The left edge of the title and the right edge of the action cluster line up with the leftmost and rightmost data-cell positions.,COVERED-DIRECT,SBC-VIS-01,C30185,,,,
Sales By Customer,SBC,20,Visual conformance with the reports suite,S20-R7,requirement,S20-R7:** A 1px horizontal line in the application's standard table-header border color separates the toolbar from the column headers.,COVERED-DIRECT,SBC-VIS-01,C30185,,,,
Sales By Customer,SBC,20,Visual conformance with the reports suite,S20-R8,requirement,"S20-R8:** Column-header cells and customer summary rows use the white surface (#ffffff), or the dark surface in dark mode.",COVERED-DIRECT,SBC-VIS-02,C30186,,,,
Sales By Customer,SBC,20,Visual conformance with the reports suite,S20-R9,requirement,"S20-R9:** Asset rows and invoice rows use the blue-grey background (#f9fafb), or the dark background in dark mode.",COVERED-DIRECT,SBC-VIS-02,C30186,,,,
Sales By Customer,SBC,20,Visual conformance with the reports suite,S20-R10,requirement,"S20-R10:** The totals row uses the white surface (#ffffff), or the dark surface in dark mode, with a top border and bold text. > _* Context note: the totals row was set to white on purpose, not the tinted background, to match Technician Efficiency, the suite's visual reference._",COVERED-DIRECT,SBC-VIS-02,C30186,,,,
Sales By Customer,SBC,20,Visual conformance with the reports suite,S20-R11,requirement,S20-R11:** The pinned Subtotal cell on any row uses that row's own background — it is never a contrasting strip.,COVERED-DIRECT,SBC-VIS-02,C30186,,,,
Sales By Customer,SBC,20,Visual conformance with the reports suite,S20-R12,requirement,"S20-R12:** The leftmost cell (header, body, totals) has 2rem of left padding; the rightmost cell has 2rem of right padding.",COVERED-DIRECT,SBC-VIS-01,C30185,,,,
Sales By Customer,SBC,20,Visual conformance with the reports suite,S20-R13,requirement,S20-R13:** The table has no rounded corners.,COVERED-DIRECT,SBC-VIS-01,C30185,,,,
Sales By Customer,SBC,20,Visual conformance with the reports suite,S20-R14,requirement,S20-R14:** The three tree levels are shown by indentation: the customer row is at the base; asset rows are indented one level (their chevron and vehicle icon sit in from the customer); invoice rows are indented one level deeper.,COVERED-DIRECT,SBC-TREE-04; SBC-VIS-02,C30124; C30186,,,,
Sales By Customer,SBC,20,Visual conformance with the reports suite,S20-R15,requirement,"S20-R15:** The date-range picker's dropdown arrow is 24px, the same size as the other filter dropdown arrows.",COVERED-DIRECT,SBC-VIS-01,C30185,,,,
Sales By Customer,SBC,20,Visual conformance with the reports suite,S20-R16,requirement,"S20-R16:** The overflow (export) menu is the leftmost control in the toolbar's action area, and is the application's standard overflow-menu control.",COVERED-DIRECT,SBC-EXP-01,C30159,,,,
Sales By Customer,SBC,20,Visual conformance with the reports suite,S20-R17,requirement,"S20-R17:** When the table content does not fill the viewport, the blue-grey page background shows through below the table; there is no white strip below the table.",COVERED-DIRECT,SBC-VIS-01,C30185,,,,
Sales By Customer,SBC,20,Visual conformance with the reports suite,S20-R18,requirement,"S20-R18:** In dark mode, every rule above applies with the dark equivalent of each color, and the PDF export always renders in light-mode colors regardless of the user's app mode.",COVERED-DIRECT,SBC-VIS-03,C30187,,,,
Sales By Customer,SBC,20,Visual conformance with the reports suite,S20-R19,requirement,"S20-R19:** When shown (S4-R12), the Location column appears with the identifier columns on the left of the financial block, immediately after the Date column, and every row type renders it in that position; when it is hidden (a single location in scope), the surrounding columns close up with no gap. The Location filter control keeps a constant width regardless of the label it shows. **Negative cases:**",COVERED-DIRECT,SBC-LOC-04,C38912,,,,
Sales By Customer,SBC,20,Visual conformance with the reports suite,S20-N1,negative,S20-N1:** No applicable user-visible negative cases. The visual conformance rules apply whenever the report is rendered.,NOT-TESTABLE,,,,,NOT-TESTABLE,The requirement's own verbatim text is 'No applicable user-visible negative cases.' Nothing to test by the spec's own statement.
Sales By Customer,SBC,21,Mobile usability,S21-R1,requirement,"S21-R1:** Every toolbar control — date range, Product Type, the Customer filter, location, the overflow menu, and the column selector — is visible and works on touch.",COVERED-DIRECT,SBC-MOB-01,C30188,,,,
Sales By Customer,SBC,21,Mobile usability,S21-R2,requirement,"S21-R2:** Below a 1024px viewport width, the toolbar uses two rows: the action controls (overflow menu and column selector) on the first row, and the filter dropdowns on the second row, stacked at full width.",COVERED-DIRECT,SBC-MOB-01,C30188,,,,
Sales By Customer,SBC,21,Mobile usability,S21-R3,requirement,"S21-R3:** At 1024px width and above, the toolbar uses the desktop single-row layout. > _* Context note: the two-row layout keeps a filter dropdown's expand arrow from overlapping the action controls._",COVERED-DIRECT,SBC-MOB-01,C30188,,,,
Sales By Customer,SBC,21,Mobile usability,S21-R4,requirement,"S21-R4:** The data table scrolls sideways to show all columns, and the pinned Subtotal column stays visible during that scroll.",COVERED-DIRECT,SBC-MOB-02,C30189,,,,
Sales By Customer,SBC,21,Mobile usability,S21-R5,requirement,S21-R5:** The chevron expand and collapse control on each row works on touch.,COVERED-DIRECT,SBC-MOB-02,C30189,,,,
Sales By Customer,SBC,21,Mobile usability,S21-R6,requirement,"S21-R6:** The invoice number link opens the invoice in the same tab on touch, the same as on desktop.",COVERED-DIRECT,SBC-MOB-02,C30189,,,,
Sales By Representative,SBR,1,Access the Sales By Representative Report,S1-R1,requirement,"S1-R1:** ""Sales By Representative"" appears as an entry in the Reports left-side navigation for every user who can see any other report in the same Performance group. The label is the full word ""Representative,"" not the ""Rep"" shorthand.",COVERED-DIRECT,SBR-NAV-01; SBR-PERM-01,C30195; C30198,,,,
Sales By Representative,SBR,1,Access the Sales By Representative Report,S1-R2,requirement,"S1-R2:** The entry is placed within the **Performance** group, at the **bottom** of the group — immediately below whichever report currently sits last in that group at the time the report is built. Additive: no existing entry is moved, replaced, or reordered.",COVERED-DIRECT,SBR-NAV-01,C30195,,,,
Sales By Representative,SBR,1,Access the Sales By Representative Report,S1-R3,requirement,S1-R3:** The relative order of every other navigation entry is unchanged.,COVERED-DIRECT,SBR-NAV-01,C30195,,,,
Sales By Representative,SBR,1,Access the Sales By Representative Report,S1-R4,requirement,S1-R4:** Selecting the entry opens the report in the main content area.,COVERED-DIRECT,SBR-NAV-01,C30195,,,,
Sales By Representative,SBR,1,Access the Sales By Representative Report,S1-R5,requirement,"S1-R5:** The page title displayed at the top of the report reads ""Sales By Representative"".",COVERED-DIRECT,SBR-NAV-01,C30195,,,,
Sales By Representative,SBR,1,Access the Sales By Representative Report,S1-R6,requirement,"S1-R6:** The browser tab title reads ""Sales By Representative - Report | ShopView"".",COVERED-DIRECT,SBR-NAV-01,C30195,,,,
Sales By Representative,SBR,1,Access the Sales By Representative Report,S1-R7,requirement,"S1-R7:** The navigation entry's horizontal padding must be sized so the full ""Sales By Representative"" label renders without crowding against the entry's edges and without truncation. This is a layout adjustment; the label is not shortened to fit. **Negative cases:**",COVERED-DIRECT,SBR-NAV-03,C30197,,,,
Sales By Representative,SBR,1,Access the Sales By Representative Report,S1-N1,negative,"S1-N1:** If the user lacks permission to access Reports, the entire Reports navigation (including this entry) is not shown. * * *",COVERED-DIRECT,SBR-PERM-02,C30199,,,,
Sales By Representative,SBR,2,Filter the report by date range,S2-R1,requirement,S2-R1:** A date range picker is visible in the report toolbar.,COVERED-DIRECT,SBR-DATE-01,C30201,,,,
Sales By Representative,SBR,2,Filter the report by date range,S2-R2,requirement,"S2-R2:** The user can select any standard preset (Today, Yesterday, This Week, This Month, Last Month, This Year, Last Year, This Quarter, Last Quarter, Custom).",COVERED-DIRECT,SBR-DATE-01,C30201,,,,
Sales By Representative,SBR,2,Filter the report by date range,S2-R3,requirement,S2-R3:** The user can select a custom range via the date picker dialog.,COVERED-DIRECT,SBR-DATE-02,C30202,,,,
Sales By Representative,SBR,2,Filter the report by date range,S2-R4,requirement,S2-R4:** Changing the date range re-fetches and re-renders the report (a loading indicator is shown per S16-R4).,COVERED-DIRECT,SBR-PERS-04,C30274,,,,
Sales By Representative,SBR,2,Filter the report by date range,S2-R5,requirement,S2-R5:** The chosen date range is reflected in both PDF exports' header strips.,COVERED-DIRECT,SBR-DATE-04; SBR-EXP-03,C30204; C30278,,,,
Sales By Representative,SBR,2,Filter the report by date range,S2-R6,requirement,"S2-R6:** The **Custom** range is capped at a maximum span of **366 days** (start and end dates inclusive), matching the largest preset. A custom selection whose start-to-end span exceeds 366 days is not accepted; the picker holds the user to a range of 366 days or fewer.",COVERED-DIRECT,SBR-DATE-02,C30202,,,,
Sales By Representative,SBR,2,Filter the report by date range,S2-R7,requirement,"S2-R7:** On first load (no remembered setting — Story 23), the date range defaults to **This Month**.",COVERED-TEXT,SBR-PERS-04,C30274,,,COVERED-TEXT,SBR-PERS-04 (C30274) expected 1 asserts the first-visit default 'Date range = This Month'. The retired SBR-DATE-03 was merged into it 2026-07-28; the anchor did not travel.
Sales By Representative,SBR,2,Filter the report by date range,S2-R8,requirement,"S2-R8:** The date used to place an invoice in the range is the invoice's own date (§3), compared with inclusive endpoints. **Negative cases:**",COVERED-DIRECT,SBR-DATE-04,C30204,,,,
Sales By Representative,SBR,2,Filter the report by date range,S2-N1,negative,"S2-N1:** If the chosen range produces no matching invoices for any rep, the report shows the empty state (Story 16). * * *",COVERED-TEXT,SBR-STATE-01,C30298,,,COVERED-TEXT,SBR-STATE-01 (C30298) step 1 drives 'a date range with no activity' and expected 1 asserts the Story-16 empty state.
Sales By Representative,SBR,3,Filter the report by product type,S3-R1,requirement,"S3-R1:** A ""Product Type"" dropdown is visible in the toolbar.",COVERED-DIRECT,SBR-TYPE-02,C30206,,,,
Sales By Representative,SBR,3,Filter the report by product type,S3-R2,requirement,"S3-R2:** The dropdown offers exactly three options: ""Parts & Service,"" ""Parts only,"" ""Service only.""",COVERED-DIRECT,SBR-TYPE-02,C30206,,,,
Sales By Representative,SBR,3,Filter the report by product type,S3-R3,requirement,"S3-R3:** ""Parts & Service"" is the default on first load (no remembered setting — Story 23).",COVERED-DIRECT,SBR-TYPE-02,C30206,,,,
Sales By Representative,SBR,3,Filter the report by product type,S3-R4,requirement,"S3-R4:** ""Parts only"" includes only invoices whose number starts with `P`.",COVERED-DIRECT,SBR-TYPE-02,C30206,,,,
Sales By Representative,SBR,3,Filter the report by product type,S3-R5,requirement,"S3-R5:** ""Service only"" includes only invoices whose number starts with `S`.",COVERED-DIRECT,SBR-TYPE-02,C30206,,,,
Sales By Representative,SBR,3,Filter the report by product type,S3-R6,requirement,"S3-R6:** ""Parts & Service"" applies no product-type filter.",COVERED-DIRECT,SBR-TYPE-02,C30206,,,,
Sales By Representative,SBR,3,Filter the report by product type,S3-R7,requirement,S3-R7:** Changing the selection re-fetches and re-renders the report.,COVERED-DIRECT,SBR-TYPE-02,C30206,,,,
Sales By Representative,SBR,3,Filter the report by product type,S3-R8,requirement,"S3-R8:** **The Product Type filter is part of the contributor gate and narrows every metric.** A rep appears only if they have ≥1 matching invoice after this filter (Story 5). For rendered reps, summary totals, invoice detail rows, the grand Totals indicator, and the (N) count all reflect only matching invoices. **Negative cases:**",COVERED-DIRECT,SBR-STAT-04,C30211,,,,
Sales By Representative,SBR,3,Filter the report by product type,S3-N1,negative,"S3-N1:** If no invoices match, the report shows the empty state (Story 16). * * *",COVERED-DIRECT,SBR-STAT-04,C30211,,,,
Sales By Representative,SBR,4,Filter the report by invoice payment status,S4-R1,requirement,"S4-R1:** An ""Invoice Status"" dropdown is visible in the toolbar.",COVERED-DIRECT,SBR-STAT-01,C30208,,,,
Sales By Representative,SBR,4,Filter the report by invoice payment status,S4-R2,requirement,"S4-R2:** The dropdown offers exactly four options: ""All Statuses,"" ""Unpaid,"" ""Partially Paid,"" ""Paid.""",COVERED-DIRECT,SBR-STAT-01,C30208,,,,
Sales By Representative,SBR,4,Filter the report by invoice payment status,S4-R3,requirement,"S4-R3:** ""All Statuses"" is the default on first load (no remembered setting — Story 23).",COVERED-DIRECT,SBR-STAT-01,C30208,,,,
Sales By Representative,SBR,4,Filter the report by invoice payment status,S4-R4,requirement,"S4-R4:** A specific status (Unpaid / Partially Paid / Paid) includes only invoices whose **display payment status** matches, using the five-state → three-value mapping in §3. Because that mapping collapses five system states into three display values, the filter matches on the mapped value: **"" Paid""** includes `paid`, `overpaid`, and `prepaid` with zero balance owed; **"" Partially Paid""** includes `partially_paid` and `prepaid` with a balance still owed; **"" Unpaid""** includes `unpaid`.",COVERED-DIRECT,SBR-STAT-02,C30209,,,,
Sales By Representative,SBR,4,Filter the report by invoice payment status,S4-R5,requirement,S4-R5:** Changing the selection re-fetches and re-renders the report.,COVERED-DIRECT,SBR-STAT-01,C30208,,,,
Sales By Representative,SBR,4,Filter the report by invoice payment status,S4-R6,requirement,S4-R6:** **The Invoice Status filter is part of the contributor gate and narrows every metric** — same rule as S3-R8.,COVERED-DIRECT,SBR-STAT-04,C30211,,,,
Sales By Representative,SBR,4,Filter the report by invoice payment status,S4-R7,requirement,"S4-R7:** **Filters compose.** When multiple filters are active, every metric reflects the intersection — only invoices matching ALL active filters (date range, product type, invoice status, location) contribute, and a rep appears only if ≥1 invoice matches all of them.",COVERED-DIRECT,SBR-STAT-04,C30211,,,,
Sales By Representative,SBR,4,Filter the report by invoice payment status,S4-R8,requirement,"S4-R8:** The money columns always show the **invoiced** amounts, not the outstanding balance. Filtering to ""Unpaid"" or ""Partially Paid"" does not net out payments — a Partially Paid invoice still shows its full Subtotal. **Negative cases:**",COVERED-DIRECT,SBR-STAT-05,C30212,,,,
Sales By Representative,SBR,4,Filter the report by invoice payment status,S4-N1,negative,"S4-N1:** If no invoices match, the report shows the empty state (Story 16). * * *",COVERED-DIRECT,SBR-STAT-04,C30211,,,,
Sales By Representative,SBR,5,View per-rep summary rows,S5-R1,requirement,"S5-R1:** A sales rep occupies a summary row **if and only if they have at least one non-reversed invoice matching the current filter set** (date range, product type, invoice status, and location, together). Reps with no matching invoices do not appear — there is no blank placeholder row. A rep's current active/inactive (toggle) state does not affect whether they appear, only how they are labeled (S5-R9).",COVERED-DIRECT,SBR-ROW-01,C30217,,,,
Sales By Representative,SBR,5,View per-rep summary rows,S5-R2,requirement,"S5-R2:** The columns appear left-to-right: Date, Invoice, Customer, Status, Inv. Hrs, Labor Invoiced, Labor Margin, Parts Invoiced, Parts Margin, Margin, Margin %, Subtotal. (12 columns: four leading identifier columns, seven metric columns, and Subtotal.)",COVERED-DIRECT,SBR-ROW-02,C30218,,,,
Sales By Representative,SBR,5,View per-rep summary rows,S5-R3,requirement,"S5-R3:** On a rep summary row, the **Date** cell holds the chevron expand/collapse control followed by the rep's display name (format ""First Last""). The date value for that row is intentionally blank.",COVERED-DIRECT,SBR-ROW-02,C30218,,,,
Sales By Representative,SBR,5,View per-rep summary rows,S5-R4,requirement,"S5-R4:** The number of invoices contributing to that rep in the current filtered view is displayed in parentheses after the rep's name, in a smaller, subdued grey font — e.g., `Mary Smith (12)`. Because a rep only appears when they have ≥1 matching invoice (S5-R1), the count is always ≥1.",COVERED-DIRECT,SBR-ROW-01,C30217,,,,
Sales By Representative,SBR,5,View per-rep summary rows,S5-R6,requirement,"S5-R6:** The Invoice, Customer, and Status cells are blank on rep summary rows. The metric cells carry that rep's totals across all their matching invoices.",COVERED-DIRECT,SBR-ROW-02,C30218,,,,
Sales By Representative,SBR,5,View per-rep summary rows,S5-R8,requirement,S5-R8:** Rep summary rows are visually emphasized with bold text so they read as parent rows above their detail rows.,COVERED-DIRECT,SBR-ROW-02,C30218,,,,
Sales By Representative,SBR,5,View per-rep summary rows,S5-R9,requirement,"S5-R9:** **Inactive-rep marker.** When a rendered rep's sales-rep toggle is currently off (or their staff record has been deleted) but they have matching invoices, their display name is followed by a subdued ""(Inactive)"" tag — e.g., `Mary Smith (Inactive) (12)` — rendered in the same muted grey as the count. A rep whose toggle is currently on shows no tag. The tag is a display marker only; it does not change the rep's metrics, position in the A→Z order, or expandability. For a rep whose staff record has been **deleted** , both the display name and the A→Z sort position come from the denormaliz",COVERED-DIRECT,SBR-DEACT-06; SBR-ROW-03,C30257; C30219,,,,
Sales By Representative,SBR,5,View per-rep summary rows,S5-R10,requirement,"S5-R10:** **Column alignment is a hard invariant.** Every rep summary row and every invoice detail row renders exactly the report's column count in the declared left-to-right order; a cell with nothing to show is rendered blank in its position, never shifted or wrapped. **Both forms of the grand Totals indicator are exempt** (the desktop Totals row merges the four leading identifier columns; the mobile bar is not a table row — see S10-R5). **Negative cases:**",COVERED-DIRECT,SBR-ROW-02,C30218,,,,
Sales By Representative,SBR,5,View per-rep summary rows,S5-N1,negative,"S5-N1:** A staff member with no matching invoice in the current filtered view does not appear, regardless of toggle state or historical activity.",COVERED-DIRECT,SBR-ROW-01,C30217,,,,
Sales By Representative,SBR,5,View per-rep summary rows,S5-N2,negative,S5-N2:** No row renders with fewer or more cells than the report's column count; a drifted row is a defect (S5-R10). * * *,COVERED-DIRECT,SBR-ROW-02,C30218,,,,
Sales By Representative,SBR,6,Expand a rep to view their invoices,S6-R1,requirement,"S6-R1:** Each rep summary row (and the Unassigned row, Story 22) has a chevron control in the Date cell that toggles its expanded view.",COVERED-DIRECT,SBR-TREE-05; SBR-UNAS-02,C30221; C30262,,,,
Sales By Representative,SBR,6,Expand a rep to view their invoices,S6-R2,requirement,"S6-R2:** Activating the chevron **lazily fetches** that rep's matching invoices from the server and reveals them as detail rows beneath the summary row. Invoice detail rows are **not** delivered with the initial summary payload (S10-R5) — they load on the first expand of that rep (with a brief row-level loading indicator) and are paginated per rep when that rep's matching-invoice count is large. _(Context note: the per-rep detail page size, and the bound on how many reps the header expand-all control (S6-R5) opens at once, are build tuning values defined in the tech plan, not fixed by this spe",COVERED-DIRECT,SBR-API-01; SBR-TREE-05,C30316; C30221,,,,
Sales By Representative,SBR,6,Expand a rep to view their invoices,S6-R3,requirement,"S6-R3:** Each detail row shows, left to right: the invoice's date, the invoice number, the customer name, the payment status badge, and the per-invoice values for Inv. Hrs and the money columns.",COVERED-DIRECT,SBR-TREE-05,C30221,,,,
Sales By Representative,SBR,6,Expand a rep to view their invoices,S6-R4,requirement,"S6-R4:** Detail rows use the default font weight (400); rep summary rows use bold (700). Row type is distinguished by font weight, not background color.",COVERED-DIRECT,SBR-ROW-02,C30218,,,,
Sales By Representative,SBR,6,Expand a rep to view their invoices,S6-R5,requirement,"S6-R5:** A header-row chevron in the same column expands every visible rep in one action, and collapses them all on a second activation.",COVERED-DIRECT,SBR-TREE-06,C30222,,,,
Sales By Representative,SBR,6,Expand a rep to view their invoices,S6-R6,requirement,"S6-R6:** The header chevron shows the ""expand"" glyph when at least one rep is collapsed and the ""collapse"" glyph when every rep is expanded.",COVERED-DIRECT,SBR-TREE-06,C30222,,,,
Sales By Representative,SBR,6,Expand a rep to view their invoices,S6-R7,requirement,S6-R7:** Each invoice appears under exactly one rep (or the Unassigned row) — never more than one.,COVERED-DIRECT,SBR-TREE-07,C30223,,,,
Sales By Representative,SBR,6,Expand a rep to view their invoices,S6-R8,requirement,S6-R8:** Expanded state is preserved across filter and sort changes within the same session; it resets on a full page reload.,COVERED-DIRECT,SBR-TREE-08,C30224,,,,
