internal_id,testrail_case_id,testrail_link,report,section,title,verdict,reason,merge_group,merge_survivor,tier
PV-COL-01,C30351,https://shopview.testrail.io/index.php?/cases/view/30351,PV,PV — Columns & Remembered View,Column picker lists all 20 available columns with toggles and never offers the internal on-hand cost,KEEP,Column selector behavior contract (contents/effect/exports interaction).,,,T2
PV-COL-02,C30352,https://shopview.testrail.io/index.php?/cases/view/30352,PV,PV — Columns & Remembered View,First visit shows exactly the 14 default columns in the specified order,KEEP,Column selector behavior contract (contents/effect/exports interaction).,,,T2
PV-COL-03,C30353,https://shopview.testrail.io/index.php?/cases/view/30353,PV,PV — Columns & Remembered View,A re-enabled column returns to its canonical slot and toggling takes effect immediately without a reload,KEEP,Column selector behavior contract (contents/effect/exports interaction).,,,T1
PV-COL-04,C30354,https://shopview.testrail.io/index.php?/cases/view/30354,PV,PV — Columns & Remembered View,"Filters, column selection, and sort are remembered per browser and restored before the first data fetch",KEEP,Column selector behavior contract (contents/effect/exports interaction).,,,T1
PV-COL-05,C30355,https://shopview.testrail.io/index.php?/cases/view/30355,PV,PV — Columns & Remembered View,A saved value that is no longer valid falls back to that setting's default on restore,KEEP,Column selector behavior contract (contents/effect/exports interaction).,,,T1
PV-COL-06,C30356,https://shopview.testrail.io/index.php?/cases/view/30356,PV,PV — Columns & Remembered View,A different user signing in on the same browser inherits the saved view,KEEP,Column selector behavior contract (contents/effect/exports interaction).,,,T1
PV-COL-07,C30357,https://shopview.testrail.io/index.php?/cases/view/30357,PV,PV — Columns & Remembered View,A saved view with a stale schema version is ignored and the current defaults load,CUT,"Requires manufacturing a ""stale schema version"" in browser storage — not executable by a manual tester; implementation detail for a dev test. Defensive-restore behavior is already covered by PV-COL-05.",,,-
PV-COL-08,C30358,https://shopview.testrail.io/index.php?/cases/view/30358,PV,PV — Columns & Remembered View,All 20 columns can be hidden; the empty selection is not restored and an export then contains no data columns,WEAK-KEEP,All-20-columns-hidden edge + not-restored subtlety; legitimate but low value.,,,T2
PV-CALC-01,C30359,https://shopview.testrail.io/index.php?/cases/view/30359,PV,PV — Columns & Calculations,"Units Sold for an inventory part is net stock movement: invoicing adds, reversing subtracts, returns do not affect it",KEEP,"Calculation contract with a worked example; a failure is a real, reportable money/hours bug.",,,T1
PV-CALC-02,C30360,https://shopview.testrail.io/index.php?/cases/view/30360,PV,PV — Columns & Calculations,"Units Sold for a catalogue part is the total in-window vendor-request quantity, net of reversed sales",KEEP,"Calculation contract with a worked example; a failure is a real, reportable money/hours bug.",,,T1
PV-CALC-03,C30361,https://shopview.testrail.io/index.php?/cases/view/30361,PV,PV — Columns & Calculations,"Units Returned counts initiated part returns and parts-sale credits, and cancelling a return removes its quantity",KEEP,"Calculation contract with a worked example; a failure is a real, reportable money/hours bug.",,,T1
PV-CALC-04,C30362,https://shopview.testrail.io/index.php?/cases/view/30362,PV,PV — Columns & Calculations,"Units Returned is windowed by initiation date, ignores invoice status, and excludes core-charge returns",KEEP,"Calculation contract with a worked example; a failure is a real, reportable money/hours bug.",,,T1
PV-CALC-05,C30363,https://shopview.testrail.io/index.php?/cases/view/30363,PV,PV — Columns & Calculations,"Sold via WO counts Service-type work orders and Sold via Parts Sale counts Parts-type work orders, windowed by work-order date",KEEP,"Calculation contract with a worked example; a failure is a real, reportable money/hours bug.",,,T1
PV-CALC-06,C30364,https://shopview.testrail.io/index.php?/cases/view/30364,PV,PV — Columns & Calculations,"Demand counts each transaction once regardless of quantity, and a reversal neither adds nor subtracts",KEEP,"Calculation contract with a worked example; a failure is a real, reportable money/hours bug.",,,T1
PV-CALC-07,C30365,https://shopview.testrail.io/index.php?/cases/view/30365,PV,PV — Columns & Calculations,"Last Sale shows whole days since the most recent sale over ALL-TIME history, scoped to the selected locations",KEEP,"Calculation contract with a worked example; a failure is a real, reportable money/hours bug.",,,T1
PV-CALC-08,C30366,https://shopview.testrail.io/index.php?/cases/view/30366,PV,PV — Columns & Calculations,"On Hand shows the row's own location stock, and Min / Max are read-only stored thresholds with no editing from the report",KEEP,"Calculation contract with a worked example; a failure is a real, reportable money/hours bug.",,,T1
PV-CALC-09,C30367,https://shopview.testrail.io/index.php?/cases/view/30367,PV,PV — Columns & Calculations,"Turns / Yr annualizes the in-window sales rate against On Hand, shows 0.00 at zero stock, and can be negative",KEEP,"Calculation contract with a worked example; a failure is a real, reportable money/hours bug.",,,T1
PV-CALC-10,C30368,https://shopview.testrail.io/index.php?/cases/view/30368,PV,PV — Columns & Calculations,"Revenue, Margin, Unit Cost, Sell Price, and Margin % follow the billed-line formulas, computed unrounded and rounded once",KEEP,"Calculation contract with a worked example; a failure is a real, reportable money/hours bug.",,,T1
PV-CALC-11,C30369,https://shopview.testrail.io/index.php?/cases/view/30369,PV,PV — Columns & Calculations,"A reversed/voided sale is excluded from every billed-line column (Revenue, Margin, Unit Cost, Sell Price, Sold via WO, Sold via Parts Sale, catalogue Units Sold)",KEEP,"Calculation contract with a worked example; a failure is a real, reportable money/hours bug.",,,T1
PV-CALC-12,C30370,https://shopview.testrail.io/index.php?/cases/view/30370,PV,PV — Columns & Calculations,"Unit Cost / Sell Price and Margin % use independent null triggers, so mixed rows are valid",KEEP,"Calculation contract with a worked example; a failure is a real, reportable money/hours bug.",,,T1
PV-CALC-13,C30371,https://shopview.testrail.io/index.php?/cases/view/30371,PV,PV — Columns & Calculations,"On-screen number formats match the spec for every column type, and rounding is half away from zero",KEEP,"Calculation contract with a worked example; a failure is a real, reportable money/hours bug.",,,T1
PV-CALC-14,C30372,https://shopview.testrail.io/index.php?/cases/view/30372,PV,PV — Columns & Calculations,Core parts are excluded from both the inventory and catalogue result sets,KEEP,"Calculation contract with a worked example; a failure is a real, reportable money/hours bug.",,,T1
PV-CALC-15,C30373,https://shopview.testrail.io/index.php?/cases/view/30373,PV,PV — Columns & Calculations,"Movement and billed bases may differ for an inventory row (expected), while Sold via WO + Sold via Parts Sale equals the billed units",KEEP,"Calculation contract with a worked example; a failure is a real, reportable money/hours bug.",,,T1
PV-CALC-16,C30374,https://shopview.testrail.io/index.php?/cases/view/30374,PV,PV — Columns & Calculations,Window anchors: inventory movement metrics use the movement event date while billed columns use the work-order date,KEEP,"Calculation contract with a worked example; a failure is a real, reportable money/hours bug.",,,T1
PV-EXP-01,C30375,https://shopview.testrail.io/index.php?/cases/view/30375,PV,PV — Exports,The overflow button opens an export menu with Download (PDF) and Download (CSV) in that order,KEEP,Export content/behavior contract (what is in the file / when it is refused) — distinct observable outcome.,,,T2
PV-EXP-02,C30376,https://shopview.testrail.io/index.php?/cases/view/30376,PV,PV — Exports,Both exports reflect the filters and search active at the time of export,KEEP,Export content/behavior contract (what is in the file / when it is refused) — distinct observable outcome.,,,T1
PV-EXP-03,C30377,https://shopview.testrail.io/index.php?/cases/view/30377,PV,PV — Exports,"Exports include only the enabled columns, in the canonical on-screen order",KEEP,Export content/behavior contract (what is in the file / when it is refused) — distinct observable outcome.,,,T1
PV-EXP-04,C30378,https://shopview.testrail.io/index.php?/cases/view/30378,PV,PV — Exports,"Exports reflect the active sort - including Min/Max sorts, the default Demand order, and identical null placement",KEEP,Export content/behavior contract (what is in the file / when it is refused) — distinct observable outcome.,,,T1
PV-EXP-05,C30379,https://shopview.testrail.io/index.php?/cases/view/30379,PV,PV — Exports,"PDF: named velocity-report.pdf, A3 landscape, titled Parts Velocity, with 18-character text truncation but Part # untruncated",KEEP,Export content/behavior contract (what is in the file / when it is refused) — distinct observable outcome.,,,T2
PV-EXP-06,C30380,https://shopview.testrail.io/index.php?/cases/view/30380,PV,PV — Exports,CSV: named velocity-report.csv with full untruncated text values and Last Sale as a raw integer,KEEP,Export content/behavior contract (what is in the file / when it is refused) — distinct observable outcome.,,,T1
PV-EXP-07,C30381,https://shopview.testrail.io/index.php?/cases/view/30381,PV,PV — Exports,"Null values render as an em-dash in both exports, and Last Sale renders as 'N days' in the PDF",KEEP,Export content/behavior contract (what is in the file / when it is refused) — distinct observable outcome.,,,T1
PV-EXP-08,C30382,https://shopview.testrail.io/index.php?/cases/view/30382,PV,PV — Exports,"Export alignment: Type centered, text columns left-aligned, numeric and money columns right-aligned",WEAK-KEEP,Export column alignment (centered/left/right); cosmetic conformance.,,,T2
PV-EXP-09,C30383,https://shopview.testrail.io/index.php?/cases/view/30383,PV,PV — Exports,Successful downloads show the exact success toasts with uppercase (CSV)/(PDF),MERGE,Success-toast wording; pairs with the failure case as one notification case.,G-PV-EXPTOAST,PV-EXP-10,T2
PV-EXP-10,C30384,https://shopview.testrail.io/index.php?/cases/view/30384,PV,PV — Exports,"A failed export shows the server message when available, otherwise the exact fallback error toast with lowercase (csv)/(pdf)",KEEP,Export content/behavior contract (what is in the file / when it is refused) — distinct observable outcome.,,,T2
PV-VIS-01,C30385,https://shopview.testrail.io/index.php?/cases/view/30385,PV,PV — Visual Conformance,The report uses the standard two-tone layout: white card surfaces on a soft blue-grey backdrop with an edge-to-edge table,WEAK-KEEP,Two-tone theme parroting; verify once.,,,T2
PV-VIS-02,C30386,https://shopview.testrail.io/index.php?/cases/view/30386,PV,PV — Visual Conformance,"Toolbar and table detail styling: paddings, white header with 1px top border, white body cells, 2rem edge padding",WEAK-KEEP,Px paddings/1px borders; verify once.,,,T2
PV-VIS-03,C30387,https://shopview.testrail.io/index.php?/cases/view/30387,PV,PV — Visual Conformance,Dark mode is supported and the grey info icon keeps at least 3:1 contrast in both modes,WEAK-KEEP,Dark mode + 3:1 icon contrast (tooling); one-time check.,,,T2
PV-API-01,C30388,https://shopview.testrail.io/index.php?/cases/view/30388,PV,PV — API,The report is server-paginated - the backend returns one page of rows at a time,KEEP,Server-side contract (pagination/sort/snapshot/enforcement) — placed in an API section per Rule 4; verifiable via network tab/DB; failures are real defects.,,,T1
PV-API-02,C30389,https://shopview.testrail.io/index.php?/cases/view/30389,PV,PV — API,Every filter or search change re-queries the server and returns the first page of the new result set,KEEP,Server-side contract (pagination/sort/snapshot/enforcement) — placed in an API section per Rule 4; verifiable via network tab/DB; failures are real defects.,,,T1
PV-API-03,C30390,https://shopview.testrail.io/index.php?/cases/view/30390,PV,PV — API,Header-click sorting re-queries the server with nulls first on ascending and last on descending as a server sort semantic,KEEP,Server-side contract (pagination/sort/snapshot/enforcement) — placed in an API section per Rule 4; verifiable via network tab/DB; failures are real defects.,,,T1
PV-API-04,C30391,https://shopview.testrail.io/index.php?/cases/view/30391,PV,PV — API,The backend denies both the report data and the export to a user without Inventory Reports → View,KEEP,Server-side contract (pagination/sort/snapshot/enforcement) — placed in an API section per Rule 4; verifiable via network tab/DB; failures are real defects.,,,T1
SBC-NAV-01,C30096,https://shopview.testrail.io/index.php?/cases/view/30096,SBC,SBC — Access & Navigation,Sales By Customer appears in the Reports navigation and opens the report,KEEP,Navigation/entry contract — additive placement was an explicit PO instruction on the video.,,,T2
SBC-NAV-02,C30097,https://shopview.testrail.io/index.php?/cases/view/30097,SBC,SBC — Access & Navigation,Page title and browser tab title read Sales By Customer,MERGE,Two title assertions; not a separate flow — fold into the nav/open case.,G-SBC-NAV,SBC-NAV-01,T2
SBC-PERM-01,C30098,https://shopview.testrail.io/index.php?/cases/view/30098,SBC,SBC — Permissions,A user with the dedicated Sales By Customer View permission can see and open the report,KEEP,Permission gate (positive/negative observable behavior). NOTE: Q2 permission-model discrepancy raised to Chris/dev 2026-07-28; cases stay per the shipped mixed model per user ruling.,,,T1
SBC-PERM-02,C30099,https://shopview.testrail.io/index.php?/cases/view/30099,SBC,SBC — Permissions,A user without the Sales By Customer View permission cannot see or open the report,KEEP,Permission gate (positive/negative observable behavior). NOTE: Q2 permission-model discrepancy raised to Chris/dev 2026-07-28; cases stay per the shipped mixed model per user ruling.,,,T1
SBC-PERM-03,C30100,https://shopview.testrail.io/index.php?/cases/view/30100,SBC,SBC — Permissions,Opening an invoice you lack permission for shows the standard access-denied state and back returns to the report,KEEP,Permission gate (positive/negative observable behavior). NOTE: Q2 permission-model discrepancy raised to Chris/dev 2026-07-28; cases stay per the shipped mixed model per user ruling.,,,T1
SBC-PERM-04,C30101,https://shopview.testrail.io/index.php?/cases/view/30101,SBC,SBC — Permissions,Location access is enforced: the report never includes data from a location the user cannot access,KEEP,Location-access enforcement (report never widens to inaccessible data) — a real security contract.,,,T1
SBC-DATE-01,C30102,https://shopview.testrail.io/index.php?/cases/view/30102,SBC,SBC — Date Range Filter,Date range picker offers eleven options in the specified order,KEEP,Date-range semantics (presets/cap/anchoring) — drives every number on the report.,,,T1
SBC-DATE-02,C30103,https://shopview.testrail.io/index.php?/cases/view/30103,SBC,SBC — Date Range Filter,Date range defaults to This Month when nothing is saved and no range is in the page link,MERGE,"Default restated: SBC-PERS-05 already asserts ""Date range = This Month"".",G-SBC-DEFAULTS,SBC-PERS-05,T2
SBC-DATE-03,C30104,https://shopview.testrail.io/index.php?/cases/view/30104,SBC,SBC — Date Range Filter,Custom range opens a start/end date dialog and cannot exceed a 366-day span,KEEP,Date-range semantics (presets/cap/anchoring) — drives every number on the report.,,,T1
SBC-DATE-04,C30105,https://shopview.testrail.io/index.php?/cases/view/30105,SBC,SBC — Date Range Filter,Changing the date range writes the chosen value to the page link for sharing and bookmarking,KEEP,Date-range semantics (presets/cap/anchoring) — drives every number on the report.,,,T1
SBC-TYPE-01,C30106,https://shopview.testrail.io/index.php?/cases/view/30106,SBC,SBC — Product Type Filter,Product Type dropdown offers exactly three options with Parts & Service as the default,MERGE,"Options+default of the same 3-option dropdown TYPE-02 exercises; one control, one case.",G-SBC-TYPE,SBC-TYPE-02,T2
SBC-TYPE-02,C30107,https://shopview.testrail.io/index.php?/cases/view/30107,SBC,SBC — Product Type Filter,Service only shows only invoices starting with S; Parts only shows only invoices starting with P,KEEP,Filter data-effect contract — changes which rows/totals appear; failures are real.,,,T1
SBC-TYPE-03,C30108,https://shopview.testrail.io/index.php?/cases/view/30108,SBC,SBC — Product Type Filter,Parts & Service applies no product-type filter,MERGE,"The trivial third state (no filter) of the same dropdown; one extra step, not a case.",G-SBC-TYPE,SBC-TYPE-02,T2
SBC-LOC-01,C30109,https://shopview.testrail.io/index.php?/cases/view/30109,SBC,SBC — Location Filter,"Location filter is the rightmost filter, lists accessible locations, and pins All locations to the top",KEEP,Location scoping/fallback contract — includes the accessible-locations security boundary.,,,T1
SBC-LOC-02,C30110,https://shopview.testrail.io/index.php?/cases/view/30110,SBC,SBC — Location Filter,Location filter defaults to the user's active location on first load,MERGE,"Default restated: SBC-PERS-05 already asserts ""Location = your active location"".",G-SBC-DEFAULTS,SBC-PERS-05,T2
SBC-LOC-03,C30111,https://shopview.testrail.io/index.php?/cases/view/30111,SBC,SBC — Location Filter,Selecting locations scopes the report data; All locations includes every accessible location,KEEP,Location scoping/fallback contract — includes the accessible-locations security boundary.,,,T1
SBC-CUST-01,C30112,https://shopview.testrail.io/index.php?/cases/view/30112,SBC,SBC — Customer Filter,"Customer filter sits between Product Type and Location, carries a search icon, and shows the Search customers… hint",WEAK-KEEP,"Placement/search-icon/hint cosmetics of the Customer control; legitimate spec line, low failure value.",,,T2
SBC-CUST-02,C30113,https://shopview.testrail.io/index.php?/cases/view/30113,SBC,SBC — Customer Filter,"Typing in the Customer filter lists matching customers by contains match, with checkmarks on selected ones",KEEP,Filter data-effect contract — changes which rows/totals appear; failures are real.,,,T1
SBC-CUST-03,C30114,https://shopview.testrail.io/index.php?/cases/view/30114,SBC,SBC — Customer Filter,Pinned control toggles between All customers and Clear all with the matching action,KEEP,Filter data-effect contract — changes which rows/totals appear; failures are real.,,,T1
SBC-CUST-04,C30115,https://shopview.testrail.io/index.php?/cases/view/30115,SBC,SBC — Customer Filter,First load starts in the all-customers state and the report shows every customer,KEEP,Filter data-effect contract — changes which rows/totals appear; failures are real.,,,T1
SBC-CUST-05,C30116,https://shopview.testrail.io/index.php?/cases/view/30116,SBC,SBC — Customer Filter,"Collapsed label reads None, the customer's name, or N selected, and shows the query text while typing",KEEP,Filter data-effect contract — changes which rows/totals appear; failures are real.,,,T1
SBC-CUST-06,C30117,https://shopview.testrail.io/index.php?/cases/view/30117,SBC,SBC — Customer Filter,Changing the customer selection narrows the table to the selected customers and refreshes the totals,KEEP,Filter data-effect contract — changes which rows/totals appear; failures are real.,,,T1
SBC-CUST-07,C30118,https://shopview.testrail.io/index.php?/cases/view/30118,SBC,SBC — Customer Filter,Clearing every customer shows the empty state with a zero totals row,MERGE,The outcome of the Clear-all action CUST-03 performs; one extra expected block.,G-SBC-CLEARALL,SBC-CUST-03,T2
SBC-CUST-08,C30119,https://shopview.testrail.io/index.php?/cases/view/30119,SBC,SBC — Customer Filter,"In the all-customers state a filter change keeps every customer included, including newly-appearing ones",MERGE,Same all-customers explicit-state contract as CUST-04 with one extra trigger.,G-SBC-ALLCUST,SBC-CUST-04,T2
SBC-CUST-09,C30120,https://shopview.testrail.io/index.php?/cases/view/30120,SBC,SBC — Customer Filter,"A subset selection reconciles on a filter change: kept if present, dropped if absent, new customers not auto-added",KEEP,Filter data-effect contract — changes which rows/totals appear; failures are real.,,,T1
SBC-TREE-01,C30121,https://shopview.testrail.io/index.php?/cases/view/30121,SBC,SBC — Tree & Rows,Each customer gets one summary row with its name followed by the invoice count in parentheses,KEEP,"Row-model/scope contract (who appears, where, exactly once) — data-correctness core.",,,T1
SBC-TREE-02,C30122,https://shopview.testrail.io/index.php?/cases/view/30122,SBC,SBC — Tree & Rows,A customer with no matching invoices in the current view is not shown,KEEP,"Row-model/scope contract (who appears, where, exactly once) — data-correctness core.",,,T1
SBC-TREE-03,C30123,https://shopview.testrail.io/index.php?/cases/view/30123,SBC,SBC — Tree & Rows,"Expanding a customer reveals its asset rows with vehicle icon, label, count, rolled-up columns and indentation",KEEP,"Row-model/scope contract (who appears, where, exactly once) — data-correctness core.",,,T1
SBC-TREE-04,C30124,https://shopview.testrail.io/index.php?/cases/view/30124,SBC,SBC — Tree & Rows,"Expanding an asset reveals its invoice detail rows with number link, date and per-invoice columns",KEEP,"Row-model/scope contract (who appears, where, exactly once) — data-correctness core.",,,T1
SBC-TREE-05,C30125,https://shopview.testrail.io/index.php?/cases/view/30125,SBC,SBC — Tree & Rows,"Invoices group into one asset row per vehicle record, with a snapshot fallback for older invoices with no vehicle id",KEEP,"Row-model/scope contract (who appears, where, exactly once) — data-correctness core.",,,T1
SBC-TREE-06,C30126,https://shopview.testrail.io/index.php?/cases/view/30126,SBC,SBC — Tree & Rows,"Asset rows order A to Z case-insensitively with the Parts Sales bucket always last, regardless of column sort",KEEP,"Row-model/scope contract (who appears, where, exactly once) — data-correctness core.",,,T1
SBC-TREE-07,C30127,https://shopview.testrail.io/index.php?/cases/view/30127,SBC,SBC — Tree & Rows,Chevrons toggle closed on a second click and every customer's and asset's expansion is independent,MERGE,Chevron toggle/independence is UI mechanics of the expand flow TREE-03 drives.,G-SBC-EXPAND,SBC-TREE-03,T2
SBC-TREE-08,C30128,https://shopview.testrail.io/index.php?/cases/view/30128,SBC,SBC — Tree & Rows,"Header-row chevron expands or collapses every customer on the current page, with matching icon and tooltip",KEEP,"Row-model/scope contract (who appears, where, exactly once) — data-correctness core.",,,T1
SBC-TREE-09,C30129,https://shopview.testrail.io/index.php?/cases/view/30129,SBC,SBC — Tree & Rows,"Any change that reloads customer rows collapses all expansion, but typing in the Customer filter does not",KEEP,"Row-model/scope contract (who appears, where, exactly once) — data-correctness core.",,,T1
SBC-TREE-10,C30130,https://shopview.testrail.io/index.php?/cases/view/30130,SBC,SBC — Tree & Rows,"Edge: a single-invoice asset can still be expanded, and a customer with only no-vehicle work shows a single Parts Sales row",WEAK-KEEP,Low-yield edge (single-invoice asset expands; only-parts-sales customer); keep only if suite size is no concern.,,,T2
SBC-TREE-11,C30131,https://shopview.testrail.io/index.php?/cases/view/30131,SBC,SBC — Tree & Rows,"A service (S) invoice with no vehicle also lands in the Parts Sales bucket — absence of a vehicle decides, not the prefix",KEEP,"Row-model/scope contract (who appears, where, exactly once) — data-correctness core.",,,T1
SBC-TREE-12,C30132,https://shopview.testrail.io/index.php?/cases/view/30132,SBC,SBC — Tree & Rows,"Reversed and voided invoices are excluded from every row, count and total under every Product Type",KEEP,Reversed/voided invoices excluded from every count/total — data-integrity contract.,,,T1
SBC-TREE-13,C30133,https://shopview.testrail.io/index.php?/cases/view/30133,SBC,SBC — Tree & Rows,"Every row type renders the same columns in the same order, blank cells keep their position, and summary rows use the specified font weights",WEAK-KEEP,Structural/font-weight invariant restating the layout; cosmetic-leaning.,,,T2
SBC-LBL-01,C30134,https://shopview.testrail.io/index.php?/cases/view/30134,SBC,SBC — Asset Labels,"Asset label = year make model plus the most specific identifier: Unit, then plate, then last 8 of VIN",KEEP,Asset-label identifier chain — flagged: video P24 (FIRM) switches the identifier to SERIAL NUMBER; expect rewrite when the spec catches up.,,,T2
SBC-LBL-02,C30135,https://shopview.testrail.io/index.php?/cases/view/30135,SBC,SBC — Asset Labels,"An asset with no year, make or model is labeled with the VIN on its own",MERGE,One branch of the single label fallback chain; a row in LBL-01's input table.,G-SBC-LBL,SBC-LBL-01,T2
SBC-LBL-03,C30136,https://shopview.testrail.io/index.php?/cases/view/30136,SBC,SBC — Asset Labels,"An asset with no year, make, model or VIN is labeled Unknown Asset",MERGE,"One branch (final fallback ""Unknown Asset"") of the same chain; a table row.",G-SBC-LBL,SBC-LBL-01,T2
SBC-LBL-04,C30137,https://shopview.testrail.io/index.php?/cases/view/30137,SBC,SBC — Asset Labels,Two assets producing the same label get stable (#1)/(#2) suffixes that survive reloads,KEEP,Report-specific behavior contract (hours math / lost-labor / per-day breakdown / labels).,,,T2
SBC-LINK-01,C30138,https://shopview.testrail.io/index.php?/cases/view/30138,SBC,SBC — Invoice Links & Navigation,"Invoice number opens in the same tab: S invoices to the work order Finance tab, P invoices to the part sale Part Requests tab",KEEP,Drill-through/link target contract — the PO walked these hyperlinks on the video as a key feature.,,,T1
SBC-LINK-02,C30139,https://shopview.testrail.io/index.php?/cases/view/30139,SBC,SBC — Invoice Links & Navigation,"Browser back from an invoice returns to the report with filters, sort and columns restored and rows collapsed",KEEP,Drill-through/link target contract — the PO walked these hyperlinks on the video as a key feature.,,,T1
SBC-LINK-03,C30140,https://shopview.testrail.io/index.php?/cases/view/30140,SBC,SBC — Invoice Links & Navigation,Customer name is plain text; the invoice link keeps the primary color with no underline and never turns visited-purple,WEAK-KEEP,Link color / no-visited-purple cosmetics.,,,T2
SBC-LINK-04,C30141,https://shopview.testrail.io/index.php?/cases/view/30141,SBC,SBC — Invoice Links & Navigation,Clicking an invoice deleted or reversed after the report loaded shows the standard not-found state and back returns,KEEP,Drill-through/link target contract — the PO walked these hyperlinks on the video as a key feature.,,,T1
SBC-SORT-01,C30142,https://shopview.testrail.io/index.php?/cases/view/30142,SBC,SBC — Sorting,Every column is sortable except the chevron column; text sorts alphabetically and numbers by value,KEEP,"Sorting contract (default/direction/null placement/scope) — spec-defined, observable, distinct.",,,T1
SBC-SORT-02,C30143,https://shopview.testrail.io/index.php?/cases/view/30143,SBC,SBC — Sorting,Default sort is Customer name ascending case-insensitive; clicking a header replaces it,KEEP,"Sorting contract (default/direction/null placement/scope) — spec-defined, observable, distinct.",,,T1
SBC-SORT-03,C30144,https://shopview.testrail.io/index.php?/cases/view/30144,SBC,SBC — Sorting,Missing values sort to the bottom ascending and to the top descending; a Margin % em dash counts as missing,KEEP,"Sorting contract (default/direction/null placement/scope) — spec-defined, observable, distinct.",,,T1
SBC-SORT-04,C30145,https://shopview.testrail.io/index.php?/cases/view/30145,SBC,SBC — Sorting,Sorting by Date orders customers by their most recent invoice date even though the Date cell is blank on customer rows,KEEP,"Sorting contract (default/direction/null placement/scope) — spec-defined, observable, distinct.",,,T1
SBC-SORT-05,C30146,https://shopview.testrail.io/index.php?/cases/view/30146,SBC,SBC — Sorting,Sorting reorders only the customer summary rows; asset and invoice ordering is untouched,MERGE,"A scope invariant of sorting, not a separate flow; one expected line in SORT-01.",G-SBC-SORTSCOPE,SBC-SORT-01,T2
SBC-SORT-06,C30147,https://shopview.testrail.io/index.php?/cases/view/30147,SBC,SBC — Sorting,"Changing the sort shows the loading state, collapses expanded rows, and can change which customers are on the page",MERGE,Reload-collapse on sort duplicates TREE-09 (sort is one of its listed triggers).,G-SBC-SORTRELOAD,SBC-TREE-09,T2
SBC-SORT-07,C30148,https://shopview.testrail.io/index.php?/cases/view/30148,SBC,SBC — Sorting,With no customer rows the sort headers are still present and produce no visible change,CUT,"No-op assertion (sort headers with zero rows produce no change). A failure here would never be a reportable bug; tests framework idle behavior, not the feature.",,,-
SBC-CALC-01,C30149,https://shopview.testrail.io/index.php?/cases/view/30149,SBC,SBC — Totals & Calculations,Financial columns appear in the specified order and Subtotal/Margin follow the spec's composition rules,KEEP,"Calculation contract with a worked example; a failure is a real, reportable money/hours bug.",,,T1
SBC-CALC-02,C30150,https://shopview.testrail.io/index.php?/cases/view/30150,SBC,SBC — Totals & Calculations,"Margin % = Margin over Subtotal to one decimal with a percent sign, em dash when Subtotal is zero or below, monochrome on all row types",KEEP,"Calculation contract with a worked example; a failure is a real, reportable money/hours bug.",,,T1
SBC-CALC-03,C30151,https://shopview.testrail.io/index.php?/cases/view/30151,SBC,SBC — Totals & Calculations,Inv. Hrs heading is verbatim and the value shows +green / -red / 0.0 default on every row type,KEEP,"Calculation contract with a worked example; a failure is a real, reportable money/hours bug.",,,T1
SBC-CALC-04,C30152,https://shopview.testrail.io/index.php?/cases/view/30152,SBC,SBC — Totals & Calculations,Inv. Hrs is never blank: no-labor rows show 0.0 and values that round to zero show 0.0 in the default color,KEEP,"Calculation contract with a worked example; a failure is a real, reportable money/hours bug.",,,T1
SBC-CALC-05,C30153,https://shopview.testrail.io/index.php?/cases/view/30153,SBC,SBC — Totals & Calculations,Invoice subtotals sum exactly to their asset row and asset subtotals sum exactly to the customer row,KEEP,"Calculation contract with a worked example; a failure is a real, reportable money/hours bug.",,,T1
SBC-CALC-06,C30154,https://shopview.testrail.io/index.php?/cases/view/30154,SBC,SBC — Totals & Calculations,"Subtotal is the rightmost column, pinned during horizontal scroll and bold everywhere, unconditionally",KEEP,"Calculation contract with a worked example; a failure is a real, reportable money/hours bug.",,,T2
SBC-CALC-07,C30155,https://shopview.testrail.io/index.php?/cases/view/30155,SBC,SBC — Totals & Calculations,"The totals row covers the full filtered set of customers, not only the customers on the current page",KEEP,"Calculation contract with a worked example; a failure is a real, reportable money/hours bug.",,,T1
SBC-COL-01,C30156,https://shopview.testrail.io/index.php?/cases/view/30156,SBC,SBC — Column Selector,"Column selector is a separate toolbar button with the Column Selection tooltip and nine toggles in order, all on by default",KEEP,Column selector behavior contract (contents/effect/exports interaction).,,,T2
SBC-COL-02,C30157,https://shopview.testrail.io/index.php?/cases/view/30157,SBC,SBC — Column Selector,"A toggle hides the column's header and cells together; Customer, Subtotal and the chevron column are never in the list",KEEP,Column selector behavior contract (contents/effect/exports interaction).,,,T1
SBC-COL-03,C30158,https://shopview.testrail.io/index.php?/cases/view/30158,SBC,SBC — Column Selector,"Hiding all nine toggleable columns is allowed and the table still shows Customer, Subtotal and the totals Subtotal",MERGE,Hide-all edge of the same toggle behavior COL-02 tests.,G-SBC-COLBOUNDS,SBC-COL-02,T2
SBC-EXP-01,C30159,https://shopview.testrail.io/index.php?/cases/view/30159,SBC,SBC — Exports,"The overflow menu holds Download (CSV), Download (PDF) and Print in that order, with no separate export buttons",KEEP,Export content/behavior contract (what is in the file / when it is refused) — distinct observable outcome.,,,T2
SBC-EXP-02,C30160,https://shopview.testrail.io/index.php?/cases/view/30160,SBC,SBC — Exports,CSV download is a plain .csv file named by the active date range per the filename map,KEEP,Export content/behavior contract (what is in the file / when it is refused) — distinct observable outcome.,,,T2
