id,cid,testrail_link,rep,area,title,verdict,field,detail,field_title,field_title_vs_expected,field_references,field_section,field_notes,curated
PV-CALC-14,C30372,https://shopview.testrail.io/index.php?/cases/view/30372,PV,CALC,Core parts are excluded from both the inventory and special-order result sets,PARTLY OBSERVED,-,Money and hours invariants were recomputed against the live payload where the report exposes them.,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
PV-CALC-15,C30373,https://shopview.testrail.io/index.php?/cases/view/30373,PV,CALC,Movement and billed bases may differ; Sold (WO) + Sold (Parts Sale) = billed,PARTLY OBSERVED,-,Money and hours invariants were recomputed against the live payload where the report exposes them.,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
PV-CALC-16,C30374,https://shopview.testrail.io/index.php?/cases/view/30374,PV,CALC,"Window anchors: movement uses the event date, billed uses the WO date",PARTLY OBSERVED,-,Money and hours invariants were recomputed against the live payload where the report exposes them.,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
PV-PREC-01,C38924,https://shopview.testrail.io/index.php?/cases/view/38924,PV,PREC,Units Sold keeps an exact part-of-a-unit quantity and is never rounded off,NOT REACHED,-,"QuickBooks is not connected on this branch - a genuine external dependency, not a data gap.",OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
PV-EXP-01,C30375,https://shopview.testrail.io/index.php?/cases/view/30375,PV,EXP,The overflow button opens Download (PDF) then Download (CSV) in that order,PARTLY OBSERVED,-,"Export menu wording, CSV headers, the Locations line, the Totals row and the row-cap message were observed; PDF file CONTENTS were not (no PDF text extractor available).",OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
PV-EXP-02,C30376,https://shopview.testrail.io/index.php?/cases/view/30376,PV,EXP,Both exports reflect the filters and search active at the time of export,PARTLY OBSERVED,-,"Export menu wording, CSV headers, the Locations line, the Totals row and the row-cap message were observed; PDF file CONTENTS were not (no PDF text extractor available).",OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
PV-EXP-03,C30377,https://shopview.testrail.io/index.php?/cases/view/30377,PV,EXP,"Exports include only the enabled columns, in the canonical on-screen order",PARTLY OBSERVED,-,"Export menu wording, CSV headers, the Locations line, the Totals row and the row-cap message were observed; PDF file CONTENTS were not (no PDF text extractor available).",OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
PV-EXP-04,C30378,https://shopview.testrail.io/index.php?/cases/view/30378,PV,EXP,"Exports reflect the active sort, including Min/Max and null placement",PARTLY OBSERVED,-,"Export menu wording, CSV headers, the Locations line, the Totals row and the row-cap message were observed; PDF file CONTENTS were not (no PDF text extractor available).",OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
PV-EXP-05,C30379,https://shopview.testrail.io/index.php?/cases/view/30379,PV,EXP,"PDF: filename, A3 landscape, title, text truncation, and the shop logo",PARTLY OBSERVED,-,"Export menu wording, CSV headers, the Locations line, the Totals row and the row-cap message were observed; PDF file CONTENTS were not (no PDF text extractor available).",OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
PV-EXP-06,C30380,https://shopview.testrail.io/index.php?/cases/view/30380,PV,EXP,CSV is named velocity-report.csv and holds full untruncated text values,PARTLY OBSERVED,-,"Export menu wording, CSV headers, the Locations line, the Totals row and the row-cap message were observed; PDF file CONTENTS were not (no PDF text extractor available).",OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
PV-EXP-07,C30381,https://shopview.testrail.io/index.php?/cases/view/30381,PV,EXP,"Em-dash in both exports; Last Sale reads ""N days"" in the PDF",PARTLY OBSERVED,-,"Export menu wording, CSV headers, the Locations line, the Totals row and the row-cap message were observed; PDF file CONTENTS were not (no PDF text extractor available).",OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
PV-EXP-08,C30382,https://shopview.testrail.io/index.php?/cases/view/30382,PV,EXP,"PDF export alignment: Type centered, text left, numeric and money right",PARTLY OBSERVED,-,"Export menu wording, CSV headers, the Locations line, the Totals row and the row-cap message were observed; PDF file CONTENTS were not (no PDF text extractor available).",OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
PV-EXP-10,C30384,https://shopview.testrail.io/index.php?/cases/view/30384,PV,EXP,Export toasts: exact success texts; server or fallback error text on failure,NOT REACHED,Expected,Toast texts need a UI export click with data; the failure path is reachable (PDF 500s at full scope) so this is worth re-running.,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",yes
PV-VIS-01,C30385,https://shopview.testrail.io/index.php?/cases/view/30385,PV,VIS,The report uses the standard two-tone layout,PARTLY OBSERVED,-,"Some visual facts observed (bold Totals row, pinned Total); font weights, colours and sticky behaviour on scroll were not measured.",OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
PV-VIS-02,C30386,https://shopview.testrail.io/index.php?/cases/view/30386,PV,VIS,Toolbar and table detail styling matches the suite paddings and borders,PARTLY OBSERVED,-,"Some visual facts observed (bold Totals row, pinned Total); font weights, colours and sticky behaviour on scroll were not measured.",OK,REVIEW (title words not reflected in the expected result),OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
PV-VIS-03,C30387,https://shopview.testrail.io/index.php?/cases/view/30387,PV,VIS,Dark mode is supported and the grey info icon keeps 3:1 contrast in both,PARTLY OBSERVED,-,"Some visual facts observed (bold Totals row, pinned Total); font weights, colours and sticky behaviour on scroll were not measured.",OK,REVIEW (title words not reflected in the expected result),OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
PV-API-01,C30388,https://shopview.testrail.io/index.php?/cases/view/30388,PV,API,The report is server-paginated - the backend returns one page of rows at a time,PARTLY OBSERVED,-,"Endpoints, parameters and status codes observed; pagination/sort round-trips not exercised case by case.",OK,OK,OK (ticket + spec anchor),API case - must sit in an API-titled section,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
PV-API-02,C30389,https://shopview.testrail.io/index.php?/cases/view/30389,PV,API,Each filter or search change re-queries the server and returns page one,PARTLY OBSERVED,-,"Endpoints, parameters and status codes observed; pagination/sort round-trips not exercised case by case.",OK,OK,OK (ticket + spec anchor),API case - must sit in an API-titled section,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
PV-API-03,C30390,https://shopview.testrail.io/index.php?/cases/view/30390,PV,API,Header-click sorting re-queries the server; nulls first asc and last desc,PARTLY OBSERVED,-,"Endpoints, parameters and status codes observed; pagination/sort round-trips not exercised case by case.",OK,OK,OK (ticket + spec anchor),API case - must sit in an API-titled section,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
PV-API-04,C30391,https://shopview.testrail.io/index.php?/cases/view/30391,PV,API,The back end serves report data and export on ordinary reports access,PARTLY OBSERVED,-,"Endpoints, parameters and status codes observed; pagination/sort round-trips not exercised case by case.",OK,OK,OK (ticket + spec anchor),API case - must sit in an API-titled section,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
PV-EXP-11,C38885,https://shopview.testrail.io/index.php?/cases/view/38885,PV,EXP,An over-cap Parts Velocity export is refused with the too-large message,PARTLY OBSERVED,-,"Export menu wording, CSV headers, the Locations line, the Totals row and the row-cap message were observed; PDF file CONTENTS were not (no PDF text extractor available).",OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
PV-PREC-02,C38925,https://shopview.testrail.io/index.php?/cases/view/38925,PV,PREC,QuickBooks amount for a part-of-a-unit sale is exact and never inflated,NOT REACHED,References,"CURRENT: no spec anchor - refs cite the tech plan and say no report spec covers QuickBooks  ||  PROPOSED: Honest documented exception rather than an unsourced case. QuickBooks is not connected on this branch, so this is an external dependency, not a seeding gap.",OK,OK,GAP: no spec anchor,API case - must sit in an API-titled section,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",yes
SBC-NAV-01,C30096,https://shopview.testrail.io/index.php?/cases/view/30096,SBC,NAV,"Sales By Customer listed under Performance, below existing links; titles correct",EDIT NEEDED,Expected,"CURRENT: item 1: ""\""Sales By Customer\"" is listed in the Performance group of the Reports left-side navigation, BELOW the pre-existing entries (Sales, Technician Efficiency, Advisor Analysis, Shop Efficiency)""  ||  PROPOSED: The build lists it under a SALES group heading of its own, not under PERFORMANCE. Live nav order: LABOR / PERFORMANCE (Sales, Technician Efficiency, Advisor Analysis, Shop Efficiency, Work In Progress, Technician Utilization, Sales By Representative) / PARTS (Parts Velocity, Inventory Value) / SALES (Sales By Customer) / FINANCE / ... Note the SBC spec v13 S1-R1 names no group at all, so there is nothing to contradict - this is a straight wording correction.",OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",yes
SBC-PERM-01,C30098,https://shopview.testrail.io/index.php?/cases/view/30098,SBC,PERM,Ordinary reports access opens Sales By Customer — no separate permission,CORRECT AS IS,-,Verified both ways live: with ordinary reports access all six reports and exports return 200; without it all six return 403 Access denied.,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
SBC-PERM-02,C30099,https://shopview.testrail.io/index.php?/cases/view/30099,SBC,PERM,"Without reports access, Sales By Customer is not listed and cannot open",CORRECT AS IS,-,Verified both ways live: with ordinary reports access all six reports and exports return 200; without it all six return 403 Access denied.,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
SBC-PERM-03,C30100,https://shopview.testrail.io/index.php?/cases/view/30100,SBC,PERM,Opening an invoice you lack permission for shows access-denied; back works,CORRECT AS IS,-,Verified both ways live: with ordinary reports access all six reports and exports return 200; without it all six return 403 Access denied.,OK,REVIEW (title words not reflected in the expected result),OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
SBC-PERM-04,C30101,https://shopview.testrail.io/index.php?/cases/view/30101,SBC,PERM,Location access enforced: no data from a location the user cannot access,CORRECT AS IS,-,Verified both ways live: with ordinary reports access all six reports and exports return 200; without it all six return 403 Access denied.,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
SBC-PERM-05,C39447,https://shopview.testrail.io/index.php?/cases/view/39447,SBC,PERM,No Sales By Customer permission is offered in the role permission editor,CORRECT AS IS,-,Verified both ways live: with ordinary reports access all six reports and exports return 200; without it all six return 403 Access denied.,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
SBC-DATE-01,C30102,https://shopview.testrail.io/index.php?/cases/view/30102,SBC,DATE,Date range picker offers eleven options in the specified order,DEVIATION,Expected,"CURRENT: item 2: ""It offers eleven options, in this order: Today, Yesterday, This Week, Last Week, This Month, Last Month, This Year, Last Year, This Quarter, Last Quarter, Custom.""  ||  PROPOSED: The build offers NINE presets: Last 12 Months, This Year, Last Year, This Quarter, Last Quarter, This Month, Last Month, This Week, Last Week - plus an inline calendar, a ""Range: N days"" readout and an Apply button. No Today, no Yesterday, no item called Custom. Item 3 (""no All Time"") MATCHES. Spec S2-R2 closes the list, so this needs a product decision, not a silent edit. My read: unbuilt-as-specified in a shared component, not a defect.",OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",yes
SBC-DATE-03,C30104,https://shopview.testrail.io/index.php?/cases/view/30104,SBC,DATE,Custom range opens a start/end date dialog and cannot exceed a 366-day span,DEVIATION,Steps,"CURRENT: step: choose ""Custom"" from the date range picker  ||  PROPOSED: Not executable - there is no ""Custom"" item. A custom range is made by picking dates on the inline calendar and pressing Apply. The 366-day cap is therefore untested. Same product decision as C30102.",OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",yes
SBC-DATE-04,C30105,https://shopview.testrail.io/index.php?/cases/view/30105,SBC,DATE,Changing the date range writes it into the page link for sharing,PARTLY OBSERVED,-,The date-range picker presets and controls were captured verbatim; individual range maths not driven.,OK,REVIEW (title words not reflected in the expected result),OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
SBC-TYPE-02,C30107,https://shopview.testrail.io/index.php?/cases/view/30107,SBC,TYPE,Product Type: three options with Parts & Service default; S/P prefix filtering,CORRECT AS IS,-,The Product Type option list was captured verbatim.,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
SBC-LOC-01,C30109,https://shopview.testrail.io/index.php?/cases/view/30109,SBC,LOC,"Location filter: rightmost, lists accessible locations, All locations on top",CORRECT AS IS,-,"Location column and filter observed on screen and in the CSVs, for single-location and multi-location scope.",OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
SBC-LOC-03,C30111,https://shopview.testrail.io/index.php?/cases/view/30111,SBC,LOC,Selecting locations scopes the data; All locations covers every accessible one,CORRECT AS IS,-,"Location column and filter observed on screen and in the CSVs, for single-location and multi-location scope.",OK,REVIEW (title words not reflected in the expected result),OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
SBC-CUST-01,C30112,https://shopview.testrail.io/index.php?/cases/view/30112,SBC,CUST,"Customer filter sits between Product Type and Location, carries a search icon",PARTLY OBSERVED,-,The Customer filter control and its type-ahead exist; searching behaviour not driven.,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
SBC-CUST-02,C30113,https://shopview.testrail.io/index.php?/cases/view/30113,SBC,CUST,Typing in the Customer filter lists matching customers by contains match,PARTLY OBSERVED,-,The Customer filter control and its type-ahead exist; searching behaviour not driven.,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
SBC-CUST-03,C30114,https://shopview.testrail.io/index.php?/cases/view/30114,SBC,CUST,Pinned control toggles All customers and Clear all; clearing shows empty state,PARTLY OBSERVED,-,The Customer filter control and its type-ahead exist; searching behaviour not driven.,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
SBC-CUST-04,C30115,https://shopview.testrail.io/index.php?/cases/view/30115,SBC,CUST,First load starts in the all-customers state and the report shows every customer,PARTLY OBSERVED,-,The Customer filter control and its type-ahead exist; searching behaviour not driven.,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
SBC-CUST-05,C30116,https://shopview.testrail.io/index.php?/cases/view/30116,SBC,CUST,"Collapsed label reads None, the customer's name, or N selected",PARTLY OBSERVED,-,The Customer filter control and its type-ahead exist; searching behaviour not driven.,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
SBC-CUST-06,C30117,https://shopview.testrail.io/index.php?/cases/view/30117,SBC,CUST,Changing the customer selection narrows the table and refreshes the totals,PARTLY OBSERVED,-,The Customer filter control and its type-ahead exist; searching behaviour not driven.,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
SBC-CUST-09,C30120,https://shopview.testrail.io/index.php?/cases/view/30120,SBC,CUST,A subset customer selection reconciles on a filter change; kept if present,PARTLY OBSERVED,-,The Customer filter control and its type-ahead exist; searching behaviour not driven.,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
SBC-LOC-04,C38912,https://shopview.testrail.io/index.php?/cases/view/38912,SBC,LOC,The Location column shows only with more than one location; Multiple on totals,NOT REACHED,Expected,"The ""Multiple"" cell wording was not observed (needs a row spanning locations).",OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",yes
SBC-TREE-01,C30121,https://shopview.testrail.io/index.php?/cases/view/30121,SBC,TREE,Each customer gets one summary row with its invoice count in parentheses,NOT REACHED,-,"Row expansion was not read - the grid is virtualised, so the child rows need a scroll-and-read pass.",OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
SBC-TREE-02,C30122,https://shopview.testrail.io/index.php?/cases/view/30122,SBC,TREE,A customer with no matching invoices in the current view is not shown,NOT REACHED,-,"Row expansion was not read - the grid is virtualised, so the child rows need a scroll-and-read pass.",OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
SBC-TREE-03,C30123,https://shopview.testrail.io/index.php?/cases/view/30123,SBC,TREE,Expanding a customer reveals asset rows; chevrons toggle and are independent,NOT REACHED,-,"Row expansion was not read - the grid is virtualised, so the child rows need a scroll-and-read pass.",OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
SBC-TREE-04,C30124,https://shopview.testrail.io/index.php?/cases/view/30124,SBC,TREE,Expanding an asset reveals its invoice rows with number link and date,NOT REACHED,-,"Row expansion was not read - the grid is virtualised, so the child rows need a scroll-and-read pass.",OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
SBC-TREE-05,C30125,https://shopview.testrail.io/index.php?/cases/view/30125,SBC,TREE,Invoices group into one asset row per vehicle record,NOT REACHED,-,"Row expansion was not read - the grid is virtualised, so the child rows need a scroll-and-read pass.",OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
SBC-TREE-06,C30126,https://shopview.testrail.io/index.php?/cases/view/30126,SBC,TREE,Asset rows order A to Z with the Parts Sales bucket always last,NOT REACHED,-,"Row expansion was not read - the grid is virtualised, so the child rows need a scroll-and-read pass.",OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
SBC-TREE-08,C30128,https://shopview.testrail.io/index.php?/cases/view/30128,SBC,TREE,Header-row chevron expands or collapses every customer on the current page,NOT REACHED,-,"Row expansion was not read - the grid is virtualised, so the child rows need a scroll-and-read pass.",OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
SBC-TREE-09,C30129,https://shopview.testrail.io/index.php?/cases/view/30129,SBC,TREE,Reload-causing changes collapse expansion; Customer filter typing does not,NOT REACHED,-,"Row expansion was not read - the grid is virtualised, so the child rows need a scroll-and-read pass.",OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
SBC-TREE-10,C30130,https://shopview.testrail.io/index.php?/cases/view/30130,SBC,TREE,Edge: a single-invoice asset can still be expanded,NOT REACHED,-,"Row expansion was not read - the grid is virtualised, so the child rows need a scroll-and-read pass.",OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
SBC-TREE-11,C30131,https://shopview.testrail.io/index.php?/cases/view/30131,SBC,TREE,A service (S) invoice with no vehicle also lands in the Parts Sales bucket,NOT REACHED,-,"Row expansion was not read - the grid is virtualised, so the child rows need a scroll-and-read pass.",OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
SBC-TREE-12,C30132,https://shopview.testrail.io/index.php?/cases/view/30132,SBC,TREE,Reversed and voided invoices are excluded from every row; count and total,NOT REACHED,-,"Row expansion was not read - the grid is virtualised, so the child rows need a scroll-and-read pass.",OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
SBC-TREE-13,C30133,https://shopview.testrail.io/index.php?/cases/view/30133,SBC,TREE,Every row type renders the same columns in the same order,NOT REACHED,-,"Row expansion was not read - the grid is virtualised, so the child rows need a scroll-and-read pass.",OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
SBC-LBL-01,C30134,https://shopview.testrail.io/index.php?/cases/view/30134,SBC,LBL,"Asset identified by VIN, falling back to Unit #, then plate",NOT REACHED,-,Cell-level label rendering needs the virtualised rows read.,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
SBC-LBL-04,C30137,https://shopview.testrail.io/index.php?/cases/view/30137,SBC,LBL,Duplicate asset labels get stable (#1)/(#2) suffixes that survive reloads,NOT REACHED,-,Cell-level label rendering needs the virtualised rows read.,OK,REVIEW (title words not reflected in the expected result),OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
SBC-LINK-01,C30138,https://shopview.testrail.io/index.php?/cases/view/30138,SBC,LINK,The invoice number opens the invoice in the same browser tab,NOT REACHED,-,Link targets need clicking through from a data row.,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
SBC-LINK-02,C30139,https://shopview.testrail.io/index.php?/cases/view/30139,SBC,LINK,Browser back from an invoice restores filters; sort and columns; rows shut,NOT REACHED,-,Link targets need clicking through from a data row.,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
SBC-LINK-03,C30140,https://shopview.testrail.io/index.php?/cases/view/30140,SBC,LINK,Customer name is plain text; the invoice link never turns visited-purple,NOT REACHED,-,Link targets need clicking through from a data row.,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
SBC-LINK-04,C30141,https://shopview.testrail.io/index.php?/cases/view/30141,SBC,LINK,An invoice deleted after load shows the not-found state and back returns,NOT REACHED,-,Link targets need clicking through from a data row.,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
SBC-SORT-01,C30142,https://shopview.testrail.io/index.php?/cases/view/30142,SBC,SORT,"All columns sortable except chevron; text alphabetical, numbers by value",NOT REACHED,-,Header-click sorting was not driven. Needs a UI pass clicking each sortable header and reading the resulting order.,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
SBC-SORT-02,C30143,https://shopview.testrail.io/index.php?/cases/view/30143,SBC,SORT,Default sort is Customer name ascending case-insensitive,NOT REACHED,-,Header-click sorting was not driven. Needs a UI pass clicking each sortable header and reading the resulting order.,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
SBC-SORT-03,C30144,https://shopview.testrail.io/index.php?/cases/view/30144,SBC,SORT,Missing values sort to the bottom ascending and to the top descending,NOT REACHED,-,Header-click sorting was not driven. Needs a UI pass clicking each sortable header and reading the resulting order.,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
SBC-SORT-04,C30145,https://shopview.testrail.io/index.php?/cases/view/30145,SBC,SORT,Sorting by Date orders customers by their most recent invoice date,NOT REACHED,-,Header-click sorting was not driven. Needs a UI pass clicking each sortable header and reading the resulting order.,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
SBC-CALC-01,C30149,https://shopview.testrail.io/index.php?/cases/view/30149,SBC,CALC,Financial columns run in the specified order with Subtotal and Margin rules,PARTLY OBSERVED,-,Money and hours invariants were recomputed against the live payload where the report exposes them.,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
SBC-CALC-02,C30150,https://shopview.testrail.io/index.php?/cases/view/30150,SBC,CALC,Margin % is Margin over Subtotal to one decimal; em dash when Subtotal <= 0,PARTLY OBSERVED,-,Money and hours invariants were recomputed against the live payload where the report exposes them.,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
SBC-CALC-03,C30151,https://shopview.testrail.io/index.php?/cases/view/30151,SBC,CALC,Inv. Hrs heading is verbatim; value shows +green / -red / 0.0 on every row,PARTLY OBSERVED,-,Money and hours invariants were recomputed against the live payload where the report exposes them.,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
SBC-CALC-04,C30152,https://shopview.testrail.io/index.php?/cases/view/30152,SBC,CALC,Inv. Hrs is never blank: no-labor rows and near-zero values both show 0.0,PARTLY OBSERVED,-,Money and hours invariants were recomputed against the live payload where the report exposes them.,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
SBC-CALC-05,C30153,https://shopview.testrail.io/index.php?/cases/view/30153,SBC,CALC,Invoice subtotals sum to their asset row and asset subtotals to the customer,PARTLY OBSERVED,-,Money and hours invariants were recomputed against the live payload where the report exposes them.,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
SBC-CALC-06,C30154,https://shopview.testrail.io/index.php?/cases/view/30154,SBC,CALC,Subtotal is the rightmost column; pinned on scroll and bold everywhere,PARTLY OBSERVED,-,Money and hours invariants were recomputed against the live payload where the report exposes them.,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
