internal_id,cid,link,report,area,title,verdict,field_title,field_preconditions,field_steps,field_expected,field_references,field_section,field_notes,evidence,finding,recheck,build_marker
WIP-SUM-01,C30487,https://shopview.testrail.io/index.php?/cases/view/30487,WIP,WIP — Summary Strip,The summary strip shows seven figures in a fixed order as US dollars,VIU-Observed-PASS,OK,OK,OK,OK,OK,OK,"EDIT NEEDED - add the Rule-49 non-final-build marker: ""Observed live on QA branch sv8582, build v3.4.1-0ed4433, 2026-08-03/04; the branch was declared NOT FINAL, so this is provisional and queued for re-check.""",evidence/ui/obs-wip2.json · evidence/ui/wip-default-view.png,"The strip shows exactly seven figures in exactly the specified order: TOTAL EARNED, TOTAL REMAINING, NOT STARTED, STARTED — EARNED, STARTED — REMAINING, READY TO INVOICE, ESTIMATES - all as US dollars with two decimals and thousands separators (""$280,875.95""). Note the build renders the captions in UPPER CASE.",Re-confirm on the final build: the observation is provisional (branch declared not final).,v3.4.1-0ed4433
WIP-SUM-02,C30488,https://shopview.testrail.io/index.php?/cases/view/30488,WIP,WIP — Summary Strip,Total Earned is the hero figure and equals the started-stage figures summed,VIU-Observed-PASS,OK,OK,OK,OK,OK,OK,"EDIT NEEDED - add the Rule-49 non-final-build marker: ""Observed live on QA branch sv8582, build v3.4.1-0ed4433, 2026-08-03/04; the branch was declared NOT FINAL, so this is provisional and queued for re-check.""",evidence/ui/obs-wip2.json · evidence/ui/wip-default-view.png,"Total Earned is visibly the hero - larger type with a coloured underline - and the arithmetic is exact: $280,875.95 = Started — Earned $223,570.02 + Ready to Invoice $57,305.93.",Re-confirm on the final build: the observation is provisional (branch declared not final).,v3.4.1-0ed4433
WIP-SUM-03,C30489,https://shopview.testrail.io/index.php?/cases/view/30489,WIP,WIP — Summary Strip,Total Remaining equals Not Started plus Started — Remaining,VIU-Observed-PASS,OK,OK,OK,OK,OK,OK,"EDIT NEEDED - add the Rule-49 non-final-build marker: ""Observed live on QA branch sv8582, build v3.4.1-0ed4433, 2026-08-03/04; the branch was declared NOT FINAL, so this is provisional and queued for re-check.""",evidence/ui/obs-wip2.json · evidence/ui/wip-default-view.png,"Exact to the cent: Total Remaining $126,390.14 = Not Started $24,884.50 + Started — Remaining $101,505.64.",Re-confirm on the final build: the observation is provisional (branch declared not final).,v3.4.1-0ed4433
WIP-SUM-04,C30490,https://shopview.testrail.io/index.php?/cases/view/30490,WIP,WIP — Summary Strip,Each per-stage figure equals the matching tab's money total,VIU-Observed-PASS,OK,OK,OK,OK,OK,OK,"EDIT NEEDED - add the Rule-49 non-final-build marker: ""Observed live on QA branch sv8582, build v3.4.1-0ed4433, 2026-08-03/04; the branch was declared NOT FINAL, so this is provisional and queued for re-check.""",evidence/ui/obs-wip2.json · evidence/ui/wip-default-view.png,"Two of the three ties are exact against the tabs' own Totals rows: Started — Earned $223,570.02 and Started — Remaining $101,505.64 equal the Approved - Partially Completed tab Totals ($223,570.02 / $101,505.64), and Ready to Invoice $57,305.93 equals the Completed tab Totals Earned ($57,305.93).",The Not Started tie needs the Approved - Not Started tab Totals read in the same window (the scripted tab click did not land on that tab). Re-run on the final build.,v3.4.1-0ed4433
WIP-SUM-05,C30491,https://shopview.testrail.io/index.php?/cases/view/30491,WIP,WIP — Summary Strip,"The Estimates figure is the Estimates tab's total quoted value, shown muted",DEVIATION,OK,OK,OK,OK,OK,OK,"EDIT NEEDED - add the Rule-49 non-final-build marker: ""Observed live on QA branch sv8582, build v3.4.1-0ed4433, 2026-08-03/04; the branch was declared NOT FINAL, so this is provisional and queued for re-check.""",evidence/ui/obs-wip2.json · evidence/ui/wip-default-view.png,"The Estimates figure IS shown muted and IS excluded from Total Earned and Total Remaining (both component sums reconcile exactly without it). BUT it reads $0.00 while the Estimates tab holds 146 work orders - the build shows the approved-value total (which is always 0 for an estimate) rather than the ""total quoted value"" WIP spec v6 S5-R8 requires: ""Estimates is the total quoted value of the jobs in the Estimates tab"". Read: the quoted-value figure is not built - an unbuilt requirement, not a case error.",Re-confirm on the final build: the observation is provisional (branch declared not final).,v3.4.1-0ed4433
WIP-SUM-07,C30493,https://shopview.testrail.io/index.php?/cases/view/30493,WIP,WIP — Summary Strip,Each summary figure's information icon reveals its plain explanation,VIU-Observed-PASS,OK,OK,OK,OK,OK,OK,"EDIT NEEDED - add the Rule-49 non-final-build marker: ""Observed live on QA branch sv8582, build v3.4.1-0ed4433, 2026-08-03/04; the branch was declared NOT FINAL, so this is provisional and queued for re-check.""",evidence/ui/obs-wip2.json · evidence/ui/wip-default-view.png,"All seven tooltips match S5-R12 VERBATIM, read from the live aria-labels: ""Work you have already done but have not billed yet — the money waiting to be collected."" / ""Approved work you still have to do — the money that comes in once it is finished."" / ""Approved jobs nobody has started yet. The full amount is still ahead."" / ""Jobs in progress: the work already done but not billed yet."" / ""Jobs in progress: the work still left to finish."" / ""Finished jobs, ready to bill the customer."" / ""Quotes the customer has not approved yet — not counted in the totals."" Each is on a real button (data-testid wip_summary_info_*), so it is focusable, not hover-only.",Re-confirm on the final build: the observation is provisional (branch declared not final).,v3.4.1-0ed4433
WIP-TOT-01,C30494,https://shopview.testrail.io/index.php?/cases/view/30494,WIP,WIP — Totals Row,"Each tab has a Totals row pinned to the bottom, labeled ""Totals""",VIU-Observed-PASS,OK,OK,OK,OK,OK,OK,"EDIT NEEDED - add the Rule-49 non-final-build marker: ""Observed live on QA branch sv8582, build v3.4.1-0ed4433, 2026-08-03/04; the branch was declared NOT FINAL, so this is provisional and queued for re-check.""",evidence/ui/obs-wip2.json · evidence/ui/wip-default-view.png,"Every populated tab shows a bottom Totals row labelled ""Totals"" in its leftmost cell, with the same money formats as the data rows; the Total column header computes to position:sticky, right:0px, font-weight:800, text-align:right - pinned and bold.",Re-confirm on the final build: the observation is provisional (branch declared not final).,v3.4.1-0ed4433
WIP-TOT-02,C30495,https://shopview.testrail.io/index.php?/cases/view/30495,WIP,WIP — Totals Row,The Totals row sums each visible money column and the Inv. Hrs column,DEVIATION,OK,OK,OK,OK,OK,OK,"EDIT NEEDED - add the Rule-49 non-final-build marker: ""Observed live on QA branch sv8582, build v3.4.1-0ed4433, 2026-08-03/04; the branch was declared NOT FINAL, so this is provisional and queued for re-check.""",evidence/exports/export-manifest.json · evidence/exports/wip__*.head.txt,"The money sums are right - the Approved - Partially Completed Totals row read $223,570.02 / $101,505.64 / $325,075.66 and the CSV of the same tab reproduces them exactly. BUT the Inv. Hrs half cannot be exercised in an export at all: the export endpoint rejects the column with 400 {""error"":""Invalid column \""invoiced_hours\"".""} even though the UI offers an Inv. Hrs toggle, because the payload carries quoted_hours/worked_hours and no invoiced_hours. Read: unbuilt export column, not a case error.",Re-confirm on the final build: the observation is provisional (branch declared not final).,v3.4.1-0ed4433
WIP-FLT-01,C30498,https://shopview.testrail.io/index.php?/cases/view/30498,WIP,WIP — Filters,The Advisor filter lists the advisors in the loaded jobs; screen only,VIU-Observed-PASS,OK,OK,OK,OK,OK,OK,"EDIT NEEDED - add the Rule-49 non-final-build marker: ""Observed live on QA branch sv8582, build v3.4.1-0ed4433, 2026-08-03/04; the branch was declared NOT FINAL, so this is provisional and queued for re-check.""",evidence/ui/obs-final.json (wip.*) · evidence/ui/wip-singleloc.png,"The Advisor filter is a multi-select labelled ""Advisor"" reading ""All advisors"" when empty, positioned first of the four, and its options are drawn from the loaded jobs (it read ""No results"" when the narrow default range loaded no rows).","The screen-only narrowing (no new /reporting call, no loading indicator) needs one clean selection with data present. Re-run on the final build.",v3.4.1-0ed4433
WIP-FLT-02,C30499,https://shopview.testrail.io/index.php?/cases/view/30499,WIP,WIP — Filters,"Customer filter is a type-ahead multi-select reading ""All customers""",VIU-Observed-PASS,OK,OK,OK,OK,OK,OK,"EDIT NEEDED - add the Rule-49 non-final-build marker: ""Observed live on QA branch sv8582, build v3.4.1-0ed4433, 2026-08-03/04; the branch was declared NOT FINAL, so this is provisional and queued for re-check.""",evidence/ui/obs-final.json (wip.*) · evidence/ui/wip-singleloc.png,"The Customer filter reads ""All customers"" with nothing selected, is a multi-select, and its panel carries a type-ahead input plus a ""Clear all"" action.","Confirm the Clear action is absent until at least one customer is selected, and that narrowing does not reload. Re-run on the final build.",v3.4.1-0ed4433
WIP-FLT-03,C30500,https://shopview.testrail.io/index.php?/cases/view/30500,WIP,WIP — Filters,"Asset filter matches VIN, Unit #, or plate; ""All assets"" when empty",DEVIATION,OK,OK,OK,DECISION NEEDED - tied to WIP-COL-05; do not edit until Chris confirms which identifier ships,OK,OK,"EDIT NEEDED - add the Rule-49 non-final-build marker: ""Observed live on QA branch sv8582, build v3.4.1-0ed4433, 2026-08-03/04; the branch was declared NOT FINAL, so this is provisional and queued for re-check.""",evidence/ui/obs-final.json (wip.*) · evidence/ui/wip-singleloc.png,"The Asset filter reads ""All assets"" when empty and is a searchable multi-select. BUT expected items 2 and 3 assert VIN-first option text and VIN matching, per Chris Ward 2026-07-29, while the build renders the asset as unit-number-first (same root cause as WIP-COL-05 / WIP-SORT-03).",Re-confirm on the final build: the observation is provisional (branch declared not final).,v3.4.1-0ed4433
WIP-FLT-04,C30501,https://shopview.testrail.io/index.php?/cases/view/30501,WIP,WIP — Filters,The date range offers the presets plus Custom; This Week default; no All Time,DEVIATION,OK,OK,OK,EDIT NEEDED - replace item 2 with the nine build presets + the calendar/Apply affordance; keep items 1 and 3,OK,OK,"EDIT NEEDED - add the Rule-49 non-final-build marker: ""Observed live on QA branch sv8582, build v3.4.1-0ed4433, 2026-08-03/04; the branch was declared NOT FINAL, so this is provisional and queued for re-check.""",evidence/ui/obs-wip2.json · evidence/ui/wip-default-view.png,"The default IS ""This Week"" and there IS no ""All Time"" - both confirmed. BUT the closed preset list is wrong: the build offers NINE presets - Last 12 Months, This Year, Last Year, This Quarter, Last Quarter, This Month, Last Month, This Week, Last Week - alongside an inline month calendar, a live ""Range: N days"" readout and an Apply button. There is NO ""Today"", NO ""Yesterday"" and NO item called ""Custom""; a custom range is made by picking dates on the calendar. WIP spec v6 S7-R6 closes the eleven-item list, so this is a real spec-vs-build gap. Read: unbuilt-as-specified rather than a defect - this is the suite-wide shared date component.",Re-confirm on the final build: the observation is provisional (branch declared not final).,v3.4.1-0ed4433
WIP-FLT-05,C30502,https://shopview.testrail.io/index.php?/cases/view/30502,WIP,WIP — Filters,The date range filters on the WO's created date and reloads on change,DEVIATION,OK,OK,"EDIT NEEDED - step 3 must pick the dates on the inline calendar; there is no ""Custom"" item","EDIT NEEDED - item 3: the observed cap is 367 days with the message ""Date range cannot be over one year.""",OK,OK,"EDIT NEEDED - add the Rule-49 non-final-build marker: ""Observed live on QA branch sv8582, build v3.4.1-0ed4433, 2026-08-03/04; the branch was declared NOT FINAL, so this is provisional and queued for re-check.""",evidence/api/api-wip-iv.json · evidence/api/api-probe2.json,"Filtering on the created date and reloading on change are confirmed (from/to move with the preset and each change re-fetches). BUT the span cap is 367 days, not 366: a 367-day span returns 200 and a 368-day span returns 400 {""error"":""Date range cannot be over one year.""}. And step 3 is not executable as written - there is no ""Custom"" item to open (see WIP-FLT-04).",Re-confirm on the final build: the observation is provisional (branch declared not final).,v3.4.1-0ed4433
WIP-FLT-06,C30503,https://shopview.testrail.io/index.php?/cases/view/30503,WIP,WIP — Filters,"Location filter: rightmost multi-select with All locations, reloads on change",DEVIATION,OK,OK,OK,EDIT NEEDED on items 2 and 4 (default scope is All locations; no separate scope indicator exists). Item 5 = DECISION NEEDED - the build contradicts Chris's ruling.,OK,OK,"EDIT NEEDED - add the Rule-49 non-final-build marker: ""Observed live on QA branch sv8582, build v3.4.1-0ed4433, 2026-08-03/04; the branch was declared NOT FINAL, so this is provisional and queued for re-check.""",evidence/ui/obs-final.json (wip.*) · evidence/ui/wip-singleloc.png,"The Location filter IS the rightmost filter, a multi-select with ""All locations"" + ""Clear all"" listing only the accessible workplaces, and each change reloads the report. THREE mismatches: (a) on a fresh visit it defaults to ""All locations"", not to the active location (S7-R9 says the user's currently active location); (b) there is no separate on-screen location-scope indicator beyond the filter control itself; (c) item 5 asserts the filter is HIDDEN for a one-location user per Chris Ward 2026-07-31 Q1=A, but a single-location subject still saw the control. Read: (a) and (c) are real gaps against the newest sources; (b) is our case describing an indicator that was never built.",Re-confirm on the final build: the observation is provisional (branch declared not final).,v3.4.1-0ed4433
WIP-FLT-07,C30504,https://shopview.testrail.io/index.php?/cases/view/30504,WIP,WIP — Filters,The location scope never includes an inaccessible location,VIU-Observed-PASS,OK,OK,OK,OK,OK,OK,"EDIT NEEDED - add the Rule-49 non-final-build marker: ""Observed live on QA branch sv8582, build v3.4.1-0ed4433, 2026-08-03/04; the branch was declared NOT FINAL, so this is provisional and queued for re-check.""",evidence/api/api-wip-iv.json · evidence/api/api-probe2.json,"Confirmed by API: the filter offers only accessible workplaces, and both an inaccessible location id and an omitted locations parameter fall back to the active location alone (rows came back only for Staging Heavy Duty - 9919, never for Lethbridge).",Re-confirm on the final build: the observation is provisional (branch declared not final).,v3.4.1-0ed4433
WIP-FLT-08,C30505,https://shopview.testrail.io/index.php?/cases/view/30505,WIP,WIP — Filters,"Advisor, customer and asset filters AND together and recompute strip and Totals",VIU-Observed-PASS,OK,OK,OK,OK,OK,OK,"EDIT NEEDED - add the Rule-49 non-final-build marker: ""Observed live on QA branch sv8582, build v3.4.1-0ed4433, 2026-08-03/04; the branch was declared NOT FINAL, so this is provisional and queued for re-check.""",evidence/ui/obs-final.json (wip.*) · evidence/ui/wip-singleloc.png,The three filters exist as separate multi-selects and the no-visible-jobs state renders the no-data label with no Totals row (observed on the narrow default range).,"The AND-combination and the ""strip + Totals recompute with no reload"" half need one clean three-filter selection with data present. Re-run on the final build.",v3.4.1-0ed4433
WIP-FLT-09,C38916,https://shopview.testrail.io/index.php?/cases/view/38916,WIP,WIP — Filters,The Location column is automatic and never reads Multiple on a work-order row,DEVIATION,OK,OK,OK,EDIT NEEDED - items 1/4/5 must describe the manual toggle; see STAGED-CHANGES.md,OK,OK,"EDIT NEEDED - add the Rule-49 non-final-build marker: ""Observed live on QA branch sv8582, build v3.4.1-0ed4433, 2026-08-03/04; the branch was declared NOT FINAL, so this is provisional and queued for re-check.""",evidence/ui/colsel-work-in-progress.json · evidence/ui/colsel-work-in-progress-after-on.png,"This is the case that carried the suite-wide Location ruling into WIP, and the build implements a DIFFERENT model. Items 2, 3, 6 and 7 are confirmed: each row names its own location, no row ever reads ""Multiple"", the export header is ""Branch"" (proven in the PDF text and the CSV header), and the Location filter keeps a constant width across selections. Items 1, 4 and 5 are REFUTED: Location IS a manual toggle in the Column Selection panel, off by default, and it does NOT appear automatically at multi-location scope nor hide automatically at single-location scope - a single-location header read showed no Location column simply because the toggle was off. IV behaves differently again (there it is ON by default and stays on when narrowed), so the two reports are not consistent with each other or with the spec.",Re-confirm on the final build: the observation is provisional (branch declared not final).,v3.4.1-0ed4433
WIP-PERS-01,C30506,https://shopview.testrail.io/index.php?/cases/view/30506,WIP,WIP — Column Selection & Persistence,Column Selection toggles columns; Total is not offered at all,VIU-Observed-PASS,OK,OK,OK,OK,OK,OK,"EDIT NEEDED - add the Rule-49 non-final-build marker: ""Observed live on QA branch sv8582, build v3.4.1-0ed4433, 2026-08-03/04; the branch was declared NOT FINAL, so this is provisional and queued for re-check.""",evidence/ui/colsel-work-in-progress.json · evidence/ui/colsel-work-in-progress-after-on.png,"The icon button carries aria-label and tooltip ""Column Selection"" (data-testid button_column_selection); toggling a column off hides it and on shows it again (proven with a before/after header read); and Total is absent from the 16-item panel while always rendering last.",Re-confirm on the final build: the observation is provisional (branch declared not final).,v3.4.1-0ed4433
WIP-PERS-02,C30507,https://shopview.testrail.io/index.php?/cases/view/30507,WIP,WIP — Column Selection & Persistence,Toggling columns never reorders them (Total always last),VIU-Observed-PASS,OK,OK,OK,OK,OK,OK,"EDIT NEEDED - add the Rule-49 non-final-build marker: ""Observed live on QA branch sv8582, build v3.4.1-0ed4433, 2026-08-03/04; the branch was declared NOT FINAL, so this is provisional and queued for re-check.""",evidence/ui/colsel-work-in-progress.json · evidence/ui/colsel-work-in-progress-after-on.png,"Toggling never reorders: with Location toggled on it appeared in its S4-R1 slot (after Asset, before Advisor, with VIN off) rather than at the end, and Total stayed last. The panel is a single list that serves all four tabs.",Confirm the four tabs share one column set by switching tabs with a non-default selection. Re-run on the final build.,v3.4.1-0ed4433
WIP-PERS-03,C30508,https://shopview.testrail.io/index.php?/cases/view/30508,WIP,WIP — Column Selection & Persistence,"Remembers the date range, filter selections, location, columns",VIU-Observed-PASS,OK,OK,OK,OK,OK,OK,"EDIT NEEDED - add the Rule-49 non-final-build marker: ""Observed live on QA branch sv8582, build v3.4.1-0ed4433, 2026-08-03/04; the branch was declared NOT FINAL, so this is provisional and queued for re-check.""",evidence/ui/obs-wip2.json · evidence/ui/wip-default-view.png,"Persistence is real and per-browser: the report writes a localStorage key ""report_view:wip"", and after a full page reload the date range and column selection were restored from it.","Confirm the advisor/customer/asset/location selections and the active tab restore too, and that a different browser profile shows the defaults. Re-run on the final build.",v3.4.1-0ed4433
WIP-PERS-04,C30509,https://shopview.testrail.io/index.php?/cases/view/30509,WIP,WIP — Column Selection & Persistence,A saved setting that is no longer valid falls back to its default,VIU-Observed-PASS,OK,OK,OK,OK,OK,OK,"EDIT NEEDED - add the Rule-49 non-final-build marker: ""Observed live on QA branch sv8582, build v3.4.1-0ed4433, 2026-08-03/04; the branch was declared NOT FINAL, so this is provisional and queued for re-check.""",evidence/api/api-wip-iv.json · evidence/api/api-probe2.json,The defensive-restore path is confirmed on its riskiest input: an unresolvable location selection does not error - the report falls back to the active location and loads normally.,Confirm the same fallback for a stale advisor/customer/asset selection. Re-run on the final build.,v3.4.1-0ed4433
WIP-EXP-01,C30510,https://shopview.testrail.io/index.php?/cases/view/30510,WIP,WIP — Exports,Work In Progress: a three-dot menu holds Download (PDF) and Download (CSV),VIU-Observed-PASS,OK,OK,OK,OK,OK,OK,"EDIT NEEDED - add the Rule-49 non-final-build marker: ""Observed live on QA branch sv8582, build v3.4.1-0ed4433, 2026-08-03/04; the branch was declared NOT FINAL, so this is provisional and queued for re-check.""",evidence/exports/export-manifest.json · evidence/exports/wip__*.head.txt,"The three-dot button (aria-label ""Export report"", data-testid btn_dropdown_wip_export) opens a menu holding exactly ""Download (PDF)"" and ""Download (CSV)"", and both produce a file for the current tab (16 downloads captured across all four tabs and both formats).",Re-confirm on the final build: the observation is provisional (branch declared not final).,v3.4.1-0ed4433
WIP-EXP-02,C30511,https://shopview.testrail.io/index.php?/cases/view/30511,WIP,WIP — Exports,"Downloads keep shown columns, honor filters, include the tab's Totals row",DEVIATION,OK,OK,OK,"EDIT NEEDED - item 5 (the column follows the toggle, not the scope) and an Inv. Hrs caveat on item 1",OK,OK,"EDIT NEEDED - add the Rule-49 non-final-build marker: ""Observed live on QA branch sv8582, build v3.4.1-0ed4433, 2026-08-03/04; the branch was declared NOT FINAL, so this is provisional and queued for re-check.""",evidence/exports/export-manifest.json · evidence/exports/wip__*.head.txt,"Items 3 and 4 are confirmed exactly: every file carries a Totals row matching the screen, and ""Locations: <name>"" is the FIRST line of every CSV (or ""Locations: All locations"" when every accessible location is selected) - the previously open ""exact position"" question is now answered. Item 5 is confirmed for the header name (""Branch"") but WRONG on the mechanism: the file only carries the location column when the user has toggled Location on, because the export mirrors the columns parameter - a multi-location export with the default column set carried NO Branch column. Item 1 also breaks for any tester who turns Inv. Hrs on: the export rejects that column with a 400.",Re-confirm on the final build: the observation is provisional (branch declared not final).,v3.4.1-0ed4433
WIP-EXP-03,C30512,https://shopview.testrail.io/index.php?/cases/view/30512,WIP,WIP — Exports,Downloaded money and Inv. Hrs values keep the on-screen formats,VIU-Observed-PASS,OK,OK,OK,OK,OK,OK,"EDIT NEEDED - add the Rule-49 non-final-build marker: ""Observed live on QA branch sv8582, build v3.4.1-0ed4433, 2026-08-03/04; the branch was declared NOT FINAL, so this is provisional and queued for re-check.""",evidence/exports/export-manifest.json · evidence/exports/wip__*.head.txt,"Read straight out of the CSV bytes: ""$480.82"" unquoted, ""$1,286.26"" double-quoted because it contains a thousands comma, and ""$0.00"" for a genuine zero - exactly S9-R5/S9-R6. The PDF text shows the same ""$1,286.26"" formatting.",The Inv. Hrs format in a file cannot be checked because the export rejects that column (see WIP-TOT-02). Re-run on the final build.,v3.4.1-0ed4433
WIP-EXP-04,C30513,https://shopview.testrail.io/index.php?/cases/view/30513,WIP,WIP — Exports,Inv. Hrs green/red coloring appears on screen and in the PDF; not the CSV,NOT-BUILT,OK,OK,OK,OK,OK,OK,"EDIT NEEDED - add the Rule-49 non-final-build marker: ""Observed live on QA branch sv8582, build v3.4.1-0ed4433, 2026-08-03/04; the branch was declared NOT FINAL, so this is provisional and queued for re-check.""",evidence/exports/export-manifest.json · evidence/exports/wip__*.head.txt,"The Inv. Hrs column CANNOT appear in either file on this build - the export endpoint returns 400 {""error"":""Invalid column \""invoiced_hours\"".""} and the accepted column list is exactly wo_number, status, customer, asset, vin, location, advisor, days_open, last_activity, labor_earned, labor_remaining, parts_earned, parts_remaining, earned, remaining, total. So neither the PDF colouring nor the CSV monochrome rule can be observed: the column is not built into the export at all.",Re-run once the export accepts invoiced_hours. Until then this case is not executable.,v3.4.1-0ed4433
WIP-EXP-05,C30514,https://shopview.testrail.io/index.php?/cases/view/30514,WIP,WIP — Exports,Days Open in a download is frozen at the moment the file is generated,VIU-Observed-PASS,OK,OK,OK,OK,OK,OK,"EDIT NEEDED - add the Rule-49 non-final-build marker: ""Observed live on QA branch sv8582, build v3.4.1-0ed4433, 2026-08-03/04; the branch was declared NOT FINAL, so this is provisional and queued for re-check.""",evidence/exports/export-manifest.json · evidence/exports/wip__*.head.txt,"The file freezes Days Open at generation time: the CSV carries the literal string ""52 days"" as a quoted value, generated server-side, so it cannot advance with the clock the way the screen does.",Observe the screen-vs-file one-day difference directly by generating a file either side of a day boundary. Re-run on the final build.,v3.4.1-0ed4433
WIP-EXP-06,C30515,https://shopview.testrail.io/index.php?/cases/view/30515,WIP,WIP — Exports,"The downloaded files are named ""wip-2-report.pdf"" and ""wip-2-report.csv""",VIU-Observed-PASS,OK,OK,OK,OK,OK,OK,"EDIT NEEDED - add the Rule-49 non-final-build marker: ""Observed live on QA branch sv8582, build v3.4.1-0ed4433, 2026-08-03/04; the branch was declared NOT FINAL, so this is provisional and queued for re-check.""",evidence/exports/export-manifest.json · evidence/exports/wip__*.head.txt,"Exact match: the responses carry Content-Disposition: attachment; filename=wip-2-report.csv and filename=wip-2-report.pdf, including the ""-2-"" segment S9-R9 closes.",Re-confirm on the final build: the observation is provisional (branch declared not final).,v3.4.1-0ed4433
WIP-EXP-07,C30516,https://shopview.testrail.io/index.php?/cases/view/30516,WIP,WIP — Exports,"Export headers read ""Unit"" and ""Branch"" — documented limitation, do not file",VIU-Observed-PASS,OK,OK,OK,OK,OK,OK,"EDIT NEEDED - add the Rule-49 non-final-build marker: ""Observed live on QA branch sv8582, build v3.4.1-0ed4433, 2026-08-03/04; the branch was declared NOT FINAL, so this is provisional and queued for re-check.""",evidence/pdf-text/wip__*.txt,"The case predicted this precisely and both halves are now proven IN THE FILES THEMSELVES. Screen headers read ""Asset"" and ""Location""; the CSV header row reads ""WO #"",Status,Customer,Unit,VIN,Branch,Advisor,... and the extracted PDF text reads WO # | Status | Customer | Unit | VIN | Branch | Advisor. The cell under ""Unit"" carries the unit number, not the VIN.",Re-confirm on the final build: the observation is provisional (branch declared not final).,v3.4.1-0ed4433
WIP-EXP-08,C30517,https://shopview.testrail.io/index.php?/cases/view/30517,WIP,WIP — Exports,The PDF shows the shop logo at the top when one is set,VIU-Observed-PASS,OK,OK,OK,OK,OK,OK,"EDIT NEEDED - add the Rule-49 non-final-build marker: ""Observed live on QA branch sv8582, build v3.4.1-0ed4433, 2026-08-03/04; the branch was declared NOT FINAL, so this is provisional and queued for re-check.""",evidence/pdf-text/wip__*.txt,"The PDF carries a header block (report name, organisation ""Staging Foothills Group Inc"", the active location, ""Start Date Range: ..."", ""Locations: ..."") and a ""Software Powered by ShopView"" footer with ""Page N of M""; the CSV contains only metadata lines and data - no logo.","This org has no shop logo set, so the logo-present branch is not observed. Set a logo and re-run, and re-confirm on the final build.",v3.4.1-0ed4433
WIP-EXP-09,C30518,https://shopview.testrail.io/index.php?/cases/view/30518,WIP,WIP — Exports,"Export notifications: success caption, ""Empty export"" warning",VIU-Observed-PASS,OK,OK,OK,OK,OK,OK,"EDIT NEEDED - add the Rule-49 non-final-build marker: ""Observed live on QA branch sv8582, build v3.4.1-0ed4433, 2026-08-03/04; the branch was declared NOT FINAL, so this is provisional and queued for re-check.""",evidence/exports/export-manifest.json · evidence/exports/wip__*.head.txt,"The empty-export path is confirmed: the front end short-circuits and shows a warning toast titled ""Empty export"" with the caption ""Export didn't yield any results"" and calls no endpoint - the strings match S9-R12 verbatim.","The success caption ""Data exported successfully."" and the failure text still need a UI toast read. Re-run on the final build.",v3.4.1-0ed4433
WIP-EXP-10,C38918,https://shopview.testrail.io/index.php?/cases/view/38918,WIP,WIP — Exports,An over-cap Work In Progress download is refused with the too-large message,EXTERNAL-DEPENDENCY,OK,OK,OK,OK,"FLAG - the ticket is present but the 10,000-row cap requirement does NOT exist on the WIP spec page; it rests on Chris Ward's 2026-07-31 Q3=A ruling and his spec edit is still owed",OK,"EDIT NEEDED - add the Rule-49 non-final-build marker: ""Observed live on QA branch sv8582, build v3.4.1-0ed4433, 2026-08-03/04; the branch was declared NOT FINAL, so this is provisional and queued for re-check.""",evidence/exports/export-manifest.json · evidence/exports/wip__*.head.txt,"The cap is not reachable on this organisation. The widest WIP scope - a full year across both locations - yields 488 work orders in total and 114 in the largest single tab, three orders of magnitude below the 10,000-row cap, and the cap applies per tab. This is a data-volume ceiling of the test organisation, not a build behaviour: the case is correctly written and simply cannot be driven here. (Note the WIP spec page still has no cap requirement at all - Chris Ward's 2026-07-31 Q3=A ruling extended the cap to all six reports and his spec edit is still owed.)","Re-run on an organisation with 10,000+ open work orders in one tab, or once a dev can lower the cap for a test. Also re-confirm on the final build.",v3.4.1-0ed4433
WIP-VIS-01,C30519,https://shopview.testrail.io/index.php?/cases/view/30519,WIP,WIP — Visual & Accessibility,Each tab uses an all-white table with no alternating row shading,DEVIATION,OK,OK,OK,"EDIT NEEDED - item 1 should say the headers are a very light grey band, not white",OK,OK,"EDIT NEEDED - add the Rule-49 non-final-build marker: ""Observed live on QA branch sv8582, build v3.4.1-0ed4433, 2026-08-03/04; the branch was declared NOT FINAL, so this is provisional and queued for re-check.""",evidence/ui/obs-wip2.json · evidence/ui/wip-default-view.png,"There is no alternating row shading - consecutive data rows compute to the same background - so the zebra-free half is confirmed. But the column headers are NOT white: they compute to rgb(249, 250, 251), a very light grey. Read: a trivial styling difference from S10-R1's ""white column headers""; worth a word with Chris rather than a bug.",Re-confirm on the final build: the observation is provisional (branch declared not final).,v3.4.1-0ed4433
WIP-VIS-02,C30520,https://shopview.testrail.io/index.php?/cases/view/30520,WIP,WIP — Visual & Accessibility,The summary strip is a bold band ruled top and bottom above the tabs,VIU-Observed-PASS,OK,OK,OK,OK,OK,OK,"EDIT NEEDED - add the Rule-49 non-final-build marker: ""Observed live on QA branch sv8582, build v3.4.1-0ed4433, 2026-08-03/04; the branch was declared NOT FINAL, so this is provisional and queued for re-check.""",evidence/ui/obs-wip2.json · evidence/ui/wip-default-view.png,The summary strip sits above the tabs and renders as one continuous band delineated by a top and a bottom rule - not as separate cards. Visible in wip-default-view.png.,Re-confirm on the final build: the observation is provisional (branch declared not final).,v3.4.1-0ed4433
